no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
342,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,7041.93,15.27,8.27,0.84,3.1,2.67,6.24,5.56,0.0,0.0,11.21,0.28,0.15,-0.14,0.18,-0.04,0.89,0.16,41.1,40.33,0.01,0.02,,-0.03,0.05,11.39,0.06,0.19,0.1,,,0.94,0.0,,0.37,0.22,-0.03,-0.09,0.03,0.04,0.9,0.68,1.39,5.85,0.04,0.03,-0.04,0.02,0.07,-0.11,0.16,-0.11,0.95,46.84,0.02,0.0,2.1,191.1,1.61,171.17,0.02,308584,44501.35,213.67,35755.0,171.17,0.0,66.0,91,1.44,171.17,178.25,167.63,160.85,92.57,191.62,15.0,24.83,57.333333333333336,True
349,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5210.54,24.49,18.34,1.27,1.6,5.15,38.03,23.89,,0.0,4.59,-0.38,-0.13,-0.02,0.19,0.1,1.82,0.59,47.74,46.88,0.0,-0.18,0.97,0.0,0.03,2.4,0.09,0.24,0.08,1.4,1.4,0.81,0.81,0.33,0.1,0.07,-0.02,0.1,-0.03,0.21,0.71,0.65,0.3,5.02,0.04,0.05,0.01,0.03,0.17,-0.1,0.21,-0.1,0.77,52.27,0.0,0.01,1.7,493.8,0.7,112.49,0.01,347632,44504.69,133.33,37208.0,112.49,0.0,78.0,89,1.37,112.49,111.79,109.27,96.03,63.51,124.62,21.0,18.53,62.666666666666664,True
352,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,33494.13,15.96,12.02,0.63,2.6,6.03,4.29,265.83,0.02,0.23,18.54,-0.12,0.1,0.08,0.25,0.0,8.6,-0.04,116.4,111.63,0.0,-0.19,0.85,-0.02,0.02,3.9,0.01,0.39,0.06,,,0.88,4.19,0.42,0.22,0.17,-0.02,-0.04,0.08,0.11,0.53,0.52,1.6,7.72,0.04,0.02,-0.02,0.02,0.14,-0.05,0.16,-0.05,0.62,48.59,0.03,0.01,1.9,505.25,1.09,295.78,0.04,548962,44495.69,337.11,38610.0,295.78,0.0,72.0,82,1.21,295.78,301.43,291.83,260.73,182.83,312.15,26.0,13.97,60.0,True
359,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,4433.5,68.44,49.91,4.16,3.98,6.75,77.64,,,0.0,1.28,0.18,0.25,1.27,0.16,0.1,-0.19,-0.03,51.46,30.99,0.03,-0.25,0.87,0.02,0.04,3.91,0.04,0.11,0.08,1.4,1.4,0.49,0.6,0.2,0.08,0.06,-0.05,-0.06,0.22,0.57,0.97,0.68,0.62,4.46,0.05,0.05,-0.06,0.14,0.4,-0.14,0.54,-0.14,1.33,50.0,0.0,0.0,1.7,346.53,0.84,87.74,0.0,289773,44501.69,88.83,40381.0,87.73,0.0,78.0,93,1.62,87.74,92.96,77.8,62.78,37.7,101.86,27.0,1.24,66.0,True
370,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,868.76,20.21,14.94,,3.53,1.35,4.06,21.24,,0.0,1.47,-1.04,0.2,-0.16,,0.05,,-0.01,37.13,18.04,0.01,-0.07,0.41,0.07,0.02,5.89,0.01,0.07,0.21,,,0.15,0.15,,,0.23,-0.03,0.11,0.13,0.25,0.88,0.95,,1.23,0.04,0.04,0.0,0.08,0.3,-0.09,0.25,-0.09,1.17,54.13,0.03,0.01,2.2,75.35,0.92,29.61,0.04,69287,,33.0,43341.0,29.61,0.0,63.0,91,1.47,29.61,29.82,27.49,22.88,13.63,32.67,15.0,11.45,56.333333333333336,True
385,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,38936.75,50.07,35.71,2.74,14.05,9.81,11.5,42.58,,0.0,2.46,-0.25,0.24,0.37,0.18,0.23,0.32,0.24,307.46,56.36,0.0,-0.88,0.66,0.0,0.18,4.75,0.16,0.22,0.18,5.1,4.4,0.0,0.0,0.64,0.31,0.28,-0.04,0.0,0.36,0.41,0.82,0.7,1.22,4.52,0.03,0.03,-0.05,0.13,0.36,-0.08,0.45,-0.08,0.88,53.59,0.02,0.0,2.3,2090.69,1.17,123.28,0.02,2439991,44501.69,127.58,41796.0,123.27,0.0,59.0,91,1.46,123.28,129.03,109.35,90.72,65.52,134.14,16.0,3.49,55.333333333333336,True
413,APA,APA Corporation,Energy,Oil & Gas E&P,USA,10088.46,16.51,5.14,,1.46,,26.76,3.52,0.0,0.06,1.59,-0.36,0.26,0.15,,-0.07,,0.84,379.0,362.24,0.0,-0.02,0.89,0.0,0.03,1.26,0.05,-0.49,-0.61,1.2,0.9,,,0.64,0.28,0.09,-0.08,-0.04,0.32,0.12,1.0,0.85,4.76,1.53,0.06,0.05,-0.07,0.0,0.23,-0.16,0.37,-0.16,1.15,46.05,0.04,0.0,2.4,10078.54,1.12,26.18,0.04,11313195,44503.69,33.98,23225.0,26.32,0.01,56.0,89,1.38,26.18,28.08,26.18,21.37,13.97,31.14,16.0,29.79,53.666666666666664,True
429,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA,32069.47,8.33,16.76,0.16,5.3,8.22,11.61,,0.03,0.25,8.62,-0.86,-0.07,-0.03,0.51,0.18,-0.1,0.06,239.45,195.79,0.07,-0.21,0.84,0.02,0.02,1.89,0.08,1.29,0.05,,,6.53,6.53,,0.49,0.33,-0.03,-0.06,0.17,0.25,0.56,0.47,1.63,2.23,0.04,0.03,-0.04,0.01,0.2,-0.11,0.23,-0.11,0.61,44.45,0.01,0.01,2.1,2588.59,1.68,71.8,0.02,4341165,44502.35,85.78,40632.0,71.3,-0.01,66.0,81,1.19,71.8,74.56,71.31,59.71,45.4,81.07,13.0,19.47,53.333333333333336,True
452,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5543.17,110.72,56.65,6.86,3.79,9.64,37.91,53.61,,0.0,0.42,-0.56,0.21,0.32,0.16,0.05,-0.16,0.11,121.25,118.41,0.0,-0.33,,-0.01,0.02,3.04,0.03,0.1,0.04,1.7,1.3,1.26,1.3,0.32,0.04,0.04,-0.01,0.08,0.18,0.43,0.88,0.71,1.87,1.77,0.05,0.04,0.02,0.1,0.36,-0.07,0.25,-0.07,1.1,55.7,0.05,0.01,2.2,848.29,1.14,46.17,0.06,970589,44516.35,46.0,43041.0,46.0,0.0,63.0,92,1.52,46.17,45.65,41.96,34.04,22.0,49.38,13.0,-0.37,56.0,True
460,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2622.52,16.2,11.66,0.7,0.73,2.77,5.6,12.01,0.0,0.05,6.41,0.78,0.14,0.1,0.23,0.02,1.15,0.28,25.63,25.15,0.01,-0.09,0.93,-0.01,0.06,4.18,0.09,0.19,0.07,1.5,1.5,0.18,0.25,0.77,0.06,0.05,-0.06,-0.02,0.48,0.49,1.41,1.43,1.56,5.51,0.05,0.05,-0.05,0.09,0.39,-0.11,0.4,-0.11,1.52,50.44,0.04,0.0,1.9,387.63,0.76,103.78,0.04,296230,44502.35,127.56,33737.0,104.0,0.0,72.0,96,1.91,103.78,109.1,95.86,74.95,41.22,116.79,24.0,22.91,64.0,True
471,ARES,Ares Management Corporation,Financial,Asset Management,USA,24271.11,48.27,26.11,2.35,6.82,8.02,12.93,,0.02,0.95,1.72,-0.2,0.3,0.27,0.21,0.17,0.79,0.94,168.93,126.85,0.02,-0.1,0.71,0.0,0.01,1.73,0.02,0.24,0.02,,,6.57,6.57,,0.19,0.09,-0.01,-0.02,0.06,0.47,0.81,0.77,1.06,2.25,0.03,0.02,-0.03,0.02,0.25,-0.08,0.15,-0.08,0.87,47.39,0.03,0.0,2.0,625.86,0.92,83.22,0.03,576089,44496.35,90.12,41761.0,83.22,0.0,69.0,90,1.43,83.22,85.6,81.54,66.5,44.43,90.08,13.0,8.29,57.333333333333336,True
521,ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA,6444.78,29.85,21.21,2.98,1.62,3.54,9.49,19.35,,0.0,4.13,0.15,0.1,0.23,0.1,0.14,0.41,0.19,52.7,50.52,0.01,-0.29,0.99,0.0,0.02,3.45,0.11,0.22,0.09,2.4,2.4,0.56,0.56,0.28,0.09,0.1,-0.05,0.01,0.08,0.23,0.58,0.47,2.06,3.48,0.04,0.02,-0.02,0.02,0.16,-0.06,0.11,-0.06,0.59,49.67,0.03,0.01,2.1,230.81,0.75,123.18,0.04,173725,44496.69,124.8,33869.0,123.18,0.0,66.0,82,1.2,123.18,125.72,121.17,106.58,79.34,131.0,18.0,1.32,55.333333333333336,True
557,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1175.08,13.18,22.32,0.66,4.86,5.75,6.27,21.92,0.01,0.0,1.15,1.95,0.14,0.19,0.2,0.03,,0.16,77.15,63.91,0.02,-0.68,0.88,0.01,0.03,2.09,0.29,0.65,0.14,2.6,2.4,0.0,0.0,0.78,0.12,0.38,-0.08,-0.02,0.09,0.52,0.91,0.54,1.0,1.0,0.06,0.05,-0.06,0.03,0.28,-0.2,0.2,-0.2,0.97,46.87,0.03,0.0,1.7,915.42,1.28,15.18,0.02,1173609,44497.69,19.67,41719.0,15.31,0.01,78.0,92,1.54,15.18,16.12,14.83,11.89,7.72,19.05,15.0,29.58,61.666666666666664,True
570,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,5072.03,12.13,13.0,0.47,2.04,5.85,8.8,9.98,,0.0,9.07,2.93,-0.32,0.67,0.26,0.14,2.84,0.94,45.96,45.73,0.01,-0.22,0.96,-0.01,0.01,1.53,0.31,0.91,0.38,2.7,2.2,0.88,0.0,0.37,0.33,0.23,-0.03,0.1,0.19,0.41,1.73,1.68,2.47,5.09,0.04,0.05,0.03,0.13,0.34,-0.07,0.32,-0.07,1.78,57.88,0.02,0.0,2.2,412.39,1.21,110.07,0.02,499982,44518.35,116.75,42531.0,110.07,0.0,63.0,97,2.18,110.07,106.91,97.88,82.44,39.65,118.49,14.0,6.07,58.0,True
634,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,1441.67,45.7,21.64,3.05,3.65,,28.55,23.52,,0.0,0.72,0.41,0.24,0.32,0.15,-0.07,0.78,0.12,45.56,41.95,0.07,-0.05,0.77,0.0,0.03,3.41,0.12,-0.25,0.4,1.0,0.8,,,0.64,0.12,0.08,-0.04,0.12,0.22,-0.03,1.72,1.07,1.25,1.76,0.06,0.06,0.01,0.08,0.15,-0.1,0.26,-0.19,1.82,53.74,0.05,0.0,2.4,411.11,1.08,32.81,0.05,443923,44509.69,42.5,34040.0,32.81,0.0,56.0,97,2.18,32.81,32.63,30.56,28.64,11.82,40.48,38.0,29.53,63.666666666666664,True
639,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA,5294.74,19.08,16.51,1.46,1.15,2.95,9.71,33.28,0.01,0.28,2.99,0.5,0.14,-0.03,0.13,0.02,2.02,0.32,91.4,90.33,0.01,-0.02,0.95,0.0,0.02,5.62,0.06,0.16,0.05,1.9,1.4,1.05,1.05,0.24,0.08,0.06,-0.04,0.04,0.14,0.1,0.54,0.42,1.67,1.76,0.04,0.03,-0.02,0.07,0.14,-0.07,0.27,-0.07,0.57,51.15,0.04,0.01,1.6,350.57,1.47,57.08,0.05,514027,44497.35,62.64,36770.0,57.08,0.0,81.0,83,1.23,57.08,58.59,53.7,50.16,36.69,61.46,16.0,9.74,60.0,True
663,AX,"Axos Financial, Inc.",Financial,Banks - Regional,USA,3484.68,15.81,13.65,1.58,5.56,2.36,1.99,17.4,,0.0,3.67,0.2,0.1,0.14,0.1,0.14,0.12,0.06,59.39,53.24,0.04,-0.03,0.81,0.02,0.05,11.08,0.02,0.16,0.26,,,0.18,0.18,,0.87,0.36,-0.07,0.05,0.22,0.22,0.69,0.55,1.56,1.85,0.04,0.03,-0.02,0.05,0.18,-0.07,0.29,-0.07,0.73,51.38,0.03,0.01,1.6,218.34,0.85,58.02,0.04,186168,44497.69,62.62,38426.0,58.02,0.0,81.0,89,1.36,58.02,59.44,55.34,49.3,33.95,62.44,20.0,7.93,63.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,39514.33,19.43,17.0,1.39,2.7,,33.74,13.64,,0.0,96.17,0.32,0.12,0.19,0.14,0.07,0.17,0.08,21.12,20.89,0.0,-0.63,0.94,0.0,0.02,2.65,0.15,-1.42,0.63,0.9,0.2,,,0.53,0.2,0.15,0.01,0.04,0.23,0.35,0.62,0.58,0.86,37.29,0.03,0.02,0.01,0.05,0.21,-0.04,0.14,-0.04,0.72,57.39,0.03,0.01,2.2,168.85,0.87,1868.29,0.03,146918,44460.35,1826.71,33330.0,1885.4,0.01,63.0,86,1.29,1868.29,1858.32,1783.53,1549.09,1085.85,1941.36,15.0,-2.23,54.666666666666664,True
770,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,5245.96,56.02,38.21,2.33,6.84,5.8,58.29,47.86,0.0,0.2,2.86,0.06,0.16,0.07,0.24,0.05,0.16,0.13,32.19,32.13,0.01,-0.08,0.91,0.01,0.01,3.5,0.08,0.11,0.09,2.9,2.1,0.12,0.12,0.31,0.16,0.12,-0.05,0.03,0.13,0.21,0.55,0.39,0.57,3.74,0.03,0.02,-0.02,0.03,0.17,-0.08,0.15,-0.08,0.56,48.06,0.02,0.0,2.0,109.25,1.44,160.28,0.02,156989,44498.35,166.33,31566.0,160.28,0.0,69.0,83,1.22,160.28,164.49,156.71,136.71,103.76,174.29,28.0,3.77,60.0,True
819,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1229.55,34.9,,4.59,5.14,4.67,103.32,26.96,0.04,1.47,1.46,-0.21,,-0.03,0.08,0.02,0.55,0.03,23.69,12.98,0.01,-0.07,0.46,0.0,0.01,5.0,0.02,0.15,0.04,,,4.41,4.41,0.74,0.24,0.14,-0.06,0.06,0.11,0.15,0.57,0.61,1.1,1.7,0.04,0.03,-0.01,0.06,0.14,-0.07,0.18,-0.07,0.72,52.53,0.04,0.01,2.3,27.71,1.12,50.85,0.05,31021,44504.69,54.33,34200.0,50.85,0.0,59.0,84,1.24,50.85,51.38,48.2,44.53,29.65,54.46,14.0,6.84,52.333333333333336,True
885,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9083.37,21.45,19.69,4.13,0.56,17.88,214.23,23.3,,0.0,3.0,1.25,0.05,0.73,0.05,0.04,0.05,0.06,135.52,135.04,0.01,-0.16,,-0.03,0.14,14.64,0.08,1.13,0.35,0.7,0.1,1.53,1.53,0.19,0.04,0.03,-0.05,0.07,0.1,0.38,0.62,0.73,0.48,2.5,0.04,0.04,0.0,0.07,0.26,-0.13,0.22,-0.13,0.78,51.88,0.01,0.0,2.2,1278.17,1.16,64.38,0.02,1485000,44518.35,74.16,43279.0,64.0,-0.01,63.0,88,1.33,64.38,64.59,60.36,51.0,36.07,74.09,16.0,15.19,55.666666666666664,True
920,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,9057.16,28.97,20.26,1.28,2.88,5.8,27.62,25.47,,0.0,9.54,0.34,0.28,0.29,0.23,0.11,0.37,0.21,32.76,32.55,0.0,-0.2,0.98,-0.01,0.03,4.24,0.11,0.22,0.14,1.8,1.5,0.43,0.45,0.28,0.14,0.1,-0.01,0.07,0.26,0.41,0.66,0.5,1.54,8.83,0.04,0.03,0.03,0.14,0.28,-0.03,0.38,-0.03,0.71,61.73,0.04,0.01,2.1,225.31,1.19,276.47,0.05,268633,44502.35,295.78,42172.0,276.47,0.0,66.0,88,1.35,276.47,270.5,244.21,216.17,161.35,284.01,20.0,6.98,58.0,True
923,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,14230.68,9.94,11.88,0.53,0.8,2.71,63.33,17.37,,0.0,7.38,0.4,-0.31,0.7,0.19,0.19,3.1,1.4,204.27,188.53,0.01,-0.01,,-0.01,0.05,4.84,0.16,0.33,0.16,2.1,1.3,0.44,0.44,0.28,0.11,0.08,-0.01,0.26,0.34,0.72,1.08,0.8,2.3,2.54,0.04,0.03,0.06,0.2,0.46,-0.01,0.43,-0.01,1.13,67.81,0.04,0.0,1.5,1987.74,1.29,73.32,0.04,2562594,44504.35,82.07,38525.0,74.39,0.01,84.0,94,1.66,73.32,69.57,61.54,50.44,34.42,74.2,15.0,11.93,64.33333333333333,True
999,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,3741.76,27.72,25.82,1.58,3.17,7.51,94.73,29.96,,0.0,4.41,0.23,-0.09,0.41,0.18,0.09,5.33,0.7,29.55,29.49,0.01,-0.35,,-0.02,0.1,7.82,0.14,0.32,0.13,1.6,0.3,0.14,0.14,0.37,0.15,0.11,-0.05,0.12,0.41,0.67,1.9,1.82,2.88,4.82,0.04,0.04,0.0,0.14,0.47,-0.09,0.4,-0.09,2.11,56.25,0.0,0.0,2.1,389.46,1.14,122.2,0.01,445270,44496.69,126.2,41942.0,122.15,0.0,66.0,97,2.24,122.2,123.23,108.02,83.66,39.28,134.5,15.0,3.27,59.333333333333336,True
1072,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,USA,2416.91,11.52,14.0,0.48,4.48,2.22,1.7,,0.0,0.0,2.62,0.43,0.56,0.22,0.24,0.01,0.19,-0.08,79.61,79.59,0.0,0.0,,0.0,0.02,1.91,0.62,1.53,0.44,,,0.39,0.0,,0.75,,-0.01,-0.01,0.1,0.36,0.69,0.57,1.81,0.58,0.02,0.01,-0.01,0.07,0.23,-0.02,0.17,-0.02,0.73,58.76,-0.01,0.01,2.2,1009.93,8.36,30.2,0.0,8446371,44497.35,31.75,41921.0,30.35,0.01,63.0,85,1.25,30.2,30.36,28.39,24.52,17.86,30.88,18.0,5.13,55.333333333333336,True
