date,CROX,YETI,portfolio
2021-09-21,1445.816264603247,1242.9530545305454,2688.769319133792
2021-09-22,1476.7296313154302,1255.5094300943008,2732.239061409731
2021-09-23,1545.6683356091642,1267.0407954079542,2812.709131017118
2021-09-24,1482.1347291761494,1229.6279212792128,2711.7626504553623
2021-09-27,1456.4368077681688,1184.2712177121773,2640.708025480346
2021-09-28,1428.3682294037324,1137.7613776137762,2566.1296070175085
2021-09-29,1420.5924745865575,1124.6924969249692,2545.2849715115267
2021-09-30,1360.5674404490971,1097.9141041410414,2458.4815445901386
2021-10-01,1338.283265058413,1101.629766297663,2439.9130313560763
2021-10-04,1290.3011682597482,1082.7952029520295,2373.0963712117778
2021-10-05,1298.3614019116976,1086.8952439524396,2385.256645864137
2021-10-06,1311.542254589592,1096.120336203362,2407.662590792954
2021-10-07,1323.2058868153542,1116.8767937679377,2440.082680583292
2021-10-08,1236.5346684873314,1086.2546125461254,2322.789281033457
2021-10-11,1191.207707479897,1073.0576055760557,2264.265313055953
2021-10-12,1233.595053861326,1085.7421074210743,2319.3371612824003
2021-10-13,1256.1637080867852,1094.4546945469456,2350.6184026337305
2021-10-14,1295.5166135639508,1146.089585895859,2441.60619945981
2021-10-15,1300.92171142467,1129.1769167691677,2430.0986281938376
2021-10-18,1357.4381732665756,1135.19885198852,2492.6370252550955
2021-10-19,1350.3262023972084,1152.4958999589996,2502.8221023562082
2021-10-20,1288.973600364133,1148.780237802378,2437.753838166511
2021-10-21,1409.1184949173114,1187.9868798687987,2597.10537478611
2021-10-22,1420.1183431952663,1192.0869208692088,2612.205264064475
2021-10-25,1475.876194811106,1210.280852808528,2686.157047619634
2021-10-26,1462.600515854954,1204.2589175891758,2666.8594334441295
2021-10-27,1440.2215141860113,1187.9868798687987,2628.20839405481
2021-10-28,1484.3157335760886,1219.1215662156621,2703.437299791751
2021-10-29,1530.9702624791382,1259.8657236572365,2790.8359861363747
2021-11-01,1590.5211652253072,1286.259737597376,2876.780902822683
2021-11-02,1587.3918980427857,1302.4036490364904,2889.795547079276
2021-11-03,1643.339402215142,1337.2539975399754,2980.5933997551174
2021-11-04,1682.4078288575329,1367.619926199262,3050.027755056795
2021-11-05,1708.4850553785463,1380.3044280442805,3088.789483422827
2021-11-08,1674.0631163708088,1344.429069290693,3018.492185661502
2021-11-09,1692.6490669094221,1359.8042230422304,3052.4532899516526
2021-11-10,1651.6841147018663,1322.2632226322264,2973.9473373340925
2021-11-11,1670.7441966317706,1237.8280032800328,2908.572199911803
2021-11-12,1712.2781065088757,1256.4063140631406,2968.6844205720163
2021-11-15,1683.166439083599,1308.041205412054,2991.207644495653
2021-11-16,1711.140191169777,1337.1258712587126,3048.2660624284895
2021-11-17,1670.4597177969958,1315.8569085690858,2986.3166263660814
2021-11-18,1678.2354726141707,1330.2070520705206,3008.4425246846913
2021-11-19,1664.2011834319528,1322.519475194752,2986.720658626705
2021-11-22,1664.5804885449857,1279.0846658466585,2943.665154391644
2021-11-23,1619.0638749810348,1230.5248052480526,2849.5886802290875
2021-11-24,1627.693066302534,1239.3655186551866,2867.0585849577205
2021-11-26,1593.4607798513123,1241.159286592866,2834.6200664441785
2021-11-29,1598.7710514337734,1222.1965969659698,2820.967648399743
2021-11-30,1555.3406159915037,1180.8118081180812,2736.152424109585
2021-12-01,1543.2028523744502,1117.0049200492006,2660.2077724236506
2021-12-02,1575.538613260507,1139.427019270193,2714.9656325306996
2021-12-03,1539.7891063571537,1096.6328413284134,2636.421947685567
2021-12-06,1506.7895615232894,1096.120336203362,2602.9098977266513
2021-12-07,1583.029889242907,1160.0553505535056,2743.0852397964127
2021-12-08,1581.2281899560007,1192.0869208692088,2773.3151108252096
2021-12-09,1533.5305719921105,1161.2084870848707,2694.739059076981
2021-12-10,1504.8930359581248,1152.7521525215252,2657.6451884796497
2021-12-13,1487.9191321499013,1119.1830668306682,2607.1021989805695
2021-12-14,1456.2471552116522,1127.639401394014,2583.886556605666
2021-12-15,1435.0060688818087,1129.9456744567447,2564.9517433385536
2021-12-16,1323.3955393718709,1038.4635096350962,2361.8590490069673
2021-12-17,1290.7752996510394,1047.4323493234933,2338.2076489745327
2021-12-20,1246.7759065392202,1021.1664616646167,2267.942368203837
2021-12-21,1317.4214838416024,1059.0918409184092,2376.5133247600115
2021-12-22,1325.481717493552,1055.7605576055762,2381.242275099128
2021-12-23,1171.3890153239265,1069.0856908569085,2240.474706180835
2021-12-27,1212.164314974966,1075.8763837638376,2288.0406987388033
2021-12-28,1207.6126536185707,1041.9229192291923,2249.535572847763
2021-12-29,1232.2674859657106,1046.7917179171793,2279.05920388289
2021-12-30,1217.2849340009104,1055.5043050430504,2272.789239043961
2021-12-31,1215.862539827037,1061.269987699877,2277.1325275269137
2022-01-03,1252.749962069489,1040.769782697827,2293.519744767316
2022-01-04,1252.939614626005,1032.1853218532185,2285.124936479224
2022-01-05,1190.7335760886056,969.6596965969661,2160.393272685572
2022-01-06,1220.2245486269155,974.1441164411644,2194.36866506808
2022-01-07,1191.9663177059629,951.5938909389093,2143.560208644872
2022-01-10,1162.570171445911,957.3595735957359,2119.929745041647
2022-01-11,1197.371415566682,960.9471094710947,2158.3185250377765
2022-01-12,1279.3013199817933,952.1063960639607,2231.407716045754
2022-01-13,1193.5783644363528,933.1437064370643,2126.722070873417
2022-01-14,1162.0012137763617,906.8778187781878,2068.8790325545497
2022-01-18,1119.5190411166743,878.5619106191061,1998.0809517357804
2022-01-19,1076.4679107874374,890.4776547765478,1966.9455655639852
2022-01-20,1010.5636473979669,859.4710947109471,1870.034742108914
2022-01-21,968.5556061295707,852.4241492414924,1820.9797553710632
2022-01-24,1006.3912911546048,884.0713407134072,1890.462631868012
2022-01-25,961.4436352602033,861.9054940549405,1823.3491293151437
2022-01-26,898.7634653315127,803.0955309553095,1701.8589962868223
2022-01-27,889.2808375056896,771.8327183271833,1661.1135558328729
2022-01-28,915.1684114701867,797.5861008610086,1712.7545123311952
2022-01-31,973.1072674859658,840.2521525215252,1813.359420007491
2022-02-01,982.9692004248217,871.3868388683887,1854.3560392932104
2022-02-02,982.4950690335306,853.9616646166462,1836.4567336501768
2022-02-03,937.1681080260962,816.0362853628536,1753.20439338895
2022-02-04,945.7972993475952,841.5334153341535,1787.3307146817488
2022-02-07,951.2023972083144,844.9928249282493,1796.1952221365636
2022-02-08,979.365801851009,859.2148421484216,1838.5806439994305
2022-02-09,1027.822030040965,879.2025420254204,1907.0245720663854
2022-02-10,997.7620998331058,864.3398933989339,1862.1019932320396
2022-02-11,931.1940524958277,838.4583845838458,1769.6524370796735
2022-02-14,926.7372174176909,812.7050020500205,1739.4422194677113
2022-02-15,959.9264148080717,852.5522755227553,1812.478690330827
2022-02-16,898.9531178880292,839.3552685526856,1738.308386440715
2022-02-17,778.4289182218176,797.0735957359574,1575.5025139577751
2022-02-18,751.5930814747384,772.4733497334973,1524.0664312082358
2022-02-22,769.8945531785769,752.7419024190242,1522.636455597601
2022-02-23,756.5240479441663,731.9854448544486,1488.509492798615
2022-02-24,795.4976483082993,745.6949569495696,1541.1926052578688
2022-02-25,792.937338795327,784.1328413284133,1577.0701801237403
2022-02-28,793.9804278561676,788.7453874538746,1582.7258153100422
2022-03-01,756.5240479441663,784.7734727347273,1541.2975206788938
2022-03-02,783.9288423607951,814.4987699876999,1598.4276123484951
2022-03-03,730.4468214231529,790.2829028290283,1520.7297242521813
2022-03-04,680.1888939462905,772.729602296023,1452.9184962423135
2022-03-07,639.5084205735093,739.6730217302172,1379.1814423037265
2022-03-08,654.5857988165681,753.3825338253382,1407.9683326419063
2022-03-09,693.8438780154756,775.0358753587536,1468.8797533742293
