"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",106.28,,12.49,,5.26,0.56,5.01,21.69,,,-0.15,-743.40%,19.91%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.42,3.40%,4.30%,34.80%,-0.21%,0.77%,1.64,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,-4.89%,-6.23%,-15.13%,-16.83%,-10.30%,-5.43%,1.67,0.09,3.78%,2.30%,-5.62%,-7.38%,-13.47%,-12.89%,1.85%,-25.11%,1.85%,31.97,-0.90%,0.91%,2.70,143.06,0.47,3.31,0.00%,67119,11/9/2021 4:30:00 PM,4.62,12/23/1997,3.31,0.00%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",10506.17,,6.48,,0.35,,0.72,,,,-3.12,-583.80%,763.20%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,640.96,0.50%,0.00%,56.40%,0.03%,14.67%,2.48,-8.60%,77.70%,-25.60%,1.00,0.90,,,57.10%,-20.90%,-19.40%,-5.85%,-14.89%,-17.08%,-25.46%,-12.82%,-12.14%,1.63,0.85,5.65%,4.49%,-12.54%,-13.06%,-22.96%,-22.75%,1.69%,-40.05%,1.69%,31.72,-0.26%,-0.63%,3.00,37957.59,1.35,15.64,-0.89%,51161812,1/20/2022 8:30:00 AM,18.89,12/9/2013,15.61,-0.19%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",55.15,3.95,,,0.26,0.36,3.86,275.77,0.80%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.70%,,2.30%,4.71,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,0.41%,-20.32%,-37.44%,-39.56%,5.51%,1.63%,0.12,0.27,11.73%,10.91%,-5.62%,-23.27%,-36.14%,-42.40%,17.92%,-84.35%,17.92%,38.04,1.21%,-0.80%,,19.66,0.48,2.50,0.40%,9500,,,3/17/1980,2.41,-3.60%
14,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",656.82,7.37,7.40,,0.36,0.93,44.38,58.13,1.93%,10.50%,2.81,15.90%,-20.11%,-37.70%,-12.10%,-4.00%,109.20%,-65.30%,32.48,30.81,1.20%,-13.83%,96.50%,-0.16%,2.31%,3.14,7.10%,13.30%,-36.30%,,,0.00,0.00,63.20%,7.00%,5.30%,-3.49%,-16.32%,-10.69%,-27.35%,18.67%,-15.94%,,0.98,6.44%,4.14%,-9.88%,-12.48%,-25.91%,-21.24%,1.31%,-44.63%,24.76%,31.61,-0.57%,0.77%,2.70,226.44,1.87,20.76,0.19%,422557,10/26/2021 8:30:00 AM,33.50,11/4/1982,20.76,0.00%
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",106.05,,,,0.51,0.39,2.44,,,,-2.05,19.10%,19.20%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.35,6.50%,0.00%,51.80%,3.78%,14.96%,5.07,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-5.28%,-31.20%,-50.98%,-51.48%,-66.64%,-26.65%,1.74,0.24,6.75%,5.53%,-13.80%,-26.68%,-45.23%,-38.78%,5.23%,-70.55%,5.23%,27.77,1.60%,-0.27%,2.70,748.12,0.30,3.82,1.33%,225103,11/4/2021 4:30:00 PM,15.36,9/26/2013,3.82,0.00%
16,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",3251.04,46.45,36.66,3.87,6.31,8.11,31.94,92.62,0.61%,27.80%,1.33,45.90%,34.88%,12.10%,12.00%,7.50%,-24.40%,2.80%,52.42,41.56,16.60%,-0.53%,71.20%,0.02%,2.84%,5.46,14.60%,19.00%,22.10%,3.60,2.20,0.02,0.02,28.20%,17.40%,13.90%,-5.71%,-21.92%,-10.45%,-0.24%,-16.30%,-21.99%,0.65,2.43,4.53%,3.26%,-12.78%,-17.62%,-9.23%,-25.38%,1.10%,-25.38%,5.57%,22.84,0.99%,-0.08%,3.00,215.93,0.65,62.52,0.90%,139300,11/4/2021 4:30:00 PM,71.00,1/3/1991,62.52,0.00%
17,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",14233.71,22.78,17.02,1.27,1.30,4.43,23.54,21.62,1.78%,25.10%,9.88,4.40%,11.25%,2.20%,17.90%,0.70%,25.90%,3.10%,62.85,62.08,0.10%,-5.25%,,-0.18%,4.49%,4.24,5.50%,19.10%,11.80%,1.20,0.30,0.32,0.00,45.10%,8.00%,5.90%,-1.84%,-5.47%,-2.27%,5.49%,46.80%,-6.16%,1.25,6.28,3.30%,2.60%,-2.74%,-2.18%,6.48%,-6.68%,4.58%,-6.68%,53.91%,44.66,1.99%,-0.60%,2.20,657.59,0.81,228.22,1.38%,533732,11/15/2021 4:30:00 PM,261.24,11/29/2001,228.22,0.00%
18,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2634387.27,28.40,25.70,1.79,7.20,41.57,42.06,33.57,0.55%,15.00%,5.61,71.40%,7.83%,22.00%,15.85%,11.10%,68.20%,28.80%,16487.12,16322.83,0.07%,-19.75%,59.20%,0.19%,0.59%,0.98,27.60%,144.10%,50.00%,1.10,1.00,1.74,1.99,41.80%,29.80%,25.90%,-3.22%,-11.19%,6.97%,9.32%,16.14%,-10.33%,1.21,4.46,3.75%,2.57%,-0.04%,0.67%,15.14%,-6.89%,14.06%,-6.89%,46.57%,53.05,2.78%,4.08%,1.80,98023.71,1.83,170.33,6.98%,179470332,1/27/2022 4:30:00 PM,180.84,12/12/1980,170.01,-0.18%
19,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",387.20,,,,,,,,,,,,,,,,,,40.00,,,,,,,0.11,,,,,,,,,,,-0.62%,-0.21%,-0.62%,0.10%,,-0.41%,,0.02,0.10%,0.20%,-0.34%,-0.46%,-0.29%,-1.22%,0.00%,-2.81%,0.84%,42.19,0.00%,0.00%,,66.48,0.01,9.68,0.00%,630,,,5/10/2021,,
20,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2120.43,89.92,43.12,29.97,5.97,1.67,12.34,,3.46%,287.80%,0.39,-45.30%,111.84%,-11.70%,3.00%,4.60%,99.00%,16.50%,59.99,59.50,0.80%,284.32%,98.60%,0.04%,1.32%,3.02,0.80%,1.80%,3.30%,,,1.32,1.32,65.00%,24.30%,6.50%,-3.34%,-5.11%,-9.16%,-6.74%,21.79%,-7.51%,1.22,1.03,3.56%,2.53%,-4.75%,-3.08%,-4.58%,-9.29%,5.14%,-12.91%,30.69%,40.80,2.42%,0.03%,2.80,261.11,1.00,35.56,2.45%,260988,2/8/2022 4:30:00 PM,39.10,1/13/2011,35.56,0.00%
21,"AATC","Autoscope Technologies Corporation","Technology","Scientific & Technical Instruments","USA",33.12,11.55,,0.58,2.57,1.60,3.94,18.40,7.77%,0.00%,0.54,-84.90%,,21.20%,20.00%,-2.80%,396.50%,11.80%,5.34,3.12,9.50%,0.39%,28.90%,-0.45%,0.35%,0.56,10.80%,11.60%,5.30%,13.20,12.40,0.00,0.00,78.40%,18.10%,17.80%,2.32%,-2.52%,-8.98%,-11.71%,41.42%,-1.75%,1.06,0.26,6.46%,3.59%,2.86%,-1.61%,-7.45%,-10.56%,25.49%,-45.16%,56.26%,53.95,0.79%,1.94%,,19.24,1.81,6.35,2.75%,34815,,,5/5/1995,,
22,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",42.00,,,,,0.59,4.62,,,,-0.03,20.80%,,-11.30%,,,-396.70%,,137.22,131.63,7.20%,0.00%,5.00%,-0.14%,0.67%,1.39,-5.00%,-5.30%,,24.30,24.30,0.04,0.04,,,,-6.92%,-4.14%,-27.18%,-36.48%,-51.59%,-4.84%,0.88,0.02,5.17%,5.50%,-4.02%,-9.97%,-33.17%,-30.15%,3.48%,-76.72%,3.48%,42.84,-2.44%,0.49%,,637.78,0.72,0.28,-1.97%,456454,,1.00,10/17/2003,0.28,0.22%
23,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",2183.50,4.46,5.70,0.45,0.57,0.84,,2.96,,0.00%,17.07,218.90%,-24.01%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.20,0.40%,-40.25%,,0.23%,17.88%,8.43,8.20%,20.50%,7.80%,0.80,0.80,0.64,0.90,57.00%,16.90%,13.20%,-1.73%,-18.21%,-4.75%,12.25%,43.76%,-19.17%,1.19,2.99,3.86%,3.48%,-10.87%,-13.49%,-2.05%,-21.94%,0.28%,-21.94%,48.49%,27.20,-0.22%,-0.12%,2.10,576.85,1.22,75.82,-0.34%,701857,11/3/2021 8:30:00 AM,105.57,7/21/2004,75.82,0.00%
24,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.24%,-4.54%,-9.71%,-10.77%,-17.86%,-4.76%,,1.25,1.74%,1.25%,-4.52%,-5.33%,-10.51%,-10.65%,0.28%,-22.90%,0.28%,33.23,0.37%,-0.09%,,1289.13,0.86,78.98,0.28%,1109577,,,8/15/2008,78.98,0.00%
25,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",4744.84,13.09,11.79,,12.37,2.97,,,7.75%,95.70%,3.53,15.90%,8.71%,9.30%,-3.88%,8.00%,28.30%,29.80%,99.41,93.80,5.02%,0.00%,13.90%,1.47%,1.06%,3.06,22.10%,22.20%,17.40%,,,0.00,0.00,,100.00%,92.20%,-7.10%,-5.75%,-17.10%,-4.09%,25.33%,-5.38%,1.36,1.91,5.68%,3.57%,-6.14%,-8.75%,-6.49%,-19.12%,4.78%,-20.75%,29.95%,35.58,-1.89%,0.58%,2.30,324.48,1.22,45.60,-1.32%,396399,10/28/2021 8:30:00 AM,57.10,4/14/1988,45.75,0.33%
26,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",73204.08,34.10,20.93,2.34,2.56,4.96,16.05,70.05,2.52%,90.70%,1.01,-71.60%,17.02%,-30.70%,14.60%,-5.90%,235.20%,6.80%,2001.00,1886.86,,,6.10%,0.40%,0.08%,1.02,4.60%,12.80%,4.30%,1.10,0.80,0.31,0.48,32.70%,11.10%,6.40%,-6.57%,-10.01%,4.51%,-6.67%,14.56%,-9.51%,1.05,0.82,2.71%,1.58%,-8.77%,-7.29%,-3.78%,-13.17%,-0.24%,-13.17%,18.68%,29.92,1.25%,-2.90%,2.20,1566.72,1.78,33.96,-1.68%,2794164,2/3/2022 8:30:00 AM,40.57,4/6/2001,33.96,0.00%
27,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",242290.38,32.37,9.74,6.92,4.39,17.75,19.78,19.19,4.15%,120.40%,4.20,-48.50%,10.25%,-2.80%,4.67%,14.90%,37.60%,11.20%,1770.00,1765.83,0.10%,-22.47%,68.30%,-0.00%,0.94%,2.42,5.00%,56.40%,12.70%,1.00,0.90,5.46,5.96,67.90%,30.10%,13.50%,2.21%,1.18%,25.43%,14.39%,30.48%,0.42%,0.81,2.70,2.54%,1.80%,2.15%,7.57%,17.70%,-0.27%,19.92%,-0.27%,35.47%,64.75,1.40%,0.04%,2.00,6872.76,1.17,137.92,1.43%,8011935,2/2/2022 8:30:00 AM,139.71,12/10/2012,137.92,0.00%
28,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",28323.96,18.23,11.73,1.78,0.13,125.88,9.70,15.23,1.37%,23.50%,7.39,144.40%,7.42%,3.20%,10.22%,7.80%,108.70%,19.60%,207.91,148.76,0.20%,-40.53%,65.20%,-0.13%,1.37%,2.14,3.00%,-858.30%,24.30%,0.90,0.60,28.58,29.92,3.20%,1.10%,0.70%,1.36%,1.76%,12.66%,9.76%,26.00%,1.35%,0.49,3.04,2.82%,2.22%,2.74%,7.56%,12.37%,-0.11%,20.34%,-0.11%,35.84%,64.48,1.67%,-0.10%,2.20,947.92,0.91,136.80,1.57%,858901,2/2/2022 8:30:00 AM,150.92,4/4/1995,136.80,0.00%
29,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",3479.88,8.91,10.85,1.11,4.95,1.19,0.92,37.10,1.21%,10.70%,5.58,37.00%,-15.24%,24.30%,8.00%,30.70%,-30.10%,-3.80%,69.44,65.97,0.80%,-0.30%,92.80%,0.09%,3.07%,5.01,1.80%,14.00%,13.80%,,,0.17,0.17,,96.80%,55.30%,-1.84%,-0.80%,-5.53%,1.10%,20.30%,-0.02%,1.23,1.80,4.46%,3.23%,-6.67%,-4.02%,-4.96%,-12.10%,5.82%,-18.31%,33.58%,37.33,0.89%,-2.44%,2.10,404.17,1.61,48.89,-1.57%,649162,1/27/2022 4:30:00 PM,60.71,5/19/1994,48.89,0.00%
30,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",2299.38,10.87,,1.09,5.18,2.27,4.44,10.84,,0.00%,0.71,11.10%,-116.00%,,10.00%,,,-78.20%,278.93,196.40,21.00%,0.10%,43.70%,0.20%,5.38%,5.13,18.90%,22.70%,13.60%,16.20,16.20,0.00,0.00,,63.90%,47.40%,-14.43%,-43.33%,-49.45%,-50.26%,-84.91%,-45.66%,,0.87,9.63%,7.98%,-21.23%,-34.21%,-54.39%,-48.50%,15.77%,-84.44%,15.77%,29.61,4.50%,5.79%,1.70,2062.81,1.29,8.59,10.55%,2665330,11/9/2021 4:30:00 PM,38.88,12/11/2020,8.51,-0.93%
31,"ABCM","Abcam plc","Healthcare","Biotechnology","USA",4113.11,171.62,,,10.16,4.36,,119.92,,0.00%,0.10,-72.70%,,,,,-60.70%,18.30%,219.60,195.15,,,10.70%,4.79%,0.23%,2.47,1.80%,2.60%,2.00%,5.60,4.80,0.17,0.19,71.10%,3.50%,4.20%,-3.30%,-26.32%,-25.61%,-9.00%,-26.64%,-27.86%,,0.74,3.84%,3.07%,-10.27%,-18.05%,-15.15%,-27.04%,10.61%,-28.18%,10.61%,33.10,1.86%,1.18%,2.00,179.12,0.47,17.51,3.06%,84151,,22.67,10/22/2020,17.51,0.00%
32,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",24.86,,,,8.29,0.28,0.37,,,,-0.57,40.00%,22.20%,-11.50%,,57.30%,6.90%,,97.99,86.02,1.50%,-9.15%,26.00%,,1.52%,0.39,-39.90%,-60.00%,-78.10%,2.60,2.60,0.00,0.00,,,,-11.10%,-26.27%,-73.72%,-81.98%,-88.77%,-33.71%,1.38,0.03,14.54%,11.30%,-17.82%,-48.69%,-78.89%,-74.31%,13.75%,-93.82%,13.75%,30.73,2.99%,1.75%,2.30,3316.71,0.68,0.23,4.79%,2269332,,3.00,9/19/1980,0.22,-4.91%
33,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.99%,-2.12%,0.67%,0.47%,8.57%,-2.22%,,0.27,1.24%,0.77%,-1.69%,-0.20%,0.88%,-3.67%,4.54%,-3.67%,11.08%,43.14,1.13%,-0.42%,,5.14,0.58,28.01,0.71%,2974,,,1/22/2020,28.08,0.24%
34,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",44540.52,15.38,21.77,1.95,0.64,0.51,,,3.89%,,0.18,0.00%,-7.10%,39.83%,7.90%,,56.20%,18.50%,15738.70,4400.42,,,9.02%,,0.77%,1.42,,,,,,,,,,,6.79%,3.66%,8.82%,-12.42%,0.57%,1.07%,,0.08,3.56%,2.55%,2.86%,0.65%,-7.43%,-10.23%,9.49%,-27.73%,19.88%,54.35,-1.07%,-1.06%,3.00,23725.10,1.19,2.77,-2.12%,28171165,10/28/2021 8:30:00 AM,3.50,11/11/2013,2.76,-0.36%
35,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",3586.86,6.24,5.39,0.34,0.38,2.30,10.85,3.67,,0.00%,24.82,38.00%,11.11%,15.50%,18.50%,1.60%,52.00%,30.40%,19.30,17.44,0.10%,0.00%,91.10%,1.31%,8.00%,3.76,13.40%,44.20%,11.20%,1.70,1.10,1.02,1.16,18.40%,7.50%,5.10%,-1.53%,-8.60%,-22.00%,-23.53%,5.50%,-10.30%,1.53,7.42,6.25%,4.41%,-6.85%,-6.40%,-15.64%,-15.55%,2.26%,-32.07%,13.73%,40.34,0.83%,0.43%,2.20,370.79,0.75,156.90,1.27%,277884,2/15/2022 8:30:00 AM,248.12,3/14/2002,156.90,0.00%
36,"ABGI","ABG Acquisition Corp. I","Financial","Shell Companies","USA",187.50,,,,,1.28,312.50,,,,-0.10,,,,,,,,19.33,15.06,3.22%,0.00%,78.70%,,0.03%,0.08,,,,4.30,4.30,0.00,0.00,,,,-0.21%,-1.12%,-0.51%,-2.51%,,-0.82%,,0.03,0.00%,0.22%,-0.60%,-0.75%,-1.43%,-2.02%,0.00%,-9.26%,0.94%,37.45,0.00%,0.00%,,61.11,0.00,9.70,0.00%,216,,,2/17/2021,,
37,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",27.00,,,,,0.46,0.46,,,,-1.54,50.20%,,42.50%,,,0.70%,,14.41,14.30,0.40%,,10.60%,,2.22%,0.67,-30.60%,-32.60%,,18.80,18.80,0.00,0.00,,,,-10.00%,-19.28%,-30.77%,-47.21%,-56.94%,-16.28%,2.39,0.12,8.21%,5.47%,-12.95%,-20.14%,-39.03%,-32.95%,3.51%,-67.82%,3.51%,26.81,0.57%,-2.22%,,471.61,0.20,1.77,-1.67%,95236,11/2/2021 4:30:00 PM,,8/8/1997,1.81,2.26%
38,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2768.37,21.74,10.67,1.36,0.44,1.70,44.08,12.09,1.93%,40.20%,1.86,-4.70%,10.89%,11.10%,16.00%,3.90%,-35.50%,14.20%,67.70,66.36,1.20%,-0.49%,98.00%,-0.05%,2.20%,3.36,3.20%,7.90%,6.10%,1.10,1.10,0.53,0.55,15.60%,3.30%,2.00%,-3.74%,-1.61%,-6.22%,-14.04%,5.12%,-1.05%,1.23,1.41,4.33%,3.22%,-3.97%,-6.80%,-12.56%,-17.17%,5.91%,-26.62%,12.12%,40.58,0.79%,-0.07%,2.00,434.90,1.09,40.71,0.72%,474563,12/15/2021 8:30:00 AM,56.75,2/13/1969,40.71,-0.00%
39,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",12542.28,85.27,56.47,8.30,12.88,9.10,19.28,53.76,,0.00%,3.25,11.40%,17.10%,42.20%,10.27%,20.80%,-8.90%,18.30%,45.44,44.56,1.40%,-12.65%,92.90%,0.37%,2.50%,3.31,10.10%,11.30%,12.50%,7.60,6.90,0.00,0.00,81.90%,14.90%,15.30%,-8.41%,-22.42%,-19.53%,-14.63%,-21.92%,-22.79%,1.35,14.10,5.48%,4.40%,-13.05%,-14.38%,-15.15%,-25.17%,0.82%,-28.43%,6.12%,31.71,-0.50%,0.48%,2.50,336.73,2.51,277.25,-0.02%,845660,2/3/2022 8:30:00 AM,378.40,7/29/1987,277.25,0.00%
40,"ABNB","Airbnb, Inc.","Consumer Cyclical","Travel Services","USA",87372.70,,144.03,,16.43,19.33,11.03,53.24,,,-7.23,-566.20%,250.00%,,,29.70%,232.40%,66.70%,621.01,336.88,3.90%,-14.37%,58.80%,-0.07%,3.35%,1.73,-33.10%,-123.50%,-74.20%,1.90,1.90,0.45,0.45,62.00%,-58.70%,-80.70%,-12.40%,-18.44%,-18.15%,-3.53%,-26.13%,-16.87%,,8.89,7.20%,5.29%,-10.56%,-15.73%,-11.19%,-32.84%,5.16%,-35.09%,10.07%,35.10,3.40%,-0.25%,2.40,6529.32,0.84,142.77,3.15%,5508504,11/4/2021 4:30:00 PM,194.06,12/10/2020,143.00,0.16%
