no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
1060,BRK-B,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,783383.41,,25.26,,2.92,0.0,,,,,,28.40%,8.50%,,23.30%,,-65.70%,12.00%,2430.0,1189.67,0.19%,0.00%,66.74%,,0.74%,1.83,,,,,,,,,,,0.87%,1.08%,12.58%,10.68%,34.37%,7.82%,,6.28,1.72%,2.14%,2.47%,6.64%,12.07%,-0.62%,17.32%,-0.62%,36.80%,65.0,-0.18%,0.47%,2.4,4821.54,0.78,322.38,0.29%,3777953,11/8/2021 8:30:00 AM,340.5,5/9/1996,322.7,0.10%,56.0,86,1.15,322.38,314.75,303.11,287.89,238.03,325.58,21.0,5.62,54.333333333333336,True
1365,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,15360.31,52.97,6.58,0.84,3.01,5.34,20.29,16.38,1.64%,86.40%,1.38,-33.80%,147.57%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.45%,94.80%,0.39%,1.77%,1.22,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,-2.04%,8.26%,15.53%,51.19%,68.92%,3.19%,1.05,3.23,3.77%,5.08%,4.80%,8.50%,29.27%,-3.87%,27.58%,-3.87%,73.29%,56.43,-1.30%,1.05%,2.1,3115.01,0.59,73.04,-0.26%,1847889,2/15/2022 4:30:00 PM,73.42,8/11/2005,72.66,-0.52%,66.0,96,1.44,73.04,69.89,67.52,56.62,42.15,75.98,14.0,0.52,58.666666666666664,True
1372,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,23101.88,10.72,10.9,,4.76,1.1,1.46,,2.82%,34.70%,5.16,-41.70%,19.66%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,97.20%,-0.38%,2.79%,2.46,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,4.08%,2.58%,15.64%,21.99%,37.01%,17.06%,1.47,1.56,1.97%,2.98%,3.66%,10.25%,16.61%,-2.96%,26.97%,-2.96%,40.88%,65.89,0.05%,-0.16%,2.0,4801.29,0.76,55.31,-0.11%,3655712,1/19/2022 8:30:00 AM,60.37,9/24/2014,55.31,0.00%,69.0,87,1.17,55.31,53.39,50.3,47.48,39.26,57.0,14.0,9.15,56.666666666666664,True
1566,CNC,Centene Corporation,Healthcare,Healthcare Plans,USA,50750.04,69.54,15.79,6.44,0.42,1.89,3.78,8.99,,0.00%,1.24,-0.60%,6.33%,16.60%,10.80%,37.30%,2.30%,11.40%,583.24,576.74,1.80%,-1.43%,94.70%,0.17%,1.23%,1.81,1.00%,2.80%,5.00%,,,0.7,0.71,,1.20%,0.60%,9.05%,10.42%,14.95%,33.36%,40.76%,4.31%,0.53,2.52,3.84%,3.06%,8.93%,8.92%,20.64%,-0.07%,23.65%,-0.07%,50.37%,68.29,-0.43%,0.76%,2.0,3934.17,0.62,85.95,0.33%,2428730,2/8/2022 8:30:00 AM,93.05,12/13/2001,85.95,0.00%,69.0,89,1.2,85.95,79.2,79.15,71.37,57.16,86.81,17.0,8.26,58.333333333333336,True
1585,CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Gas,USA,17931.12,20.41,20.12,11.34,2.22,2.12,17.18,,2.41%,39.90%,1.38,-229.10%,-5.90%,2.10%,1.80%,0.10%,-22.30%,7.80%,628.87,627.73,0.23%,-1.15%,93.90%,0.17%,2.12%,2.98,2.50%,13.10%,6.80%,1.7,1.6,1.91,2.04,,16.30%,11.10%,-0.25%,2.02%,6.52%,5.37%,31.64%,1.22%,0.93,0.52,1.40%,2.05%,2.12%,2.65%,8.45%,-0.95%,9.71%,-0.95%,46.30%,60.28,-0.46%,0.67%,2.1,4448.34,0.63,28.25,0.21%,2812960,2/22/2022 8:30:00 AM,29.71,8/16/1943,28.25,0.00%,66.0,84,1.12,28.25,27.71,27.55,26.07,19.31,28.52,34.0,5.17,61.333333333333336,True
1639,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,121261.64,15.32,12.1,8.63,2.65,2.81,11.54,57.01,1.64%,146.30%,6.07,-139.20%,-11.44%,6.80%,1.78%,-8.60%,526.20%,158.20%,1332.29,1317.82,0.10%,-19.18%,80.40%,0.07%,1.25%,2.03,2.30%,4.60%,-2.40%,1.9,1.8,0.42,0.45,48.20%,5.90%,4.00%,0.80%,14.71%,23.05%,62.98%,97.27%,28.78%,1.45,3.2,3.80%,3.70%,5.81%,18.01%,40.93%,-2.09%,41.10%,-2.09%,106.17%,68.65,1.55%,0.22%,1.8,8098.29,0.86,92.95,1.77%,6965204,2/3/2022 8:30:00 AM,98.74,1/13/1978,92.8,-0.16%,75.0,98,1.68,92.95,88.32,79.27,66.31,45.21,94.93,14.0,6.23,62.333333333333336,True
1780,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18121.49,26.01,6.74,0.35,10.78,3.91,237.5,60.75,1.98%,47.80%,0.87,-69.30%,14.61%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.40%,58.30%,5.49%,3.52%,3.45,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,-0.83%,6.41%,7.31%,44.25%,31.78%,19.63%,-0.21,0.92,3.33%,4.32%,5.32%,9.61%,22.86%,-6.31%,23.60%,-6.31%,64.35%,59.29,1.97%,-0.45%,2.3,8152.99,0.99,22.73,1.52%,8081017,2/23/2022 4:30:00 PM,27.4,2/8/1990,22.99,1.14%,59.0,82,1.09,22.73,21.66,20.77,18.87,14.28,24.26,30.0,20.55,57.0,True
1786,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,47738.4,22.64,18.02,1.97,2.58,4.17,19.78,28.15,1.05%,29.10%,4.05,-21.80%,11.78%,-0.60%,11.49%,6.00%,61.40%,11.80%,525.0,524.88,0.10%,-2.20%,93.80%,0.49%,1.05%,1.92,9.90%,15.10%,11.10%,2.1,2.1,0.06,0.06,37.30%,13.10%,9.10%,3.91%,5.78%,13.89%,22.17%,20.58%,3.35%,1.12,2.31,2.75%,2.63%,6.75%,7.85%,18.65%,-0.37%,19.40%,-0.37%,38.53%,66.58,1.82%,0.99%,2.4,2870.06,1.31,91.69,2.83%,3760568,2/2/2022 4:30:00 PM,94.78,6/19/1998,91.69,0.00%,56.0,76,1.03,91.69,86.08,85.26,77.34,66.19,92.03,23.0,3.37,51.666666666666664,True
1824,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,138622.5,18.29,12.65,3.19,0.49,1.86,10.8,11.02,2.10%,34.80%,5.73,7.60%,0.74%,3.30%,5.74%,11.90%,29.20%,10.00%,1321.0,1317.79,0.10%,-21.68%,78.80%,0.02%,1.29%,2.64,3.30%,10.50%,7.40%,0.9,0.7,0.76,0.79,39.70%,4.40%,2.70%,-3.77%,-0.26%,12.97%,23.35%,41.93%,1.58%,0.79,2.71,2.39%,2.33%,-1.23%,2.89%,17.06%,-5.81%,18.05%,-5.81%,54.06%,48.47,-2.07%,-3.46%,2.1,6433.49,2.37,104.79,-5.45%,15264619,2/9/2022 8:30:00 AM,113.41,10/1/1952,104.91,0.11%,66.0,89,1.21,104.79,106.03,102.1,89.67,68.02,111.25,14.0,8.23,56.333333333333336,True
1828,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,262331.48,16.94,14.88,,1.68,1.95,43.49,,3.89%,279.00%,8.13,-291.90%,-11.20%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-59.19%,67.60%,0.39%,1.19%,1.85,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,1.76%,10.14%,18.78%,33.97%,48.93%,17.42%,1.16,3.24,2.14%,2.44%,4.79%,11.95%,25.72%,-1.18%,24.44%,-1.18%,53.42%,67.58,0.91%,0.08%,2.2,12222.51,0.83,137.79,0.99%,10138074,1/28/2022 8:30:00 AM,140.78,6/24/1921,137.8,0.01%,63.0,92,1.27,137.79,131.98,123.54,109.78,90.08,139.43,15.0,2.17,56.666666666666664,True
2179,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35378.53,30.14,9.55,1.21,3.96,3.92,15.24,12.86,0.84%,19.80%,1.73,3855.60%,62.60%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.25,0.50%,-3.19%,90.30%,-1.98%,2.68%,1.47,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,-2.10%,7.46%,22.46%,95.00%,181.09%,18.32%,2.9,2.48,4.14%,5.38%,2.75%,13.15%,52.70%,-5.99%,46.61%,-5.99%,201.41%,59.84,1.42%,0.39%,1.8,11668.61,0.63,52.12,1.82%,7298889,2/15/2022 4:30:00 PM,54.95,3/17/1992,52.2,0.15%,75.0,99,2.25,52.12,50.84,46.45,35.3,18.69,55.44,30.0,5.43,68.0,True
2431,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,65177.04,21.91,10.71,0.3,4.2,3.02,15.18,12.92,2.65%,31.00%,5.17,-122.20%,22.50%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.87%,87.90%,-0.45%,1.07%,1.38,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,0.35%,15.55%,19.39%,66.92%,95.01%,27.56%,1.82,4.21,3.36%,4.06%,5.26%,17.92%,36.87%,-2.76%,40.46%,-2.76%,102.86%,67.88,1.66%,-0.06%,2.0,4493.54,0.66,113.31,1.60%,2966268,2/25/2022 8:30:00 AM,116.12,10/4/1989,113.31,0.00%,69.0,97,1.6,113.31,108.21,97.03,84.75,58.16,116.53,16.0,2.48,60.666666666666664,True
2620,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,41935.01,24.94,17.33,1.56,1.2,1.23,14.18,,3.59%,89.40%,1.71,-33.30%,-12.53%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.71%,82.20%,-0.15%,1.87%,1.8,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-0.61%,5.14%,10.45%,23.95%,37.91%,3.43%,0.47,1.02,2.73%,2.51%,3.79%,6.90%,19.31%,-3.23%,15.49%,-3.23%,55.76%,62.22,-1.30%,0.33%,2.1,10153.41,1.02,42.6,-0.98%,10405390,11/3/2021 8:30:00 AM,53.65,7/6/1943,42.65,0.12%,66.0,88,1.18,42.6,41.2,39.94,35.77,27.35,44.02,19.0,25.94,57.666666666666664,True
2631,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,29577.95,,27.37,,4.09,18.56,5.88,12.22,,,-6.83,-604.10%,694.26%,-39.80%,22.80%,-4.90%,244.20%,96.90%,151.02,144.79,0.40%,-37.83%,96.80%,-0.70%,6.53%,3.93,-4.40%,-70.70%,-23.70%,0.9,0.9,4.81,5.28,80.50%,-9.40%,-13.20%,6.27%,9.07%,4.76%,31.24%,32.27%,8.98%,1.59,7.05,3.21%,4.13%,8.98%,12.56%,18.21%,1.24%,30.57%,1.24%,44.00%,67.29,0.81%,0.75%,2.5,2406.11,1.35,196.95,1.57%,3252889,2/10/2022 4:30:00 PM,193.42,7/20/2005,198.84,0.96%,53.0,84,1.13,196.95,181.44,175.58,166.71,136.77,199.26,11.0,-1.79,49.333333333333336,True
2661,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22877.49,66.88,7.32,1.1,4.13,2.03,50.06,7.95,1.55%,82.70%,1.93,269.40%,57.68%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.81%,89.80%,0.99%,3.51%,2.22,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-1.60%,6.21%,14.06%,63.12%,87.11%,19.50%,2.36,6.11,4.11%,5.11%,1.95%,10.76%,34.17%,-5.03%,35.63%,-5.03%,104.41%,56.77,3.02%,0.59%,1.9,2853.54,0.63,128.88,3.63%,1793609,2/22/2022 4:30:00 PM,143.06,10/12/2012,128.88,0.00%,72.0,97,1.59,128.88,126.64,116.74,96.3,63.05,135.7,21.0,11.0,63.333333333333336,True
2717,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,63600.65,22.78,14.05,0.79,3.36,4.79,8.29,10.76,0.69%,7.70%,1.91,344.60%,-17.15%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-9.60%,78.40%,0.53%,2.48%,1.96,6.40%,24.40%,5.90%,2.5,1.8,0.66,0.72,33.20%,32.30%,14.90%,10.59%,4.84%,11.31%,12.66%,39.67%,4.56%,2.12,1.85,3.95%,4.54%,7.30%,9.33%,14.88%,-5.71%,24.67%,-5.71%,48.18%,62.39,5.40%,1.72%,2.1,18429.91,1.44,43.56,7.21%,26453108,1/26/2022 8:30:00 AM,43.95,7/10/1995,43.5,-0.14%,66.0,88,1.19,43.56,40.63,40.0,38.0,29.45,46.2,15.0,0.9,56.333333333333336,True
2741,FE,FirstEnergy Corp.,Utilities,Utilities - Diversified,USA,23668.83,22.5,17.41,,2.15,3.07,41.02,,3.70%,77.20%,1.88,11.20%,-7.05%,6.30%,-6.60%,-6.40%,-9.90%,3.40%,544.0,543.34,0.20%,0.00%,87.90%,5.79%,2.33%,3.53,2.50%,14.90%,4.90%,0.6,0.6,3.01,3.17,74.30%,16.70%,10.00%,-0.28%,1.66%,10.21%,10.61%,32.94%,1.49%,0.33,0.74,1.42%,1.86%,1.47%,3.68%,9.43%,-1.12%,12.19%,-1.12%,36.18%,60.37,0.12%,0.48%,2.4,3588.94,0.8,42.21,0.60%,2888008,2/10/2022 4:30:00 PM,44.75,11/10/1997,42.21,0.00%,56.0,84,1.13,42.21,41.64,40.78,38.6,31.0,42.69,21.0,6.02,53.666666666666664,True
2816,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,32809.73,13.19,12.7,,6.3,1.68,0.86,,2.44%,31.20%,3.73,-45.10%,13.62%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.84,0.20%,-6.44%,83.90%,0.06%,1.37%,1.79,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,5.40%,0.80%,11.57%,27.14%,50.84%,12.95%,1.38,1.41,2.33%,3.18%,4.66%,8.86%,17.86%,-2.86%,21.85%,-2.86%,54.44%,63.95,-0.36%,-0.26%,1.9,5231.05,0.73,49.19,-0.63%,3806746,1/20/2022 8:30:00 AM,51.58,3/17/1980,49.19,0.00%,72.0,93,1.29,49.19,47.01,45.31,41.79,31.85,50.64,20.0,4.86,61.666666666666664,True
3475,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28566.79,20.02,13.81,0.32,1.87,5.14,10.85,33.93,0.55%,111.10%,1.63,-158.60%,33.31%,-33.80%,62.70%,-9.40%,,29.70%,894.0,892.16,0.40%,-4.09%,80.20%,2.44%,1.87%,1.55,0.70%,2.70%,-14.70%,2.4,1.8,1.61,1.61,37.20%,5.60%,0.90%,3.95%,26.31%,30.18%,58.26%,61.15%,42.76%,2.49,1.18,3.62%,4.20%,9.36%,26.33%,41.19%,-0.59%,57.20%,-0.59%,83.24%,73.6,2.16%,0.63%,2.2,10787.01,0.93,32.65,2.80%,10079961,1/24/2022 8:30:00 AM,31.7,9/15/1948,31.94,-2.17%,63.0,95,1.37,32.65,30.13,26.05,23.19,17.82,32.87,6.0,-2.91,54.666666666666664,True
3548,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,27803.58,51.64,15.56,,3.72,5.12,11.49,18.76,1.07%,,1.81,-641.90%,16.29%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.22,10.17%,-1.28%,86.10%,0.05%,2.42%,2.74,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,0.23%,9.58%,8.12%,28.21%,56.30%,26.04%,1.83,3.79,3.28%,4.49%,2.10%,12.74%,15.83%,-3.57%,36.58%,-3.57%,62.67%,60.12,0.09%,-0.09%,2.2,2450.05,0.93,93.31,0.00%,2267069,1/26/2022 8:30:00 AM,110.83,5/24/1962,93.31,0.00%,63.0,94,1.33,93.31,91.55,83.11,80.68,57.36,96.76,10.0,18.78,55.666666666666664,True
3577,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,25440.9,12.18,9.18,1.04,1.16,1.44,109.66,7.18,2.11%,22.60%,6.0,-16.20%,14.83%,11.10%,11.71%,5.00%,8.00%,10.00%,345.6,339.31,0.10%,-33.40%,94.30%,0.16%,0.65%,1.25,2.80%,12.00%,8.80%,,,0.28,0.0,,12.90%,9.70%,-0.14%,1.64%,1.18%,8.13%,44.45%,5.76%,1.02,1.79,2.65%,2.63%,2.35%,4.84%,7.50%,-0.84%,12.58%,-6.59%,50.25%,58.92,0.08%,0.27%,2.1,1758.04,0.89,73.02,0.36%,1564723,2/3/2022 4:30:00 PM,82.62,12/15/1995,73.02,0.00%,66.0,90,1.23,73.02,71.37,69.74,67.95,48.6,78.17,13.0,13.15,56.333333333333336,True
