no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1350,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1588.01,,4.34,,0.82,4.64,27.57,,,,-2.92,-51.40%,396.90%,-20.30%,,-3.80%,10.60%,48.00%,90.1,49.84,0.90%,0.00%,58.00%,0.61%,8.11%,3.07,-18.60%,-64.00%,-9.10%,1.1,0.4,1.03,1.22,2.80%,-1.20%,-13.50%,-3.79%,-2.20%,9.07%,22.53%,67.82%,-0.48%,2.52,1.01,8.39%,5.45%,-2.18%,7.87%,17.26%,-9.95%,33.55%,-15.92%,82.30%,51.36,-5.77%,2.04%,2.0,1316.02,0.9,16.48,-3.85%,1187457,11/3/2021 4:30:00 PM,18.0,3/29/1996,16.48,0.00%,69.0,94,1.38,16.48,16.84,15.29,14.06,9.47,19.6,8.0,9.22,57.0,True
1363,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,14166.81,49.17,6.45,0.78,2.78,4.96,18.71,15.1,1.77%,86.40%,1.38,-33.80%,139.65%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.33%,95.30%,1.01%,2.03%,1.45,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,1.35%,-8.20%,15.82%,42.08%,65.85%,-4.21%,1.07,3.25,7.22%,4.32%,-1.86%,2.78%,22.70%,-9.32%,18.43%,-9.32%,70.05%,50.59,-5.02%,-0.11%,2.1,2989.15,1.63,67.8,-5.12%,4868333,11/3/2021 4:30:00 PM,72.58,8/11/2005,67.8,0.00%,66.0,95,1.43,67.8,68.76,66.03,55.37,39.87,74.77,10.0,7.05,57.0,True
1418,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,8270.45,27.92,7.11,2.33,2.1,2.21,9.74,11.31,2.56%,9.20%,2.45,,-0.81%,,12.00%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,17.05%,12.11%,9.81,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,1.33%,3.92%,1.26%,23.43%,,6.06%,,2.88,5.10%,4.20%,1.72%,6.58%,18.36%,-7.10%,20.58%,-7.10%,71.08%,54.88,-0.60%,2.55%,2.0,1282.94,1.34,68.43,1.94%,1722836,11/2/2021 4:30:00 PM,94.45,2/10/2021,68.43,0.00%,69.0,92,1.31,68.43,67.4,64.31,57.93,40.0,73.66,32.0,38.02,64.33333333333333,True
1581,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,USA,1388.77,11.31,11.42,1.13,4.66,1.4,3.22,11.94,1.50%,12.90%,3.08,-13.80%,-4.69%,5.60%,10.00%,16.90%,29.20%,-0.30%,39.65,35.53,3.00%,-5.88%,74.00%,0.01%,0.77%,1.89,1.60%,12.90%,19.60%,,,0.15,0.15,,85.10%,41.10%,-2.44%,6.33%,6.46%,34.86%,75.75%,6.33%,1.23,1.16,3.60%,3.23%,0.13%,2.98%,16.56%,-6.00%,13.07%,-6.00%,78.36%,52.56,-0.51%,0.52%,1.6,144.04,1.02,34.78,0.00%,146874,1/27/2022 8:30:00 AM,39.0,6/4/1996,34.78,0.00%,81.0,94,1.39,34.78,34.83,33.77,29.89,20.3,37.0,14.0,12.13,63.0,True
1636,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,118867.37,25.91,10.89,,3.28,2.63,11.31,20.63,1.75%,51.00%,3.36,-139.20%,35.33%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-9.77%,80.40%,0.03%,1.13%,1.9,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,-0.25%,19.25%,13.33%,53.92%,114.76%,20.62%,1.44,2.84,4.74%,3.21%,8.28%,15.93%,36.14%,-2.30%,32.15%,-2.30%,119.90%,67.86,-1.98%,1.96%,1.8,7868.52,1.13,87.06,-0.06%,8881714,2/3/2022 8:30:00 AM,93.63,1/13/1978,87.49,0.49%,75.0,98,1.83,87.06,81.13,75.52,64.29,39.7,89.19,14.0,7.55,62.333333333333336,True
1860,CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,USA,1832.52,4.52,9.24,0.06,0.15,,1.42,96.45,,0.00%,2.95,173.90%,-20.22%,21.10%,70.31%,-9.50%,-12.40%,-0.40%,127.08,122.46,5.69%,0.00%,80.30%,-0.45%,3.34%,3.18,2.30%,-22.10%,15.40%,1.4,1.2,,,83.30%,12.60%,3.00%,-6.58%,-1.33%,32.74%,-6.78%,23.75%,0.23%,1.67,0.75,6.69%,5.46%,1.07%,1.46%,1.87%,-12.64%,17.12%,-21.71%,69.07%,51.69,-1.04%,0.60%,2.5,1285.91,1.15,13.34,-0.45%,1482150,10/27/2021 4:30:00 PM,16.35,6/9/2000,13.34,0.00%,53.0,82,1.13,13.34,13.2,13.12,13.11,7.89,17.04,18.0,22.56,51.0,True
2177,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,36969.77,29.95,9.84,1.2,4.14,3.89,15.93,13.43,0.85%,19.80%,1.73,3855.60%,55.91%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.26%,90.20%,-1.98%,2.61%,1.47,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,5.85%,16.10%,28.96%,105.05%,220.21%,17.57%,2.88,2.63,8.12%,4.80%,8.42%,17.93%,59.09%,-0.38%,45.68%,-0.38%,242.18%,65.63,-0.40%,1.44%,1.8,11411.32,1.38,51.79,1.03%,15775603,2/15/2022 4:30:00 PM,53.64,3/17/1992,52.0,0.41%,75.0,99,2.6,51.79,48.13,44.6,33.78,16.17,53.22,32.0,3.57,68.66666666666667,True
2256,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1865.13,6.49,7.32,0.5,1.28,1.39,11.79,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.60%,-32.69%,,0.00%,15.71%,10.4,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,-2.39%,5.63%,22.56%,35.79%,107.17%,3.30%,1.36,1.99,3.35%,3.19%,2.44%,6.32%,26.82%,-5.56%,16.42%,-5.56%,116.39%,57.54,-1.23%,0.39%,2.2,434.34,0.75,64.16,-0.85%,326031,11/3/2021 4:30:00 PM,69.0,7/9/1999,64.16,0.00%,63.0,98,1.8,64.16,62.81,60.45,50.72,29.65,67.94,18.0,7.54,59.666666666666664,True
2419,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1505.77,3.43,7.22,,1.38,1.33,6.57,3.66,,0.00%,11.95,214.60%,-20.99%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-9.69%,90.30%,0.04%,2.44%,2.43,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,0.22%,0.32%,24.82%,26.91%,80.59%,-0.05%,1.52,1.58,4.90%,3.56%,-1.62%,1.50%,14.39%,-7.86%,12.60%,-7.86%,86.01%,49.66,-1.59%,2.04%,2.0,357.26,0.86,40.94,0.42%,307217,2/3/2022 4:30:00 PM,46.5,10/30/2014,41.35,1.00%,69.0,96,1.49,40.94,41.6,40.3,35.83,22.01,44.43,20.0,13.58,61.666666666666664,True
2429,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,64709.4,20.79,10.67,0.28,4.17,2.87,15.07,12.83,2.79%,31.00%,5.17,-122.20%,16.60%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.78%,87.80%,-0.47%,0.87%,1.16,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,2.28%,18.45%,15.82%,50.11%,102.56%,21.05%,1.83,3.98,5.43%,3.76%,9.35%,17.60%,33.41%,-0.43%,33.30%,-0.43%,122.50%,70.53,-0.13%,0.68%,2.0,4368.31,1.15,107.53,0.55%,5011984,11/4/2021 4:30:00 PM,114.47,10/4/1989,107.53,0.00%,69.0,98,1.73,107.53,99.2,92.54,82.67,50.08,109.9,15.0,6.45,60.666666666666664,True
2518,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1260.99,,5.24,,4.04,1.33,3152.47,7.28,,,-0.42,156.50%,116.52%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.19%,72.50%,,2.83%,2.42,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,-1.33%,17.17%,30.11%,29.60%,149.72%,21.66%,2.39,0.97,9.45%,7.79%,3.83%,16.95%,33.17%,-12.83%,41.45%,-12.83%,163.56%,56.02,-1.84%,3.04%,2.2,436.47,1.47,13.31,1.14%,640284,11/4/2021 8:30:00 AM,19.66,4/18/1994,13.31,0.00%,63.0,99,2.1,13.31,12.91,11.42,10.03,5.07,15.27,31.0,47.71,64.33333333333333,True
2659,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23848.01,66.11,7.39,1.08,4.3,2.01,52.18,8.29,1.57%,82.70%,1.93,269.40%,53.65%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.35%,89.40%,0.64%,2.82%,1.79,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,1.34%,14.63%,14.07%,60.09%,125.13%,18.13%,2.34,6.13,7.43%,4.68%,6.62%,13.43%,36.32%,-3.30%,34.08%,-3.30%,126.97%,62.25,-1.79%,2.16%,1.9,2838.97,1.09,127.4,0.33%,3086345,11/1/2021 4:30:00 PM,138.97,10/12/2012,127.4,0.00%,72.0,98,1.82,127.4,120.36,112.67,93.72,56.35,131.75,22.0,9.08,64.0,True
3469,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,837.47,10.51,12.22,1.31,3.87,1.34,1.0,15.2,2.95%,16.50%,2.58,30.00%,-18.89%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.30%,0.06%,1.28%,2.26,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,4.35%,15.75%,30.20%,46.83%,112.71%,14.53%,1.14,1.03,5.30%,3.22%,7.87%,13.57%,29.93%,1.19%,27.38%,1.19%,125.25%,69.5,0.44%,5.68%,2.3,169.35,5.64,27.12,6.14%,955062,1/25/2022 4:30:00 PM,24.33,5/14/1997,27.12,0.00%,59.0,97,1.66,27.12,25.33,23.95,20.91,12.8,28.84,17.0,-10.29,57.666666666666664,True
3473,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28170.3,69.21,17.93,1.1,1.98,4.85,10.7,28.03,0.58%,40.40%,0.45,-158.60%,60.71%,-33.80%,62.70%,-9.40%,,29.70%,894.0,892.11,0.40%,-3.92%,78.00%,-0.33%,1.59%,1.44,1.90%,7.50%,-15.60%,2.4,1.8,1.61,1.61,12.60%,8.10%,2.80%,8.53%,32.93%,17.74%,46.04%,78.24%,34.67%,2.5,1.14,6.24%,3.88%,16.91%,27.61%,36.52%,-0.96%,48.29%,-0.96%,78.76%,78.14,-0.65%,1.34%,2.2,9845.4,1.86,30.8,0.69%,18301709,1/24/2022 8:30:00 AM,30.29,9/15/1948,30.98,0.58%,63.0,95,1.45,30.8,26.73,24.28,22.61,17.5,31.58,6.0,-1.66,54.666666666666664,True
3654,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1767.42,124.14,5.86,,13.29,3.4,147.28,,0.56%,34.10%,0.14,-387.10%,358.21%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.02%,7.90%,3.04%,1.14%,1.18,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,-1.32%,14.29%,40.08%,61.73%,21.70%,22.95%,0.83,0.94,6.06%,5.57%,5.22%,16.97%,56.06%,-5.11%,37.83%,-5.11%,202.02%,60.43,2.74%,1.74%,2.0,76.92,1.04,18.0,4.53%,79664,11/8/2021 4:30:00 PM,22.7,5/29/2018,17.85,-0.83%,69.0,76,1.05,18.0,17.22,15.47,11.61,6.0,18.97,29.0,26.11,58.0,True
3996,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,506.08,10.26,8.25,,3.78,1.33,1.17,13.42,0.49%,5.50%,4.82,19.10%,28.18%,8.80%,,27.00%,40.60%,0.60%,9.94,9.31,5.60%,1.87%,71.30%,0.12%,0.62%,1.19,1.00%,12.30%,10.50%,,,0.28,0.28,,52.70%,32.20%,-2.04%,6.09%,41.46%,60.41%,59.89%,5.17%,0.7,1.83,4.86%,3.32%,-1.07%,6.12%,36.89%,-7.64%,17.73%,-7.64%,76.36%,52.31,-1.79%,0.54%,1.8,48.17,1.55,49.47,-1.26%,74655,1/19/2022 4:30:00 PM,64.0,12/28/2004,49.47,0.00%,75.0,93,1.33,49.47,50.16,46.71,36.22,28.05,53.56,18.0,29.37,62.0,True
4465,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2039.96,,4.53,,1.97,6.23,18.33,6.42,,,-0.41,-630.90%,825.96%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,0.10%,0.00%,77.30%,0.06%,5.44%,2.54,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-1.36%,22.82%,15.04%,87.12%,78.69%,26.01%,3.17,0.32,11.60%,7.00%,4.00%,13.57%,38.42%,-10.84%,44.37%,-10.84%,142.22%,54.55,-8.60%,0.63%,2.0,9496.91,2.02,4.36,-8.02%,19165612,11/8/2021 8:30:00 AM,6.12,5/11/2011,4.36,0.00%,69.0,96,1.56,4.36,4.23,3.85,3.16,1.8,4.89,32.0,40.37,65.66666666666667,True
4690,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,28426.13,,12.41,,2.35,,12.9,20.39,1.20%,,-4.82,-113.40%,3179.30%,39.90%,24.02%,103.10%,-132.80%,119.20%,253.6,250.63,0.10%,-0.96%,93.10%,0.33%,1.25%,1.96,-3.30%,356.80%,7.70%,0.9,0.8,,,8.20%,-7.90%,-10.00%,1.78%,6.60%,2.87%,29.46%,85.28%,8.72%,1.35,3.75,4.41%,3.24%,2.75%,4.63%,18.35%,-4.73%,12.68%,-4.73%,89.26%,56.78,-3.16%,3.62%,1.6,1604.66,1.22,110.26,0.35%,1961229,11/4/2021 8:30:00 AM,126.23,4/4/1994,110.0,-0.24%,81.0,96,1.51,110.26,107.63,105.5,93.35,59.5,115.73,23.0,14.48,66.66666666666667,True
4714,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1259.66,,2.99,,1.13,4.9,24.51,3.2,,,-22.42,-153.00%,147.58%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,1.70%,-64.16%,72.30%,0.83%,14.73%,3.26,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,0.49%,2.51%,-18.11%,24.39%,194.26%,15.93%,3.93,5.96,11.25%,8.62%,0.97%,6.14%,10.93%,-10.88%,36.09%,-29.77%,208.18%,51.59,-4.28%,2.02%,2.5,709.24,0.89,69.71,-2.35%,628628,11/2/2021 4:30:00 PM,91.7,12/15/2011,69.76,0.07%,53.0,99,2.5,69.71,69.3,65.65,63.02,22.62,99.26,15.0,31.54,55.666666666666664,True
4849,MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,USA,1042.63,16.81,12.03,,6.48,1.62,0.56,34.41,,0.00%,6.05,30.90%,28.01%,53.80%,,34.40%,38.60%,25.30%,10.64,9.64,1.70%,1.33%,78.50%,3.47%,4.61%,3.64,0.90%,12.30%,15.80%,,,0.15,0.15,,83.10%,30.50%,-4.11%,-2.33%,9.41%,45.46%,155.26%,-4.52%,1.28,5.17,7.62%,4.47%,-4.91%,0.56%,27.74%,-12.14%,17.18%,-12.14%,159.16%,46.09,-3.94%,1.83%,2.0,121.99,2.23,101.72,-2.18%,271431,1/20/2022 4:30:00 PM,122.5,11/8/2017,101.72,0.00%,69.0,99,2.14,101.72,106.82,101.18,79.88,39.25,115.78,18.0,20.43,62.0,True
4947,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,5169.16,12.75,8.58,0.27,5.8,5.46,21.1,12.8,0.74%,0.00%,1.7,12250.00%,4.42%,,46.69%,,1205.00%,134.20%,174.76,161.65,5.10%,-67.23%,,0.62%,12.35%,11.86,19.70%,47.60%,-196.60%,2.0,2.0,0.56,0.56,86.70%,49.60%,33.10%,1.07%,10.27%,-1.23%,52.14%,139.29%,14.89%,2.31,1.13,7.33%,5.34%,6.28%,9.47%,31.54%,-5.08%,25.83%,-5.08%,158.10%,58.3,-2.56%,2.49%,2.3,1684.23,1.01,21.68,-0.14%,1697826,2/17/2022 8:30:00 AM,22.86,6/29/2017,21.68,0.00%,59.0,99,2.11,21.68,20.52,19.83,16.54,8.4,22.84,14.0,5.44,57.333333333333336,True
