no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
1644,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,126586.86,16.52,12.9,4.25,2.76,2.9,23.13,13.59,1.42%,32.50%,6.07,342.80%,-12.73%,32.60%,3.89%,13.70%,376.60%,175.40%,1315.13,1298.37,0.10%,-24.48%,80.10%,-1.93%,1.13%,1.74,9.30%,18.30%,10.80%,1.3,1.2,0.41,0.44,48.20%,25.10%,17.60%,9.86%,8.74%,41.10%,77.65%,72.35%,38.92%,1.42,3.44,3.64%,3.56%,8.99%,17.37%,45.43%,0.30%,45.09%,0.30%,110.13%,71.59,2.73%,0.21%,8439.85,1.3,100.27,2.94%,10976972.0,2/3/2022 8:30:00 AM,104.6,1/13/1978,100.18,-0.09%,75.0,96,1.51,100.27,92.47,86.05,69.31,47.85,100.34,-3.0,4.32,56.0,True
1750,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,2023.62,28.58,16.88,,1.93,4.68,8.66,24.98,1.55%,43.90%,2.26,24.20%,8.05%,3.50%,-5.00%,6.60%,31.20%,5.60%,31.63,31.28,2.20%,-0.22%,96.59%,2.98%,5.08%,5.53,5.40%,16.60%,11.80%,1.1,1.1,0.31,0.86,48.10%,11.90%,6.90%,4.77%,10.70%,20.33%,32.23%,39.67%,12.06%,0.82,1.83,3.37%,2.95%,7.67%,10.52%,26.63%,1.45%,17.79%,1.45%,51.64%,71.15,3.93%,-0.67%,287.06,1.65,64.57,3.23%,472375.0,2/1/2022 4:30:00 PM,67.0,2/28/1996,64.57,0.00%,100.0,91,1.22,64.57,60.34,58.57,51.09,42.58,64.58,20.0,3.76,70.33333333333333,True
1787,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,20759.02,15.31,10.92,0.21,6.02,1.81,20.04,129.74,1.72%,36.40%,1.71,358.90%,-13.19%,35.20%,74.49%,24.40%,251.80%,386.90%,813.62,800.39,1.10%,-5.23%,94.50%,73.63%,4.17%,3.87,13.70%,24.80%,8.20%,1.8,1.7,0.27,0.27,76.20%,45.30%,33.60%,16.85%,15.78%,31.17%,57.92%,44.44%,39.67%,-0.22,1.07,4.57%,4.27%,13.94%,22.04%,39.48%,2.30%,44.30%,2.30%,91.88%,72.29,4.19%,-0.16%,8628.29,1.35,26.11,4.02%,11657713.0,2/23/2022 4:30:00 PM,27.32,2/8/1990,26.33,0.84%,59.0,91,1.22,26.11,23.45,21.87,19.37,14.28,26.32,30.0,4.63,60.0,True
1793,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,46122.5,21.97,17.51,1.91,2.49,3.91,16.96,27.02,1.22%,23.70%,4.05,57.30%,11.44%,9.70%,11.49%,6.50%,84.70%,14.20%,527.0,523.9,0.10%,-4.26%,94.60%,1.09%,1.17%,2.04,12.50%,18.70%,16.80%,2.1,2.1,0.05,0.06,37.30%,15.30%,11.50%,0.95%,0.73%,11.90%,14.97%,20.58%,0.18%,1.1,2.61,2.81%,2.86%,1.68%,2.14%,13.69%,-3.85%,9.77%,-3.85%,34.28%,55.59,1.90%,-0.81%,3003.24,1.02,88.88,1.08%,3072322.0,2/2/2022 4:30:00 PM,94.78,6/19/1998,88.88,0.00%,56.0,84,1.09,88.88,87.55,87.09,78.27,66.19,92.44,24.0,6.64,54.666666666666664,True
1837,CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA,5890.71,23.64,17.89,,2.35,3.33,34.45,18.13,0.46%,10.60%,6.59,37.20%,6.37%,9.40%,,3.50%,49.50%,-0.20%,39.07,38.05,0.30%,-19.65%,82.60%,-8.00%,2.08%,4.38,6.60%,14.30%,10.20%,1.8,1.2,0.58,0.58,37.20%,15.30%,10.70%,12.69%,17.17%,22.52%,29.55%,31.73%,12.41%,1.43,4.58,4.45%,2.98%,12.18%,13.16%,21.71%,-0.61%,23.26%,-0.61%,40.10%,77.03,2.55%,-0.82%,180.97,1.71,155.88,1.72%,309734.0,2/23/2022 4:30:00 PM,168.33,8/22/1929,155.88,0.00%,84.0,89,1.17,155.88,140.15,138.18,128.23,111.26,159.26,18.0,7.99,63.666666666666664,True
2063,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,32952.19,24.74,16.15,1.38,1.25,4.45,46.98,49.52,,0.00%,5.8,62.90%,13.48%,34.90%,17.87%,10.50%,-30.50%,3.90%,224.9,221.94,1.34%,-0.64%,97.00%,9.89%,2.09%,1.79,7.10%,20.60%,13.40%,1.3,0.2,0.45,0.45,29.40%,7.90%,5.70%,1.98%,7.28%,6.41%,54.95%,37.85%,2.10%,0.73,5.12,5.12%,3.50%,3.65%,5.18%,26.47%,-3.57%,16.06%,-3.95%,70.27%,58.1,-1.25%,-0.81%,2586.87,0.93,143.47,-2.05%,2418060.0,3/2/2022 8:30:00 AM,158.17,3/7/1995,143.47,0.00%,53.0,91,1.22,143.47,139.0,136.55,113.61,84.26,149.37,4.0,10.25,49.333333333333336,True
2263,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1640.9,5.91,6.86,0.45,1.16,1.41,10.37,,,0.00%,11.24,68.50%,17.05%,29.90%,13.00%,6.60%,116.10%,-10.30%,24.69,24.02,0.40%,-46.17%,,-8.49%,21.30%,11.54,7.40%,26.70%,12.90%,,,2.0,2.0,78.70%,44.10%,24.80%,-0.57%,-0.81%,12.45%,37.03%,74.62%,7.00%,1.33,2.18,3.11%,2.97%,-3.02%,2.10%,22.69%,-8.55%,12.61%,-8.55%,88.59%,47.44,0.59%,-1.24%,443.2,0.94,66.46,-0.66%,414799.0,2/23/2022 4:30:00 PM,77.5,7/9/1999,66.46,0.00%,63.0,96,1.46,66.46,68.55,65.23,54.28,37.6,72.67,17.0,16.61,58.666666666666664,True
2434,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,68078.19,14.87,10.9,0.2,3.66,3.13,13.07,11.55,2.53%,24.80%,7.99,864.80%,-5.71%,43.20%,73.84%,20.10%,483.80%,104.40%,584.0,583.22,0.30%,1.45%,87.90%,-0.53%,1.19%,1.57,12.60%,21.80%,17.70%,2.1,2.0,0.23,0.23,63.80%,32.80%,25.00%,10.69%,5.16%,40.38%,77.75%,65.00%,33.68%,1.79,4.54,3.70%,3.77%,5.26%,13.33%,38.53%,-0.17%,40.83%,-0.17%,93.46%,65.65,1.77%,0.34%,4442.84,1.1,118.75,2.12%,4901804.0,2/25/2022 8:30:00 AM,120.66,10/4/1989,118.99,0.20%,69.0,95,1.41,118.75,113.16,105.43,87.45,62.81,120.53,19.0,1.61,61.0,True
2476,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,9344.09,,7.92,,3.05,0.99,81.97,15.39,1.90%,,-4.28,3.60%,120.40%,6.90%,5.00%,17.20%,,206.50%,377.9,374.32,0.50%,0.00%,91.80%,-0.74%,4.46%,2.07,-5.70%,-12.90%,-6.00%,0.5,0.5,0.45,0.55,29.30%,,-37.70%,15.82%,19.01%,42.10%,32.93%,46.61%,20.86%,1.08,1.11,5.05%,4.43%,16.66%,18.48%,26.83%,2.91%,37.29%,2.91%,67.79%,73.92,4.35%,1.65%,8058.04,2.06,26.36,6.08%,16633566.0,2/9/2022 4:30:00 PM,31.91,6/5/1950,26.27,-0.34%,69.0,94,1.35,26.36,22.85,22.35,20.8,15.71,26.89,18.0,21.05,60.333333333333336,True
2623,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,42273.23,25.46,18.5,1.59,1.16,1.26,35.76,,3.05%,87.90%,1.74,-13.40%,6.73%,7.60%,16.00%,3.00%,8.60%,18.70%,982.0,977.41,0.10%,-26.30%,82.40%,0.34%,1.34%,1.2,1.30%,5.20%,3.10%,0.9,0.8,1.04,1.23,55.00%,7.50%,4.70%,3.94%,3.31%,17.34%,23.95%,56.65%,7.51%,0.46,1.02,2.31%,2.36%,4.53%,7.75%,21.22%,0.59%,16.42%,0.59%,58.70%,69.22,3.26%,-0.58%,10966.98,0.82,44.28,2.67%,9041510.0,,48.35,7/6/1943,43.8,-1.08%,66.0,94,1.35,44.28,42.39,41.22,36.6,28.14,44.28,21.0,9.19,60.333333333333336,True
2664,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23795.3,11.33,8.12,1.12,3.5,2.05,36.38,6.61,1.45%,14.30%,12.17,141.40%,-9.29%,50.00%,10.12%,66.80%,218.90%,162.90%,180.18,176.52,0.20%,-13.55%,91.00%,-1.41%,3.22%,2.08,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,3.40%,5.21%,29.47%,79.97%,61.60%,27.77%,2.31,6.47,4.25%,4.72%,5.00%,10.87%,37.66%,-3.02%,36.60%,-3.02%,109.01%,60.75,2.45%,0.28%,2738.21,1.13,137.8,2.74%,3083590.0,2/22/2022 4:30:00 PM,149.39,10/12/2012,138.0,0.15%,72.0,96,1.45,137.8,131.65,124.94,100.4,65.93,142.09,25.0,8.41,64.33333333333333,True
3051,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,54089.57,92.34,56.29,5.28,16.18,69.89,21.2,44.93,,0.00%,3.63,24.70%,20.28%,81.90%,17.50%,21.20%,34.40%,28.80%,162.9,131.31,11.60%,-0.30%,70.10%,-2.45%,1.79%,1.49,10.70%,61.70%,35.90%,1.6,1.5,1.26,0.0,76.60%,19.50%,18.20%,3.23%,8.25%,7.14%,6.87%,100.19%,-6.66%,1.17,16.54,5.18%,5.27%,5.59%,5.54%,12.90%,-9.77%,27.63%,-9.77%,108.19%,56.64,-0.24%,-0.02%,1581.89,0.77,335.46,-0.26%,1215484.0,2/3/2022 4:30:00 PM,363.2,11/18/2009,334.73,-0.22%,63.0,98,1.79,335.46,319.63,317.77,297.78,166.08,371.77,14.0,8.27,58.333333333333336,True
3137,GATX,GATX Corporation,Industrials,Rental & Leasing Services,USA,3946.24,28.77,18.37,2.4,3.14,2.01,11.46,,1.75%,49.40%,3.98,-6.30%,9.03%,-8.80%,12.00%,-2.40%,237.00%,5.30%,35.4,34.82,1.50%,-12.19%,,-0.72%,8.37%,18.7,1.50%,7.20%,3.10%,,,2.92,2.93,75.00%,23.60%,11.40%,7.41%,9.47%,14.42%,26.09%,17.41%,9.85%,0.88,3.22,2.97%,2.48%,8.80%,10.61%,18.67%,2.51%,23.02%,2.51%,35.44%,70.44,3.57%,-0.85%,155.88,1.29,114.45,2.68%,201109.0,1/25/2022 8:30:00 AM,120.2,11/5/1987,114.45,0.00%,69.0,80,1.04,114.45,105.67,103.71,96.53,84.5,114.51,8.0,5.02,52.333333333333336,True
3160,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,960.9,6.51,9.07,0.65,0.41,1.56,3.4,4.41,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.50%,-3.71%,9.08%,7.59,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-0.09%,2.35%,1.14%,11.67%,35.06%,0.50%,2.04,3.19,4.29%,4.73%,-1.62%,1.24%,4.74%,-7.81%,13.44%,-12.52%,58.45%,49.35,-0.14%,-1.84%,163.88,1.01,64.49,-1.98%,166035.0,3/10/2022 8:30:00 AM,72.67,1/5/1950,64.49,0.00%,53.0,88,1.14,64.49,65.67,63.79,61.63,40.7,73.72,15.0,12.68,52.0,True
3167,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1576.22,10.53,13.09,0.7,1.44,4.87,7.15,5.91,,0.00%,5.08,203.50%,23.90%,47.30%,15.00%,22.30%,186.00%,37.20%,29.04,19.18,35.30%,-8.42%,64.70%,2.89%,6.66%,3.77,9.90%,60.30%,12.40%,2.1,2.0,3.16,3.17,45.30%,15.10%,14.80%,4.00%,19.96%,15.91%,15.26%,130.18%,5.96%,2.64,3.01,5.07%,5.41%,2.28%,8.69%,12.42%,-9.74%,30.36%,-9.74%,152.67%,53.94,-0.52%,-1.50%,339.09,1.93,53.54,-2.01%,655647.0,2/17/2022 4:30:00 PM,69.0,1/4/1999,53.54,0.00%,75.0,99,1.99,53.54,52.82,49.32,47.69,23.29,59.32,33.0,28.88,69.0,True
3543,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,31271.65,55.96,17.69,1.19,4.18,4.95,11.53,12.94,0.99%,55.00%,1.81,117.80%,12.47%,15.90%,47.10%,9.40%,369.00%,69.30%,308.3,278.01,0.30%,-32.89%,84.30%,-2.03%,2.23%,2.23,2.90%,9.70%,8.40%,1.4,1.3,1.29,1.38,70.50%,24.90%,7.50%,3.74%,8.67%,31.15%,41.95%,34.82%,36.66%,1.77,3.79,3.72%,3.63%,5.71%,13.49%,23.58%,-1.77%,40.42%,-1.77%,63.36%,69.66,0.37%,-0.16%,2788.22,1.24,101.17,0.21%,3452455.0,1/26/2022 8:30:00 AM,113.17,5/24/1962,101.17,0.00%,63.0,91,1.22,101.17,96.16,89.68,81.96,61.93,102.99,9.0,11.86,54.333333333333336,True
3661,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,USA,2451.42,69.98,10.91,,8.03,12.65,10.46,24.94,,0.00%,0.57,152.10%,87.68%,,,,,62.00%,58.56,46.89,0.40%,-77.67%,83.00%,4.99%,6.99%,9.53,9.10%,24.20%,15.50%,5.3,5.2,1.02,1.03,81.80%,20.10%,11.30%,6.09%,5.84%,9.26%,14.97%,24.20%,-5.63%,,2.09,5.80%,5.29%,4.18%,4.39%,12.64%,-12.31%,27.59%,-12.31%,60.38%,56.79,-2.68%,-0.70%,343.58,1.42,40.24,-3.36%,486923.0,2/22/2022 8:30:00 AM,57.17,8/19/2020,40.24,0.00%,78.0,87,1.12,40.24,38.79,38.52,35.77,25.09,45.89,45.0,42.07,70.0,True
3703,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USA,2964.02,16.89,14.9,1.78,0.7,2.13,18.55,24.74,,0.00%,5.05,130.70%,-6.62%,24.40%,9.50%,9.00%,272.10%,31.90%,33.45,32.91,2.60%,0.00%,97.80%,-0.62%,1.91%,3.47,7.60%,13.80%,11.10%,1.3,1.3,0.13,0.21,14.20%,5.60%,4.10%,3.92%,11.15%,8.43%,19.38%,38.62%,1.28%,0.93,2.83,3.48%,3.39%,7.27%,6.87%,15.66%,-2.16%,17.59%,-2.16%,44.37%,65.37,2.45%,-2.52%,181.39,0.88,85.32,-0.13%,160028.0,2/8/2022 4:30:00 PM,95.64,3/13/1996,85.32,0.00%,66.0,90,1.21,85.32,80.02,79.95,73.85,62.15,87.21,22.0,12.1,59.333333333333336,True
3722,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,974.78,19.62,12.32,,1.36,3.32,41.66,44.51,1.12%,21.20%,2.37,44.80%,60.61%,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.48%,1.16%,3.62,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,7.28%,25.28%,35.91%,23.68%,43.55%,17.72%,0.83,1.59,4.34%,3.69%,9.61%,15.76%,28.00%,-0.04%,29.50%,-0.04%,55.16%,68.75,1.49%,-0.87%,61.21,0.74,46.44,0.61%,45306.0,2/2/2022 4:30:00 PM,52.0,3/18/1980,46.44,0.00%,69.0,90,1.18,46.44,42.64,40.29,36.36,29.93,46.5,20.0,11.97,59.666666666666664,True
4100,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,5784.92,70.91,70.53,14.18,23.06,0.96,160.69,,1.81%,125.90%,0.38,160.30%,50.20%,33.00%,5.00%,10.30%,63.70%,42.60%,220.93,218.91,0.70%,0.00%,64.70%,24.44%,3.30%,2.23,1.50%,3.10%,-0.10%,,,0.77,0.78,59.00%,-2.30%,17.80%,4.85%,11.68%,6.74%,27.84%,86.20%,2.94%,0.93,0.74,2.88%,2.94%,8.87%,11.31%,23.04%,0.23%,24.54%,0.23%,93.24%,72.0,2.19%,-0.61%,3235.81,1.84,26.59,1.57%,5953186.0,2/16/2022 4:30:00 PM,27.07,8/13/2013,26.81,0.83%,63.0,97,1.63,26.59,24.57,23.95,21.66,14.18,26.62,42.0,1.81,67.33333333333333,True
4685,LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA,3382.76,,21.57,,7.96,7.62,34.34,80.93,,,-1.05,-324.40%,21.13%,-26.90%,37.73%,7.10%,,37.60%,67.72,66.01,1.40%,-11.68%,95.39%,3.12%,2.83%,2.85,-8.40%,-14.30%,-8.80%,2.6,2.2,0.35,0.38,44.10%,-14.10%,-16.80%,12.16%,100.00%,95.73%,92.99%,174.40%,81.03%,0.92,2.71,7.32%,5.68%,53.62%,74.80%,95.00%,-1.02%,122.46%,-1.02%,192.10%,84.8,5.25%,-0.48%,655.33,2.57,52.3,4.75%,1681622.0,2/24/2022 8:30:00 AM,65.33,6/25/2015,52.93,1.20%,91.0,99,2.43,52.3,35.35,30.4,26.98,18.82,52.84,5.0,24.91,65.0,True
