no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35873.14,12.8,9.6,1.19,3.01,3.82,15.8,10.09,0.82%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.20%,86.00%,-6.71%,2.69%,1.38,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,4.14%,10.80%,34.54%,96.63%,155.86%,21.57%,2.85,2.87,6.20%,5.27%,1.90%,11.19%,50.87%,-7.72%,50.63%,-7.72%,190.57%,56.86,0.56%,1.10%,12473.85,0.99,53.55,1.67%,12348418,2/15/2022 4:30:00 PM,56.02,3/17/1992,53.51,-0.07%,75.0,99,2.23,53.55,52.67,48.36,36.6,20.14,58.03,26.0,4.61,66.66666666666667,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,65120.08,21.33,10.38,0.29,4.2,2.95,15.17,12.91,2.72%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.53,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-0.51%,7.84%,30.20%,64.93%,57.98%,24.20%,1.8,4.34,3.71%,3.81%,-1.30%,9.35%,30.49%,-5.68%,36.77%,-5.68%,80.27%,53.8,-0.03%,0.76%,4346.77,1.06,110.33,0.73%,4604541,2/25/2022 8:30:00 AM,117.52,10/4/1989,110.55,0.20%,69.0,96,1.42,110.33,111.96,101.39,86.32,62.81,116.97,18.0,6.52,61.0,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40197.31,23.99,18.26,1.5,1.15,1.18,13.59,,3.73%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.71,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.84%,2.42%,6.48%,17.47%,42.96%,-0.53%,0.47,0.92,1.71%,2.46%,-2.14%,0.98%,13.29%,-6.93%,10.65%,-6.93%,49.80%,44.78,-1.80%,0.17%,10797.59,0.76,40.97,-1.63%,8161290,,49.78,7/6/1943,41.0,0.07%,66.0,94,1.33,40.97,41.94,40.63,36.22,27.35,44.02,18.0,21.5,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,30958.47,,18.64,,3.6,14.83,7.18,10.07,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.68,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-6.28%,15.92%,14.66%,35.46%,22.02%,9.91%,1.52,8.93,3.92%,4.63%,3.55%,9.06%,18.27%,-8.77%,31.69%,-8.77%,45.23%,55.65,-3.97%,1.06%,2715.83,1.15,198.63,-2.96%,3129318,2/10/2022 4:30:00 PM,213.5,7/20/2005,195.8,-1.42%,53.0,85,1.13,198.63,193.04,182.76,168.07,136.77,217.72,12.0,7.49,50.0,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23154.96,67.23,7.18,1.1,4.18,2.04,50.67,8.05,1.54%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.01,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,1.31%,8.49%,22.84%,74.61%,75.56%,20.13%,2.33,6.56,4.91%,5.05%,0.15%,7.78%,31.92%,-5.12%,36.35%,-5.12%,105.49%,53.75,0.00%,1.20%,2906.79,1.36,129.56,1.20%,3942654,2/22/2022 4:30:00 PM,145.85,10/12/2012,129.54,-0.02%,72.0,98,1.63,129.56,129.49,120.57,98.44,65.27,136.55,25.0,12.57,65.0,True
2825,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,32226.07,12.65,12.15,,6.18,1.61,0.85,,2.54%,31.20%,3.73,-45.10%,13.85%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.9,0.20%,-6.59%,83.20%,-0.80%,1.57%,1.95,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-4.48%,3.72%,6.82%,22.71%,30.12%,8.31%,1.35,1.43,2.55%,2.86%,-0.25%,2.15%,12.07%,-6.85%,16.84%,-6.85%,37.48%,48.14,-2.96%,0.58%,5490.07,1.49,47.17,-2.40%,8189425,1/20/2022 8:30:00 AM,51.68,3/17/1980,46.9,-0.57%,72.0,90,1.21,47.17,47.4,46.24,42.12,34.35,50.64,18.0,9.56,60.0,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,29093.33,19.42,13.54,0.31,1.9,4.22,9.56,30.59,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-3.91%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-2.58%,10.81%,42.13%,58.00%,42.25%,38.52%,2.44,1.29,3.73%,4.23%,-0.73%,14.48%,33.94%,-7.69%,50.39%,-7.69%,77.80%,55.58,0.60%,0.10%,11221.87,0.64,31.68,0.70%,7226499,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.55,-0.41%,63.0,94,1.32,31.68,31.97,27.83,23.7,17.82,34.32,2.0,1.45,53.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29198.43,51.99,15.86,,3.91,5.16,12.07,19.7,1.06%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.77,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,0.80%,5.86%,21.04%,37.76%,36.54%,26.89%,1.81,3.76,3.43%,4.18%,0.96%,9.45%,15.54%,-3.54%,37.50%,-3.54%,51.69%,57.42,-0.94%,1.02%,2642.06,0.87,93.94,0.07%,2292039,1/26/2022 8:30:00 AM,112.38,5/24/1962,93.94,0.00%,63.0,93,1.27,93.94,93.17,86.13,81.37,61.93,97.39,9.0,19.63,55.0,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40566.96,29.96,11.65,2.31,0.16,,14.73,10.1,0.70%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.67,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-2.04%,8.03%,20.82%,33.88%,47.99%,7.94%,0.71,6.39,1.94%,2.37%,0.95%,6.03%,24.50%,-5.10%,17.58%,-5.10%,58.44%,56.78,-0.96%,0.71%,1056.13,0.75,268.3,-0.26%,794742,2/2/2022 4:30:00 PM,300.87,11/10/1994,268.3,0.00%,72.0,95,1.37,268.3,266.9,253.74,215.83,169.34,282.73,13.0,12.14,60.0,True
5063,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18029.13,27.01,15.64,1.32,0.65,6.68,2.36,8.83,,0.00%,11.25,0.30%,13.35%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-8.63%,96.10%,-1.30%,1.50%,2.94,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-4.96%,8.64%,0.34%,13.56%,34.47%,-4.45%,0.77,10.36,2.79%,3.60%,1.58%,1.18%,9.29%,-7.37%,15.28%,-7.37%,45.27%,51.27,-1.77%,0.56%,295.23,0.76,303.93,-1.22%,225085,2/9/2022 4:30:00 PM,344.5,7/2/2003,303.93,0.00%,56.0,92,1.25,303.93,300.88,300.39,278.26,209.22,328.11,10.0,13.35,52.666666666666664,True
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17516.36,9.72,5.8,1.39,1.6,1.65,20.78,29.71,1.00%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.11,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-0.83%,15.57%,24.14%,39.98%,40.72%,15.04%,1.65,2.1,4.35%,5.03%,3.59%,10.22%,24.74%,-4.94%,30.71%,-4.94%,62.07%,57.53,6.35%,-3.82%,5138.39,1.9,45.2,2.29%,9785788,2/22/2022 4:30:00 PM,48.33,1/26/1988,45.04,-0.35%,56.0,94,1.31,45.2,43.87,41.18,36.28,28.05,47.55,18.0,6.92,56.0,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,46576.13,36.32,14.5,1.21,0.39,1.69,3.52,31.36,3.06%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.67,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-3.43%,7.57%,22.74%,30.64%,33.66%,18.33%,1.91,2.33,2.91%,3.10%,-1.06%,6.81%,19.59%,-6.96%,26.28%,-6.96%,50.87%,51.38,-0.72%,0.85%,6829.54,0.84,75.72,0.12%,5763185,2/2/2022 8:30:00 AM,85.33,6/23/2011,75.72,0.00%,75.0,91,1.24,75.72,76.75,71.13,63.4,50.19,81.39,16.0,12.69,60.666666666666664,True
5110,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16940.89,17.88,12.05,,3.09,1.58,,8.26,1.10%,18.10%,1.22,165.50%,-22.34%,19.80%,-5.09%,10.10%,295.20%,120.40%,775.0,765.83,0.30%,-26.05%,72.60%,-3.36%,3.18%,1.3,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,5.84%,18.80%,38.83%,87.25%,83.61%,32.40%,2.78,1.04,5.51%,4.79%,3.95%,16.82%,46.52%,-6.21%,52.09%,-6.21%,125.28%,61.42,-1.23%,1.90%,18673.38,0.87,21.74,0.65%,16223601,2/16/2022 4:30:00 PM,22.76,11/26/1965,21.69,-0.23%,63.0,98,1.71,21.74,21.03,18.72,14.89,9.7,23.18,16.0,4.69,59.0,True
5144,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23369.69,13.11,12.5,2.58,5.93,1.44,0.53,11.77,2.65%,32.60%,13.79,38.80%,28.79%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.06,0.40%,-0.91%,88.70%,0.87%,4.86%,4.88,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-1.70%,8.51%,12.05%,30.28%,11.52%,17.73%,0.94,5.37,2.36%,2.63%,1.65%,7.46%,18.01%,-3.28%,27.79%,-3.28%,40.75%,56.17,-2.22%,1.27%,1274.17,1.15,180.81,-0.97%,1468721,1/20/2022 8:30:00 AM,188.91,3/17/1980,180.55,-0.14%,53.0,77,1.04,180.81,178.68,168.83,153.31,128.46,186.95,17.0,4.48,49.0,True
5756,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36409.61,,11.0,,1.63,3.97,17.68,5.88,0.10%,,-0.79,155.00%,61.88%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,931.85,0.10%,0.00%,73.10%,3.41%,3.75%,2.04,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-2.91%,13.76%,28.92%,58.70%,37.39%,33.46%,2.09,1.95,4.67%,5.11%,-1.90%,11.79%,27.97%,-10.35%,48.52%,-10.35%,78.95%,52.5,0.34%,0.63%,17156.34,0.89,38.69,0.97%,15349012,2/24/2022 4:30:00 PM,44.08,7/2/1962,38.62,-0.18%,53.0,93,1.28,38.69,39.54,34.77,30.29,21.62,43.16,6.0,13.93,50.666666666666664,True
6253,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54229.25,27.37,10.93,,3.03,2.37,74.8,23.84,1.02%,374.00%,8.23,-126.30%,-4.76%,7.50%,,19.50%,889.30%,167.20%,244.0,242.6,0.40%,0.16%,88.50%,2.30%,2.46%,2.59,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,2.78%,9.35%,26.93%,56.55%,54.23%,23.86%,1.63,9.29,4.94%,3.92%,1.32%,10.40%,31.05%,-6.52%,34.92%,-6.52%,73.49%,56.41,-0.04%,0.97%,2306.94,1.02,225.27,0.93%,2343094,2/16/2022 4:30:00 PM,242.39,12/22/1987,225.4,0.06%,72.0,95,1.39,225.27,222.93,204.88,174.73,133.73,240.97,27.0,7.6,64.66666666666667,True
6516,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22286.51,14.75,11.84,1.73,2.13,2.56,2.71,10.48,1.27%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.13%,74.90%,-2.39%,1.61%,2.46,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-4.86%,9.48%,8.37%,16.68%,30.74%,6.47%,1.1,3.36,2.45%,3.07%,-1.57%,2.18%,12.26%,-8.92%,14.92%,-8.92%,40.83%,47.52,-2.78%,1.10%,1215.6,1.35,106.9,-1.71%,1639333,1/26/2022 4:30:00 PM,133.88,7/1/1983,106.9,0.00%,72.0,90,1.21,106.9,109.11,104.8,95.31,75.91,117.37,15.0,25.24,59.0,True
7683,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,33683.06,8.62,11.43,1.15,0.68,1.81,11.39,17.56,2.00%,16.80%,10.67,48.00%,-6.33%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.61,1.30%,-4.72%,85.80%,0.16%,1.19%,1.46,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,-2.10%,1.48%,10.66%,16.27%,33.57%,5.54%,0.77,2.26,1.76%,2.29%,-1.49%,1.78%,13.58%,-8.67%,10.54%,-8.67%,36.65%,47.46,-0.59%,0.11%,2326.2,0.77,91.99,-0.49%,1793181,2/7/2022 8:30:00 AM,101.64,3/17/1980,92.0,0.01%,63.0,91,1.24,91.99,93.47,90.54,81.06,67.32,100.72,11.0,10.49,55.0,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35432.86,,11.85,,0.37,2.01,10.13,74.75,4.54%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.23,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-2.46%,9.87%,22.22%,32.38%,10.48%,14.96%,1.94,2.92,2.83%,3.66%,-0.09%,7.45%,15.56%,-7.91%,32.58%,-7.91%,46.73%,53.49,-0.12%,0.71%,3946.34,0.9,86.35,0.59%,3539275,1/27/2022 8:30:00 AM,94.95,11/1/1984,86.35,0.00%,72.0,76,1.03,86.35,86.68,80.67,74.76,58.85,93.77,22.0,9.96,56.666666666666664,True
8275,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,217121.78,10.89,11.1,,5.47,1.3,0.44,,1.48%,11.50%,4.96,-89.80%,23.19%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,71.90%,-2.31%,0.92%,1.21,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,-7.59%,1.18%,7.17%,11.56%,40.90%,12.44%,1.16,1.75,2.95%,2.87%,-4.21%,0.87%,10.64%,-10.53%,16.65%,-10.53%,50.15%,41.45,-2.97%,0.58%,29921.57,0.73,53.95,-2.41%,21853139,1/14/2022 8:30:00 AM,63.08,12/10/1962,53.78,-0.32%,63.0,94,1.31,53.95,56.34,53.56,48.8,35.93,60.3,23.0,16.92,60.0,True
8546,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,10984.2,10.47,11.92,,4.81,1.52,0.84,63.49,2.18%,20.40%,6.66,-27.30%,15.73%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.20%,-4.33%,81.60%,-5.03%,2.12%,2.3,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,-6.19%,11.06%,5.22%,24.93%,22.77%,10.37%,1.29,2.37,2.75%,3.27%,-1.43%,3.73%,15.16%,-7.60%,19.82%,-7.60%,48.13%,48.72,-2.49%,0.85%,1430.52,0.8,69.71,-1.66%,1148829,1/24/2022 4:30:00 PM,74.1,3/17/1980,69.71,0.00%,53.0,86,1.14,69.71,70.88,67.33,60.59,47.06,75.44,15.0,6.3,51.333333333333336,True
