,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
55,BX,Blackstone Inc.,Financial,Asset Management,169090.91,79.0,17.0,93,1.92,144.22,147.5,2.27,0.54%,16.07%,26.58%,62.11%,154.27%,120.34%,140.36,,101.06,56.53,146.8,63.0,True
56,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,699.48,74.0,15.0,95,2.24,74.61,96.33,29.11,5.48%,41.19%,31.09%,37.32%,211.95%,147.98%,59.25,,48.86,23.8,74.78,61.333333333333336,True
59,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,426.28,81.5,41.0,86,1.46,15.59,18.75,20.27,-2.63%,8.53%,32.17%,9.96%,104.90%,48.32%,15.51,,13.39,7.93,16.4,69.5,True
60,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,4524.71,79.0,20.0,83,1.36,38.94,42.75,9.78,6.35%,10.16%,40.32%,34.53%,72.53%,20.33%,35.58,,28.74,21.52,39.76,60.666666666666664,True
61,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,2057.38,89.0,17.0,86,1.44,64.77,68.5,5.76,3.13%,7.79%,34.18%,30.13%,95.00%,79.10%,61.34,,50.41,32.32,65.96,64.0,True
62,CBNK,"Capital Bancorp, Inc.",Financial,Banks - Regional,379.08,89.0,20.0,91,1.67,27.1,30.25,11.62,0.88%,13.33%,14.32%,29.48%,130.06%,98.35%,26.31,,21.59,11.6,28.16,66.66666666666667,True
63,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,35029.28,79.0,16.0,81,1.32,103.79,123.33,18.83,-1.35%,3.07%,12.56%,22.13%,80.86%,66.76%,104.34,,88.48,56.56,107.88,58.666666666666664,True
67,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,2369.3,91.5,14.0,93,1.82,38.27,39.38,2.9,-13.24%,27.96%,57.34%,94.06%,132.07%,66.06%,34.99,,24.38,15.46,42.01,66.16666666666667,True
69,CLAR,Clarus Corporation,Consumer Cyclical,Leisure,1047.08,89.0,15.0,87,1.48,28.59,35.5,24.17,-4.92%,2.52%,5.30%,33.85%,87.90%,84.61%,28.68,,23.68,14.08,32.36,63.666666666666664,True
70,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,863.93,81.5,23.0,96,2.27,66.48,71.0,6.8,2.39%,25.93%,62.65%,80.90%,187.02%,167.39%,59.69,,40.47,21.41,72.0,66.83333333333333,True
73,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,1399.55,91.5,14.0,87,1.51,34.9,38.4,10.03,1.03%,9.11%,22.99%,27.77%,102.76%,77.87%,33.91,,27.75,16.96,35.48,64.16666666666667,True
75,CNXC,Concentrix Corporation,Technology,Information Technology Services,9626.47,106.5,13.0,92,1.8,187.39,208.67,11.36,3.91%,1.34%,14.16%,23.89%,,87.27%,181.57,,156.51,80.0,188.78,70.5,True
77,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9769.15,76.5,17.0,88,1.53,65.37,79.33,21.36,-1.04%,22.14%,15.95%,12.80%,118.04%,52.52%,59.04,,53.59,30.11,69.26,60.5,True
79,CPT,Camden Property Trust,Real Estate,REIT - Residential,17236.33,74.0,36.0,77,1.24,165.06,168.8,2.27,3.75%,7.02%,14.50%,37.05%,67.41%,68.06%,162.03,,133.39,94.59,168.21,62.333333333333336,True
80,CR,Crane Co.,Industrials,Specialty Industrial Machinery,6312.77,81.5,17.0,78,1.26,106.96,126.0,17.8,0.48%,15.69%,7.61%,12.99%,75.48%,38.81%,102.9,,94.34,63.24,108.64,58.833333333333336,True
81,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10192.05,79.0,20.0,96,2.39,180.45,193.88,7.44,0.54%,29.38%,27.93%,74.38%,212.01%,183.27%,166.2,,116.12,56.2,183.88,65.0,True
82,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,832.76,94.0,14.0,83,1.37,51.57,63.75,23.62,1.20%,14.29%,29.61%,34.80%,81.03%,61.14%,48.11,,39.48,27.15,52.44,63.666666666666664,True
84,CUBE,CubeSmart,Real Estate,REIT - Industrial,11147.8,71.5,17.0,75,1.21,53.32,57.33,7.52,1.66%,5.64%,7.96%,29.69%,61.88%,63.76%,54.14,,45.8,31.44,56.64,54.5,True
85,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1900.02,79.0,22.0,97,2.49,57.83,65.75,13.7,-0.86%,28.41%,53.37%,65.01%,283.94%,221.67%,54.41,,37.87,16.65,61.48,66.0,True
89,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1528.44,86.5,26.0,82,1.35,37.28,40.6,8.91,-1.45%,7.13%,12.26%,8.94%,80.22%,54.14%,36.49,,32.8,20.67,38.35,64.83333333333333,True
90,DDOG,"Datadog, Inc.",Technology,Software - Application,58764.97,79.0,13.0,91,1.68,193.26,204.11,5.61,-0.18%,23.64%,43.61%,129.82%,122.56%,94.03%,174.12,,114.66,69.73,197.69,61.0,True
91,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11356.99,94.0,15.0,80,1.29,428.7,476.33,11.11,0.00%,16.59%,-1.04%,25.61%,66.34%,45.65%,402.54,,366.68,241.24,451.49,63.0,True
92,DELL,Dell Technologies Inc.,Technology,Computer Hardware,43529.16,79.0,14.0,79,1.27,56.7,84.16,48.43,2.11%,3.91%,14.42%,14.04%,69.30%,52.72%,56.11,,49.37,33.74,58.29,57.333333333333336,True
95,DIOD,Diodes Incorporated,Technology,Semiconductors,4943.12,79.0,15.0,81,1.32,109.95,117.67,7.02,0.84%,24.10%,23.50%,55.18%,68.96%,54.10%,101.14,,84.06,61.74,111.35,58.333333333333336,True
96,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,11834.75,76.5,23.0,94,1.99,138.05,152.33,10.34,3.15%,12.28%,32.35%,61.26%,175.41%,149.39%,127.81,,100.96,51.51,147.39,64.5,True
99,DOMO,"Domo, Inc.",Technology,Software - Application,2648.31,86.5,21.0,93,1.94,88.12,106.25,20.57,-2.91%,-2.91%,-1.10%,47.23%,148.10%,33.45%,88.67,,75.32,33.33,98.35,66.83333333333333,True
101,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,29328.72,86.5,24.0,97,2.54,43.43,47.69,9.81,-2.13%,7.68%,62.63%,68.10%,277.36%,181.17%,41.88,,28.34,12.27,44.79,69.16666666666667,True
106,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1742.27,76.5,19.0,86,1.44,59.15,66.75,12.85,-1.53%,15.50%,23.86%,36.57%,93.70%,51.68%,55.75,,45.14,29.21,60.75,60.5,True
110,ENVA,"Enova International, Inc.",Financial,Credit Services,1481.85,81.5,20.0,86,1.46,40.92,44.5,8.75,6.91%,17.14%,33.85%,18.76%,103.91%,70.49%,37.0,,34.11,20.24,43.47,62.5,True
111,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,37295.39,81.5,18.0,88,1.55,671.01,780.53,16.32,-7.92%,6.74%,6.50%,47.98%,98.18%,84.37%,671.83,,516.86,311.82,725.4,62.5,True
112,EQBK,"Equity Bancshares, Inc.",Financial,Banks - Regional,592.63,76.5,14.0,81,1.33,35.67,36.75,3.03,3.41%,1.94%,8.99%,10.19%,75.40%,62.81%,33.9,,30.6,19.91,35.78,57.166666666666664,True
115,ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls,1242.9,81.5,35.0,90,1.63,22.23,26.5,19.21,-1.47%,10.83%,17.93%,24.09%,118.16%,62.02%,21.06,,19.45,10.13,23.69,68.83333333333333,True
116,ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,6218.23,79.0,23.0,87,1.48,25.33,28.17,11.21,3.68%,13.36%,9.11%,14.89%,100.94%,44.50%,24.13,,21.83,12.62,26.92,63.0,True
118,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,1037.4,79.0,31.0,97,2.6,11.14,17.16,54.04,-7.48%,9.53%,46.46%,14.37%,281.88%,113.51%,10.92,,9.05,3.13,13.15,69.0,True
120,EVC,Entravision Communications Corporation,Communication Services,Broadcasting,739.11,94.0,14.0,95,2.21,8.3,12.5,50.6,-7.49%,12.40%,23.30%,98.60%,261.02%,209.82%,8.3,,5.63,2.5,9.34,67.66666666666667,True
121,EVR,Evercore Inc.,Financial,Capital Markets,6865.14,84.0,19.0,81,1.33,153.99,172.12,11.77,2.49%,0.55%,15.81%,7.32%,78.98%,41.66%,154.96,,137.83,87.16,164.63,61.333333333333336,True
122,EVRI,Everi Holdings Inc.,Consumer Cyclical,Gambling,2186.91,94.0,17.0,92,1.75,24.81,32.88,32.53,4.39%,3.47%,9.85%,38.66%,126.86%,79.22%,24.34,,20.23,10.57,26.61,67.66666666666667,True
123,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,11996.54,86.5,15.0,86,1.44,83.46,99.18,18.84,0.85%,1.43%,14.84%,9.66%,94.53%,65.61%,83.0,,74.72,42.42,87.77,62.5,True
124,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6421.71,86.5,13.0,84,1.4,162.24,175.13,7.95,0.97%,14.76%,7.10%,9.75%,84.25%,59.80%,152.24,,140.63,87.96,165.69,61.166666666666664,True
125,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1503.19,76.5,16.0,92,1.81,12.89,15.3,18.7,4.28%,17.50%,13.16%,13.38%,136.40%,73.44%,10.88,,10.31,5.24,12.91,61.5,True
127,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,19925.0,86.5,28.0,96,2.27,110.18,128.29,16.44,-3.92%,2.67%,54.66%,38.96%,230.86%,129.69%,110.73,,84.42,34.7,117.71,70.16666666666667,True
128,FC,Franklin Covey Co.,Industrials,Consulting Services,690.63,81.5,21.0,91,1.67,49.11,54.0,9.96,10.76%,18.22%,33.85%,61.44%,115.56%,120.88%,44.45,,34.59,21.21,50.92,64.5,True
130,FFWM,First Foundation Inc.,Financial,Banks - Regional,1311.17,86.5,21.0,75,1.21,28.66,32.6,13.75,-0.03%,8.69%,19.73%,13.77%,72.73%,43.80%,27.7,,24.32,17.52,29.41,60.833333333333336,True
131,FISI,"Financial Institutions, Inc.",Financial,Banks - Regional,530.34,81.5,19.0,75,1.2,32.39,36.75,13.46,0.54%,5.12%,4.72%,2.97%,72.46%,47.78%,32.5,,30.5,19.51,33.65,58.5,True
132,FITB,Fifth Third Bancorp,Financial,Banks - Regional,30571.39,81.5,17.0,81,1.32,44.83,48.58,8.36,0.81%,2.34%,18.36%,6.21%,75.74%,61.84%,44.44,,39.28,25.0,45.92,59.833333333333336,True
133,FLWS,"1-800-FLOWERS.COM, Inc.",Consumer Cyclical,Specialty Retail,2296.84,89.0,19.0,75,1.21,35.06,50.86,45.07,2.23%,17.03%,16.06%,4.32%,62.34%,35.62%,32.48,,31.02,21.53,39.61,61.0,True
134,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,13456.3,89.0,22.0,84,1.39,137.81,150.73,9.38,-3.68%,6.41%,15.47%,29.86%,71.12%,40.01%,134.87,,111.53,74.02,145.89,65.0,True
135,FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,4969.44,89.0,32.0,82,1.34,67.59,74.62,10.4,1.60%,16.42%,38.52%,43.61%,81.19%,56.32%,64.62,,51.38,36.74,68.94,67.66666666666667,True
137,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,1817.73,84.0,26.0,82,1.34,46.09,50.0,8.48,0.90%,20.50%,33.21%,23.21%,68.77%,47.65%,41.12,,36.63,25.28,46.1,64.0,True
138,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53945.88,76.5,19.0,95,2.21,341.01,367.7,7.83,-4.57%,6.29%,12.22%,64.08%,189.10%,125.63%,334.63,,247.8,115.17,355.35,63.5,True
142,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,1457.65,89.0,30.0,97,2.46,51.65,65.8,27.4,-2.64%,-0.38%,10.78%,21.42%,223.20%,152.19%,51.04,,40.12,15.37,54.86,72.0,True
147,GLOB,Globant S.A.,Technology,Software - Application,13409.2,86.5,14.0,81,1.32,314.48,337.3,7.26,-9.53%,3.94%,10.38%,45.38%,67.90%,44.65%,322.85,,250.67,173.34,354.62,60.5,True
148,GMS,GMS Inc.,Industrials,Building Products & Equipment,2489.86,79.0,17.0,85,1.42,58.76,60.67,3.25,-2.23%,23.67%,19.37%,26.17%,99.06%,88.22%,53.03,,45.09,26.77,60.36,60.333333333333336,True
149,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3656.39,84.0,22.0,82,1.34,211.5,266.0,25.77,2.34%,12.92%,24.35%,22.71%,74.50%,56.55%,196.42,,167.89,115.19,211.79,62.666666666666664,True
151,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6377.81,76.5,16.0,91,1.67,23.11,23.57,1.99,-1.39%,20.81%,44.32%,16.06%,127.83%,108.62%,21.43,,17.61,9.95,24.89,61.166666666666664,True
152,GTYH,GTY Technology Holdings Inc.,Technology,Software - Application,441.56,81.5,22.0,92,1.79,7.61,9.67,27.07,0.92%,-1.29%,10.07%,18.42%,153.31%,47.68%,7.57,,6.92,3.26,8.28,65.16666666666667,True
153,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,842.46,96.5,47.0,75,1.2,34.58,38.4,11.05,-2.42%,11.35%,21.69%,8.85%,66.41%,62.93%,34.29,,29.16,18.86,36.29,72.83333333333333,True
155,HLIT,Harmonic Inc.,Technology,Communication Equipment,1101.56,76.5,40.0,80,1.3,11.0,12.5,13.64,-0.28%,16.18%,13.37%,54.52%,72.04%,45.74%,9.99,,8.44,6.2,11.2,65.5,True
156,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2903.42,79.0,20.0,75,1.2,86.82,87.93,1.28,2.27%,17.36%,27.70%,17.32%,59.01%,49.95%,80.91,,67.93,52.35,86.96,58.0,True
158,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,6101.99,81.5,20.0,93,1.94,30.12,37.15,23.34,-2.27%,0.75%,58.76%,30.57%,177.79%,74.97%,30.48,,21.82,11.02,32.95,64.83333333333333,True
160,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6797.49,84.0,31.0,86,1.45,283.77,287.0,1.14,1.50%,19.73%,25.29%,68.40%,87.73%,56.29%,268.83,,210.82,146.81,288.02,67.0,True
161,INBK,First Internet Bancorp,Financial,Banks - Regional,450.89,86.5,18.0,79,1.28,44.81,52.8,17.83,3.50%,40.42%,51.61%,28.03%,71.22%,57.52%,39.74,,33.38,24.45,45.92,61.166666666666664,True
162,INBX,"Inhibrx, Inc.",Healthcare,Biotechnology,1699.52,89.0,13.0,90,1.63,43.94,54.2,23.35,-0.04%,12.04%,59.35%,156.72%,121.90%,34.94%,42.13,,27.99,14.27,50.97,64.0,True
167,INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices,7460.46,81.5,59.0,77,1.25,276.84,301.3,8.84,-0.90%,13.24%,35.78%,58.39%,58.97%,47.62%,269.17,,215.23,159.18,286.29,72.5,True
169,INVE,"Identiv, Inc.",Technology,Computer Hardware,524.89,81.5,14.0,97,2.69,23.75,28.75,21.05,-3.34%,31.16%,53.26%,63.16%,253.27%,179.29%,21.3,,15.83,6.41,25.25,64.16666666666667,True
171,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,3951.43,81.5,26.0,80,1.29,16.06,16.93,5.42,2.63%,3.42%,15.18%,7.31%,74.59%,51.61%,15.69,,14.44,9.35,16.2,62.5,True
173,JBL,Jabil Inc.,Technology,Electronic Components,9345.91,86.5,26.0,80,1.29,64.57,73.0,13.06,-0.55%,2.41%,7.56%,19.39%,69.35%,50.15%,62.74,,55.92,37.17,65.79,64.16666666666667,True
174,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,54347.71,79.0,22.0,83,1.37,79.69,83.39,4.64,5.18%,9.86%,7.30%,22.72%,75.43%,68.13%,74.73,,66.9,44.11,80.01,61.333333333333336,True
175,JEF,Jefferies Financial Group Inc.,Financial,Financial Conglomerates,10546.65,89.0,21.0,81,1.33,41.36,50.33,21.69,-1.15%,3.03%,23.67%,35.13%,84.39%,74.35%,42.91,,34.19,22.7,44.47,63.666666666666664,True
177,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6280.74,81.5,21.0,81,1.31,45.57,50.67,11.19,1.97%,6.13%,14.47%,9.83%,72.29%,45.55%,43.43,,38.47,26.24,45.96,61.166666666666664,True
181,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4434.65,96.5,15.0,90,1.61,81.66,97.75,19.7,-1.46%,7.48%,19.57%,22.23%,111.84%,85.93%,78.63,,68.02,37.86,84.68,67.16666666666667,True
182,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14876.74,74.0,19.0,75,1.2,23.57,25.07,6.36,2.36%,6.04%,11.75%,14.87%,67.86%,59.03%,23.32,,20.83,14.03,24.95,56.0,True
183,KKR,KKR & Co. Inc.,Financial,Asset Management,66354.14,86.5,16.0,89,1.58,78.14,89.25,14.22,-1.47%,17.46%,22.43%,41.43%,107.33%,92.07%,77.73,,58.98,37.41,83.9,63.833333333333336,True
184,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,1759.76,81.5,31.0,93,1.82,3.65,6.03,65.21,3.35%,-2.89%,83.17%,15.62%,189.06%,57.45%,3.74,,2.96,1.36,4.24,68.5,True
185,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,621.72,81.5,16.0,82,1.34,25.71,30.5,18.63,25.43%,54.47%,45.75%,39.74%,86.36%,72.67%,20.51,,18.03,13.95,27.93,59.833333333333336,True
189,LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,2755.41,81.5,15.0,87,1.49,161.47,211.71,31.11,6.69%,25.99%,52.99%,33.93%,96.05%,65.02%,150.49,,137.12,79.52,219.75,61.166666666666664,True
190,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,16922.77,94.0,17.0,77,1.24,59.05,65.89,11.58,2.33%,6.55%,17.60%,18.05%,63.35%,67.05%,56.75,,48.54,34.11,59.6,62.666666666666664,True
191,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,26198.46,91.5,23.0,87,1.51,106.24,121.12,14.01,-4.29%,-6.42%,20.13%,23.54%,98.58%,72.25%,105.6,,85.02,52.25,113.4,67.16666666666667,True
193,LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1265.17,96.5,17.0,96,2.42,85.1,101.43,19.19,1.33%,17.16%,42.14%,9.15%,213.77%,94.06%,80.2,,67.63,24.66,95.51,69.83333333333333,True
194,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,13335.31,89.0,31.0,84,1.39,167.88,202.6,20.68,-0.10%,-3.25%,17.07%,14.01%,86.40%,60.14%,169.5,,146.56,89.65,176.96,68.0,True
195,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,5726.28,71.5,27.0,88,1.53,66.93,76.12,13.73,3.36%,0.57%,19.26%,3.42%,114.48%,79.74%,64.49,,59.32,31.72,76.35,62.166666666666664,True
