no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
369,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,899.42,21.0,15.52,,3.65,1.4,4.2,21.99,,0.00%,1.47,-103.50%,19.76%,-16.20%,,4.60%,,-0.80%,37.13,18.07,1.30%,-7.26%,40.70%,6.52%,2.46%,5.62,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,3.88%,4.02%,20.58%,36.23%,92.97%,102.37%,1.36,1.21,3.64%,3.78%,4.86%,12.85%,36.35%,-3.09%,33.70%,-3.09%,132.30%,63.75,2.73%,0.20%,2.2,79.04,0.87,31.66,2.93%,69063,,33.0,8/29/2018,31.66,0.00%,63.0,93,1.54,31.66,30.27,28.19,23.29,13.63,32.67,15.0,4.23,57.0,True
397,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,103081.09,18.83,14.69,1.41,0.77,2.89,18.78,12.25,1.08%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.40%,0.87%,1.82,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,4.98%,-2.43%,17.38%,9.32%,31.79%,30.70%,1.05,9.55,2.13%,2.10%,3.12%,4.87%,12.26%,-2.02%,18.61%,-2.02%,50.68%,60.81,2.33%,0.36%,1.9,1155.62,1.06,431.0,2.70%,1221144,10/20/2021 8:30:00 AM,468.78,10/30/2001,431.0,0.00%,72.0,75,1.08,431.0,417.97,412.14,384.56,286.04,439.9,15.0,8.77,54.0,True
441,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,741.24,,,,1.59,0.68,13.58,6.8,5.08%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.54,0.90%,-0.06%,53.10%,5.71%,1.78%,2.54,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,2.84%,-3.84%,17.09%,24.05%,66.10%,86.08%,1.15,0.5,2.63%,3.43%,1.15%,7.16%,25.17%,-3.85%,16.96%,-3.85%,98.86%,56.59,0.79%,0.87%,2.3,359.69,1.52,14.0,1.67%,546252,11/8/2021 4:30:00 PM,14.04,4/1/2011,14.0,0.00%,59.0,90,1.37,14.0,13.84,13.1,11.21,7.04,14.56,13.0,0.29,54.0,True
451,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5658.69,111.56,48.61,6.91,3.86,9.71,38.71,54.73,,0.00%,0.42,-56.00%,19.92%,32.00%,16.14%,5.20%,-16.00%,11.00%,121.25,119.12,0.40%,-25.20%,,-0.80%,1.28%,1.83,2.80%,9.60%,3.70%,1.7,1.3,1.26,1.3,31.50%,4.20%,3.50%,0.76%,3.03%,22.71%,44.61%,92.47%,72.42%,1.84,1.67,2.81%,3.93%,-0.10%,8.31%,33.74%,-6.32%,25.43%,-6.32%,110.27%,54.06,-1.13%,0.58%,2.2,834.98,0.54,46.26,-0.56%,453263,11/16/2021 8:30:00 AM,47.8,11/2/2017,46.26,0.00%,63.0,93,1.51,46.26,46.38,42.89,34.7,22.0,49.38,13.0,3.33,56.333333333333336,True
459,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2729.64,16.66,11.99,0.72,0.76,2.85,5.83,12.5,0.30%,4.80%,6.41,78.10%,14.49%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.15,0.70%,-4.67%,92.60%,-0.45%,6.44%,4.1,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,2.82%,-4.55%,57.81%,77.55%,141.21%,150.08%,1.53,5.41,4.12%,4.32%,0.24%,9.37%,41.68%,-7.64%,35.72%,-7.64%,161.69%,56.69,0.41%,0.67%,1.9,395.35,1.12,107.87,1.09%,441251,11/2/2021 8:30:00 AM,127.56,5/13/1992,107.87,0.00%,72.0,97,1.88,107.87,107.48,99.15,76.38,41.22,116.79,26.0,18.25,65.0,True
521,ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA,6719.78,30.9,21.95,3.09,1.69,3.66,9.89,20.18,,0.00%,4.13,14.80%,10.16%,22.80%,10.00%,13.90%,40.90%,18.70%,52.7,50.52,0.80%,-30.92%,99.40%,0.16%,1.00%,2.19,11.10%,22.40%,9.20%,2.4,2.4,0.56,0.56,27.90%,8.50%,9.60%,3.52%,0.04%,13.80%,25.68%,52.12%,52.65%,2.05,3.18,2.12%,2.48%,0.93%,3.68%,17.99%,-3.33%,11.96%,-3.33%,59.28%,54.52,-0.92%,0.24%,2.1,231.03,0.94,126.64,-0.68%,217177,10/27/2021 4:30:00 PM,124.8,9/22/1992,126.64,0.00%,66.0,82,1.18,126.64,125.39,122.42,107.5,79.51,131.0,18.0,-1.45,55.333333333333336,True
522,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,5935.7,37.22,18.58,3.92,2.81,2.16,28.27,15.42,1.15%,31.20%,2.8,131.20%,17.06%,21.30%,9.50%,-6.90%,71.60%,8.70%,57.0,56.55,0.10%,-1.90%,95.34%,-1.96%,6.34%,7.94,3.30%,7.30%,4.60%,1.8,1.3,0.58,0.72,31.80%,8.40%,10.50%,1.69%,4.88%,12.59%,11.20%,34.49%,31.55%,1.24,2.5,1.80%,2.55%,0.10%,5.90%,14.99%,-5.17%,18.71%,-5.17%,41.12%,57.19,-0.09%,0.88%,2.0,451.84,0.78,105.02,0.80%,351255,11/9/2021 4:30:00 PM,124.0,5/8/1950,105.02,0.00%,69.0,75,1.08,105.02,105.11,99.49,91.43,74.42,110.74,13.0,18.07,52.333333333333336,True
525,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,USA,1328.12,9.33,9.41,0.93,0.83,2.3,184.46,7.36,1.08%,2.50%,4.96,14.40%,0.90%,-4.80%,10.00%,-2.70%,228.00%,58.40%,28.18,27.38,1.60%,-0.09%,86.70%,1.68%,1.71%,1.9,11.30%,28.50%,7.50%,1.1,0.6,0.24,0.0,17.00%,11.90%,8.90%,2.12%,-7.16%,22.35%,51.08%,125.11%,131.42%,1.77,1.66,2.95%,3.14%,-1.01%,1.23%,33.18%,-8.11%,17.96%,-8.11%,145.65%,51.73,0.28%,0.93%,1.5,245.97,0.61,46.82,1.21%,149885,10/29/2021 8:30:00 AM,58.0,9/15/2016,46.82,0.00%,84.0,96,1.84,46.82,47.16,46.39,35.25,19.06,50.95,17.0,23.88,65.66666666666667,True
533,ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,USA,4218.38,7.8,7.85,0.19,0.67,2.77,7.62,7.24,,0.00%,5.54,178.30%,-14.31%,32.70%,41.90%,4.10%,4.40%,11.50%,97.58,92.33,0.50%,-99.17%,99.10%,1.75%,11.58%,4.07,11.10%,42.80%,20.70%,1.5,0.5,0.47,0.47,34.00%,11.20%,8.20%,0.39%,-8.74%,-5.49%,3.64%,156.56%,108.54%,,2.25,4.99%,4.75%,2.18%,6.78%,24.78%,-8.18%,21.19%,-8.18%,184.07%,57.53,1.76%,6.62%,1.8,2629.62,3.76,46.9,8.49%,9893262,12/10/2021 8:30:00 AM,55.5,10/2/2020,47.04,0.30%,75.0,97,2.07,46.9,45.91,44.06,37.7,17.2,51.08,18.0,18.34,63.333333333333336,True
557,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1185.81,13.22,22.4,0.66,4.9,5.77,6.33,22.12,1.31%,0.00%,1.15,195.10%,13.90%,18.50%,20.00%,2.80%,,15.50%,77.15,63.91,1.60%,-76.31%,87.90%,1.66%,1.98%,1.33,29.40%,64.70%,14.10%,2.6,2.4,0.0,0.0,78.20%,12.10%,38.00%,0.33%,-7.92%,10.92%,45.05%,86.87%,54.46%,1.04,0.84,3.93%,4.94%,-0.86%,4.59%,29.82%,-18.01%,23.19%,-18.01%,102.33%,51.72,2.43%,0.13%,1.7,951.14,0.8,15.62,2.56%,761285,10/28/2021 4:30:00 PM,19.67,3/21/2014,15.62,0.00%,78.0,93,1.53,15.62,15.72,14.98,12.06,7.75,19.05,15.0,25.93,62.0,True
570,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,5136.91,9.03,12.88,0.35,1.75,5.87,8.91,10.1,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.53,0.90%,-14.35%,96.60%,-1.10%,2.21%,2.35,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,0.30%,5.49%,26.14%,49.03%,156.74%,168.55%,2.43,4.91,3.80%,4.53%,1.30%,10.97%,31.98%,-6.95%,32.00%,-6.95%,178.06%,56.33,-1.12%,1.00%,2.2,427.21,1.18,110.25,-0.14%,502664,11/18/2021 8:30:00 AM,126.25,6/10/2016,111.36,1.01%,63.0,97,1.97,110.25,109.14,99.82,83.75,39.65,118.49,15.0,14.51,58.333333333333336,True
632,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,237702.8,43.22,18.77,2.93,8.97,9.85,21.41,33.63,2.47%,99.40%,13.5,-2.10%,11.26%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.25%,82.30%,0.03%,1.27%,2.9,7.60%,24.00%,7.20%,2.4,2.2,1.65,1.66,60.30%,28.20%,21.80%,5.61%,4.59%,17.12%,23.95%,40.17%,33.25%,0.96,12.61,2.42%,2.15%,11.89%,18.13%,29.34%,6.51%,33.61%,6.51%,58.60%,76.52,1.07%,7.13%,2.0,1762.65,3.19,631.68,8.27%,5620131,12/9/2021 4:30:00 PM,575.87,8/6/2009,633.13,0.23%,69.0,84,1.21,631.68,568.35,537.67,489.19,398.28,644.75,13.0,-8.84,55.333333333333336,True
634,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,1493.35,45.5,21.55,3.03,3.78,,29.57,24.36,,0.00%,0.72,41.00%,24.47%,32.00%,15.00%,-6.50%,78.30%,12.40%,45.56,41.97,6.30%,-5.20%,76.80%,0.26%,3.34%,3.47,12.40%,-25.40%,40.00%,1.0,0.8,,,64.00%,12.10%,8.40%,-0.43%,19.89%,28.32%,-10.71%,147.69%,105.86%,1.22,1.78,4.37%,5.31%,-2.59%,5.31%,12.72%,-10.34%,24.84%,-19.42%,152.67%,51.55,-0.79%,0.64%,2.4,404.36,0.65,32.62,-0.15%,261905,11/9/2021 4:30:00 PM,42.5,3/12/1993,32.62,0.00%,56.0,97,1.86,32.62,33.4,31.05,29.01,13.16,40.48,39.0,30.29,64.0,True
639,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA,5135.66,18.42,15.93,1.41,1.11,2.85,9.42,32.28,1.54%,27.90%,2.99,49.70%,14.43%,-2.70%,13.10%,2.10%,201.80%,31.90%,91.4,90.33,1.10%,-1.10%,94.70%,0.29%,1.32%,3.17,5.60%,15.90%,5.20%,1.9,1.4,1.05,1.05,24.30%,8.10%,6.00%,-3.50%,-6.50%,16.50%,7.64%,41.38%,36.74%,1.65,1.73,3.16%,2.73%,-4.03%,2.12%,10.54%,-9.26%,22.61%,-9.26%,52.02%,46.61,-0.38%,1.63%,1.6,374.94,1.41,55.77,1.25%,529526,10/28/2021 8:30:00 AM,63.4,9/1/2000,55.77,0.00%,81.0,78,1.12,55.77,57.95,54.8,50.52,36.69,61.46,16.0,13.68,58.333333333333336,True
646,AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA,24581.21,50.5,25.72,2.12,3.38,7.53,17.24,28.34,,97.80%,0.79,110.70%,11.09%,,23.83%,58.60%,332.90%,14.30%,588.5,571.43,0.50%,-32.47%,94.60%,5.01%,2.59%,3.56,4.30%,21.80%,6.30%,2.7,2.1,1.79,1.8,33.50%,11.50%,6.40%,2.06%,1.51%,-6.24%,18.76%,50.00%,40.99%,,1.26,3.55%,3.06%,0.51%,0.62%,10.41%,-5.64%,7.81%,-11.31%,50.54%,51.17,-0.81%,-0.05%,1.6,4162.27,0.51,39.35,-0.86%,2131140,10/28/2021 4:30:00 PM,45.26,5/17/2019,39.35,0.00%,81.0,80,1.14,39.35,39.19,39.08,35.7,26.14,44.37,15.0,15.02,58.666666666666664,True
663,AX,"Axos Financial, Inc.",Financial,Banks - Regional,USA,3437.91,15.24,13.15,1.52,5.49,2.28,1.97,17.16,,0.00%,3.67,19.50%,9.65%,14.00%,10.00%,14.20%,12.40%,5.60%,59.39,53.24,4.20%,-2.75%,80.90%,1.56%,2.72%,6.56,1.50%,16.20%,26.20%,,,0.18,0.18,,86.60%,35.60%,-3.64%,-7.45%,22.56%,15.33%,57.14%,48.97%,1.53,1.82,3.03%,2.79%,-4.02%,0.21%,13.64%,-9.79%,11.77%,-9.79%,61.31%,46.04,-0.42%,1.18%,1.6,220.93,0.7,56.33,0.75%,154934,10/28/2021 4:30:00 PM,62.62,3/15/2005,56.33,0.00%,81.0,85,1.22,56.33,58.53,56.31,49.62,35.24,62.44,20.0,11.17,62.0,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41341.4,20.44,17.81,1.46,2.83,,35.3,14.27,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-62.77%,93.50%,0.03%,2.12%,2.53,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,5.22%,5.33%,26.78%,40.96%,72.95%,65.83%,0.85,48.53,3.61%,2.26%,6.28%,10.79%,27.74%,-1.26%,22.56%,-1.26%,80.17%,67.05,1.38%,0.51%,2.2,174.59,0.86,2003.02,1.89%,150518,12/7/2021 8:30:00 AM,1866.71,4/2/1991,2003.03,0.00%,63.0,90,1.35,2003.02,1890.4,1814.06,1572.26,1111.71,2028.66,16.0,-6.81,56.333333333333336,True
770,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,5444.23,57.93,39.51,2.41,7.1,6.0,60.49,49.67,0.35%,20.00%,2.86,6.20%,15.56%,6.60%,24.00%,5.00%,15.50%,13.00%,32.19,32.13,0.77%,-8.23%,91.10%,1.31%,1.19%,3.38,8.00%,10.90%,9.00%,2.9,2.1,0.12,0.12,30.80%,16.00%,12.20%,3.40%,1.05%,19.44%,25.42%,48.44%,43.84%,0.56,3.72,2.26%,2.15%,0.04%,4.15%,19.70%,-5.36%,13.91%,-5.36%,55.19%,54.97,-1.13%,0.66%,2.0,113.39,0.88,164.95,-0.47%,99692,10/29/2021 8:30:00 AM,166.33,6/3/1986,164.95,0.00%,69.0,81,1.15,164.95,164.96,158.77,138.03,106.29,174.29,28.0,0.84,59.333333333333336,True
778,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,USA,2824.41,21.85,12.35,2.15,1.25,2.99,6.17,20.38,0.32%,7.40%,2.86,-43.90%,7.06%,-4.80%,10.16%,-4.20%,98.30%,32.60%,44.85,43.99,0.40%,-1.46%,,4.12%,2.93%,5.25,3.70%,14.20%,4.90%,2.0,1.5,1.59,0.0,35.60%,9.90%,5.30%,0.87%,-5.04%,8.67%,16.00%,41.15%,49.33%,1.34,1.93,2.40%,2.44%,-2.79%,0.67%,18.52%,-8.36%,9.62%,-8.36%,59.25%,48.05,0.25%,0.61%,2.1,245.65,0.75,63.11,0.86%,184642,11/3/2021 8:30:00 AM,74.67,11/24/1993,63.11,0.00%,66.0,81,1.16,63.11,64.7,62.78,53.34,39.63,68.87,18.0,18.32,55.0,True
