no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40521.08,24.18,18.4,1.51,1.16,1.19,13.7,,3.70%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.7,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.67%,4.43%,6.51%,18.47%,48.82%,0.27%,0.47,0.96,2.01%,2.53%,-1.52%,1.66%,14.06%,-6.18%,11.54%,-6.18%,51.01%,48.39,1.13%,-0.32%,10849.33,1.11,41.3,0.81%,11996914,,49.78,7/6/1943,41.4,0.24%,66.0,94,1.33,41.3,42.02,40.69,36.27,27.35,44.02,18.0,20.53,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,30196.32,,18.18,,3.51,14.47,7.0,9.82,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.67,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-9.38%,11.22%,8.86%,31.24%,23.26%,7.20%,1.52,9.45,4.38%,4.66%,0.36%,6.01%,15.27%,-11.01%,28.44%,-11.01%,41.65%,50.91,4.71%,-6.85%,2734.48,2.89,193.74,-2.46%,7899940,2/10/2022 4:30:00 PM,213.5,7/20/2005,193.91,0.09%,53.0,83,1.1,193.74,193.88,183.41,168.18,136.77,217.72,12.0,10.2,49.333333333333336,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22856.5,66.37,7.09,1.09,4.12,2.02,50.01,7.95,1.56%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.0,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-1.49%,0.72%,16.06%,70.50%,85.19%,18.58%,2.33,6.87,5.69%,4.90%,-1.24%,6.07%,29.91%,-6.34%,34.59%,-6.34%,95.94%,51.22,-3.96%,2.79%,2924.76,1.58,127.89,-1.29%,4633152,2/22/2022 4:30:00 PM,145.85,10/12/2012,126.01,-1.47%,72.0,98,1.65,127.89,129.52,121.0,98.68,65.27,136.55,24.0,14.04,64.66666666666667,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28900.47,19.29,13.45,0.31,1.89,4.2,9.49,30.39,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-5.31%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-6.26%,2.88%,37.00%,56.02%,42.85%,37.60%,2.44,1.34,4.01%,3.98%,-1.55%,13.09%,32.80%,-8.30%,49.39%,-8.30%,76.62%,54.13,-2.87%,2.27%,11149.5,1.64,31.47,-0.66%,18256267,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.37,-0.32%,63.0,93,1.28,31.47,32.0,28.0,23.74,17.82,34.32,0.0,2.13,52.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29608.71,52.72,16.08,,3.96,5.23,12.24,19.98,1.05%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.76,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,1.06%,4.11%,16.77%,37.38%,42.26%,28.68%,1.81,3.87,3.89%,4.07%,2.24%,10.61%,17.08%,-2.19%,39.43%,-2.19%,53.82%,60.69,-1.61%,3.07%,2648.75,2.01,95.26,1.41%,5317889,1/26/2022 8:30:00 AM,112.38,5/24/1962,95.26,0.00%,63.0,93,1.27,95.26,93.55,86.49,81.44,61.93,97.39,9.0,17.97,55.0,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40309.92,29.77,11.58,2.3,0.16,,14.64,10.03,0.71%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.67,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-3.34%,8.54%,17.73%,33.10%,53.12%,7.25%,0.71,6.51,2.07%,2.31%,-0.11%,5.07%,23.52%,-5.71%,16.83%,-5.71%,57.43%,54.06,1.12%,-1.73%,1052.7,1.05,266.6,-0.63%,1105758,2/2/2022 4:30:00 PM,300.87,11/10/1994,266.88,0.11%,72.0,95,1.37,266.6,267.88,254.46,216.17,169.34,282.73,13.0,12.85,60.0,True
5063,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18242.68,27.33,15.82,1.33,0.66,6.76,2.39,8.93,,0.00%,11.25,0.30%,13.35%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-8.63%,96.10%,-1.30%,1.50%,2.93,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-4.62%,13.81%,0.34%,16.10%,40.58%,-3.32%,0.77,10.67,3.16%,3.62%,2.21%,2.38%,10.52%,-6.27%,16.65%,-6.27%,46.99%,54.09,3.28%,-2.03%,296.33,1.03,307.53,1.18%,306627,2/9/2022 4:30:00 PM,344.5,7/2/2003,307.53,0.00%,56.0,92,1.26,307.53,302.84,300.52,278.49,209.22,328.11,9.0,12.02,52.333333333333336,True
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17574.48,9.75,5.82,1.39,1.6,1.65,20.85,29.81,0.99%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.09,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-2.03%,12.17%,23.40%,40.23%,47.34%,15.42%,1.65,2.25,5.70%,5.10%,3.37%,10.13%,24.99%,-4.63%,31.15%,-4.63%,61.68%,58.07,-0.70%,1.04%,5248.21,2.04,45.35,0.33%,10698617,2/22/2022 4:30:00 PM,48.33,1/26/1988,45.41,0.13%,56.0,94,1.32,45.35,44.15,41.37,36.33,28.05,48.11,17.0,6.57,55.666666666666664,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,45801.09,35.71,14.26,1.19,0.38,1.67,3.46,30.84,3.12%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.68,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-4.61%,4.14%,16.62%,27.00%,35.21%,16.36%,1.91,2.46,3.24%,3.12%,-2.98%,4.68%,17.45%,-8.51%,24.18%,-8.51%,48.36%,46.66,-2.10%,0.45%,6810.06,1.1,74.46,-1.66%,7494962,2/2/2022 8:30:00 AM,85.33,6/23/2011,74.46,0.00%,75.0,90,1.21,74.46,76.92,71.38,63.48,50.19,81.39,16.0,14.6,60.333333333333336,True
5110,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16699.33,17.62,11.88,,3.04,1.55,,8.14,1.12%,18.10%,1.22,165.50%,-22.34%,19.80%,-5.09%,10.10%,295.20%,120.40%,775.0,765.83,0.30%,-26.05%,72.60%,-3.36%,3.18%,1.31,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,1.71%,9.90%,29.80%,81.61%,89.65%,30.51%,2.78,1.1,6.38%,4.72%,1.92%,14.48%,43.94%,-7.55%,49.93%,-7.55%,120.93%,58.2,-3.94%,2.62%,18615.35,1.37,21.43,-1.43%,25495419,2/16/2022 4:30:00 PM,22.76,11/26/1965,21.45,0.09%,63.0,98,1.69,21.43,21.12,18.84,14.94,9.7,23.18,14.0,6.21,58.333333333333336,True
5144,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,22550.25,12.65,12.06,2.49,5.73,1.39,0.51,11.36,2.75%,32.60%,13.79,38.80%,28.79%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.06,0.40%,-0.91%,88.70%,0.87%,4.86%,4.85,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-6.25%,6.00%,7.80%,23.20%,11.34%,13.60%,0.94,5.97,2.67%,2.65%,-2.36%,3.34%,13.81%,-6.68%,23.31%,-6.68%,35.82%,46.33,0.76%,-4.23%,1282.59,1.63,174.47,-3.51%,2089369,1/20/2022 8:30:00 AM,188.91,3/17/1980,174.47,0.00%,53.0,73,0.99,174.47,179.01,169.37,153.37,128.46,186.95,17.0,8.28,47.666666666666664,True
5337,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11172.22,25.23,19.54,7.17,2.38,2.33,290.19,15.62,3.11%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,0.00%,98.10%,0.42%,4.10%,3.12,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-0.25%,4.38%,10.92%,13.18%,28.13%,2.61%,0.3,0.66,2.44%,2.32%,-1.27%,1.47%,9.86%,-6.16%,9.34%,-6.16%,34.20%,49.95,1.03%,-0.60%,5139.46,1.79,28.33,0.43%,9223155,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.3,-0.11%,72.0,86,1.14,28.33,28.75,27.96,25.8,21.11,30.19,17.0,7.66,58.333333333333336,True
5364,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,15995.08,17.42,14.37,1.4,5.81,,8.98,22.98,1.83%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.55,0.10%,-0.16%,99.70%,2.88%,4.60%,6.08,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-5.48%,6.90%,10.14%,2.10%,34.75%,4.93%,0.62,0.9,3.79%,3.38%,-1.60%,2.01%,3.95%,-11.82%,13.23%,-11.82%,40.44%,47.87,4.36%,-1.58%,4381.75,1.41,27.26,2.71%,6164280,2/3/2022 4:30:00 PM,29.26,6/23/1989,27.26,0.00%,66.0,90,1.2,27.26,27.8,26.78,26.24,19.41,30.92,15.0,7.34,57.0,True
5756,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36626.05,,11.07,,1.64,4.0,17.79,5.92,0.10%,,-0.79,155.00%,61.88%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,931.85,0.10%,0.00%,73.10%,3.41%,3.75%,2.05,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-1.84%,5.85%,21.93%,58.02%,45.50%,34.25%,2.09,2.01,5.00%,4.86%,-1.56%,11.94%,28.48%,-9.81%,49.40%,-9.81%,80.02%,53.51,-2.16%,2.82%,17057.74,1.88,38.92,0.59%,32120428,2/24/2022 4:30:00 PM,44.08,7/2/1962,38.91,-0.03%,53.0,93,1.3,38.92,39.63,34.96,30.36,21.62,43.16,3.0,13.26,49.666666666666664,True
6253,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54380.91,27.44,10.96,,3.04,2.38,75.01,23.9,1.02%,374.00%,8.23,-126.30%,-4.76%,7.50%,,19.50%,889.30%,167.20%,244.0,242.6,0.40%,0.16%,88.50%,2.30%,2.46%,2.6,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,1.54%,5.99%,22.15%,55.61%,55.71%,24.20%,1.63,9.68,5.70%,3.88%,1.33%,10.26%,31.18%,-6.25%,35.29%,-6.25%,73.55%,56.93,-2.17%,2.50%,2296.79,1.55,225.9,0.28%,3555042,2/16/2022 4:30:00 PM,242.39,12/22/1987,225.08,-0.36%,72.0,95,1.35,225.9,223.61,205.82,175.07,133.73,240.97,26.0,7.3,64.33333333333333,True
6516,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22342.8,14.78,11.87,1.73,2.13,2.57,2.72,10.51,1.27%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.13%,74.90%,-2.39%,1.61%,2.43,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-4.98%,10.70%,6.41%,14.69%,33.50%,6.74%,1.1,3.61,3.35%,3.14%,-1.77%,2.26%,12.44%,-8.69%,15.21%,-8.69%,41.19%,48.14,5.03%,-4.55%,1228.47,1.83,107.17,0.25%,2252832,1/26/2022 4:30:00 PM,133.88,7/1/1983,107.17,0.00%,72.0,89,1.19,107.17,109.54,105.02,95.4,75.91,117.37,15.0,24.92,58.666666666666664,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,34402.9,,11.5,,0.36,1.95,9.84,72.58,4.68%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.23,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-4.77%,3.30%,15.56%,26.38%,7.28%,11.62%,1.94,3.1,3.32%,3.63%,-3.28%,3.93%,12.15%,-10.59%,28.72%,-10.59%,42.46%,45.94,-3.61%,0.73%,3948.37,1.46,83.84,-2.91%,5781072,1/27/2022 8:30:00 AM,94.95,11/1/1984,83.69,-0.18%,72.0,70,0.96,83.84,86.81,80.98,74.79,58.85,93.77,21.0,13.25,54.333333333333336,True
