"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",112.41,,13.51,,5.56,0.61,5.30,22.94,,,-0.15,-743.40%,19.91%,7.90%,-14.49%,,-126.40%,-46.80%,31.93,30.52,2.60%,5.83%,34.80%,-22.78%,0.81%,1.56,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,2.58%,-1.38%,-4.53%,-9.82%,-8.91%,2.29%,1.75,0.09,2.01%,2.45%,0.87%,-2.72%,-7.34%,-8.78%,6.87%,-19.00%,6.87%,49.89,0.85%,0.57%,2.70,158.69,0.43,3.58,1.42%,68744,11/9/2021 4:30:00 PM,4.62,12/23/1997,3.63,1.40%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",12097.98,,,,0.49,,0.83,,,,-5.50,-583.80%,113.60%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,641.17,0.50%,0.00%,56.40%,4.19%,15.98%,2.97,-4.80%,43.30%,-30.50%,1.00,0.90,,,54.10%,-11.40%,-13.20%,2.77%,3.80%,-7.93%,-11.11%,20.74%,3.40%,1.66,0.86,3.92%,4.23%,3.73%,-1.41%,-10.39%,-16.91%,14.98%,-28.82%,26.24%,53.05,-1.64%,1.07%,3.10,34518.06,0.55,18.57,-0.59%,18824545,10/21/2021 8:30:00 AM,18.89,12/9/2013,18.60,0.16%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",67.34,4.61,,,0.32,0.42,4.71,336.69,0.69%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.80%,-9.63%,2.43%,4.73,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,4.68%,-22.40%,-32.79%,-33.26%,23.31%,18.78%,0.13,0.26,14.18%,8.89%,-9.57%,-22.34%,-27.34%,-36.04%,22.27%,-81.78%,32.27%,39.31,-1.02%,-1.34%,,20.64,0.84,2.91,-2.35%,17369,,,3/17/1980,2.91,0.00%
14,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",762.39,8.68,8.72,,0.42,1.10,51.51,67.47,1.64%,10.50%,2.81,9.60%,-20.11%,-37.70%,-12.10%,-4.00%,109.20%,-65.30%,32.48,30.81,1.20%,-14.02%,95.60%,-2.09%,2.44%,3.14,7.10%,13.30%,-36.30%,,,0.00,0.00,63.20%,7.00%,5.30%,-0.08%,2.30%,-13.40%,-20.71%,14.27%,-0.93%,,0.87,3.62%,3.22%,0.33%,-0.68%,-13.50%,-18.74%,11.76%,-34.86%,46.75%,48.95,1.16%,-0.62%,2.70,239.58,0.56,24.42,0.54%,133133,10/26/2021 8:30:00 AM,33.50,11/4/1982,24.42,0.00%
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",135.47,,,,0.65,0.49,3.11,,,,-2.05,19.10%,48.20%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.35,6.50%,0.00%,49.80%,2.20%,13.68%,5.10,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-10.84%,-16.02%,-30.87%,-40.52%,-50.52%,-7.20%,1.70,0.26,5.48%,4.77%,-13.41%,-21.12%,-34.51%,-46.16%,-4.79%,-65.80%,-4.79%,30.65,-4.60%,-0.60%,2.70,680.35,1.46,4.77,-5.17%,991167,11/4/2021 4:30:00 PM,15.36,9/26/2013,4.77,0.00%
16,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",3987.96,57.20,45.15,4.77,7.75,9.99,39.17,113.62,0.50%,27.80%,1.33,45.90%,34.88%,12.10%,12.00%,7.50%,-24.40%,2.80%,52.42,41.56,0.30%,-22.80%,71.20%,-1.03%,2.55%,6.00,14.60%,19.00%,22.10%,3.60,2.20,0.02,0.02,28.20%,17.40%,13.90%,-3.61%,-5.98%,9.23%,20.80%,8.29%,-3.93%,0.56,1.99,2.51%,2.72%,-3.38%,-1.14%,10.71%,-8.93%,10.32%,-8.93%,28.86%,42.31,0.77%,-0.13%,3.00,176.54,1.36,76.31,0.63%,240930,11/4/2021 4:30:00 PM,71.00,1/3/1991,76.31,0.00%
17,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",14919.47,24.46,18.48,1.46,1.36,4.75,24.68,22.66,1.66%,25.10%,9.88,4.40%,10.16%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.10%,-5.36%,,-1.67%,5.43%,5.29,5.50%,19.10%,11.80%,1.20,0.30,0.32,0.00,45.10%,8.00%,5.90%,1.74%,2.85%,12.66%,13.20%,44.12%,0.74%,1.27,5.69,2.59%,2.15%,2.49%,3.88%,14.71%,-1.19%,10.74%,-1.19%,68.81%,59.04,1.60%,0.59%,2.20,637.18,0.95,241.65,2.20%,602522,11/15/2021 4:30:00 PM,255.31,11/29/2001,241.65,0.00%
18,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2831912.92,30.68,27.84,1.96,7.74,44.91,45.21,36.08,0.51%,15.00%,5.61,71.40%,7.56%,22.00%,15.68%,11.10%,68.20%,28.80%,16487.12,16394.84,0.07%,-19.83%,58.80%,-0.60%,0.69%,1.27,27.60%,144.10%,50.00%,1.10,1.00,1.73,1.98,41.80%,29.80%,25.90%,-3.48%,0.48%,20.04%,18.53%,31.38%,-3.14%,1.20,4.37,2.29%,2.48%,-2.49%,4.95%,18.78%,-5.98%,17.48%,-5.98%,48.01%,49.10,-0.23%,-1.44%,1.90,89475.98,1.08,172.00,-1.67%,96228760,10/28/2021 4:30:00 PM,176.01,12/12/1980,172.29,0.17%
19,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",388.80,,,,,,,,,,,,,,,,,,40.00,,,,,,,1.26,,,,,,,,,,,0.21%,-0.21%,-0.21%,0.31%,,0.00%,,0.03,0.23%,0.24%,0.01%,-0.26%,0.12%,-2.02%,0.31%,-2.41%,1.26%,48.79,0.00%,-0.41%,,52.37,0.01,9.72,-0.41%,556,,,5/10/2021,9.72,0.00%
20,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2321.94,99.56,47.74,33.19,6.53,1.85,13.51,,3.12%,287.80%,0.39,-45.30%,111.84%,-11.70%,3.00%,4.60%,99.00%,16.50%,59.99,59.50,0.60%,,98.60%,0.48%,1.17%,2.85,0.80%,1.80%,3.30%,,,1.32,1.32,65.00%,24.30%,6.50%,2.48%,5.84%,0.31%,1.69%,36.37%,2.40%,1.24,0.94,1.85%,2.21%,5.55%,3.35%,4.01%,-5.88%,13.63%,-5.88%,41.23%,63.25,0.18%,0.84%,2.60,243.35,0.71,38.43,1.03%,172364,10/26/2021 4:30:00 PM,39.30,1/13/2011,38.43,0.00%
21,"AATC","Autoscope Technologies Corporation","Technology","Scientific & Technical Instruments","USA",33.61,11.72,,0.59,2.61,1.62,4.00,18.67,7.66%,0.00%,0.54,-84.90%,,21.20%,20.00%,-2.80%,396.50%,11.80%,5.34,3.12,9.50%,0.39%,29.00%,1.30%,0.47%,0.81,10.80%,11.60%,5.30%,13.20,12.40,0.00,0.00,78.40%,18.10%,17.80%,-0.15%,-2.34%,-11.69%,-8.00%,40.27%,-0.32%,1.07,0.20,2.56%,2.67%,-2.66%,-6.15%,-7.07%,-11.69%,0.64%,-45.85%,54.29%,39.49,-2.03%,1.43%,,18.29,1.09,6.27,-0.63%,20003,,,5/5/1995,6.27,0.00%
22,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",39.23,,,,,0.61,4.41,,,,-0.03,20.80%,,-11.30%,,,-396.70%,,137.22,131.63,7.20%,0.00%,5.00%,-0.54%,0.68%,1.37,-5.00%,-5.30%,,24.30,24.30,0.04,0.04,,,,-3.39%,-9.85%,-26.66%,-38.24%,-45.10%,-4.01%,0.93,0.02,6.18%,5.99%,-4.92%,-15.70%,-34.15%,-34.23%,6.48%,-76.04%,6.48%,37.44,-4.17%,0.49%,,648.51,1.03,0.29,-3.70%,667000,,1.00,10/17/2003,0.29,0.00%
23,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",2560.50,5.21,6.88,0.52,0.67,0.98,,3.47,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.18,0.30%,-45.02%,,1.16%,15.51%,8.25,8.20%,20.50%,7.80%,0.80,0.80,0.64,0.90,57.00%,16.90%,13.20%,-4.53%,1.50%,7.01%,31.35%,73.89%,-5.41%,1.12,2.79,3.48%,2.86%,-1.54%,0.74%,17.41%,-8.34%,11.83%,-8.34%,77.28%,45.84,-2.38%,-0.44%,2.00,511.02,1.79,89.03,-2.81%,912636,11/3/2021 8:30:00 AM,105.57,7/21/2004,89.03,0.00%
24,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.43%,-3.80%,-4.05%,-10.57%,-11.45%,-0.89%,,1.04,1.12%,0.97%,-0.89%,-3.20%,-7.92%,-7.81%,2.71%,-19.99%,2.71%,43.01,0.28%,0.20%,,1102.46,0.54,81.96,0.48%,597357,,,8/15/2008,80.92,-1.27%
25,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",4648.78,13.29,12.20,,12.12,3.01,,,7.21%,95.70%,3.53,15.90%,7.22%,9.30%,-3.88%,8.00%,28.30%,29.80%,99.41,93.80,4.97%,0.00%,13.70%,-2.94%,0.95%,3.21,22.10%,22.20%,17.40%,,,0.00,0.00,,100.00%,92.20%,-4.28%,-11.29%,-6.57%,1.34%,34.14%,-3.95%,1.42,1.43,2.31%,2.71%,-3.32%,-10.16%,-2.54%,-18.47%,6.01%,-18.47%,40.62%,36.35,0.17%,0.02%,2.20,278.66,1.03,46.91,0.19%,287525,10/28/2021 8:30:00 AM,56.20,4/14/1988,46.53,-0.81%
26,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",78550.71,37.78,22.92,2.59,2.75,5.49,17.22,75.17,2.27%,90.70%,1.01,-71.60%,18.44%,-30.70%,14.60%,-5.90%,235.20%,6.80%,2001.00,1886.86,,,6.10%,1.68%,0.10%,1.32,4.60%,12.80%,4.30%,1.10,0.80,0.31,0.48,32.70%,11.10%,6.40%,0.34%,5.51%,15.24%,6.36%,27.40%,0.26%,1.07,0.55,1.06%,1.09%,2.07%,6.79%,9.74%,-2.15%,16.36%,-2.15%,33.74%,60.92,-0.13%,-0.29%,2.20,1426.64,1.24,38.27,-0.42%,1772985,10/21/2021 8:30:00 AM,40.29,4/6/2001,38.27,0.00%
27,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",240006.20,32.19,9.68,7.19,4.35,17.65,19.59,19.00,3.85%,120.40%,4.20,-48.50%,10.28%,-2.80%,4.48%,14.90%,37.60%,11.20%,1770.00,1765.82,0.12%,-18.88%,68.50%,-0.32%,0.87%,2.51,5.00%,56.40%,12.70%,1.00,0.90,5.46,5.96,67.90%,30.10%,13.50%,-0.51%,11.29%,21.97%,16.00%,26.73%,-0.13%,0.83,2.13,1.42%,1.65%,3.04%,10.62%,17.54%,-2.11%,25.02%,-2.11%,32.82%,73.29,-0.86%,0.39%,2.00,6151.93,0.75,135.23,-0.47%,4632788,10/29/2021 8:30:00 AM,135.85,12/10/2012,135.27,0.03%
28,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",27330.58,17.66,11.38,1.53,0.13,121.92,9.36,14.69,1.35%,23.50%,7.39,144.40%,7.47%,3.20%,11.57%,7.80%,108.70%,19.60%,207.91,148.76,0.20%,-41.90%,65.30%,-0.90%,1.32%,2.22,3.00%,-858.30%,24.30%,0.90,0.60,28.58,29.92,3.20%,1.10%,0.70%,-2.48%,9.14%,10.02%,13.31%,18.45%,-1.84%,0.52,2.51,1.89%,1.82%,2.07%,4.75%,8.22%,-3.56%,14.75%,-3.56%,30.24%,59.20,-1.67%,0.13%,2.30,882.84,0.76,130.45,-1.55%,668303,11/4/2021 8:30:00 AM,144.15,4/4/1995,130.11,-0.26%
29,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",3760.63,9.68,11.82,1.21,5.35,1.29,0.99,40.09,1.11%,10.70%,5.58,37.00%,-15.43%,24.30%,8.00%,30.70%,-30.10%,-3.80%,69.44,65.98,0.50%,0.23%,92.70%,1.17%,3.05%,5.59,1.80%,14.00%,13.80%,,,0.17,0.17,,96.80%,55.30%,8.57%,9.07%,1.58%,8.29%,24.35%,8.64%,1.29,1.60,2.90%,2.96%,9.00%,5.20%,4.98%,-4.71%,16.82%,-9.82%,47.46%,66.37,2.25%,1.07%,1.90,360.10,1.00,53.97,3.35%,358951,10/28/2021 4:30:00 PM,60.43,5/19/1994,53.97,0.00%
30,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",3413.85,16.91,,1.69,7.69,3.54,6.59,16.10,,0.00%,0.71,-26.70%,-151.50%,,10.00%,,,-78.20%,278.93,196.40,21.00%,0.11%,43.60%,6.62%,4.91%,5.31,18.90%,22.70%,13.60%,16.20,16.20,0.00,0.00,,63.90%,47.40%,-15.69%,-16.91%,-23.38%,-37.58%,-69.25%,-15.45%,,1.02,8.00%,7.64%,-14.66%,-18.43%,-40.19%,-32.57%,-0.90%,-78.11%,-0.90%,35.61,-1.71%,0.33%,1.60,1815.51,1.16,12.09,-1.39%,2114027,11/9/2021 4:30:00 PM,38.88,12/11/2020,12.20,0.91%
31,"ABCM","Abcam plc","Healthcare","Biotechnology","United Kingdom",4841.58,215.41,,,12.05,5.45,,141.57,,0.00%,0.10,-72.70%,,,,,-60.70%,18.30%,219.60,195.14,,,10.20%,-2.37%,0.11%,1.79,1.80%,2.60%,2.00%,5.60,4.80,0.17,0.19,71.10%,3.50%,4.20%,-10.82%,-7.61%,1.64%,9.55%,7.43%,-10.36%,,0.78,2.62%,3.18%,-6.73%,-7.18%,1.83%,-12.04%,-1.17%,-14.50%,23.16%,38.94,-0.75%,-1.07%,2.00,116.16,0.66,21.11,-1.81%,76875,,22.33,10/22/2020,21.11,0.00%
32,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",30.48,,,,10.16,0.39,0.45,,,,-0.57,40.00%,6.30%,-11.50%,,57.30%,6.90%,,97.99,86.02,1.50%,-10.39%,26.00%,-8.00%,1.56%,0.50,-39.90%,-60.00%,-78.10%,2.60,2.60,0.00,0.00,,,,-1.35%,-50.32%,-66.85%,-79.54%,-82.30%,-6.50%,1.27,0.05,12.76%,10.88%,-23.41%,-51.23%,-74.15%,-70.27%,16.70%,-91.69%,16.70%,32.32,-2.90%,1.31%,1.70,2672.59,0.73,0.32,-1.62%,1947784,,3.00,9/19/1980,0.32,0.00%
33,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52%,3.22%,4.09%,3.54%,9.43%,0.26%,,0.22,0.64%,0.44%,1.58%,2.15%,3.27%,-0.94%,6.44%,-0.96%,13.10%,63.04,1.07%,-1.05%,,4.68,2.01,28.52,0.01%,9397,,,1/22/2020,,
34,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",40915.94,15.85,18.57,2.14,0.66,0.50,,,0.38%,,0.16,0.00%,0.00%,39.83%,7.40%,,140.50%,32.00%,15736.90,4398.34,,,9.82%,,0.61%,1.14,,,,,,,,,,,-5.80%,-6.31%,-0.02%,-20.25%,-10.39%,-7.14%,,0.07,2.31%,2.22%,-4.43%,-8.35%,-13.04%,-18.06%,0.73%,-32.17%,12.53%,35.29,-1.14%,0.00%,3.20,23389.80,0.61,2.60,-1.14%,14208918,10/28/2021 8:30:00 AM,3.51,11/11/2013,2.60,0.00%
35,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",3972.38,7.03,6.12,0.38,0.42,2.59,12.02,4.06,,0.00%,24.82,38.00%,9.90%,15.50%,18.50%,1.60%,52.00%,30.40%,19.30,16.09,0.10%,0.00%,90.00%,-0.18%,8.15%,3.84,13.40%,44.20%,11.20%,1.70,1.10,1.02,1.16,18.40%,7.50%,5.10%,2.52%,0.66%,-14.57%,-4.26%,8.06%,0.96%,1.52,6.25,3.38%,3.53%,3.54%,0.04%,-7.36%,-23.68%,13.39%,-24.50%,26.40%,54.22,-0.15%,1.52%,2.30,341.31,0.92,174.38,1.37%,312940,10/26/2021 8:30:00 AM,249.25,3/14/2002,174.38,0.00%
36,"ABGI","ABG Acquisition Corp. I","Financial","Shell Companies","USA",189.34,,,,,1.29,315.57,,,,,,,,,,,,19.33,15.06,3.22%,0.00%,78.70%,-7.90%,0.02%,0.06,,,,4.30,4.30,0.00,0.00,,,,-0.31%,-0.61%,1.24%,-1.31%,,-0.10%,,0.05,0.27%,0.44%,-0.11%,-0.05%,-0.90%,-1.31%,0.72%,-8.61%,1.66%,47.74,0.00%,-0.10%,,64.11,1.85,9.77,-0.10%,118738,,,2/17/2021,,
37,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",30.32,,,,,0.52,0.52,,,,-1.54,50.20%,,42.50%,,,0.70%,,14.41,14.30,0.40%,,10.60%,27.18%,2.57%,0.81,-30.60%,-32.60%,,18.80,18.80,0.00,0.00,,,,-7.24%,-11.26%,-25.45%,-44.29%,-50.84%,-4.65%,2.46,0.13,5.90%,5.28%,-10.64%,-14.66%,-32.26%,-30.51%,-1.91%,-62.73%,-1.91%,35.70,-3.30%,1.44%,,456.09,0.52,2.05,-1.91%,236868,11/2/2021 4:30:00 PM,,8/8/1997,2.03,-0.98%
38,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2837.42,22.85,11.21,1.43,0.46,1.79,45.18,12.39,1.79%,40.20%,1.86,42.80%,10.89%,11.10%,16.00%,3.90%,-35.50%,14.20%,67.70,66.53,1.00%,-1.31%,97.90%,2.24%,2.03%,3.73,3.20%,7.90%,6.10%,1.10,1.10,0.53,0.55,15.60%,3.30%,2.00%,4.76%,-7.11%,-8.35%,-1.46%,3.26%,3.97%,1.30,1.41,2.94%,3.42%,0.80%,-5.12%,-10.07%,-13.59%,10.48%,-23.45%,16.97%,48.46,-0.91%,0.23%,2.00,362.26,1.32,42.47,-0.68%,477899,12/15/2021 8:30:00 AM,56.75,2/13/1969,42.47,0.00%
39,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",15429.14,103.46,67.19,9.87,15.85,11.04,23.72,66.13,,0.00%,3.25,11.40%,19.21%,42.20%,10.48%,20.80%,-8.90%,18.30%,45.44,44.56,1.40%,-12.37%,92.90%,-1.15%,2.63%,4.80,10.10%,11.30%,12.50%,7.60,6.90,0.00,0.00,81.90%,14.90%,15.30%,-7.08%,4.88%,-1.13%,3.59%,3.98%,-6.33%,1.29,12.72,4.51%,3.46%,0.19%,-0.48%,2.70%,-11.30%,13.77%,-13.15%,28.77%,47.80,-0.32%,-0.20%,2.40,243.94,1.01,336.44,-0.52%,245567,10/28/2021 8:30:00 AM,379.80,7/29/1987,336.44,0.00%
40,"ABNB","Airbnb, Inc.","Consumer Cyclical","Travel Services","USA",101409.30,,173.26,,19.07,22.31,12.80,61.80,,,-7.23,-566.20%,133.60%,,,29.70%,232.40%,66.70%,621.01,336.86,3.90%,-17.41%,58.90%,12.88%,3.73%,2.17,-33.10%,-123.50%,-74.20%,1.90,1.90,0.45,0.45,62.00%,-58.70%,-80.70%,-5.35%,-12.77%,-5.81%,6.76%,5.61%,-4.05%,,8.15,5.07%,4.53%,-5.56%,-10.21%,-1.75%,-24.85%,6.90%,-27.37%,23.16%,40.02,0.00%,-1.54%,2.30,5777.15,0.87,159.75,-1.54%,5020586,11/4/2021 4:30:00 PM,196.29,12/10/2020,160.00,0.16%
