no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
366,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,885.09,20.66,15.27,,3.6,1.38,4.14,21.64,,0.00%,1.47,-103.50%,19.76%,-16.20%,,4.60%,,-0.80%,37.13,18.07,1.30%,-7.26%,40.70%,6.52%,1.59%,3.61,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,-1.24%,0.87%,18.01%,36.60%,89.19%,99.14%,1.36,1.26,3.76%,3.90%,-0.01%,7.36%,29.94%,-7.35%,27.83%,-7.35%,122.10%,53.69,-4.24%,-0.16%,2.2,79.38,2.26,30.27,-4.39%,179186,,33.17,8/29/2018,30.27,0.00%,63.0,94,1.51,30.27,30.29,28.29,23.36,13.63,32.67,15.0,9.58,57.333333333333336,True
381,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,41314.18,53.69,38.38,2.94,14.9,10.52,12.2,45.18,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.41,0.10%,-88.82%,65.90%,0.96%,1.71%,1.84,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,8.66%,1.40%,47.79%,46.16%,90.64%,81.96%,1.17,4.03,2.45%,2.83%,3.85%,16.08%,43.17%,-1.46%,55.18%,-1.46%,101.74%,66.14,0.72%,0.41%,2.3,2099.33,1.27,132.18,1.14%,2664107,11/1/2021 4:30:00 PM,127.28,6/6/2014,132.05,-0.10%,59.0,93,1.5,132.18,127.32,114.76,92.62,65.52,134.14,17.0,-3.71,56.333333333333336,True
394,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,105630.73,19.3,15.05,1.44,0.79,2.96,19.24,12.55,1.05%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.40%,0.84%,1.78,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,6.55%,-0.15%,17.35%,11.71%,38.10%,33.93%,1.05,9.24,2.00%,2.08%,2.89%,4.34%,11.83%,-2.24%,18.35%,-2.24%,50.34%,60.01,-0.07%,-0.16%,1.9,1144.96,0.74,430.04,-0.22%,842432,10/20/2021 8:30:00 AM,468.78,10/30/2001,423.0,-1.64%,72.0,76,1.08,430.04,417.62,413.22,385.15,286.04,439.9,13.0,9.01,53.666666666666664,True
438,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,767.62,,,,1.65,0.7,14.06,7.04,4.91%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.54,0.90%,-0.06%,53.10%,5.71%,1.61%,2.3,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,5.16%,2.30%,23.36%,34.78%,78.92%,92.70%,1.15,0.5,2.52%,3.30%,3.00%,8.85%,27.16%,-2.06%,19.13%,-2.06%,102.56%,59.62,1.78%,0.07%,2.3,361.22,1.84,14.26,1.86%,666424,11/8/2021 4:30:00 PM,14.18,4/1/2011,14.15,-0.77%,59.0,93,1.46,14.26,13.87,13.14,11.24,7.04,14.56,13.0,-0.56,55.0,True
448,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5549.22,109.4,47.67,6.78,3.79,9.52,37.96,53.67,,0.00%,0.42,-56.00%,19.92%,32.00%,16.14%,5.20%,-16.00%,11.00%,121.25,119.12,0.40%,-25.20%,,-0.80%,1.58%,2.25,2.80%,9.60%,3.70%,1.7,1.3,1.26,1.3,31.50%,4.20%,3.50%,-0.55%,1.78%,21.65%,36.96%,92.00%,69.09%,1.84,1.63,2.39%,4.00%,-1.63%,6.38%,31.48%,-7.61%,23.70%,-7.61%,107.36%,51.29,-1.32%,-0.06%,2.2,834.47,0.61,45.62,-1.38%,505136,11/16/2021 8:30:00 AM,47.8,11/2/2017,45.6,-0.03%,63.0,94,1.57,45.62,46.39,43.04,34.79,22.0,49.38,13.0,4.78,56.666666666666664,True
456,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2713.78,16.56,11.92,0.71,0.75,2.83,5.79,12.43,0.30%,4.80%,6.41,78.10%,14.49%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.15,0.70%,-4.67%,92.60%,-0.45%,5.35%,3.37,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,3.22%,-3.98%,56.20%,78.96%,137.34%,148.63%,1.53,5.08,4.20%,4.28%,-1.29%,7.00%,38.90%,-9.16%,32.15%,-9.16%,157.38%,53.18,-2.31%,0.68%,1.9,399.07,1.02,106.09,-1.65%,408642,11/2/2021 8:30:00 AM,127.56,5/13/1992,106.09,0.00%,72.0,97,1.98,106.09,107.22,99.58,76.6,41.22,116.79,25.0,20.24,64.66666666666667,True
519,ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA,6588.55,30.29,21.52,3.03,1.66,3.59,9.7,19.79,,0.00%,4.13,14.80%,10.16%,22.80%,10.00%,13.90%,40.90%,18.70%,52.7,50.52,0.80%,-30.92%,99.40%,0.16%,1.11%,2.43,11.10%,22.40%,9.20%,2.4,2.4,0.56,0.56,27.90%,8.50%,9.60%,0.40%,-2.50%,12.73%,22.08%,49.71%,49.67%,2.05,3.03,1.54%,2.37%,-0.30%,2.13%,16.30%,-4.56%,10.51%,-4.56%,57.24%,51.21,-0.35%,-0.93%,2.1,231.54,0.66,125.02,-1.28%,153139,10/27/2021 4:30:00 PM,124.8,9/22/1992,125.02,0.00%,66.0,82,1.17,125.02,125.29,122.6,107.64,79.51,131.0,18.0,-0.18,55.333333333333336,True
520,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,5933.43,37.21,18.57,3.92,2.81,2.16,28.25,15.41,1.15%,31.20%,2.8,131.20%,17.06%,21.30%,9.50%,-6.90%,71.60%,8.70%,57.0,56.55,0.10%,-1.90%,95.34%,-1.96%,6.74%,8.41,3.30%,7.30%,4.60%,1.8,1.3,0.58,0.72,31.80%,8.40%,10.50%,0.42%,2.82%,13.18%,12.83%,37.76%,31.50%,1.24,2.38,1.43%,2.17%,-0.91%,4.68%,13.91%,-5.95%,17.72%,-5.95%,39.95%,54.19,-0.72%,-0.10%,2.0,452.98,0.71,104.15,-0.83%,319510,11/9/2021 4:30:00 PM,124.0,5/8/1950,104.15,0.00%,69.0,77,1.09,104.15,105.0,99.75,91.53,74.42,110.74,13.0,19.06,53.0,True
555,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1182.69,13.19,22.34,0.66,4.89,5.75,6.31,22.07,1.32%,0.00%,1.15,195.10%,13.90%,18.50%,20.00%,2.80%,,15.50%,77.15,63.91,1.60%,-76.31%,87.90%,1.66%,1.69%,1.13,29.40%,64.70%,14.10%,2.6,2.4,0.0,0.0,78.20%,12.10%,38.00%,2.64%,-6.75%,5.41%,47.33%,91.07%,54.06%,1.04,0.79,3.98%,5.05%,-3.39%,1.42%,25.92%,-20.26%,19.79%,-20.26%,96.00%,47.83,-2.32%,-0.45%,1.7,956.32,1.1,15.19,-2.75%,1054421,10/28/2021 4:30:00 PM,19.67,3/21/2014,15.33,0.92%,78.0,93,1.46,15.19,15.66,15.01,12.09,8.01,19.05,15.0,29.49,62.0,True
568,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,5109.46,8.98,12.81,0.35,1.75,5.84,8.87,10.05,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.53,0.90%,-14.35%,96.60%,-1.10%,2.25%,2.37,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,1.25%,5.37%,26.20%,49.26%,152.15%,167.11%,2.43,4.76,3.53%,4.43%,0.62%,10.01%,31.12%,-7.33%,31.48%,-7.33%,176.95%,55.49,-0.38%,-0.02%,2.2,431.49,1.07,109.81,-0.40%,462218,11/18/2021 8:30:00 AM,126.25,6/10/2016,110.0,0.17%,63.0,97,1.99,109.81,109.41,100.23,83.95,39.65,118.49,15.0,14.97,58.333333333333336,True
631,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,253282.92,46.06,20.0,3.13,9.55,10.5,22.81,35.84,2.32%,99.40%,13.5,-2.10%,11.26%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.02%,82.30%,0.03%,1.15%,2.52,7.60%,24.00%,7.20%,2.4,2.2,1.65,1.66,60.30%,28.20%,21.80%,10.03%,11.93%,23.87%,32.06%,53.19%,41.98%,0.96,15.79,2.57%,2.27%,9.38%,15.62%,27.08%,-3.58%,31.49%,-3.58%,56.09%,71.04,-1.88%,0.30%,2.0,1826.67,1.45,621.66,-1.59%,2643703,12/9/2021 4:30:00 PM,653.93,8/6/2009,621.84,0.03%,69.0,83,1.18,621.66,571.27,540.36,489.85,406.0,644.75,13.0,5.19,55.0,True
633,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,1424.78,43.41,20.56,2.89,3.61,,28.21,23.24,,0.00%,0.72,41.00%,24.47%,32.00%,15.00%,-6.50%,78.30%,12.40%,45.56,41.97,6.30%,-5.37%,76.80%,0.26%,3.18%,3.35,12.40%,-25.40%,40.00%,1.0,0.8,,,64.00%,12.10%,8.40%,-3.47%,-9.34%,21.90%,-14.32%,128.52%,96.41%,1.22,1.81,4.30%,4.79%,-6.67%,0.39%,7.46%,-14.32%,19.29%,-23.00%,136.85%,44.8,-4.09%,-0.37%,2.4,398.5,0.42,31.17,-4.45%,168941,11/9/2021 4:30:00 PM,42.5,3/12/1993,31.17,0.00%,56.0,96,1.75,31.17,33.27,31.09,29.06,13.49,40.48,39.0,36.35,63.666666666666664,True
645,AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA,24271.54,49.86,25.4,2.09,3.34,7.44,17.02,27.99,,97.80%,0.79,110.70%,11.09%,,23.83%,58.60%,332.90%,14.30%,588.5,571.43,0.50%,-24.69%,94.60%,5.01%,2.68%,3.7,4.30%,21.80%,6.30%,2.7,2.1,1.79,1.8,33.50%,11.50%,6.40%,2.78%,1.71%,-6.71%,17.94%,45.63%,39.22%,,1.17,2.51%,3.04%,-0.01%,0.29%,9.79%,-6.02%,7.37%,-11.67%,49.92%,50.0,-0.20%,-0.20%,1.6,4135.26,0.63,39.19,-0.41%,2610011,10/28/2021 4:30:00 PM,45.37,5/17/2019,39.19,0.00%,81.0,80,1.14,39.19,39.25,39.03,35.75,26.14,44.37,15.0,15.77,58.666666666666664,True
684,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41767.68,20.65,18.0,1.48,2.86,,35.66,14.42,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-77.85%,93.50%,0.03%,2.10%,2.5,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,5.64%,5.26%,27.01%,41.56%,71.91%,67.54%,0.85,48.01,3.73%,2.31%,5.06%,9.48%,26.32%,-2.10%,21.52%,-2.10%,78.65%,64.13,-0.76%,-0.08%,2.2,175.27,0.97,1986.1,-0.84%,169788,12/7/2021 8:30:00 AM,2148.53,4/2/1991,1986.1,0.00%,63.0,90,1.35,1986.1,1895.4,1820.34,1576.35,1111.71,2028.66,17.0,8.18,56.666666666666664,True
770,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,5476.42,58.27,39.74,2.43,7.14,6.04,60.85,49.97,0.35%,20.00%,2.86,6.20%,15.56%,6.60%,24.00%,5.00%,15.50%,13.00%,32.19,32.13,0.77%,-8.23%,91.10%,1.31%,1.31%,3.7,8.00%,10.90%,9.00%,2.9,2.1,0.12,0.12,30.80%,16.00%,12.20%,2.31%,2.08%,21.05%,25.05%,49.19%,44.69%,0.56,3.58,1.62%,2.18%,1.06%,5.00%,20.78%,-4.35%,14.82%,-4.35%,56.84%,57.77,1.28%,-0.21%,2.0,113.56,1.4,166.71,1.07%,159222,10/29/2021 8:30:00 AM,166.33,6/3/1986,166.71,0.00%,69.0,83,1.18,166.71,165.03,159.12,138.27,106.29,174.29,28.0,-0.23,60.0,True
819,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1200.74,34.73,,4.57,5.02,4.65,100.9,26.33,4.35%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-10.63%,46.50%,-0.08%,0.96%,4.33,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,-3.07%,-1.42%,13.91%,7.29%,53.06%,59.72%,1.07,1.6,2.28%,2.87%,-2.15%,2.96%,12.46%,-7.09%,14.95%,-7.09%,70.66%,49.04,0.06%,-0.92%,2.3,28.77,1.4,50.6,-0.86%,40171,11/4/2021 4:30:00 PM,54.33,8/19/1993,50.6,0.00%,59.0,83,1.19,50.6,51.71,49.24,45.06,29.65,54.46,14.0,7.37,52.0,True
887,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9576.55,22.18,19.82,4.26,0.59,15.88,113.06,18.72,,0.00%,3.0,124.70%,5.00%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.90%,-13.31%,98.70%,-3.36%,5.51%,5.71,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-2.55%,8.76%,15.74%,40.55%,77.28%,78.51%,0.44,2.66,3.92%,4.38%,0.69%,8.20%,28.64%,-10.18%,26.59%,-10.18%,84.50%,54.55,-1.04%,-0.24%,2.2,1307.65,0.69,66.55,-1.28%,908073,11/18/2021 8:30:00 AM,78.21,6/28/2018,66.55,0.00%,63.0,91,1.4,66.55,66.3,61.77,51.87,36.07,74.09,18.0,17.52,57.333333333333336,True
922,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,9285.78,28.81,20.14,1.27,2.95,5.77,28.32,26.11,,0.00%,9.54,33.50%,28.02%,28.80%,22.63%,11.00%,36.80%,21.30%,32.76,32.55,0.10%,-19.75%,97.80%,-0.53%,3.10%,4.77,10.70%,21.90%,13.60%,1.8,1.5,0.43,0.45,28.30%,14.20%,10.10%,-1.14%,4.13%,25.67%,46.89%,65.59%,49.33%,1.54,8.06,2.31%,3.06%,0.05%,9.22%,25.81%,-3.21%,37.36%,-3.21%,65.80%,55.6,-1.67%,0.27%,2.1,211.56,0.98,274.89,-1.40%,207562,11/2/2021 8:30:00 AM,295.78,6/17/2015,274.89,0.00%,66.0,87,1.25,274.89,275.04,253.05,218.87,167.82,284.01,20.0,7.6,57.666666666666664,True
925,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,15290.53,10.5,12.55,0.56,0.86,2.86,68.05,18.66,,0.00%,7.38,40.30%,-31.30%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.53,1.00%,-0.50%,,-1.03%,4.29%,3.7,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,5.53%,14.79%,48.04%,78.60%,116.49%,89.76%,2.25,3.08,4.27%,3.60%,7.25%,20.69%,50.48%,-4.33%,50.87%,-4.33%,119.38%,66.61,-3.20%,0.54%,1.5,2180.7,1.46,77.44,-2.68%,3181538,11/4/2021 8:30:00 AM,91.07,6/22/2005,77.5,0.08%,84.0,96,1.71,77.44,72.68,64.66,51.63,35.32,80.95,16.0,17.6,65.33333333333333,True
1002,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,3469.47,26.12,23.59,1.48,2.94,7.07,87.83,27.78,,0.00%,4.41,22.80%,-8.80%,40.60%,17.60%,9.40%,533.00%,69.50%,29.55,29.49,0.60%,-35.26%,,-1.67%,5.71%,4.24,13.90%,31.60%,13.20%,1.6,0.3,0.14,0.14,36.80%,15.10%,11.20%,-5.11%,-3.25%,35.15%,56.31%,187.73%,165.57%,2.85,5.95,6.33%,4.56%,-8.09%,3.18%,34.55%,-14.39%,32.23%,-14.39%,193.19%,43.6,-11.92%,0.67%,2.1,397.28,2.19,115.15,-11.33%,870236,10/27/2021 4:30:00 PM,132.1,10/30/2014,115.2,0.04%,66.0,98,2.27,115.15,125.07,112.09,85.83,39.46,134.5,13.0,14.72,59.0,True
1035,BRKR,Bruker Corporation,Healthcare,Medical Devices,USA,12621.27,45.86,35.26,2.29,5.34,11.39,18.84,54.85,0.20%,9.00%,1.76,-18.90%,10.02%,11.20%,20.05%,4.10%,62.00%,19.10%,151.4,102.19,25.60%,-0.73%,70.10%,-0.51%,2.50%,2.47,8.80%,27.00%,10.20%,2.2,1.4,0.67,0.77,50.00%,17.00%,11.40%,2.74%,-1.56%,-5.82%,7.34%,49.71%,49.44%,1.24,2.85,2.47%,3.47%,-0.76%,1.16%,6.93%,-7.26%,9.03%,-12.41%,53.23%,49.6,0.42%,-0.36%,2.3,1034.86,0.64,80.89,0.06%,658644,11/1/2021 4:30:00 PM,88.27,8/4/2000,80.89,0.00%,59.0,83,1.18,80.89,81.43,80.02,75.74,52.79,92.35,13.0,9.12,51.666666666666664,True
