date,AZO,COST,DRE,IT,LOW,PKI,ZTS,portfolio
2022-01-24,248.82740257439528,795.2229907507548,80.82740350312037,236.9566797516272,257.99608939187016,164.87106977990186,457.0901456748656,2241.791781426535
2022-01-25,243.6303737368585,776.387499505483,80.71402052971936,229.17178004066201,255.39779446948472,159.89965450616586,446.07811104035505,2191.2792338287286
2022-01-26,237.41767029313388,786.3908061132075,80.01955525202158,230.1789480711125,253.27698738579164,157.63647746427674,433.7181406725438,2178.638585252088
2022-01-27,240.70192871567215,784.8455585002877,78.37550757209044,228.8250393246731,250.86745451048847,155.15550913233395,428.73761818909026,2167.508615944636
2022-01-28,246.18158139161284,800.9647298009977,81.05416401553904,237.4272474398668,260.92748384263155,160.439400650925,446.19235056339926,2233.186957704972
2022-01-31,250.62156338832844,821.6220049409619,81.89035800998808,242.619943488199,263.54797410490363,163.03401115737003,456.4504113180197,2279.786266407771
2022-02-01,253.80361517371966,826.9571051076507,81.08250975888929,244.14718480210217,264.65835104751034,165.0320472072546,454.3485365658368,2290.029349662964
2022-02-02,260.44151732626267,849.0945517403761,83.42102271651821,247.99423563337407,265.5022314244087,175.29683260943204,461.88789189365,2343.638283344022
2022-02-03,256.1504249560239,848.687912856822,83.33598548646746,239.3507602586592,259.95034671137523,177.96719974917843,459.032078122585,2324.4747081411115
2022-02-04,254.70322148311124,845.434801788389,81.74863472762014,243.23910354313935,254.35405437556076,173.24198269684655,455.8792485638067,2308.601047178474
2022-02-07,251.90221131963355,839.1237583734631,81.22424391002384,243.41246130429028,252.0777782546155,172.80640011673924,457.6613084290786,2298.2081617078443
2022-02-08,254.4899983540178,847.6794563677735,80.91244073317111,249.85997932757422,257.34095411904644,174.9370066626261,459.90025666451135,2325.1200922287203
2022-02-09,253.0137932087501,860.171390957308,82.96749625729754,250.05810248317525,259.4506804758037,179.21714807589984,462.1620388601497,2347.040650318384
2022-02-10,244.71546445420094,843.3364816119241,79.29674423097353,240.33316289465952,252.49970997156092,174.52035240401884,455.49086207426285,2290.1927776416005
2022-02-11,245.92292282255804,829.0065809650949,78.24795172701432,238.37662115203793,250.84525917060176,170.9693414942074,454.3485365658368,2267.717213897351
2022-02-14,242.83044816218901,823.947967441643,77.31255306522273,238.2362671210291,250.88966679338273,171.51856624881694,448.77398250695666,2253.5094513392405
2022-02-15,244.00385305334117,835.9193923469795,76.92791284885247,245.1791182270028,253.27698738579164,171.28183218816287,451.81257254269076,2278.4016685928214
2022-02-16,243.1925609177593,833.4470954433789,76.74271449999642,246.20281331621143,252.0666636416646,172.26663952287973,445.7125585110169,2269.6310458529074
2022-02-17,238.85729605877168,837.692381561187,75.51756538882819,236.51914098721684,248.49124853103044,168.3842095976128,441.09758855690154,2246.5594306815483
2022-02-18,242.25132342388787,833.886197929209,75.38935198337143,237.94734591700666,247.2698440599676,169.70045039688554,437.0994492774105,2243.5439629877387
2022-02-22,233.5315848141578,816.8236462596088,75.16141764415757,232.63906123211575,238.2757840476503,166.72707117303412,434.3121722479704,2197.4707374186946
2022-02-23,226.38773208441756,805.5679097604104,74.34940122105924,225.84482768652998,238.83097251895364,164.1703317586896,427.36681363457586,2162.517988664636
2022-02-24,226.44955508645316,822.353925148238,74.6770564940302,232.30060923919302,236.965547388018,168.53570841511512,436.2541046956898,2197.536506466737
2022-02-25,235.26392262605538,841.7262075173811,76.78545592473755,236.55216991104606,243.37241014789325,173.47871675750065,444.8444148300985,2252.023297714713
2022-02-28,235.10747069414762,844.5889611419336,75.50332187017001,231.49982789372268,245.45992422175624,170.07921911429193,442.4226554689887,2244.6613804050107
2022-03-01,229.26193181084324,850.5746735946019,75.31812352131396,226.5795511843419,245.9484927873844,167.79709930180238,439.88669144584264,2235.36656364613
2022-03-02,237.0479952321327,858.8213220663282,75.91645455823992,234.4387722723446,253.8987957627702,167.9012628664542,447.95154160745756,2275.976144365727
2022-03-03,237.87820083221376,867.0354076587075,77.14160366940816,230.38533475609262,251.25609321760385,169.50158742833193,447.4945835152808,2280.6928110776385
2022-03-04,238.63649522240334,854.754933230787,78.22429042207817,222.76552927689923,248.80216966252726,167.06795434923967,449.7106977905079,2259.9620699544425
2022-03-07,234.71760381559076,859.6671627127836,77.66870080989334,212.58654905890208,246.7923731642828,163.1192319514214,429.72000139305277,2224.2716229059265
2022-03-08,233.30699512415202,851.2740805610665,76.42930818006694,223.26086235958894,247.90275010688947,156.53802795505763,414.4128465523459,2203.1248708391677
2022-03-09,237.77853549933573,858.2520673401809,77.45500998933765,233.79484682295413,250.81194921776418,163.42225848462684,433.12414395812516,2254.638811312325
2022-03-10,235.67650722459294,866.4986165348361,77.65445185685186,232.05293010100462,248.9131971909834,163.19498858472275,432.3016681976181,2256.29235969061
2022-03-11,235.25887082120542,857.8778920589027,76.40081570836729,231.01273314672494,246.73686787155847,157.08725270966718,423.32297157366554,2227.697403890091
