,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp500
263,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16847.81,86.5,16.0,83,1.36,119.49,133.75,11.93,-0.93%,5.64%,24.86%,27.35%,72.15%,64.79%,118.17,,97.23,66.63,124.69,61.833333333333336,True
264,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,44534.34,84.0,27.0,87,1.47,183.07,222.39,21.48,-2.03%,-3.91%,25.97%,15.34%,101.46%,60.38%,187.55,,158.84,92.03,196.64,66.0,True
267,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20600.14,86.5,18.0,79,1.28,99.58,118.62,19.12,-1.10%,-0.87%,9.49%,12.81%,74.79%,55.75%,100.55,,88.1,57.2,103.46,61.166666666666664,True
277,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,153538.56,79.0,16.0,79,1.28,81.81,91.54,11.89,0.29%,1.26%,12.99%,15.54%,78.09%,54.45%,81.93,,70.88,46.25,84.49,58.0,True
283,SIVB,SVB Financial Group,Financial,Banks - Regional,43787.33,74.0,21.0,90,1.66,754.65,808.33,7.11,0.80%,8.35%,32.87%,29.98%,116.24%,92.87%,736.8,,580.73,337.83,763.22,61.666666666666664,True
285,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,45922.19,84.0,20.0,78,1.26,32.89,39.66,20.58,-4.61%,-3.76%,20.34%,-1.06%,81.78%,49.89%,33.41,,29.79,19.27,36.87,60.666666666666664,True
306,TGT,Target Corporation,Consumer Defensive,Discount Stores,127013.2,84.0,15.0,77,1.25,266.39,284.29,6.72,4.34%,7.58%,3.80%,28.05%,62.29%,49.74%,257.9,,227.45,160.51,268.98,58.666666666666664,True
314,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,21602.24,81.5,14.0,75,1.2,89.28,96.33,7.9,-2.09%,2.80%,-1.46%,15.70%,50.25%,30.76%,87.2,,81.98,56.01,96.49,56.833333333333336,True
321,TXT,Textron Inc.,Industrials,Aerospace & Defense,16843.1,79.0,18.0,79,1.28,75.73,86.0,13.56,0.67%,3.54%,6.13%,15.35%,75.90%,58.43%,75.13,,65.43,44.34,78.13,58.666666666666664,True
328,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27784.17,74.0,41.0,83,1.37,381.67,391.47,2.57,-2.16%,10.00%,11.36%,15.98%,85.41%,65.71%,377.06,,329.31,209.16,414.99,66.0,True
344,WFC,Wells Fargo & Company,Financial,Banks - Diversified,202188.95,76.5,27.0,88,1.54,50.37,52.0,3.24,0.41%,5.58%,4.87%,9.01%,112.21%,69.25%,50.76,,44.49,24.52,52.57,63.833333333333336,True
352,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,31209.85,76.5,19.0,83,1.36,605.0,624.5,3.22,-1.01%,14.53%,4.99%,23.71%,70.81%,53.71%,564.44,,518.67,333.06,614.1,59.5,True
