no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
690,AXP,American Express Company,Financial,Credit Services,USA,146752.82,19.26,16.95,0.56,3.43,6.66,6.88,12.6,0.89%,17.20%,9.99,166.10%,17.14%,12.30%,34.57%,3.50%,24.50%,28.80%,768.0,758.29,0.10%,-39.00%,87.00%,-2.10%,1.33%,2.34,4.20%,32.80%,5.50%,,,1.74,5.65,68.60%,25.00%,18.50%,0.05%,21.23%,10.89%,19.94%,40.53%,17.63%,1.11,4.99,1.81%,2.95%,3.50%,10.57%,13.74%,-3.56%,25.90%,-3.56%,48.61%,61.32,-1.30%,0.05%,4313.49,0.79,192.44,-1.25%,3419521,1/25/2022 8:30:00 AM,196.6,4/4/1972,193.02,0.30%,56.0,92,1.24,192.44,187.61,174.53,169.36,133.79,199.55,12.0,2.16,53.333333333333336,True
791,BCOR,"Blucora, Inc.",Financial,Asset Management,USA,980.2,134.76,9.21,8.98,1.11,2.69,5.28,12.81,,,0.15,-831.20%,12.27%,47.75%,15.00%,45.00%,-4.60%,-0.70%,48.71,47.6,1.90%,8.42%,95.60%,3.52%,2.61%,3.18,-1.60%,-5.00%,-34.70%,2.1,2.1,1.54,1.54,45.80%,6.40%,-2.00%,8.91%,24.51%,13.20%,22.89%,22.89%,14.38%,1.57,0.75,5.03%,4.37%,15.29%,15.63%,18.38%,-3.13%,31.19%,-3.13%,39.41%,77.26,1.90%,-0.46%,390.45,1.02,19.81,1.43%,398855,2/16/2022 8:30:00 AM,23.67,12/15/1998,19.81,0.00%,69.0,83,1.08,19.81,17.37,17.18,16.76,14.21,20.45,15.0,19.49,55.666666666666664,True
794,BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3262.09,,,,28.61,,16.34,,,,-1.28,-16.00%,18.00%,-13.10%,22.40%,-18.10%,-25.70%,572.10%,179.11,178.0,1.20%,-14.41%,67.30%,14.79%,14.06%,6.77,-78.10%,261.10%,-69.30%,1.9,1.8,,,93.90%,,,-0.28%,28.81%,49.29%,17.39%,60.05%,28.16%,2.27,1.0,5.38%,6.16%,7.57%,20.36%,19.73%,-11.21%,60.92%,-11.21%,92.31%,58.28,-1.83%,-3.52%,3697.26,1.1,17.75,-5.28%,4051853,2/23/2022 8:30:00 AM,20.64,3/4/1994,17.6,-0.85%,66.0,95,1.36,17.75,16.67,14.87,14.85,9.23,19.99,12.0,16.28,57.666666666666664,True
881,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,USA,8866.69,,,,28.83,,17.04,,,,-13.76,-19.70%,52.40%,,,,19.70%,666.70%,65.39,56.14,6.20%,-3.40%,97.70%,5.19%,6.62%,5.84,-94.40%,202.60%,-198.10%,2.0,1.9,,,78.60%,,,-2.71%,21.82%,17.89%,6.36%,65.76%,-2.69%,1.02,6.3,3.49%,5.21%,1.58%,5.35%,12.67%,-6.77%,36.61%,-11.49%,114.32%,52.23,-2.83%,-1.15%,635.85,0.57,134.1,-3.95%,361037,2/25/2022 8:30:00 AM,159.3,5/4/2017,134.1,0.00%,75.0,96,1.41,134.1,132.78,127.93,119.33,62.57,151.51,7.0,18.79,59.333333333333336,True
935,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,29708.82,,16.58,,1.45,1.55,6.07,32.08,2.52%,,-0.36,98.20%,35.61%,46.90%,50.90%,15.80%,-56.50%,-0.20%,899.0,818.52,0.10%,-98.95%,88.90%,4.85%,8.21%,7.73,-0.60%,-1.30%,2.90%,1.7,1.2,0.4,0.41,19.70%,7.00%,-1.10%,0.21%,4.99%,26.83%,32.90%,19.62%,18.87%,1.47,1.18,3.71%,4.37%,2.80%,8.95%,17.47%,-5.00%,25.63%,-5.00%,52.53%,57.51,-3.83%,2.16%,8691.53,1.76,28.6,-1.75%,15259494,1/20/2022 8:30:00 AM,32.41,10/3/1961,28.6,0.00%,69.0,78,1.03,28.6,27.9,26.33,24.37,18.75,30.11,3.0,13.32,50.0,True
1046,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,7162.45,7.81,8.79,1.56,3.37,1.2,0.39,11.16,2.01%,16.70%,11.45,-14.70%,7.39%,-7.40%,5.00%,5.50%,54.00%,3.30%,80.13,78.59,1.40%,-7.39%,87.40%,0.49%,2.07%,2.95,1.20%,13.90%,22.90%,,,0.12,0.13,,92.30%,38.80%,-2.45%,1.20%,7.73%,18.12%,34.18%,9.01%,1.06,2.8,2.36%,3.16%,-1.96%,2.20%,11.40%,-10.11%,20.01%,-10.11%,42.02%,46.41,-0.39%,-0.17%,552.29,0.8,89.43,-0.56%,439195,1/27/2022 8:30:00 AM,112.08,11/4/1982,89.43,0.00%,75.0,89,1.17,89.43,91.2,87.71,80.33,64.35,99.49,50.0,25.33,71.33333333333333,True
1246,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,USA,434.5,15.06,11.9,,3.34,1.07,,,,,1.09,176.40%,3.80%,,,,,20.30%,26.46,25.36,2.99%,1.22%,38.18%,,0.46%,1.86,,,,,,,,,,,5.19%,7.25%,6.28%,34.92%,38.22%,6.69%,,0.42,2.46%,2.79%,4.85%,6.30%,16.20%,-0.24%,15.76%,-0.24%,63.87%,63.41,0.67%,-0.18%,62.74,1.4,16.42,0.49%,87848,,18.5,2/28/2007,16.42,0.00%,69.0,92,1.23,16.42,15.7,15.48,14.14,10.02,16.7,42.0,12.67,67.66666666666667,True
1281,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,4087.78,43.05,11.24,3.63,1.13,5.19,22.84,,2.04%,81.90%,1.69,199.60%,11.62%,13.30%,11.86%,7.20%,-252.90%,29.80%,56.8,56.15,1.10%,-4.56%,92.40%,-0.51%,2.15%,2.96,3.10%,11.30%,15.60%,1.2,0.8,0.9,1.65,22.30%,7.00%,2.70%,4.16%,30.54%,22.54%,36.50%,44.17%,29.22%,1.46,2.28,2.85%,3.74%,12.87%,21.73%,27.82%,-3.01%,42.14%,-3.01%,52.60%,71.11,-1.34%,-0.66%,408.03,1.15,72.62,-2.00%,467958,1/31/2022 4:30:00 PM,77.33,8/23/1968,72.62,0.00%,69.0,93,1.27,72.62,65.18,59.99,56.86,47.59,74.87,8.0,6.49,56.666666666666664,True
1348,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,979.71,44.86,5.58,,0.77,1.44,6.54,5.67,,0.00%,0.63,357.60%,-25.52%,-8.20%,,1.10%,511.80%,12.10%,34.48,33.66,2.00%,0.00%,86.00%,4.93%,4.82%,3.61,1.30%,5.80%,10.00%,0.9,0.7,0.91,1.0,91.90%,9.10%,2.70%,-11.05%,36.58%,23.32%,31.65%,148.06%,23.65%,2.38,1.73,5.59%,6.50%,9.41%,15.82%,24.23%,-11.56%,46.94%,-22.50%,224.62%,57.79,-3.87%,1.42%,448.49,0.71,28.08,-2.50%,318659,2/8/2022 8:30:00 AM,33.33,11/14/2017,28.08,0.00%,69.0,99,2.08,28.08,26.04,24.38,22.68,8.65,36.23,31.0,18.7,66.33333333333333,True
1375,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,16465.57,17.39,12.44,0.28,2.52,5.4,21.75,27.96,1.63%,56.60%,4.25,-33.80%,-51.56%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.09%,92.20%,-2.28%,2.07%,1.35,3.80%,15.00%,8.90%,1.8,1.4,1.18,1.18,36.50%,13.60%,7.00%,3.32%,11.86%,13.25%,64.80%,57.93%,4.31%,1.02,4.21,7.04%,6.11%,1.80%,6.12%,28.48%,-4.45%,26.29%,-4.45%,70.96%,53.95,-2.68%,3.53%,3256.96,1.42,73.83,0.76%,4611823,2/15/2022 4:30:00 PM,76.79,8/11/2005,73.65,-0.24%,66.0,96,1.42,73.83,72.8,69.88,57.56,43.19,77.27,14.0,4.01,58.666666666666664,True
1377,CFB,"CrossFirst Bankshares, Inc.",Financial,Banks - Regional,USA,826.5,12.08,11.55,,4.28,1.26,2.61,10.15,,0.00%,1.33,-58.80%,6.97%,,,,167.20%,-2.50%,50.99,44.05,0.50%,-3.71%,49.50%,2.25%,0.85%,3.55,0.80%,6.90%,15.10%,,,0.0,0.0,,68.20%,22.60%,0.81%,7.25%,8.91%,19.22%,26.81%,3.33%,,0.4,1.74%,2.67%,1.51%,3.66%,12.31%,-2.21%,13.19%,-2.21%,36.58%,56.56,0.25%,0.12%,105.2,1.0,16.13,0.37%,104836,1/24/2022 4:30:00 PM,18.0,8/15/2019,16.13,0.00%,56.0,87,1.13,16.13,15.92,15.59,14.37,11.81,16.5,13.0,11.59,52.0,True
1382,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,22576.0,10.3,10.5,,4.65,1.06,1.43,,2.94%,34.70%,5.16,-41.70%,19.54%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,96.90%,-0.78%,3.08%,2.75,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,-0.99%,4.96%,7.10%,24.11%,19.53%,12.44%,1.45,1.56,2.35%,2.86%,-0.48%,3.65%,11.35%,-6.79%,21.97%,-6.79%,34.32%,49.59,-0.64%,0.41%,4754.22,0.75,53.13,-0.23%,3560430,1/19/2022 8:30:00 AM,60.58,9/24/2014,53.13,0.00%,69.0,78,1.03,53.13,53.49,51.38,47.73,39.56,57.0,12.0,14.02,53.0,True
1429,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,7924.84,27.07,6.84,4.97,2.01,2.15,9.33,10.84,2.64%,9.20%,2.45,,3.05%,,5.45%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,16.90%,13.53%,10.9,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,-2.10%,5.25%,7.47%,26.99%,51.97%,2.84%,,2.78,3.96%,3.95%,-1.40%,0.31%,11.10%,-9.92%,12.78%,-9.92%,65.87%,48.0,-0.93%,1.81%,1291.14,1.54,66.35,0.87%,1994419,2/23/2022 4:30:00 PM,98.82,2/10/2021,66.35,0.00%,69.0,95,1.33,66.35,67.42,66.21,59.81,40.0,73.66,29.0,48.94,64.33333333333333,True
1566,CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,1774.79,6.38,3.37,,2.82,1.1,6.26,,3.28%,18.90%,2.2,-130.60%,73.37%,-16.10%,,-1.30%,506.10%,100.40%,123.31,54.76,77.90%,0.00%,25.80%,-6.70%,1.46%,1.29,7.40%,18.60%,2.10%,1.1,1.0,1.43,1.61,73.10%,47.30%,42.90%,0.29%,15.85%,15.19%,11.97%,41.72%,10.91%,1.32,0.52,3.89%,3.92%,4.93%,9.53%,10.69%,-3.44%,24.82%,-16.09%,52.83%,60.79,2.26%,-1.51%,621.79,1.45,14.03,0.72%,900958,,18.5,11/4/2010,14.03,0.00%,91.0,94,1.28,14.03,13.48,12.84,12.69,9.18,16.72,16.0,31.86,67.0,True
1597,CNR,"Cornerstone Building Brands, Inc.",Industrials,Building Products & Equipment,USA,2758.38,4.51,8.88,0.13,0.52,2.5,4.06,,,0.00%,4.89,508.30%,26.46%,-49.80%,34.70%,22.30%,1933.50%,17.70%,126.16,54.54,1.70%,-9.11%,93.30%,0.33%,3.68%,1.91,11.20%,99.30%,-6.70%,2.5,1.8,2.71,2.74,21.70%,20.30%,11.70%,-1.69%,55.35%,31.54%,41.14%,91.83%,26.49%,1.84,1.1,3.04%,5.89%,27.61%,32.26%,35.04%,-4.71%,62.92%,-4.71%,102.94%,71.79,-0.27%,-1.29%,1052.84,2.12,22.06,-1.56%,2235607,3/1/2022 4:30:00 PM,23.91,4/3/1992,22.0,-0.27%,69.0,98,1.67,22.06,17.63,16.79,16.37,10.87,23.15,17.0,8.39,61.333333333333336,True
1610,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10316.28,25.29,14.38,1.62,1.85,3.83,56.68,28.26,0.51%,0.00%,7.69,141.20%,11.77%,,15.60%,28.60%,88.80%,12.70%,51.56,42.23,0.60%,-14.14%,85.20%,0.81%,1.72%,2.68,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,-3.83%,14.52%,4.45%,18.58%,72.95%,8.89%,,6.67,2.52%,3.74%,-1.03%,6.64%,13.85%,-6.71%,26.13%,-6.71%,84.50%,51.71,-0.55%,-0.82%,271.18,0.63,194.5,-1.37%,171806,1/18/2022 4:30:00 PM,215.67,11/24/2020,193.01,-0.77%,100.0,97,1.54,194.5,197.47,182.86,171.02,106.8,208.48,15.0,10.88,70.66666666666667,True
1648,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3777.37,3.02,6.82,,1.14,1.2,5.17,,,0.00%,16.45,8.30%,30.02%,21.80%,-8.54%,240.20%,80.90%,-0.30%,78.94,74.96,1.60%,-7.83%,85.80%,-3.59%,3.30%,2.65,5.90%,46.20%,6.10%,,,3.15,3.98,,51.00%,41.80%,-1.64%,17.85%,18.98%,30.21%,61.10%,19.32%,1.49,1.71,2.63%,3.86%,14.59%,16.88%,26.52%,-5.14%,32.51%,-5.14%,71.21%,67.65,-2.01%,-1.11%,933.3,1.54,49.65,-3.10%,1440325,2/11/2022 8:30:00 AM,59.14,3/28/2012,49.65,0.00%,66.0,96,1.43,49.65,43.73,42.64,39.33,30.0,52.34,18.0,19.11,60.0,True
1649,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,117820.43,14.47,11.28,8.15,2.57,2.54,21.52,12.65,1.73%,32.50%,6.07,342.80%,-13.67%,32.60%,1.78%,13.70%,376.60%,175.40%,1318.95,1317.17,0.10%,-19.84%,78.80%,-1.93%,1.30%,2.09,9.30%,18.30%,10.80%,1.3,1.2,0.41,0.44,48.20%,25.10%,17.60%,-4.06%,6.18%,26.52%,60.75%,69.05%,21.68%,1.43,3.29,3.31%,3.69%,-2.74%,7.24%,30.14%,-7.48%,33.32%,-7.48%,85.38%,49.37,-5.28%,3.46%,8177.99,1.13,87.83,-2.01%,9264073,2/3/2022 8:30:00 AM,102.29,1/13/1978,88.19,0.41%,75.0,96,1.45,87.83,90.54,82.27,67.79,47.85,94.93,11.0,16.46,60.666666666666664,True
1683,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9978.16,18.62,10.08,0.34,1.86,3.63,38.23,14.65,,0.00%,3.61,72.10%,11.21%,-15.90%,54.49%,-2.90%,79.40%,23.60%,149.72,144.02,0.70%,-40.42%,92.50%,0.91%,3.64%,2.88,7.40%,22.30%,-1.30%,1.2,0.6,0.35,0.36,65.80%,12.00%,10.40%,0.70%,25.48%,7.48%,17.93%,43.56%,3.64%,2.47,3.02,3.27%,5.12%,4.97%,7.37%,17.10%,-7.05%,30.75%,-7.05%,52.01%,56.08,0.57%,-1.36%,1815.2,1.35,67.27,-0.80%,2454295,2/2/2022 8:30:00 AM,84.76,12/15/2011,67.27,0.00%,66.0,93,1.27,67.27,64.63,62.68,57.48,44.25,72.37,17.0,26.0,58.666666666666664,True
1685,CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,768.18,19.13,10.85,,5.75,3.85,4.39,14.41,,0.00%,0.39,134.70%,72.36%,37.00%,,,-76.50%,22.90%,103.2,95.36,7.50%,-3.11%,66.50%,1.30%,4.54%,3.89,20.20%,22.60%,43.90%,9.4,9.0,0.0,0.0,85.50%,36.20%,31.20%,-1.85%,34.30%,1.64%,30.53%,85.31%,9.90%,1.24,0.37,4.54%,5.93%,13.54%,13.24%,23.88%,-7.12%,41.98%,-7.12%,127.52%,60.73,-0.67%,-1.96%,1114.84,0.71,7.44,-2.62%,787486,3/16/2022 4:30:00 PM,11.0,11/8/2006,7.45,0.13%,69.0,98,1.66,7.44,6.64,6.59,6.02,3.27,8.01,11.0,47.85,59.333333333333336,True
1754,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1967.99,27.97,15.58,,1.91,4.3,8.76,19.16,1.68%,47.00%,2.13,-28.70%,8.05%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,96.59%,2.82%,4.44%,5.15,5.00%,15.20%,9.70%,1.1,1.1,0.32,0.85,48.00%,11.30%,6.40%,-0.96%,6.07%,13.55%,25.39%,28.14%,3.44%,0.84,1.57,2.21%,2.90%,2.33%,3.36%,18.35%,-3.21%,10.41%,-3.21%,39.97%,56.62,1.27%,0.00%,272.06,0.96,59.6,1.27%,262525,2/1/2022 4:30:00 PM,67.0,2/28/1996,59.6,0.00%,100.0,87,1.14,59.6,58.38,57.76,50.43,42.58,61.58,19.0,12.42,68.66666666666667,True
1792,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18516.8,25.81,6.6,0.35,11.01,3.88,242.68,62.07,1.99%,47.80%,0.87,-69.30%,16.97%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.27%,94.50%,69.70%,3.55%,3.47,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,-2.88%,16.71%,12.86%,59.00%,28.98%,18.74%,-0.21,0.92,3.23%,4.07%,1.17%,6.47%,20.25%,-7.50%,22.68%,-7.50%,63.12%,53.41,-3.51%,3.50%,8171.97,1.38,22.56,-0.13%,11273638,2/23/2022 4:30:00 PM,27.56,2/8/1990,22.56,0.00%,59.0,81,1.06,22.56,22.45,21.22,19.11,14.28,24.39,30.0,22.16,56.666666666666664,True
