no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
2667,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,61732.89,16.03,11.87,0.55,2.92,4.64,8.05,9.45,0.71%,8.50%,2.63,344.60%,15.86%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.86,0.20%,-8.43%,77.90%,-0.69%,1.86%,1.49,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,0.38%,15.29%,30.90%,16.40%,48.57%,1.01%,2.08,1.34,2.12%,3.02%,6.78%,8.68%,13.28%,-1.45%,19.41%,-8.57%,70.58%,65.34,0.64%,0.96%,2.0,18199.27,0.79,42.15,1.62%,14396079,10/21/2021 8:30:00 AM,42.56,7/10/1995,42.15,0.00%,69.0,79,1.09,42.15,39.71,38.87,37.24,24.71,46.1,14.0,0.97,54.0,True
4323,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,15470.53,13.74,37.32,2.99,12.79,1.39,32.0,158.35,2.70%,39.20%,1.84,181.30%,-59.40%,2.40%,4.60%,-1.90%,966.00%,41.90%,546.84,421.64,0.10%,-2.39%,93.10%,33.91%,4.74%,5.26,6.50%,12.90%,2.90%,,,0.76,0.76,68.90%,29.90%,71.80%,4.69%,10.37%,17.46%,21.53%,75.09%,2.35%,1.52,0.65,2.01%,2.23%,7.41%,7.68%,16.56%,1.12%,15.23%,1.12%,76.74%,68.98,1.69%,0.94%,2.3,3796.5,0.78,25.23,2.64%,2962651,11/5/2021 8:30:00 AM,26.14,11/22/1991,25.4,0.67%,59.0,90,1.29,25.23,23.58,23.48,21.68,14.58,25.35,20.0,3.61,56.333333333333336,True
4570,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,17141.45,17.28,14.92,0.52,1.33,2.96,42.57,11.62,1.68%,7.20%,3.44,20.40%,3.16%,8.80%,33.50%,10.10%,51.60%,8.20%,294.03,289.67,0.30%,-0.21%,99.90%,-0.91%,1.97%,3.56,8.30%,17.80%,8.50%,1.8,0.8,0.4,0.4,40.60%,11.20%,8.10%,1.16%,5.20%,16.40%,17.99%,69.05%,-0.90%,1.62,1.32,2.23%,2.05%,3.23%,3.58%,15.80%,-1.56%,10.27%,-1.56%,74.41%,58.77,1.05%,0.44%,1.5,1599.21,1.0,59.49,1.50%,1594676,10/28/2021 8:30:00 AM,65.89,10/3/2003,59.49,0.00%,84.0,88,1.25,59.49,57.75,57.49,51.45,34.79,60.43,19.0,10.76,63.666666666666664,True
4612,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA,173631.02,22.56,20.09,1.35,1.82,,,34.84,1.23%,22.50%,11.51,41.20%,8.24%,23.20%,16.70%,8.70%,198.70%,2.70%,690.0,673.19,0.05%,0.00%,77.50%,-2.64%,1.17%,2.41,16.60%,,28.80%,1.2,0.4,,,33.10%,12.40%,8.60%,2.28%,4.47%,27.19%,32.64%,61.45%,0.51%,1.29,5.1,1.81%,1.90%,2.27%,5.81%,23.60%,-1.33%,14.21%,-1.33%,72.24%,61.67,1.63%,0.05%,1.9,3262.15,1.11,259.81,1.68%,3636155,11/17/2021 8:30:00 AM,274.56,12/19/1979,258.86,-0.37%,72.0,88,1.24,259.81,254.48,246.16,210.59,150.84,263.31,17.0,5.68,59.0,True
4692,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,27125.78,,146.86,,7.13,,5.86,35.34,,,-4.19,62.10%,124.70%,22.50%,,-23.80%,107.80%,677.40%,216.89,150.41,1.70%,0.00%,73.30%,2.38%,9.02%,6.0,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,0.52%,19.61%,20.93%,44.40%,67.67%,0.86%,1.31,4.76,2.76%,4.09%,7.03%,9.33%,30.69%,-5.50%,22.56%,-5.50%,83.24%,64.26,-2.18%,1.87%,2.2,2262.25,1.06,120.72,-0.35%,2403629,11/4/2021 4:30:00 PM,115.0,12/14/2005,120.72,0.00%,63.0,90,1.29,120.72,113.47,110.82,92.56,65.88,127.75,21.0,-4.74,58.0,True
5904,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,USA,118755.21,60.92,69.82,,25.85,3.67,202.97,132.3,1.57%,92.80%,2.64,-18.50%,0.61%,4.20%,-6.05%,15.10%,141.50%,9.30%,739.44,735.54,0.52%,-8.30%,96.70%,-0.63%,1.43%,4.59,3.50%,6.10%,2.20%,,,0.53,0.53,73.50%,27.50%,42.80%,-2.89%,4.10%,27.34%,30.59%,67.38%,-4.37%,0.83,3.63,2.42%,2.04%,-0.79%,4.32%,22.76%,-5.26%,13.38%,-5.26%,72.97%,51.64,-1.93%,-0.44%,1.9,2296.14,1.83,161.0,-2.37%,4201633,1/19/2022 8:30:00 AM,166.68,11/21/1997,162.21,0.75%,72.0,91,1.33,161.0,162.5,154.68,131.44,93.08,169.93,17.0,3.53,60.0,True
5964,POOL,Pool Corporation,Consumer Cyclical,Leisure,USA,21841.63,37.22,32.99,2.19,4.28,22.38,261.58,95.84,0.58%,18.40%,14.77,40.20%,10.54%,25.40%,17.00%,10.70%,55.60%,23.90%,40.1,38.84,0.60%,-38.28%,95.20%,0.52%,3.56%,5.79,28.80%,76.30%,35.90%,2.3,0.8,0.36,0.37,30.10%,15.30%,11.80%,-2.02%,0.93%,24.86%,16.92%,54.09%,-2.85%,0.83,15.11,2.66%,2.76%,-1.04%,0.62%,17.39%,-5.56%,10.55%,-5.56%,80.01%,48.49,-0.41%,0.34%,2.3,239.06,0.84,549.89,-0.07%,200849,10/21/2021 8:30:00 AM,566.71,10/13/1995,549.89,0.00%,59.0,83,1.15,549.89,555.79,547.42,469.5,305.47,582.27,17.0,3.06,53.0,True
6638,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,170846.63,34.22,24.5,1.51,9.27,3.58,4.98,22.47,0.80%,27.30%,2.63,-20.60%,13.16%,15.60%,22.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-1.88%,87.60%,17.64%,0.89%,2.68,0.90%,10.50%,0.80%,,,0.41,8.8,97.60%,38.90%,26.90%,5.22%,14.64%,18.52%,28.39%,70.48%,6.97%,1.04,2.36,2.37%,2.27%,8.58%,9.85%,21.49%,4.08%,17.66%,4.08%,77.21%,69.48,3.37%,1.48%,2.1,5299.01,2.42,89.96,4.90%,12837427,1/18/2022 8:30:00 AM,95.06,9/22/1987,89.96,0.00%,66.0,87,1.22,89.96,83.33,82.02,74.17,50.77,90.85,21.0,5.67,58.0,True
7171,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,26012.84,16.94,12.51,0.77,2.27,43.62,26.25,37.92,2.31%,38.50%,6.85,41.60%,4.45%,45.50%,21.88%,-0.90%,164.50%,34.60%,226.0,221.78,0.30%,-74.87%,85.50%,0.52%,4.49%,4.23,18.50%,239.00%,25.30%,1.3,0.9,8.14,8.55,28.50%,15.90%,14.10%,1.91%,10.07%,36.25%,32.11%,92.85%,2.69%,1.07,3.04,2.28%,2.79%,7.38%,13.59%,27.67%,-0.78%,36.33%,-0.78%,99.90%,71.05,2.06%,0.46%,2.4,2355.29,0.67,116.02,2.53%,1589790,10/22/2021 8:30:00 AM,105.2,12/11/2002,116.1,0.07%,56.0,94,1.51,116.02,108.66,102.71,91.07,58.04,116.93,14.0,-9.33,54.666666666666664,True
7598,TXT,Textron Inc.,Industrials,Aerospace & Defense,USA,17118.22,22.85,19.33,0.88,1.35,2.88,7.85,12.64,0.10%,2.30%,3.4,-61.50%,21.35%,-11.60%,25.90%,-2.80%,62.90%,9.30%,223.66,219.37,0.47%,-0.18%,86.80%,-2.19%,2.22%,4.47,5.00%,12.90%,3.80%,2.5,1.3,0.62,0.62,16.20%,6.70%,6.10%,0.65%,7.53%,10.06%,14.54%,65.19%,0.63%,1.74,1.83,1.63%,2.12%,3.26%,3.79%,12.35%,-0.64%,12.41%,-0.64%,75.14%,59.42,0.84%,0.92%,2.1,1089.62,1.32,77.69,1.77%,1443572,1/27/2022 8:30:00 AM,86.0,12/22/1947,77.69,0.00%,66.0,89,1.27,77.69,75.43,74.91,69.26,44.36,78.19,23.0,10.7,59.333333333333336,True
