,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
18,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,34250.57,84.0,26.0,81,1.23,302.46,337.11,11.46,0.02%,1.73%,12.01%,16.20%,56.98%,55.64%,305.11,,258.88,182.83,312.15,63.666666666666664,True
20,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,828.94,81.5,55.0,94,1.78,70.19,91.0,29.65,-2.82%,-0.92%,53.45%,40.50%,144.82%,182.91%,72.43,,49.43,25.08,80.93,76.83333333333333,True
21,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,898.98,76.5,15.0,91,1.53,30.64,33.0,7.7,1.79%,15.14%,27.67%,28.96%,95.91%,101.58%,29.33,,22.57,13.63,32.67,60.833333333333336,True
22,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,659.47,86.5,13.0,100,6.49,18.54,29.86,61.06,0.00%,-0.38%,82.30%,48.92%,804.39%,644.58%,19.82,,14.97,2.01,27.44,66.5,True
24,APA,APA Corporation,Energy,Oil & Gas E&P,11024.86,71.5,15.0,92,1.59,28.61,33.98,18.77,3.43%,1.63%,61.73%,37.35%,103.77%,101.62%,28.34,,21.17,12.2,31.14,59.5,True
25,ARCB,ArcBest Corporation,Industrials,Trucking,2775.91,84.0,24.0,96,2.01,109.85,127.56,16.12,-3.22%,22.92%,67.84%,39.44%,157.92%,157.44%,107.9,,73.73,39.84,116.79,68.0,True
26,ARES,Ares Management Corporation,Financial,Asset Management,24603.59,81.5,13.0,89,1.44,84.36,90.12,6.83,-5.04%,-0.17%,13.46%,53.44%,88.89%,79.30%,86.43,,65.75,44.43,90.08,61.166666666666664,True
28,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,1378.63,94.0,19.0,96,2.02,48.17,58.0,20.41,-2.57%,5.66%,39.26%,49.74%,147.79%,140.97%,48.75,,34.26,17.46,50.95,69.66666666666667,True
29,ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,4369.45,86.5,19.0,97,2.2,47.11,55.5,17.81,-1.98%,6.30%,10.20%,30.86%,177.12%,127.26%,46.63,,36.66,15.57,51.08,67.5,True
30,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,1271.07,89.0,15.0,92,1.56,16.42,19.67,19.79,0.37%,20.91%,18.56%,66.70%,101.97%,66.53%,16.27,,11.74,7.72,19.05,65.33333333333333,True
31,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,5207.5,76.5,14.0,97,2.19,113.01,116.75,3.31,9.72%,20.47%,29.11%,44.96%,192.54%,174.90%,104.35,,81.3,38.75,118.49,62.5,True
32,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,1501.43,71.5,38.0,96,2.14,34.17,42.5,24.38,0.29%,19.94%,31.93%,10.33%,188.11%,115.31%,31.79,,28.4,11.64,40.48,68.5,True
33,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,5510.87,91.5,16.0,81,1.23,59.41,62.64,5.44,-2.48%,6.18%,16.83%,14.34%,54.31%,47.49%,58.26,,49.84,36.36,61.46,62.833333333333336,True
38,BANC,"Banc of California, Inc.",Financial,Banks - Regional,1340.85,81.5,13.0,78,1.17,21.28,24.0,12.78,-1.98%,2.01%,21.12%,21.46%,48.09%,44.66%,21.33,,18.52,13.18,22.09,57.5,True
41,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,3017.43,79.0,16.0,84,1.29,66.39,74.67,12.47,-1.70%,10.96%,19.75%,32.67%,64.21%,58.45%,65.59,,52.38,38.15,68.87,59.666666666666664,True
44,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,9553.2,76.5,14.0,82,1.26,67.71,74.16,9.53,12.91%,13.11%,20.61%,52.50%,56.66%,81.63%,63.13,,50.46,36.07,74.09,57.5,True
45,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,49254.17,76.5,23.0,76,1.14,58.92,62.72,6.45,1.50%,-0.30%,6.20%,13.09%,44.80%,38.83%,59.07,,51.31,38.94,60.52,58.5,True
46,BLD,TopBuild Corp.,Industrials,Engineering & Construction,9139.39,79.0,19.0,80,1.21,278.98,295.78,6.02,1.72%,13.11%,28.17%,39.14%,53.13%,51.55%,267.15,,214.76,161.35,284.01,59.333333333333336,True
47,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,14306.37,94.0,14.0,90,1.5,73.71,82.07,11.34,6.44%,25.44%,42.43%,63.26%,98.73%,80.62%,66.43,,49.71,34.42,74.15,66.0,True
49,BPOP,"Popular, Inc.",Financial,Banks - Regional,6921.74,89.0,52.0,85,1.31,86.22,102.0,18.3,2.41%,1.40%,13.27%,5.35%,65.68%,53.09%,83.46,,75.65,48.42,87.15,75.33333333333333,True
51,BRT,BRT Apartments Corp.,Real Estate,REIT - Residential,363.79,71.5,13.0,75,1.13,19.89,21.75,9.35,0.96%,-0.15%,6.71%,12.44%,46.36%,30.86%,19.95,,18.37,13.02,21.7,53.166666666666664,True
52,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,2437.71,76.5,18.0,84,1.29,30.46,31.75,4.24,0.20%,12.61%,11.74%,35.38%,64.83%,57.99%,30.26,,24.27,17.45,30.88,59.5,True
54,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,665.6,81.5,18.0,95,1.93,32.17,51.5,60.09,1.26%,29.14%,52.10%,55.64%,151.72%,137.77%,29.81,,21.11,12.25,33.49,64.83333333333333,True
55,BWB,"Bridgewater Bancshares, Inc.",Financial,Banks - Regional,534.11,81.5,19.0,79,1.2,18.61,21.0,12.84,1.42%,6.10%,14.45%,6.77%,54.70%,49.00%,18.79,,16.72,11.65,20.05,59.833333333333336,True
58,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,736.61,74.0,15.0,97,2.18,74.33,96.33,29.6,-1.25%,51.32%,21.00%,43.47%,175.40%,154.03%,66.77,,49.86,24.01,76.94,62.0,True
59,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,1143.79,81.5,15.0,94,1.77,27.37,40.0,46.15,-0.55%,18.74%,15.24%,0.33%,107.51%,74.89%,26.31,,23.44,11.17,29.36,63.5,True
61,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,415.38,81.5,41.0,81,1.23,15.74,18.75,19.12,1.55%,5.64%,33.39%,4.24%,57.87%,46.83%,15.75,,13.53,9.2,16.4,67.83333333333333,True
62,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,4268.46,79.0,20.0,75,1.13,36.1,44.33,22.8,-6.11%,4.37%,22.71%,27.52%,47.11%,13.77%,36.54,,28.83,22.63,39.76,58.0,True
63,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,48150.13,79.0,17.0,76,1.14,55.69,59.35,6.57,-0.77%,3.65%,-2.95%,22.91%,41.45%,47.64%,54.58,,48.35,34.21,58.89,57.333333333333336,True
64,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,2069.83,89.0,17.0,89,1.44,65.13,68.5,5.17,2.58%,5.59%,35.24%,23.80%,80.92%,78.15%,62.06,,51.05,32.76,65.96,65.0,True
65,CBNK,"Capital Bancorp, Inc.",Financial,Banks - Regional,391.3,89.0,19.0,94,1.75,27.99,30.25,8.07,3.48%,7.70%,18.95%,26.59%,123.92%,100.93%,27.06,,21.98,11.6,28.16,67.33333333333333,True
66,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,34857.86,79.0,18.0,85,1.32,104.24,126.17,21.04,3.67%,-0.33%,11.32%,19.01%,69.61%,66.20%,103.61,,89.5,58.74,107.88,60.666666666666664,True
67,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,2051.33,99.0,17.0,80,1.21,39.14,44.5,13.69,0.03%,8.15%,18.14%,17.47%,53.31%,47.09%,38.86,,33.49,23.92,40.62,65.33333333333333,True
71,CDW,CDW Corporation,Technology,Information Technology Services,27001.62,79.0,18.0,78,1.17,199.79,206.12,3.17,2.33%,6.01%,0.87%,19.51%,46.02%,51.60%,190.59,,178.08,125.46,203.82,58.333333333333336,True
72,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,2369.17,91.5,15.0,92,1.57,36.55,39.38,7.74,-1.67%,11.23%,44.24%,79.34%,104.19%,67.43%,36.87,,24.65,16.55,42.01,66.16666666666667,True
73,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,21985.48,81.5,19.0,77,1.16,51.04,54.53,6.84,1.98%,2.86%,16.80%,1.90%,45.58%,42.73%,48.95,,45.89,32.58,51.54,59.166666666666664,True
74,CG,The Carlyle Group Inc.,Financial,Asset Management,20497.05,76.5,13.0,91,1.55,57.2,67.58,18.15,-3.46%,1.62%,16.90%,32.62%,99.30%,81.93%,58.12,,45.59,28.12,60.62,60.166666666666664,True
76,CIVB,"Civista Bancshares, Inc.",Financial,Banks - Regional,390.65,86.5,16.0,76,1.14,25.4,28.42,11.89,1.72%,1.20%,10.82%,7.31%,48.02%,44.89%,25.09,,23.12,16.08,25.94,59.5,True
77,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,11143.18,74.0,16.0,92,1.56,22.77,30.51,33.99,6.30%,-11.16%,-4.73%,12.72%,109.86%,56.39%,22.53,,20.55,10.89,26.51,60.666666666666664,True
78,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,920.11,81.5,23.0,97,2.19,66.53,74.0,11.23,-1.71%,24.87%,49.88%,75.40%,182.03%,169.13%,64.07,,41.47,22.91,72.0,67.16666666666667,True
79,CLH,"Clean Harbors, Inc.",Industrials,Waste Management,5940.18,84.0,42.0,76,1.15,110.99,122.5,10.37,2.79%,-2.25%,9.84%,19.98%,46.91%,45.85%,109.09,,96.1,71.5,118.89,67.33333333333333,True
81,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,1363.93,91.5,14.0,89,1.45,34.6,38.4,10.98,0.82%,5.91%,22.43%,25.64%,80.30%,74.84%,34.52,,28.09,17.6,35.5,64.83333333333333,True
84,COP,ConocoPhillips,Energy,Oil & Gas E&P,103106.01,86.5,13.0,86,1.35,74.83,89.11,19.08,3.97%,-2.86%,35.73%,34.76%,68.50%,87.12%,73.4,,59.49,38.77,77.98,61.833333333333336,True
85,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9868.86,76.5,17.0,87,1.37,63.74,79.33,24.46,0.33%,17.02%,10.76%,12.99%,71.02%,51.76%,62.3,,54.14,34.41,69.26,60.166666666666664,True
88,CR,Crane Co.,Industrials,Specialty Industrial Machinery,6257.14,81.5,18.0,76,1.14,104.88,126.0,20.14,0.01%,3.33%,3.29%,8.66%,44.66%,35.05%,105.45,,95.03,69.22,108.67,58.5,True
89,CRAI,"CRA International, Inc.",Industrials,Consulting Services,756.83,81.5,18.0,94,1.7,102.83,125.0,21.56,1.19%,-4.91%,11.66%,24.61%,118.79%,101.90%,102.75,,85.78,45.54,116.71,64.5,True
90,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10185.71,79.0,18.0,97,2.23,171.65,193.88,12.95,-2.56%,11.29%,19.95%,68.58%,186.70%,173.94%,173.72,,119.04,58.28,183.88,64.66666666666667,True
91,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12516.77,84.0,16.0,81,1.24,237.6,255.29,7.45,-1.00%,3.30%,12.39%,23.41%,55.84%,52.13%,234.53,,193.1,143.52,243.99,60.333333333333336,True
92,CSR,Centerspace,Real Estate,Real Estate Services,1511.56,86.5,16.0,75,1.13,104.03,112.1,7.76,1.42%,0.38%,6.45%,48.13%,44.05%,47.27%,101.69,,84.5,66.91,108.19,59.166666666666664,True
93,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,896.77,94.0,17.0,90,1.46,53.86,63.75,18.36,3.86%,21.39%,20.28%,40.77%,84.26%,71.97%,50.67,,40.0,27.15,55.02,67.0,True
95,CUBE,CubeSmart,Real Estate,REIT - Industrial,11121.57,71.5,17.0,86,1.34,55.06,57.38,4.21,2.49%,2.88%,5.60%,27.90%,71.63%,63.82%,54.49,,46.35,31.44,56.64,58.166666666666664,True
96,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1922.89,79.0,21.0,98,2.56,58.93,65.75,11.57,3.73%,23.44%,50.33%,55.65%,261.42%,224.15%,57.49,,38.85,16.81,61.48,66.0,True
97,CURO,CURO Group Holdings Corp.,Financial,Credit Services,749.03,91.5,15.0,92,1.56,18.49,26.25,41.97,-2.99%,2.61%,17.32%,13.02%,92.81%,29.03%,17.82,,16.23,7.67,20.81,66.16666666666667,True
100,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1503.93,86.5,27.0,80,1.21,36.78,40.6,10.39,0.25%,5.42%,12.03%,5.96%,55.65%,52.11%,37.05,,33.11,22.23,38.35,64.5,True
101,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11797.05,94.0,15.0,83,1.27,426.04,476.33,11.8,-2.47%,12.78%,0.69%,25.63%,64.18%,48.56%,419.27,,370.09,252.85,451.49,64.0,True
102,DELL,Dell Technologies Inc.,Technology,Computer Hardware,44542.15,79.0,20.0,82,1.25,57.3,78.05,36.21,2.32%,2.63%,11.38%,13.45%,60.83%,54.33%,55.83,,49.83,34.47,58.29,60.333333333333336,True
105,DIOD,Diodes Incorporated,Technology,Semiconductors,4812.31,79.0,17.0,82,1.26,108.63,117.67,8.32,0.95%,15.70%,15.65%,44.40%,64.04%,54.09%,105.8,,85.01,64.86,113.98,59.333333333333336,True
106,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,11412.45,76.5,21.0,93,1.66,127.3,153.17,20.32,-5.72%,2.36%,-1.66%,34.40%,125.02%,136.14%,131.45,,102.76,51.51,147.39,63.5,True
108,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22638.19,79.0,13.0,80,1.21,59.91,60.81,1.5,3.06%,7.73%,19.60%,29.87%,57.74%,49.89%,57.43,,48.35,37.54,60.07,57.333333333333336,True
109,DSKE,"Daseke, Inc.",Industrials,Trucking,670.98,76.5,18.0,76,1.15,10.54,12.38,17.46,1.64%,9.91%,13.95%,45.38%,48.87%,81.41%,9.94,,7.98,4.97,10.71,56.833333333333336,True
110,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,32570.76,86.5,24.0,97,2.36,45.09,49.97,10.82,6.62%,8.62%,57.10%,72.84%,203.39%,193.60%,42.53,,29.06,13.78,45.56,69.16666666666667,True
111,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,58666.83,91.5,15.0,90,1.46,598.58,638.88,6.73,-8.09%,5.82%,15.77%,65.39%,91.04%,61.90%,628.07,,461.06,312.01,659.45,65.5,True
114,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1736.96,76.5,19.0,86,1.35,58.88,67.75,15.06,-0.29%,12.47%,26.14%,26.79%,64.42%,51.17%,57.8,,45.93,29.21,60.75,60.5,True
116,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products,1652.56,84.0,46.0,76,1.14,31.78,36.7,15.48,-2.81%,-0.03%,5.83%,11.43%,42.70%,26.16%,31.9,,28.69,21.0,33.38,68.66666666666667,True
117,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,6824.58,74.0,17.0,75,1.13,128.62,142.8,11.02,0.05%,7.07%,6.67%,2.65%,45.55%,40.63%,128.11,,118.58,85.2,135.98,55.333333333333336,True
118,ENPH,"Enphase Energy, Inc.",Technology,Solar,32711.47,79.0,28.0,88,1.4,255.1,261.25,2.41,0.09%,47.07%,47.94%,79.26%,87.55%,45.38%,245.25,,169.95,108.88,282.46,65.0,True
120,ENVA,"Enova International, Inc.",Financial,Credit Services,1479.22,81.5,20.0,88,1.42,40.12,44.5,10.92,-2.07%,22.32%,24.91%,6.25%,81.95%,61.97%,38.76,,34.5,20.81,43.47,63.166666666666664,True
122,EQBK,"Equity Bancshares, Inc.",Financial,Banks - Regional,593.22,76.5,14.0,81,1.23,34.61,37.5,8.35,-3.11%,3.47%,9.84%,6.76%,52.00%,60.31%,34.31,,30.92,19.91,36.0,57.166666666666664,True
124,ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls,1236.0,81.5,34.0,92,1.6,22.53,26.5,17.62,-1.01%,15.13%,14.48%,20.16%,103.16%,65.18%,22.19,,19.71,10.62,24.99,69.16666666666667,True
125,ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,5981.36,79.0,23.0,86,1.36,24.64,28.17,14.33,-1.20%,9.03%,7.18%,4.54%,72.55%,38.97%,24.81,,22.04,13.75,26.92,62.666666666666664,True
126,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,997.91,79.0,30.0,96,1.99,10.58,17.16,62.19,-0.56%,3.42%,32.25%,11.13%,165.16%,98.50%,11.01,,9.17,3.53,13.15,68.33333333333333,True
129,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,12003.08,86.5,15.0,90,1.47,82.94,99.64,20.14,0.10%,0.00%,13.54%,10.59%,78.52%,63.56%,82.72,,75.24,42.51,87.77,63.833333333333336,True
130,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6661.94,86.5,14.0,87,1.37,164.33,175.13,6.57,2.49%,15.47%,5.27%,10.94%,70.68%,62.14%,158.24,,141.97,90.85,166.42,62.5,True
131,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1723.03,76.5,17.0,95,1.82,13.58,15.5,14.14,4.38%,42.05%,27.03%,18.91%,130.56%,97.10%,11.92,,10.42,5.55,13.9,62.833333333333336,True
132,FAF,First American Financial Corporation,Financial,Insurance - Specialty,8345.91,74.0,19.0,80,1.21,76.85,82.4,7.22,0.96%,3.43%,9.85%,20.59%,52.42%,48.85%,75.18,,65.14,47.75,78.46,57.666666666666664,True
133,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,21862.45,86.5,26.0,96,2.03,114.2,131.62,15.25,6.49%,2.25%,56.27%,43.94%,142.26%,135.95%,110.19,,85.67,39.3,117.71,69.5,True
134,FBMS,"The First Bancshares, Inc.",Financial,Banks - Regional,887.67,81.5,15.0,77,1.16,41.99,45.5,8.36,1.70%,1.03%,7.53%,6.74%,43.56%,35.98%,41.59,,38.34,27.25,42.89,57.833333333333336,True
135,FBNC,First Bancorp,Financial,Banks - Regional,1722.34,74.0,21.0,75,1.13,48.11,53.0,10.16,-1.39%,0.19%,17.69%,8.90%,40.22%,42.21%,49.14,,43.25,31.08,50.92,56.666666666666664,True
136,FC,Franklin Covey Co.,Industrials,Consulting Services,674.1,81.5,21.0,93,1.62,46.91,54.0,15.11,-3.40%,11.50%,16.63%,55.85%,106.38%,110.64%,46.17,,35.19,21.24,50.92,65.16666666666667,True
137,FCBC,"First Community Bankshares, Inc.",Financial,Banks - Regional,608.16,81.5,15.0,82,1.26,36.05,37.0,2.64,5.16%,9.77%,16.97%,17.20%,54.72%,67.05%,34.32,,30.4,20.86,36.73,59.5,True
139,FE,FirstEnergy Corp.,Utilities,Utilities - Diversified,21227.35,71.5,21.0,75,1.13,38.91,42.5,9.23,-0.44%,3.21%,0.96%,2.75%,45.95%,27.12%,38.87,,36.98,26.27,39.94,55.833333333333336,True
141,FFWM,First Foundation Inc.,Financial,Banks - Regional,1277.14,86.5,21.0,76,1.15,27.94,32.6,16.68,-0.89%,2.05%,17.84%,11.36%,39.56%,39.70%,28.12,,24.53,17.63,29.41,61.166666666666664,True
142,FISI,"Financial Institutions, Inc.",Financial,Banks - Regional,528.11,81.5,19.0,80,1.21,32.66,36.75,12.52,1.11%,2.67%,5.53%,0.96%,48.32%,45.16%,32.72,,30.72,19.94,33.65,60.166666666666664,True
143,FITB,Fifth Third Bancorp,Financial,Banks - Regional,30908.69,81.5,19.0,85,1.31,44.6,48.58,8.92,0.90%,-0.42%,14.95%,5.66%,63.61%,61.77%,44.23,,39.65,25.27,45.92,61.833333333333336,True
144,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,14154.01,89.0,22.0,82,1.26,132.64,150.43,13.41,-2.15%,-0.70%,13.14%,32.35%,59.44%,42.85%,134.53,,112.45,77.96,145.89,64.33333333333333,True
145,FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,4890.31,89.0,32.0,83,1.28,67.23,74.62,10.99,-0.30%,7.59%,31.69%,34.76%,68.96%,54.55%,66.41,,51.84,38.58,69.13,68.0,True
146,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,7854.9,74.0,17.0,92,1.57,183.44,190.14,3.65,-2.00%,18.52%,22.39%,19.06%,107.84%,73.53%,178.73,,150.71,85.29,190.29,61.0,True
147,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,1993.71,84.0,27.0,87,1.39,49.07,50.0,1.9,8.90%,31.34%,44.79%,31.94%,81.40%,61.15%,44.01,,36.95,25.28,52.17,66.0,True
148,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,54644.69,76.5,19.0,96,2.08,333.24,367.7,10.34,-2.38%,3.29%,7.45%,54.04%,181.00%,124.36%,336.66,,253.17,120.14,355.35,63.833333333333336,True
157,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2014328.64,91.5,16.0,83,1.27,2934.35,3279.44,11.76,-1.57%,5.04%,3.23%,22.14%,65.89%,67.50%,2959.11,,2546.35,1699.0,3037.0,63.5,True
158,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1957101.99,89.0,16.0,83,1.27,2922.4,3269.41,11.87,-1.30%,4.89%,3.31%,23.69%,65.68%,66.74%,2946.17,,2515.86,1694.0,3019.33,62.666666666666664,True
159,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3711.95,84.0,23.0,84,1.3,204.29,266.67,30.54,8.12%,8.24%,26.14%,26.45%,55.64%,55.78%,197.69,,169.31,115.19,211.79,63.666666666666664,True
161,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6313.13,76.5,15.0,92,1.56,22.01,23.57,7.09,-3.21%,14.16%,43.86%,11.22%,93.41%,101.74%,22.19,,17.9,9.95,24.89,61.166666666666664,True
162,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,841.91,96.5,48.0,84,1.29,34.42,38.4,11.56,0.85%,2.47%,21.50%,12.45%,59.80%,63.36%,34.68,,29.48,18.86,36.29,76.16666666666667,True
163,HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,658.05,89.0,19.0,79,1.19,22.36,26.0,16.28,3.37%,5.37%,14.96%,24.78%,49.17%,55.39%,21.67,,18.37,13.06,23.3,62.333333333333336,True
166,HLIT,Harmonic Inc.,Technology,Communication Equipment,1147.4,76.5,39.0,85,1.31,11.32,12.5,10.42,4.52%,28.78%,20.55%,61.95%,71.52%,53.18%,10.59,,8.54,6.31,11.63,66.83333333333333,True
167,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2910.34,79.0,20.0,78,1.18,84.26,87.93,4.36,-2.10%,8.25%,24.96%,20.92%,51.06%,47.82%,83.22,,68.75,52.35,86.99,59.0,True
168,HUBS,"HubSpot, Inc.",Technology,Software - Application,38757.25,84.0,18.0,92,1.57,802.76,846.91,5.5,-4.25%,-0.31%,17.37%,60.98%,121.19%,102.49%,813.55,,603.87,347.78,866.0,64.66666666666667,True
169,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1265.85,71.5,18.0,85,1.31,57.33,62.0,8.15,3.80%,18.25%,17.67%,10.61%,68.77%,63.66%,55.39,,51.24,30.05,70.89,58.166666666666664,True
171,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6479.45,84.0,32.0,85,1.33,269.08,287.0,6.66,-3.99%,1.63%,13.62%,48.25%,74.03%,46.93%,272.73,,212.65,146.81,288.02,67.0,True
172,INBK,First Internet Bancorp,Financial,Banks - Regional,454.41,86.5,18.0,86,1.34,45.9,52.8,15.03,3.33%,31.26%,53.98%,34.21%,67.82%,59.71%,42.85,,33.75,24.45,46.94,63.5,True
175,INTU,Intuit Inc.,Technology,Software - Application,169816.68,84.0,16.0,90,1.49,684.0,734.87,7.44,7.71%,12.39%,23.77%,58.29%,98.15%,80.07%,632.13,,491.87,348.13,716.86,63.333333333333336,True
176,INVE,"Identiv, Inc.",Technology,Computer Hardware,509.78,81.5,14.0,98,2.5,22.3,28.75,28.92,-4.62%,22.73%,28.23%,41.50%,208.86%,162.35%,22.74,,16.21,6.6,25.25,64.5,True
