no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
522,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,5908.36,37.05,18.5,3.9,2.8,2.15,28.14,15.35,1.16%,31.20%,2.8,131.20%,17.06%,21.30%,9.50%,-6.90%,71.60%,8.70%,57.0,56.55,0.10%,-1.90%,95.34%,-1.96%,6.34%,7.89,3.30%,7.30%,4.60%,1.8,1.3,0.58,0.72,31.80%,8.40%,10.50%,0.37%,7.84%,12.07%,10.53%,38.35%,30.95%,1.24,2.59,2.57%,2.52%,-0.09%,5.84%,14.02%,-6.35%,17.25%,-6.35%,41.72%,55.34,-0.05%,1.50%,2.0,454.52,0.92,103.71,1.45%,416766,11/9/2021 4:30:00 PM,124.0,5/8/1950,103.71,0.00%,69.0,77,1.11,102.23,103.8,97.99,90.96,73.18,110.74,13.0,21.3,53.0,True
639,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA,5306.29,19.03,16.46,1.45,1.15,2.94,9.73,33.35,1.49%,27.90%,2.99,49.70%,14.43%,-2.70%,13.10%,2.10%,201.80%,31.90%,91.4,90.33,1.10%,-1.10%,94.70%,0.29%,1.32%,3.34,5.60%,15.90%,5.20%,1.9,1.4,1.05,1.05,24.30%,8.10%,6.00%,-0.92%,-0.99%,17.44%,10.29%,45.33%,41.29%,1.65,1.81,4.23%,2.61%,-2.75%,5.61%,13.34%,-7.40%,25.12%,-7.40%,55.13%,50.64,-0.59%,2.21%,1.6,356.01,1.66,56.91,1.61%,589341,10/28/2021 8:30:00 AM,63.4,9/1/2000,56.91,0.00%,81.0,82,1.19,56.91,58.47,54.09,50.28,36.69,61.46,16.0,11.4,59.666666666666664,True
663,AX,"Axos Financial, Inc.",Financial,Banks - Regional,USA,3551.05,15.74,13.59,1.57,5.67,2.35,2.03,17.73,,0.00%,3.67,19.50%,9.65%,14.00%,10.00%,14.20%,12.40%,5.60%,59.39,53.24,4.20%,-2.75%,80.90%,1.56%,2.72%,6.57,1.50%,16.20%,26.20%,,,0.18,0.18,,86.60%,35.60%,-0.10%,-1.13%,20.92%,17.52%,64.76%,53.88%,1.53,1.98,4.15%,2.75%,-2.66%,4.00%,17.00%,-7.51%,24.19%,-7.51%,68.12%,50.67,0.63%,2.23%,1.6,220.57,1.08,57.75,2.87%,239151,10/28/2021 4:30:00 PM,62.62,3/15/2005,57.75,0.00%,81.0,87,1.3,57.75,59.21,55.75,49.42,34.5,62.44,20.0,8.43,62.666666666666664,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,39536.19,19.55,17.03,1.4,2.7,,33.75,13.65,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-62.77%,93.50%,0.03%,2.12%,2.63,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,2.25%,3.92%,23.18%,34.95%,61.70%,58.59%,0.85,37.27,2.44%,1.89%,1.02%,5.20%,21.10%,-3.16%,15.03%,-3.16%,73.14%,59.06,0.12%,0.79%,2.2,168.21,1.05,1879.99,0.91%,177386,12/7/2021 8:30:00 AM,1866.71,4/2/1991,1879.99,0.00%,63.0,87,1.29,1863.0,1861.02,1787.03,1552.38,1085.85,1941.36,16.0,0.2,55.333333333333336,True
770,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,5352.91,56.96,38.84,2.37,6.98,5.9,59.48,48.84,0.36%,20.00%,2.86,6.20%,15.56%,6.60%,24.00%,5.00%,15.50%,13.00%,32.19,32.13,0.77%,-8.23%,91.10%,1.31%,1.19%,3.4,8.00%,10.90%,9.00%,2.9,2.1,0.12,0.12,30.80%,16.00%,12.20%,0.44%,3.86%,17.40%,22.57%,55.01%,41.43%,0.56,4.04,3.06%,2.23%,-0.97%,3.81%,19.00%,-6.51%,13.21%,-6.51%,57.05%,52.83,2.25%,0.87%,2.0,112.46,1.52,162.95,3.13%,170776,10/29/2021 8:30:00 AM,166.33,6/3/1986,162.95,0.00%,69.0,82,1.19,158.0,164.55,156.97,136.93,104.9,174.29,28.0,5.27,59.666666666666664,True
778,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,USA,2824.86,21.86,12.35,2.15,1.25,2.99,6.17,20.38,0.32%,7.40%,2.86,-43.90%,7.06%,-4.80%,10.16%,-4.20%,98.30%,32.60%,44.85,43.99,0.40%,-1.46%,,4.12%,2.93%,5.17,3.70%,14.20%,4.90%,2.0,1.5,1.59,0.0,35.60%,9.90%,5.30%,-0.26%,-1.15%,8.18%,14.36%,46.83%,49.36%,1.34,1.94,3.52%,2.57%,-4.42%,0.24%,18.34%,-9.13%,8.70%,-9.13%,57.91%,45.44,0.03%,1.39%,2.1,249.72,0.57,62.58,1.43%,143052,11/3/2021 8:30:00 AM,74.67,11/24/1993,62.58,0.00%,66.0,81,1.17,62.58,65.3,62.5,52.97,39.63,68.87,17.0,19.32,54.666666666666664,True
819,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1238.71,35.83,,4.71,5.18,4.8,104.09,27.16,4.21%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-5.97%,46.50%,-0.08%,0.85%,3.91,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,3.76%,6.16%,16.86%,13.75%,54.21%,64.77%,1.07,1.75,3.52%,2.95%,1.43%,8.03%,17.02%,-4.15%,20.83%,-4.15%,76.05%,57.46,0.54%,2.24%,2.3,28.22,1.22,52.2,2.80%,34453,11/4/2021 4:30:00 PM,54.33,8/19/1993,52.2,0.00%,59.0,86,1.28,52.2,51.51,48.49,44.69,29.65,54.46,14.0,4.08,53.0,True
885,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9826.93,22.76,20.34,4.38,0.6,16.3,116.02,19.2,,0.00%,3.0,124.70%,5.00%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.90%,-15.45%,98.70%,-3.36%,7.54%,7.93,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,3.63%,10.97%,16.40%,43.23%,76.60%,83.18%,0.44,2.59,4.06%,4.07%,5.45%,12.87%,33.64%,-7.83%,29.90%,-7.83%,89.33%,60.51,3.47%,1.49%,2.2,1288.03,1.52,68.29,5.01%,1961859,11/18/2021 8:30:00 AM,78.21,6/28/2018,70.91,3.84%,63.0,91,1.42,68.29,65.08,60.7,51.22,36.07,74.09,16.0,14.53,56.666666666666664,True
920,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,9393.2,29.14,20.37,1.29,2.99,5.83,28.65,26.42,,0.00%,9.54,33.50%,28.02%,28.80%,22.63%,11.00%,36.80%,21.30%,32.76,32.55,0.10%,-19.75%,97.80%,-0.53%,3.04%,4.32,10.70%,21.90%,13.60%,1.8,1.5,0.43,0.45,28.30%,14.20%,10.10%,1.17%,6.58%,28.26%,41.37%,70.02%,51.06%,1.54,9.02,4.33%,3.10%,2.64%,13.40%,28.47%,-2.09%,38.94%,-2.09%,72.34%,60.63,1.55%,1.63%,2.1,229.09,0.78,278.07,3.20%,178167,11/2/2021 8:30:00 AM,295.78,6/17/2015,278.07,0.00%,66.0,87,1.3,269.45,270.93,245.2,216.45,162.14,284.01,20.0,9.77,57.666666666666664,True
923,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,14488.88,9.95,11.89,0.53,0.81,2.71,64.48,17.68,,0.00%,7.38,40.30%,-31.30%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.53,1.00%,-0.50%,,-1.03%,4.90%,4.56,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,2.13%,12.20%,35.06%,73.64%,107.88%,79.81%,2.25,2.72,4.64%,3.26%,5.05%,18.59%,45.04%,-1.38%,42.96%,-1.38%,113.19%,64.51,1.63%,1.53%,1.5,2027.77,1.39,73.38,3.19%,2824236,11/4/2021 8:30:00 AM,82.07,6/22/2005,73.38,0.00%,84.0,93,1.55,71.11,69.85,61.88,50.59,34.76,74.41,15.0,15.41,64.0,True
999,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,3656.28,27.53,24.86,1.56,3.1,7.45,92.56,29.27,,0.00%,4.41,22.80%,-8.80%,40.60%,17.60%,9.40%,533.00%,69.50%,29.55,29.49,0.60%,-35.26%,,-1.67%,5.65%,4.3,13.90%,31.60%,13.20%,1.6,0.3,0.14,0.14,36.80%,15.10%,11.20%,-3.64%,3.46%,43.17%,61.41%,177.31%,179.87%,2.85,4.89,4.24%,3.79%,-1.64%,11.86%,44.53%,-9.78%,39.35%,-9.78%,208.98%,54.51,0.20%,0.87%,2.1,387.6,1.72,121.35,1.07%,666102,10/27/2021 4:30:00 PM,129.2,10/30/2014,121.35,0.00%,66.0,98,2.2,120.07,123.37,108.49,83.96,39.28,134.5,16.0,7.6,60.0,True
1198,CALX,"Calix, Inc.",Technology,Software - Application,USA,4372.45,18.38,69.04,0.92,6.5,7.82,23.17,67.17,,0.00%,3.58,267.90%,-29.90%,25.00%,20.00%,5.80%,707.20%,14.40%,63.59,54.96,1.90%,-34.27%,81.10%,1.94%,3.37%,3.28,46.20%,65.70%,12.70%,3.2,2.6,0.0,0.0,52.70%,12.50%,36.00%,-4.76%,-7.38%,45.19%,41.18%,176.61%,121.30%,1.46,3.51,6.45%,4.54%,-7.17%,5.16%,35.05%,-14.02%,39.09%,-14.02%,188.99%,46.7,-0.42%,1.04%,2.2,564.15,0.87,65.86,0.61%,488472,10/25/2021 4:30:00 PM,61.88,3/24/2010,65.86,0.00%,63.0,97,2.08,65.46,70.94,62.63,48.77,22.79,76.6,29.0,-5.47,63.0,True
1213,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,47881.32,22.38,23.43,1.39,2.39,7.03,17.93,61.78,0.86%,18.70%,2.5,-7.80%,7.97%,,16.06%,,-37.50%,6.80%,867.6,866.02,0.07%,-24.15%,88.20%,1.90%,0.75%,1.6,8.80%,33.70%,13.60%,1.9,1.5,1.39,1.4,29.60%,17.10%,11.10%,-0.23%,5.44%,-0.66%,20.47%,48.14%,48.06%,,1.39,3.16%,2.32%,0.98%,3.79%,14.24%,-3.66%,11.86%,-5.16%,63.26%,54.48,-0.92%,0.45%,2.1,4052.2,0.79,55.85,-0.48%,3194547,10/28/2021 8:30:00 AM,59.35,3/19/2020,55.85,0.00%,66.0,84,1.22,56.12,55.31,53.81,48.89,34.21,58.89,17.0,5.76,55.666666666666664,True
1272,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2728.67,6.46,5.23,0.71,0.68,1.7,5.55,29.06,0.74%,2.40%,12.5,69.30%,10.18%,26.70%,9.06%,33.90%,124.10%,20.60%,33.76,29.85,2.80%,-17.45%,87.30%,-0.87%,6.73%,6.87,14.30%,29.60%,10.80%,,,0.63,0.76,25.40%,15.60%,10.60%,11.81%,18.84%,13.56%,1.64%,87.53%,84.40%,1.93,3.04,5.19%,3.44%,11.42%,19.70%,20.48%,1.70%,34.13%,-2.97%,97.77%,74.79,2.09%,2.53%,1.7,292.4,2.15,80.73,4.67%,629438,10/27/2021 4:30:00 PM,100.25,6/18/2014,80.73,0.00%,78.0,90,1.38,77.13,72.45,67.44,67.01,40.82,83.2,16.0,29.98,61.333333333333336,True
1287,CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,1883.55,306.3,82.88,20.42,18.61,38.6,11.79,,,,0.09,120.80%,47.83%,31.60%,15.00%,16.70%,55.30%,21.30%,61.14,60.53,0.20%,-25.27%,90.40%,1.61%,10.19%,6.37,,,7.00%,3.2,2.9,3.11,0.0,31.80%,,,-7.39%,-14.81%,19.51%,21.36%,150.27%,144.19%,2.33,1.59,6.28%,5.13%,-12.79%,-0.13%,19.90%,-18.34%,38.82%,-18.34%,178.46%,36.89,-0.53%,-2.01%,1.7,968.97,0.69,28.18,-2.53%,664163,12/7/2021 4:30:00 PM,28.25,8/11/1988,28.18,0.00%,78.0,98,2.16,28.91,32.31,28.22,23.5,10.12,34.51,32.0,-2.28,69.33333333333333,True
1289,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,50921.3,71.43,49.75,3.92,17.12,18.4,50.23,54.19,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.86,0.60%,-18.78%,88.30%,0.23%,0.98%,2.27,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,-5.08%,-1.31%,7.41%,41.52%,49.75%,29.89%,1.08,6.26,4.63%,3.01%,-2.54%,4.95%,20.40%,-6.78%,21.51%,-6.78%,55.72%,49.39,-0.37%,0.00%,2.3,1176.15,1.23,177.21,-0.37%,1444321,10/25/2021 4:30:00 PM,175.42,6/10/1987,177.21,0.00%,59.0,83,1.2,177.87,181.83,168.85,147.18,113.8,190.09,19.0,-1.38,53.666666666666664,True
1293,CDW,CDW Corporation,Technology,Information Technology Services,USA,26649.5,27.32,22.81,2.09,1.32,31.87,108.73,29.69,1.03%,22.20%,7.12,9.20%,9.09%,18.30%,13.10%,7.30%,43.30%,11.40%,137.3,133.3,0.20%,-29.87%,94.30%,-1.52%,1.11%,1.99,11.10%,93.00%,18.50%,1.4,1.2,4.82,4.86,17.20%,7.20%,5.00%,-0.22%,5.07%,-3.41%,16.76%,45.60%,47.49%,1.09,5.43,3.82%,2.65%,1.31%,3.78%,8.54%,-3.07%,12.85%,-4.63%,54.93%,54.21,0.70%,0.71%,2.1,745.0,0.88,194.38,1.41%,658037,11/3/2021 8:30:00 AM,206.12,6/27/2013,194.38,0.00%,66.0,80,1.16,191.67,191.86,187.29,179.09,125.46,203.82,17.0,7.54,54.333333333333336,True
1632,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9824.18,23.78,10.58,0.43,1.94,3.72,41.98,12.55,,0.00%,2.68,72.10%,12.80%,-15.90%,54.93%,-2.90%,61.20%,17.10%,151.86,147.4,0.50%,-43.75%,90.70%,-1.88%,2.79%,2.45,5.50%,17.30%,-1.30%,1.1,0.5,0.42,0.44,65.80%,9.50%,8.20%,5.74%,-4.31%,12.01%,14.04%,62.77%,51.64%,2.53,3.01,6.06%,4.12%,0.97%,11.96%,16.66%,-8.05%,33.30%,-8.05%,67.83%,57.36,1.42%,2.11%,2.2,1680.11,1.11,63.69,3.56%,1857076,11/3/2021 8:30:00 AM,79.33,12/15/2011,63.69,0.00%,63.0,86,1.26,61.5,63.08,56.88,54.59,37.95,69.26,18.0,28.99,55.666666666666664,True
1640,CPT,Camden Property Trust,Real Estate,REIT - Residential,USA,17459.55,144.05,91.86,40.02,15.88,4.5,40.77,,1.95%,276.80%,1.18,-44.00%,35.46%,-13.30%,3.60%,4.60%,-18.60%,10.70%,103.07,101.2,0.60%,-27.66%,96.00%,-1.15%,1.60%,2.76,1.70%,3.40%,1.80%,,,0.82,0.82,59.70%,10.90%,11.10%,0.59%,5.81%,12.87%,28.64%,68.59%,69.98%,0.76,3.93,3.05%,2.17%,2.37%,6.34%,23.83%,-1.00%,16.80%,-1.00%,79.55%,59.63,0.84%,0.68%,2.3,585.07,1.23,169.84,1.53%,718149,10/28/2021 4:30:00 PM,172.05,7/22/1993,169.84,0.00%,59.0,88,1.33,167.28,165.91,159.72,137.16,94.59,171.56,37.0,2.85,61.333333333333336,True
1645,CR,Crane Co.,Industrials,Specialty Industrial Machinery,USA,5991.01,16.08,13.84,0.8,1.91,3.28,13.29,20.72,1.70%,24.50%,6.29,39.90%,13.49%,-4.60%,20.00%,1.40%,121.70%,21.40%,58.7,49.85,0.20%,-12.86%,72.90%,-0.26%,0.93%,1.9,9.10%,24.60%,8.00%,2.3,1.7,0.47,0.47,37.90%,15.10%,13.10%,1.25%,-2.51%,6.29%,8.34%,37.13%,30.16%,1.71,2.94,3.77%,2.31%,-2.48%,1.64%,5.88%,-6.98%,12.34%,-6.98%,41.71%,49.59,1.74%,1.34%,2.0,243.31,1.52,101.08,3.10%,369960,10/25/2021 4:30:00 PM,123.0,10/26/1936,101.08,0.00%,69.0,77,1.11,101.08,103.39,99.61,95.55,72.09,108.67,19.0,21.69,55.0,True
1676,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,USA,9567.37,13.8,17.31,1.38,4.47,27.93,21.91,22.84,,0.00%,11.51,174.10%,20.92%,40.70%,10.00%,4.90%,167.80%,73.00%,62.03,57.34,3.30%,-4.28%,97.00%,-4.02%,6.81%,2.41,52.70%,227.10%,68.00%,2.6,2.0,1.94,1.94,59.70%,27.50%,35.30%,-5.75%,-10.44%,16.60%,52.57%,148.44%,153.59%,1.8,7.33,5.85%,4.15%,-8.22%,0.75%,30.70%,-13.58%,26.57%,-13.58%,169.46%,40.76,-2.65%,0.52%,2.1,1618.43,0.8,158.9,-2.14%,1302090,10/21/2021 8:30:00 AM,193.88,2/8/2006,158.9,0.00%,66.0,97,2.05,162.38,173.13,157.72,121.58,58.97,183.88,18.0,19.4,60.333333333333336,True
