no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
688,AXP,American Express Company,Financial,Credit Services,USA,151433.99,19.19,16.89,0.56,3.54,6.17,5.54,18.12,0.90%,20.00%,9.99,-52.90%,17.14%,-5.70%,34.57%,2.20%,73.70%,23.30%,786.0,766.95,0.10%,-38.09%,86.70%,-0.48%,1.31%,2.39,3.70%,28.40%,2.10%,,,1.41,4.96,68.60%,21.40%,16.20%,3.21%,9.94%,5.80%,15.49%,47.98%,17.24%,1.14,5.29,2.72%,3.21%,8.48%,12.96%,14.18%,-3.48%,27.97%,-3.48%,52.14%,67.35,-1.85%,-0.04%,2.4,4223.42,1.14,191.81,-1.89%,4834046.0,1/25/2022 8:30:00 AM,195.52,4/4/1972,192.23,0.22%,56.0,94,1.32,193.29,178.99,171.38,168.38,126.08,198.72,12.0,1.15,54.0,True
715,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,401429.18,13.46,12.64,0.56,8.42,1.62,0.46,,1.75%,23.90%,3.56,-32.00%,16.25%,7.40%,23.89%,0.80%,69.00%,7.40%,8430.7,8103.31,0.10%,-1.54%,72.80%,0.04%,0.74%,1.17,0.90%,10.50%,7.30%,,,1.11,2.03,,89.10%,54.90%,-0.75%,-1.92%,0.91%,15.11%,43.60%,7.71%,1.41,1.35,2.44%,2.97%,2.16%,4.26%,10.78%,-4.37%,12.52%,-4.37%,47.22%,54.96,-1.46%,-0.86%,2.4,51165.1,1.19,47.92,-2.30%,60992745.0,1/19/2022 8:30:00 AM,51.73,6/5/1979,47.99,0.16%,56.0,90,1.24,47.67,46.85,46.1,43.33,33.7,50.11,16.0,8.52,54.0,True
919,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,52415.17,15.76,10.8,1.25,17.36,1.35,0.26,,2.18%,31.20%,3.96,-15.10%,21.21%,7.20%,12.65%,4.30%,-2.80%,-15.50%,844.09,823.92,0.10%,0.00%,85.50%,-0.82%,1.11%,2.09,0.70%,8.50%,2.80%,,,0.66,0.66,,93.70%,,0.84%,-1.92%,3.90%,15.70%,48.65%,7.32%,1.09,1.8,2.31%,3.36%,2.45%,5.16%,13.75%,-3.56%,15.22%,-3.56%,49.90%,57.41,-1.30%,-0.50%,2.1,4364.89,1.46,62.33,-1.80%,6374396.0,1/18/2022 8:30:00 AM,68.75,12/4/1969,62.63,0.48%,66.0,93,1.29,61.69,60.68,59.54,54.92,41.9,64.63,29.0,11.44,62.666666666666664,True
933,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,28444.72,,16.99,,1.39,1.47,6.57,58.77,2.47%,,-0.36,2200.00%,35.36%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.21,0.10%,-99.01%,93.60%,1.00%,8.10%,7.81,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,9.59%,9.02%,19.72%,34.53%,28.37%,21.11%,1.52,1.13,4.38%,4.62%,7.43%,13.50%,20.81%,2.61%,28.00%,2.61%,55.41%,67.66,5.31%,0.84%,2.0,8603.87,1.17,29.14,6.20%,10091009.0,1/20/2022 8:30:00 AM,32.41,10/3/1961,29.28,0.48%,69.0,81,1.09,28.44,27.32,25.87,24.2,18.75,29.28,4.0,13.94,51.333333333333336,True
1278,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,3966.78,41.14,10.78,3.47,1.09,4.96,22.16,,2.13%,81.90%,1.69,199.60%,11.24%,13.30%,11.86%,7.20%,-252.90%,29.80%,56.8,56.15,1.10%,-0.63%,93.60%,0.77%,2.15%,3.16,3.10%,11.30%,15.60%,1.2,0.8,0.9,1.65,22.30%,7.00%,2.70%,11.14%,17.96%,19.57%,25.56%,41.39%,23.51%,1.56,2.26,3.82%,3.88%,15.33%,20.63%,23.10%,-2.35%,36.20%,-2.35%,45.91%,73.8,-0.40%,-0.58%,2.0,382.32,1.65,69.41,-0.98%,630475.0,1/31/2022 4:30:00 PM,75.0,8/23/1968,69.41,0.00%,69.0,90,1.24,69.25,61.07,58.22,56.52,47.59,71.08,8.0,8.3,55.666666666666664,True
1343,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,1042.32,36.11,6.25,,0.82,2.24,6.43,6.58,,0.00%,0.87,-113.30%,-25.52%,-15.30%,,-6.50%,,25.70%,34.48,33.72,1.90%,0.00%,85.30%,4.24%,4.81%,3.62,1.40%,6.60%,2.50%,0.7,0.6,1.34,1.46,91.90%,6.50%,2.90%,29.38%,21.82%,27.08%,40.45%,200.19%,38.66%,2.48,1.7,6.96%,7.24%,32.22%,35.62%,43.00%,0.10%,64.78%,-13.08%,264.05%,77.2,4.72%,-0.53%,2.0,447.66,1.15,31.49,4.17%,513619.0,2/8/2022 8:30:00 AM,33.33,11/14/2017,30.26,-3.91%,69.0,99,2.53,31.45,24.47,23.62,22.24,8.65,36.23,31.0,5.98,66.33333333333333,True
1357,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1644.98,,4.91,,0.85,5.25,28.56,,,,-2.92,-51.40%,396.90%,-20.30%,,-3.80%,10.60%,48.00%,90.1,49.84,0.90%,0.00%,58.20%,1.11%,9.82%,3.85,-18.60%,-64.00%,-9.10%,1.1,0.4,1.03,1.22,2.80%,-1.20%,-13.50%,14.50%,9.33%,20.65%,51.79%,26.98%,12.56%,2.61,1.06,6.79%,6.50%,12.26%,18.16%,32.30%,-2.46%,51.05%,-4.90%,79.40%,66.53,3.84%,-1.64%,2.0,1271.09,1.64,18.64,2.14%,2081857.0,2/24/2022 4:30:00 PM,18.33,3/29/1996,18.64,0.00%,69.0,91,1.25,18.76,16.79,16.0,14.12,10.39,19.6,9.0,-2.29,56.333333333333336,True
1370,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,15819.95,55.65,6.92,0.89,3.1,5.61,20.9,16.87,1.56%,86.40%,1.38,-33.80%,142.93%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.92%,94.90%,0.55%,2.07%,1.42,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,2.24%,13.02%,20.28%,58.62%,72.99%,8.42%,1.06,3.5,5.19%,5.29%,9.35%,13.21%,35.24%,0.41%,34.04%,0.41%,80.86%,63.13,4.21%,-0.16%,2.1,3115.45,1.51,76.74,4.04%,4715502.0,2/15/2022 4:30:00 PM,73.74,8/11/2005,76.85,0.14%,66.0,95,1.37,69.72,70.9,68.38,56.98,42.85,77.24,14.0,5.76,58.333333333333336,True
1377,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,23441.17,10.56,10.73,,4.83,1.08,1.49,,2.86%,34.70%,5.16,-41.70%,19.55%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,97.10%,-0.58%,3.08%,2.7,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,0.78%,-1.34%,10.89%,21.67%,34.43%,15.28%,1.47,1.57,2.11%,3.08%,2.03%,7.96%,14.63%,-4.44%,25.05%,-4.44%,38.74%,59.84,-0.07%,-0.89%,2.0,4828.71,0.91,54.47,-0.96%,4406842.0,1/19/2022 8:30:00 AM,60.53,9/24/2014,54.47,0.00%,69.0,86,1.15,54.08,53.21,50.73,47.6,39.56,57.0,14.0,11.93,56.333333333333336,True
1605,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10591.11,26.03,18.49,1.67,1.9,3.94,58.19,29.01,0.50%,0.00%,7.69,141.20%,-10.52%,,15.60%,28.60%,88.80%,12.70%,51.56,42.23,0.60%,-14.17%,85.10%,0.77%,1.72%,2.71,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,-1.13%,16.48%,10.44%,20.12%,81.19%,12.09%,,7.29,3.09%,4.24%,7.17%,11.95%,18.12%,-3.97%,29.84%,-3.97%,89.92%,62.29,-1.77%,0.68%,1.0,268.46,0.47,200.21,-1.10%,125246.0,1/18/2022 4:30:00 PM,215.67,11/24/2020,200.21,0.00%,100.0,98,1.64,203.39,190.06,180.22,169.95,105.42,208.48,14.0,6.04,70.66666666666667,True
1643,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3100.86,3.03,7.16,,0.85,1.19,4.24,,,0.00%,16.22,8.30%,23.06%,21.80%,-8.54%,240.20%,80.90%,-0.30%,78.94,73.64,1.60%,-8.48%,89.10%,0.04%,3.36%,3.04,6.20%,48.30%,4.00%,,,3.15,3.98,,47.80%,39.80%,28.65%,14.09%,13.18%,27.91%,64.95%,18.29%,1.6,1.75,5.86%,3.86%,19.69%,19.41%,27.10%,8.73%,31.36%,8.73%,71.86%,77.35,13.57%,4.99%,2.1,812.04,5.13,49.22,19.23%,4162897.0,2/11/2022 8:30:00 AM,51.86,3/28/2012,49.08,-0.28%,66.0,96,1.47,50.93,41.71,41.63,38.88,28.64,51.14,19.0,1.83,60.333333333333336,True
1644,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,121224.36,15.41,11.91,8.68,2.65,2.82,11.53,56.99,1.63%,146.30%,6.07,-139.20%,-9.72%,6.80%,1.78%,-8.60%,526.20%,158.20%,1332.29,1317.82,0.10%,-20.39%,80.50%,0.09%,1.30%,2.11,2.30%,4.60%,-2.40%,1.9,1.8,0.42,0.45,48.20%,5.90%,4.00%,1.80%,10.81%,30.00%,67.55%,98.85%,29.56%,1.45,3.17,3.50%,3.71%,5.45%,17.45%,40.93%,-1.49%,41.96%,-1.49%,107.43%,67.84,1.76%,-0.01%,1.8,8107.04,1.18,93.52,1.75%,9575743.0,2/3/2022 8:30:00 AM,99.98,1/13/1978,93.92,0.43%,75.0,98,1.66,90.88,89.39,80.59,66.91,47.51,94.93,12.0,10.01,61.666666666666664,True
1666,CPF,Central Pacific Financial Corp.,Financial,Banks - Regional,USA,819.59,10.45,11.48,1.31,3.75,1.49,2.3,34.73,3.38%,46.90%,2.83,-35.00%,13.51%,-1.20%,8.00%,6.40%,202.80%,12.00%,27.97,27.29,0.40%,-0.05%,91.90%,1.83%,2.07%,3.28,0.80%,10.20%,28.00%,,,0.19,0.19,,87.70%,25.50%,2.88%,-1.53%,2.31%,12.97%,37.26%,5.15%,1.21,0.78,2.35%,2.96%,0.79%,3.46%,9.80%,-4.36%,12.32%,-4.36%,40.78%,56.05,1.20%,-0.14%,1.7,172.08,1.02,29.62,1.06%,175217.0,1/26/2022 8:30:00 AM,32.67,8/28/1987,29.62,0.00%,78.0,89,1.2,29.33,29.26,28.72,27.0,21.04,30.97,10.0,11.39,59.0,True
1747,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1955.86,28.51,15.67,,1.9,4.38,8.71,19.04,1.65%,47.00%,2.13,-28.70%,8.39%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,99.70%,0.45%,4.44%,5.39,5.00%,15.20%,9.70%,1.1,1.1,0.32,0.85,48.00%,11.30%,6.40%,6.00%,5.69%,14.06%,28.08%,28.89%,5.45%,0.86,1.71,3.36%,2.99%,6.02%,6.69%,21.65%,-1.32%,15.39%,-1.32%,42.70%,68.01,1.08%,0.32%,1.0,260.01,1.3,60.76,1.40%,337363.0,2/1/2022 4:30:00 PM,66.0,2/28/1996,60.76,0.00%,100.0,85,1.14,60.53,57.61,57.24,50.09,42.58,61.58,18.0,9.04,67.66666666666667,True
1785,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18704.3,27.59,7.08,0.37,11.12,4.14,245.14,62.7,1.87%,47.80%,0.87,-69.30%,16.56%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.51%,64.10%,16.68%,3.55%,3.46,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,2.95%,6.97%,16.61%,57.36%,36.56%,26.89%,-0.2,0.94,3.58%,4.20%,11.22%,15.73%,29.86%,-0.62%,31.10%,-0.62%,74.33%,67.14,3.52%,1.30%,2.3,8179.41,0.95,24.11,4.87%,7744340.0,2/23/2022 4:30:00 PM,27.52,2/8/1990,24.25,0.58%,59.0,84,1.13,23.13,21.84,20.98,18.97,14.28,24.39,30.0,18.98,57.666666666666664,True
1833,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,262242.62,17.07,15.05,,1.68,1.96,43.48,,3.86%,279.00%,8.13,-291.90%,-11.97%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-59.82%,67.80%,0.68%,1.22%,1.9,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,2.16%,9.02%,21.59%,36.14%,49.98%,18.29%,1.17,3.28,2.48%,2.47%,4.83%,11.94%,26.27%,-0.44%,25.36%,-0.44%,54.10%,66.76,1.33%,0.70%,2.2,12220.96,1.05,138.81,2.04%,12805160.0,1/28/2022 8:30:00 AM,141.05,6/24/1921,139.17,0.26%,63.0,93,1.3,135.92,133.36,124.95,110.25,92.61,139.44,13.0,3.78,56.333333333333336,True
2183,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35352.77,31.3,9.81,1.25,3.96,4.07,15.23,12.85,0.81%,19.80%,1.73,3855.60%,64.25%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.84,0.50%,-3.31%,90.10%,-2.27%,2.69%,1.48,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,2.35%,8.44%,30.92%,102.38%,188.17%,22.84%,2.91,2.45,3.98%,5.39%,6.19%,16.40%,57.14%,-2.40%,52.21%,-2.40%,208.06%,65.92,2.79%,0.80%,1.8,11672.31,1.02,54.11,3.62%,11932798.0,2/15/2022 4:30:00 PM,55.23,3/17/1992,54.25,0.26%,75.0,99,2.22,52.01,51.26,47.13,35.74,19.61,55.44,31.0,6.2,68.33333333333333,True
2262,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,2030.91,7.0,7.9,0.54,1.4,1.5,12.84,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.40%,-41.92%,,1.44%,17.56%,11.7,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,4.64%,11.86%,16.57%,48.35%,107.31%,11.45%,1.35,1.89,2.42%,3.27%,4.89%,11.39%,32.44%,-1.73%,25.60%,-1.73%,117.54%,68.14,-0.23%,0.01%,2.2,431.77,0.78,69.22,-0.22%,338214.0,2/23/2022 4:30:00 PM,69.0,7/9/1999,69.22,0.00%,63.0,99,1.88,70.32,66.4,62.58,52.57,31.82,70.44,17.0,-1.88,59.666666666666664,True
2424,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1696.82,6.6,6.41,,1.4,1.45,7.41,3.8,,0.00%,6.79,214.60%,19.98%,54.40%,,0.90%,-56.00%,76.10%,36.74,36.08,1.80%,-10.89%,90.80%,0.53%,2.35%,2.41,21.10%,46.30%,18.70%,15.9,15.9,0.95,0.95,,56.00%,39.80%,8.76%,4.47%,8.49%,39.48%,57.30%,9.45%,1.52,2.01,5.20%,4.77%,7.51%,10.17%,23.54%,-6.37%,23.29%,-6.37%,66.04%,59.38,-0.40%,-3.39%,2.0,351.5,0.95,44.83,-3.78%,335215.0,2/3/2022 4:30:00 PM,50.6,10/30/2014,44.83,0.00%,69.0,94,1.36,44.82,41.79,40.98,36.39,27.0,47.88,20.0,12.9,61.0,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,65915.88,22.57,10.95,0.31,4.25,3.12,15.35,13.06,2.57%,31.00%,5.17,-122.20%,23.49%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,87.80%,-0.53%,1.14%,1.48,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,2.68%,13.60%,25.86%,75.68%,98.27%,31.43%,1.82,4.24,3.49%,4.02%,7.40%,20.14%,40.31%,0.19%,44.73%,0.19%,108.02%,71.54,2.66%,0.95%,2.0,4492.97,1.05,116.75,3.63%,4730204.0,2/25/2022 8:30:00 AM,116.55,10/4/1989,117.35,0.51%,69.0,97,1.59,112.83,109.8,98.69,85.34,60.46,116.89,18.0,3.3,61.333333333333336,True
2586,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,USA,12935.17,14.73,12.12,1.84,7.99,2.24,1.54,,1.47%,22.80%,6.1,-13.90%,13.95%,8.30%,8.00%,8.60%,40.20%,13.60%,141.88,140.8,0.60%,-0.38%,91.80%,0.89%,2.17%,3.37,1.30%,13.80%,21.00%,,,0.03,0.03,,86.50%,46.50%,2.12%,0.53%,7.51%,18.31%,33.80%,14.25%,1.63,2.71,2.65%,3.35%,3.48%,8.95%,16.06%,-2.82%,24.93%,-2.82%,37.83%,60.97,-0.52%,-0.87%,1.7,909.05,1.21,89.89,-1.38%,1095995.0,1/27/2022 8:30:00 AM,107.9,2/3/1999,89.89,0.00%,78.0,86,1.15,89.29,86.82,83.01,77.58,65.87,92.62,17.0,20.84,60.333333333333336,True
