"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
25,"ABST","Absolute Software Corporation","Technology","Software - Application","Canada",546.94,,,,2.78,22.16,7.00,24.42,3.05%,,-0.35,-68.50%,87.80%,-20.80%,,6.30%,-380.90%,64.20%,50.07,37.49,0.62%,0.00%,70.31%,,3.11%,7.90,-3.50%,-63.30%,13.10%,0.80,0.80,18.78,19.18,82.40%,-5.80%,-8.70%,-9.49%,6.36%,-3.42%,-34.40%,-39.79%,-12.86%,0.81,0.39,4.83%,4.40%,-8.75%,-4.43%,-25.90%,-16.26%,14.13%,-49.20%,14.13%,40.47,0.73%,-0.24%,2.00,147.55,0.66,8.24,0.49%,52340,2/8/2022 4:30:00 PM,,10/27/2008,,
26,"ABTX","Allegiance Bancshares, Inc.","Financial","Banks - Regional","USA",889.38,10.69,16.59,,3.51,1.06,1.16,9.38,1.31%,11.90%,4.00,80.80%,11.54%,18.00%,,20.20%,36.70%,1.00%,20.26,19.03,1.20%,0.00%,55.00%,7.26%,2.14%,6.38,1.20%,10.30%,20.70%,,,0.24,0.24,,90.20%,32.20%,-0.12%,2.17%,5.65%,18.13%,3.98%,1.40%,0.91,1.29,3.29%,2.53%,1.73%,0.61%,9.02%,-5.09%,6.47%,-5.09%,27.11%,52.76,1.54%,0.33%,3.00,63.75,0.90,43.60,1.87%,30672,1/28/2022 8:30:00 AM,47.83,10/8/2015,,
27,"ABUS","Arbutus Biopharma Corporation","Healthcare","Biotechnology","USA",401.83,,,,39.40,2.23,2.59,,,,-0.92,13.00%,16.10%,,,49.10%,,33.30%,133.45,93.64,29.70%,-0.47%,29.80%,12.53%,7.54%,1.91,,,,14.30,14.30,0.00,0.00,,,,-11.56%,2.54%,-31.81%,-17.01%,-12.65%,-27.25%,2.71,0.25,7.80%,8.23%,-7.17%,-9.39%,-15.50%,-31.64%,21.64%,-55.46%,21.64%,43.86,2.30%,0.00%,2.40,3688.26,0.89,2.89,2.30%,1763786,3/3/2022 8:30:00 AM,6.60,7/23/2007,,
28,"ABVC","ABVC BioPharma, Inc.","Healthcare","Biotechnology","USA",64.66,,,,129.32,7.06,17.02,,,,-0.43,-138.60%,,13.40%,,,29.10%,0.00%,26.88,5.95,79.20%,0.00%,1.60%,103.67%,2.12%,0.60,-89.80%,-243.20%,-114.20%,2.10,2.10,0.01,0.20,99.10%,,,-8.87%,-8.87%,-22.87%,-30.46%,-48.05%,-33.33%,0.49,0.13,3.81%,5.36%,-5.05%,-17.94%,-32.40%,-40.36%,4.44%,-92.15%,20.51%,39.50,3.98%,0.00%,,209.95,0.83,2.35,3.98%,93373,,9.50,11/10/2004,,
29,"ACABU","Atlantic Coastal Acquisition Corp. II Unit","Financial","Shell Companies","USA",,,,,,2496.25,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,0.25%,-0.05%,,,,-0.15%,,0.01,0.03%,0.06%,0.05%,0.01%,0.01%,-0.50%,0.30%,-0.50%,0.30%,51.09,0.00%,0.05%,,1098.59,0.85,9.99,0.05%,500000,,,1/14/2022,,
30,"ACAD","ACADIA Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",3985.74,,,,8.23,7.35,7.65,,,,-1.04,41.60%,11.80%,14.90%,25.00%,94.60%,36.90%,8.10%,163.02,158.96,0.10%,-11.35%,93.50%,2.52%,3.75%,3.64,-23.20%,-29.80%,-31.60%,6.40,6.30,0.00,0.00,96.10%,-35.20%,-34.70%,-3.97%,5.49%,29.86%,45.41%,-46.70%,4.54%,0.54,1.21,4.42%,5.20%,-6.64%,-0.11%,12.41%,-13.86%,15.50%,-51.34%,52.78%,44.97,-0.81%,-1.02%,2.70,1637.24,0.79,23.95,-1.82%,691587,2/28/2022 4:30:00 PM,29.11,5/27/2004,,
31,"ACAHU","Atlantic Coastal Acquisition Corp.","Financial","Shell Companies","USA",,,,,,,,,,,,,,,,,,,,31.50,,,19.66%,,0.00%,0.02,,,,,,,,,,,-0.51%,-2.39%,-1.01%,-1.71%,,-2.20%,,0.05,0.06%,0.17%,-1.58%,-1.94%,-1.51%,-5.22%,0.00%,-5.22%,0.00%,35.12,0.00%,0.00%,,27.15,0.00,9.80,0.00%,0,,,3/4/2021,,
32,"ACAXU","Alset Capital Acquisition Corp. Unit","Financial","Shell Companies","USA",,,,,,906.36,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,-0.20%,,,,,0.10%,,0.02,0.01%,,-0.10%,-0.10%,-0.10%,-0.30%,0.30%,-0.30%,0.30%,,0.00%,0.00%,,262.74,0.00,9.97,0.00%,0,,,2/1/2022,,
33,"ACB","Aurora Cannabis Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",840.99,,,,3.65,0.32,2.52,,,,-1.94,87.70%,24.60%,-50.40%,,179.40%,78.90%,-10.50%,198.21,197.67,0.03%,0.00%,19.76%,,15.33%,5.46,-14.50%,-18.50%,-26.20%,4.90,3.70,0.19,0.21,-80.40%,,,-17.11%,-20.45%,-45.88%,-57.37%,-67.22%,-41.77%,3.09,0.30,6.37%,7.56%,-18.18%,-28.77%,-50.75%,-46.67%,5.10%,-71.10%,5.10%,32.63,4.76%,0.00%,3.50,5550.99,1.56,3.30,4.76%,4654742,2/10/2022 4:30:00 PM,,7/11/2014,,
34,"ACBI","Atlantic Capital Bancshares, Inc.","Financial","Banks - Regional","USA",656.65,13.72,17.02,0.76,5.54,1.80,,,,,2.36,107.50%,-14.40%,28.30%,18.00%,,54.40%,31.40%,20.30,18.43,9.15%,-0.73%,87.48%,,0.84%,1.24,,,,,,,,,,,2.44%,9.26%,15.71%,30.30%,53.56%,12.41%,,1.05,3.47%,2.76%,3.11%,5.71%,17.93%,-3.98%,20.99%,-3.98%,55.93%,59.34,0.00%,0.00%,2.00,124.91,1.01,32.34,0.00%,0,1/24/2022 4:30:00 PM,29.13,11/2/2015,,
35,"ACCD","Accolade, Inc.","Healthcare","Health Information Services","USA",1068.01,,,,3.88,1.19,,,,,-1.67,-57.80%,32.20%,,-0.90%,,197.80%,117.40%,65.42,64.51,0.10%,0.00%,82.70%,11.94%,7.31%,4.56,-9.60%,-15.90%,-12.00%,2.20,2.20,0.36,0.36,44.40%,-36.50%,-33.90%,-20.30%,-23.37%,-40.47%,-69.77%,-63.63%,-45.64%,,1.49,8.91%,8.11%,-20.08%,-26.52%,-60.00%,-46.58%,3.71%,-73.28%,3.71%,35.64,3.71%,-0.28%,1.30,1034.89,0.59,14.82,3.42%,327010,1/10/2022 4:30:00 PM,35.46,7/2/2020,,
36,"ACER","Acer Therapeutics Inc.","Healthcare","Biotechnology","USA",34.78,,,,38.65,,2.74,,,,-1.27,50.50%,-36.30%,,,-15.40%,,,14.31,12.11,0.50%,16.47%,29.00%,-1.37%,1.38%,3.21,,,938.10%,1.00,1.00,,,,,,-0.81%,17.14%,30.85%,-7.87%,-13.07%,7.89%,1.11,0.16,5.23%,6.92%,-0.14%,6.69%,-0.65%,-11.01%,33.48%,-54.43%,46.19%,54.03,-0.16%,0.00%,2.00,51.98,1.47,2.46,-0.16%,40996,,10.33,9/17/2002,,
37,"ACET","Adicet Bio, Inc.","Healthcare","Biotechnology","USA",470.25,,,,48.48,1.84,2.45,,,,-2.05,70.30%,-13.00%,,29.10%,,84.50%,13.30%,31.88,12.75,1.00%,126.07%,79.30%,52.97%,11.16%,3.59,-22.90%,-27.90%,-33.10%,9.90,9.90,0.00,0.00,,,,-3.98%,3.54%,28.16%,57.79%,-10.99%,-28.19%,2.49,0.97,5.95%,7.77%,-2.66%,-5.46%,25.66%,-28.23%,19.23%,-28.23%,112.32%,49.81,2.31%,3.26%,1.40,396.56,0.38,13.27,5.65%,80937,,30.50,1/26/2018,,
38,"ACEV","ACE Convergence Acquisition Corp.","Financial","Shell Companies","USA",288.36,477.62,,,,1.40,,,,0.00%,0.02,,,,,,1168.10%,,28.75,22.84,0.67%,0.00%,67.70%,-3.44%,1.25%,2.37,0.30%,0.30%,,0.00,0.00,0.00,0.00,,,,0.10%,0.30%,1.01%,1.42%,-4.66%,0.70%,,0.02,0.20%,0.21%,0.19%,0.42%,0.86%,-0.20%,1.11%,-9.96%,2.35%,72.96,0.10%,-0.10%,,119.89,0.34,10.03,0.00%,22167,,,9/21/2020,,
39,"ACEVU","ACE Convergence Acquisition Corp.","Financial","Shell Companies","USA",,,,,,,,,,,-0.11,,,,,,1168.10%,,,23.00,,,1.07%,,0.00%,0.09,,,,,,,,,,,0.10%,0.29%,0.59%,-6.51%,2.91%,-0.10%,,0.10,0.72%,0.29%,0.51%,-0.97%,-5.73%,-6.47%,3.64%,-16.59%,3.64%,50.47,0.00%,0.00%,,1.59,2.51,10.26,0.00%,0,,,7/28/2020,,
40,"ACGL","Arch Capital Group Ltd.","Financial","Insurance - Diversified","Bermuda",16977.10,8.46,8.64,0.16,1.91,1.32,19.77,5.01,,0.00%,5.23,57.30%,13.94%,24.10%,53.60%,14.90%,21.40%,-1.80%,379.30,367.37,0.60%,22.53%,90.10%,-11.76%,0.79%,1.72,4.60%,16.60%,11.10%,,,0.21,0.21,,20.70%,23.60%,-6.03%,-7.37%,4.78%,12.27%,18.94%,-0.40%,0.85,1.23,2.72%,2.34%,-4.22%,-2.67%,7.05%,-8.67%,4.15%,-8.67%,23.97%,42.16,0.56%,0.84%,,1672.97,1.27,44.89,1.40%,1144414,2/9/2022 4:30:00 PM,55.64,9/14/1995,,
41,"ACGLN","Arch Capital Group Ltd.","Financial","Insurance - Diversified","Bermuda",,4.36,,,,0.66,,,5.27%,,4.96,,,,,,0.20%,-9.10%,,338.36,,,,,0.02%,0.75,,,,,,,,,,,-1.86%,-8.65%,-15.14%,-17.91%,,-16.32%,,0.39,1.42%,1.76%,-2.72%,-9.83%,-14.70%,-16.41%,0.87%,-19.23%,0.87%,23.50,-0.85%,0.74%,,73.45,1.62,21.62,-0.11%,63988,,55.64,6/3/2021,,
42,"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Medical Care Facilities","USA",5573.39,27.51,18.60,3.37,2.41,2.18,41.65,42.97,,0.00%,2.24,40.30%,11.31%,99.20%,8.15%,-3.80%,-51.80%,-71.60%,89.02,88.41,0.90%,0.00%,,0.14%,3.74%,7.45,4.10%,7.90%,7.10%,1.20,1.20,0.59,0.60,,15.20%,8.20%,8.50%,17.13%,9.50%,-9.73%,8.35%,1.37%,1.37,2.17,4.13%,3.74%,12.17%,11.63%,2.96%,-1.21%,24.31%,-9.34%,24.31%,68.97,1.30%,-0.15%,2.10,443.90,0.70,62.24,1.15%,166768,2/28/2022 4:30:00 PM,75.38,11/1/2011,,
