,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
41,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,3061.06,79.0,16.0,84,1.29,66.39,74.67,12.47,-0.82%,11.19%,19.88%,30.95%,75.34%,60.74%,65.59,,52.38,38.15,68.87,59.666666666666664,True
44,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,9794.47,76.5,14.0,82,1.25,67.71,74.16,9.53,12.75%,15.66%,22.52%,55.16%,59.22%,86.21%,63.13,,50.46,36.07,74.09,57.5,True
45,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,49329.41,76.5,23.0,75,1.13,58.92,62.72,6.45,-0.24%,-0.66%,6.19%,14.45%,53.07%,39.04%,59.07,,51.31,38.94,60.52,58.166666666666664,True
46,BLD,TopBuild Corp.,Industrials,Engineering & Construction,9172.8,79.0,19.0,80,1.22,278.98,295.78,6.02,1.13%,12.00%,27.27%,38.96%,48.71%,52.11%,267.15,,214.76,161.35,284.01,59.333333333333336,True
47,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,14236.5,94.0,14.0,91,1.52,73.71,82.07,11.34,6.30%,21.97%,40.01%,62.39%,99.43%,79.74%,66.43,,49.71,34.42,74.15,66.33333333333333,True
52,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,2432.91,76.5,18.0,84,1.3,30.46,31.75,4.24,-0.33%,12.26%,11.23%,35.59%,65.58%,57.68%,30.26,,24.27,17.45,30.88,59.5,True
59,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,1161.76,81.5,15.0,94,1.71,27.37,40.0,46.15,1.94%,17.10%,13.01%,4.71%,125.47%,77.64%,26.31,,23.44,11.17,29.36,63.5,True
62,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,2065.06,89.0,17.0,89,1.45,65.13,68.5,5.17,0.32%,3.49%,31.22%,27.19%,87.32%,77.74%,62.06,,51.05,32.76,65.96,65.0,True
64,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,34724.09,79.0,17.0,85,1.31,104.24,126.17,21.04,0.05%,-1.01%,9.90%,17.71%,73.70%,65.56%,103.61,,89.5,58.74,107.88,60.333333333333336,True
70,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,21899.33,81.5,19.0,75,1.14,51.04,54.53,6.84,1.23%,1.05%,14.50%,3.56%,52.90%,42.17%,48.95,,45.89,32.58,51.54,58.5,True
74,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,11113.82,74.0,16.0,92,1.57,22.77,30.51,33.99,5.82%,-10.66%,-7.72%,20.03%,128.70%,55.98%,22.53,,20.55,10.52,26.51,60.666666666666664,True
76,CLH,"Clean Harbors, Inc.",Industrials,Waste Management,5905.4,84.0,42.0,75,1.14,110.99,122.5,10.37,2.45%,-3.45%,8.60%,18.47%,50.16%,44.99%,109.09,,96.1,71.5,118.89,67.0,True
81,COP,ConocoPhillips,Energy,Oil & Gas E&P,101659.25,86.5,13.0,85,1.32,74.83,89.11,19.08,1.57%,-3.58%,31.70%,33.13%,72.75%,84.50%,73.4,,59.49,38.77,77.98,61.5,True
82,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9918.41,76.5,17.0,85,1.32,63.74,79.33,24.46,-2.00%,20.66%,6.86%,17.33%,77.40%,52.52%,62.3,,54.14,34.41,69.26,59.5,True
85,CR,Crane Co.,Industrials,Specialty Industrial Machinery,6281.6,81.5,18.0,75,1.13,104.88,126.0,20.14,-1.56%,12.62%,3.72%,9.65%,53.57%,35.58%,105.45,,95.03,69.22,108.67,58.166666666666664,True
87,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10131.71,79.0,18.0,97,2.21,171.65,193.88,12.95,-5.38%,9.70%,18.73%,58.90%,174.50%,172.49%,173.72,,119.04,58.28,183.88,64.66666666666667,True
88,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12586.31,84.0,16.0,81,1.23,237.6,255.29,7.45,-0.05%,3.28%,13.44%,24.22%,60.36%,52.98%,234.53,,193.1,143.52,243.99,60.333333333333336,True
92,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1910.16,79.0,21.0,98,2.54,58.93,65.75,11.57,1.23%,22.37%,46.46%,58.95%,278.12%,222.00%,57.49,,38.85,16.81,61.48,66.0,True
97,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1508.02,86.5,27.0,77,1.17,36.78,40.6,10.39,-1.07%,4.39%,10.32%,9.08%,65.53%,52.52%,37.05,,33.11,22.23,38.35,63.5,True
98,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11793.17,94.0,15.0,81,1.24,426.04,476.33,11.8,-0.65%,10.40%,-1.37%,24.45%,65.45%,48.51%,419.27,,370.09,252.85,451.49,63.333333333333336,True
102,DIOD,Diodes Incorporated,Technology,Semiconductors,4774.65,79.0,17.0,83,1.28,108.63,117.67,8.32,-1.97%,14.55%,14.97%,43.76%,70.38%,52.88%,105.8,,85.01,64.86,113.98,59.666666666666664,True
103,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,12062.41,76.5,21.0,93,1.64,127.3,153.17,20.32,-2.54%,5.20%,8.25%,42.58%,138.56%,149.59%,131.45,,102.76,51.51,147.39,63.5,True
105,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22343.45,79.0,13.0,78,1.19,59.91,60.81,1.5,2.39%,6.16%,19.53%,28.01%,53.82%,47.94%,57.43,,48.35,37.54,60.07,56.666666666666664,True
107,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,31378.88,86.5,23.0,97,2.3,45.09,49.97,10.82,0.02%,6.84%,50.57%,68.02%,208.84%,182.86%,42.53,,29.06,13.78,45.56,68.83333333333333,True
108,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,57825.9,91.5,15.0,90,1.48,598.58,638.88,6.73,-8.95%,3.81%,14.00%,66.34%,83.75%,59.58%,628.07,,461.06,311.01,659.45,65.5,True
111,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1746.1,76.5,19.0,85,1.31,58.88,67.75,15.06,0.07%,12.21%,26.69%,29.29%,68.39%,51.96%,57.8,,45.93,29.21,60.75,60.166666666666664,True
113,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,6955.1,74.0,17.0,75,1.13,128.62,142.8,11.02,0.89%,8.00%,7.07%,6.28%,50.70%,43.32%,128.11,,118.58,85.2,135.98,55.333333333333336,True
114,ENPH,"Enphase Energy, Inc.",Technology,Solar,32121.61,79.0,27.0,88,1.42,255.1,261.25,2.41,-0.43%,39.61%,44.87%,75.13%,86.34%,42.76%,245.25,,169.95,108.88,282.46,64.66666666666667,True
116,ENVA,"Enova International, Inc.",Financial,Credit Services,1475.91,81.5,20.0,88,1.4,40.12,44.5,10.92,-2.17%,13.69%,23.97%,6.46%,83.88%,61.61%,38.76,,34.5,20.81,43.47,63.166666666666664,True
122,EVR,Evercore Inc.,Financial,Capital Markets,6761.09,84.0,19.0,81,1.24,148.63,172.12,15.8,-2.67%,-7.50%,8.28%,2.00%,64.22%,36.70%,152.14,,138.84,90.29,164.63,61.333333333333336,True
123,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,12168.06,86.5,15.0,88,1.41,82.94,99.64,20.14,0.74%,-0.02%,12.44%,13.82%,90.48%,65.81%,82.72,,75.24,42.51,87.77,63.166666666666664,True
124,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6663.97,86.5,14.0,86,1.35,164.33,175.13,6.57,1.32%,13.01%,4.73%,13.05%,74.63%,62.19%,158.24,,141.97,90.85,166.42,62.166666666666664,True
125,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1698.92,76.5,17.0,94,1.82,13.58,15.5,14.14,3.88%,39.04%,23.30%,17.66%,130.07%,94.34%,11.92,,10.42,5.55,13.9,62.5,True
126,FAF,First American Financial Corporation,Financial,Insurance - Specialty,8383.92,74.0,19.0,79,1.2,76.85,82.4,7.22,1.74%,3.32%,10.76%,20.57%,54.55%,49.53%,75.18,,65.14,47.75,78.46,57.333333333333336,True
127,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,21094.77,86.5,26.0,95,1.94,114.2,131.62,15.25,0.01%,0.71%,46.90%,40.75%,147.67%,127.67%,110.19,,85.67,39.3,117.71,69.16666666666667,True
132,FE,FirstEnergy Corp.,Utilities,Utilities - Diversified,21243.72,71.5,21.0,75,1.13,38.91,42.5,9.23,-1.62%,4.20%,-0.15%,3.62%,40.53%,27.21%,38.87,,36.98,26.17,39.94,55.833333333333336,True
134,FITB,Fifth Third Bancorp,Financial,Banks - Regional,31075.02,81.5,19.0,84,1.29,44.6,48.58,8.92,0.02%,-1.62%,14.13%,7.61%,72.40%,62.64%,44.23,,39.65,25.27,45.92,61.5,True
137,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,7934.97,74.0,17.0,92,1.59,183.44,190.14,3.65,-1.33%,16.42%,19.45%,19.83%,114.16%,75.30%,178.73,,150.71,85.29,190.29,61.0,True
139,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53700.17,76.5,19.0,96,2.15,333.24,367.7,10.34,-3.97%,-1.33%,7.01%,51.81%,179.71%,120.48%,336.66,,253.17,119.0,355.35,63.833333333333336,True
149,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2014870.81,91.5,16.0,83,1.28,2934.35,3279.44,11.76,-1.56%,5.75%,2.66%,20.61%,69.19%,67.54%,2959.11,,2546.35,1699.0,3037.0,63.5,True
150,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1952574.88,89.0,16.0,83,1.28,2922.4,3269.41,11.87,-1.42%,6.06%,2.61%,22.49%,68.77%,66.36%,2946.17,,2515.86,1694.0,3019.33,62.666666666666664,True
151,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3735.21,84.0,22.0,83,1.27,204.29,266.67,30.54,-2.80%,1.24%,24.37%,27.49%,64.76%,56.76%,197.69,,169.31,115.19,211.79,63.0,True
153,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6419.26,76.5,15.0,91,1.54,22.01,23.57,7.09,-3.16%,7.91%,45.42%,17.48%,109.35%,105.13%,22.19,,17.9,9.95,24.89,60.833333333333336,True
158,HLIT,Harmonic Inc.,Technology,Communication Equipment,1128.14,76.5,39.0,84,1.3,11.32,12.5,10.42,1.18%,26.19%,17.41%,61.77%,68.89%,50.61%,10.59,,8.54,6.31,11.63,66.5,True
159,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2927.96,79.0,21.0,77,1.17,84.26,87.93,4.36,-2.36%,8.43%,25.21%,22.39%,54.97%,48.72%,83.22,,68.75,52.35,86.99,59.0,True
161,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1273.35,71.5,18.0,85,1.32,57.33,62.0,8.15,0.26%,19.28%,14.52%,10.08%,70.77%,64.63%,55.39,,51.24,30.05,70.89,58.166666666666664,True
163,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6296.68,84.0,32.0,84,1.29,261.49,287.0,9.76,-7.85%,-1.38%,10.02%,42.87%,69.91%,42.79%,272.01,,212.35,146.81,288.02,66.66666666666667,True
165,INTU,Intuit Inc.,Technology,Software - Application,166497.31,84.0,16.0,90,1.48,670.63,734.87,9.58,3.85%,11.30%,20.70%,51.45%,95.33%,76.55%,628.58,,490.43,345.01,716.86,63.333333333333336,True
167,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50531.28,89.0,17.0,80,1.21,265.27,300.22,13.18,-0.85%,3.12%,2.54%,10.71%,55.53%,48.05%,257.96,,234.73,165.52,272.25,62.0,True
169,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,4072.82,81.5,26.0,81,1.24,16.13,16.93,4.96,0.44%,0.56%,13.51%,9.95%,65.01%,52.75%,15.68,,14.52,9.66,16.2,62.833333333333336,True
171,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55431.29,79.0,22.0,85,1.32,79.2,83.39,5.29,-0.61%,7.10%,5.42%,20.11%,73.49%,69.99%,76.31,,67.61,44.91,81.15,62.0,True
173,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6539.29,81.5,22.0,83,1.28,46.88,50.67,8.08,2.87%,7.79%,20.86%,15.84%,69.30%,51.57%,44.16,,38.85,27.58,47.42,62.166666666666664,True
176,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4422.9,96.5,15.0,90,1.47,81.05,97.75,20.6,-0.75%,7.66%,16.47%,25.12%,109.43%,86.32%,80.47,,68.76,39.43,84.68,67.16666666666667,True
177,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15036.33,74.0,18.0,80,1.22,24.18,25.21,4.26,2.59%,4.22%,9.91%,16.47%,54.90%,61.09%,23.55,,21.01,14.03,24.95,57.333333333333336,True
180,KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,5004.39,79.0,39.0,75,1.14,22.52,24.77,9.99,2.22%,5.93%,11.21%,7.29%,48.94%,50.53%,21.63,,20.63,14.3,23.14,64.33333333333333,True
186,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17638.58,94.0,17.0,83,1.27,59.62,65.89,10.52,0.97%,5.35%,13.84%,17.90%,66.30%,69.18%,57.53,,49.08,34.11,60.05,64.66666666666667,True
188,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,175818.07,84.0,19.0,82,1.26,251.91,267.2,6.07,2.91%,8.67%,22.18%,30.12%,63.93%,56.94%,238.31,,198.97,149.31,256.39,61.666666666666664,True
190,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,6085.46,71.5,27.0,91,1.56,70.72,76.12,7.64,5.66%,7.05%,13.12%,5.88%,100.40%,90.26%,65.72,,60.02,33.58,76.35,63.166666666666664,True
191,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,917.43,106.5,14.0,96,2.04,26.16,32.5,24.24,1.00%,20.66%,13.05%,8.19%,171.93%,64.42%,24.08,,21.62,9.11,30.0,72.16666666666667,True
194,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,10824.65,86.5,14.0,88,1.4,132.59,144.3,8.83,0.78%,2.01%,9.75%,34.55%,83.81%,66.58%,132.22,,108.11,71.59,139.95,62.833333333333336,True
195,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,25422.87,76.5,21.0,83,1.27,112.61,114.17,1.39,-2.57%,12.16%,31.26%,24.85%,65.07%,53.43%,111.7,,89.4,64.92,127.75,60.166666666666664,True
196,MATX,"Matson, Inc.",Industrials,Marine Shipping,3740.26,81.5,28.0,76,1.15,89.16,96.0,7.67,-1.39%,3.71%,15.48%,41.79%,49.85%,56.50%,88.79,,73.24,55.41,94.54,61.833333333333336,True
201,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3509.19,81.5,18.0,87,1.38,60.86,100.0,64.31,1.48%,17.83%,36.30%,32.19%,79.63%,73.34%,57.51,,44.87,32.34,63.07,62.166666666666664,True
202,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,18439.04,71.5,13.0,77,1.17,306.5,324.29,5.8,-0.58%,2.99%,15.71%,21.81%,47.92%,44.11%,303.51,,258.67,196.08,316.04,53.833333333333336,True
204,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,24732.01,86.5,14.0,87,1.38,545.84,603.29,10.53,-5.23%,4.41%,12.95%,61.00%,71.16%,49.04%,548.97,,416.96,300.55,580.0,62.5,True
206,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13533.74,74.0,18.0,96,1.98,16.51,19.8,19.93,-1.26%,-1.61%,39.92%,38.74%,167.59%,147.53%,16.54,,12.67,5.76,17.59,62.666666666666664,True
208,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2521699.63,91.5,14.0,80,1.22,337.91,360.03,6.55,-0.54%,9.59%,11.81%,34.27%,60.72%,51.82%,335.62,,275.33,209.11,349.67,61.833333333333336,True
209,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,44246.06,86.5,21.0,76,1.15,257.11,270.27,5.12,1.20%,4.55%,6.54%,26.87%,51.79%,51.19%,251.01,,215.7,163.16,259.21,61.166666666666664,True
210,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5366.02,79.0,16.0,98,2.94,43.84,49.93,13.89,-1.26%,-2.16%,58.61%,44.64%,312.42%,263.52%,43.23,,31.11,10.16,47.23,64.33333333333333,True
211,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1914.12,94.0,13.0,78,1.19,93.19,102.5,9.99,0.09%,28.34%,33.41%,19.90%,53.25%,46.25%,88.21,,73.75,57.25,95.6,61.666666666666664,True
213,MXL,"MaxLinear, Inc.",Technology,Semiconductors,5320.86,79.0,17.0,94,1.73,68.33,71.1,4.05,-5.00%,27.53%,30.43%,84.48%,123.59%,78.92%,67.11,,44.75,30.05,72.8,63.333333333333336,True
215,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34922.64,71.5,19.0,82,1.26,207.91,215.62,3.71,-1.92%,3.18%,8.50%,25.66%,64.99%,56.63%,209.16,,176.47,123.27,214.96,57.5,True
218,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2314.06,99.0,18.0,78,1.18,111.36,130.0,16.74,1.01%,24.97%,30.06%,23.00%,57.42%,47.46%,102.14,,89.75,69.95,112.41,65.0,True
221,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5534.54,76.5,41.0,88,1.41,62.13,66.14,6.45,1.21%,1.55%,12.92%,36.16%,83.44%,72.44%,62.21,,50.24,33.01,64.98,68.5,True
223,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,1754.36,84.0,26.0,80,1.21,115.28,131.14,13.76,3.32%,9.94%,12.78%,27.19%,55.10%,46.03%,110.26,,97.54,69.75,117.06,63.333333333333336,True
226,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6308.02,79.0,13.0,79,1.2,36.76,42.5,15.61,-2.67%,10.59%,8.34%,15.63%,60.59%,57.84%,36.62,,31.4,21.81,38.37,57.0,True
230,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,10170.19,86.5,17.0,96,2.01,60.2,72.69,20.75,-5.02%,3.79%,27.41%,26.02%,167.32%,145.11%,60.62,,45.59,21.3,64.76,66.5,True
234,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4529.13,86.5,40.0,93,1.64,92.65,105.0,13.33,0.58%,22.77%,25.88%,33.26%,112.46%,92.62%,87.64,,71.01,42.97,94.96,73.16666666666667,True
236,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4860.18,91.5,56.0,85,1.32,27.01,32.0,18.47,1.39%,0.63%,4.65%,40.68%,72.37%,72.70%,27.18,,21.79,14.31,28.6,77.5,True
237,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,44556.12,76.5,17.0,75,1.13,651.31,695.25,6.75,-0.11%,-1.52%,7.29%,22.61%,47.33%,43.91%,638.47,,564.19,424.03,669.09,56.166666666666664,True
242,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5665.29,86.5,34.0,97,2.26,53.95,67.0,24.19,-6.64%,0.48%,32.82%,30.47%,210.95%,162.79%,54.95,,42.16,16.5,59.0,72.5,True
246,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1628.07,81.5,16.0,94,1.8,102.33,125.2,22.35,-5.79%,19.02%,5.41%,5.31%,132.78%,104.25%,97.69,,85.41,40.57,113.5,63.833333333333336,True
247,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,113077.04,84.0,14.0,78,1.19,152.58,156.66,2.67,2.08%,5.16%,16.89%,29.84%,53.25%,53.10%,148.34,,123.34,93.08,153.24,58.666666666666664,True
248,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional,89057.7,74.0,16.0,76,1.15,209.09,213.22,1.98,1.73%,-3.45%,8.83%,8.96%,56.45%,40.33%,207.07,,189.04,137.48,217.6,55.333333333333336,True
250,POWI,"Power Integrations, Inc.",Technology,Semiconductors,6411.64,76.5,13.0,77,1.16,104.97,115.83,10.35,-3.20%,2.30%,0.87%,28.36%,51.25%,28.78%,104.07,,90.8,69.12,110.66,55.5,True
251,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4507.66,91.5,24.0,97,2.25,136.72,149.83,9.59,-4.79%,9.63%,22.07%,87.67%,190.89%,186.93%,138.32,,90.5,43.51,153.28,70.83333333333333,True
253,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16934.32,86.5,16.0,86,1.34,120.83,133.75,10.69,1.12%,0.26%,18.24%,28.13%,75.34%,67.77%,118.71,,98.33,66.75,124.69,62.833333333333336,True
254,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,46757.36,84.0,26.0,85,1.32,188.06,226.12,20.24,2.73%,-2.40%,26.09%,25.13%,79.96%,65.12%,184.95,,160.14,98.59,196.64,65.0,True
255,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4700.03,86.5,19.0,82,1.26,130.52,145.94,11.81,0.94%,7.83%,5.74%,39.89%,60.66%,53.82%,128.87,,109.43,78.41,140.68,62.5,True
258,RF,Regions Financial Corporation,Financial,Banks - Regional,23648.94,71.5,21.0,80,1.21,24.59,25.93,5.45,1.40%,1.53%,17.49%,7.71%,59.78%,52.54%,24.1,,21.25,15.07,24.78,57.5,True
259,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20671.73,86.5,18.0,82,1.25,100.71,118.62,17.78,1.13%,-1.26%,7.78%,13.53%,66.96%,57.90%,99.73,,88.76,60.39,103.46,62.166666666666664,True
260,RMBS,Rambus Inc.,Technology,Semiconductors,2911.68,74.0,16.0,85,1.32,26.94,28.83,7.02,10.59%,15.87%,14.25%,40.17%,67.96%,54.30%,24.58,,21.92,15.5,27.78,58.333333333333336,True
262,ROG,Rogers Corporation,Technology,Electronic Components,5056.27,96.5,18.0,87,1.38,270.1,277.6,2.78,0.02%,38.53%,30.14%,43.42%,78.24%,73.93%,255.9,,198.16,146.02,273.0,67.16666666666667,True
267,RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,1561.21,91.5,50.0,77,1.16,13.87,15.41,11.1,1.24%,-0.50%,11.32%,24.84%,54.63%,57.97%,13.8,,11.8,8.38,14.17,72.83333333333333,True
269,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,159837.83,79.0,16.0,84,1.29,82.94,91.62,10.47,1.38%,0.06%,11.21%,15.95%,71.93%,56.37%,81.67,,71.54,48.51,84.49,59.666666666666664,True
271,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1427.64,89.0,52.0,91,1.51,60.34,72.0,19.32,-1.73%,13.66%,29.02%,27.56%,92.53%,55.49%,57.64,,48.72,30.4,60.75,77.33333333333333,True
275,SIVB,SVB Financial Group,Financial,Banks - Regional,44290.21,74.0,20.0,92,1.61,737.31,808.81,9.7,-2.30%,-1.17%,28.90%,27.19%,111.38%,90.11%,738.88,,586.9,337.83,763.22,62.0,True
277,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3816.39,76.5,45.0,87,1.36,39.45,41.73,5.78,-2.52%,1.62%,12.75%,12.78%,68.88%,25.80%,39.76,,34.79,21.21,41.35,69.5,True
