"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",114.43,,,,0.55,0.42,2.63,,,,-2.05,19.10%,19.20%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.35,6.50%,0.00%,51.20%,2.75%,14.96%,5.16,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-7.03%,-27.69%,-44.74%,-46.82%,-61.93%,-20.23%,1.72,0.24,4.63%,4.60%,-17.46%,-25.26%,-42.49%,-40.75%,3.54%,-70.61%,3.54%,26.38,3.27%,0.00%,2.70,734.48,0.62,4.10,3.27%,458458,11/4/2021 4:30:00 PM,15.36,9/26/2013,4.10,0.00%
16,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",3558.73,50.42,39.80,4.20,6.91,8.80,34.96,101.39,0.56%,27.80%,1.33,45.90%,34.88%,12.10%,12.00%,7.50%,-24.40%,2.80%,52.42,41.57,16.50%,-0.53%,71.20%,0.01%,2.83%,5.97,14.60%,19.00%,22.10%,3.60,2.20,0.02,0.02,28.20%,17.40%,13.90%,-9.49%,-13.65%,-5.88%,8.87%,-6.19%,-15.32%,0.59,2.21,3.15%,2.69%,-11.89%,-13.10%,-2.55%,-19.73%,-2.17%,-19.73%,13.58%,21.09,-2.30%,0.06%,3.00,197.49,1.29,67.26,-2.24%,254757,11/4/2021 4:30:00 PM,71.00,1/3/1991,67.26,0.00%
17,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",14716.55,23.72,17.73,1.33,1.34,4.61,24.34,22.35,1.71%,25.10%,9.88,4.40%,11.17%,2.20%,17.90%,0.70%,25.90%,3.10%,62.85,62.08,0.10%,-5.28%,,-0.01%,4.49%,4.26,5.50%,19.10%,11.80%,1.20,0.30,0.32,0.00,45.10%,8.00%,5.90%,1.00%,0.65%,4.55%,11.91%,41.87%,-2.31%,1.26,5.60,2.29%,2.14%,-0.88%,0.09%,10.13%,-4.18%,7.39%,-4.18%,63.70%,48.06,-2.27%,0.79%,2.20,654.39,0.92,234.34,-1.50%,599761,11/15/2021 4:30:00 PM,259.47,11/29/2001,235.00,0.28%
18,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2701455.19,29.65,26.88,1.89,7.38,43.40,43.13,34.42,0.53%,15.00%,5.61,71.40%,7.60%,22.00%,15.68%,11.10%,68.20%,28.80%,16487.12,16322.83,0.07%,-20.04%,59.10%,0.13%,0.59%,1.05,27.60%,144.10%,50.00%,1.10,1.00,1.74,1.99,41.80%,29.80%,25.90%,-5.05%,-2.87%,11.74%,14.33%,25.90%,-6.39%,1.21,4.11,2.14%,2.03%,-5.23%,-0.76%,13.20%,-9.13%,12.71%,-9.13%,43.04%,40.00,-2.15%,0.05%,1.80,91753.74,1.03,166.23,-2.10%,94139291,1/27/2022 4:30:00 PM,179.01,12/12/1980,165.67,-0.34%
19,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",390.80,,,,,,,,,,,,,,,,,,40.00,,,,,,,0.10,,,,,,,,,,,0.41%,0.62%,0.51%,0.51%,,0.51%,,0.03,0.30%,0.22%,0.58%,0.30%,0.63%,-1.51%,0.83%,-1.91%,1.78%,60.21,0.72%,0.10%,,71.21,1.55,9.77,0.83%,110421,,,5/10/2021,9.77,0.00%
20,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2248.21,96.61,46.32,32.20,6.33,1.80,13.08,,3.22%,287.80%,0.39,-45.30%,111.84%,-11.70%,3.00%,4.60%,99.00%,16.50%,59.99,59.50,0.80%,299.39%,98.50%,-0.04%,1.32%,3.16,0.80%,1.80%,3.30%,,,1.32,1.32,65.00%,24.30%,6.50%,-2.76%,4.60%,-3.79%,-0.35%,24.55%,-0.64%,1.22,0.89,2.19%,2.14%,-0.66%,0.26%,0.30%,-8.67%,10.26%,-8.67%,37.05%,47.57,-3.34%,0.18%,2.60,249.69,0.83,37.29,-3.17%,206130,2/8/2022 4:30:00 PM,39.30,1/13/2011,37.29,0.00%
21,"AATC","Autoscope Technologies Corporation","Technology","Scientific & Technical Instruments","USA",32.80,11.44,,0.57,2.54,1.58,3.91,18.22,7.84%,0.00%,0.54,-84.90%,,21.20%,20.00%,-2.80%,396.50%,11.80%,5.34,3.12,9.50%,0.39%,28.90%,-0.45%,0.35%,0.62,10.80%,11.60%,5.30%,13.20,12.40,0.00,0.00,78.40%,18.10%,17.80%,-3.47%,-4.38%,-14.17%,-6.13%,34.21%,-2.70%,1.07,0.18,2.89%,2.75%,-3.68%,-7.14%,-10.23%,-13.80%,-0.49%,-47.15%,50.60%,35.05,-2.86%,0.16%,,17.31,0.89,6.12,-2.70%,15485,,,5/5/1995,,
22,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",42.29,,,,,0.64,4.70,,,,-0.03,20.80%,,-11.30%,,,-396.70%,,137.22,131.63,7.20%,0.00%,5.00%,,0.67%,1.34,-5.00%,-5.30%,,24.30,24.30,0.04,0.04,,,,7.55%,-3.97%,-19.76%,-30.31%,-46.33%,1.80%,0.93,0.02,5.75%,5.93%,3.40%,-6.63%,-28.50%,-30.24%,12.93%,-74.59%,12.93%,51.27,5.14%,2.55%,,661.81,1.63,0.30,7.81%,1076596,,1.00,10/17/2003,0.31,0.03%
23,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",2404.16,4.61,6.08,0.46,0.63,0.87,,3.26,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.19,0.40%,-38.75%,,0.04%,17.89%,9.01,8.20%,20.50%,7.80%,0.80,0.80,0.64,0.90,57.00%,16.90%,13.20%,-9.88%,-9.89%,1.46%,20.14%,50.71%,-16.42%,1.14,2.93,3.42%,3.07%,-12.41%,-11.33%,2.30%,-19.01%,-1.70%,-19.01%,54.22%,27.73,-3.77%,0.44%,2.10,539.91,2.44,78.67,-3.34%,1314760,11/3/2021 8:30:00 AM,105.57,7/21/2004,78.67,0.00%
24,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36%,2.25%,-6.27%,-8.70%,-15.61%,0.58%,,1.05,0.83%,0.97%,0.42%,-1.17%,-6.19%,-5.89%,4.24%,-18.80%,4.24%,48.67,-0.40%,0.58%,,1213.94,0.91,83.18,0.18%,1106472,,,8/15/2008,80.19,-3.59%
25,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",4969.25,14.23,12.92,,12.95,3.23,,,7.13%,95.70%,3.53,15.90%,7.97%,9.30%,-3.88%,8.00%,28.30%,29.80%,99.41,93.80,5.02%,0.00%,13.70%,-0.10%,1.06%,3.44,22.10%,22.20%,17.40%,,,0.00,0.00,,100.00%,92.20%,-1.72%,6.74%,-4.87%,9.12%,38.64%,2.85%,1.41,1.49,3.02%,2.80%,2.91%,-1.91%,3.50%,-12.34%,13.51%,-12.70%,43.15%,52.72,-1.30%,0.75%,2.30,288.65,1.21,50.23,-0.55%,350517,10/28/2021 8:30:00 AM,57.10,4/14/1988,51.00,1.53%
26,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",77605.62,36.55,22.44,2.50,2.72,5.31,17.02,74.26,2.35%,90.70%,1.01,-71.60%,17.02%,-30.70%,14.60%,-5.90%,235.20%,6.80%,2001.00,1886.86,,,6.10%,0.35%,0.08%,1.09,4.60%,12.80%,4.30%,1.10,0.80,0.31,0.48,32.70%,11.10%,6.40%,-1.04%,0.73%,7.21%,3.32%,24.47%,-2.99%,1.06,0.70,1.22%,1.15%,-2.16%,1.51%,5.36%,-5.32%,8.78%,-5.32%,29.41%,47.74,-0.94%,2.08%,2.20,1471.21,2.04,37.03,1.12%,2997882,2/3/2022 8:30:00 AM,40.57,4/6/2001,37.03,0.00%
27,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",234900.34,32.19,9.67,6.60,4.26,17.65,19.18,18.60,4.17%,120.40%,4.20,-48.50%,10.38%,-2.80%,4.88%,14.90%,37.60%,11.20%,1770.00,1765.83,0.10%,-22.92%,68.30%,0.01%,0.94%,2.57,5.00%,56.40%,12.70%,1.00,0.90,5.46,5.96,67.90%,30.10%,13.50%,-1.28%,4.39%,25.84%,15.57%,20.06%,-0.14%,0.82,2.44,1.90%,1.58%,0.35%,7.46%,16.32%,-2.13%,17.56%,-2.13%,32.80%,59.30,-0.88%,-0.27%,2.00,6459.31,0.95,135.21,-1.15%,6152031,2/2/2022 8:30:00 AM,138.26,12/10/2012,135.01,-0.15%
28,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",27289.55,17.92,11.53,1.75,0.13,123.73,9.35,14.67,1.39%,23.50%,7.39,144.40%,7.45%,3.20%,10.22%,7.80%,108.70%,19.60%,207.91,148.76,0.20%,-42.57%,65.40%,0.26%,1.37%,2.26,3.00%,-858.30%,24.30%,0.90,0.60,28.58,29.92,3.20%,1.10%,0.70%,-2.98%,5.76%,10.47%,11.99%,27.56%,-0.38%,0.50,2.72,1.95%,1.98%,0.03%,4.84%,9.23%,-3.33%,16.46%,-3.33%,31.46%,54.62,-1.05%,-0.01%,2.20,899.13,0.99,132.39,-1.06%,894012,2/2/2022 8:30:00 AM,148.23,4/4/1995,132.39,0.00%
29,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",3653.43,9.43,11.49,1.18,5.19,1.26,0.97,38.95,1.14%,10.70%,5.58,37.00%,-15.24%,24.30%,8.00%,30.70%,-30.10%,-3.80%,69.44,65.98,0.50%,0.23%,92.70%,0.03%,3.07%,5.34,1.80%,14.00%,13.80%,,,0.17,0.17,,96.80%,55.30%,-2.38%,8.23%,1.19%,10.76%,17.73%,5.86%,1.27,1.51,2.87%,2.79%,1.79%,2.23%,2.19%,-7.14%,13.83%,-12.13%,43.69%,52.34,-3.06%,0.24%,2.10,379.81,1.25,52.59,-2.83%,476154,1/27/2022 4:30:00 PM,60.71,5/19/1994,52.59,0.00%
30,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",2866.32,13.17,,1.32,6.46,2.75,5.54,13.51,,0.00%,0.71,11.10%,-116.00%,,10.00%,,,-78.20%,278.93,196.40,21.00%,0.10%,43.70%,0.20%,5.38%,5.51,18.90%,22.70%,13.60%,16.20,16.20,0.00,0.00,,63.90%,47.40%,-21.89%,-37.12%,-41.01%,-43.32%,-80.46%,-34.13%,,0.92,6.87%,7.21%,-27.89%,-32.60%,-51.83%,-43.83%,-1.88%,-82.94%,-1.88%,24.50,-4.07%,1.13%,1.70,1917.62,0.92,9.42,-2.99%,1763928,11/9/2021 4:30:00 PM,38.88,12/11/2020,9.44,0.21%
31,"ABCM","Abcam plc","Healthcare","Biotechnology","USA",4364.59,179.09,,,10.70,4.51,,126.14,,0.00%,0.10,-72.70%,,,,,-60.70%,18.30%,219.60,195.15,,,10.70%,4.61%,0.23%,2.70,1.80%,2.60%,2.00%,5.60,4.80,0.17,0.19,71.10%,3.50%,4.20%,-11.35%,-20.78%,-20.42%,1.03%,-24.62%,-24.71%,,0.76,4.08%,2.88%,-17.36%,-20.09%,-14.46%,-26.13%,1.31%,-27.28%,3.44%,24.12,-2.26%,2.83%,2.00,163.67,0.97,17.73,0.51%,158750,,22.67,10/22/2020,17.73,0.00%
32,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",25.94,,,,8.65,0.32,0.39,,,,-0.57,40.00%,23.40%,-11.50%,,57.30%,6.90%,,97.99,86.02,1.50%,-9.99%,26.00%,,1.52%,0.43,-39.90%,-60.00%,-78.10%,2.60,2.60,0.00,0.00,,,,-16.50%,-12.42%,-71.45%,-80.99%,-87.11%,-23.86%,1.33,0.04,10.38%,10.78%,-18.02%,-53.64%,-77.83%,-75.79%,0.63%,-93.23%,0.63%,27.92,-0.54%,-0.81%,2.30,3041.77,0.80,0.26,-1.35%,2435911,,3.00,9/19/1980,0.26,1.29%
33,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99%,2.57%,3.37%,4.81%,10.40%,0.69%,,0.21,0.50%,0.53%,0.49%,1.96%,3.33%,-1.50%,6.89%,-1.50%,13.57%,56.30,-0.82%,1.15%,,4.84,1.31,28.64,0.32%,6320,,,1/22/2020,,
34,"ABEV","Ambev S.A.","Consumer Defensive","Beverages - Brewers","Brazil",41707.56,14.64,18.93,1.85,0.60,0.48,,,4.15%,,0.18,0.00%,0.00%,39.83%,7.90%,,56.20%,18.50%,15738.70,4400.42,,,9.02%,,0.77%,1.43,,,,,,,,,,,0.00%,-2.81%,2.28%,-16.23%,-10.17%,-5.36%,,0.07,2.04%,2.20%,-1.49%,-5.45%,-11.40%,-16.48%,4.74%,-30.86%,14.69%,44.98,-0.38%,1.92%,3.00,23606.58,1.15,2.65,1.53%,27115990,10/28/2021 8:30:00 AM,3.51,11/11/2013,2.66,0.38%
35,"ABG","Asbury Automotive Group, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",3780.41,6.58,5.68,0.36,0.40,2.42,11.43,3.87,,0.00%,24.82,38.00%,11.22%,15.50%,18.50%,1.60%,52.00%,30.40%,19.30,17.44,0.10%,0.00%,90.90%,1.12%,8.00%,3.85,13.40%,44.20%,11.20%,1.70,1.10,1.02,1.16,18.40%,7.50%,5.10%,-7.56%,-0.53%,-23.49%,-17.19%,-2.26%,-5.50%,1.53,6.40,4.25%,3.47%,-3.93%,-4.41%,-12.86%,-13.30%,6.14%,-29.33%,18.31%,40.94,-2.67%,-0.34%,2.20,362.19,0.73,163.23,-3.00%,265580,10/26/2021 8:30:00 AM,248.12,3/14/2002,163.23,0.00%
36,"ABGI","ABG Acquisition Corp. I","Financial","Shell Companies","USA",188.47,,,,,1.29,314.11,,,,-0.10,,,,,,,,19.33,15.06,3.22%,0.00%,78.70%,,0.03%,0.07,,,,4.30,4.30,0.00,0.00,,,,-0.10%,0.00%,0.21%,-1.62%,,-0.41%,,0.04,0.07%,0.34%,-0.41%,-0.38%,-1.17%,-1.62%,0.41%,-8.89%,1.35%,44.31,0.00%,0.21%,,64.51,0.00,9.74,0.21%,104,,,2/17/2021,,
37,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",28.74,,,,,0.50,0.49,,,,-1.54,50.20%,,42.50%,,,0.70%,,14.41,14.30,0.40%,,10.60%,,2.22%,0.68,-30.60%,-32.60%,,18.80,18.80,0.00,0.00,,,,-5.50%,-16.67%,-27.92%,-38.28%,-57.16%,-8.14%,2.45,0.10,3.85%,5.05%,-9.38%,-14.24%,-33.31%,-26.69%,0.25%,-64.09%,0.25%,33.42,-2.23%,2.02%,,465.26,0.26,1.98,-0.25%,122064,11/2/2021 4:30:00 PM,,8/8/1997,1.95,-1.27%
38,"ABM","ABM Industries Incorporated","Industrials","Specialty Business Services","USA",2856.87,22.97,11.28,1.44,0.46,1.80,45.49,12.48,1.83%,40.20%,1.86,-4.70%,10.89%,11.10%,16.00%,3.90%,-35.50%,14.20%,67.70,66.36,1.20%,-1.10%,97.80%,-0.03%,2.20%,3.60,3.20%,7.90%,6.10%,1.10,1.10,0.53,0.55,15.60%,3.30%,2.00%,-0.84%,6.09%,-5.34%,-6.56%,8.32%,4.55%,1.26,1.40,3.10%,2.77%,1.65%,-4.20%,-9.00%,-13.10%,11.11%,-23.02%,17.63%,47.65,-1.23%,-0.18%,2.00,405.94,1.12,42.71,-1.41%,455984,12/15/2021 8:30:00 AM,56.75,2/13/1969,42.71,0.00%
39,"ABMD","Abiomed, Inc.","Healthcare","Medical Devices","USA",13995.61,92.87,60.65,8.86,14.38,9.91,21.51,59.99,,0.00%,3.25,11.40%,18.54%,42.20%,10.48%,20.80%,-8.90%,18.30%,45.44,44.56,1.40%,-12.38%,92.50%,0.03%,2.50%,3.90,10.10%,11.30%,12.50%,7.60,6.90,0.00,0.00,81.90%,14.90%,15.30%,-5.35%,-4.29%,-13.56%,-6.45%,-13.18%,-15.91%,1.33,13.06,4.12%,3.80%,-9.92%,-9.09%,-7.86%,-20.37%,5.18%,-22.04%,15.60%,38.69,2.66%,0.62%,2.50,285.13,1.79,302.02,3.30%,509948,2/3/2022 8:30:00 AM,384.40,7/29/1987,302.02,0.00%
40,"ABNB","Airbnb, Inc.","Consumer Cyclical","Travel Services","USA",97982.08,,166.22,,18.42,21.59,12.37,59.71,,,-7.23,-566.20%,245.30%,,,29.70%,232.40%,66.70%,621.01,336.86,3.90%,-14.68%,58.80%,-0.11%,3.35%,1.86,-33.10%,-123.50%,-74.20%,1.90,1.90,0.45,0.45,62.00%,-58.70%,-80.70%,-8.32%,-2.11%,-9.46%,11.01%,-4.48%,-7.15%,,7.99,4.04%,4.46%,-6.95%,-12.40%,-4.49%,-27.29%,3.44%,-29.72%,19.17%,38.71,-1.40%,1.35%,2.40,6065.51,0.84,154.58,-0.07%,5075072,11/4/2021 4:30:00 PM,194.94,12/10/2020,154.44,-0.09%
