no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
478,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA,1651.48,111.27,2.8,,0.94,4.18,7.87,,0.88%,0.00%,1.02,-268.30%,117.81%,30.20%,,-10.60%,139.00%,55.50%,15.3,14.99,1.40%,-0.84%,,3.10%,33.17%,9.56,1.80%,10.00%,-41.40%,1.5,1.1,1.01,1.35,18.80%,3.10%,1.80%,-0.84%,20.95%,43.11%,75.97%,121.14%,24.04%,0.91,6.06,6.03%,5.92%,8.34%,17.38%,44.48%,-9.56%,41.27%,-9.56%,190.30%,63.35,-1.32%,-0.93%,519.85,0.95,113.27,-2.24%,491429,2/15/2022 8:30:00 AM,127.33,10/5/2016,112.81,-0.41%,69.0,99,2.05,113.27,105.63,97.04,78.71,39.02,125.25,7.0,12.41,58.333333333333336,True
789,BCOR,"Blucora, Inc.",Financial,Asset Management,USA,934.71,,11.77,,1.08,2.65,5.04,17.21,,,-0.42,-831.20%,-3.49%,47.75%,15.00%,45.00%,-4.60%,-0.70%,48.71,47.6,1.90%,8.73%,90.60%,-1.82%,2.61%,3.18,-1.70%,-5.50%,-35.90%,2.1,2.1,1.54,1.54,46.40%,4.10%,-2.20%,7.31%,21.53%,9.72%,22.14%,19.67%,12.76%,1.67,0.74,5.82%,4.32%,14.87%,14.32%,16.86%,-4.50%,29.34%,-4.50%,37.44%,75.59,-0.10%,-1.21%,389.65,1.05,19.53,-1.31%,408398,2/16/2022 8:30:00 AM,23.67,12/15/1998,19.53,0.00%,69.0,80,1.08,19.53,17.18,17.13,16.73,14.21,20.45,14.0,21.2,54.333333333333336,True
879,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,USA,9324.55,,,,30.31,,17.92,,,,-13.76,-19.70%,52.40%,,,,19.70%,666.70%,65.39,56.1,6.20%,-3.37%,92.60%,-0.18%,6.63%,5.83,-94.40%,202.60%,-198.10%,2.0,1.9,,,78.60%,,,3.54%,20.35%,17.28%,13.65%,77.58%,1.31%,1.04,6.26,3.18%,5.31%,6.95%,10.27%,17.64%,-2.94%,42.23%,-7.85%,123.13%,59.35,-0.56%,-0.39%,637.27,0.7,139.61,-0.94%,442989,11/9/2021 8:30:00 AM,159.3,5/4/2017,139.61,0.00%,75.0,96,1.51,139.61,132.02,127.29,119.02,62.57,151.51,7.0,14.1,59.333333333333336,True
933,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,28415.44,,16.97,,1.38,1.47,6.56,58.71,2.47%,,-0.36,2200.00%,35.36%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.21,0.10%,-99.01%,93.60%,1.00%,8.10%,7.71,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,-0.10%,8.94%,21.65%,42.49%,20.64%,20.99%,1.52,1.14,3.34%,4.35%,4.98%,11.24%,19.71%,-3.31%,27.87%,-3.31%,55.25%,62.16,0.31%,-1.39%,8712.53,0.58,29.11,-1.09%,5038953,1/20/2022 8:30:00 AM,32.41,10/3/1961,29.11,0.00%,69.0,83,1.12,29.11,27.82,26.25,24.35,18.75,30.11,4.0,11.34,52.0,True
1044,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,7238.47,7.85,8.84,1.57,3.41,1.21,0.4,11.28,2.00%,16.70%,11.45,-14.70%,7.39%,-7.40%,5.00%,5.50%,54.00%,3.30%,80.13,78.58,1.40%,-7.52%,87.70%,0.78%,2.07%,2.96,1.20%,13.90%,22.90%,,,0.12,0.13,,92.30%,38.80%,-2.67%,-0.76%,7.77%,19.57%,38.97%,9.62%,1.07,2.83,2.56%,3.21%,-1.33%,3.02%,12.10%,-9.60%,20.68%,-9.60%,44.12%,47.7,-0.63%,0.34%,551.35,0.8,89.93,-0.29%,443072,1/27/2022 8:30:00 AM,112.08,11/4/1982,89.93,0.00%,75.0,91,1.26,89.93,91.22,87.5,80.28,62.97,99.49,50.0,24.63,72.0,True
1243,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,USA,432.38,14.99,11.84,,3.33,1.07,,,,,1.09,176.40%,3.80%,,,,,20.30%,26.46,25.36,2.99%,1.22%,38.18%,,0.46%,1.87,,,,,,,,,,,4.14%,4.74%,6.04%,37.89%,39.42%,6.17%,,0.41,2.37%,2.82%,4.68%,5.99%,15.73%,-0.73%,15.19%,-0.73%,63.07%,62.28,2.06%,-0.12%,62.14,1.69,16.34,1.93%,104981,,18.5,2/28/2007,15.5,-5.14%,69.0,93,1.3,16.34,15.66,15.45,14.13,10.02,16.46,42.0,13.22,68.0,True
1244,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,USA,4126.6,38.78,23.52,2.0,5.4,6.86,12.85,23.21,,0.00%,0.89,83.30%,2.09%,43.50%,19.40%,41.10%,-15.10%,51.10%,117.41,96.09,1.60%,-52.13%,,3.22%,9.79%,9.36,14.80%,20.70%,20.40%,4.3,4.2,0.0,0.0,80.90%,18.00%,13.70%,-0.58%,13.40%,-9.56%,28.41%,23.71%,2.38%,1.69,1.44,3.84%,4.48%,3.96%,3.70%,10.40%,-12.70%,20.84%,-13.40%,52.19%,53.11,-1.99%,-0.48%,1004.56,0.84,34.44,-2.46%,840334,2/24/2022 4:30:00 PM,44.92,10/12/2017,34.44,0.00%,69.0,76,1.04,34.44,33.37,33.13,31.25,22.63,39.77,19.0,30.43,54.666666666666664,True
1278,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,4234.81,43.92,11.5,3.7,1.17,5.3,23.66,,2.00%,81.90%,1.69,199.60%,11.24%,13.30%,11.86%,7.20%,-252.90%,29.80%,56.8,56.15,1.10%,-4.49%,93.60%,0.77%,2.15%,2.99,3.10%,11.30%,15.60%,1.2,0.8,0.9,1.65,22.30%,7.00%,2.70%,6.76%,31.36%,25.83%,42.14%,46.67%,31.85%,1.56,2.27,2.70%,3.80%,16.85%,24.95%,30.56%,-1.03%,45.04%,-1.03%,55.70%,77.38,0.86%,-0.33%,404.3,1.3,74.1,0.53%,524490,1/31/2022 4:30:00 PM,75.0,8/23/1968,74.1,0.00%,69.0,94,1.34,74.1,64.34,59.66,56.81,47.59,74.87,7.0,1.21,56.666666666666664,True
1343,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,953.28,33.03,5.72,,0.75,2.05,5.88,6.02,,0.00%,0.87,-113.30%,-25.52%,-15.30%,,-6.50%,,25.70%,34.48,33.72,1.90%,0.00%,85.30%,4.24%,4.81%,3.6,1.40%,6.60%,2.50%,0.7,0.6,1.34,1.46,91.90%,6.50%,2.90%,-8.54%,31.45%,21.83%,42.01%,155.55%,26.82%,2.48,1.68,4.62%,6.42%,14.04%,19.48%,27.87%,-9.29%,50.71%,-20.51%,232.95%,61.68,0.17%,-1.34%,450.41,0.49,28.8,-1.17%,220400,2/8/2022 8:30:00 AM,33.33,11/14/2017,28.8,0.00%,69.0,99,2.45,28.8,25.67,24.24,22.6,8.65,36.23,31.0,15.73,66.33333333333333,True
1372,CFB,"CrossFirst Bankshares, Inc.",Financial,Banks - Regional,USA,817.8,12.04,11.51,,4.23,1.26,2.58,10.05,,0.00%,1.33,-58.80%,6.97%,,,,167.20%,-2.50%,50.99,44.05,0.50%,-3.73%,49.30%,1.89%,0.85%,3.59,0.80%,6.90%,15.10%,,,0.0,0.0,,68.20%,22.60%,0.00%,6.07%,7.28%,22.02%,27.04%,2.95%,,0.41,1.95%,2.86%,1.46%,3.46%,11.94%,-2.58%,12.77%,-2.58%,36.07%,55.27,-0.80%,0.19%,103.91,1.75,16.07,-0.62%,182301,1/24/2022 4:30:00 PM,18.0,8/15/2019,16.07,0.00%,56.0,86,1.15,16.07,15.89,15.56,14.36,11.81,16.5,13.0,12.01,51.666666666666664,True
1377,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,22916.14,10.32,10.49,,4.72,1.06,1.45,,2.93%,34.70%,5.16,-41.70%,19.55%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,97.10%,-0.58%,3.08%,2.74,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,-2.24%,2.09%,6.20%,25.77%,23.15%,12.70%,1.47,1.57,2.58%,2.89%,-0.00%,4.11%,11.65%,-6.58%,22.25%,-6.58%,34.62%,50.22,0.47%,-0.17%,4760.08,0.8,53.25,0.30%,3803841,1/19/2022 8:30:00 AM,60.53,9/24/2014,53.25,0.00%,69.0,84,1.13,53.25,53.38,51.26,47.71,39.56,57.0,12.0,13.67,55.0,True
1561,CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,1744.87,6.34,3.34,,2.77,1.09,6.16,,3.30%,18.90%,2.2,-130.60%,73.37%,-16.10%,,-1.30%,506.10%,100.40%,123.31,54.76,77.90%,0.00%,26.90%,-2.89%,1.46%,1.3,7.40%,18.60%,2.10%,1.1,1.0,1.43,1.61,73.10%,47.30%,42.90%,0.58%,8.24%,13.34%,17.35%,36.57%,10.12%,1.35,0.5,3.20%,3.93%,4.89%,9.01%,10.03%,-4.13%,23.93%,-16.69%,51.74%,59.39,-1.35%,-0.98%,616.15,1.26,13.93,-2.31%,776159,,18.5,11/4/2010,13.93,0.00%,91.0,91,1.26,13.93,13.37,12.81,12.68,9.18,16.72,16.0,32.81,66.0,True
1592,CNR,"Cornerstone Building Brands, Inc.",Industrials,Building Products & Equipment,USA,2868.48,4.58,9.02,0.13,0.54,2.54,4.22,,,0.00%,4.89,508.30%,26.46%,-49.80%,34.70%,22.30%,1933.50%,17.70%,126.16,54.32,1.70%,-8.73%,92.80%,-0.20%,3.70%,1.95,11.20%,99.30%,-6.70%,2.5,1.8,2.71,2.74,21.70%,20.30%,11.70%,21.79%,56.93%,31.36%,46.66%,94.70%,28.50%,2.01,1.13,3.48%,6.17%,32.78%,35.27%,37.50%,-3.20%,65.51%,-3.20%,106.16%,74.57,1.27%,-0.32%,1029.51,1.84,22.41,0.95%,1889825,2/21/2022 4:30:00 PM,23.5,4/3/1992,22.35,-0.27%,69.0,98,1.77,22.41,17.29,16.68,16.34,10.87,23.15,17.0,4.86,61.333333333333336,True
1605,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10431.88,25.64,18.21,1.64,1.87,3.88,57.32,28.57,0.51%,0.00%,7.69,141.20%,-10.52%,,15.60%,28.60%,88.80%,12.70%,51.56,42.23,0.60%,-14.17%,85.10%,0.77%,1.72%,2.72,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,-1.50%,14.52%,5.78%,19.91%,76.21%,10.40%,,6.76,2.49%,3.76%,1.05%,8.36%,15.58%,-5.41%,27.89%,-5.41%,87.06%,55.11,-1.39%,0.02%,267.78,1.41,197.2,-1.37%,376925,1/18/2022 4:30:00 PM,215.67,11/24/2020,197.2,0.00%,100.0,97,1.55,197.2,196.53,182.39,170.84,105.42,208.48,14.0,9.37,70.33333333333333,True
1643,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3228.12,3.16,7.45,,0.89,1.24,4.42,,,0.00%,16.22,8.30%,23.06%,21.80%,-8.54%,240.20%,80.90%,-0.30%,78.94,73.64,1.60%,-12.46%,89.10%,0.04%,3.36%,2.66,6.20%,48.30%,4.00%,,,3.15,3.98,,47.80%,39.80%,4.10%,19.25%,22.55%,34.07%,69.28%,23.14%,1.6,1.7,2.83%,3.86%,19.52%,21.19%,30.88%,-2.10%,36.75%,-2.10%,78.91%,76.0,-0.43%,-0.83%,930.14,0.98,51.24,-1.25%,912326,2/11/2022 8:30:00 AM,51.86,3/28/2012,51.3,0.12%,66.0,97,1.52,51.24,43.33,42.48,39.24,29.0,52.34,18.0,1.21,60.333333333333336,True
1644,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,116181.99,14.77,11.42,8.32,2.54,2.71,11.05,54.62,1.70%,146.30%,6.07,-139.20%,-9.72%,6.80%,1.78%,-8.60%,526.20%,158.20%,1332.29,1317.82,0.10%,-20.39%,80.50%,0.09%,1.30%,2.09,2.30%,4.60%,-2.40%,1.9,1.8,0.42,0.45,48.20%,5.90%,4.00%,-4.16%,4.67%,23.60%,70.32%,76.65%,24.18%,1.45,3.05,2.37%,3.51%,-0.36%,9.86%,33.14%,-5.58%,36.06%,-5.58%,89.18%,54.32,0.02%,-1.70%,8177.88,0.8,89.63,-1.68%,6572873,2/3/2022 8:30:00 AM,99.98,1/13/1978,89.9,0.30%,75.0,98,1.66,89.63,90.3,81.96,67.63,47.51,94.93,13.0,11.55,62.0,True
1666,CPF,Central Pacific Financial Corp.,Financial,Banks - Regional,USA,819.03,10.44,11.47,1.31,3.74,1.49,2.3,34.7,3.38%,46.90%,2.83,-35.00%,13.51%,-1.20%,8.00%,6.40%,202.80%,12.00%,27.97,27.29,0.40%,-0.05%,91.90%,1.83%,2.07%,3.24,0.80%,10.20%,28.00%,,,0.19,0.19,,87.70%,25.50%,-0.07%,1.54%,6.55%,15.67%,32.26%,5.08%,1.21,0.8,2.34%,2.80%,1.20%,2.68%,9.56%,-4.42%,12.25%,-4.42%,40.68%,53.64,1.75%,-0.61%,173.9,0.48,29.6,1.13%,83157,1/26/2022 8:30:00 AM,32.67,8/28/1987,29.6,0.00%,78.0,90,1.23,29.6,29.28,28.87,27.02,21.25,30.97,9.0,10.37,59.0,True
1677,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,10439.35,18.77,10.21,0.34,1.95,3.66,40.0,15.33,,0.00%,3.61,72.10%,10.65%,-15.90%,54.49%,-2.90%,79.40%,23.60%,149.72,144.01,0.70%,-39.53%,91.90%,0.28%,3.64%,2.89,7.40%,22.30%,-1.30%,1.2,0.6,0.35,0.36,65.80%,12.00%,10.40%,1.03%,24.86%,5.28%,24.81%,43.70%,4.47%,2.52,3.08,3.17%,5.20%,7.00%,8.29%,18.15%,-6.30%,31.80%,-6.30%,56.03%,57.53,-0.38%,-0.10%,1808.8,0.87,67.81,-0.48%,1574496,2/2/2022 8:30:00 AM,84.76,12/15/2011,67.81,0.00%,66.0,94,1.33,67.81,64.08,62.65,57.44,44.25,72.37,18.0,25.0,59.333333333333336,True
1747,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1894.38,27.62,15.18,,1.84,4.25,8.43,18.45,1.70%,47.00%,2.13,-28.70%,8.39%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,99.70%,0.45%,4.44%,5.17,5.00%,15.20%,9.70%,1.1,1.1,0.32,0.85,48.00%,11.30%,6.40%,-3.14%,5.01%,12.46%,24.08%,25.40%,2.13%,0.86,1.57,2.14%,2.93%,1.27%,2.20%,17.01%,-4.43%,9.02%,-4.43%,38.21%,52.87,-0.99%,-0.13%,271.35,0.64,58.85,-1.13%,174996,2/1/2022 4:30:00 PM,66.0,2/28/1996,58.85,0.00%,100.0,86,1.15,58.85,58.24,57.66,50.36,42.58,61.58,19.0,12.15,68.33333333333333,True
1785,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,17525.1,25.85,6.63,0.35,10.42,3.88,229.69,58.75,1.99%,47.80%,0.87,-69.30%,16.56%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.51%,64.10%,16.68%,3.55%,3.47,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,-6.30%,12.78%,8.76%,61.75%,27.18%,18.89%,-0.2,0.89,3.39%,3.98%,2.05%,6.80%,20.60%,-7.38%,22.84%,-7.38%,63.34%,53.7,0.36%,-1.23%,8157.21,0.83,22.59,-0.88%,6763625,2/23/2022 4:30:00 PM,27.52,2/8/1990,22.63,0.18%,59.0,81,1.09,22.59,22.3,21.19,19.08,14.28,24.39,30.0,21.82,56.666666666666664,True
1833,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,252059.73,16.4,14.46,,1.62,1.88,41.79,,4.02%,279.00%,8.13,-291.90%,-11.97%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-63.37%,67.80%,0.68%,1.22%,1.87,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,-3.88%,3.87%,16.57%,41.48%,35.60%,13.69%,1.17,3.21,1.81%,2.50%,-0.56%,5.85%,20.56%,-4.32%,20.49%,-4.32%,43.68%,53.17,0.76%,-0.90%,12430.74,0.86,133.42,-0.14%,10684092,1/28/2022 8:30:00 AM,141.05,6/24/1921,133.57,0.11%,63.0,91,1.25,133.42,134.5,126.34,110.79,92.86,139.44,12.0,5.72,55.333333333333336,True
1846,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom,5082.26,67.52,10.79,6.75,0.58,4.09,4.28,13.08,,0.00%,0.34,109.90%,22.36%,15.20%,10.00%,13.30%,279.40%,20.80%,223.3,155.58,0.80%,-77.26%,82.00%,2.64%,4.05%,5.91,1.10%,6.70%,-2.20%,1.4,1.4,2.61,2.64,20.00%,3.90%,0.90%,2.59%,9.01%,25.60%,27.29%,33.22%,1.71%,1.42,0.76,3.62%,3.64%,5.14%,5.40%,18.65%,-2.71%,16.09%,-2.71%,58.96%,59.02,0.58%,-1.36%,1065.47,0.87,22.62,-0.79%,925334,2/24/2022 4:30:00 PM,27.82,8/2/2018,22.65,0.13%,72.0,91,1.26,22.62,21.58,21.51,19.09,14.23,23.25,18.0,22.99,60.333333333333336,True
