no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1687,CRC,California Resources Corporation,Energy,Oil & Gas E&P,USA,3530.5,0.5,8.08,0.04,2.27,3.25,18.68,12.48,1.62%,0.00%,83.93,,-13.87%,19.30%,14.00%,-8.30%,-43.20%,43.80%,81.6,79.72,0.84%,-92.69%,98.66%,0.06%,3.96%,4.34,116.50%,362.10%,125.40%,0.7,0.6,0.56,0.0,55.80%,,,-2.19%,-2.19%,-2.62%,47.81%,80.92%,-1.85%,,2.29,6.68%,5.01%,-0.99%,0.18%,19.44%,-8.62%,16.03%,-9.94%,95.00%,49.74,1.00%,0.36%,2.0,727.08,0.43,42.49,1.36%,316093,11/11/2021 8:30:00 AM,57.8,10/28/2020,42.5,0.02%,69.0,96,1.54,42.49,42.95,42.42,35.58,21.79,47.18,8.0,36.03,57.666666666666664,True
2177,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,36934.08,29.92,9.83,1.2,4.14,3.89,15.91,13.42,0.85%,19.80%,1.73,3855.60%,55.91%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.26%,90.20%,-1.98%,2.61%,1.44,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,6.40%,16.27%,35.01%,103.54%,220.08%,17.46%,2.88,2.71,8.19%,5.01%,6.27%,16.29%,56.87%,-4.99%,45.01%,-4.99%,239.22%,64.53,-1.45%,1.10%,1.8,11635.52,0.82,51.55,-0.37%,9587821,2/15/2022 4:30:00 PM,53.64,3/17/1992,51.26,-0.56%,75.0,99,2.62,51.55,48.5,44.77,33.93,16.17,53.22,30.0,4.05,68.0,True
2256,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1875.6,6.53,7.37,0.5,1.29,1.39,11.86,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.60%,-32.69%,,0.00%,15.71%,10.31,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,1.11%,6.57%,21.42%,36.32%,109.55%,3.88%,1.36,1.98,3.23%,3.25%,3.75%,7.97%,28.59%,-3.75%,18.65%,-3.75%,120.54%,61.82,1.22%,0.12%,2.2,437.99,1.32,65.39,1.35%,580223,11/3/2021 4:30:00 PM,69.0,7/9/1999,65.39,0.00%,63.0,98,1.85,65.39,63.07,60.58,50.86,29.65,67.94,17.0,5.52,59.333333333333336,True
2429,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,66045.35,21.22,10.89,0.29,4.25,2.93,15.38,13.09,2.73%,31.00%,5.17,-122.20%,16.60%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.78%,87.80%,-0.47%,0.87%,1.14,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,6.04%,21.65%,20.70%,52.36%,111.71%,23.55%,1.83,3.95,5.16%,3.78%,9.49%,19.10%,35.45%,-1.42%,35.99%,-1.42%,126.99%,72.98,-0.05%,0.00%,2.0,4440.98,0.85,109.7,-0.05%,3781662,11/4/2021 4:30:00 PM,114.47,10/4/1989,109.71,0.01%,69.0,98,1.8,109.7,100.19,92.87,82.85,50.08,110.95,14.0,4.35,60.333333333333336,True
2518,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1253.41,,5.2,,4.01,1.33,3133.53,7.24,,,-0.42,156.50%,116.52%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.19%,72.50%,,2.83%,2.37,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,0.92%,14.84%,33.77%,30.60%,142.31%,20.93%,2.39,0.97,9.00%,7.93%,1.99%,15.63%,31.75%,-13.23%,40.81%,-13.23%,161.34%,55.51,0.00%,0.15%,2.2,445.09,1.08,13.25,0.15%,478634,11/4/2021 8:30:00 AM,19.66,4/18/1994,13.27,0.15%,63.0,99,2.16,13.25,12.99,11.46,10.06,5.07,15.27,31.0,48.38,64.33333333333333,True
2659,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,24080.12,66.76,7.46,1.09,4.34,2.03,52.69,8.37,1.55%,82.70%,1.93,269.40%,53.65%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.35%,89.40%,0.64%,2.82%,1.77,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,5.52%,16.78%,19.58%,61.73%,113.30%,19.28%,2.34,6.28,7.48%,4.85%,6.07%,13.90%,37.00%,-3.98%,35.47%,-3.98%,128.41%,63.61,-0.11%,0.17%,1.9,2868.55,0.81,128.72,0.06%,2309441,11/1/2021 4:30:00 PM,138.97,10/12/2012,128.26,-0.36%,72.0,98,1.9,128.72,121.36,113.02,93.96,56.35,131.75,22.0,7.96,64.0,True
3469,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,814.92,10.23,11.89,1.28,3.77,1.3,0.97,14.79,3.03%,16.50%,2.58,30.00%,-18.89%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.30%,0.06%,1.28%,2.11,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,3.69%,12.59%,20.94%,43.04%,87.43%,11.44%,1.14,1.07,5.91%,3.43%,4.46%,10.88%,27.03%,-7.77%,24.94%,-7.77%,107.81%,62.75,0.95%,-0.15%,2.3,181.45,1.26,26.6,0.80%,229289,1/25/2022 4:30:00 PM,24.33,5/14/1997,26.6,0.00%,59.0,97,1.61,26.6,25.62,24.03,20.97,13.68,28.84,18.0,-8.53,58.0,True
3473,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28197.73,69.28,17.95,1.1,1.98,4.86,10.71,28.06,0.58%,40.40%,0.45,-158.60%,60.71%,-33.80%,62.70%,-9.40%,,29.70%,894.0,892.11,0.40%,-3.92%,78.00%,-0.33%,1.59%,1.4,1.90%,7.50%,-15.60%,2.4,1.8,1.61,1.61,12.60%,8.10%,2.80%,9.56%,33.75%,22.73%,45.08%,68.75%,34.81%,2.5,1.19,6.80%,4.05%,15.61%,28.37%,38.41%,-2.40%,50.99%,-2.40%,79.20%,79.75,1.95%,-0.23%,2.2,10104.15,1.41,31.36,1.72%,14267792,1/24/2022 8:30:00 AM,30.29,9/15/1948,31.41,0.16%,63.0,96,1.49,31.36,27.56,24.58,22.71,17.51,32.13,5.0,-3.41,54.666666666666664,True
3547,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,28181.94,141.45,18.61,,4.3,4.92,11.65,14.15,1.12%,155.80%,0.63,-641.90%,132.80%,0.90%,,-6.40%,146.60%,51.80%,308.1,277.65,10.17%,-0.06%,86.00%,-0.03%,1.92%,2.37,1.00%,3.60%,-18.00%,1.4,1.3,1.46,1.55,72.60%,19.20%,3.00%,0.80%,19.13%,5.90%,15.48%,60.43%,21.14%,1.81,3.97,6.59%,4.33%,5.47%,12.98%,14.37%,-3.79%,33.20%,-3.79%,70.32%,61.28,1.21%,0.26%,2.2,2252.57,2.55,91.0,1.47%,5748775,1/26/2022 8:30:00 AM,108.12,5/24/1962,91.0,0.00%,63.0,95,1.41,91.0,87.13,80.74,79.67,53.43,94.59,12.0,18.81,56.666666666666664,True
3654,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1805.71,126.83,5.99,,13.58,3.48,150.48,,0.54%,34.10%,0.14,-387.10%,358.21%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.02%,7.90%,3.04%,1.14%,1.25,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,1.04%,16.69%,42.56%,62.74%,25.43%,25.61%,0.83,0.92,5.93%,5.42%,2.88%,14.81%,53.47%,-5.85%,36.75%,-5.85%,199.68%,57.63,-3.41%,0.54%,2.0,72.86,0.28,17.86,-2.88%,20373,11/8/2021 4:30:00 PM,22.7,5/29/2018,17.96,0.56%,69.0,72,1.0,17.86,17.33,15.55,11.65,6.0,18.97,29.0,27.1,56.666666666666664,True
3996,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,499.22,10.12,8.14,,3.73,1.31,1.15,13.24,0.49%,5.50%,4.82,19.10%,28.18%,8.80%,,27.00%,40.60%,0.60%,9.94,9.31,5.60%,1.87%,71.30%,0.12%,0.62%,1.15,1.00%,12.30%,10.50%,,,0.28,0.28,,52.70%,32.20%,-6.41%,5.26%,42.82%,57.88%,51.74%,3.74%,0.7,1.89,5.10%,3.50%,-2.17%,5.05%,35.42%,-8.25%,16.94%,-8.25%,75.19%,50.86,0.84%,-0.14%,1.8,49.78,1.03,49.14,0.70%,51178,1/19/2022 4:30:00 PM,64.0,12/28/2004,49.14,0.00%,75.0,93,1.34,49.14,50.34,46.86,36.36,28.05,53.56,18.0,30.24,62.0,True
4465,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2025.92,,4.5,,1.96,6.19,18.2,6.38,,,-0.41,-630.90%,825.96%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,0.10%,0.00%,77.30%,0.06%,5.44%,2.51,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-1.37%,22.66%,26.24%,82.70%,79.67%,25.14%,3.17,0.32,11.69%,7.23%,0.87%,11.47%,36.16%,-11.86%,42.72%,-11.86%,139.44%,53.28,0.70%,-1.15%,2.0,9639.42,1.4,4.31,-0.46%,13530455,11/8/2021 8:30:00 AM,6.12,5/11/2011,4.25,-1.39%,69.0,97,1.63,4.31,4.31,3.88,3.17,1.8,4.89,32.0,42.0,66.0,True
4690,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,28400.35,,12.4,,2.35,,12.89,20.37,1.20%,,-4.82,-113.40%,3179.30%,39.90%,24.02%,103.10%,-132.80%,119.20%,253.6,250.63,0.10%,-0.96%,93.10%,0.33%,1.25%,1.93,-3.30%,356.80%,7.70%,0.9,0.8,,,8.20%,-7.90%,-10.00%,3.64%,6.13%,4.06%,26.84%,74.50%,8.62%,1.35,3.78,4.67%,3.37%,4.53%,6.84%,20.66%,-2.48%,15.34%,-2.48%,89.68%,61.5,1.95%,0.49%,1.6,1628.02,1.22,112.86,2.45%,1990052,11/4/2021 8:30:00 AM,126.23,4/4/1994,112.8,-0.05%,81.0,96,1.49,112.86,108.54,105.77,93.73,61.56,115.73,22.0,11.85,66.33333333333333,True
4714,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1213.76,,2.88,,1.09,4.72,23.61,3.08,,,-22.42,-153.00%,147.58%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,1.70%,-64.16%,72.30%,0.83%,14.73%,3.27,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,-0.33%,4.04%,-14.07%,19.37%,179.41%,11.71%,3.93,6.13,11.66%,8.88%,-0.44%,5.44%,9.44%,-11.62%,34.95%,-30.35%,205.61%,50.98,1.22%,1.68%,2.5,707.53,0.86,69.13,2.92%,608437,11/2/2021 4:30:00 PM,91.7,12/15/2011,68.32,-1.17%,53.0,99,2.49,69.13,69.81,65.56,63.34,22.62,99.26,15.0,32.65,55.666666666666664,True
4947,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,5197.77,12.82,8.63,0.27,5.83,5.49,21.22,12.87,0.73%,0.00%,1.7,12250.00%,4.42%,,46.69%,,1205.00%,134.20%,174.76,161.65,5.10%,-67.23%,,0.62%,12.35%,12.06,19.70%,47.60%,-196.60%,2.0,2.0,0.56,0.56,86.70%,49.60%,33.10%,6.45%,12.72%,2.16%,54.17%,145.77%,15.53%,2.31,1.15,7.45%,5.47%,5.25%,9.38%,30.95%,-4.90%,26.06%,-4.90%,158.57%,58.29,-0.46%,0.09%,2.3,1655.83,0.83,21.72,-0.37%,1370082,2/17/2022 8:30:00 AM,22.86,6/29/2017,21.72,0.00%,59.0,99,2.15,21.72,20.77,19.89,16.64,8.4,22.84,14.0,5.25,57.333333333333336,True
5081,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,45068.36,95.61,16.31,2.18,0.44,1.61,3.41,,3.23%,16.30%,0.75,-716.80%,151.83%,-39.20%,43.80%,-0.60%,156.30%,85.90%,633.0,590.89,0.10%,0.16%,79.50%,-0.11%,2.82%,2.46,10.40%,36.60%,-18.20%,2.0,1.5,0.96,0.97,8.10%,2.80%,8.90%,-0.13%,11.70%,8.69%,28.55%,60.60%,12.36%,1.93,2.16,3.94%,2.82%,1.87%,8.98%,16.88%,-5.38%,20.57%,-5.38%,69.66%,59.9,0.00%,-0.14%,1.8,6776.81,1.15,71.8,-0.14%,7760517,2/2/2022 8:30:00 AM,79.47,6/23/2011,71.8,0.00%,75.0,94,1.39,71.8,70.9,66.02,61.52,42.32,75.88,16.0,10.68,61.666666666666664,True
5106,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,15949.28,,9.95,,3.55,1.45,,11.66,1.21%,,-0.05,-409.20%,50.72%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,766.09,0.25%,-7.30%,75.40%,0.42%,2.83%,1.25,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,6.26%,20.45%,22.53%,68.08%,162.57%,20.89%,2.82,0.88,6.60%,4.47%,8.28%,17.87%,41.93%,-3.60%,38.80%,-3.60%,175.56%,67.22,-0.55%,0.50%,2.2,17412.59,1.05,19.84,-0.05%,18203529,2/16/2022 4:30:00 PM,20.9,11/26/1965,19.84,0.00%,63.0,99,2.3,19.84,18.5,16.89,14.02,7.2,20.58,20.0,5.34,60.666666666666664,True
5146,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5526.02,18.91,7.0,1.82,4.18,3.07,75.6,6.38,0.45%,3.10%,2.34,-781.60%,54.27%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.40%,0.70%,90.70%,0.24%,9.45%,6.9,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,3.15%,15.45%,1.40%,43.17%,171.58%,19.83%,4.1,2.85,9.52%,6.57%,7.52%,12.32%,29.87%,-4.72%,35.11%,-4.72%,202.07%,59.21,1.46%,0.81%,2.1,1502.15,0.93,45.25,2.28%,1396821,10/26/2021 4:30:00 PM,51.67,2/2/2012,45.25,0.00%,66.0,99,2.48,45.25,42.5,40.3,34.95,14.98,47.49,18.0,14.19,61.0,True
5304,NEX,NexTier Oilfield Solutions Inc.,Energy,Oil & Gas Equipment & Services,USA,1502.58,,17.95,,1.33,2.53,11.09,,,,-0.88,-88.00%,142.60%,-20.90%,,26.80%,59.00%,140.20%,224.48,191.04,11.50%,-0.09%,76.40%,-0.23%,2.91%,2.16,-15.70%,-36.70%,-37.20%,1.1,1.0,0.73,0.77,9.40%,-15.50%,-16.90%,12.29%,60.54%,26.65%,52.31%,75.22%,67.32%,2.58,0.41,10.33%,8.35%,14.22%,38.36%,38.74%,-9.35%,87.23%,-9.35%,96.41%,65.86,2.04%,-0.84%,1.9,2578.21,0.87,6.01,1.18%,2250126,2/21/2022 4:30:00 PM,6.93,1/20/2017,5.99,-0.33%,72.0,96,1.52,6.01,5.38,4.38,4.34,3.06,6.63,10.0,15.31,59.333333333333336,True
5399,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1770.08,,3.62,,7.77,,885.04,5.27,1.42%,,-6.36,-978.70%,57.41%,33.10%,36.30%,15.00%,102.50%,178.00%,65.86,63.67,4.30%,-15.78%,60.30%,1.99%,14.30%,8.59,-31.90%,178.60%,-117.10%,0.5,0.5,,,8.10%,,,-0.62%,8.34%,-3.15%,31.08%,115.95%,9.23%,2.24,1.44,9.21%,6.31%,3.48%,10.09%,19.89%,-4.83%,32.46%,-16.76%,132.70%,56.61,2.25%,0.93%,1.7,1059.64,1.17,23.2,3.20%,1240261,11/5/2021 8:30:00 AM,32.77,1/10/2007,23.0,-0.86%,78.0,98,1.91,23.2,22.58,21.07,19.4,10.02,27.87,21.0,41.25,65.66666666666667,True
5566,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,USA,2841.21,3.13,6.04,1.04,2.02,2.97,6.33,5.77,1.48%,2.60%,43.29,885.80%,41.62%,,3.00%,6.50%,,48.30%,19.81,18.75,0.10%,5.66%,95.20%,-0.16%,5.87%,4.17,33.50%,98.90%,-229.30%,1.1,1.1,1.15,0.0,63.80%,,61.80%,1.87%,4.53%,15.99%,47.81%,268.00%,7.44%,,7.42,7.58%,5.35%,0.83%,5.42%,32.15%,-6.92%,20.75%,-6.92%,277.26%,53.86,-1.01%,0.10%,2.1,263.55,0.7,134.13,-0.91%,185510,11/3/2021 4:30:00 PM,158.5,11/20/2020,134.12,-0.01%,66.0,100,3.0,134.13,132.96,127.21,102.48,37.01,144.1,13.0,18.17,59.666666666666664,True
