date,COF,DVN,SCHW,portfolio
2021-12-08,680.7150873360058,3.222260324508196,1710.529171131606,2394.46651879212
2021-12-09,682.3619320029583,3.0866015167015624,1699.1537491583579,2384.6022826780177
2021-12-10,688.0341711968458,3.166829706282736,1702.313561752238,2393.5145626553667
2021-12-13,668.0440385738515,2.9947037672135948,1672.1896070082882,2343.2283493493533
2021-12-14,676.6439393387031,2.942190608520897,1701.8922319318806,2381.478361879105
2021-12-15,674.2194958752123,2.9159340291745477,1718.955445421153,2396.09087532554
2021-12-16,677.1014039758088,2.943649338287278,1767.1957771464686,2447.2408304605647
2021-12-17,659.0782501791996,2.859044959406961,1747.3939198248736,2409.3312149634803
2021-12-20,632.8670469176172,2.7904860515083265,1699.5750789787153,2335.2326119478407
2021-12-21,656.4708629008087,3.0129374719569757,1752.4498776691614,2411.933678041927
2021-12-22,657.477229049185,3.084413561164118,1777.5178745688233,2438.0795171791724
2021-12-23,663.744193291281,3.0669090821918004,1793.3170985970237,2460.1282009704964
2021-12-27,667.357876651478,3.2536223189247515,1807.852333164152,2478.4638321345547
2021-12-28,668.7759539665925,3.2455994443217833,1801.1113781560346,2473.132931566949
2021-12-29,665.9855528067312,3.2237190542745773,1789.7359561827864,2458.945228043792
2021-12-30,665.5281582361957,3.1850634110261167,1779.62452367061,2448.337745317832
2021-12-31,663.6983697543432,3.212778720138847,1771.6194181426208,2438.530566617103
2022-01-03,678.5651646947206,3.3236396783655127,1806.58850476188,2488.477309134966
2022-01-04,691.4191572717751,3.4760734611491464,1895.0640626845218,2589.959293417446
2022-01-05,678.1992069983501,3.399491956871798,1881.3713266993082,2562.97002565453
2022-01-06,689.4979319157576,3.5278571158465266,1911.495281443258,2604.521070474862
2022-01-07,707.6125225865318,3.5657832550996695,1932.560806108325,2643.7391119499566
2022-01-10,718.8654940335717,3.537338720215876,1930.664982975517,2653.0678157293046
2022-01-11,725.0867048053001,3.632153929236605,1978.2734810290965,2706.992339763633
2022-01-12,726.3675217093119,3.6394475780685105,1997.4430215025557,2727.4499907899362
2022-01-13,738.1694647341926,3.620484369329812,1967.108562907227,2708.8985120107495
2022-01-14,734.4642043666902,3.6751854835599542,2012.3995858900414,2750.538975740292
2022-01-18,718.5453598741391,3.6729975280225102,1941.408571277029,2663.6269286791908
2022-01-19,693.523396509263,3.5687007146324317,1927.7158352918157,2624.807932515711
2022-01-20,687.3937627448399,3.5468203245852252,1926.0305160103865,2616.9710990798117
2022-01-21,670.2397847520746,3.3637537731560996,1879.0541737461429,2552.6577122713734
2022-01-24,678.3822208798205,3.5249399345380192,1868.7320763237879,2550.639237138146
2022-01-25,696.039346913489,3.738638698164128,1864.9402689993717,2564.718254611025
2022-01-26,662.8292640170696,3.777294341412589,1896.117387235415,2562.723945593897
2022-01-27,648.0996594212247,3.7736476561087633,1889.5869360786764,2541.4602431560097
2022-01-28,652.3996448369356,3.7597898624402712,1872.9452134685612,2529.104648167937
2022-01-31,671.2003974300833,3.688313773233129,1847.4557256897422,2522.3444368930586
2022-02-01,688.4001288932163,3.833454185409112,1897.1705507275085,2589.404133806134
2022-02-02,684.4203477035082,3.883049884569048,1903.4903369740684,2591.793734562146
2022-02-03,678.3363973428826,3.866274631367794,1872.523883648204,2554.7265556224543
2022-02-04,687.7597204412104,3.856063801227381,1935.9314446711837,2627.5472289136214
2022-02-07,696.0851003838566,3.835642140946556,1962.052766121739,2661.973508646542
2022-02-08,713.513459065687,3.733533283093922,2000.3921691862572,2717.639161535038
2022-02-09,726.5962189945795,3.801362686997239,1991.1232352559957,2721.5208169375724
2022-02-10,720.5122686339539,3.808656335829144,1960.0912309986,2684.412155968383
2022-02-11,716.3337085844712,3.946503099173222,1881.1387577923526,2601.418969475997
2022-02-14,712.384686619099,3.8115735171376515,1852.2175901655391,2568.4138503017757
2022-02-15,729.6042469216104,3.750308258070922,1892.3271904989972,2625.6817456786785
2022-02-16,729.4664960445159,3.9275398904345233,1885.783049344273,2619.1770852792233
2022-02-17,708.8030236815024,4.0296487482871575,1815.9078500964883,2528.740522526278
2022-02-18,706.966298609196,3.9953692943378405,1807.2527112523821,2518.214379155916
2022-02-22,702.2365949181949,3.8414767817878257,1785.2979809534493,2491.376052653432
2022-02-23,686.3487198496904,3.9056595003873174,1742.6552478162523,2432.90962716633
2022-02-24,678.5425331925327,3.84731170085335,1736.744228803663,2419.1340736970487
2022-02-25,705.2672543474137,4.026002062983332,1810.208140229277,2519.501396639674
2022-02-28,703.7978883028826,4.343268414228457,1782.975835177489,2491.1169918946
2022-03-01,645.9860312633245,4.321388024181251,1643.647893913876,2293.9553132013816
2022-03-02,648.373829910579,4.277627244086839,1727.0335105854656,2379.6849677401315
2022-03-03,636.0676177796714,4.29221398530214,1703.8122138846634,2344.172045649637
2022-03-04,615.8632916514492,4.344727143994838,1672.5690615406895,2292.7770803361336
2022-03-07,573.066980880891,4.368066263808425,1611.9824453967458,2189.4174925414454
2022-03-08,578.944585192156,4.338162999158251,1597.8385837132062,2181.1213319045205
2022-03-09,605.7152700171152,4.298778130138727,1675.9466256319408,2285.9606737791946
2022-03-10,598.1386214440681,4.417661962968361,1681.435348471374,2283.9916318784108
2022-03-11,597.3580097850094,4.2768977400915205,1693.890347579888,2295.525255104989
