no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1389,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,8120.57,28.27,6.77,5.65,2.06,2.24,9.56,11.11,1.99%,9.20%,2.45,,3.68%,,5.00%,-16.20%,95.40%,-7.50%,98.22,91.84,0.05%,0.00%,,1.25%,14.14%,11.23,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,7.41%,7.51%,5.35%,26.60%,,7.41%,,2.39,4.24%,3.26%,8.91%,9.04%,22.94%,-0.29%,22.11%,-0.29%,73.25%,65.3,3.00%,0.81%,2.0,1156.28,1.05,69.3,3.84%,1212020,11/2/2021 4:30:00 PM,93.7,2/10/2021,69.3,0.00%,69.0,89,1.26,69.3,63.93,63.62,56.5,40.0,69.69,33.0,35.21,63.666666666666664,True
1437,CIO,"City Office REIT, Inc.",Real Estate,REIT - Office,USA,921.82,21.13,531.0,2.35,5.61,2.77,52.08,40.43,2.82%,58.80%,1.0,52.10%,-96.08%,35.10%,9.00%,23.90%,-197.00%,8.70%,43.55,42.15,0.10%,-3.21%,78.70%,4.11%,1.20%,1.49,3.90%,13.40%,3.20%,,,1.81,1.81,64.60%,18.60%,27.00%,7.71%,16.90%,16.64%,70.60%,123.34%,7.71%,1.56,0.54,3.10%,2.71%,11.23%,15.06%,42.95%,-0.33%,32.75%,-0.33%,129.37%,79.93,-0.28%,0.14%,2.1,338.15,1.77,21.24,-0.14%,597297,11/3/2021 8:30:00 AM,21.83,4/15/2014,21.24,0.00%,66.0,97,1.83,21.24,19.24,18.51,14.91,9.26,21.7,13.0,2.78,58.666666666666664,True
1465,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,USA,954.86,48.7,45.41,,6.78,9.49,40.46,107.29,,0.00%,1.47,175.90%,-10.43%,20.30%,,13.30%,146.90%,65.60%,13.73,11.43,6.70%,-4.06%,41.50%,5.34%,2.73%,2.11,18.50%,21.60%,19.10%,3.5,2.1,0.0,0.0,43.50%,17.90%,14.40%,-15.02%,8.21%,43.62%,92.44%,177.20%,-15.02%,1.03,4.76,7.21%,6.59%,-4.43%,5.01%,52.49%,-17.26%,36.81%,-17.26%,186.40%,46.53,-6.30%,0.09%,2.0,147.87,1.57,71.74,-6.21%,232274,11/4/2021 4:30:00 PM,80.0,8/6/1986,72.0,0.36%,69.0,99,2.27,71.74,75.38,68.66,47.25,25.4,86.71,20.0,11.51,62.666666666666664,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,236171.2,46.13,38.37,4.62,1.16,12.88,17.53,7618.43,0.59%,25.60%,11.62,25.00%,9.01%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.56,0.20%,-2.66%,68.80%,-0.54%,1.02%,2.03,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,-5.55%,1.15%,18.66%,31.46%,44.94%,-5.55%,0.64,13.05,2.13%,2.32%,-3.42%,0.25%,20.86%,-6.18%,10.88%,-6.18%,74.65%,42.92,-2.08%,-0.41%,2.2,2223.49,1.03,536.18,-2.48%,2296126,12/9/2021 4:30:00 PM,549.05,11/27/1985,536.57,0.07%,63.0,85,1.19,536.18,555.77,535.8,444.57,307.0,571.49,20.0,2.4,56.0,True
1722,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,USA,966.36,37.89,16.06,2.53,2.61,5.27,878.51,16.89,0.78%,25.20%,1.53,10.40%,18.48%,-4.60%,15.00%,6.30%,132.30%,12.60%,17.5,14.98,9.00%,-2.30%,77.00%,-6.63%,6.11%,5.44,2.40%,12.30%,7.00%,0.6,0.5,2.54,2.55,34.30%,18.10%,7.60%,-10.04%,0.75%,26.96%,62.15%,72.38%,-10.04%,0.93,2.06,4.01%,3.56%,-4.19%,5.40%,33.67%,-12.60%,32.41%,-12.60%,77.22%,46.42,-2.08%,-0.45%,1.5,168.2,0.64,57.97,-2.52%,108229,10/27/2021 4:30:00 PM,69.25,8/9/1996,57.97,0.00%,84.0,93,1.41,57.97,60.63,55.28,43.48,32.71,66.33,22.0,19.46,66.33333333333333,True
1759,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2389.97,8.49,11.62,0.85,3.32,2.11,2.15,7.7,,0.00%,8.8,82.30%,-27.75%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.56,6.90%,-24.41%,84.10%,0.64%,3.81%,2.75,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,14.29%,28.99%,66.91%,86.59%,244.44%,14.29%,1.6,3.11,4.53%,4.98%,18.71%,25.59%,71.56%,2.58%,63.98%,2.58%,258.67%,72.32,3.25%,-0.32%,2.1,410.5,1.88,74.71,2.92%,771787,10/27/2021 4:30:00 PM,70.38,2/21/2012,74.5,-0.28%,66.0,99,2.82,74.71,63.81,60.06,43.77,20.97,76.13,21.0,-5.8,62.0,True
2135,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,32813.01,28.28,9.31,1.13,3.68,3.68,14.14,11.92,0.90%,26.40%,1.73,3266.70%,55.11%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.69%,92.10%,4.00%,2.62%,1.58,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,10.99%,12.52%,26.78%,78.46%,187.26%,10.99%,3.06,2.01,4.20%,4.40%,13.72%,16.74%,58.37%,-0.19%,37.52%,-0.19%,223.02%,68.46,0.93%,0.14%,1.8,10636.88,1.46,48.89,1.08%,15483135,11/2/2021 4:30:00 PM,51.27,3/17/1992,48.88,-0.02%,75.0,99,2.21,48.89,43.32,42.89,32.15,16.11,49.75,27.0,4.87,67.0,True
2214,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1696.62,6.06,6.84,0.47,1.17,1.29,10.72,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.71,0.80%,-20.94%,,-2.52%,19.35%,14.57,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,-3.51%,4.12%,18.89%,25.69%,78.18%,-3.51%,1.41,1.61,2.68%,2.53%,0.14%,2.31%,21.92%,-5.05%,15.25%,-5.05%,105.17%,52.18,-1.33%,-0.05%,2.2,381.07,1.02,59.93,-1.38%,388909,11/3/2021 4:30:00 PM,67.75,7/9/1999,59.93,0.00%,63.0,94,1.46,59.93,59.97,58.71,49.25,29.21,63.12,18.0,13.05,58.333333333333336,True
2374,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1491.08,3.46,7.29,,1.37,1.34,6.51,3.63,,0.00%,11.95,214.60%,-20.99%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-8.28%,90.20%,0.17%,3.06%,3.26,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,0.95%,5.94%,14.67%,21.83%,62.99%,0.95%,1.55,1.34,3.13%,3.08%,3.23%,5.85%,16.88%,-4.87%,33.54%,-4.87%,87.87%,57.83,0.10%,0.27%,2.0,334.27,0.55,41.35,0.36%,184595,10/28/2021 4:30:00 PM,44.5,10/30/2014,41.35,0.00%,69.0,91,1.33,41.35,40.17,39.27,35.41,22.01,43.47,20.0,7.62,60.0,True
2471,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1188.5,,5.29,,3.81,1.32,2971.24,6.86,,,-0.42,58.70%,111.39%,44.30%,15.00%,24.90%,209.30%,169.30%,49.24,37.25,1.60%,-3.34%,75.90%,6.03%,1.71%,1.67,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,20.20%,21.20%,14.75%,16.79%,127.12%,20.20%,2.62,0.74,8.23%,6.06%,20.42%,21.45%,36.43%,-2.95%,39.74%,-2.95%,160.40%,67.53,-2.88%,0.22%,2.1,380.99,2.14,13.15,-2.66%,815815,11/4/2021 8:30:00 AM,18.41,4/18/1994,13.11,-0.30%,66.0,98,1.86,13.15,11.04,10.89,9.67,5.05,13.66,30.0,40.0,64.66666666666667,True
2585,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,27767.62,38.75,37.44,6.46,18.47,9.32,423.29,77.39,2.40%,77.10%,5.38,14.70%,5.73%,18.90%,6.00%,11.60%,59.40%,20.30%,133.81,131.04,0.60%,-46.65%,96.00%,-2.78%,1.67%,3.43,7.50%,25.00%,7.90%,,,1.87,1.87,74.00%,57.20%,47.50%,-8.06%,-0.43%,21.85%,19.33%,86.03%,-8.06%,0.35,5.47,3.37%,2.29%,-4.11%,0.75%,19.20%,-8.91%,13.71%,-8.91%,93.40%,42.42,-3.94%,-0.30%,2.1,637.72,1.39,208.45,-4.23%,885615,10/27/2021 4:30:00 PM,220.79,8/12/2004,207.47,-0.47%,66.0,95,1.52,208.45,217.53,207.39,175.25,109.27,228.84,16.0,5.92,59.0,True
2587,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,USA,1870.88,83.33,15.0,4.17,1.8,25.45,9.78,13.14,,0.00%,0.17,101.40%,21.79%,15.40%,20.00%,14.20%,231.60%,13.50%,128.32,127.08,1.20%,-23.35%,85.50%,1.54%,4.65%,4.44,2.40%,52.10%,6.60%,0.9,0.9,4.11,4.47,58.20%,5.10%,2.30%,-9.24%,3.41%,38.08%,29.90%,88.74%,-9.24%,1.89,0.72,5.02%,5.04%,-3.03%,7.51%,27.67%,-14.18%,49.21%,-14.18%,105.04%,48.26,-5.19%,-0.53%,2.2,1330.1,1.0,14.25,-5.69%,1330436,11/2/2021 8:30:00 AM,16.0,4/9/1999,14.25,0.00%,63.0,95,1.54,14.25,14.69,13.35,11.19,6.95,16.61,18.0,12.28,58.666666666666664,True
2667,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,61337.45,15.93,11.8,0.55,2.9,4.61,7.99,9.39,0.72%,8.50%,2.63,344.60%,15.86%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.86,0.20%,-8.43%,77.90%,-0.69%,1.86%,1.5,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,0.36%,8.16%,22.71%,14.65%,34.45%,0.36%,2.08,1.42,3.55%,3.15%,4.83%,7.51%,12.17%,-4.21%,18.64%,-9.15%,69.49%,60.15,1.80%,1.51%,2.0,18042.06,0.93,41.88,3.33%,16841842,10/21/2021 8:30:00 AM,42.56,7/10/1995,41.94,0.14%,69.0,79,1.1,41.88,40.12,39.05,37.39,24.71,46.1,14.0,1.62,54.0,True
2762,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33405.55,13.49,14.61,,6.38,1.67,0.88,,2.46%,30.30%,3.62,-45.10%,-10.60%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.81,0.20%,-1.55%,84.10%,-0.61%,1.42%,2.27,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,12.06%,11.01%,11.04%,27.12%,56.51%,12.06%,1.45,1.2,2.46%,2.25%,11.38%,11.31%,19.82%,0.66%,20.88%,0.66%,72.74%,73.93,1.22%,-0.33%,2.0,4233.16,1.23,48.8,0.89%,5191196,1/20/2022 8:30:00 AM,49.02,3/17/1980,48.8,0.00%,69.0,90,1.28,48.8,44.07,43.95,40.78,28.25,48.95,19.0,0.45,59.333333333333336,True
2805,FLL,"Full House Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,USA,359.4,39.81,23.41,2.65,2.05,3.39,3.67,52.85,,0.00%,0.27,102.50%,89.17%,15.70%,15.00%,0.20%,-55.10%,12.40%,34.23,32.15,0.40%,-10.04%,61.30%,-2.11%,2.90%,3.14,2.50%,11.20%,6.30%,8.4,8.3,2.87,2.89,59.30%,19.10%,5.80%,-12.22%,-7.81%,-8.28%,20.39%,171.87%,-12.22%,1.88,0.75,5.82%,6.68%,-6.75%,0.08%,9.84%,-15.43%,24.62%,-15.43%,191.23%,45.2,-1.21%,-0.37%,2.0,296.41,0.94,10.63,-1.57%,279644,11/8/2021 4:30:00 PM,15.33,8/17/1993,10.63,0.00%,69.0,99,2.22,10.63,11.36,10.62,9.69,3.65,12.57,13.0,44.21,60.333333333333336,True
2928,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,USA,2151.39,,11.0,,0.77,3.33,13.45,98.24,4.72%,28.40%,-0.44,81.10%,26.73%,-21.10%,15.00%,65.50%,837.90%,54.10%,40.23,27.15,1.20%,0.00%,71.30%,4.92%,3.43%,4.96,9.70%,51.10%,8.50%,1.5,0.5,1.68,1.68,41.40%,5.90%,9.00%,1.59%,-2.20%,38.50%,47.85%,69.57%,1.59%,1.77,1.84,3.46%,3.26%,0.16%,9.78%,35.61%,-3.83%,46.66%,-3.83%,74.37%,57.03,0.40%,-0.38%,1.9,187.89,0.91,52.99,0.02%,171619,11/2/2021 4:30:00 PM,61.71,6/14/2012,52.99,0.00%,72.0,93,1.39,52.99,52.9,48.6,39.17,30.39,55.1,28.0,16.46,64.33333333333333,True
3916,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,505.4,10.93,11.0,,3.79,1.38,1.17,8.55,0.47%,5.10%,4.69,19.10%,-1.60%,8.80%,,27.00%,40.60%,0.60%,9.94,9.21,4.20%,2.60%,71.70%,-0.95%,0.79%,1.74,1.10%,13.30%,12.40%,,,0.28,0.28,,58.30%,35.00%,9.08%,17.04%,63.62%,64.14%,69.51%,9.08%,0.78,1.44,2.74%,3.04%,12.26%,16.60%,45.80%,0.73%,51.54%,0.73%,84.83%,78.82,0.61%,0.61%,1.8,41.63,0.88,51.31,1.22%,36701,10/20/2021 4:30:00 PM,56.0,12/28/2004,51.31,0.00%,75.0,93,1.39,51.31,46.06,44.35,35.27,28.05,51.94,18.0,9.14,62.0,True
4146,JBL,Jabil Inc.,Technology,Electronic Components,USA,10077.44,14.15,9.69,1.18,0.34,4.73,6.43,105.63,0.46%,8.10%,4.9,91.40%,7.98%,28.30%,12.00%,9.80%,183.90%,1.50%,145.5,138.23,2.80%,-8.67%,89.60%,-2.44%,0.92%,1.46,3.80%,28.30%,15.20%,1.0,0.6,1.35,1.35,8.00%,3.20%,2.00%,-1.38%,10.83%,10.81%,19.74%,56.05%,-1.38%,1.37,1.95,2.28%,2.76%,2.57%,7.90%,17.06%,-3.79%,22.26%,-3.79%,69.76%,58.07,-0.96%,-0.17%,1.8,869.08,2.18,69.38,-1.13%,1898748,12/16/2021 8:30:00 AM,78.5,4/29/1993,69.38,0.00%,75.0,90,1.28,69.38,68.03,64.48,59.37,40.87,72.11,26.0,13.15,63.666666666666664,True
4497,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,USA,598.74,12.99,12.2,,3.09,2.05,665.27,11.86,,0.00%,1.93,32.80%,2.50%,,,,73.90%,29.30%,24.2,8.68,34.70%,-3.61%,22.10%,6.03%,1.01%,2.08,13.20%,16.90%,12.80%,2.1,1.2,0.03,0.0,39.40%,28.90%,24.10%,-5.52%,-0.60%,44.07%,47.64%,67.97%,-5.52%,,1.09,4.17%,4.84%,-2.33%,2.61%,27.25%,-13.28%,42.26%,-13.28%,79.28%,47.69,0.77%,-0.48%,2.0,42.1,0.68,25.01,0.28%,28659,,30.5,12/14/2018,25.01,0.00%,69.0,92,1.37,25.01,25.59,24.52,19.69,13.95,28.84,18.0,21.95,59.666666666666664,True
4623,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,USA,6397.13,5.2,9.04,1.04,1.45,5.04,10.54,4.63,0.87%,4.80%,14.11,206.00%,-40.16%,56.50%,5.00%,8.10%,147.90%,53.30%,94.0,86.78,0.90%,2.56%,99.11%,-4.36%,5.22%,3.59,62.60%,105.90%,32.30%,2.8,2.1,0.25,0.25,47.20%,42.30%,32.60%,-6.36%,-1.40%,19.42%,22.96%,90.92%,-6.36%,1.75,2.65,4.01%,3.39%,-3.59%,3.69%,14.97%,-8.02%,25.66%,-8.02%,97.05%,46.58,-2.30%,0.00%,2.4,1262.05,0.79,73.37,-2.30%,992138,11/2/2021 8:30:00 AM,79.38,12/29/1972,73.37,0.00%,56.0,95,1.56,73.37,76.04,71.02,63.92,37.24,79.77,19.0,8.19,56.666666666666664,True
4641,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,USA,11320.77,49.19,39.34,9.84,15.43,3.45,83.12,113.78,2.13%,103.50%,2.83,-13.60%,17.12%,0.20%,5.00%,11.00%,155.10%,33.30%,78.96,76.03,0.40%,-18.84%,94.20%,0.14%,1.75%,2.45,4.20%,8.00%,5.10%,,,0.69,0.69,67.80%,40.90%,29.50%,-9.19%,-1.58%,18.28%,21.39%,78.18%,-9.19%,0.43,3.72,3.42%,2.32%,-4.83%,0.40%,19.05%,-9.93%,9.18%,-9.93%,84.15%,40.69,-3.34%,-0.69%,1.8,544.46,1.2,139.11,-4.01%,655295,11/2/2021 4:30:00 PM,155.0,6/21/1995,139.11,0.00%,75.0,94,1.46,139.11,146.14,138.78,117.12,77.05,154.45,17.0,11.42,62.0,True
