date,ERF,RRD,portfolio
2022-02-01,3.8302067358789254,4354.143625585085,4357.973832320964
2022-02-02,3.87792512966646,4170.770086634605,4174.648011764271
2022-02-03,3.8429316205984314,4174.671738376145,4178.514669996744
2022-02-04,3.8492942151369585,4174.671738376145,4178.521032591282
2022-02-07,3.7888506322723696,4178.5733901176845,4182.362240749957
2022-02-08,3.597976752764682,4194.179625001853,4197.777601754618
2022-02-09,3.706138425059258,4198.081276743394,4201.787415168453
2022-02-10,3.677507510529756,4198.081276743394,4201.758784253923
2022-02-11,3.839750475507942,4194.179625001853,4198.019375477361
2022-02-14,3.772944602462374,4198.081276743394,4201.854221345856
2022-02-15,3.8079381115304027,4205.884208144483,4209.692146256013
2022-02-16,3.8238444456979463,4205.884208144483,4209.708052590181
2022-02-17,3.8015755169918757,4194.179625001853,4197.981200518845
2022-02-18,3.696594989787789,4217.589163369102,4221.285758358889
2022-02-22,3.671144915991229,4221.490443028652,4225.1615879446435
2022-02-23,3.744313687932872,4225.392094770192,4229.136408458125
2022-02-24,3.798394371901386,4229.293746511732,4233.092140883633
2022-02-25,3.8938314638340037,,3.8938314638340037
2022-02-28,4.065618168441206,,4.065618168441206
2022-03-01,4.189686479260874,,4.189686479260874
2022-03-02,4.186505029812836,,4.186505029812836
2022-03-03,4.033955244019678,,4.033955244019678
2022-03-04,4.314800258257524,,4.314800258257524
2022-03-07,4.439265451319633,,4.439265451319633
2022-03-08,4.442456944566751,,4.442456944566751
2022-03-09,4.295651603132367,,4.295651603132367
2022-03-10,4.337140102272252,,4.337140102272252
2022-03-11,4.212674604852595,,4.212674604852595
