,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp500
144,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2014870.81,91.5,15.0,83,1.29,2935.14,3279.44,11.73,-1.56%,5.75%,2.66%,20.61%,69.19%,67.54%,2958.82,,2542.15,1699.0,3037.0,63.166666666666664,True
145,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1952574.88,89.0,15.0,83,1.29,2926.04,3269.41,11.73,-1.42%,6.06%,2.61%,22.49%,68.77%,66.36%,2939.8,,2507.47,1694.0,3019.33,62.333333333333336,True
165,INTU,Intuit Inc.,Technology,Software - Application,166497.31,84.0,16.0,90,1.49,661.63,734.87,11.07,3.85%,11.30%,20.70%,51.45%,95.33%,76.55%,625.48,,489.04,342.52,716.86,63.333333333333336,True
167,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50531.28,89.0,17.0,80,1.21,267.49,300.22,12.24,-0.85%,3.12%,2.54%,10.71%,55.53%,48.05%,257.51,,234.32,165.52,272.25,62.0,True
172,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55431.29,79.0,22.0,85,1.33,79.65,83.39,4.7,-0.61%,7.10%,5.42%,20.11%,73.49%,69.99%,76.01,,67.48,44.91,81.15,62.0,True
178,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15036.33,74.0,19.0,80,1.21,24.14,25.21,4.43,2.59%,4.22%,9.91%,16.47%,54.90%,61.09%,23.5,,20.97,14.03,24.95,57.666666666666664,True
185,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17638.58,94.0,17.0,81,1.24,58.83,65.89,12.0,0.97%,5.35%,13.84%,17.90%,66.30%,69.18%,57.3,,48.96,34.11,60.05,64.0,True
188,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,175818.07,84.0,19.0,82,1.26,252.35,267.2,5.88,2.91%,8.67%,22.18%,30.12%,63.93%,56.94%,237.27,,198.6,149.31,256.39,61.666666666666664,True
196,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,25422.87,76.5,21.0,82,1.26,112.11,114.17,1.84,-2.57%,12.16%,31.26%,24.85%,65.07%,53.43%,110.52,,89.06,64.92,127.75,59.833333333333336,True
202,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,18439.04,71.5,13.0,76,1.15,302.89,324.29,7.07,-0.58%,2.99%,15.71%,21.81%,47.92%,44.11%,303.16,,258.17,196.08,316.04,53.5,True
204,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,24732.01,86.5,14.0,88,1.42,557.86,603.29,8.14,-5.23%,4.41%,12.95%,61.00%,71.16%,49.04%,547.84,,416.12,300.55,580.0,62.833333333333336,True
206,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13533.74,74.0,18.0,95,1.88,15.66,19.8,26.44,-1.26%,-1.61%,39.92%,38.74%,167.59%,147.53%,16.55,,12.63,5.76,17.59,62.333333333333336,True
208,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2521699.63,91.5,15.0,81,1.23,339.83,360.03,5.94,-0.54%,9.59%,11.81%,34.27%,60.72%,51.82%,333.5,,274.38,208.86,349.67,62.5,True
209,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,44246.06,86.5,21.0,76,1.15,255.62,270.27,5.73,1.20%,4.55%,6.54%,26.87%,51.79%,51.19%,250.45,,215.33,163.16,258.78,61.166666666666664,True
215,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34922.64,71.5,19.0,83,1.27,207.69,215.62,3.82,-1.92%,3.18%,8.50%,25.66%,64.99%,56.63%,208.84,,176.15,123.27,214.96,57.833333333333336,True
247,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,113077.04,84.0,15.0,79,1.19,150.9,156.66,3.82,2.08%,5.16%,16.89%,29.84%,53.25%,53.10%,148.02,,123.11,93.08,152.61,59.333333333333336,True
248,POOL,Pool Corporation,Consumer Cyclical,Leisure,22547.04,74.0,14.0,85,1.32,559.22,566.71,1.34,-2.12%,10.41%,15.78%,30.71%,68.07%,50.76%,537.07,,437.44,305.47,582.27,57.666666666666664,True
251,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16934.32,86.5,16.0,85,1.33,120.57,133.75,10.93,1.12%,0.26%,18.24%,28.13%,75.34%,67.77%,118.65,,98.11,66.75,124.69,62.5,True
252,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,46757.36,84.0,26.0,82,1.26,180.48,226.12,25.29,2.73%,-2.40%,26.09%,25.13%,79.96%,65.12%,185.15,,159.85,98.59,196.64,64.0,True
256,RF,Regions Financial Corporation,Financial,Banks - Regional,23648.94,71.5,20.0,76,1.16,24.05,25.93,7.82,1.40%,1.53%,17.49%,7.71%,59.78%,52.54%,24.08,,21.23,15.07,24.78,55.833333333333336,True
257,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20671.73,86.5,18.0,80,1.22,98.64,118.62,20.26,1.13%,-1.26%,7.78%,13.53%,66.96%,57.90%,99.81,,88.62,60.39,103.46,61.5,True
266,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,159837.83,79.0,15.0,83,1.28,81.92,91.62,11.84,1.38%,0.06%,11.21%,15.95%,71.93%,56.37%,81.67,,71.4,48.51,84.49,59.0,True
272,SIVB,SVB Financial Group,Financial,Banks - Regional,44290.21,74.0,20.0,92,1.59,741.2,808.81,9.12,-2.30%,-1.17%,28.90%,27.19%,111.38%,90.11%,739.28,,585.74,337.83,763.22,62.0,True
281,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,22720.4,71.5,14.0,86,1.35,101.62,105.43,3.75,-2.01%,13.93%,16.91%,4.95%,78.46%,63.42%,97.36,,86.28,57.04,116.93,57.166666666666664,True
307,TXT,Textron Inc.,Industrials,Aerospace & Defense,16751.97,79.0,17.0,81,1.23,76.68,86.0,12.15,0.48%,2.46%,3.52%,12.84%,63.74%,57.44%,75.35,,65.99,44.36,78.13,59.0,True
313,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27351.35,74.0,42.0,81,1.23,376.95,401.13,6.41,-1.70%,2.44%,7.08%,14.80%,65.79%,61.78%,379.26,,331.62,217.39,414.99,65.66666666666667,True
326,WFC,Wells Fargo & Company,Financial,Banks - Diversified,209477.62,76.5,28.0,87,1.37,50.34,52.04,3.38,2.04%,1.54%,4.28%,10.78%,95.44%,70.31%,50.61,,44.83,27.28,52.57,63.833333333333336,True
331,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,31970.12,81.5,14.0,83,1.27,437.68,457.0,4.41,-2.61%,3.18%,-3.11%,25.06%,56.21%,52.02%,427.51,,366.86,253.86,475.35,59.5,True
335,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32547.51,76.5,18.0,82,1.25,602.97,630.91,4.63,-1.03%,12.45%,2.50%,19.43%,65.08%,55.79%,579.01,,522.54,362.36,614.1,58.833333333333336,True
