,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
32,BAC,Bank of America Corporation,Financial,Banks - Diversified,382092.78,71.5,13.0,82,1.25,45.76,47.58,3.98,-1.21%,-2.72%,7.70%,7.95%,57.63%,50.97%,47.08,,41.11,28.1,48.69,55.5,True
33,BANC,"Banc of California, Inc.",Financial,Banks - Regional,1274.06,81.5,13.0,76,1.14,20.22,24.0,18.69,-5.87%,0.90%,10.86%,15.48%,41.99%,37.46%,21.32,,18.53,13.18,22.09,56.833333333333336,True
36,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,2881.53,79.0,16.0,83,1.26,63.4,74.67,17.78,-6.64%,7.62%,10.03%,25.30%,59.74%,51.31%,65.78,,52.47,38.15,68.87,59.333333333333336,True
37,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,1237.53,74.0,14.0,83,1.27,51.18,54.33,6.15,-4.69%,12.78%,10.59%,15.14%,58.21%,61.55%,51.04,,44.22,29.65,54.46,57.0,True
39,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,9359.91,76.5,15.0,83,1.26,66.34,74.16,11.79,-7.77%,12.21%,17.23%,48.11%,58.56%,77.95%,63.55,,50.57,36.07,74.09,58.166666666666664,True
40,BLD,TopBuild Corp.,Industrials,Engineering & Construction,9016.86,79.0,19.0,81,1.22,275.24,295.78,7.46,0.50%,10.41%,24.51%,38.98%,55.51%,49.52%,268.21,,215.03,161.35,284.01,59.666666666666664,True
41,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,13863.85,94.0,14.0,91,1.49,71.43,82.07,14.9,0.34%,25.23%,34.14%,60.37%,91.35%,75.03%,67.09,,49.85,34.42,74.15,66.33333333333333,True
42,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,3763.2,79.0,15.0,97,2.31,122.9,126.2,2.69,-6.00%,22.52%,38.20%,60.88%,191.37%,183.44%,120.41,,82.42,39.28,134.5,63.666666666666664,True
44,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,2412.9,76.5,18.0,85,1.31,30.15,31.75,5.31,-1.02%,12.67%,9.20%,35.38%,66.67%,56.38%,30.33,,24.32,17.45,30.88,59.833333333333336,True
45,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,617.18,81.5,18.0,95,1.83,29.83,51.5,72.64,-8.86%,18.00%,39.39%,42.12%,128.76%,120.47%,30.03,,21.19,12.25,33.49,64.83333333333333,True
47,BX,Blackstone Inc.,Financial,Asset Management,172793.46,79.0,18.0,95,1.88,143.81,148.73,3.42,-2.07%,5.36%,15.77%,55.19%,137.78%,121.89%,143.55,,103.69,59.11,149.78,64.0,True
48,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,694.79,74.0,15.0,96,2.1,70.11,96.33,37.4,-6.83%,49.08%,11.85%,39.11%,165.17%,139.61%,67.88,,50.0,24.01,76.94,61.666666666666664,True
49,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,1056.03,81.5,15.0,93,1.67,25.27,40.0,58.29,-12.29%,12.21%,1.98%,0.76%,104.12%,61.47%,26.42,,23.48,11.17,29.36,63.166666666666664,True
51,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,4391.43,79.0,20.0,79,1.19,37.14,44.33,19.36,-2.47%,11.50%,20.00%,31.61%,48.74%,17.05%,36.74,,28.84,22.63,39.76,59.333333333333336,True
52,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,47882.1,79.0,17.0,77,1.16,55.38,59.35,7.17,-2.88%,4.18%,-5.04%,20.57%,43.43%,46.82%,54.63,,48.44,34.21,58.89,57.666666666666664,True
53,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,1962.73,89.0,17.0,88,1.4,61.76,68.5,10.91,-2.05%,4.52%,23.79%,16.51%,77.83%,68.93%,62.39,,51.14,32.76,65.96,64.66666666666667,True
54,CBNK,"Capital Bancorp, Inc.",Financial,Banks - Regional,370.47,89.0,20.0,94,1.69,26.5,30.25,14.15,-2.65%,3.92%,11.67%,20.51%,114.23%,90.24%,27.09,,22.04,11.6,28.16,67.66666666666667,True
55,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,1977.95,99.0,17.0,80,1.2,37.74,44.5,17.91,-2.93%,6.10%,11.26%,13.64%,51.02%,41.83%,38.91,,33.54,23.92,40.62,65.33333333333333,True
58,CDW,CDW Corporation,Technology,Information Technology Services,25835.27,79.0,18.0,76,1.14,191.16,206.12,7.83,-2.08%,3.68%,-4.06%,15.56%,44.88%,45.05%,190.85,,178.25,125.46,203.82,57.666666666666664,True
59,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,2373.71,91.5,15.0,93,1.61,36.62,39.38,7.54,-1.53%,9.58%,37.41%,78.63%,105.04%,67.75%,36.96,,24.7,16.55,42.01,66.5,True
60,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,20917.22,81.5,18.0,75,1.13,48.56,54.53,12.29,-3.15%,2.00%,8.54%,-2.69%,39.94%,35.79%,48.98,,45.93,32.58,51.54,58.166666666666664,True
61,CG,The Carlyle Group Inc.,Financial,Asset Management,19619.11,76.5,13.0,91,1.51,54.75,67.58,23.43,-7.67%,-0.67%,13.19%,25.46%,90.30%,74.14%,58.04,,45.68,28.12,60.62,60.166666666666664,True
63,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,10688.06,74.0,16.0,91,1.53,21.84,30.51,39.7,1.68%,-11.94%,-10.38%,8.55%,95.35%,50.00%,22.4,,20.58,10.89,26.51,60.333333333333336,True
64,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,895.22,81.5,23.0,97,2.18,64.73,74.0,14.32,-3.93%,18.79%,40.60%,71.15%,173.35%,161.85%,64.45,,41.62,22.91,72.0,67.16666666666667,True
65,CLH,"Clean Harbors, Inc.",Industrials,Waste Management,5861.51,84.0,42.0,77,1.16,109.52,122.5,11.85,1.70%,-1.89%,6.40%,17.64%,45.50%,43.92%,108.95,,96.22,71.5,118.89,67.66666666666667,True
66,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,1307.17,91.5,14.0,89,1.42,33.16,38.4,15.8,-2.73%,4.80%,12.64%,19.75%,75.45%,67.56%,34.52,,28.15,17.6,35.5,64.83333333333333,True
69,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9529.79,76.5,17.0,87,1.35,61.55,79.33,28.89,-4.44%,16.88%,5.41%,8.53%,65.68%,46.55%,62.69,,54.22,34.41,69.26,60.166666666666664,True
71,CPT,Camden Property Trust,Real Estate,REIT - Residential,17015.26,74.0,36.0,87,1.35,166.98,169.85,1.72,0.74%,4.73%,13.78%,33.18%,69.32%,67.11%,164.8,,135.63,94.59,171.17,65.66666666666667,True
72,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,9971.49,79.0,18.0,97,2.24,168.04,193.88,15.38,-5.05%,10.64%,15.02%,65.98%,180.11%,168.18%,174.3,,119.48,58.28,183.88,64.66666666666667,True
73,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12252.84,84.0,16.0,82,1.24,232.59,255.29,9.76,-3.13%,4.28%,9.20%,20.94%,56.02%,48.92%,234.91,,193.51,143.52,243.99,60.666666666666664,True
74,CSR,Centerspace,Real Estate,Real Estate Services,1490.2,86.5,16.0,76,1.14,102.56,112.1,9.3,-0.60%,2.55%,3.15%,44.07%,43.44%,45.19%,101.62,,84.64,66.91,108.19,59.5,True
75,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,881.62,94.0,18.0,90,1.47,52.95,63.75,20.4,2.34%,20.45%,16.63%,38.03%,83.79%,69.06%,50.8,,40.08,27.15,55.02,67.33333333333333,True
77,CUBE,CubeSmart,Real Estate,REIT - Industrial,10856.96,71.5,17.0,86,1.34,53.75,57.38,6.75,-1.32%,1.65%,1.82%,22.74%,64.42%,59.92%,54.43,,46.44,31.44,56.64,58.166666666666664,True
78,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1835.11,79.0,21.0,98,2.5,56.24,65.75,16.91,-1.71%,22.77%,29.29%,48.59%,251.28%,209.35%,57.74,,39.0,16.81,61.48,66.0,True
79,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,4110.59,81.5,21.0,77,1.16,45.78,56.0,22.32,4.54%,27.56%,14.97%,3.13%,55.31%,75.74%,42.18,,39.76,25.69,49.2,59.833333333333336,True
82,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1437.28,86.5,27.0,79,1.18,35.15,40.6,15.5,-4.09%,3.20%,5.40%,1.27%,44.71%,45.37%,37.07,,33.15,22.23,38.35,64.16666666666667,True
83,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11478.34,94.0,15.0,83,1.26,414.53,476.33,14.91,-5.42%,10.15%,-2.08%,23.58%,56.73%,44.55%,420.98,,370.57,252.85,451.49,64.0,True
84,DELL,Dell Technologies Inc.,Technology,Computer Hardware,43671.52,79.0,21.0,83,1.26,56.18,78.05,38.93,0.50%,2.32%,14.39%,12.43%,59.91%,51.32%,55.85,,49.91,34.47,58.29,61.0,True
87,DIOD,Diodes Incorporated,Technology,Semiconductors,4603.21,79.0,17.0,82,1.24,103.91,117.67,13.24,-4.03%,11.09%,6.07%,37.32%,58.52%,47.39%,106.19,,85.13,64.86,113.98,59.333333333333336,True
88,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,11520.03,76.5,21.0,94,1.71,128.5,153.17,19.2,-8.38%,5.16%,-3.26%,37.38%,123.09%,138.37%,131.7,,103.02,51.51,147.39,63.833333333333336,True
89,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22056.27,79.0,13.0,80,1.2,58.37,60.81,4.18,0.24%,5.28%,15.38%,25.63%,50.79%,46.03%,57.51,,48.43,37.54,60.07,57.333333333333336,True
90,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,30844.35,86.5,23.0,97,2.29,42.7,49.97,17.03,-1.43%,7.80%,42.55%,64.23%,190.73%,178.04%,42.64,,29.17,13.78,45.56,68.83333333333333,True
91,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,58018.0,91.5,15.0,90,1.47,591.96,638.88,7.93,-8.71%,5.98%,13.68%,60.25%,89.40%,60.11%,629.15,,461.97,312.01,659.45,65.5,True
94,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1743.75,76.5,19.0,88,1.39,59.11,67.75,14.62,-0.45%,11.23%,23.12%,27.69%,70.54%,51.76%,58.07,,46.05,29.21,60.75,61.166666666666664,True
95,EFX,Equifax Inc.,Industrials,Consulting Services,33923.16,74.0,13.0,86,1.34,277.74,296.06,6.6,-3.96%,3.89%,4.08%,18.17%,67.31%,44.03%,282.61,,236.7,161.87,292.11,57.666666666666664,True
96,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products,1615.64,84.0,46.0,76,1.14,31.07,36.7,18.12,-4.16%,-1.74%,1.24%,10.96%,42.33%,23.34%,31.83,,28.73,21.0,33.38,68.66666666666667,True
97,ENPH,"Enphase Energy, Inc.",Technology,Solar,31726.67,79.0,28.0,88,1.39,247.42,261.25,5.59,-2.77%,14.43%,41.39%,72.96%,77.91%,41.00%,246.4,,170.19,108.88,282.46,65.0,True
99,ENVA,"Enova International, Inc.",Financial,Credit Services,1434.61,81.5,20.0,88,1.41,38.91,44.5,14.37,-2.85%,25.31%,15.43%,2.75%,75.67%,57.09%,39.09,,34.55,20.81,43.47,63.166666666666664,True
102,ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls,1202.53,81.5,34.0,92,1.6,21.92,26.5,20.89,-6.28%,10.88%,9.16%,15.31%,101.10%,60.70%,22.28,,19.75,10.62,24.99,69.16666666666667,True
103,ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,5852.7,79.0,23.0,87,1.36,24.11,28.17,16.84,-1.71%,8.95%,3.03%,3.08%,72.96%,35.98%,24.88,,22.08,13.75,26.92,63.0,True
106,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6455.99,86.5,14.0,87,1.36,159.25,175.13,9.97,-0.87%,15.42%,1.33%,8.51%,68.89%,57.13%,158.76,,142.17,90.85,166.42,62.5,True
107,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1649.44,76.5,17.0,94,1.79,13.0,15.5,19.23,-1.07%,34.44%,17.86%,13.64%,126.09%,88.68%,12.07,,10.44,5.55,13.9,62.5,True
108,FAF,First American Financial Corporation,Financial,Insurance - Specialty,8240.57,74.0,20.0,81,1.22,75.88,82.4,8.59,-1.03%,4.97%,6.95%,17.99%,53.57%,46.97%,75.3,,65.24,47.75,78.46,58.333333333333336,True
109,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,20575.97,86.5,26.0,96,1.96,107.48,131.62,22.46,-0.44%,-0.09%,40.22%,34.23%,136.79%,122.07%,110.11,,85.87,39.3,117.71,69.5,True
110,FC,Franklin Covey Co.,Industrials,Consulting Services,648.81,81.5,21.0,92,1.59,45.15,54.0,19.6,-6.27%,8.61%,8.07%,45.65%,99.07%,102.74%,46.33,,35.28,21.24,50.92,64.83333333333333,True
111,FCBC,"First Community Bankshares, Inc.",Financial,Banks - Regional,566.66,81.5,15.0,80,1.2,33.59,37.0,10.15,-3.45%,7.45%,5.53%,7.80%,46.94%,55.65%,34.42,,30.45,20.86,36.73,58.833333333333336,True
114,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,14127.34,89.0,22.0,84,1.28,132.39,150.43,13.63,-0.53%,-0.16%,11.27%,34.67%,61.29%,42.58%,134.41,,112.6,77.96,145.89,65.0,True
115,FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,4765.92,89.0,32.0,84,1.28,65.52,74.62,13.89,-3.94%,7.01%,25.78%,29.26%,65.62%,50.62%,66.61,,51.91,38.58,69.13,68.33333333333333,True
116,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,7508.49,74.0,17.0,92,1.54,175.35,190.14,8.43,-6.55%,15.63%,13.13%,12.78%,97.11%,65.88%,179.8,,150.92,85.29,190.29,61.0,True
117,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,1921.39,84.0,27.0,87,1.37,47.29,50.0,5.73,4.03%,29.46%,35.15%,28.02%,76.79%,55.30%,44.54,,37.01,25.28,52.17,66.0,True
118,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53685.41,76.5,19.0,96,2.09,327.39,367.7,12.31,-4.69%,2.11%,3.58%,49.81%,173.14%,120.42%,336.66,,253.99,120.14,355.35,63.833333333333336,True
120,FWONA,Formula One Group,Communication Services,Broadcasting,33410.5,84.0,44.0,77,1.16,56.37,57.51,2.02,0.34%,9.95%,24.46%,40.78%,48.26%,48.38%,54.31,,43.8,34.57,58.46,68.33333333333333,True
121,GDYN,"Grid Dynamics Holdings, Inc.",Technology,Information Technology Services,2359.21,89.0,37.0,98,2.83,36.88,38.43,4.2,-1.65%,34.60%,42.72%,139.95%,273.66%,192.70%,35.37,,21.74,9.8,40.5,74.66666666666667,True
125,GMS,GMS Inc.,Industrials,Building Products & Equipment,2549.27,79.0,17.0,90,1.46,58.55,60.67,3.62,-0.70%,29.25%,12.10%,27.87%,83.66%,92.09%,57.43,,46.02,26.77,61.08,62.0,True
126,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3630.18,84.0,23.0,85,1.3,199.79,266.67,33.48,4.27%,10.84%,20.20%,25.28%,60.33%,52.35%,198.72,,169.54,115.19,211.79,64.0,True
128,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,5914.43,76.5,15.0,91,1.49,20.62,23.57,14.31,-7.41%,8.81%,27.52%,3.98%,87.11%,89.00%,22.26,,17.93,9.95,24.89,60.833333333333336,True
129,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,819.65,96.5,48.0,84,1.29,33.51,38.4,14.59,-1.47%,0.54%,14.68%,8.80%,58.74%,59.04%,34.65,,29.52,18.86,36.29,76.16666666666667,True
130,HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,622.15,89.0,19.0,77,1.15,21.14,26.0,22.99,-1.40%,-0.61%,8.52%,18.70%,42.36%,46.91%,21.67,,18.4,13.06,23.3,61.666666666666664,True
132,HLIT,Harmonic Inc.,Technology,Communication Equipment,1086.58,76.5,39.0,83,1.27,10.72,12.5,16.6,-2.10%,18.32%,14.16%,53.80%,59.05%,45.06%,10.68,,8.56,6.31,11.63,66.16666666666667,True
133,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2823.64,79.0,20.0,78,1.17,81.75,87.93,7.56,-1.92%,6.00%,17.32%,17.10%,46.69%,43.42%,83.36,,68.88,52.35,86.99,59.0,True
134,HUBS,"HubSpot, Inc.",Technology,Software - Application,38791.53,84.0,18.0,92,1.6,803.47,846.91,5.41,-4.38%,0.82%,14.36%,59.30%,111.33%,102.67%,813.01,,605.73,347.78,866.0,64.66666666666667,True
135,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1210.65,71.5,18.0,84,1.28,54.83,62.0,13.08,-2.25%,10.10%,9.81%,6.61%,62.99%,56.52%,55.55,,51.29,30.05,70.89,57.833333333333336,True
137,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6416.36,84.0,32.0,87,1.35,266.46,287.0,7.71,-3.81%,4.63%,10.79%,47.84%,70.50%,45.50%,272.98,,212.93,146.81,288.02,67.66666666666667,True
138,INBK,First Internet Bancorp,Financial,Banks - Regional,433.82,86.5,18.0,85,1.31,43.82,52.8,20.49,-1.64%,28.24%,43.20%,29.19%,64.43%,52.47%,43.34,,33.81,24.45,46.94,63.166666666666664,True
139,INTU,Intuit Inc.,Technology,Software - Application,165573.74,84.0,16.0,91,1.49,666.91,734.87,10.19,6.04%,8.77%,17.84%,51.88%,90.29%,75.57%,634.7,,493.16,348.13,716.86,63.666666666666664,True
140,INVE,"Identiv, Inc.",Technology,Computer Hardware,502.92,81.5,14.0,98,2.52,22.0,28.75,30.68,-7.76%,17.77%,24.86%,41.21%,212.06%,158.82%,22.91,,16.26,6.6,25.25,64.5,True
141,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,49919.81,89.0,17.0,81,1.23,262.06,300.22,14.56,-1.70%,3.06%,0.97%,9.12%,54.27%,46.26%,258.76,,235.45,165.52,272.25,62.333333333333336,True
144,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,54185.48,79.0,22.0,86,1.33,77.42,83.39,7.71,-3.63%,7.93%,3.60%,16.35%,66.82%,66.17%,76.87,,67.87,44.91,81.15,62.333333333333336,True
146,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6349.58,81.5,22.0,84,1.28,45.52,50.67,11.31,-0.48%,7.79%,15.77%,11.73%,60.96%,47.17%,44.53,,39.0,27.58,47.43,62.5,True
148,KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,1602.38,81.5,20.0,89,1.44,76.34,79.33,3.92,-1.38%,20.60%,30.23%,21.73%,81.76%,81.37%,75.55,,60.52,40.43,81.47,63.5,True
149,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14451.79,74.0,18.0,81,1.22,23.24,25.21,8.48,-3.49%,2.47%,6.02%,9.06%,52.19%,54.83%,23.66,,21.07,14.03,24.95,57.666666666666664,True
150,KKR,KKR & Co. Inc.,Financial,Asset Management,64070.37,86.5,13.0,91,1.52,74.35,89.0,19.7,-5.18%,-2.61%,15.81%,33.51%,91.28%,83.63%,78.58,,60.09,37.49,83.9,63.5,True
151,KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials,3752.36,76.5,17.0,91,1.49,57.64,83.8,45.39,-3.85%,6.27%,-17.61%,11.06%,88.67%,81.20%,58.32,,55.97,29.9,75.29,61.5,True
152,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,1722.73,81.5,31.0,90,1.48,3.58,6.03,68.44,-0.83%,4.37%,53.65%,12.58%,81.73%,52.34%,3.65,,2.99,1.51,4.24,67.5,True
153,LBAI,"Lakeland Bancorp, Inc.",Financial,Banks - Regional,935.45,91.5,15.0,76,1.14,18.21,21.36,17.3,-3.50%,4.60%,8.20%,-4.21%,40.73%,43.39%,18.84,,17.49,11.99,19.43,60.833333333333336,True
154,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,618.03,81.5,16.0,86,1.33,25.57,30.5,19.28,-2.85%,44.95%,31.80%,34.30%,72.42%,69.23%,23.48,,18.38,13.95,27.93,61.166666666666664,True
156,LEU,Centrus Energy Corp.,Energy,Uranium,902.15,81.5,25.0,99,3.73,59.08,73.5,24.41,-15.50%,11.18%,136.32%,167.94%,338.60%,155.43%,68.46,,32.05,12.03,88.88,68.5,True
158,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17029.13,94.0,17.0,83,1.27,57.56,65.89,14.47,-2.61%,6.20%,10.59%,12.95%,58.92%,63.34%,57.85,,49.29,34.11,60.05,64.66666666666667,True
159,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,27881.19,91.5,25.0,89,1.44,106.89,123.46,15.5,-0.30%,0.97%,19.16%,25.90%,79.62%,78.06%,105.54,,86.38,56.09,113.4,68.5,True
160,LOB,"Live Oak Bancshares, Inc.",Financial,Banks - Regional,3994.51,76.5,13.0,93,1.64,91.87,93.8,2.1,-5.08%,28.13%,48.15%,51.65%,104.61%,93.57%,94.68,,64.8,38.5,99.89,60.833333333333336,True
161,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,172872.76,84.0,18.0,83,1.27,247.69,267.2,7.88,0.13%,6.87%,20.30%,27.13%,59.92%,54.31%,240.15,,199.7,149.31,256.39,61.666666666666664,True
