no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
522,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,5824.04,36.52,18.23,3.84,2.76,2.12,27.73,15.13,1.17%,31.20%,2.8,131.20%,17.06%,21.30%,9.50%,-6.90%,71.60%,8.70%,57.0,56.55,0.10%,-1.90%,95.34%,-1.96%,6.34%,7.8,3.30%,7.30%,4.60%,1.8,1.3,0.58,0.72,31.80%,8.40%,10.50%,-1.90%,4.54%,8.84%,9.10%,38.81%,29.08%,1.24,2.53,2.66%,2.52%,-1.22%,4.53%,12.48%,-7.68%,15.58%,-7.68%,39.70%,51.25,-0.97%,0.75%,2.0,459.5,0.77,102.23,-0.22%,355588.0,11/9/2021 4:30:00 PM,124.0,5/8/1950,102.23,0.00%,69.0,77,1.13,102.23,103.8,97.99,90.96,73.18,110.74,13.0,21.3,53.0,True
639,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA,5222.37,18.73,16.2,1.43,1.13,2.89,9.58,32.82,1.52%,27.90%,2.99,49.70%,14.43%,-2.70%,13.10%,2.10%,201.80%,31.90%,91.4,90.33,1.10%,-1.10%,94.70%,0.29%,1.32%,3.36,5.60%,15.90%,5.20%,1.9,1.4,1.05,1.05,24.30%,8.10%,6.00%,-2.42%,0.63%,12.76%,8.59%,51.09%,39.05%,1.65,1.8,4.24%,2.63%,-4.41%,4.29%,11.67%,-8.87%,23.14%,-8.87%,52.68%,47.11,-2.34%,0.47%,1.6,353.29,1.13,56.01,-1.87%,398546.0,10/28/2021 8:30:00 AM,63.4,9/1/2000,56.1,0.16%,81.0,80,1.17,56.01,58.52,53.88,50.21,36.69,61.46,16.0,13.19,59.0,True
663,AX,"Axos Financial, Inc.",Financial,Banks - Regional,USA,3452.05,15.3,13.21,1.53,5.51,2.29,1.97,17.23,,0.00%,3.67,19.50%,9.65%,14.00%,10.00%,14.20%,12.40%,5.60%,59.39,53.24,4.20%,-2.54%,80.90%,1.56%,2.72%,6.6,1.50%,16.20%,26.20%,,,0.18,0.18,,86.60%,35.60%,-3.36%,-2.92%,19.04%,14.29%,64.34%,49.59%,1.53,1.92,4.02%,2.64%,-5.56%,1.45%,13.87%,-10.09%,22.84%,-10.09%,65.36%,45.13,-3.54%,0.31%,1.6,219.37,0.99,56.14,-3.24%,218093.0,10/28/2021 4:30:00 PM,62.62,3/15/2005,56.11,-0.06%,81.0,87,1.31,56.14,59.33,55.53,49.36,34.35,62.44,20.0,11.54,62.666666666666664,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,39178.89,19.37,16.88,1.38,2.68,,33.45,13.53,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-62.77%,93.50%,0.03%,2.12%,2.63,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,2.69%,3.98%,21.19%,34.55%,61.44%,57.16%,0.85,37.68,2.57%,1.92%,0.25%,4.46%,20.26%,-4.04%,13.99%,-4.04%,71.57%,56.25,-0.66%,0.38%,2.2,167.8,1.0,1863.0,-0.28%,167226.0,12/7/2021 8:30:00 AM,1866.71,4/2/1991,1866.0,0.16%,63.0,87,1.31,1863.0,1861.02,1787.03,1552.38,1085.85,1941.36,15.0,0.2,55.0,True
770,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,5190.3,55.23,37.66,2.3,6.77,5.72,57.67,47.36,0.37%,20.00%,2.86,6.20%,15.56%,6.60%,24.00%,5.00%,15.50%,13.00%,32.19,32.13,0.77%,-8.23%,91.10%,1.31%,1.19%,3.48,8.00%,10.90%,9.00%,2.9,2.1,0.12,0.12,30.80%,16.00%,12.20%,-4.40%,0.81%,12.28%,19.43%,52.23%,37.13%,0.56,3.88,2.95%,2.18%,-3.95%,0.82%,15.57%,-9.35%,12.46%,-9.35%,53.74%,44.38,-1.99%,0.58%,2.0,110.01,2.45,158.0,-1.42%,269882.0,10/29/2021 8:30:00 AM,166.33,6/3/1986,158.0,0.00%,69.0,82,1.21,158.0,164.55,156.97,136.93,104.9,174.29,28.0,5.27,59.666666666666664,True
819,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1205.01,34.85,,4.59,5.04,4.67,101.26,26.43,4.33%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-5.97%,46.50%,-0.08%,0.85%,3.95,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,-0.78%,3.00%,11.68%,12.97%,54.25%,60.29%,1.07,1.71,3.69%,3.06%,-1.18%,5.36%,14.04%,-6.76%,17.55%,-6.76%,71.26%,52.23,-0.18%,0.04%,2.3,27.96,1.18,50.78,-0.14%,33062.0,11/4/2021 4:30:00 PM,54.33,8/19/1993,50.78,0.00%,59.0,83,1.22,50.78,51.46,48.32,44.61,29.65,54.46,14.0,6.99,52.0,True
885,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9357.82,21.67,19.37,4.17,0.58,15.52,110.48,18.29,,0.00%,3.0,124.70%,5.00%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.90%,-15.45%,98.70%,-3.36%,7.54%,7.97,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-1.97%,6.33%,9.89%,37.89%,67.95%,74.44%,0.44,2.5,3.67%,3.92%,0.68%,7.73%,27.52%,-12.23%,23.70%,-12.23%,80.29%,53.47,0.32%,0.68%,2.2,1282.21,1.11,65.03,1.01%,1419654.0,11/18/2021 8:30:00 AM,78.21,6/28/2018,66.0,1.49%,63.0,89,1.37,65.03,64.76,60.5,51.1,36.07,74.09,16.0,20.27,56.0,True
920,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,9102.02,28.24,19.74,1.25,2.89,5.65,27.76,25.6,,0.00%,9.54,33.50%,28.02%,28.80%,22.63%,11.00%,36.80%,21.30%,32.76,32.55,0.10%,-19.75%,97.80%,-0.53%,3.04%,4.36,10.70%,21.90%,13.60%,1.8,1.5,0.43,0.45,28.30%,14.20%,10.10%,-2.10%,3.79%,22.54%,37.21%,56.67%,46.38%,1.54,8.95,4.24%,3.11%,-0.39%,10.34%,24.65%,-5.13%,34.64%,-5.13%,67.00%,54.68,-0.92%,-1.63%,2.1,227.09,0.98,269.45,-2.54%,222623.0,11/2/2021 8:30:00 AM,295.78,6/17/2015,269.45,0.00%,66.0,87,1.32,269.45,270.93,245.2,216.45,162.14,284.01,20.0,9.77,57.666666666666664,True
923,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,14040.67,9.64,11.52,0.51,0.79,2.63,62.49,17.14,,0.00%,7.38,40.30%,-31.30%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.53,1.00%,-0.50%,,-1.03%,4.90%,4.62,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-0.45%,18.01%,30.50%,69.59%,97.91%,74.25%,2.25,2.67,4.41%,3.33%,2.22%,15.55%,40.97%,-4.16%,38.53%,-4.16%,106.60%,59.98,-3.62%,0.63%,1.5,2000.35,1.45,71.11,-3.01%,2896701.0,11/4/2021 8:30:00 AM,82.07,6/22/2005,71.11,0.00%,84.0,93,1.57,71.11,69.85,61.88,50.59,34.76,74.41,15.0,15.41,64.0,True
999,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,3617.71,27.24,24.6,1.55,3.07,7.38,91.59,28.96,,0.00%,4.41,22.80%,-8.80%,40.60%,17.60%,9.40%,533.00%,69.50%,29.55,29.49,0.60%,-35.26%,,-1.67%,5.65%,4.27,13.90%,31.60%,13.20%,1.6,0.3,0.14,0.14,36.80%,15.10%,11.20%,-2.30%,5.97%,40.35%,63.81%,178.97%,176.91%,2.85,4.9,4.50%,3.78%,-2.56%,11.15%,43.51%,-10.73%,37.88%,-10.73%,205.72%,52.61,-2.38%,0.65%,2.1,390.43,1.01,120.07,-1.74%,393613.0,10/27/2021 4:30:00 PM,129.2,10/30/2014,120.93,0.72%,66.0,98,2.23,120.07,123.37,108.49,83.96,39.28,134.5,15.0,7.6,59.666666666666664,True
1198,CALX,"Calix, Inc.",Technology,Software - Application,USA,4345.89,18.27,68.62,0.91,6.46,7.77,23.03,66.76,,0.00%,3.58,267.90%,-29.90%,25.00%,20.00%,5.80%,707.20%,14.40%,63.59,54.96,1.90%,-34.27%,81.10%,1.94%,3.37%,3.31,46.20%,65.70%,12.70%,3.2,2.6,0.0,0.0,52.70%,12.50%,36.00%,-3.79%,-9.65%,41.23%,38.69%,179.98%,119.96%,1.46,3.65,6.04%,4.58%,-8.10%,4.94%,34.63%,-14.54%,38.25%,-14.54%,189.77%,45.76,-3.83%,-0.13%,2.2,558.6,1.01,65.46,-3.96%,561607.0,10/25/2021 4:30:00 PM,61.88,3/24/2010,63.5,-2.99%,63.0,97,2.11,65.46,70.94,62.63,48.77,22.79,76.6,29.0,-5.47,63.0,True
1213,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,48112.8,22.49,23.54,1.4,2.4,7.06,18.01,62.08,0.86%,18.70%,2.5,-7.80%,7.97%,,16.06%,,-37.50%,6.80%,867.6,866.02,0.07%,-24.15%,88.20%,1.90%,0.75%,1.6,8.80%,33.70%,13.60%,1.9,1.5,1.39,1.4,29.60%,17.10%,11.10%,1.34%,7.99%,-2.25%,21.84%,52.96%,48.78%,,1.42,3.28%,2.35%,1.76%,4.39%,15.01%,-3.19%,12.40%,-4.70%,64.05%,55.89,0.47%,0.61%,2.1,4052.48,0.73,56.12,1.08%,2940742.0,10/28/2021 8:30:00 AM,59.35,3/19/2020,56.19,0.12%,66.0,84,1.24,56.12,55.31,53.81,48.89,34.21,58.89,16.0,5.76,55.333333333333336,True
1272,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2606.99,6.17,4.99,0.68,0.65,1.63,5.3,27.76,0.78%,2.40%,12.5,69.30%,10.18%,26.70%,9.06%,33.90%,124.10%,20.60%,33.76,29.85,2.80%,-17.45%,87.30%,-0.87%,6.73%,7.0,14.30%,29.60%,10.80%,,,0.63,0.76,25.40%,15.60%,10.60%,7.62%,13.33%,8.99%,-1.56%,77.84%,76.18%,1.93,2.8,4.98%,3.30%,7.13%,14.78%,15.27%,-0.63%,28.14%,-7.30%,88.95%,68.93,-1.54%,1.45%,1.7,286.98,1.83,77.13,-0.12%,524078.0,10/27/2021 4:30:00 PM,100.25,6/18/2014,77.13,0.00%,78.0,90,1.4,77.13,72.45,67.44,67.01,40.82,83.2,16.0,29.98,61.333333333333336,True
1287,CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,1932.34,314.24,85.03,20.95,19.09,39.6,12.1,,,,0.09,120.80%,47.83%,31.60%,15.00%,16.70%,55.30%,21.30%,61.14,60.53,0.20%,-25.27%,90.40%,1.61%,10.19%,6.39,,,7.00%,3.2,2.9,3.11,0.0,31.80%,,,-8.11%,-13.75%,25.04%,21.22%,161.39%,150.52%,2.33,1.58,6.49%,5.00%,-11.10%,2.96%,23.29%,-16.23%,42.41%,-16.23%,187.95%,39.81,-9.12%,0.98%,1.7,965.98,0.8,28.91,-8.22%,771171.0,12/7/2021 4:30:00 PM,28.25,8/11/1988,28.91,0.00%,78.0,98,2.19,28.91,32.31,28.22,23.5,10.12,34.51,33.0,-2.28,69.66666666666667,True
1289,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,51110.94,71.69,49.94,3.94,17.18,18.47,50.42,54.4,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.86,0.60%,-18.78%,88.30%,0.23%,0.98%,2.31,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,-0.27%,2.83%,7.34%,42.38%,52.44%,30.37%,1.08,6.35,4.76%,3.04%,-2.22%,5.53%,21.01%,-6.43%,21.96%,-6.43%,56.30%,49.99,-3.80%,0.12%,2.3,1153.4,1.93,177.87,-3.68%,2227643.0,10/25/2021 4:30:00 PM,175.42,6/10/1987,178.66,0.44%,59.0,83,1.22,177.87,181.83,168.85,147.18,113.8,190.09,19.0,-1.38,53.666666666666664,True
1293,CDW,CDW Corporation,Technology,Information Technology Services,USA,26277.96,26.94,22.5,2.06,1.3,31.42,107.21,29.27,1.04%,22.20%,7.12,9.20%,9.09%,18.30%,13.10%,7.30%,43.30%,11.40%,137.3,133.3,0.20%,-29.87%,94.30%,-1.52%,1.11%,2.01,11.10%,93.00%,18.50%,1.4,1.2,4.82,4.86,17.20%,7.20%,5.00%,0.27%,3.30%,-5.44%,15.63%,46.03%,45.44%,1.09,5.47,3.80%,2.68%,0.07%,2.33%,7.12%,-4.42%,11.28%,-5.96%,52.77%,51.01,-1.21%,0.21%,2.1,737.28,1.18,191.67,-1.01%,870612.0,11/3/2021 8:30:00 AM,206.12,6/27/2013,191.67,0.00%,66.0,80,1.18,191.67,191.86,187.29,179.09,125.46,203.82,16.0,7.54,54.0,True
1632,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9486.38,22.96,10.22,0.42,1.88,3.59,40.54,12.12,,0.00%,2.68,72.10%,12.80%,-15.90%,54.93%,-2.90%,61.20%,17.10%,151.86,147.4,0.50%,-43.75%,90.70%,-1.88%,2.79%,2.46,5.50%,17.30%,-1.30%,1.1,0.5,0.42,0.44,65.80%,9.50%,8.20%,-0.08%,-4.28%,8.45%,11.96%,58.55%,46.43%,2.53,2.95,6.22%,4.11%,-2.89%,8.40%,12.81%,-11.21%,28.71%,-11.21%,64.35%,52.17,-2.77%,0.32%,2.2,1672.14,1.02,61.5,-2.46%,1702489.0,11/3/2021 8:30:00 AM,79.33,12/15/2011,61.6,0.16%,63.0,85,1.27,61.5,63.08,56.88,54.59,37.95,69.26,18.0,28.99,55.333333333333336,True
1640,CPT,Camden Property Trust,Real Estate,REIT - Residential,USA,17196.38,141.88,90.47,39.41,15.64,4.43,40.16,,1.98%,276.80%,1.18,-44.00%,35.46%,-13.30%,3.60%,4.60%,-18.60%,10.70%,103.07,101.2,0.60%,-27.66%,96.00%,-1.15%,1.60%,2.77,1.70%,3.40%,1.80%,,,0.82,0.82,59.70%,10.90%,11.10%,0.18%,2.42%,9.02%,28.72%,67.16%,67.41%,0.76,3.89,3.12%,2.18%,1.03%,4.95%,22.24%,-2.49%,15.04%,-2.49%,76.85%,55.68,-1.06%,0.48%,2.3,583.03,1.26,167.28,-0.59%,737167.0,10/28/2021 4:30:00 PM,172.05,7/22/1993,167.28,0.00%,59.0,89,1.35,167.28,165.91,159.72,137.16,94.59,171.56,37.0,2.85,61.666666666666664,True
1676,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,USA,9776.9,14.11,17.69,1.41,4.57,28.54,22.39,23.35,,0.00%,11.51,174.10%,20.92%,40.70%,10.00%,4.90%,167.80%,73.00%,62.03,57.34,3.30%,-4.28%,97.00%,-4.02%,6.81%,2.42,52.70%,227.10%,68.00%,2.6,2.0,1.94,1.94,59.70%,27.50%,35.30%,-3.37%,-6.30%,16.24%,54.84%,158.61%,159.14%,1.8,7.34,5.62%,4.07%,-6.61%,2.94%,34.00%,-11.69%,29.35%,-11.69%,175.36%,44.39,-2.47%,0.21%,2.1,1612.24,0.84,162.38,-2.27%,1348459.0,10/21/2021 8:30:00 AM,193.88,2/8/2006,162.63,0.15%,66.0,97,2.08,162.38,173.13,157.72,121.58,58.97,183.88,18.0,19.4,60.333333333333336,True
1706,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,USA,12170.6,36.66,18.42,2.44,2.71,4.81,41.17,38.44,0.92%,29.80%,6.38,-28.40%,38.12%,3.90%,15.00%,3.70%,13.20%,24.50%,52.3,51.69,0.60%,-36.83%,90.40%,-0.85%,1.03%,2.02,6.10%,15.10%,8.60%,2.4,1.8,1.15,1.15,27.30%,11.00%,8.30%,0.63%,1.66%,12.93%,24.68%,58.31%,49.86%,1.07,4.85,2.80%,1.77%,-0.56%,5.33%,19.97%,-4.07%,18.42%,-4.07%,63.08%,55.24,0.45%,0.09%,1.9,262.79,0.56,234.05,0.54%,146802.0,10/21/2021 4:30:00 PM,255.29,6/1/1960,234.05,0.00%,72.0,86,1.28,234.05,235.58,222.78,195.51,143.52,243.99,16.0,9.07,58.0,True
1713,CSR,Centerspace,Real Estate,Real Estate Services,USA,1501.71,,,,7.93,2.35,72.2,625.71,2.73%,,-0.37,-102.40%,-187.80%,53.74%,6.00%,4.10%,-161.90%,14.30%,14.06,13.93,0.93%,0.00%,82.00%,6.48%,0.91%,1.43,-0.20%,-0.60%,0.70%,,,1.34,1.34,55.70%,3.80%,-1.90%,3.04%,6.01%,0.72%,44.41%,49.50%,49.60%,0.94,3.08,3.45%,2.83%,3.44%,5.10%,23.94%,-0.22%,12.33%,-2.32%,57.95%,59.62,0.31%,0.20%,1.8,89.17,0.93,105.68,0.51%,83079.0,11/1/2021 4:30:00 PM,112.1,10/17/1997,105.68,0.00%,75.0,81,1.2,105.68,102.6,100.66,85.45,66.91,108.19,16.0,6.07,57.333333333333336,True
