,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
78,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9822.53,76.5,17.0,88,1.47,64.41,79.33,23.16,0.33%,24.44%,18.55%,23.06%,100.90%,53.36%,60.22,,53.78,31.67,69.26,60.5,True
80,CPT,Camden Property Trust,Real Estate,REIT - Residential,17013.61,74.0,36.0,81,1.29,165.76,168.8,1.83,-0.37%,4.93%,12.99%,34.86%,69.28%,65.89%,162.83,,134.01,94.59,167.95,63.666666666666664,True
81,CR,Crane Co.,Industrials,Specialty Industrial Machinery,6169.3,81.5,18.0,78,1.23,105.35,126.0,19.6,-1.11%,12.22%,6.84%,11.71%,62.63%,35.66%,103.98,,94.59,64.0,108.67,59.166666666666664,True
83,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10162.19,79.0,20.0,97,2.32,176.98,193.88,9.55,0.45%,30.20%,24.70%,79.66%,205.77%,182.44%,169.63,,117.13,57.18,183.88,65.33333333333333,True
84,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12374.75,84.0,16.0,78,1.24,240.1,255.29,6.33,1.65%,10.09%,16.18%,24.24%,65.83%,53.73%,232.47,,191.33,143.0,243.99,59.333333333333336,True
88,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1859.08,79.0,22.0,97,2.51,57.22,65.75,14.91,-3.56%,21.23%,48.24%,57.24%,271.52%,214.74%,55.37,,38.21,16.65,61.48,66.0,True
93,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1503.02,86.5,26.0,82,1.3,36.65,40.6,10.78,-3.50%,4.42%,10.33%,2.95%,73.94%,51.57%,36.67,,32.9,20.67,38.35,64.83333333333333,True
94,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11917.38,94.0,15.0,84,1.34,438.3,476.33,8.68,3.54%,22.00%,0.87%,30.54%,73.98%,52.83%,409.34,,367.92,241.24,451.49,64.33333333333333,True
98,DIOD,Diodes Incorporated,Technology,Semiconductors,4926.28,79.0,16.0,82,1.31,108.27,117.67,8.68,-1.24%,19.68%,19.99%,45.41%,72.35%,53.57%,102.74,,84.4,61.74,111.35,59.0,True
99,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,12346.21,76.5,22.0,94,1.91,140.25,152.33,8.61,7.59%,17.91%,33.16%,75.58%,169.37%,160.17%,129.43,,101.6,51.51,147.39,64.16666666666667,True
104,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,29423.81,86.5,24.0,97,2.43,43.32,47.69,10.09,1.40%,5.89%,70.84%,74.57%,249.50%,182.08%,42.13,,28.58,12.66,44.79,69.16666666666667,True
109,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1751.12,76.5,19.0,85,1.38,59.38,66.75,12.41,0.00%,15.41%,25.41%,35.08%,75.84%,52.45%,56.48,,45.41,29.21,60.75,60.166666666666664,True
113,ENVA,"Enova International, Inc.",Financial,Credit Services,1405.35,81.5,20.0,86,1.41,40.05,44.5,11.11,-3.07%,11.00%,27.59%,9.88%,87.24%,61.69%,37.49,,34.27,20.7,43.47,62.5,True
114,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,37479.41,81.5,18.0,89,1.51,663.94,780.53,17.56,-0.63%,5.74%,5.37%,39.13%,102.46%,85.28%,674.78,,519.78,311.82,725.4,62.833333333333336,True
125,EVR,Evercore Inc.,Financial,Capital Markets,6704.7,84.0,19.0,82,1.31,151.69,172.12,13.47,-1.74%,-7.04%,13.92%,2.35%,71.77%,38.35%,153.93,,138.18,87.16,164.63,61.666666666666664,True
126,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,11827.98,86.5,15.0,87,1.45,82.8,99.18,19.78,-0.97%,-3.47%,15.90%,8.15%,90.13%,63.28%,82.73,,74.9,42.42,87.77,62.833333333333336,True
127,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6369.77,86.5,13.0,83,1.32,160.65,175.13,9.01,0.65%,12.58%,6.69%,11.24%,76.34%,58.51%,154.03,,141.07,90.85,165.69,60.833333333333336,True
128,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1652.88,76.5,16.0,93,1.75,13.14,15.3,16.44,15.26%,28.32%,24.08%,15.67%,122.34%,90.71%,11.16,,10.35,5.54,13.24,61.833333333333336,True
130,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,19349.67,86.5,28.0,95,2.08,107.96,128.29,18.83,-0.74%,-2.87%,58.35%,41.48%,186.06%,123.06%,110.49,,84.86,36.46,117.71,69.83333333333333,True
137,FITB,Fifth Third Bancorp,Financial,Banks - Regional,30242.52,81.5,18.0,82,1.3,44.14,48.58,10.06,-0.36%,-3.18%,17.33%,5.30%,71.75%,60.10%,44.33,,39.41,25.0,45.92,60.5,True
142,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,55294.81,76.5,19.0,96,2.23,343.51,367.7,7.04,1.97%,3.02%,15.30%,62.93%,194.40%,131.27%,335.48,,249.68,115.17,355.35,63.833333333333336,True
146,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,1480.32,89.0,30.0,97,2.35,50.94,65.8,29.17,1.35%,3.68%,12.23%,25.16%,213.67%,156.11%,51.29,,40.44,15.84,54.86,72.0,True
152,GMS,GMS Inc.,Industrials,Building Products & Equipment,2558.86,79.0,17.0,87,1.43,58.96,60.67,2.9,0.07%,26.25%,21.87%,31.11%,88.13%,93.44%,54.25,,45.37,26.77,60.36,61.0,True
153,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2069129.03,91.5,13.0,82,1.3,3014.18,3279.44,8.8,2.70%,5.82%,8.86%,28.53%,72.56%,72.05%,2932.1,,2529.15,1699.0,3032.2,62.166666666666664,True
154,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1956471.27,89.0,13.0,82,1.3,2996.77,3262.59,8.87,2.79%,5.69%,9.03%,30.63%,72.16%,70.99%,2919.58,,2498.82,1694.0,3012.3,61.333333333333336,True
155,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3412.57,84.0,22.0,77,1.21,191.61,266.0,38.82,-5.94%,0.75%,20.50%,17.99%,57.46%,46.11%,195.99,,168.35,115.19,211.79,61.0,True
156,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6240.5,76.5,16.0,90,1.58,22.27,23.57,5.84,-5.07%,12.82%,53.90%,14.79%,109.11%,104.12%,21.69,,17.72,9.95,24.89,60.833333333333336,True
160,HLIT,Harmonic Inc.,Technology,Communication Equipment,1119.97,76.5,40.0,80,1.27,10.95,12.5,14.16,1.96%,19.15%,11.39%,58.70%,71.90%,48.17%,10.15,,8.48,6.29,11.2,65.5,True
164,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6578.99,84.0,31.0,85,1.37,277.01,287.0,3.61,-0.14%,9.63%,18.44%,60.11%,84.59%,51.26%,271.22,,211.52,146.81,288.02,66.66666666666667,True
173,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50662.0,89.0,16.0,76,1.2,266.6,288.22,8.11,5.55%,6.00%,4.67%,11.57%,57.69%,48.80%,256.43,,233.51,165.52,271.32,60.333333333333336,True
175,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,3934.15,81.5,26.0,80,1.27,15.94,16.93,6.21,1.21%,-0.99%,16.01%,5.91%,67.61%,50.95%,15.69,,14.47,9.35,16.2,62.5,True
177,JBL,Jabil Inc.,Technology,Electronic Components,9309.32,86.5,26.0,81,1.29,63.61,73.0,14.76,-1.40%,4.38%,6.76%,17.06%,68.37%,49.57%,62.95,,56.12,37.17,65.79,64.5,True
178,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55742.3,79.0,22.0,84,1.34,80.34,83.39,3.8,5.46%,9.87%,9.46%,24.56%,74.80%,72.44%,75.37,,67.19,44.91,80.42,61.666666666666664,True
180,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6381.19,81.5,22.0,82,1.3,45.74,50.67,10.78,2.33%,6.79%,22.82%,11.67%,73.59%,47.88%,43.7,,38.62,26.45,46.16,61.833333333333336,True
184,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4505.93,96.5,15.0,91,1.62,82.18,97.75,18.95,0.53%,11.22%,22.20%,27.19%,112.24%,88.92%,79.42,,68.34,37.86,84.68,67.5,True
185,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15007.62,74.0,19.0,77,1.22,24.08,25.07,4.11,1.18%,3.61%,12.95%,18.21%,65.50%,60.43%,23.41,,20.9,14.03,24.95,56.666666666666664,True
192,LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,2698.66,81.5,15.0,89,1.5,160.73,211.71,31.72,-0.87%,22.32%,54.40%,31.22%,97.26%,61.62%,153.43,,136.94,79.52,219.75,61.833333333333336,True
193,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,16988.89,94.0,17.0,80,1.27,59.1,65.89,11.49,2.37%,6.51%,15.97%,17.03%,65.73%,67.71%,57.09,,48.76,34.11,60.05,63.666666666666664,True
198,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,5868.56,71.5,27.0,89,1.5,68.47,76.12,11.17,4.23%,4.97%,17.16%,5.10%,105.55%,84.21%,64.76,,59.59,33.36,76.35,62.5,True
199,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,878.59,106.5,14.0,96,2.2,26.4,32.5,23.11,8.55%,26.62%,15.08%,6.15%,193.66%,65.93%,23.22,,21.48,8.8,30.0,72.16666666666667,True
203,MANH,"Manhattan Associates, Inc.",Technology,Software - Application,10625.99,76.5,13.0,84,1.35,168.72,195.0,15.58,-2.88%,-0.67%,6.48%,27.46%,85.06%,60.41%,176.33,,145.13,91.05,188.52,57.833333333333336,True
204,MATX,"Matson, Inc.",Industrials,Marine Shipping,3767.04,81.5,28.0,76,1.19,90.38,96.0,6.22,-3.08%,8.77%,23.69%,44.65%,55.05%,58.64%,88.17,,72.89,55.41,94.54,61.833333333333336,True
211,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3573.09,81.5,18.0,86,1.41,60.53,100.0,65.21,-3.37%,28.87%,36.88%,31.02%,83.42%,72.40%,56.11,,44.53,32.01,63.07,61.833333333333336,True
213,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,25523.23,86.5,14.0,85,1.37,560.95,603.29,7.55,1.15%,11.97%,17.80%,72.90%,86.91%,53.17%,543.11,,414.12,300.45,576.7,61.833333333333336,True
215,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,12587.63,74.0,19.0,96,2.16,16.12,19.5,20.97,-3.65%,-2.24%,50.37%,38.97%,193.62%,141.68%,16.67,,12.56,5.37,17.59,63.0,True
217,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5052.74,79.0,16.0,99,3.44,42.51,49.93,17.45,-4.36%,-4.96%,66.12%,47.25%,367.66%,252.49%,43.61,,30.76,8.91,47.23,64.66666666666667,True
218,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1910.33,94.0,13.0,75,1.18,92.96,102.5,10.26,0.63%,29.58%,30.32%,20.52%,53.53%,45.89%,85.08,,73.42,57.25,95.6,60.666666666666664,True
221,MYRG,MYR Group Inc.,Industrials,Engineering & Construction,1886.33,76.5,18.0,93,1.77,114.88,117.0,1.85,3.43%,11.34%,18.92%,39.40%,134.07%,91.15%,110.05,,88.07,48.0,116.95,62.5,True
222,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34527.33,71.5,19.0,80,1.27,208.7,215.46,3.24,1.21%,4.79%,10.62%,27.36%,70.05%,57.22%,208.23,,175.49,122.86,214.96,56.833333333333336,True
226,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2229.59,99.0,18.0,76,1.2,108.18,123.33,14.0,-2.14%,23.70%,28.48%,18.09%,56.22%,43.25%,99.01,,89.24,67.32,112.41,64.33333333333333,True
228,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5542.53,76.5,41.0,83,1.33,61.9,64.27,3.83,-0.27%,3.93%,11.39%,38.79%,74.02%,71.80%,62.03,,49.87,33.01,64.98,66.83333333333333,True
232,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6311.53,79.0,13.0,83,1.33,37.78,42.5,12.49,2.69%,15.18%,15.29%,19.33%,75.23%,62.22%,36.06,,31.2,21.25,38.37,58.333333333333336,True
236,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,9781.35,86.5,16.0,96,2.28,63.4,72.69,14.65,2.36%,21.78%,42.18%,35.50%,197.09%,158.14%,60.24,,45.11,20.89,64.76,66.16666666666667,True
240,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4385.52,86.5,40.0,91,1.66,90.33,105.0,16.24,2.33%,23.57%,37.28%,41.03%,115.07%,89.97%,84.31,,70.39,40.47,94.96,72.5,True
242,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4745.28,91.5,56.0,82,1.3,26.55,32.0,20.53,0.08%,5.07%,12.03%,41.90%,70.52%,69.76%,27.09,,21.68,14.31,28.29,76.5,True
249,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5479.17,86.5,33.0,97,2.53,55.87,66.38,18.81,-1.48%,9.04%,55.19%,38.50%,247.45%,172.14%,55.03,,41.77,15.75,59.0,72.16666666666667,True
250,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1211.0,81.5,17.0,75,1.18,32.58,34.25,5.13,-1.00%,41.71%,48.29%,82.32%,54.63%,50.83%,27.01,,20.23,16.44,33.78,57.833333333333336,True
256,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1550.83,81.5,14.0,95,2.1,111.41,119.6,7.35,15.02%,36.83%,11.85%,21.24%,195.13%,122.38%,94.88,,85.01,38.06,113.5,63.5,True
258,POWI,"Power Integrations, Inc.",Technology,Semiconductors,6362.6,76.5,13.0,76,1.19,107.64,115.83,7.61,6.05%,8.19%,7.64%,37.59%,58.13%,31.49%,103.22,,90.45,67.51,110.66,55.166666666666664,True
259,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4849.28,91.5,24.0,97,2.4,146.77,149.83,2.08,3.91%,16.26%,38.32%,100.59%,218.51%,208.02%,135.81,,89.32,43.51,153.28,70.83333333333333,True
260,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16901.76,86.5,16.0,83,1.33,119.06,133.75,12.34,2.16%,4.15%,23.63%,28.55%,76.18%,65.32%,118.5,,97.67,66.63,124.69,61.833333333333336,True
261,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,43815.1,84.0,27.0,86,1.42,179.71,222.39,23.75,-1.80%,-6.43%,27.17%,19.23%,89.95%,57.79%,186.51,,159.37,93.0,196.64,65.66666666666667,True
262,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4786.25,86.5,19.0,80,1.27,131.78,145.94,10.75,1.40%,8.97%,7.36%,42.94%,70.41%,55.31%,127.22,,108.99,77.04,140.68,61.833333333333336,True
265,RF,Regions Financial Corporation,Financial,Banks - Regional,22945.19,71.5,20.0,75,1.18,23.9,25.84,8.12,-0.91%,1.62%,19.32%,5.01%,55.09%,48.26%,24.1,,21.18,14.98,24.78,55.5,True
266,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20299.45,86.5,18.0,79,1.25,97.89,118.62,21.18,-2.84%,-3.72%,8.10%,9.99%,64.83%,53.48%,100.2,,88.37,58.13,103.46,61.166666666666664,True
267,RMBS,Rambus Inc.,Technology,Semiconductors,2974.9,74.0,16.0,82,1.3,26.91,28.83,7.13,10.97%,20.30%,14.12%,41.33%,74.85%,54.12%,23.97,,21.81,15.27,27.19,57.333333333333336,True
270,ROG,Rogers Corporation,Technology,Electronic Components,5053.28,96.5,14.0,86,1.42,269.94,277.6,2.84,0.13%,41.15%,35.87%,47.14%,86.28%,73.83%,244.44,,196.77,141.46,273.0,65.5,True
276,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,153163.71,79.0,15.0,83,1.32,81.72,91.54,12.02,0.39%,0.16%,13.55%,13.23%,71.32%,54.07%,81.89,,71.15,46.25,84.49,59.0,True
278,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1421.12,89.0,52.0,88,1.49,58.41,72.0,23.27,-2.70%,15.46%,37.05%,28.32%,98.40%,55.22%,56.07,,48.41,29.05,60.75,76.33333333333333,True
282,SIVB,SVB Financial Group,Financial,Banks - Regional,43610.54,74.0,21.0,90,1.6,744.97,808.33,8.51,0.40%,5.63%,35.22%,30.73%,114.38%,92.09%,740.79,,583.37,337.83,763.22,61.666666666666664,True
284,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,44715.19,84.0,20.0,76,1.19,31.86,39.66,24.48,-2.81%,-8.29%,20.41%,-0.28%,59.54%,45.95%,33.15,,29.87,19.55,36.87,60.0,True
285,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3746.22,76.5,45.0,80,1.26,39.38,41.73,5.97,0.41%,15.31%,12.00%,16.30%,62.46%,25.57%,39.67,,34.64,21.21,41.35,67.16666666666667,True
287,SNV,Synovus Financial Corp.,Financial,Banks - Regional,7185.02,81.5,20.0,77,1.21,49.28,55.75,13.13,-0.65%,-0.24%,16.34%,2.58%,60.94%,52.24%,48.76,,45.15,29.98,50.51,59.5,True
290,SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,4339.05,89.0,19.0,84,1.35,122.78,134.75,9.75,3.13%,-0.94%,19.81%,42.32%,79.87%,71.24%,121.36,,100.94,62.21,128.36,64.0,True
291,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2067.88,81.5,20.0,83,1.33,77.74,88.0,13.2,1.33%,10.36%,30.88%,28.54%,75.72%,60.75%,73.94,,59.7,41.84,80.14,61.5,True
293,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,12640.58,76.5,26.0,84,1.35,63.61,80.95,27.26,-3.98%,-2.23%,-5.03%,3.36%,78.55%,72.53%,65.05,,58.48,33.77,74.37,62.166666666666664,True
294,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,21945.94,71.5,14.0,85,1.38,101.25,104.48,3.19,-3.81%,25.73%,13.20%,7.80%,83.29%,62.89%,96.06,,85.98,54.53,116.93,56.833333333333336,True
297,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1771.6,81.5,15.0,75,1.18,32.85,34.0,3.5,-1.17%,9.87%,36.36%,7.04%,53.08%,30.56%,31.64,,28.79,20.29,34.5,57.166666666666664,True
300,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1765.58,94.0,15.0,95,2.04,30.52,36.0,17.96,-4.80%,-1.23%,28.29%,26.48%,167.48%,123.59%,31.52,,24.37,11.01,33.36,68.0,True
305,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8448.87,79.0,16.0,94,1.88,78.66,87.94,11.8,-0.86%,19.82%,8.30%,24.52%,147.36%,96.99%,74.74,,64.53,30.58,83.69,63.0,True
306,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1304.61,91.5,20.0,98,2.99,37.98,47.0,23.75,5.47%,26.73%,21.54%,55.02%,287.16%,181.33%,32.74,,28.52,8.87,41.86,69.83333333333333,True
309,TMST,TimkenSteel Corporation,Basic Materials,Steel,715.79,74.0,19.0,98,2.6,15.4,18.15,17.86,-0.71%,18.37%,11.51%,9.30%,250.00%,229.76%,14.54,,12.76,4.26,17.35,63.666666666666664,True
311,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12729.94,84.0,16.0,93,1.79,54.56,63.32,16.06,-1.25%,-3.89%,30.37%,41.49%,140.56%,106.82%,55.57,,41.97,21.96,58.18,64.33333333333333,True
317,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,3030.58,79.0,25.0,90,1.61,108.74,110.78,1.88,4.07%,24.47%,48.78%,53.74%,113.47%,83.96%,99.63,,79.87,49.58,111.44,64.66666666666667,True
319,TXT,Textron Inc.,Industrials,Aerospace & Defense,16552.74,79.0,16.0,80,1.26,75.25,86.0,14.29,-2.11%,1.06%,6.05%,12.97%,63.55%,55.70%,75.2,,65.72,44.34,78.13,58.333333333333336,True
322,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5554.81,81.5,14.0,80,1.26,89.84,93.83,4.44,1.69%,17.39%,21.83%,13.62%,67.14%,61.73%,85.81,,74.7,52.11,91.02,58.5,True
325,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4769.36,74.0,24.0,78,1.24,28.45,32.1,12.83,0.39%,9.47%,25.50%,4.60%,59.38%,49.66%,27.72,,24.08,17.21,29.77,58.666666666666664,True
326,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27320.0,74.0,42.0,83,1.33,377.87,391.47,3.6,-1.20%,3.27%,14.46%,17.55%,74.74%,62.94%,378.38,,330.54,209.16,414.99,66.33333333333333,True
328,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2074.05,91.5,13.0,86,1.41,41.39,46.5,12.35,-4.78%,2.00%,18.46%,15.07%,82.82%,61.30%,42.03,,35.21,21.44,45.36,63.5,True
330,VICR,Vicor Corporation,Technology,Electronic Components,7108.09,76.5,19.0,89,1.53,162.1,176.67,8.99,0.69%,8.33%,34.20%,87.90%,105.35%,75.78%,155.09,,110.3,74.08,164.76,61.5,True
333,VRTS,"Virtus Investment Partners, Inc.",Financial,Asset Management,2377.69,81.5,15.0,84,1.36,321.31,396.0,23.25,-1.14%,-0.50%,7.49%,15.80%,75.66%,48.07%,324.09,,284.11,174.17,338.8,60.166666666666664,True
