no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
557,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1229.27,14.0,23.72,0.7,5.08,6.11,6.56,22.93,1.24%,0.00%,1.15,195.10%,13.90%,18.50%,20.00%,2.80%,,15.50%,77.15,63.93,1.60%,-76.70%,88.00%,1.69%,2.36%,1.5,29.40%,64.70%,14.10%,2.6,2.4,0.0,0.0,78.20%,12.10%,38.00%,-4.50%,6.26%,22.48%,37.98%,68.37%,-2.71%,1.04,0.67,2.87%,4.14%,2.68%,2.87%,29.11%,-15.33%,19.84%,-15.33%,91.57%,52.55,-2.89%,0.18%,1.7,1008.58,0.66,16.13,-2.71%,667686,10/28/2021 4:30:00 PM,19.67,3/21/2014,16.25,0.74%,78.0,88,1.3,16.13,15.76,15.73,12.52,8.42,19.05,16.0,21.95,60.666666666666664,True
570,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,5066.99,9.04,12.89,0.35,1.73,5.87,8.79,9.97,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.86,0.90%,-14.52%,96.00%,-1.12%,2.29%,2.61,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,-1.32%,0.34%,24.31%,62.29%,160.72%,-0.67%,2.42,4.33,3.27%,3.54%,1.58%,5.02%,27.98%,-6.79%,23.65%,-6.79%,162.51%,54.24,-1.02%,0.35%,2.2,402.47,0.81,110.44,-0.67%,326632,11/18/2021 8:30:00 AM,126.25,6/10/2016,110.44,0.00%,63.0,97,2.01,110.44,108.8,105.57,86.48,42.07,118.49,15.0,14.32,58.333333333333336,True
635,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,1436.63,44.05,20.86,2.94,3.64,,28.45,23.44,,0.00%,0.72,41.00%,24.47%,32.00%,15.00%,-6.50%,78.30%,12.40%,45.56,42.01,6.30%,-5.72%,76.90%,0.26%,3.35%,4.19,12.40%,-25.40%,40.00%,1.0,0.8,,,64.00%,12.10%,8.40%,-4.04%,-3.60%,8.32%,-18.50%,116.94%,-2.89%,1.21,1.45,3.35%,4.44%,-0.74%,0.13%,6.21%,-13.06%,21.05%,-21.86%,122.35%,48.58,-3.12%,0.25%,2.4,336.15,0.86,31.63,-2.89%,287627,11/9/2021 4:30:00 PM,42.5,3/12/1993,30.5,-3.57%,56.0,95,1.67,31.63,31.83,31.62,29.84,14.23,40.48,40.0,34.37,63.666666666666664,True
686,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42395.13,19.81,17.51,1.41,2.8,,44.11,14.66,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-67.64%,95.00%,-0.02%,2.12%,2.73,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-0.10%,9.46%,24.51%,32.61%,73.26%,-2.45%,0.86,48.33,2.07%,2.56%,1.79%,7.20%,25.65%,-3.08%,15.71%,-3.08%,83.96%,58.49,-1.56%,-0.90%,2.2,159.53,0.94,2045.11,-2.45%,150315,12/7/2021 8:30:00 AM,2170.29,4/2/1991,2045.11,0.00%,63.0,90,1.34,2045.11,2018.17,1912.46,1631.28,1111.71,2110.0,16.0,6.12,56.333333333333336,True
822,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1277.88,36.84,,4.85,5.34,4.93,107.39,28.02,4.10%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-27.45%,46.50%,-0.09%,1.13%,4.1,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,1.65%,5.55%,17.36%,17.34%,71.80%,1.23%,1.08,1.31,1.43%,2.23%,3.60%,5.91%,17.17%,-1.45%,18.66%,-1.45%,81.01%,61.81,1.38%,-0.15%,2.3,35.95,0.8,53.67,1.23%,28582,11/4/2021 4:30:00 PM,54.33,8/19/1993,53.67,0.00%,59.0,90,1.33,53.67,51.95,50.81,45.88,29.65,54.46,13.0,1.23,54.0,True
888,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9528.33,21.89,19.58,4.21,0.59,15.68,112.5,18.62,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.80%,-15.36%,98.50%,-3.57%,5.17%,5.52,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,1.08%,2.03%,21.07%,42.56%,75.92%,-1.91%,0.43,2.08,2.33%,3.26%,-0.51%,2.35%,22.86%,-11.34%,16.62%,-11.34%,77.35%,50.88,-1.28%,-0.64%,2.2,1268.87,0.63,65.69,-1.91%,805393,11/18/2021 8:30:00 AM,78.21,6/28/2018,64.0,-2.57%,63.0,90,1.36,65.69,66.06,64.3,53.59,37.04,74.09,18.0,19.06,57.0,True
926,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,15776.27,11.32,12.81,0.6,0.89,3.09,70.21,19.26,,0.00%,7.38,40.30%,-28.09%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.56,0.90%,-2.74%,,-1.02%,3.73%,2.97,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-0.97%,13.87%,58.79%,97.98%,109.62%,-2.59%,2.27,2.73,2.50%,3.39%,5.60%,17.28%,54.81%,-3.14%,47.40%,-3.14%,122.88%,64.31,-3.11%,0.54%,1.5,2364.79,1.26,83.49,-2.59%,2978040,11/4/2021 8:30:00 AM,94.5,6/22/2005,82.85,-0.77%,84.0,95,1.62,83.49,79.69,71.69,54.12,37.46,86.48,16.0,13.19,65.0,True
1003,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,3585.15,27.76,24.64,1.58,3.04,7.52,90.76,28.7,,0.00%,4.41,22.80%,-7.47%,40.60%,17.60%,9.40%,533.00%,69.50%,29.55,29.49,0.60%,-35.90%,,-1.68%,5.65%,3.73,13.90%,31.60%,13.20%,1.6,0.3,0.14,0.14,36.80%,15.10%,11.20%,-1.00%,0.13%,35.06%,47.80%,192.31%,-0.56%,2.83,5.71,3.29%,4.94%,1.81%,3.52%,36.61%,-9.03%,26.01%,-9.03%,195.27%,53.12,-1.54%,0.99%,2.1,446.64,0.7,122.36,-0.56%,311695,10/27/2021 4:30:00 PM,132.36,10/30/2014,122.36,0.00%,66.0,98,2.26,122.36,120.3,118.63,89.85,41.44,134.5,16.0,8.17,60.0,True
1137,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,USA,718.15,13.38,12.49,1.34,1.15,3.23,3.32,7.15,,0.00%,2.62,-273.40%,-0.53%,-19.10%,10.00%,-6.70%,170.60%,55.00%,21.71,13.95,7.10%,9.43%,44.90%,1.33%,2.20%,3.3,4.30%,25.70%,-10.10%,,,2.64,2.64,75.10%,6.60%,8.70%,-1.76%,13.92%,31.81%,106.47%,174.86%,0.00%,1.84,1.43,2.58%,4.40%,5.01%,14.15%,51.99%,-2.23%,48.16%,-2.23%,184.67%,60.2,-0.40%,0.40%,2.0,92.87,0.94,35.1,0.00%,87755,11/3/2021 4:30:00 PM,51.5,11/19/1997,35.1,0.00%,69.0,98,2.12,35.1,33.69,30.96,23.17,12.33,35.9,20.0,46.72,62.333333333333336,True
1157,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,USA,855.24,3.69,7.9,0.15,0.21,3.14,4276.21,8.53,,0.00%,24.69,552.90%,-55.95%,53.30%,25.00%,10.10%,-17.10%,11.40%,9.72,9.31,0.10%,-85.82%,83.70%,2.68%,3.16%,1.82,20.40%,139.10%,19.60%,3.1,1.5,1.74,1.76,17.00%,8.60%,5.80%,1.01%,15.83%,86.68%,106.72%,225.63%,-4.89%,1.75,4.17,4.70%,4.89%,8.06%,25.45%,65.61%,-5.68%,98.60%,-5.68%,235.72%,63.05,-5.74%,0.91%,2.3,162.13,1.02,91.08,-4.89%,165553,11/2/2021 4:30:00 PM,105.25,12/14/2004,91.08,0.00%,59.0,99,2.51,91.08,84.93,73.43,55.25,27.13,96.63,15.0,15.56,57.666666666666664,True
1199,CALX,"Calix, Inc.",Technology,Software - Application,USA,4893.55,21.69,81.45,1.08,7.27,9.23,25.93,75.17,,0.00%,3.58,267.90%,-29.90%,25.00%,20.00%,5.80%,707.20%,14.40%,63.59,54.96,1.90%,-36.32%,81.20%,2.04%,3.33%,2.78,46.20%,65.70%,12.70%,3.2,2.6,0.0,0.0,52.70%,12.50%,36.00%,11.00%,14.00%,48.65%,63.10%,166.19%,-2.84%,1.45,3.94,4.39%,5.49%,14.11%,14.34%,51.67%,-4.01%,53.71%,-4.01%,171.87%,63.26,-2.25%,-0.60%,2.2,658.73,15.95,77.7,-2.84%,10504853,10/25/2021 4:30:00 PM,61.88,3/24/2010,77.7,0.00%,63.0,98,2.05,77.7,68.71,68.38,51.39,28.58,80.95,29.0,-20.36,63.333333333333336,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,36251.22,25.31,19.27,2.3,1.39,4.58,13.1,18.37,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.60%,98.40%,-0.33%,1.41%,3.44,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,0.82%,8.76%,9.72%,27.94%,82.64%,0.15%,1.41,2.74,1.47%,2.31%,4.25%,5.24%,17.00%,-0.81%,14.84%,-0.81%,85.02%,62.02,-0.62%,0.77%,2.1,1361.56,0.68,108.67,0.15%,930046,10/28/2021 8:30:00 AM,128.0,6/10/2004,110.25,1.45%,66.0,91,1.41,108.67,104.75,103.39,93.04,58.74,110.23,20.0,17.79,59.0,True
1273,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2715.15,6.37,5.16,0.7,0.68,1.68,5.52,28.92,0.75%,2.40%,12.5,69.30%,10.18%,26.70%,9.06%,33.90%,124.10%,20.60%,33.76,29.85,2.80%,-17.33%,87.30%,-0.91%,7.08%,6.72,14.30%,29.60%,10.80%,,,0.63,0.76,25.40%,15.60%,10.60%,-1.90%,3.17%,26.90%,25.70%,85.02%,-2.59%,1.95,2.93,2.95%,3.69%,-0.32%,7.68%,15.48%,-7.43%,25.62%,-7.43%,95.17%,53.87,-2.48%,-0.11%,1.7,314.42,1.18,79.67,-2.59%,369958,10/27/2021 4:30:00 PM,100.25,6/18/2014,79.67,0.00%,78.0,92,1.43,79.67,80.05,74.28,69.08,40.82,86.07,15.0,25.83,61.666666666666664,True
1465,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,USA,1050.17,54.55,50.85,,7.46,10.63,44.5,118.0,,0.00%,1.47,175.90%,-10.43%,20.30%,,13.30%,146.90%,65.60%,13.73,11.43,6.70%,-4.13%,41.60%,5.49%,2.73%,2.18,18.50%,21.60%,19.10%,3.5,2.1,0.0,0.0,43.50%,17.90%,14.40%,-4.47%,24.94%,76.36%,110.40%,232.16%,-4.82%,0.98,4.77,7.39%,6.56%,11.46%,21.45%,74.36%,-7.33%,59.55%,-7.33%,240.47%,62.64,-6.00%,1.26%,2.0,143.5,2.23,80.35,-4.82%,319647,11/4/2021 4:30:00 PM,80.0,8/6/1986,81.0,0.81%,69.0,99,2.56,80.35,72.97,66.72,46.32,23.6,86.71,22.0,-0.44,63.333333333333336,True
1549,CNR,"Cornerstone Building Brands, Inc.",Industrials,Building Products & Equipment,USA,2200.82,3.63,7.14,0.1,0.42,2.01,3.24,,,0.00%,4.89,431.20%,26.46%,-49.80%,34.70%,22.30%,1933.50%,17.70%,126.16,54.26,2.00%,-5.09%,92.90%,0.19%,3.12%,3.01,11.20%,99.30%,-6.70%,2.5,1.8,2.71,2.74,21.70%,20.30%,11.70%,3.20%,7.45%,24.39%,2.84%,87.43%,1.78%,2.0,0.65,3.21%,3.64%,9.30%,11.64%,12.13%,0.17%,30.32%,-10.04%,91.68%,66.26,1.25%,0.52%,2.0,562.11,1.39,17.75,1.78%,779798,11/9/2021 4:30:00 PM,23.5,4/3/1992,17.85,0.57%,69.0,92,1.45,17.75,16.3,15.96,15.85,9.26,19.73,16.0,32.39,59.0,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,250978.87,48.76,40.57,4.89,1.24,13.61,18.62,8096.09,0.56%,25.60%,11.62,25.00%,9.06%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.57,0.20%,-2.65%,68.80%,-0.54%,1.02%,2.07,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,0.58%,7.84%,28.76%,42.08%,49.08%,-0.17%,0.64,12.85,1.52%,2.38%,2.97%,7.14%,29.04%,-0.84%,20.81%,-0.84%,84.60%,62.06,0.30%,-0.48%,2.2,2177.62,1.24,566.71,-0.17%,2694194,12/9/2021 4:30:00 PM,545.7,11/27/1985,566.36,-0.06%,63.0,80,1.15,566.71,552.25,530.73,440.37,307.0,571.49,21.0,-3.71,54.666666666666664,True
1643,CPT,Camden Property Trust,Real Estate,REIT - Residential,USA,18133.77,149.66,95.64,41.57,16.49,4.68,42.35,,1.88%,276.80%,1.18,-44.00%,34.87%,-13.30%,3.60%,4.60%,-18.60%,10.70%,103.07,101.28,0.60%,-33.71%,95.90%,-1.24%,1.32%,2.32,1.70%,3.40%,1.80%,,,0.82,0.82,59.70%,10.90%,11.10%,-0.06%,4.86%,16.60%,28.97%,83.23%,-1.25%,0.77,3.58,1.49%,1.98%,1.41%,5.06%,22.79%,-2.17%,12.77%,-2.17%,86.54%,58.6,-1.31%,0.07%,2.3,573.59,0.92,176.45,-1.25%,525873,10/28/2021 4:30:00 PM,178.24,7/22/1993,176.45,0.00%,59.0,91,1.41,176.45,174.45,168.32,144.05,94.59,180.37,37.0,1.01,62.333333333333336,True
1709,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,USA,12648.82,38.43,19.23,2.56,2.81,5.04,42.79,39.95,0.88%,29.80%,6.38,-28.40%,38.66%,3.90%,15.00%,3.70%,13.20%,24.50%,52.3,51.69,0.60%,-37.03%,90.40%,-1.09%,0.78%,1.75,6.10%,15.10%,8.60%,2.4,1.8,1.15,1.15,27.30%,11.00%,8.30%,0.02%,5.40%,22.11%,29.35%,59.40%,-1.11%,1.07,5.03,1.37%,1.89%,2.01%,4.13%,20.34%,-1.79%,13.84%,-1.79%,70.97%,58.14,-0.94%,-0.17%,1.9,229.76,1.4,245.37,-1.11%,320529,10/21/2021 4:30:00 PM,266.0,6/1/1960,245.37,0.00%,72.0,86,1.23,245.37,241.11,236.17,204.34,143.52,249.84,16.0,8.41,58.0,True
1722,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,USA,1034.76,40.35,17.1,2.69,2.8,5.61,940.69,18.09,0.73%,25.20%,1.53,10.40%,18.48%,-4.60%,15.00%,6.30%,132.30%,12.60%,17.5,14.97,9.80%,-2.10%,77.00%,-6.60%,6.11%,5.6,2.40%,12.30%,7.00%,0.6,0.5,2.54,2.55,34.30%,18.10%,7.60%,-3.23%,14.59%,38.31%,72.55%,99.35%,-4.19%,0.9,2.08,3.38%,3.53%,3.85%,14.98%,44.00%,-6.92%,42.32%,-6.92%,101.04%,60.06,-4.49%,0.31%,1.5,163.31,1.11,61.74,-4.19%,180831,10/27/2021 4:30:00 PM,65.25,8/9/1996,61.74,0.00%,84.0,94,1.54,61.74,59.87,54.05,43.0,30.71,66.33,22.0,5.69,66.66666666666667,True
1758,CUBE,CubeSmart,Real Estate,REIT - Industrial,USA,12018.19,50.11,53.02,8.35,15.42,5.75,592.03,98.75,2.48%,123.50%,1.09,-3.80%,-8.25%,15.10%,6.00%,8.80%,78.40%,23.20%,202.19,200.46,0.30%,-11.29%,89.40%,-3.49%,2.78%,3.52,4.60%,11.80%,5.60%,,,1.18,1.18,68.60%,34.60%,28.30%,-2.63%,0.07%,12.91%,14.11%,69.56%,-3.67%,0.39,1.34,2.23%,2.30%,-1.19%,0.19%,12.71%,-4.39%,5.46%,-4.39%,74.36%,46.7,-3.82%,0.16%,2.4,1582.03,1.81,54.82,-3.67%,2870974,11/4/2021 4:30:00 PM,60.3,10/22/2004,54.8,-0.04%,56.0,89,1.31,54.82,55.5,54.76,48.73,31.44,57.34,19.0,10.0,54.666666666666664,True
1759,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2140.65,7.61,10.42,0.76,2.97,1.9,1.93,6.9,,0.00%,8.8,82.30%,-27.75%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.56,6.90%,-24.43%,84.10%,0.64%,3.81%,2.86,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,2.17%,12.00%,52.93%,73.67%,269.35%,2.49%,1.59,2.95,3.38%,4.95%,10.84%,16.10%,56.66%,0.96%,47.06%,0.96%,277.04%,63.18,1.52%,0.96%,2.1,394.32,1.27,67.0,2.49%,501610,10/27/2021 4:30:00 PM,70.38,2/21/2012,67.0,0.00%,66.0,99,2.85,67.0,60.91,58.1,42.94,17.77,67.84,21.0,5.04,62.0,True
