date,DVN,PWR,portfolio
2022-01-24,0.18799646868478675,2056.8351756964234,2057.023172165108
2022-01-25,0.19939371620392177,2006.7994611462814,2006.9988548624854
2022-01-26,0.20145534691548223,2006.7994611462814,2007.0009164931969
2022-01-27,0.20126085737175792,2003.2846018590724,2003.4858627164442
2022-01-28,0.20052177633156415,2036.5727580363712,2036.7732798127026
2022-01-31,0.196709724887884,2123.8249359547895,2124.0216456796775
2022-02-01,0.20445053337235972,2132.0953137291854,2132.299764262558
2022-02-02,0.20709563271509307,2146.3615537020733,2146.5686493347885
2022-02-03,0.20620095410447944,2097.9801040000134,2098.186304954118
2022-02-04,0.205656377446611,2066.5527000061775,2066.7583563836242
2022-02-07,0.20456722413087408,2044.2228850829458,2044.4274523070767
2022-02-08,0.19912142787498754,2114.1072539007,2114.306375328575
2022-02-09,0.20273898977494342,2197.2241640597526,2197.4269030495275
2022-02-10,0.20312798370099305,2126.92634733823,2127.129475321931
2022-02-11,0.21047979825941915,2065.72580419864,2065.9362839968994
2022-02-14,0.20328356643281187,2056.421570048319,2056.624853614752
2022-02-15,0.20001609164700015,2167.6576699937154,2167.8576860853623
2022-02-16,0.20946842889029116,2211.904167425081,2212.1136358539716
2022-02-17,0.2149142251461777,2129.200705169797,2129.415619394943
2022-02-18,0.21308599079024704,2112.4531467969537,2112.666232787744
2022-02-22,0.20487840443311275,2083.5069034587373,2083.7117818631705
2022-02-23,0.20830147678934433,2032.85109592511,2033.0593974018993
2022-02-24,0.20518959957395247,2248.2935772414844,2248.4987668410586
2022-02-25,0.21471973560245342,2237.335393731753,2237.5501134673555
2022-02-28,0.2316405781626849,2252.4288450008503,2252.660485579013
2022-03-01,0.23047362606173807,2240.6436079392456,2240.8740815653073
2022-03-02,0.22813972185984444,2279.307375587216,2279.535515309076
2022-03-03,0.22891768003474164,2323.34707019453,2323.5759878745644
2022-03-04,0.23171837694789482,2257.184205743701,2257.415924120649
2022-03-07,0.23296312783405157,2233.2002837167233,2233.4332468445573
2022-03-08,0.23136828983375068,2415.561411679851,2415.792779969685
2022-03-09,0.22926776714888578,2454.6387849759262,2454.868052743075
2022-03-10,0.23560822717678492,2502.8135895982696,2503.0491978254463
2022-03-11,0.22810081504793897,2549.7477350206354,2549.9758358356835
