no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
1643,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3584.87,2.88,6.5,,1.08,1.05,4.01,1.38,,0.00%,16.46,418.00%,30.02%,35.50%,-8.54%,261.20%,4.90%,-33.80%,74.56,72.3,1.80%,-7.69%,87.40%,-3.52%,5.27%,3.96,6.80%,44.00%,13.70%,,,2.28,2.72,,49.90%,42.70%,-6.85%,23.66%,17.99%,15.74%,42.66%,13.79%,1.5,1.74,3.34%,3.72%,-1.32%,7.06%,18.32%,-9.53%,26.37%,-9.53%,55.09%,49.9,-4.23%,-0.18%,961.8,1.54,47.35,-4.40%,1485109,2/11/2022 8:30:00 AM,59.14,3/28/2012,47.0,-0.74%,66.0,93,1.32,49.53,47.99,44.23,40.02,30.53,52.34,18.0,19.4,59.0,True
1644,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,127849.32,16.69,13.03,4.29,2.79,2.93,23.36,13.73,1.40%,32.50%,6.07,342.80%,-12.73%,32.60%,3.89%,13.70%,376.60%,175.40%,1315.13,1298.37,0.10%,-25.60%,80.10%,-1.93%,1.13%,1.73,9.30%,18.30%,10.80%,1.3,1.2,0.41,0.44,48.20%,25.10%,17.60%,6.76%,11.44%,42.81%,80.57%,72.76%,40.30%,1.42,3.46,3.41%,3.60%,9.52%,17.72%,46.40%,0.93%,45.36%,0.93%,112.23%,72.88,0.27%,0.73%,8480.84,1.63,101.27,1.00%,13782018,2/3/2022 8:30:00 AM,104.6,1/13/1978,101.27,0.00%,75.0,97,1.58,100.27,92.47,86.05,69.31,47.85,100.34,-4.0,4.32,56.0,True
1750,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,2035.85,28.76,16.98,,1.95,4.71,8.72,25.13,1.54%,43.90%,2.26,24.20%,8.05%,3.50%,-5.00%,6.60%,31.20%,5.60%,31.63,31.28,2.20%,-0.22%,96.59%,2.98%,5.08%,5.48,5.40%,16.60%,11.80%,1.1,1.1,0.31,0.86,48.10%,11.90%,6.90%,5.25%,13.49%,21.76%,34.16%,37.98%,12.74%,0.82,1.83,3.28%,2.90%,7.66%,10.90%,27.14%,0.54%,18.50%,0.54%,52.56%,72.14,1.06%,-0.45%,290.05,1.54,64.96,0.60%,446824,2/1/2022 4:30:00 PM,67.0,2/28/1996,64.96,0.00%,100.0,91,1.24,64.57,60.34,58.57,51.09,42.58,64.61,20.0,3.76,70.33333333333333,True
1787,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,21466.62,15.84,11.3,0.21,6.22,1.87,20.72,134.17,1.67%,36.40%,1.71,358.90%,-13.19%,35.20%,74.49%,24.40%,251.80%,386.90%,813.62,800.39,1.10%,-5.94%,94.50%,73.63%,4.17%,3.85,13.70%,24.80%,8.20%,1.8,1.7,0.27,0.27,76.20%,45.30%,33.60%,17.62%,19.57%,35.71%,59.09%,48.58%,44.43%,-0.22,1.12,4.83%,4.49%,16.93%,25.40%,43.89%,2.60%,49.22%,2.60%,98.42%,75.28,-0.18%,3.60%,8677.28,1.97,27.0,3.41%,17108078,2/23/2022 4:30:00 PM,27.32,2/8/1990,27.49,1.81%,59.0,92,1.28,26.11,23.45,21.87,19.37,14.28,26.32,30.0,4.63,60.333333333333336,True
1793,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,44939.34,21.4,17.06,1.86,2.43,3.81,16.53,26.33,1.25%,23.70%,4.05,57.30%,11.44%,9.70%,11.49%,6.50%,84.70%,14.20%,527.0,523.9,0.10%,-4.26%,94.60%,1.09%,1.17%,2.04,12.50%,18.70%,16.80%,2.1,2.1,0.05,0.06,37.30%,15.30%,11.50%,0.55%,0.63%,10.29%,13.13%,19.14%,-2.39%,1.1,2.62,2.91%,2.82%,-1.08%,-0.57%,10.64%,-6.32%,6.95%,-6.32%,30.84%,49.09,-2.28%,-0.29%,3004.35,1.5,86.6,-2.57%,4495726,2/2/2022 4:30:00 PM,94.78,6/19/1998,86.6,0.00%,56.0,83,1.09,88.88,87.55,87.09,78.27,66.19,92.44,24.0,6.64,54.333333333333336,True
1837,CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA,5836.29,23.42,17.72,,2.33,3.3,34.13,17.96,0.47%,10.60%,6.59,37.20%,6.37%,9.40%,,3.50%,49.50%,-0.20%,39.07,38.05,0.30%,-24.42%,82.60%,-8.00%,2.08%,4.33,6.60%,14.30%,10.20%,1.8,1.2,0.58,0.58,37.20%,15.30%,10.70%,4.69%,16.95%,19.08%,29.91%,29.50%,11.37%,1.43,4.85,4.11%,3.19%,10.20%,11.77%,20.44%,-3.09%,22.13%,-3.09%,38.81%,73.18,-1.00%,0.08%,183.05,4.05,154.44,-0.92%,742208,2/23/2022 4:30:00 PM,168.33,8/22/1929,154.44,0.00%,84.0,89,1.18,154.44,141.28,138.57,128.38,111.26,162.98,18.0,8.99,63.666666666666664,True
2063,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,32352.72,24.29,15.86,1.36,1.23,4.37,46.13,48.62,,0.00%,5.8,62.90%,13.48%,34.90%,17.87%,10.50%,-30.50%,3.90%,224.9,221.94,1.34%,-0.64%,97.00%,9.89%,2.09%,1.8,7.10%,20.60%,13.40%,1.3,0.2,0.45,0.45,29.40%,7.90%,5.70%,-0.86%,6.84%,2.79%,51.77%,30.34%,0.24%,0.73,5.25,5.21%,3.65%,1.33%,3.16%,23.98%,-5.32%,13.95%,-5.70%,67.17%,53.74,-1.81%,-0.01%,2584.15,1.67,140.86,-1.82%,4303212,3/2/2022 8:30:00 AM,158.17,3/7/1995,140.54,-0.23%,53.0,89,1.19,140.86,139.37,136.64,113.78,84.26,149.37,4.0,12.29,48.666666666666664,True
2263,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1623.12,5.85,6.79,0.45,1.15,1.39,10.26,,,0.00%,11.24,68.50%,17.05%,29.90%,13.00%,6.60%,116.10%,-10.30%,24.69,24.02,0.40%,-46.17%,,-8.49%,21.30%,11.56,7.40%,26.70%,12.90%,,,2.0,2.0,78.70%,44.10%,24.80%,-0.38%,-0.48%,11.92%,36.16%,62.80%,5.84%,1.33,2.16,3.29%,3.00%,-4.10%,0.78%,21.11%,-9.54%,10.56%,-9.54%,79.91%,44.72,-0.90%,-0.18%,442.74,0.88,65.74,-1.08%,390101,2/23/2022 4:30:00 PM,77.5,7/9/1999,65.74,0.00%,63.0,96,1.51,66.46,68.55,65.23,54.28,37.6,72.67,17.0,16.61,58.666666666666664,True
2434,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,68880.79,15.04,11.03,0.2,3.7,3.16,13.22,11.68,2.50%,24.80%,7.99,864.80%,-5.71%,43.20%,73.84%,20.10%,483.80%,104.40%,584.0,583.22,0.30%,0.71%,87.90%,-0.53%,1.19%,1.57,12.60%,21.80%,17.70%,2.1,2.0,0.23,0.23,63.80%,32.80%,25.00%,4.55%,7.49%,42.97%,80.83%,66.92%,35.26%,1.79,4.49,3.26%,3.85%,6.17%,13.96%,39.83%,-0.32%,41.55%,-0.32%,95.74%,67.52,0.11%,1.07%,4450.3,1.24,120.15,1.18%,5513635,2/25/2022 8:30:00 AM,120.66,10/4/1989,120.0,-0.12%,69.0,96,1.47,118.75,113.16,105.43,87.45,62.81,120.53,19.0,1.61,61.333333333333336,True
2476,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,9400.81,,7.97,,3.07,1.0,82.46,15.48,1.89%,,-4.28,3.60%,120.40%,6.90%,5.00%,17.20%,,206.50%,377.9,374.32,0.50%,0.00%,91.80%,-0.74%,4.46%,2.04,-5.70%,-12.90%,-6.00%,0.5,0.5,0.45,0.55,29.30%,,-37.70%,14.61%,24.22%,35.51%,29.18%,52.68%,21.60%,1.08,1.14,5.46%,4.52%,16.08%,18.65%,27.47%,-1.38%,38.12%,-1.38%,68.81%,74.49,-1.12%,1.75%,8196.39,1.56,26.52,0.61%,12772041,2/9/2022 4:30:00 PM,31.91,6/5/1950,26.06,-1.73%,69.0,94,1.35,26.36,22.85,22.35,20.8,15.71,26.89,16.0,21.05,59.666666666666664,True
2623,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,41843.63,25.2,18.31,1.58,1.15,1.25,35.4,,3.08%,87.90%,1.74,-13.40%,6.73%,7.60%,16.00%,3.00%,8.60%,18.70%,982.0,977.41,0.10%,-26.30%,82.40%,0.34%,1.34%,1.2,1.30%,5.20%,3.10%,0.9,0.8,1.04,1.23,55.00%,7.50%,4.70%,2.98%,0.09%,16.55%,23.38%,51.06%,6.42%,0.46,1.03,2.30%,2.26%,3.40%,6.35%,19.80%,-1.02%,14.53%,-1.02%,57.08%,64.33,-0.63%,-0.38%,10935.93,0.92,43.83,-1.02%,10065147,,48.35,7/6/1943,43.7,-0.30%,66.0,94,1.36,44.28,42.39,41.22,36.6,28.92,44.28,21.0,9.19,60.333333333333336,True
2664,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23215.1,11.05,7.92,1.09,3.42,2.0,35.5,6.45,1.49%,14.30%,12.17,141.40%,-9.29%,50.00%,10.12%,66.80%,218.90%,162.90%,180.18,176.52,0.20%,-13.55%,91.00%,-1.41%,3.22%,2.07,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,-2.65%,3.90%,26.83%,77.92%,59.72%,24.65%,2.31,6.55,4.67%,4.94%,2.12%,7.60%,33.90%,-5.38%,30.55%,-5.38%,103.91%,55.38,-3.36%,0.95%,2743.81,1.55,134.44,-2.44%,4259239,2/22/2022 4:30:00 PM,149.39,10/12/2012,133.08,-1.01%,72.0,97,1.55,137.8,131.65,124.94,100.4,65.93,142.09,25.0,8.41,64.66666666666667,True
3051,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,46980.5,80.2,48.89,4.58,14.06,60.7,18.41,39.03,,0.00%,3.63,24.70%,20.28%,81.90%,17.50%,21.20%,34.40%,28.80%,162.9,131.31,11.60%,-0.30%,70.10%,-2.45%,1.79%,1.49,10.70%,61.70%,35.90%,1.6,1.5,1.26,0.0,76.60%,19.50%,18.20%,-15.43%,-1.90%,-3.78%,-9.00%,75.30%,-18.93%,1.17,18.78,6.93%,5.79%,-8.84%,-8.31%,-2.15%,-21.63%,10.85%,-21.63%,80.83%,41.68,-12.69%,-0.52%,1575.98,1.64,291.37,-13.14%,2578805,2/3/2022 4:30:00 PM,363.2,11/18/2009,290.99,-0.13%,63.0,98,1.74,335.46,319.63,317.77,297.78,167.08,371.77,13.0,8.27,58.0,True
3137,GATX,GATX Corporation,Industrials,Rental & Leasing Services,USA,3968.65,28.93,18.48,2.41,3.16,2.02,11.53,,1.74%,49.40%,3.98,-6.30%,9.03%,-8.80%,12.00%,-2.40%,237.00%,5.30%,35.4,34.82,1.50%,-12.19%,,-0.72%,8.37%,18.62,1.50%,7.20%,3.10%,,,2.92,2.93,75.00%,23.60%,11.40%,7.94%,9.65%,14.18%,27.31%,17.64%,10.47%,0.88,3.11,3.14%,2.52%,8.93%,10.98%,19.24%,0.43%,23.72%,0.43%,36.21%,71.31,0.25%,0.31%,156.61,1.33,115.1,0.57%,207790,1/25/2022 8:30:00 AM,120.2,11/5/1987,115.1,0.00%,69.0,82,1.08,114.45,105.67,103.71,96.53,84.5,114.6,9.0,5.02,53.333333333333336,True
3160,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,921.12,6.24,8.69,0.62,0.4,1.5,3.26,4.22,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.50%,-3.71%,9.08%,7.59,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-3.63%,-0.50%,-5.72%,8.13%,22.76%,-3.66%,2.04,3.28,4.99%,4.86%,-5.86%,-3.09%,0.32%,-11.62%,8.74%,-16.14%,51.89%,43.38,-5.24%,1.16%,163.92,1.38,61.82,-4.14%,226181,3/10/2022 8:30:00 AM,72.67,1/5/1950,61.82,0.00%,53.0,88,1.16,64.49,65.67,63.79,61.63,40.7,73.72,15.0,12.68,52.0,True
3167,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1444.03,9.65,11.99,0.64,1.32,4.46,6.55,5.42,,0.00%,5.08,203.50%,23.90%,47.30%,15.00%,22.30%,186.00%,37.20%,29.04,19.18,35.30%,-8.42%,64.70%,2.89%,6.66%,3.71,9.90%,60.30%,12.40%,2.1,2.0,3.16,3.17,45.30%,15.10%,14.80%,-13.84%,11.43%,9.85%,3.83%,105.66%,-2.93%,2.64,3.14,6.38%,5.65%,-7.15%,-0.55%,2.84%,-17.31%,19.43%,-17.31%,131.48%,45.06,-8.23%,-0.17%,344.2,1.65,49.05,-8.39%,567278,2/17/2022 4:30:00 PM,69.0,1/4/1999,49.05,0.00%,75.0,99,2.05,53.54,52.82,49.32,47.69,23.65,59.32,33.0,28.88,69.0,True
3543,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,30019.79,53.72,16.98,1.14,4.02,4.75,11.07,12.43,1.03%,55.00%,1.81,117.80%,12.47%,15.90%,47.10%,9.40%,369.00%,69.30%,308.3,278.01,0.30%,-32.89%,84.30%,-2.03%,2.23%,2.22,2.90%,9.70%,8.40%,1.4,1.3,1.29,1.38,70.50%,24.90%,7.50%,-3.90%,5.57%,27.99%,38.92%,31.63%,31.19%,1.77,3.96,4.16%,3.85%,0.99%,8.30%,18.50%,-5.70%,34.18%,-5.70%,56.82%,55.28,-2.58%,-1.46%,2798.95,1.86,97.12,-4.00%,5205602,1/26/2022 8:30:00 AM,113.17,5/24/1962,97.12,0.00%,63.0,93,1.31,101.17,96.16,89.68,81.96,61.93,102.99,9.0,11.86,55.0,True
3661,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,USA,2635.4,75.23,11.73,,8.63,13.6,11.25,26.81,,0.00%,0.57,152.10%,87.68%,,,,,62.00%,58.56,46.89,0.40%,-77.67%,83.00%,4.99%,6.99%,9.47,9.10%,24.20%,15.50%,5.3,5.2,1.02,1.03,81.80%,20.10%,11.30%,8.26%,16.89%,21.59%,19.67%,35.99%,1.45%,,2.23,6.08%,5.54%,11.53%,12.30%,20.94%,-5.73%,37.17%,-5.73%,72.42%,65.52,8.10%,-0.55%,345.89,1.61,43.26,7.50%,558125,2/22/2022 8:30:00 AM,57.17,8/19/2020,43.26,0.00%,78.0,82,1.08,40.24,38.79,38.52,35.77,25.09,45.89,45.0,42.07,68.33333333333333,True
3703,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USA,2883.77,16.43,14.5,1.73,0.68,2.07,18.05,24.07,,0.00%,5.05,130.70%,-6.62%,24.40%,9.50%,9.00%,272.10%,31.90%,33.45,32.91,2.60%,0.00%,97.80%,-0.62%,1.91%,3.47,7.60%,13.80%,11.10%,1.3,1.3,0.13,0.21,14.20%,5.60%,4.10%,-1.65%,9.50%,4.70%,17.69%,32.29%,-1.46%,0.93,2.85,3.20%,3.44%,3.74%,3.83%,12.41%,-4.81%,14.40%,-4.81%,38.29%,56.77,-2.47%,-0.25%,181.04,1.62,83.01,-2.71%,293434,2/8/2022 4:30:00 PM,95.64,3/13/1996,83.01,0.00%,66.0,90,1.21,85.32,80.02,79.95,73.85,62.36,87.21,22.0,12.1,59.333333333333336,True
3722,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,942.45,18.97,11.92,,1.32,3.21,40.28,43.03,1.16%,21.20%,2.37,44.80%,60.61%,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.48%,1.16%,3.63,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,-0.80%,9.57%,33.95%,22.34%,28.73%,13.81%,0.83,1.63,4.01%,3.64%,5.30%,11.46%,23.50%,-3.44%,25.21%,-3.44%,50.02%,60.38,-2.81%,-0.52%,60.96,1.06,44.9,-3.32%,64552,2/2/2022 4:30:00 PM,52.0,3/18/1980,44.9,0.00%,69.0,90,1.22,46.44,42.64,40.29,36.36,29.93,46.5,20.0,11.97,59.666666666666664,True
4100,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,5821.91,71.36,70.98,14.27,23.2,0.97,161.72,,1.79%,125.90%,0.38,160.30%,50.20%,33.00%,5.00%,10.30%,63.70%,42.60%,220.93,218.91,0.70%,0.00%,64.70%,24.44%,3.30%,2.2,1.50%,3.10%,-0.10%,,,0.77,0.78,59.00%,-2.30%,17.80%,5.90%,13.39%,7.99%,27.85%,84.55%,3.60%,0.93,0.73,2.78%,2.94%,8.90%,11.71%,23.53%,0.49%,25.34%,0.49%,94.48%,73.01,-0.48%,1.13%,3279.64,2.06,26.76,0.64%,6754601,2/16/2022 4:30:00 PM,27.07,8/13/2013,26.76,0.00%,63.0,98,1.7,26.59,24.57,23.95,21.66,14.18,26.63,42.0,1.81,67.66666666666667,True
