,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
96,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,11834.75,76.5,23.0,94,1.99,138.05,152.33,10.34,3.15%,12.28%,32.35%,61.26%,175.41%,149.39%,127.81,,100.96,51.51,147.39,64.5,True
101,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,29328.72,86.5,24.0,97,2.54,43.43,47.69,9.81,-2.13%,7.68%,62.63%,68.10%,277.36%,181.17%,41.88,,28.34,12.27,44.79,69.16666666666667,True
106,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1742.27,76.5,19.0,86,1.44,59.15,66.75,12.85,-1.53%,15.50%,23.86%,36.57%,93.70%,51.68%,55.75,,45.14,29.21,60.75,60.5,True
110,ENVA,"Enova International, Inc.",Financial,Credit Services,1481.85,81.5,20.0,86,1.46,40.92,44.5,8.75,6.91%,17.14%,33.85%,18.76%,103.91%,70.49%,37.0,,34.11,20.24,43.47,62.5,True
111,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,37295.39,81.5,18.0,88,1.55,671.01,780.53,16.32,-7.92%,6.74%,6.50%,47.98%,98.18%,84.37%,671.83,,516.86,311.82,725.4,62.5,True
121,EVR,Evercore Inc.,Financial,Capital Markets,6865.14,84.0,19.0,81,1.33,153.99,172.12,11.77,2.49%,0.55%,15.81%,7.32%,78.98%,41.66%,154.96,,137.83,87.16,164.63,61.333333333333336,True
123,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,11996.54,86.5,15.0,86,1.44,83.46,99.18,18.84,0.85%,1.43%,14.84%,9.66%,94.53%,65.61%,83.0,,74.72,42.42,87.77,62.5,True
124,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6421.71,86.5,13.0,84,1.4,162.24,175.13,7.95,0.97%,14.76%,7.10%,9.75%,84.25%,59.80%,152.24,,140.63,87.96,165.69,61.166666666666664,True
125,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1503.19,76.5,16.0,92,1.81,12.89,15.3,18.7,4.28%,17.50%,13.16%,13.38%,136.40%,73.44%,10.88,,10.31,5.24,12.91,61.5,True
127,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,19925.0,86.5,28.0,96,2.27,110.18,128.29,16.44,-3.92%,2.67%,54.66%,38.96%,230.86%,129.69%,110.73,,84.42,34.7,117.71,70.16666666666667,True
132,FITB,Fifth Third Bancorp,Financial,Banks - Regional,30571.39,81.5,17.0,81,1.32,44.83,48.58,8.36,0.81%,2.34%,18.36%,6.21%,75.74%,61.84%,44.44,,39.28,25.0,45.92,59.833333333333336,True
138,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53945.88,76.5,19.0,95,2.21,341.01,367.7,7.83,-4.57%,6.29%,12.22%,64.08%,189.10%,125.63%,334.63,,247.8,115.17,355.35,63.5,True
142,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,1457.65,89.0,30.0,97,2.46,51.65,65.8,27.4,-2.64%,-0.38%,10.78%,21.42%,223.20%,152.19%,51.04,,40.12,15.37,54.86,72.0,True
148,GMS,GMS Inc.,Industrials,Building Products & Equipment,2489.86,79.0,17.0,85,1.42,58.76,60.67,3.25,-2.23%,23.67%,19.37%,26.17%,99.06%,88.22%,53.03,,45.09,26.77,60.36,60.333333333333336,True
149,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3656.39,84.0,22.0,82,1.34,211.5,266.0,25.77,2.34%,12.92%,24.35%,22.71%,74.50%,56.55%,196.42,,167.89,115.19,211.79,62.666666666666664,True
151,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6377.81,76.5,16.0,91,1.67,23.11,23.57,1.99,-1.39%,20.81%,44.32%,16.06%,127.83%,108.62%,21.43,,17.61,9.95,24.89,61.166666666666664,True
155,HLIT,Harmonic Inc.,Technology,Communication Equipment,1101.56,76.5,40.0,80,1.3,11.0,12.5,13.64,-0.28%,16.18%,13.37%,54.52%,72.04%,45.74%,9.99,,8.44,6.2,11.2,65.5,True
156,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2903.42,79.0,20.0,75,1.2,86.82,87.93,1.28,2.27%,17.36%,27.70%,17.32%,59.01%,49.95%,80.91,,67.93,52.35,86.96,58.0,True
160,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6797.49,84.0,31.0,86,1.45,283.77,287.0,1.14,1.50%,19.73%,25.29%,68.40%,87.73%,56.29%,268.83,,210.82,146.81,288.02,67.0,True
171,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,3951.43,81.5,26.0,80,1.29,16.06,16.93,5.42,2.63%,3.42%,15.18%,7.31%,74.59%,51.61%,15.69,,14.44,9.35,16.2,62.5,True
173,JBL,Jabil Inc.,Technology,Electronic Components,9345.91,86.5,26.0,80,1.29,64.57,73.0,13.06,-0.55%,2.41%,7.56%,19.39%,69.35%,50.15%,62.74,,55.92,37.17,65.79,64.16666666666667,True
174,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,54347.71,79.0,22.0,83,1.37,79.69,83.39,4.64,5.18%,9.86%,7.30%,22.72%,75.43%,68.13%,74.73,,66.9,44.11,80.01,61.333333333333336,True
175,JEF,Jefferies Financial Group Inc.,Financial,Financial Conglomerates,10546.65,89.0,21.0,81,1.33,41.36,50.33,21.69,-1.15%,3.03%,23.67%,35.13%,84.39%,74.35%,42.91,,34.19,22.7,44.47,63.666666666666664,True
177,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6280.74,81.5,21.0,81,1.31,45.57,50.67,11.19,1.97%,6.13%,14.47%,9.83%,72.29%,45.55%,43.43,,38.47,26.24,45.96,61.166666666666664,True
181,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4434.65,96.5,15.0,90,1.61,81.66,97.75,19.7,-1.46%,7.48%,19.57%,22.23%,111.84%,85.93%,78.63,,68.02,37.86,84.68,67.16666666666667,True
182,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14876.74,74.0,19.0,75,1.2,23.57,25.07,6.36,2.36%,6.04%,11.75%,14.87%,67.86%,59.03%,23.32,,20.83,14.03,24.95,56.0,True
189,LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,2755.41,81.5,15.0,87,1.49,161.47,211.71,31.11,6.69%,25.99%,52.99%,33.93%,96.05%,65.02%,150.49,,137.12,79.52,219.75,61.166666666666664,True
190,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,16922.77,94.0,17.0,77,1.24,59.05,65.89,11.58,2.33%,6.55%,17.60%,18.05%,63.35%,67.05%,56.75,,48.54,34.11,59.6,62.666666666666664,True
195,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,5726.28,71.5,27.0,88,1.53,66.93,76.12,13.73,3.36%,0.57%,19.26%,3.42%,114.48%,79.74%,64.49,,59.32,31.72,76.35,62.166666666666664,True
196,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,851.3,106.5,14.0,95,2.12,25.9,32.5,25.48,10.54%,24.96%,12.94%,-1.08%,190.68%,60.78%,22.67,,21.42,8.8,30.0,71.83333333333333,True
201,MANH,"Manhattan Associates, Inc.",Technology,Software - Application,10940.89,76.5,13.0,86,1.44,174.19,195.0,11.95,-1.36%,7.10%,10.66%,31.49%,86.37%,65.16%,176.36,,144.67,90.62,188.52,58.5,True
202,MATX,"Matson, Inc.",Industrials,Marine Shipping,3882.49,81.5,28.0,75,1.2,90.42,96.0,6.17,2.36%,12.47%,25.32%,47.97%,62.71%,63.51%,87.52,,72.62,55.41,94.54,61.5,True
209,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3554.2,81.5,18.0,83,1.37,59.97,100.0,66.75,3.69%,38.86%,34.67%,29.76%,86.52%,71.49%,54.85,,44.29,32.01,63.07,60.833333333333336,True
211,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,25614.68,86.5,14.0,86,1.46,575.97,603.29,4.74,2.66%,17.03%,24.36%,81.95%,83.40%,53.72%,537.81,,412.17,299.83,576.7,62.166666666666664,True
213,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13079.57,74.0,19.0,96,2.33,16.72,19.5,16.63,-2.73%,3.52%,45.78%,40.40%,231.03%,151.12%,16.69,,12.48,5.21,17.59,63.0,True
215,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5361.77,79.0,16.0,99,3.75,44.4,49.93,12.45,0.33%,8.44%,64.57%,53.49%,452.82%,274.05%,43.81,,30.52,8.43,47.23,64.66666666666667,True
219,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34697.73,71.5,20.0,81,1.31,211.97,215.46,1.65,-0.93%,3.31%,10.39%,29.51%,66.69%,58.00%,207.19,,174.83,122.23,214.96,57.5,True
224,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2250.61,99.0,18.0,75,1.2,110.25,123.33,11.86,4.07%,24.96%,27.27%,18.40%,62.57%,44.60%,96.94,,88.91,67.32,112.34,64.0,True
227,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5547.0,76.5,41.0,79,1.28,61.39,64.27,4.69,-0.59%,5.72%,10.92%,40.76%,70.10%,71.94%,61.79,,49.63,33.01,64.98,65.5,True
232,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6246.37,79.0,13.0,82,1.35,37.77,42.5,12.52,0.35%,16.77%,13.17%,18.59%,84.10%,60.54%,35.56,,31.06,21.0,38.37,58.0,True
236,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,9832.26,86.5,15.0,95,2.22,63.38,72.69,14.69,4.91%,29.51%,38.54%,39.91%,203.77%,159.49%,59.13,,44.75,20.89,64.76,65.5,True
237,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,7945.5,81.5,18.0,82,1.35,179.94,182.2,1.26,-0.10%,13.71%,19.44%,34.25%,82.48%,49.64%,174.82,,147.05,98.08,184.42,60.5,True
240,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4285.02,86.5,41.0,90,1.66,91.06,105.0,15.31,-2.48%,22.24%,31.20%,50.98%,117.98%,85.62%,82.59,,70.07,40.47,94.96,72.5,True
242,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4804.26,91.5,56.0,80,1.3,26.64,32.0,20.12,-3.90%,9.89%,23.36%,53.25%,69.91%,71.87%,26.99,,21.61,14.31,28.29,75.83333333333333,True
250,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5631.18,86.5,33.0,97,2.71,57.79,66.38,14.86,-0.79%,12.96%,46.93%,38.83%,275.05%,179.69%,54.57,,41.46,15.26,59.0,72.16666666666667,True
251,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1219.92,81.5,17.0,75,1.21,33.25,34.25,3.01,30.13%,43.01%,53.22%,91.26%,57.86%,51.94%,26.02,,20.11,16.44,33.78,57.833333333333336,True
255,PGNY,"Progyny, Inc.",Healthcare,Health Information Services,5665.12,96.5,15.0,90,1.65,64.37,71.33,10.81,-6.30%,11.56%,43.82%,11.62%,103.45%,47.35%,62.02,,54.74,28.35,68.32,67.16666666666667,True
258,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1462.71,81.5,14.0,96,2.26,108.62,119.6,10.11,9.53%,29.22%,4.47%,14.39%,225.63%,109.74%,92.28,,84.65,33.0,108.9,63.833333333333336,True
259,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional,87411.03,74.0,15.0,77,1.24,205.53,212.52,3.4,-1.61%,2.86%,9.09%,5.63%,66.82%,37.46%,209.98,,187.88,123.27,217.6,55.333333333333336,True
261,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4651.7,91.5,23.0,96,2.38,143.6,149.83,4.34,-5.25%,9.31%,34.02%,99.96%,205.20%,195.47%,133.67,,88.46,43.51,153.28,70.16666666666667,True
262,PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,8681.02,71.5,13.0,75,1.2,123.26,129.89,5.38,-1.62%,9.64%,13.05%,3.39%,72.09%,28.47%,116.37,,107.63,73.82,125.42,53.166666666666664,True
263,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16847.81,86.5,16.0,83,1.36,119.49,133.75,11.93,-0.93%,5.64%,24.86%,27.35%,72.15%,64.79%,118.17,,97.23,66.63,124.69,61.833333333333336,True
264,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,44534.34,84.0,27.0,87,1.47,183.07,222.39,21.48,-2.03%,-3.91%,25.97%,15.34%,101.46%,60.38%,187.55,,158.84,92.03,196.64,66.0,True
266,RDNT,"RadNet, Inc.",Healthcare,Diagnostics & Research,1675.58,89.0,15.0,77,1.25,30.86,43.67,41.51,-6.67%,8.48%,-1.70%,21.95%,67.76%,59.53%,31.58,,27.68,17.27,38.84,60.333333333333336,True
267,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20600.14,86.5,18.0,79,1.28,99.58,118.62,19.12,-1.10%,-0.87%,9.49%,12.81%,74.79%,55.75%,100.55,,88.1,57.2,103.46,61.166666666666664,True
270,ROG,Rogers Corporation,Technology,Electronic Components,5051.22,96.5,14.0,85,1.43,270.04,277.6,2.8,-0.01%,43.90%,36.73%,50.39%,94.60%,73.76%,236.66,,195.75,141.22,273.0,65.16666666666667,True
277,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,153538.56,79.0,16.0,79,1.28,81.81,91.54,11.89,0.29%,1.26%,12.99%,15.54%,78.09%,54.45%,81.93,,70.88,46.25,84.49,58.0,True
279,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1419.9,89.0,52.0,87,1.51,59.54,72.0,20.93,0.21%,9.02%,37.54%,34.25%,96.83%,55.09%,55.29,,48.22,29.05,60.75,76.0,True
283,SIVB,SVB Financial Group,Financial,Banks - Regional,43787.33,74.0,21.0,90,1.66,754.65,808.33,7.11,0.80%,8.35%,32.87%,29.98%,116.24%,92.87%,736.8,,580.73,337.83,763.22,61.666666666666664,True
285,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,45922.19,84.0,20.0,78,1.26,32.89,39.66,20.58,-4.61%,-3.76%,20.34%,-1.06%,81.78%,49.89%,33.41,,29.79,19.27,36.87,60.666666666666664,True
286,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3781.42,76.5,45.0,79,1.27,40.47,41.73,3.11,-2.76%,13.54%,12.54%,17.74%,66.39%,26.75%,39.14,,34.54,21.21,41.35,66.83333333333333,True
288,SNV,Synovus Financial Corp.,Financial,Banks - Regional,7196.69,81.5,20.0,76,1.23,49.35,55.75,12.97,0.65%,8.22%,14.95%,2.51%,66.70%,52.49%,48.77,,45.06,29.73,50.51,59.166666666666664,True
291,SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,4352.12,89.0,19.0,83,1.37,124.86,134.75,7.92,-0.32%,0.50%,21.28%,44.20%,80.52%,71.76%,121.49,,100.4,62.21,128.36,63.666666666666664,True
292,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2122.95,81.5,20.0,82,1.34,77.41,88.0,13.68,6.60%,16.75%,34.54%,34.20%,86.95%,65.03%,73.34,,59.39,41.84,80.14,61.166666666666664,True
294,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,13012.19,76.5,26.0,83,1.37,65.36,80.95,23.85,-2.06%,5.82%,-4.92%,3.46%,89.14%,77.60%,65.13,,58.21,33.77,74.37,61.833333333333336,True
300,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1825.75,94.0,15.0,94,2.01,31.56,36.0,14.07,-2.59%,5.84%,29.82%,30.04%,183.05%,131.21%,31.63,,24.25,11.01,33.36,67.66666666666667,True
306,TGT,Target Corporation,Consumer Defensive,Discount Stores,127013.2,84.0,15.0,77,1.25,266.39,284.29,6.72,4.34%,7.58%,3.80%,28.05%,62.29%,49.74%,257.9,,227.45,160.51,268.98,58.666666666666664,True
307,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8617.5,79.0,17.0,93,1.9,79.7,87.94,10.34,6.69%,26.23%,14.06%,29.34%,157.56%,100.93%,73.67,,64.24,30.58,83.69,63.0,True
308,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1217.02,91.5,20.0,97,2.69,35.46,47.0,32.54,8.32%,15.37%,14.88%,37.49%,245.66%,162.44%,31.99,,28.34,8.87,38.54,69.5,True
311,TMST,TimkenSteel Corporation,Basic Materials,Steel,701.85,74.0,19.0,97,2.6,14.89,18.15,21.89,-4.37%,14.92%,0.53%,-2.33%,237.05%,223.34%,14.31,,12.66,4.26,17.35,63.333333333333336,True
313,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12865.26,84.0,16.0,93,1.85,54.68,63.32,15.8,-4.65%,-1.02%,27.55%,43.15%,168.58%,109.02%,55.73,,41.72,21.01,58.18,64.33333333333333,True
314,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,21602.24,81.5,14.0,75,1.2,89.28,96.33,7.9,-2.09%,2.80%,-1.46%,15.70%,50.25%,30.76%,87.2,,81.98,56.01,96.49,56.833333333333336,True
321,TXT,Textron Inc.,Industrials,Aerospace & Defense,16843.1,79.0,18.0,79,1.28,75.73,86.0,13.56,0.67%,3.54%,6.13%,15.35%,75.90%,58.43%,75.13,,65.43,44.34,78.13,58.666666666666664,True
324,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5458.35,81.5,14.0,79,1.27,89.66,93.83,4.65,0.58%,17.46%,19.23%,11.14%,66.91%,58.92%,84.72,,74.39,52.11,89.97,58.166666666666664,True
327,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4854.85,74.0,25.0,76,1.23,29.15,32.1,10.12,0.77%,12.51%,24.35%,7.86%,66.72%,52.34%,27.43,,23.99,17.21,29.77,58.333333333333336,True
328,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27784.17,74.0,41.0,83,1.37,381.67,391.47,2.57,-2.16%,10.00%,11.36%,15.98%,85.41%,65.71%,377.06,,329.31,209.16,414.99,66.0,True
330,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2167.76,91.5,13.0,85,1.43,42.93,46.5,8.32,-0.28%,7.77%,25.57%,23.49%,94.34%,68.59%,41.92,,35.07,21.44,45.36,63.166666666666664,True
335,VICR,Vicor Corporation,Technology,Electronic Components,7094.05,76.5,19.0,89,1.58,161.71,176.67,9.25,1.65%,9.16%,37.15%,104.78%,106.69%,75.43%,153.54,,109.6,74.08,164.35,61.5,True
338,VRTS,"Virtus Investment Partners, Inc.",Financial,Asset Management,2448.81,81.5,15.0,81,1.32,326.93,396.0,21.13,1.07%,2.88%,5.50%,19.68%,82.04%,52.50%,324.11,,283.23,174.17,338.8,59.166666666666664,True
339,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2213.41,106.5,25.0,100,6.87,149.7,160.0,6.88,-2.46%,54.77%,86.53%,218.46%,666.14%,623.76%,128.39,,66.5,16.6,158.99,77.16666666666667,True
340,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2666.36,89.0,13.0,92,1.75,48.52,62.33,28.46,6.27%,15.76%,14.73%,28.59%,118.31%,101.22%,43.95,,38.66,18.75,48.75,64.66666666666667,True
