no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
690,AXP,American Express Company,Financial,Credit Services,USA,144091.38,18.91,16.64,0.55,3.36,6.54,6.76,12.37,0.91%,17.20%,9.99,166.10%,17.14%,12.30%,34.57%,3.50%,24.50%,28.80%,768.0,758.29,0.10%,-39.00%,87.00%,-2.10%,1.33%,2.35,4.20%,32.80%,5.50%,,,1.74,5.65,68.60%,25.00%,18.50%,-4.56%,18.89%,10.56%,17.21%,35.07%,15.50%,1.11,5.14,2.00%,2.89%,0.72%,8.26%,11.57%,-5.31%,23.62%,-5.31%,41.23%,55.39,-2.78%,0.99%,4291.3,0.83,188.95,-1.81%,3561019,1/25/2022 8:30:00 AM,196.6,4/4/1972,188.5,-0.24%,56.0,92,1.25,188.95,188.4,174.97,169.51,133.79,199.55,13.0,4.05,53.666666666666664,True
791,BCOR,"Blucora, Inc.",Financial,Asset Management,USA,947.05,130.2,8.9,8.68,1.07,2.6,5.11,12.38,,,0.15,-831.20%,12.27%,47.75%,15.00%,45.00%,-4.60%,-0.70%,48.71,47.6,1.90%,8.42%,95.60%,3.52%,2.61%,3.13,-1.60%,-5.00%,-34.70%,2.1,2.1,1.54,1.54,45.80%,6.40%,-2.00%,1.92%,19.10%,8.94%,17.50%,15.96%,10.51%,1.57,0.8,5.93%,4.53%,10.19%,11.39%,14.23%,-6.41%,26.75%,-6.41%,34.69%,65.69,-4.20%,0.86%,395.77,0.85,19.14,-3.38%,337640,2/16/2022 8:30:00 AM,23.67,12/15/1998,19.14,0.00%,69.0,81,1.08,19.14,17.54,17.22,16.77,14.21,20.6,15.0,23.67,55.0,True
794,BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3069.13,,,,26.92,,15.38,,,,-1.28,-16.00%,18.00%,-13.10%,22.40%,-18.10%,-25.70%,572.10%,179.11,178.0,1.20%,-14.41%,67.30%,14.79%,14.06%,6.77,-78.10%,261.10%,-69.30%,1.9,1.8,,,93.90%,,,-10.98%,17.11%,34.14%,8.09%,41.41%,20.58%,2.27,1.0,5.65%,5.88%,0.15%,12.33%,12.47%,-16.46%,51.40%,-16.46%,80.93%,50.88,-0.30%,-5.63%,3693.94,1.51,16.7,-5.92%,5560535,2/23/2022 8:30:00 AM,20.64,3/4/1994,16.67,-0.18%,66.0,94,1.31,16.7,16.78,14.97,14.87,9.23,19.99,11.0,23.59,57.0,True
935,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,30176.27,,16.84,,1.47,1.57,6.17,32.59,2.48%,,-0.36,98.20%,35.61%,46.90%,50.90%,15.80%,-56.50%,-0.20%,899.0,818.52,0.10%,-98.95%,88.90%,4.85%,8.21%,7.65,-0.60%,-1.30%,2.90%,1.7,1.2,0.4,0.41,19.70%,7.00%,-1.10%,0.90%,7.31%,28.26%,30.91%,15.51%,20.74%,1.47,1.18,3.57%,4.24%,4.13%,10.35%,19.22%,-3.50%,27.61%,-3.50%,54.93%,60.33,1.47%,0.10%,8775.18,0.82,29.05,1.57%,7211690,1/20/2022 8:30:00 AM,32.41,10/3/1961,29.05,0.00%,69.0,80,1.07,29.05,27.95,26.4,24.39,18.75,30.11,2.0,11.57,50.333333333333336,True
1046,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,7119.2,7.76,8.74,1.55,3.35,1.19,0.39,11.09,2.02%,16.70%,11.45,-14.70%,7.39%,-7.40%,5.00%,5.50%,54.00%,3.30%,80.13,78.59,1.40%,-7.39%,87.40%,0.49%,2.07%,2.91,1.20%,13.90%,22.90%,,,0.12,0.13,,92.30%,38.80%,-5.58%,-1.09%,5.56%,16.07%,28.51%,8.35%,1.06,2.82,2.50%,3.05%,-2.53%,1.34%,10.66%,-10.65%,19.28%,-10.65%,38.14%,45.0,-1.22%,0.63%,559.42,0.97,88.89,-0.60%,543090,1/27/2022 8:30:00 AM,112.08,11/4/1982,88.89,0.00%,75.0,89,1.19,88.89,91.15,87.89,80.39,64.35,99.49,50.0,26.09,71.33333333333333,True
1246,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,USA,429.2,14.88,11.75,,3.3,1.06,,,,,1.09,176.40%,3.80%,,,,,20.30%,26.46,25.36,2.99%,1.22%,38.18%,,0.46%,2.0,,,,,,,,,,,2.08%,3.58%,3.97%,32.08%,34.61%,5.39%,,0.42,2.59%,2.71%,3.32%,4.76%,14.68%,-2.88%,14.35%,-2.88%,61.88%,58.66,-2.29%,1.10%,58.14,1.44,16.22,-1.22%,83497,,18.5,2/28/2007,16.22,0.00%,69.0,92,1.25,16.22,15.72,15.52,14.15,10.02,16.7,42.0,14.06,67.66666666666667,True
1281,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,4051.19,42.66,11.14,3.6,1.12,5.15,22.63,,2.06%,81.90%,1.69,199.60%,11.62%,13.30%,11.86%,7.20%,-252.90%,29.80%,56.8,56.15,1.10%,-4.56%,92.40%,-0.51%,2.15%,2.94,3.10%,11.30%,15.60%,1.2,0.8,0.9,1.65,22.30%,7.00%,2.70%,-1.07%,28.93%,20.59%,33.85%,39.53%,28.06%,1.46,2.29,2.59%,3.66%,10.42%,19.97%,26.57%,-3.87%,40.87%,-3.87%,51.23%,68.49,-1.73%,0.85%,411.47,1.34,71.97,-0.90%,549770,1/31/2022 4:30:00 PM,77.33,8/23/1968,71.99,0.03%,69.0,93,1.3,71.97,66.0,60.31,56.92,47.59,74.87,9.0,7.45,57.0,True
1348,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,1013.21,46.39,5.77,,0.79,1.49,6.76,5.86,,0.00%,0.63,357.60%,-25.52%,-8.20%,,1.10%,511.80%,12.10%,34.48,33.66,2.00%,0.00%,86.00%,4.93%,4.82%,3.64,1.30%,5.80%,10.00%,0.9,0.7,0.91,1.0,91.90%,9.10%,2.70%,-2.16%,40.97%,22.33%,34.20%,138.42%,27.87%,2.38,1.71,5.24%,6.32%,11.52%,19.11%,28.06%,-8.54%,51.96%,-19.85%,235.72%,61.3,3.31%,0.11%,445.73,0.72,29.04,3.42%,320625,2/8/2022 8:30:00 AM,33.33,11/14/2017,29.04,0.00%,69.0,99,2.21,29.04,26.43,24.54,22.76,8.65,36.23,31.0,14.77,66.33333333333333,True
1375,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,16610.53,17.55,12.55,0.28,2.54,5.45,21.94,28.2,1.61%,56.60%,4.25,-33.80%,-51.56%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.09%,92.20%,-2.28%,2.07%,1.34,3.80%,15.00%,8.90%,1.8,1.4,1.18,1.18,36.50%,13.60%,7.00%,3.13%,8.95%,14.57%,65.11%,53.22%,5.23%,1.02,4.08,5.89%,5.92%,2.31%,6.58%,29.40%,-3.61%,24.42%,-3.61%,72.47%,55.16,0.50%,0.38%,3299.75,1.04,74.48,0.88%,3429171,2/15/2022 4:30:00 PM,76.79,8/11/2005,74.3,-0.24%,66.0,96,1.42,74.48,72.95,70.15,57.66,43.19,77.27,14.0,3.1,58.666666666666664,True
1377,CFB,"CrossFirst Bankshares, Inc.",Financial,Banks - Regional,USA,820.35,11.99,11.47,,4.25,1.25,2.59,10.08,,0.00%,1.33,-58.80%,6.97%,,,,167.20%,-2.50%,50.99,44.05,0.50%,-3.71%,49.50%,2.25%,0.85%,3.55,0.80%,6.90%,15.10%,,,0.0,0.0,,68.20%,22.60%,-1.23%,3.56%,6.73%,20.47%,24.40%,2.56%,,0.4,1.78%,2.54%,0.54%,2.67%,11.43%,-2.94%,12.35%,-2.94%,35.56%,53.25,-1.66%,0.93%,105.21,0.78,16.01,-0.74%,82380,1/24/2022 4:30:00 PM,18.0,8/15/2019,16.01,0.00%,56.0,87,1.16,16.01,15.93,15.62,14.38,11.81,16.5,13.0,12.43,52.0,True
1429,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,8181.64,27.95,7.06,5.13,2.08,2.21,9.64,11.19,2.55%,9.20%,2.45,,3.05%,,5.45%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,16.90%,13.53%,10.73,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,0.34%,7.43%,11.89%,29.98%,52.22%,6.17%,,2.79,4.06%,3.96%,1.60%,3.46%,14.53%,-7.01%,16.44%,-7.01%,71.25%,54.75,2.01%,1.21%,1311.04,2.21,68.5,3.24%,2899138,2/23/2022 4:30:00 PM,98.82,2/10/2021,69.1,0.88%,69.0,96,1.41,68.5,67.49,66.3,59.9,40.0,73.66,28.0,44.26,64.33333333333333,True
1566,CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,1755.82,6.31,3.33,,2.79,1.09,6.2,,3.31%,18.90%,2.2,-130.60%,73.37%,-16.10%,,-1.30%,506.10%,100.40%,123.31,54.76,77.90%,0.00%,25.80%,-6.70%,1.46%,1.28,7.40%,18.60%,2.10%,1.1,1.0,1.43,1.61,73.10%,47.30%,42.90%,-0.50%,16.15%,13.21%,7.10%,37.29%,9.72%,1.32,0.55,4.60%,3.88%,3.01%,8.06%,9.37%,-4.47%,23.49%,-16.99%,51.20%,57.59,-1.70%,0.64%,624.85,1.81,13.88,-1.07%,1130969,,18.5,11/4/2010,13.88,0.00%,91.0,93,1.28,13.88,13.57,12.88,12.71,9.18,16.72,16.0,33.29,66.66666666666667,True
1576,CNC,Centene Corporation,Healthcare,Healthcare Plans,USA,47902.13,35.85,12.87,3.35,0.38,1.79,3.57,16.73,,0.00%,2.27,-0.60%,16.82%,16.60%,10.69%,37.30%,2.30%,11.40%,583.24,576.76,1.90%,-1.36%,95.30%,0.74%,1.04%,1.63,1.00%,2.80%,4.70%,,,0.7,0.71,,1.20%,0.60%,-3.25%,4.93%,9.81%,25.97%,37.07%,-1.27%,0.52,2.17,1.96%,2.74%,0.60%,0.59%,12.77%,-6.29%,9.25%,-6.29%,40.07%,50.6,-0.72%,0.75%,3675.7,0.48,81.35,0.02%,1769232,2/8/2022 8:30:00 AM,96.16,12/13/2001,81.52,0.21%,69.0,93,1.27,81.35,81.11,80.93,72.2,58.08,86.81,19.0,18.21,60.333333333333336,True
1597,CNR,"Cornerstone Building Brands, Inc.",Industrials,Building Products & Equipment,USA,2679.61,4.38,8.62,0.13,0.51,2.43,3.94,,,0.00%,4.89,508.30%,26.46%,-49.80%,34.70%,22.30%,1933.50%,17.70%,126.16,54.54,1.70%,-9.11%,93.30%,0.33%,3.68%,1.84,11.20%,99.30%,-6.70%,2.5,1.8,2.71,2.74,21.70%,20.30%,11.70%,-1.70%,41.08%,24.38%,32.45%,80.39%,22.88%,1.84,1.11,3.18%,5.59%,21.55%,27.62%,30.91%,-7.43%,58.27%,-7.43%,97.15%,66.95,-3.77%,0.95%,1089.43,1.58,21.43,-2.86%,1721767,3/1/2022 4:30:00 PM,23.91,4/3/1992,21.79,1.68%,69.0,98,1.68,21.43,17.97,16.9,16.4,10.87,23.15,17.0,11.57,61.333333333333336,True
1610,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10135.41,24.84,14.13,1.59,1.81,3.76,55.69,27.76,0.52%,0.00%,7.69,141.20%,11.77%,,15.60%,28.60%,88.80%,12.70%,51.56,42.23,0.60%,-14.14%,85.20%,0.81%,1.72%,2.71,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,-6.36%,8.76%,3.85%,16.37%,67.61%,6.98%,,6.77,2.76%,3.46%,-3.23%,4.50%,11.74%,-8.34%,23.92%,-8.34%,81.27%,47.7,-2.18%,0.44%,268.55,1.12,191.09,-1.75%,301848,1/18/2022 4:30:00 PM,215.67,11/24/2020,191.09,0.00%,100.0,97,1.56,191.09,198.21,183.27,171.2,106.8,208.48,15.0,12.86,70.66666666666667,True
1648,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3832.91,3.06,6.92,,1.16,1.22,5.24,,,0.00%,16.45,8.30%,30.02%,21.80%,-8.54%,240.20%,80.90%,-0.30%,78.94,74.96,1.60%,-7.83%,85.80%,-3.59%,3.30%,2.6,5.90%,46.20%,6.10%,,,3.15,3.98,,51.00%,41.80%,-2.21%,20.87%,20.10%,31.03%,60.75%,21.08%,1.49,1.68,2.41%,3.83%,15.21%,18.14%,28.11%,-3.74%,34.45%,-3.74%,73.72%,69.32,0.92%,0.54%,950.71,0.95,50.38,1.47%,907616,2/11/2022 8:30:00 AM,59.14,3/28/2012,50.38,0.00%,66.0,97,1.49,50.38,44.19,42.82,39.41,30.0,52.34,18.0,17.39,60.333333333333336,True
1649,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,118357.02,14.54,11.33,8.19,2.58,2.56,21.62,12.71,1.72%,32.50%,6.07,342.80%,-13.67%,32.60%,1.78%,13.70%,376.60%,175.40%,1318.95,1317.17,0.10%,-19.84%,78.80%,-1.93%,1.30%,2.08,9.30%,18.30%,10.80%,1.3,1.2,0.41,0.44,48.20%,25.10%,17.60%,-1.62%,6.28%,23.07%,59.67%,61.83%,22.24%,1.43,3.25,3.29%,3.52%,-2.56%,7.32%,30.43%,-7.06%,33.93%,-7.06%,84.90%,50.45,0.26%,0.19%,8196.32,0.9,88.23,0.46%,7347170,2/3/2022 8:30:00 AM,102.29,1/13/1978,88.3,0.08%,75.0,97,1.5,88.23,90.6,82.56,67.94,47.85,94.93,10.0,15.94,60.666666666666664,True
1683,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9938.11,18.54,10.04,0.34,1.85,3.61,38.08,14.59,,0.00%,3.61,72.10%,11.21%,-15.90%,54.49%,-2.90%,79.40%,23.60%,149.72,144.02,0.70%,-40.42%,92.50%,0.91%,3.64%,2.87,7.40%,22.30%,-1.30%,1.2,0.6,0.35,0.36,65.80%,12.00%,10.40%,-4.20%,19.03%,4.65%,10.65%,40.20%,3.22%,2.47,2.97,3.25%,4.79%,3.66%,6.89%,16.56%,-7.42%,30.22%,-7.42%,51.40%,55.33,-1.51%,1.13%,1822.13,1.43,67.0,-0.40%,2601461,2/2/2022 8:30:00 AM,84.76,12/15/2011,68.49,2.22%,66.0,93,1.3,67.0,65.15,62.71,57.53,44.25,72.37,16.0,26.51,58.333333333333336,True
1685,CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,767.15,19.1,10.83,,5.75,3.85,4.39,14.39,,0.00%,0.39,134.70%,72.36%,37.00%,,,-76.50%,22.90%,103.2,95.36,7.50%,-3.11%,66.50%,1.30%,4.54%,3.87,20.20%,22.60%,43.90%,9.4,9.0,0.0,0.0,85.50%,36.20%,31.20%,-3.76%,31.50%,2.20%,32.92%,84.37%,9.75%,1.24,0.37,4.41%,5.75%,11.86%,12.78%,23.44%,-7.24%,41.79%,-7.24%,127.22%,60.51,-1.07%,0.94%,1120.9,0.76,7.43,-0.13%,848774,3/16/2022 4:30:00 PM,11.0,11/8/2006,7.09,-4.58%,69.0,98,1.71,7.43,6.73,6.6,6.03,3.27,8.01,11.0,48.05,59.333333333333336,True
1754,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1949.17,27.7,15.43,,1.89,4.26,8.68,18.98,1.69%,47.00%,2.13,-28.70%,8.05%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,96.59%,2.82%,4.44%,5.16,5.00%,15.20%,9.70%,1.1,1.1,0.32,0.85,48.00%,11.30%,6.40%,-0.79%,3.76%,11.02%,24.77%,25.46%,2.45%,0.84,1.59,2.26%,2.93%,1.11%,2.21%,17.05%,-4.13%,9.36%,-4.13%,38.63%,53.16,-1.71%,0.77%,271.45,0.92,59.03,-0.96%,249466,2/1/2022 4:30:00 PM,67.0,2/28/1996,59.03,0.00%,100.0,88,1.17,59.03,58.54,57.83,50.49,42.58,61.58,19.0,13.5,69.0,True
1792,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,19050.3,26.56,6.79,0.36,11.33,3.99,249.68,63.86,1.94%,47.80%,0.87,-69.30%,16.97%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.27%,94.50%,69.70%,3.55%,3.48,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,1.27%,18.84%,10.73%,63.03%,24.82%,22.16%,-0.21,0.91,3.63%,3.95%,3.39%,9.36%,23.52%,-4.84%,26.21%,-4.84%,67.82%,58.52,1.98%,0.89%,8143.82,1.15,23.21,2.88%,9347754,2/23/2022 4:30:00 PM,27.56,2/8/1990,23.5,1.25%,59.0,85,1.12,23.21,22.59,21.27,19.14,14.28,24.39,30.0,18.74,58.0,True
1840,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,261669.79,16.67,14.66,,1.68,1.91,43.38,,3.95%,279.00%,8.13,-291.90%,-11.93%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-62.87%,67.60%,0.35%,1.22%,1.84,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,0.96%,6.58%,19.00%,38.54%,31.21%,15.51%,1.15,3.51,2.49%,2.59%,0.59%,7.05%,22.23%,-2.79%,22.41%,-2.79%,45.97%,57.5,2.11%,0.26%,12603.22,1.28,135.55,2.38%,16127162,1/28/2022 8:30:00 AM,141.26,6/24/1921,135.48,-0.06%,63.0,90,1.22,135.55,134.91,126.97,111.03,92.86,139.44,10.0,4.21,54.333333333333336,True
