no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
700,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,40737.37,19.55,17.15,1.4,2.69,,42.39,14.09,,0.00%,103.26,32.30%,10.63%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.40%,-46.79%,94.30%,-0.78%,2.16%,2.75,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,3.46%,-0.75%,11.59%,23.86%,65.41%,-3.71%,0.9,54.08,2.59%,2.61%,1.57%,1.98%,19.20%,-4.33%,11.73%,-4.33%,77.21%,53.76,-0.27%,-0.29%,2.3,161.67,1.09,2018.7,-0.56%,175788,12/7/2021 8:30:00 AM,2195.06,4/2/1991,2018.7,0.00%,59.0,96,1.42,2018.7,1985.31,1982.19,1696.18,1139.18,2110.0,15.0,8.74,56.666666666666664,True
711,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,391682.11,13.56,12.76,0.57,8.22,1.63,0.45,,1.74%,23.90%,3.56,-32.00%,16.21%,7.40%,23.89%,0.80%,69.00%,7.40%,8430.7,8103.31,0.11%,-2.31%,72.90%,0.17%,0.93%,1.5,0.90%,10.50%,7.30%,,,1.11,2.03,,89.10%,54.90%,5.25%,2.33%,2.01%,20.25%,49.15%,8.52%,1.37,1.34,2.54%,2.91%,2.95%,5.67%,12.23%,-3.59%,13.37%,-3.59%,51.92%,61.32,2.70%,1.25%,2.4,50536.4,1.18,48.28,3.98%,59527139,1/19/2022 8:30:00 AM,51.32,6/5/1979,48.28,0.00%,56.0,93,1.26,48.28,46.91,45.7,43.07,32.4,50.08,20.0,6.3,56.333333333333336,True
915,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,50948.13,15.62,10.74,1.24,16.88,1.34,0.25,,2.20%,31.20%,3.96,-15.10%,21.03%,7.20%,12.65%,4.30%,-2.80%,-15.50%,844.09,823.81,0.10%,0.00%,86.10%,-0.20%,0.86%,1.63,0.70%,8.50%,2.80%,,,0.66,0.66,,93.70%,,5.69%,2.71%,4.66%,16.27%,47.06%,6.42%,1.07,1.8,2.58%,3.31%,1.74%,5.29%,13.57%,-4.22%,14.26%,-4.22%,50.13%,59.19,1.54%,0.16%,2.1,4314.24,1.0,61.81,1.71%,4299451,1/18/2022 8:30:00 AM,68.59,12/4/1969,60.4,-2.28%,66.0,93,1.27,61.81,60.78,58.76,54.5,41.4,64.53,28.0,10.97,62.333333333333336,True
929,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,27705.72,,15.53,,1.35,1.34,6.4,57.24,2.71%,,-0.36,2200.00%,34.91%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.47,6.17%,-42.61%,93.10%,0.52%,6.43%,6.18,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,-2.10%,3.54%,6.62%,25.48%,20.43%,10.52%,1.4,1.05,3.51%,4.27%,-1.11%,5.10%,11.08%,-6.37%,18.23%,-6.37%,41.81%,51.53,0.95%,-0.08%,2.0,8628.54,0.88,26.59,0.87%,7618966,1/20/2022 8:30:00 AM,32.14,10/3/1961,26.3,-1.09%,69.0,78,1.04,26.59,26.92,25.35,23.97,18.75,28.4,3.0,20.87,50.0,True
1061,BRKL,"Brookline Bancorp, Inc.",Financial,Banks - Regional,USA,1327.47,11.7,12.99,1.95,4.26,1.38,4.97,12.0,2.90%,35.30%,1.48,-45.20%,6.24%,-3.20%,6.00%,7.60%,56.00%,-3.70%,78.0,75.1,2.40%,-0.90%,84.30%,0.05%,1.85%,4.3,1.20%,10.80%,20.40%,,,0.16,0.16,,89.80%,33.20%,1.05%,3.11%,5.44%,14.53%,34.11%,6.61%,0.65,0.51,2.52%,3.31%,0.76%,5.42%,10.07%,-2.71%,15.22%,-2.71%,36.39%,59.19,0.29%,0.41%,2.0,323.53,0.6,17.26,0.70%,192707,1/26/2022 4:30:00 PM,19.0,3/25/1998,17.3,0.23%,69.0,86,1.13,17.26,17.13,16.38,15.69,12.82,17.74,13.0,10.08,56.0,True
1337,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,821.48,,4.74,,0.66,1.73,5.07,4.18,,,-1.93,-113.30%,1153.66%,-15.30%,,-6.50%,,25.70%,34.48,33.81,1.96%,0.00%,80.10%,-2.32%,4.41%,3.38,-2.80%,-12.70%,2.50%,0.7,0.6,1.34,1.46,92.50%,7.10%,-5.70%,14.60%,3.80%,3.62%,8.90%,166.30%,7.18%,2.46,1.43,6.32%,6.77%,5.22%,6.59%,12.78%,-9.82%,27.37%,-32.82%,181.39%,57.07,1.67%,0.55%,2.0,440.9,1.07,24.34,2.23%,469873,2/8/2022 8:30:00 AM,29.33,11/14/2017,24.5,0.66%,69.0,99,2.3,24.34,23.17,22.85,21.66,8.65,36.23,32.0,20.5,66.66666666666667,True
1351,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1456.08,,4.28,,0.75,4.59,25.28,,,,-2.92,-51.40%,396.90%,-20.30%,,-3.80%,10.60%,48.00%,90.1,49.84,0.90%,0.00%,57.90%,0.49%,8.46%,3.31,-18.60%,-64.00%,-9.10%,1.1,0.4,1.03,1.22,2.80%,-1.20%,-13.50%,4.16%,-1.75%,25.04%,41.94%,38.91%,-1.69%,2.5,0.93,5.08%,6.10%,-1.68%,5.46%,15.89%,-11.04%,31.93%,-16.94%,56.69%,51.76,2.97%,-0.06%,2.0,1274.52,0.95,16.28,2.91%,1211704,2/24/2022 4:30:00 PM,18.33,3/29/1996,16.15,-0.80%,69.0,82,1.08,16.28,16.52,15.47,14.05,10.39,19.6,8.0,12.59,53.0,True
1364,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,15482.63,54.43,6.76,0.87,3.04,5.49,20.45,16.51,1.60%,86.40%,1.38,-33.80%,138.47%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.91%,95.30%,1.02%,1.77%,1.22,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,5.57%,8.83%,28.31%,62.50%,73.99%,6.05%,1.0,3.25,4.82%,5.00%,8.86%,12.42%,33.77%,-0.99%,31.11%,-0.99%,78.08%,61.7,2.22%,-0.23%,2.1,3117.07,1.13,75.06,1.98%,3515699,11/3/2021 4:30:00 PM,73.42,8/11/2005,74.51,-0.73%,66.0,97,1.5,75.06,69.24,66.96,56.25,42.15,75.81,13.0,-2.18,58.666666666666664,True
1372,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,23080.43,10.47,10.65,,4.76,1.08,1.46,,2.89%,34.70%,5.16,-41.70%,19.22%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,97.60%,-0.03%,2.79%,2.48,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,4.55%,6.02%,13.00%,22.92%,35.33%,14.39%,1.38,1.63,2.73%,3.23%,1.46%,8.31%,14.32%,-5.18%,24.08%,-5.18%,37.79%,61.28,1.81%,0.23%,2.0,4764.29,0.87,54.05,2.04%,4123553,1/19/2022 8:30:00 AM,60.18,9/24/2014,54.05,0.00%,69.0,87,1.15,54.05,53.28,49.97,47.34,39.26,57.0,13.0,11.34,56.333333333333336,True
1475,CIVI,"Civitas Resources, Inc.",Energy,Oil & Gas E&P,USA,4811.79,17.16,5.61,1.14,9.97,1.25,119.1,21.04,3.23%,20.60%,3.34,52.70%,94.50%,-49.30%,15.00%,-5.70%,739.60%,222.60%,30.85,26.48,0.70%,-2.58%,83.00%,108.09%,16.08%,4.96,4.90%,6.20%,4.70%,0.6,0.6,0.11,0.11,89.90%,33.10%,15.70%,8.38%,8.69%,6.84%,51.56%,142.34%,16.99%,1.7,2.83,4.81%,5.34%,5.31%,7.96%,22.48%,-3.44%,23.20%,-3.96%,150.28%,60.48,3.43%,1.35%,1.8,858.94,1.19,57.29,4.83%,1021856,,72.83,12/15/2011,57.29,0.00%,75.0,99,1.97,57.29,54.48,53.14,46.91,23.74,59.65,17.0,27.13,63.666666666666664,True
1584,CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Gas,USA,17230.72,20.15,19.86,11.2,2.13,2.09,16.5,,2.44%,39.90%,1.38,-229.10%,-4.49%,2.10%,1.80%,0.10%,-22.30%,7.80%,628.87,627.73,0.23%,-1.19%,93.80%,0.02%,2.12%,2.99,2.50%,13.10%,6.80%,1.7,1.6,1.91,2.04,,16.30%,11.10%,0.11%,1.83%,5.25%,5.32%,30.33%,-0.07%,0.91,0.56,2.12%,2.11%,1.03%,1.67%,7.32%,-2.21%,8.31%,-2.21%,44.43%,54.62,0.00%,-0.92%,2.1,4442.02,1.03,27.89,-0.92%,4581517,2/22/2022 8:30:00 AM,29.53,8/16/1943,27.89,0.00%,66.0,87,1.15,27.89,27.62,27.46,26.01,19.31,28.52,34.0,5.88,62.333333333333336,True
1599,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,9958.95,26.33,18.7,1.34,1.78,3.98,54.72,27.28,0.49%,0.00%,7.69,141.20%,-10.52%,,19.67%,28.60%,88.80%,12.70%,51.56,42.97,0.60%,-15.08%,85.50%,1.26%,0.91%,1.47,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,6.07%,13.45%,10.06%,23.27%,83.79%,13.37%,,7.44,3.33%,4.71%,13.38%,15.11%,20.24%,-1.05%,31.32%,-1.05%,92.09%,70.69,1.41%,-0.07%,1.0,265.59,0.9,202.5,1.35%,240214,1/18/2022 4:30:00 PM,215.67,11/24/2020,202.5,0.00%,100.0,97,1.58,202.5,179.9,176.45,168.63,105.42,204.64,14.0,6.5,70.33333333333333,True
1638,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,121769.1,27.34,11.44,,3.36,2.77,11.58,21.14,1.65%,51.00%,3.36,-139.20%,36.42%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.82,0.10%,-10.03%,80.40%,0.01%,1.25%,2.06,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,2.97%,21.44%,25.66%,63.05%,107.40%,27.28%,1.31,3.04,3.93%,3.54%,6.77%,18.34%,40.65%,-1.16%,39.46%,-1.16%,116.31%,70.11,-0.14%,1.24%,1.8,8013.27,1.5,91.87,1.10%,11980233,2/3/2022 8:30:00 AM,94.54,1/13/1978,91.34,-0.58%,75.0,98,1.7,91.87,86.72,78.1,65.68,45.1,94.93,13.0,2.91,62.0,True
1660,CPF,Central Pacific Financial Corp.,Financial,Banks - Regional,USA,808.14,10.16,11.85,1.27,3.69,1.45,2.26,34.24,3.47%,46.90%,2.83,-35.00%,10.10%,-1.20%,8.00%,6.40%,202.80%,12.00%,27.97,27.29,0.40%,-0.05%,90.70%,0.49%,1.73%,2.82,0.80%,10.20%,28.00%,,,0.19,0.19,,87.70%,25.50%,-0.38%,-0.90%,2.89%,9.55%,32.80%,2.20%,1.15,0.79,2.01%,2.91%,-2.82%,1.09%,6.97%,-7.04%,9.47%,-7.04%,39.15%,46.67,0.31%,0.07%,1.7,167.8,0.82,28.79,0.38%,136982,1/26/2022 8:30:00 AM,32.67,8/28/1987,28.79,0.00%,78.0,85,1.12,28.79,29.57,28.48,26.93,21.04,30.97,10.0,13.48,57.666666666666664,True
1741,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1833.09,26.9,16.1,,1.78,4.14,8.16,21.52,1.74%,45.90%,2.13,-28.70%,7.00%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,99.50%,0.29%,4.20%,5.31,5.20%,15.80%,10.20%,1.1,1.1,0.32,0.85,48.00%,11.60%,6.60%,0.54%,-1.26%,7.60%,24.45%,28.26%,-0.52%,0.8,1.66,3.64%,2.76%,0.42%,1.83%,15.50%,-3.63%,11.78%,-3.63%,34.62%,53.3,0.42%,-0.28%,1.0,249.69,0.9,57.32,0.14%,225779,2/1/2022 4:30:00 PM,66.0,2/28/1996,57.32,0.00%,100.0,84,1.1,57.32,57.01,56.38,49.68,42.58,59.48,18.0,15.14,67.33333333333333,True
1780,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18490.32,26.8,7.0,0.36,11.0,4.02,242.34,61.99,1.92%,47.80%,0.87,-69.30%,13.54%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.44%,57.60%,4.27%,3.52%,3.49,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,8.28%,13.25%,8.59%,48.54%,37.71%,23.26%,-0.19,0.93,3.79%,4.51%,9.96%,13.59%,27.34%,1.34%,27.35%,1.34%,69.34%,67.17,0.99%,1.05%,2.3,8042.81,1.29,23.42,2.05%,10344445,2/23/2022 4:30:00 PM,27.38,2/8/1990,23.15,-1.15%,59.0,86,1.14,23.42,21.45,20.67,18.78,14.28,24.26,30.0,16.91,58.333333333333336,True
1824,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,139962.95,18.94,13.1,3.3,0.49,1.93,10.9,11.12,2.03%,34.80%,5.73,7.60%,0.83%,3.30%,5.74%,11.90%,29.20%,10.00%,1321.0,1317.79,0.10%,-21.97%,78.90%,0.10%,1.29%,2.64,3.30%,10.50%,7.40%,0.9,0.7,0.76,0.79,39.70%,4.40%,2.70%,-0.71%,2.53%,14.82%,33.53%,50.30%,5.17%,0.75,2.37,2.41%,2.36%,3.08%,7.60%,21.87%,-1.51%,22.21%,-1.51%,59.50%,62.32,0.85%,-1.05%,2.1,6435.4,0.84,108.49,-0.21%,5414255,2/9/2022 8:30:00 AM,113.41,10/1/1952,108.64,0.14%,66.0,93,1.28,108.49,105.55,101.13,89.18,68.02,110.15,10.0,4.53,56.333333333333336,True
1828,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,271480.1,26.36,14.88,,2.01,1.92,45.01,62.08,3.94%,101.80%,5.16,-291.90%,-9.34%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-51.79%,67.50%,0.20%,1.19%,1.89,4.10%,7.40%,-2.00%,1.3,1.0,0.27,0.27,44.10%,8.40%,7.30%,4.03%,11.18%,19.71%,33.28%,52.23%,15.79%,1.05,3.13,2.26%,2.35%,4.83%,11.54%,24.59%,-0.82%,22.71%,-0.82%,54.51%,68.37,0.27%,0.98%,2.2,11952.54,1.08,135.88,1.25%,12910891,1/28/2022 8:30:00 AM,138.12,6/24/1921,135.18,-0.52%,63.0,93,1.28,135.88,130.25,122.22,109.24,89.81,137.0,13.0,1.65,56.333333333333336,True
2179,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35925.16,30.58,9.84,1.22,4.03,3.98,15.48,13.05,0.83%,19.80%,1.73,3855.60%,60.01%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.60%,90.10%,-2.17%,2.68%,1.48,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,2.56%,13.43%,29.01%,105.06%,214.28%,20.02%,2.7,2.54,4.83%,5.42%,5.36%,16.28%,57.10%,-2.56%,48.72%,-2.56%,218.47%,65.11,-1.82%,1.58%,1.8,11609.27,1.09,52.87,-0.26%,12610980,2/15/2022 4:30:00 PM,54.3,3/17/1992,52.5,-0.70%,75.0,99,2.44,52.87,50.4,45.97,34.85,18.03,55.44,31.0,2.7,68.33333333333333,True
2258,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1910.41,6.69,7.55,0.51,1.31,1.43,12.08,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.40%,-42.30%,,-0.02%,15.47%,10.1,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,1.16%,9.00%,12.29%,37.13%,100.70%,6.50%,1.29,1.93,2.73%,3.35%,3.12%,8.08%,28.38%,-2.63%,20.03%,-2.63%,107.89%,61.0,0.30%,-0.17%,2.2,440.39,0.57,66.15,0.14%,253174,11/3/2021 4:30:00 PM,69.0,7/9/1999,65.95,-0.30%,63.0,98,1.69,66.15,64.42,61.34,51.67,31.82,67.94,17.0,4.31,59.333333333333336,True
2421,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1489.69,3.45,7.27,,1.37,1.34,6.5,3.62,,0.00%,11.95,214.60%,-20.52%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-9.85%,90.40%,0.13%,2.33%,2.44,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,4.89%,1.20%,11.74%,23.78%,47.53%,0.63%,1.49,1.69,4.58%,4.24%,0.33%,2.65%,14.44%,-7.22%,13.37%,-7.22%,72.61%,53.56,4.59%,1.65%,2.0,340.43,1.64,41.22,6.32%,559575,2/3/2022 4:30:00 PM,46.5,10/30/2014,41.22,0.00%,69.0,92,1.25,41.22,41.09,40.18,36.06,27.0,44.43,20.0,12.81,60.333333333333336,True
