no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
366,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,886.14,21.43,15.84,,3.6,1.43,4.14,21.67,,0.00%,1.47,-103.50%,19.76%,-16.20%,,4.60%,,-0.80%,37.13,18.07,1.10%,-9.81%,40.70%,6.76%,1.59%,3.24,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,1.03%,4.29%,27.71%,45.66%,87.51%,106.51%,1.38,1.26,3.97%,4.14%,11.07%,18.39%,43.65%,3.37%,41.12%,3.37%,147.78%,68.6,5.73%,1.75%,2.2,88.39,2.63,33.77,7.58%,232035,,33.17,8/29/2018,33.77,0.00%,63.0,96,1.68,33.77,30.47,28.36,23.38,13.63,34.18,14.0,-1.78,57.666666666666664,True
381,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,41946.04,56.32,40.26,3.08,15.13,11.03,12.39,45.87,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.31%,65.90%,0.99%,1.71%,1.8,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,10.50%,5.01%,51.99%,49.89%,98.38%,90.88%,1.17,4.03,3.27%,3.03%,1.98%,11.54%,39.54%,-6.57%,50.82%,-6.57%,98.63%,56.19,-6.80%,0.70%,2.3,2139.62,1.74,130.14,-6.14%,3729727,11/1/2021 4:30:00 PM,127.28,6/6/2014,130.02,-0.09%,59.0,93,1.45,130.14,127.22,114.72,92.61,65.52,140.53,17.0,-2.2,56.333333333333336,True
394,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,104826.53,19.91,15.52,1.49,0.78,3.05,19.09,12.46,1.02%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.42%,0.84%,1.8,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,6.63%,2.11%,18.30%,17.40%,41.61%,38.14%,1.05,9.31,2.14%,2.18%,7.08%,7.69%,15.91%,0.89%,23.15%,0.89%,56.58%,68.93,0.90%,0.07%,1.9,1127.64,1.03,447.88,0.97%,1158046,10/20/2021 8:30:00 AM,468.78,10/30/2001,447.88,0.00%,72.0,81,1.14,447.88,418.51,413.58,385.24,286.04,451.71,14.0,4.67,55.666666666666664,True
448,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5608.28,110.91,48.33,6.87,3.83,9.66,38.36,54.24,,0.00%,0.42,-56.00%,19.92%,32.00%,16.14%,5.20%,-16.00%,11.00%,121.25,119.12,0.30%,-31.07%,,-0.77%,1.58%,2.25,2.80%,9.60%,3.70%,1.7,1.3,1.26,1.3,31.50%,4.20%,3.50%,-2.80%,8.04%,24.53%,41.70%,90.80%,71.42%,1.84,1.62,2.89%,3.89%,-3.53%,3.50%,28.17%,-9.15%,21.64%,-9.15%,103.91%,47.84,-3.57%,0.58%,2.2,835.74,0.88,44.86,-3.01%,737912,11/16/2021 8:30:00 AM,47.8,11/2/2017,44.86,0.00%,63.0,92,1.4,44.86,46.35,43.02,34.79,22.0,49.38,13.0,6.55,56.0,True
456,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2712.1,16.74,12.02,0.72,0.75,2.86,5.79,12.42,0.30%,4.80%,6.41,78.10%,14.72%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.15,0.70%,-7.22%,92.50%,-0.48%,5.35%,3.32,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,1.71%,-2.96%,46.42%,93.16%,152.51%,151.32%,1.53,5.0,4.69%,4.55%,-2.06%,3.99%,35.55%,-10.63%,27.56%,-10.63%,153.17%,49.65,-3.97%,1.35%,1.9,404.68,1.06,104.37,-2.68%,429368,11/2/2021 8:30:00 AM,127.56,5/13/1992,104.37,0.00%,72.0,97,1.95,104.37,106.11,100.67,77.2,41.22,116.79,27.0,22.22,65.33333333333333,True
555,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1209.76,13.89,23.53,0.69,5.0,6.06,6.46,22.57,1.25%,0.00%,1.15,195.10%,13.90%,18.50%,20.00%,2.80%,,15.50%,77.15,63.91,1.60%,-76.84%,87.90%,1.71%,1.69%,1.11,29.40%,64.70%,14.10%,2.6,2.4,0.0,0.0,78.20%,12.10%,38.00%,5.89%,-0.50%,9.59%,47.47%,92.54%,62.27%,1.04,0.81,5.04%,5.15%,-2.42%,0.66%,25.03%,-20.26%,19.79%,-20.26%,80.40%,48.33,-6.12%,1.13%,1.7,976.54,1.24,15.19,-5.06%,1214108,10/28/2021 4:30:00 PM,19.67,3/21/2014,15.26,0.46%,78.0,90,1.33,15.19,15.51,15.13,12.18,8.42,19.05,16.0,29.49,61.333333333333336,True
568,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,5015.35,8.91,12.7,0.34,1.71,5.79,8.7,9.86,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.53,0.90%,-14.47%,96.60%,-1.15%,2.25%,2.33,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,-2.25%,2.77%,20.97%,54.51%,145.02%,164.75%,2.43,4.72,3.73%,4.61%,-1.58%,6.83%,27.95%,-8.93%,29.20%,-8.93%,172.16%,51.68,-2.56%,1.75%,2.2,439.46,1.07,107.91,-0.85%,468662,11/18/2021 8:30:00 AM,126.25,6/10/2016,107.91,0.00%,63.0,98,2.02,107.91,109.32,100.19,83.94,39.65,118.49,15.0,17.0,58.666666666666664,True
631,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,243255.57,42.65,19.68,2.89,8.86,10.8,21.91,35.33,2.25%,121.50%,15.0,-2.10%,16.39%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.39%,82.30%,0.03%,1.15%,2.44,6.00%,19.10%,7.30%,2.4,2.2,1.65,1.66,61.40%,23.10%,16.70%,8.72%,13.10%,26.12%,35.80%,53.05%,46.14%,0.96,16.84,2.97%,2.44%,7.52%,13.63%,26.31%,-3.73%,29.43%,-3.73%,48.86%,64.15,-2.62%,-0.39%,2.0,1888.45,2.24,620.68,-3.00%,4236460,12/9/2021 4:30:00 PM,653.93,8/6/2009,620.76,0.01%,69.0,82,1.16,620.68,571.23,540.34,489.84,419.14,644.75,15.0,5.36,55.333333333333336,True
645,AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA,24435.12,50.57,25.73,2.12,3.36,7.54,17.13,28.17,,97.80%,0.79,110.70%,11.23%,,23.83%,58.60%,332.90%,14.30%,588.5,571.53,0.50%,-24.83%,94.60%,5.05%,2.67%,3.88,4.30%,21.80%,6.30%,2.7,2.1,1.79,1.8,33.50%,11.50%,6.40%,-0.50%,3.27%,-7.64%,13.99%,44.86%,41.21%,,1.21,2.80%,3.12%,0.68%,1.40%,10.21%,-4.79%,8.27%,-10.93%,51.19%,52.2,-0.78%,0.20%,1.6,3937.35,1.31,39.52,-0.58%,5170855,10/28/2021 4:30:00 PM,45.37,5/17/2019,39.52,0.00%,81.0,82,1.15,39.52,39.27,39.04,35.75,26.14,44.37,16.0,14.8,59.666666666666664,True
684,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42159.98,19.84,17.66,1.42,2.78,,35.99,13.65,,0.00%,103.26,32.30%,11.56%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-78.22%,93.50%,0.02%,2.10%,2.5,14.80%,-139.10%,63.10%,0.9,0.2,,,52.60%,19.30%,14.00%,3.00%,7.15%,27.45%,47.29%,73.70%,72.81%,0.86,48.84,2.55%,2.42%,5.48%,9.58%,26.91%,-2.04%,22.09%,-2.04%,80.91%,63.28,-2.23%,0.41%,2.2,175.2,0.97,2011.22,-1.82%,169982,12/7/2021 8:30:00 AM,2148.53,4/2/1991,2011.22,0.00%,63.0,91,1.36,2011.22,1896.65,1820.84,1576.47,1111.71,2069.78,17.0,6.83,57.0,True
770,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,5496.59,59.06,40.28,2.46,7.17,6.12,61.07,50.15,0.34%,20.00%,2.86,6.20%,15.56%,6.60%,24.00%,5.00%,15.50%,13.00%,32.19,32.13,0.77%,-8.30%,91.10%,1.33%,1.31%,3.62,8.00%,10.90%,9.00%,2.9,2.1,0.12,0.12,30.80%,16.00%,12.20%,1.50%,2.91%,22.04%,28.32%,50.36%,46.65%,0.56,3.59,1.90%,2.29%,1.03%,4.49%,20.36%,-4.19%,13.44%,-4.19%,57.11%,56.54,-1.79%,0.63%,2.0,116.07,0.85,166.99,-1.17%,98363,10/29/2021 8:30:00 AM,166.33,6/3/1986,166.99,0.00%,69.0,83,1.17,166.99,165.05,159.13,138.27,106.29,174.29,28.0,-0.4,60.0,True
819,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1251.45,35.57,,4.68,5.23,4.76,105.16,27.44,4.25%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-10.47%,46.40%,-0.09%,0.96%,4.19,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,-1.37%,-0.08%,17.24%,11.49%,49.77%,63.57%,1.07,1.49,2.63%,2.90%,-0.72%,3.72%,13.48%,-5.80%,14.41%,-5.80%,73.02%,52.03,-1.50%,0.50%,2.3,29.74,1.37,51.3,-1.00%,40786,11/4/2021 4:30:00 PM,54.33,8/19/1993,51.3,0.00%,59.0,84,1.19,51.3,51.66,49.57,45.28,29.65,54.46,14.0,5.91,52.333333333333336,True
887,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9590.31,22.59,20.21,4.34,0.59,16.18,113.23,18.74,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.90%,-13.51%,98.70%,-3.43%,5.51%,5.67,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,2.73%,8.62%,15.11%,44.81%,82.70%,81.87%,0.44,2.65,3.29%,4.36%,-2.26%,4.82%,25.16%,-11.90%,22.32%,-11.90%,77.80%,50.26,-3.76%,0.03%,2.2,1316.63,0.79,65.27,-3.73%,1040959,11/18/2021 8:30:00 AM,78.21,6/28/2018,65.27,0.00%,63.0,92,1.37,65.27,67.04,62.5,52.28,36.71,74.09,17.0,19.83,57.333333333333336,True
922,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,8943.03,28.83,20.22,1.27,2.84,5.77,27.27,25.15,,0.00%,9.54,33.50%,27.77%,28.80%,22.63%,11.00%,36.80%,21.30%,32.76,32.55,0.10%,-24.09%,97.80%,-0.55%,3.10%,4.76,10.70%,21.90%,13.60%,1.8,1.5,0.43,0.45,28.30%,14.20%,10.10%,-1.38%,2.78%,21.79%,51.26%,51.79%,49.48%,1.53,8.06,2.61%,3.11%,-0.19%,7.39%,24.99%,-3.32%,35.78%,-3.32%,56.34%,54.66,1.26%,-1.46%,2.1,212.01,1.35,274.57,-0.22%,287146,11/2/2021 8:30:00 AM,295.78,6/17/2015,274.57,0.00%,66.0,80,1.13,274.57,275.03,253.04,218.87,178.03,284.01,19.0,7.72,55.0,True
925,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,14644.01,10.61,12.15,0.56,0.82,2.89,65.17,17.87,,0.00%,7.38,40.30%,-28.69%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.52,1.00%,-2.50%,,-1.08%,4.29%,3.65,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,2.33%,16.81%,48.22%,81.87%,115.00%,91.77%,2.26,2.82,3.32%,3.67%,4.93%,17.67%,48.65%,-4.57%,50.50%,-4.57%,117.91%,63.47,-2.00%,0.73%,1.5,2215.58,1.11,77.25,-1.29%,2466550,11/4/2021 8:30:00 AM,91.07,6/22/2005,79.56,2.99%,84.0,95,1.61,77.25,72.67,64.65,51.63,36.1,80.95,16.0,17.89,65.0,True
1002,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,3477.43,27.26,24.41,1.55,2.95,7.38,88.04,27.84,,0.00%,4.41,22.80%,-8.22%,40.60%,17.60%,9.40%,533.00%,69.50%,29.55,29.49,0.60%,-36.18%,,-1.74%,5.71%,3.99,13.90%,31.60%,13.20%,1.6,0.3,0.14,0.14,36.80%,15.10%,11.20%,-6.48%,-0.78%,34.18%,58.79%,190.59%,177.12%,2.85,6.03,6.91%,4.98%,-9.03%,0.17%,31.22%,-15.68%,25.25%,-15.68%,184.78%,42.61,-7.06%,1.55%,2.1,421.44,1.75,113.41,-5.62%,735498,10/27/2021 4:30:00 PM,132.1,10/30/2014,113.41,0.00%,66.0,98,2.15,113.41,124.98,112.06,85.83,39.82,134.5,14.0,16.48,59.333333333333336,True
1139,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,USA,694.74,13.03,12.17,1.3,1.11,3.14,3.21,6.91,,0.00%,2.62,-273.40%,-0.53%,-19.10%,10.00%,-6.70%,170.60%,55.00%,21.71,13.56,7.10%,9.50%,44.90%,1.34%,2.07%,3.1,4.30%,25.70%,-10.10%,,,2.64,2.64,75.10%,6.60%,8.70%,3.61%,8.64%,33.71%,76.69%,152.88%,152.70%,1.83,1.52,4.28%,4.77%,2.58%,13.76%,46.60%,-4.85%,41.65%,-4.85%,165.96%,56.57,-5.46%,0.79%,2.0,90.66,2.39,32.58,-4.71%,216662,11/3/2021 4:30:00 PM,51.5,11/19/1997,32.58,0.00%,69.0,98,2.05,32.58,31.55,28.34,22.05,12.25,34.55,19.0,58.07,62.0,True
1159,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,USA,798.34,3.35,7.36,0.13,0.19,2.85,3991.72,7.96,,0.00%,24.69,552.90%,-57.09%,53.30%,25.00%,10.10%,-17.10%,11.40%,9.72,9.31,0.90%,-39.56%,83.80%,2.61%,3.87%,2.21,20.40%,139.10%,19.60%,3.1,1.5,1.74,1.76,17.00%,8.60%,5.80%,1.83%,14.02%,64.41%,95.81%,226.48%,182.74%,1.75,3.86,5.05%,4.87%,4.88%,24.90%,54.27%,-5.94%,75.97%,-5.94%,217.34%,61.61,-3.36%,0.94%,2.3,162.91,0.77,80.7,-2.45%,124700,11/2/2021 4:30:00 PM,96.33,12/14/2004,80.7,0.00%,59.0,99,2.29,80.7,76.22,63.32,51.92,26.12,85.25,15.0,19.37,57.666666666666664,True
1251,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,USA,1976.72,25.86,20.3,1.72,1.84,2.8,732.12,14.38,,0.00%,1.49,11.30%,7.78%,16.30%,15.00%,5.10%,12.30%,18.60%,52.42,49.49,0.80%,-15.16%,99.10%,1.81%,0.62%,1.84,5.00%,11.20%,8.20%,1.2,1.2,0.26,0.26,15.10%,7.70%,7.50%,4.14%,-2.38%,17.41%,16.13%,49.44%,44.72%,0.72,0.92,2.57%,2.51%,2.82%,3.96%,13.54%,-5.00%,16.16%,-5.00%,52.83%,59.16,-0.39%,0.60%,1.3,168.17,1.83,38.59,0.21%,308287,10/28/2021 8:30:00 AM,44.5,4/27/1995,38.59,0.00%,91.0,85,1.2,38.59,37.76,36.97,33.93,25.25,40.62,17.0,15.31,64.33333333333333,True
1275,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2647.79,6.46,5.23,0.71,0.66,1.7,5.38,28.2,0.74%,2.40%,12.5,69.30%,10.18%,26.70%,9.06%,33.90%,124.10%,20.60%,33.76,29.85,2.80%,-17.89%,87.30%,-0.90%,6.32%,6.14,14.30%,29.60%,10.80%,,,0.63,0.76,25.40%,15.60%,10.60%,-1.99%,12.01%,22.89%,28.77%,81.54%,84.44%,1.95,3.01,4.57%,3.92%,1.22%,10.21%,14.02%,-9.92%,28.81%,-9.92%,89.93%,53.66,-3.98%,-0.01%,1.7,307.52,1.4,77.53,-3.99%,431568,10/27/2021 4:30:00 PM,100.25,6/18/2014,77.05,-0.62%,78.0,90,1.32,77.53,75.77,69.6,67.77,40.82,86.07,15.0,29.3,61.0,True
