,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
170,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50840.63,89.0,16.0,75,1.19,264.45,288.22,8.99,6.25%,7.68%,4.92%,14.97%,53.99%,49.32%,255.84,,233.09,165.52,269.0,60.0,True
172,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,3963.77,81.5,26.0,79,1.27,15.92,16.93,6.34,3.81%,2.82%,16.72%,7.79%,65.74%,52.08%,15.68,,14.46,9.35,16.2,62.166666666666664,True
174,JBL,Jabil Inc.,Technology,Electronic Components,9449.82,86.5,26.0,81,1.3,64.14,73.0,13.81,1.56%,3.93%,8.56%,19.18%,65.69%,51.82%,62.9,,56.03,37.17,65.79,64.5,True
175,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55291.31,79.0,22.0,83,1.33,79.59,83.39,4.77,4.29%,10.53%,10.01%,25.99%,75.68%,71.05%,75.05,,67.04,44.91,80.04,61.333333333333336,True
176,JEF,Jefferies Financial Group Inc.,Financial,Financial Conglomerates,10170.42,89.0,21.0,82,1.32,40.54,50.33,24.15,-2.96%,-1.48%,19.43%,31.51%,75.78%,68.13%,42.83,,34.27,22.7,44.47,64.0,True
178,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6357.47,81.5,21.0,81,1.3,45.68,50.67,10.92,2.22%,7.02%,18.30%,12.80%,69.91%,47.33%,43.58,,38.54,26.45,46.16,61.166666666666664,True
182,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4477.42,96.5,15.0,90,1.59,80.36,97.75,21.64,0.21%,7.33%,21.64%,25.63%,106.89%,87.72%,78.96,,68.18,37.86,84.68,67.16666666666667,True
183,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14689.77,74.0,19.0,77,1.22,23.83,25.07,5.2,1.38%,2.79%,11.60%,15.03%,54.76%,57.03%,23.35,,20.87,14.03,24.95,56.666666666666664,True
190,LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,2711.08,81.5,15.0,89,1.52,162.0,211.71,30.69,6.31%,25.59%,53.34%,34.57%,96.91%,62.36%,152.02,,137.04,79.52,219.75,61.833333333333336,True
191,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,16974.51,94.0,17.0,81,1.29,59.63,65.89,10.5,2.98%,6.28%,16.72%,18.69%,60.46%,67.57%,56.95,,48.65,34.11,59.67,64.0,True
196,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,5736.57,71.5,27.0,88,1.47,66.94,76.12,13.71,2.76%,0.81%,16.60%,2.45%,106.64%,80.06%,64.58,,59.45,33.36,76.35,62.166666666666664,True
197,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,861.95,106.5,14.0,96,2.22,26.54,32.5,22.46,8.96%,23.80%,13.90%,0.66%,186.50%,62.79%,22.96,,21.44,8.8,30.0,72.16666666666667,True
201,MANH,"Manhattan Associates, Inc.",Technology,Software - Application,10970.49,76.5,13.0,84,1.37,169.45,195.0,15.08,-1.57%,4.37%,13.44%,34.09%,86.36%,65.61%,176.34,,144.92,91.05,188.52,57.833333333333336,True
208,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3540.03,81.5,18.0,85,1.4,59.84,100.0,67.11,3.77%,37.77%,35.22%,30.74%,79.18%,70.81%,55.49,,44.41,32.01,63.07,61.5,True
210,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,26206.63,86.5,14.0,85,1.38,563.55,603.29,7.05,4.07%,17.47%,25.78%,80.10%,88.23%,57.27%,540.93,,413.16,300.45,576.7,61.833333333333336,True
212,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13056.15,74.0,19.0,95,2.16,16.09,19.5,21.19,-3.13%,1.77%,50.09%,44.01%,205.11%,150.67%,16.67,,12.52,5.37,17.59,62.666666666666664,True
214,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5277.38,79.0,16.0,99,3.37,41.6,49.93,20.02,-2.18%,1.32%,69.60%,53.95%,403.97%,268.16%,43.65,,30.64,8.91,47.23,64.66666666666667,True
215,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1913.41,94.0,13.0,75,1.19,93.12,102.5,10.07,0.65%,29.79%,30.52%,22.13%,52.02%,46.12%,83.98,,73.3,57.25,95.6,60.666666666666664,True
218,MYRG,MYR Group Inc.,Industrials,Engineering & Construction,1920.32,76.5,18.0,93,1.76,113.53,117.0,3.06,4.08%,13.41%,20.87%,46.66%,140.24%,94.59%,109.63,,87.8,48.0,116.95,62.5,True
219,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,35068.32,71.5,20.0,81,1.29,209.94,215.46,2.63,0.55%,4.17%,13.42%,31.71%,68.86%,59.69%,207.73,,175.17,122.86,214.96,57.5,True
223,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2272.25,99.0,18.0,76,1.21,108.9,123.33,13.25,3.12%,27.27%,30.44%,20.84%,54.65%,45.99%,98.01,,89.08,67.32,112.41,64.33333333333333,True
225,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5496.86,76.5,41.0,83,1.33,61.7,64.27,4.17,-1.27%,3.18%,11.25%,37.89%,67.46%,70.39%,61.89,,49.75,33.01,64.98,66.83333333333333,True
230,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6309.86,79.0,13.0,83,1.33,37.76,42.5,12.55,2.97%,16.36%,14.49%,20.32%,75.67%,62.17%,35.81,,31.13,21.25,38.37,58.333333333333336,True
234,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,9778.27,86.5,16.0,96,2.25,62.44,72.69,16.42,2.54%,23.64%,39.51%,39.70%,197.14%,158.06%,59.65,,44.93,20.89,64.76,66.16666666666667,True
238,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4420.96,86.5,40.0,91,1.66,90.46,105.0,16.07,1.28%,24.91%,35.95%,49.01%,113.86%,91.50%,83.46,,70.23,40.47,94.96,72.5,True
240,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4761.37,91.5,56.0,81,1.3,26.51,32.0,20.71,-2.60%,11.89%,23.96%,50.59%,72.54%,70.33%,27.05,,21.65,14.31,28.29,76.16666666666667,True
246,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5667.47,86.5,33.0,97,2.52,55.4,66.38,19.82,-0.89%,14.07%,54.73%,40.85%,261.87%,181.49%,54.78,,41.61,15.75,59.0,72.16666666666667,True
247,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1235.9,81.5,17.0,76,1.21,33.2,34.25,3.16,31.63%,44.88%,53.94%,92.53%,57.81%,53.94%,26.53,,20.18,16.44,33.78,58.166666666666664,True
250,PGNY,"Progyny, Inc.",Healthcare,Health Information Services,5838.36,96.5,15.0,90,1.63,62.45,71.33,14.22,-0.86%,13.03%,44.62%,16.15%,116.88%,51.85%,62.2,,54.81,28.35,68.32,67.16666666666667,True
253,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1511.99,81.5,14.0,94,1.98,104.55,119.6,14.4,9.34%,31.45%,15.55%,22.67%,213.30%,116.81%,93.44,,84.82,38.06,110.24,63.166666666666664,True
254,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional,87714.04,74.0,15.0,75,1.19,202.46,212.52,4.97,-0.73%,2.34%,10.76%,6.55%,62.74%,37.94%,209.47,,188.13,126.25,217.6,54.666666666666664,True
256,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4744.54,91.5,23.0,97,2.37,144.39,149.83,3.77,-3.14%,8.08%,38.28%,103.28%,206.77%,201.36%,134.58,,88.88,43.51,153.28,70.5,True
257,PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,8871.02,71.5,13.0,75,1.19,122.64,129.89,5.91,0.37%,12.57%,16.14%,9.41%,63.22%,31.28%,116.94,,107.8,75.1,125.42,53.166666666666664,True
258,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16962.8,86.5,16.0,83,1.33,118.5,133.75,12.87,1.08%,6.05%,24.16%,30.92%,72.30%,65.91%,118.38,,97.45,66.63,124.69,61.833333333333336,True
259,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,44634.3,84.0,27.0,86,1.43,180.25,222.39,23.38,-2.28%,-3.61%,28.61%,19.58%,93.30%,60.74%,186.96,,159.11,93.0,196.64,65.66666666666667,True
262,RDNT,"RadNet, Inc.",Healthcare,Diagnostics & Research,1656.26,89.0,15.0,77,1.22,29.92,43.67,45.96,-2.89%,6.38%,-1.44%,21.74%,61.57%,57.69%,31.59,,27.73,17.27,38.84,60.333333333333336,True
263,RF,Regions Financial Corporation,Financial,Banks - Regional,23281.21,71.5,20.0,75,1.19,24.03,25.84,7.53,-0.37%,7.44%,22.41%,6.97%,55.35%,50.43%,24.07,,21.16,14.98,24.78,55.5,True
264,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20649.9,86.5,18.0,79,1.27,98.54,118.62,20.38,-0.32%,-0.79%,10.69%,12.88%,70.28%,56.13%,100.39,,88.24,58.13,103.46,61.166666666666664,True
265,RMBS,Rambus Inc.,Technology,Semiconductors,2693.0,74.0,15.0,78,1.25,25.68,28.83,12.27,1.42%,9.09%,4.73%,29.92%,52.73%,39.52%,23.76,,21.78,15.27,25.81,55.666666666666664,True
268,ROG,Rogers Corporation,Technology,Electronic Components,5055.15,96.5,15.0,86,1.42,270.06,277.6,2.79,0.18%,43.75%,36.23%,50.93%,85.89%,73.89%,240.6,,196.27,141.46,273.0,65.83333333333333,True
274,RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,1546.59,91.5,50.0,75,1.19,14.01,15.41,9.99,-1.15%,-1.58%,12.39%,26.50%,49.56%,56.04%,13.8,,11.72,8.38,14.17,72.16666666666667,True
276,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,153332.39,79.0,16.0,82,1.32,81.42,91.54,12.43,1.28%,1.56%,13.63%,14.89%,74.47%,54.24%,81.92,,71.02,46.25,84.49,59.0,True
278,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1448.61,89.0,52.0,88,1.49,58.18,72.0,23.75,0.56%,16.81%,40.86%,34.13%,95.28%,58.22%,55.66,,48.32,29.05,60.75,76.33333333333333,True
282,SIVB,SVB Financial Group,Financial,Banks - Regional,44177.21,74.0,21.0,90,1.61,745.26,808.33,8.46,0.56%,8.41%,35.65%,34.06%,112.81%,94.58%,738.8,,582.09,337.83,763.22,61.666666666666664,True
284,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,46160.79,84.0,20.0,76,1.2,32.06,39.66,23.71,-3.66%,-3.72%,22.68%,2.78%,64.12%,50.66%,33.27,,29.83,19.55,36.87,60.0,True
285,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3849.91,76.5,45.0,79,1.27,39.62,41.73,5.33,0.17%,14.87%,17.13%,17.71%,64.98%,29.05%,39.42,,34.59,21.21,41.35,66.83333333333333,True
287,SNV,Synovus Financial Corp.,Financial,Banks - Regional,7195.23,81.5,20.0,76,1.21,48.96,55.75,13.87,0.20%,6.47%,15.85%,3.20%,59.50%,52.46%,48.75,,45.11,29.98,50.51,59.166666666666664,True
290,SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,4412.55,89.0,19.0,84,1.36,123.26,134.75,9.32,1.96%,-0.92%,23.76%,45.49%,81.22%,74.14%,121.45,,100.68,62.21,128.36,64.0,True
291,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2059.11,81.5,20.0,82,1.31,76.68,88.0,14.76,2.10%,11.25%,31.27%,28.20%,74.78%,60.07%,73.65,,59.54,41.84,80.14,61.166666666666664,True
293,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,12988.34,76.5,26.0,83,1.34,62.96,80.95,28.57,-0.56%,4.71%,-5.60%,5.06%,77.08%,77.27%,65.02,,58.34,33.77,74.37,61.833333333333336,True
294,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,22468.31,71.5,14.0,85,1.38,100.89,104.48,3.56,4.40%,27.60%,16.43%,4.12%,85.31%,66.76%,95.11,,85.81,54.53,116.93,56.833333333333336,True
300,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1825.75,94.0,15.0,95,2.01,30.07,36.0,19.72,-2.56%,6.41%,29.93%,34.76%,163.66%,131.21%,31.58,,24.31,11.01,33.36,68.0,True
306,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8560.58,79.0,16.0,94,1.89,78.78,87.94,11.63,0.21%,26.57%,14.23%,29.24%,150.71%,99.60%,74.33,,64.38,30.58,83.69,63.0,True
307,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1218.05,91.5,20.0,98,2.92,37.0,47.0,27.03,9.38%,19.72%,8.97%,41.61%,253.19%,162.67%,32.34,,28.42,8.87,38.61,69.83333333333333,True
310,TMST,TimkenSteel Corporation,Basic Materials,Steel,692.09,74.0,19.0,97,2.56,15.12,18.15,20.04,-5.10%,13.66%,1.02%,3.98%,225.11%,218.84%,14.41,,12.71,4.26,17.35,63.333333333333336,True
312,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12757.94,84.0,16.0,93,1.8,54.62,63.32,15.93,-4.47%,-2.98%,28.78%,43.44%,153.38%,107.28%,55.63,,41.84,21.96,58.18,64.33333333333333,True
319,TXT,Textron Inc.,Industrials,Aerospace & Defense,16658.33,79.0,17.0,79,1.27,75.42,86.0,14.03,-0.92%,3.44%,6.03%,13.88%,65.49%,56.69%,75.18,,65.58,44.34,78.13,58.333333333333336,True
322,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5543.68,81.5,14.0,79,1.27,90.37,93.83,3.83,1.46%,19.24%,22.35%,12.71%,67.40%,61.40%,85.42,,74.55,52.11,90.45,58.166666666666664,True
324,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4886.71,74.0,25.0,80,1.28,29.09,32.1,10.35,2.21%,13.03%,26.90%,8.53%,59.73%,53.34%,27.58,,24.03,17.21,29.77,59.666666666666664,True
325,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27594.74,74.0,42.0,83,1.34,379.73,391.47,3.09,-2.51%,8.96%,12.20%,18.77%,75.21%,64.58%,377.75,,329.95,209.16,414.99,66.33333333333333,True
327,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2151.22,91.5,13.0,86,1.42,41.51,46.5,12.02,-0.14%,7.49%,25.75%,22.13%,85.20%,67.30%,41.97,,35.14,21.44,45.36,63.5,True
329,VICR,Vicor Corporation,Technology,Electronic Components,7090.98,76.5,19.0,89,1.55,162.93,176.67,8.43,2.56%,8.46%,36.03%,98.47%,103.36%,75.35%,154.2,,109.96,74.08,164.76,61.5,True
