no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
393,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,1304.8,15.22,15.04,1.9,0.11,1.29,6.02,,1.80%,25.70%,2.63,-58.00%,0.00%,20.10%,8.00%,14.30%,,56.00%,33.28,30.77,2.60%,-23.56%,78.00%,-0.31%,1.61%,2.74,2.20%,9.00%,0.70%,1.4,0.9,0.53,0.9,4.80%,1.10%,0.80%,4.22%,1.83%,7.10%,35.78%,45.77%,3.33%,0.73,1.25,3.32%,3.46%,5.74%,6.22%,22.09%,-0.72%,20.41%,-0.72%,63.04%,64.73,2.59%,0.54%,2.0,180.27,3.62,40.0,3.15%,653123,2/15/2022 4:30:00 PM,44.5,2/20/1996,41.85,4.62%,69.0,94,1.32,40.0,37.9,37.79,32.81,24.53,40.29,15.0,11.25,59.333333333333336,True
409,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,111559.23,18.2,13.95,1.42,0.8,3.06,20.32,23.48,1.00%,24.10%,24.72,-2.60%,13.22%,13.90%,12.86%,9.00%,602.40%,14.90%,243.4,241.15,0.20%,-0.77%,92.60%,0.14%,0.81%,1.72,4.50%,12.30%,9.10%,,,0.61,0.64,,4.60%,3.10%,-3.41%,-0.50%,3.57%,18.32%,55.00%,-2.94%,1.06,12.29,2.34%,2.85%,0.64%,1.18%,11.08%,-4.69%,14.65%,-4.69%,56.04%,51.13,0.34%,0.99%,1.9,1139.56,0.77,449.89,1.33%,878161,1/26/2022 8:30:00 AM,491.32,10/30/2001,449.89,0.00%,72.0,95,1.37,449.89,447.11,445.76,405.34,288.32,472.01,18.0,9.21,61.666666666666664,True
688,AXP,American Express Company,Financial,Credit Services,USA,156305.21,19.81,17.43,0.57,3.65,6.37,5.72,18.7,0.87%,20.00%,9.99,-52.90%,17.14%,-5.70%,34.57%,2.20%,73.70%,23.30%,786.0,766.95,0.10%,-38.18%,86.70%,-0.48%,1.31%,2.35,3.70%,28.40%,2.10%,,,1.41,4.96,68.60%,21.40%,16.20%,2.05%,17.57%,8.11%,20.24%,54.00%,21.01%,1.14,5.23,2.30%,3.18%,10.64%,15.54%,17.58%,-0.37%,29.53%,-0.37%,57.03%,72.43,1.96%,0.95%,2.4,4289.54,0.96,197.98,2.93%,4133886,1/25/2022 8:30:00 AM,195.52,4/4/1972,197.76,-0.11%,56.0,94,1.33,197.98,180.53,172.2,168.59,126.08,198.72,12.0,-1.24,54.0,True
715,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,400340.18,13.42,12.61,0.56,8.4,1.62,0.46,,1.76%,23.90%,3.56,-32.00%,16.25%,7.40%,23.89%,0.80%,69.00%,7.40%,8430.7,8103.31,0.10%,-1.54%,72.80%,0.04%,0.74%,1.15,0.90%,10.50%,7.30%,,,1.11,2.03,,89.10%,54.90%,-3.22%,-0.25%,1.57%,16.31%,38.88%,7.42%,1.41,1.32,2.55%,2.98%,2.02%,3.68%,10.31%,-4.63%,12.22%,-4.63%,41.80%,53.88,-0.44%,1.22%,2.4,51647.39,0.82,47.79,0.78%,42256112,1/19/2022 8:30:00 AM,51.73,6/5/1979,47.75,-0.08%,56.0,90,1.23,47.79,46.92,46.17,43.36,33.7,50.11,16.0,8.24,54.0,True
919,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,52331.07,15.73,10.78,1.24,17.33,1.34,0.26,,2.19%,31.20%,3.96,-15.10%,21.21%,7.20%,12.65%,4.30%,-2.80%,-15.50%,844.09,823.92,0.10%,0.00%,85.50%,-0.82%,1.11%,2.06,0.70%,8.50%,2.80%,,,0.66,0.66,,93.70%,,-2.18%,-2.15%,3.87%,15.67%,45.06%,7.15%,1.09,1.76,2.42%,3.37%,2.58%,4.52%,13.32%,-3.71%,14.41%,-3.71%,48.52%,56.13,0.16%,1.07%,2.1,4436.07,1.01,62.23,1.24%,4486063,1/18/2022 8:30:00 AM,68.75,12/4/1969,62.23,0.00%,66.0,92,1.28,62.23,60.63,59.69,54.98,41.9,64.63,29.0,10.48,62.333333333333336,True
933,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,28103.07,,16.79,,1.37,1.45,6.49,58.06,2.50%,,-0.36,2200.00%,35.36%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.21,0.10%,-99.01%,93.60%,1.00%,8.10%,7.7,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,5.23%,4.84%,16.42%,34.60%,22.25%,19.66%,1.52,1.15,4.23%,4.57%,5.37%,11.25%,18.94%,-1.67%,26.47%,-1.67%,53.55%,63.28,3.23%,-2.28%,2.0,8722.8,0.73,28.79,0.88%,6366222,1/20/2022 8:30:00 AM,32.41,10/3/1961,28.79,0.00%,69.0,81,1.09,28.79,27.42,25.97,24.24,18.75,29.28,4.0,12.57,51.333333333333336,True
1278,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,4157.66,43.12,11.29,3.64,1.15,5.2,23.23,,2.03%,81.90%,1.69,199.60%,11.24%,13.30%,11.86%,7.20%,-252.90%,29.80%,56.8,56.15,1.10%,-0.63%,93.60%,0.77%,2.15%,3.09,3.10%,11.30%,15.60%,1.2,0.8,0.9,1.65,22.30%,7.00%,2.70%,6.64%,19.15%,24.61%,33.49%,46.85%,29.45%,1.56,2.27,2.98%,3.94%,19.08%,24.93%,28.71%,2.35%,42.40%,2.35%,52.87%,78.31,3.47%,0.85%,2.0,391.78,1.52,72.75,4.35%,597356,1/31/2022 4:30:00 PM,75.0,8/23/1968,72.75,0.00%,69.0,92,1.28,72.75,61.73,58.58,56.61,47.59,71.08,8.0,3.09,56.333333333333336,True
1343,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,982.41,34.04,5.89,,0.77,2.11,6.06,6.21,,0.00%,0.87,-113.30%,-25.52%,-15.30%,,-6.50%,,25.70%,34.48,33.72,1.90%,0.00%,85.30%,4.24%,4.81%,3.58,1.40%,6.60%,2.50%,0.7,0.6,1.34,1.46,91.90%,6.50%,2.90%,8.80%,16.21%,19.77%,37.41%,161.27%,30.69%,2.48,1.74,6.66%,7.12%,21.28%,25.63%,33.42%,-6.52%,55.31%,-18.08%,243.12%,66.4,-3.04%,-3.04%,2.0,452.62,1.27,29.68,-5.99%,573158,2/8/2022 8:30:00 AM,33.33,11/14/2017,29.68,0.00%,69.0,99,2.36,29.68,24.67,23.79,22.34,8.65,36.23,31.0,12.3,66.33333333333333,True
1357,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1795.89,,5.36,,0.92,5.73,31.18,,,,-2.92,-51.40%,396.90%,-20.30%,,-3.80%,10.60%,48.00%,90.1,49.84,0.90%,0.00%,58.20%,1.11%,9.82%,3.85,-18.60%,-64.00%,-9.10%,1.1,0.4,1.03,1.22,2.80%,-1.20%,-13.50%,12.99%,20.56%,32.66%,75.28%,57.94%,22.89%,2.61,1.12,6.64%,6.77%,21.07%,27.12%,44.13%,6.10%,64.91%,3.83%,95.86%,74.34,8.24%,-1.52%,2.0,1271.79,1.48,20.35,6.60%,1884502,2/24/2022 4:30:00 PM,18.33,3/29/1996,20.34,-0.05%,69.0,94,1.33,20.35,16.96,16.15,14.14,10.39,19.6,9.0,-9.93,57.333333333333336,True
1370,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,14888.15,52.37,6.51,0.84,2.92,5.28,19.67,15.87,1.66%,86.40%,1.38,-33.80%,142.93%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.92%,94.90%,0.55%,2.07%,1.37,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,-1.38%,8.70%,10.18%,58.48%,60.28%,2.03%,1.06,3.96,6.82%,5.74%,1.73%,5.56%,26.72%,-6.50%,23.54%,-6.50%,68.54%,52.36,2.45%,-1.36%,2.1,3215.71,1.25,72.22,1.06%,4015050,2/15/2022 4:30:00 PM,73.74,8/11/2005,70.7,-2.10%,66.0,95,1.4,72.22,71.19,68.68,57.11,42.85,77.24,15.0,2.1,58.666666666666664,True
1377,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,23733.8,10.69,10.86,,4.89,1.1,1.5,,2.83%,34.70%,5.16,-41.70%,19.55%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,97.10%,-0.58%,3.08%,2.71,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,-0.40%,-2.13%,10.41%,27.31%,31.84%,16.72%,1.47,1.57,2.49%,3.08%,3.69%,8.73%,15.88%,-3.25%,26.61%,-3.25%,39.43%,61.34,1.36%,1.40%,2.0,4815.98,0.72,55.15,2.78%,3479546,1/19/2022 8:30:00 AM,60.53,9/24/2014,55.25,0.18%,69.0,86,1.15,55.15,53.16,50.9,47.64,39.56,57.0,13.0,9.76,56.0,True
1605,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10794.77,26.53,18.84,1.7,1.93,4.02,59.31,29.57,0.49%,0.00%,7.69,141.20%,-10.52%,,15.60%,28.60%,88.80%,12.70%,51.56,42.23,0.60%,-14.17%,85.10%,0.77%,1.72%,2.69,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,0.28%,22.46%,10.40%,26.03%,81.94%,14.24%,,7.13,2.95%,4.07%,7.40%,13.24%,20.08%,-2.12%,32.33%,-2.12%,93.57%,65.38,0.12%,0.78%,1.0,270.57,0.59,204.06,0.90%,160733,1/18/2022 4:30:00 PM,215.67,11/24/2020,204.06,0.00%,100.0,98,1.62,204.06,191.98,180.9,170.17,105.42,208.48,14.0,5.69,70.66666666666667,True
1643,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3245.76,3.18,7.49,,0.89,1.25,4.44,,,0.00%,16.22,8.30%,23.06%,21.80%,-8.54%,240.20%,80.90%,-0.30%,78.94,73.64,1.60%,-8.48%,89.10%,0.04%,3.36%,2.77,6.20%,48.30%,4.00%,,,3.15,3.98,,47.80%,39.80%,27.18%,15.78%,21.45%,35.72%,69.25%,23.82%,1.6,1.78,6.03%,3.97%,23.58%,23.78%,32.51%,0.66%,37.50%,0.66%,79.89%,80.59,1.58%,0.48%,2.1,892.09,2.11,51.52,2.06%,1878001,2/11/2022 8:30:00 AM,51.86,3/28/2012,51.52,0.00%,66.0,96,1.46,51.52,42.03,41.85,38.97,28.64,51.18,19.0,0.66,60.333333333333336,True
1644,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,116246.8,14.78,11.42,8.32,2.54,2.71,11.06,54.65,1.69%,146.30%,6.07,-139.20%,-9.72%,6.80%,1.78%,-8.60%,526.20%,158.20%,1332.29,1317.82,0.10%,-20.39%,80.50%,0.09%,1.30%,2.09,2.30%,4.60%,-2.40%,1.9,1.8,0.42,0.45,48.20%,5.90%,4.00%,-1.81%,3.39%,23.66%,64.95%,82.19%,24.24%,1.45,3.2,2.85%,3.70%,0.28%,11.37%,34.32%,-5.53%,36.13%,-5.53%,89.28%,55.65,1.13%,-3.13%,1.8,8165.84,1.03,89.68,-2.04%,8378862,2/3/2022 8:30:00 AM,99.98,1/13/1978,89.59,-0.10%,75.0,97,1.61,89.68,89.53,80.97,67.1,47.51,94.93,13.0,11.49,61.666666666666664,True
1666,CPF,Central Pacific Financial Corp.,Financial,Banks - Regional,USA,824.84,10.52,11.55,1.31,3.77,1.5,2.31,34.95,3.35%,46.90%,2.83,-35.00%,13.51%,-1.20%,8.00%,6.40%,202.80%,12.00%,27.97,27.29,0.40%,-0.05%,91.90%,1.83%,2.07%,3.16,0.80%,10.20%,28.00%,,,0.19,0.19,,87.70%,25.50%,0.54%,-3.68%,5.04%,16.95%,36.81%,5.82%,1.21,0.79,2.28%,2.88%,1.90%,3.82%,10.42%,-3.75%,13.05%,-3.75%,41.68%,57.08,1.05%,1.06%,1.7,178.74,0.59,29.81,2.12%,104606,1/26/2022 8:30:00 AM,32.67,8/28/1987,29.81,0.00%,78.0,89,1.21,29.81,29.23,28.75,27.01,21.04,30.97,9.0,9.59,58.666666666666664,True
1747,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1915.3,27.92,15.35,,1.86,4.29,8.53,18.65,1.68%,47.00%,2.13,-28.70%,8.39%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,99.70%,0.45%,4.44%,5.25,5.00%,15.20%,9.70%,1.1,1.1,0.32,0.85,48.00%,11.30%,6.40%,-1.47%,3.44%,14.78%,25.87%,24.40%,3.26%,0.86,1.68,2.34%,3.03%,3.31%,3.95%,18.79%,-3.37%,12.50%,-3.37%,39.74%,58.71,-1.42%,0.30%,1.0,267.15,0.67,59.5,-1.13%,178989,2/1/2022 4:30:00 PM,66.0,2/28/1996,59.5,0.00%,100.0,82,1.1,59.5,57.73,57.36,50.16,42.58,61.58,18.0,10.92,66.66666666666667,True
1785,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,17781.11,26.22,6.73,0.35,10.57,3.94,233.04,59.61,1.96%,47.80%,0.87,-69.30%,16.56%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.51%,64.10%,16.68%,3.55%,3.45,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,2.37%,3.24%,10.09%,52.68%,27.37%,20.63%,-0.2,0.95,3.69%,4.27%,4.93%,9.25%,22.97%,-6.03%,24.63%,-6.03%,65.73%,56.65,0.70%,-2.02%,2.3,8207.18,0.78,22.92,-1.33%,6398047,2/23/2022 4:30:00 PM,27.52,2/8/1990,22.92,0.00%,59.0,82,1.1,22.92,21.9,21.03,19.0,14.28,24.39,30.0,20.07,57.0,True
1791,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,48337.31,21.99,17.5,1.91,2.61,4.05,20.03,28.5,1.08%,29.10%,4.05,-21.80%,11.72%,-0.60%,11.49%,6.00%,61.40%,11.80%,525.0,524.87,0.10%,-2.99%,94.40%,1.13%,0.95%,1.68,9.90%,15.10%,11.10%,2.1,2.1,0.06,0.06,37.30%,13.10%,9.10%,-0.12%,2.13%,8.68%,15.65%,16.52%,0.38%,1.11,2.5,3.01%,2.84%,3.38%,3.74%,15.00%,-3.66%,14.50%,-3.66%,34.55%,55.85,2.19%,1.06%,2.4,2963.12,1.08,89.06,3.27%,3206687,2/2/2022 4:30:00 PM,94.78,6/19/1998,89.06,0.00%,56.0,75,1.03,89.06,86.29,86.06,77.48,66.19,92.44,23.0,6.42,51.333333333333336,True
1833,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,253646.67,16.51,14.56,,1.63,1.9,42.05,,3.99%,279.00%,8.13,-291.90%,-11.97%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-61.50%,67.80%,0.68%,1.22%,1.87,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,-1.60%,4.11%,14.93%,33.29%,39.97%,14.41%,1.17,3.42,2.14%,2.52%,0.64%,7.43%,21.77%,-3.71%,21.25%,-3.71%,44.97%,55.26,0.95%,-2.69%,2.2,12423.59,0.95,134.26,-1.76%,11746013,1/28/2022 8:30:00 AM,141.05,6/24/1921,134.3,0.03%,63.0,92,1.27,134.26,133.64,125.37,110.4,92.61,139.44,12.0,5.06,55.666666666666664,True
2183,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33595.26,29.74,9.33,1.19,3.76,3.87,14.47,12.21,0.86%,19.80%,1.73,3855.60%,64.25%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.84,0.50%,-3.31%,90.10%,-2.27%,2.69%,1.46,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,0.45%,2.04%,23.08%,100.18%,151.79%,16.73%,2.91,2.46,3.86%,5.46%,0.29%,9.36%,48.01%,-7.25%,44.64%,-7.25%,179.01%,53.75,1.18%,-2.76%,1.8,11846.16,0.95,51.42,-1.61%,11249775,2/15/2022 4:30:00 PM,55.23,3/17/1992,51.75,0.64%,75.0,99,2.17,51.42,51.33,47.32,35.88,19.61,55.44,30.0,7.41,68.0,True
2262,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,2055.56,7.09,8.0,0.55,1.41,1.51,12.99,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.40%,-41.92%,,1.44%,17.56%,11.69,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,1.36%,3.92%,18.58%,46.88%,113.27%,12.80%,1.35,1.94,2.14%,2.92%,5.50%,11.96%,33.26%,-1.06%,27.13%,-1.06%,120.18%,68.85,-0.75%,0.14%,2.2,432.08,0.85,70.06,-0.61%,367969,2/23/2022 4:30:00 PM,69.0,7/9/1999,70.06,0.00%,63.0,98,1.84,70.06,66.58,62.81,52.72,31.82,70.81,17.0,-1.51,59.333333333333336,True
