no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
2489,ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,USA,32423.8,69.72,67.55,1.73,14.54,56.4,39.7,54.17,,0.00%,3.41,272.90%,15.32%,45.80%,40.30%,44.50%,-11.30%,17.90%,126.63,125.86,0.50%,-39.05%,91.20%,1.03%,8.04%,4.52,16.40%,77.20%,21.20%,2.3,2.3,4.33,4.35,73.30%,21.70%,21.60%,-13.52%,-8.72%,10.56%,41.93%,51.31%,33.47%,1.64,16.57,6.96%,5.67%,-8.29%,0.66%,17.96%,-20.06%,26.56%,-20.06%,59.95%,45.38,3.08%,0.51%,1.9,2239.11,1.07,246.0,3.60%,2396673,11/3/2021 4:30:00 PM,265.5,4/16/2015,245.92,-0.03%,72.0,82,1.21,246.0,267.61,245.07,208.73,153.8,307.75,21.0,7.93,58.333333333333336,True
2614,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,21026.98,59.98,6.7,1.05,3.79,1.82,46.01,7.31,1.38%,82.70%,1.93,229.60%,52.95%,-27.70%,56.96%,44.50%,150.50%,165.30%,181.03,180.26,0.10%,-28.64%,88.80%,-2.31%,2.64%,1.63,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,8.30%,1.58%,54.74%,30.94%,153.26%,138.82%,2.54,5.97,6.11%,4.91%,4.69%,5.16%,30.22%,-3.47%,21.67%,-3.47%,170.55%,56.55,-2.33%,0.65%,1.8,2908.64,0.78,113.63,-1.70%,2275928,11/1/2021 4:30:00 PM,132.62,10/12/2012,113.45,-0.16%,75.0,96,1.88,113.63,108.57,108.43,87.46,42.0,117.71,24.0,16.71,65.0,True
3455,HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,USA,434550.18,27.83,25.64,1.92,2.94,420.38,85.76,83.01,1.59%,43.00%,14.95,16.50%,4.97%,16.90%,14.50%,8.30%,23.20%,9.80%,1049.0,1043.6,0.10%,-11.28%,72.20%,-0.70%,0.89%,2.81,22.20%,782.10%,34.90%,1.1,0.4,35.47,37.82,33.70%,15.10%,10.80%,3.89%,12.97%,25.51%,35.41%,58.46%,56.68%,0.99,8.35,2.28%,2.04%,3.60%,11.13%,25.11%,-2.23%,26.87%,-2.23%,66.77%,67.03,-1.18%,0.00%,2.1,3323.33,1.22,411.25,-1.18%,4061055,11/16/2021 8:30:00 AM,402.97,9/22/1981,410.6,-0.16%,66.0,82,1.21,411.25,399.01,371.63,329.48,246.59,420.61,21.0,-2.01,56.333333333333336,True
3976,INTU,Intuit Inc.,Technology,Software - Application,USA,197768.41,89.03,49.34,5.12,19.17,18.89,60.85,75.63,0.35%,30.80%,7.56,9.20%,16.59%,20.00%,17.40%,15.50%,10.20%,51.70%,273.0,265.44,0.20%,-14.62%,83.20%,-1.07%,0.68%,1.29,13.80%,21.80%,16.90%,2.1,2.1,0.21,0.0,82.10%,24.10%,20.30%,3.22%,9.48%,18.62%,43.77%,80.90%,77.25%,1.05,23.82,3.29%,3.05%,3.46%,11.50%,34.07%,-6.11%,29.68%,-6.11%,88.29%,57.55,-0.02%,-0.02%,1.9,1402.27,0.94,673.06,-0.04%,1313793,11/18/2021 4:30:00 PM,742.37,3/12/1993,673.06,0.00%,72.0,91,1.44,673.06,653.59,606.19,503.31,357.45,716.86,17.0,10.3,60.0,True
4020,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,USA,52000.31,68.76,26.64,3.11,3.84,8.88,33.04,21.96,,0.00%,3.93,49.50%,13.92%,-14.20%,22.13%,14.60%,157.90%,21.70%,191.5,190.14,0.72%,-28.86%,90.80%,-0.59%,1.03%,2.52,3.20%,13.00%,3.50%,0.9,0.9,2.07,2.09,33.20%,8.80%,5.70%,4.31%,9.35%,3.20%,12.92%,58.93%,50.86%,1.4,6.71,2.60%,2.44%,4.03%,7.26%,14.36%,-0.02%,16.27%,-0.02%,64.45%,64.13,0.51%,0.18%,1.7,780.99,1.13,272.19,0.70%,885475,10/21/2021 8:30:00 AM,300.22,5/9/2013,272.19,0.00%,78.0,85,1.26,272.19,262.66,254.38,238.4,165.52,272.93,15.0,10.3,59.333333333333336,True
4155,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,USA,20429.14,31.11,24.06,1.35,1.79,7.06,38.57,66.16,0.61%,18.00%,6.3,-0.60%,19.47%,5.30%,23.00%,9.30%,59.80%,27.20%,105.17,83.41,1.80%,-0.56%,74.50%,-1.64%,1.64%,2.61,10.80%,24.40%,14.20%,1.4,,0.32,0.44,16.80%,8.20%,5.90%,2.62%,1.50%,10.74%,18.47%,41.62%,43.56%,1.07,4.76,2.85%,2.25%,0.50%,4.22%,13.75%,-2.97%,20.12%,-2.97%,47.49%,54.63,-0.42%,0.69%,2.4,523.48,0.65,196.69,0.27%,340868,10/15/2021 8:30:00 AM,194.18,11/22/1983,196.69,0.00%,56.0,75,1.1,196.69,195.79,189.23,173.16,133.36,202.71,13.0,-1.28,48.0,True
4162,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,Ireland,54825.62,37.73,20.2,1.94,2.32,3.21,41.04,46.74,1.36%,46.90%,2.1,150.60%,19.09%,13.90%,19.45%,2.60%,-37.20%,7.40%,711.8,694.54,0.20%,-23.64%,92.00%,-1.71%,1.01%,1.87,3.90%,9.30%,7.70%,1.1,0.9,0.43,0.44,34.10%,11.90%,6.90%,5.87%,6.06%,5.96%,18.38%,74.92%,69.89%,1.1,1.7,2.27%,2.01%,1.91%,7.25%,15.88%,-1.98%,17.32%,-1.98%,77.11%,60.64,0.28%,0.21%,2.1,3750.0,0.66,79.54,0.49%,2491004,11/5/2021 8:30:00 AM,83.39,11/14/1967,79.54,0.00%,66.0,89,1.36,79.54,78.2,74.35,68.76,44.91,81.15,22.0,4.84,59.0,True
4322,KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,USA,37145.9,42.25,29.36,3.52,7.52,9.93,17.25,33.92,,0.00%,4.79,2.00%,13.71%,2.00%,12.00%,8.10%,47.40%,23.20%,184.0,183.18,0.70%,-11.04%,89.40%,-1.34%,2.75%,5.48,9.90%,21.30%,11.30%,3.2,2.6,0.48,0.48,62.10%,18.40%,15.20%,4.09%,10.21%,11.56%,37.74%,62.06%,53.25%,0.96,5.28,2.93%,2.57%,4.61%,11.89%,26.34%,-0.46%,27.11%,-0.46%,65.57%,64.02,-0.12%,0.00%,2.1,917.58,1.03,202.19,-0.12%,947453,11/22/2021 4:30:00 PM,206.31,10/20/2014,202.19,0.00%,66.0,86,1.27,202.19,194.09,181.39,160.33,122.12,204.05,19.0,2.04,57.0,True
4347,KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,USA,63844.93,23.73,19.82,1.42,8.55,16.53,24.32,37.31,1.00%,21.10%,17.66,73.60%,0.27%,24.40%,16.66%,18.30%,159.10%,35.40%,152.33,151.4,0.20%,-18.88%,90.00%,-0.02%,1.96%,2.59,26.50%,82.10%,32.30%,2.4,1.8,0.89,0.89,60.80%,37.30%,36.50%,2.70%,0.58%,24.47%,33.42%,57.16%,61.89%,1.21,14.22,3.94%,2.89%,2.28%,12.75%,25.57%,-1.62%,32.48%,-1.62%,67.16%,61.53,0.44%,0.07%,2.2,1147.36,0.82,421.28,0.51%,944667,10/27/2021 4:30:00 PM,420.24,10/8/1980,421.28,0.00%,63.0,86,1.28,421.28,412.08,375.14,335.96,252.02,428.22,13.0,-0.25,54.0,True
4580,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,17368.11,17.05,14.71,0.51,1.35,2.92,43.13,11.77,1.70%,7.20%,3.44,20.40%,3.16%,8.80%,33.50%,10.10%,51.60%,8.20%,294.03,289.67,0.30%,-0.20%,99.80%,-0.91%,2.00%,3.45,8.30%,17.80%,8.50%,1.8,0.8,0.4,0.4,40.60%,11.20%,8.10%,4.97%,2.44%,15.42%,18.57%,58.21%,66.52%,1.61,1.43,2.74%,2.06%,-0.47%,3.57%,15.57%,-3.86%,16.63%,-3.86%,69.25%,52.45,-1.77%,0.15%,1.5,1674.93,1.06,57.73,-1.62%,1772309,10/28/2021 8:30:00 AM,65.89,10/3/2003,57.73,0.00%,84.0,82,1.21,57.73,58.02,55.86,50.04,34.11,60.05,18.0,14.13,61.333333333333336,True
4622,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA,174274.9,22.31,19.85,1.15,1.83,,,34.97,1.25%,22.50%,11.51,41.20%,8.36%,23.20%,19.45%,8.70%,198.70%,2.70%,690.0,673.17,0.05%,0.00%,77.50%,-2.53%,1.09%,2.31,16.60%,,28.80%,1.2,0.4,,,33.10%,12.40%,8.60%,5.04%,9.07%,25.88%,34.79%,69.03%,60.06%,1.29,5.53,2.33%,2.16%,4.63%,11.50%,26.90%,-0.31%,27.36%,-0.31%,70.64%,71.39,0.06%,-0.12%,1.9,3180.65,1.19,256.74,-0.07%,3797323,11/17/2021 8:30:00 AM,267.37,12/19/1979,256.74,0.00%,72.0,85,1.25,256.74,246.53,231.29,202.78,150.84,258.63,17.0,4.14,58.0,True
4702,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,25706.2,,132.15,,6.76,,5.55,33.49,,,-4.19,62.10%,124.70%,22.50%,,-23.80%,107.80%,677.40%,216.89,150.39,1.90%,0.00%,73.30%,2.28%,9.60%,6.31,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,1.86%,-12.25%,25.31%,23.21%,55.34%,47.84%,1.3,5.36,5.82%,4.10%,-0.10%,5.15%,22.51%,-13.52%,22.51%,-13.52%,67.70%,53.76,1.28%,0.41%,2.2,2286.48,0.95,110.48,1.70%,2167503,11/4/2021 4:30:00 PM,114.17,12/14/2005,110.48,0.00%,63.0,83,1.23,110.48,110.28,105.43,90.28,65.88,127.75,22.0,3.34,56.0,True
