no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
1348,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,979.71,44.86,5.58,,0.77,1.44,6.54,5.67,,0.00%,0.63,357.60%,-25.52%,-8.20%,,1.10%,511.80%,12.10%,34.48,33.66,2.00%,0.00%,86.00%,4.93%,4.82%,3.61,1.30%,5.80%,10.00%,0.9,0.7,0.91,1.0,91.90%,9.10%,2.70%,-11.05%,36.58%,23.32%,31.65%,148.06%,23.65%,2.38,1.73,5.59%,6.50%,9.41%,15.82%,24.23%,-11.56%,46.94%,-22.50%,224.62%,57.79,-3.87%,1.42%,448.49,0.71,28.08,-2.50%,318659,2/8/2022 8:30:00 AM,33.33,11/14/2017,28.08,0.00%,69.0,99,2.08,28.08,26.04,24.38,22.68,8.65,36.23,31.0,18.7,66.33333333333333,True
1375,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,16465.57,17.39,12.44,0.28,2.52,5.4,21.75,27.96,1.63%,56.60%,4.25,-33.80%,-51.56%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.09%,92.20%,-2.28%,2.07%,1.35,3.80%,15.00%,8.90%,1.8,1.4,1.18,1.18,36.50%,13.60%,7.00%,3.32%,11.86%,13.25%,64.80%,57.93%,4.31%,1.02,4.21,7.04%,6.11%,1.80%,6.12%,28.48%,-4.45%,26.29%,-4.45%,70.96%,53.95,-2.68%,3.53%,3256.96,1.42,73.83,0.76%,4611823,2/15/2022 4:30:00 PM,76.79,8/11/2005,73.65,-0.24%,66.0,96,1.42,73.83,72.8,69.88,57.56,43.19,77.27,14.0,4.01,58.666666666666664,True
1382,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,22576.0,10.3,10.5,,4.65,1.06,1.43,,2.94%,34.70%,5.16,-41.70%,19.54%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,96.90%,-0.78%,3.08%,2.75,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,-0.99%,4.96%,7.10%,24.11%,19.53%,12.44%,1.45,1.56,2.35%,2.86%,-0.48%,3.65%,11.35%,-6.79%,21.97%,-6.79%,34.32%,49.59,-0.64%,0.41%,4754.22,0.75,53.13,-0.23%,3560430,1/19/2022 8:30:00 AM,60.58,9/24/2014,53.13,0.00%,69.0,78,1.03,53.13,53.49,51.38,47.73,39.56,57.0,12.0,14.02,53.0,True
1610,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10316.28,25.29,14.38,1.62,1.85,3.83,56.68,28.26,0.51%,0.00%,7.69,141.20%,11.77%,,15.60%,28.60%,88.80%,12.70%,51.56,42.23,0.60%,-14.14%,85.20%,0.81%,1.72%,2.68,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,-3.83%,14.52%,4.45%,18.58%,72.95%,8.89%,,6.67,2.52%,3.74%,-1.03%,6.64%,13.85%,-6.71%,26.13%,-6.71%,84.50%,51.71,-0.55%,-0.82%,271.18,0.63,194.5,-1.37%,171806,1/18/2022 4:30:00 PM,215.67,11/24/2020,193.01,-0.77%,100.0,97,1.54,194.5,197.47,182.86,171.02,106.8,208.48,15.0,10.88,70.66666666666667,True
1648,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3777.37,3.02,6.82,,1.14,1.2,5.17,,,0.00%,16.45,8.30%,30.02%,21.80%,-8.54%,240.20%,80.90%,-0.30%,78.94,74.96,1.60%,-7.83%,85.80%,-3.59%,3.30%,2.65,5.90%,46.20%,6.10%,,,3.15,3.98,,51.00%,41.80%,-1.64%,17.85%,18.98%,30.21%,61.10%,19.32%,1.49,1.71,2.63%,3.86%,14.59%,16.88%,26.52%,-5.14%,32.51%,-5.14%,71.21%,67.65,-2.01%,-1.11%,933.3,1.54,49.65,-3.10%,1440325,2/11/2022 8:30:00 AM,59.14,3/28/2012,49.65,0.00%,66.0,96,1.43,49.65,43.73,42.64,39.33,30.0,52.34,18.0,19.11,60.0,True
1649,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,117820.43,14.47,11.28,8.15,2.57,2.54,21.52,12.65,1.73%,32.50%,6.07,342.80%,-13.67%,32.60%,1.78%,13.70%,376.60%,175.40%,1318.95,1317.17,0.10%,-19.84%,78.80%,-1.93%,1.30%,2.09,9.30%,18.30%,10.80%,1.3,1.2,0.41,0.44,48.20%,25.10%,17.60%,-4.06%,6.18%,26.52%,60.75%,69.05%,21.68%,1.43,3.29,3.31%,3.69%,-2.74%,7.24%,30.14%,-7.48%,33.32%,-7.48%,85.38%,49.37,-5.28%,3.46%,8177.99,1.13,87.83,-2.01%,9264073,2/3/2022 8:30:00 AM,102.29,1/13/1978,88.19,0.41%,75.0,96,1.45,87.83,90.54,82.27,67.79,47.85,94.93,11.0,16.46,60.666666666666664,True
1683,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9978.16,18.62,10.08,0.34,1.86,3.63,38.23,14.65,,0.00%,3.61,72.10%,11.21%,-15.90%,54.49%,-2.90%,79.40%,23.60%,149.72,144.02,0.70%,-40.42%,92.50%,0.91%,3.64%,2.88,7.40%,22.30%,-1.30%,1.2,0.6,0.35,0.36,65.80%,12.00%,10.40%,0.70%,25.48%,7.48%,17.93%,43.56%,3.64%,2.47,3.02,3.27%,5.12%,4.97%,7.37%,17.10%,-7.05%,30.75%,-7.05%,52.01%,56.08,0.57%,-1.36%,1815.2,1.35,67.27,-0.80%,2454295,2/2/2022 8:30:00 AM,84.76,12/15/2011,67.27,0.00%,66.0,93,1.27,67.27,64.63,62.68,57.48,44.25,72.37,17.0,26.0,58.666666666666664,True
1754,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1967.99,27.97,15.58,,1.91,4.3,8.76,19.16,1.68%,47.00%,2.13,-28.70%,8.05%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,96.59%,2.82%,4.44%,5.15,5.00%,15.20%,9.70%,1.1,1.1,0.32,0.85,48.00%,11.30%,6.40%,-0.96%,6.07%,13.55%,25.39%,28.14%,3.44%,0.84,1.57,2.21%,2.90%,2.33%,3.36%,18.35%,-3.21%,10.41%,-3.21%,39.97%,56.62,1.27%,0.00%,272.06,0.96,59.6,1.27%,262525,2/1/2022 4:30:00 PM,67.0,2/28/1996,59.6,0.00%,100.0,87,1.14,59.6,58.38,57.76,50.43,42.58,61.58,19.0,12.42,68.66666666666667,True
1792,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18516.8,25.81,6.6,0.35,11.01,3.88,242.68,62.07,1.99%,47.80%,0.87,-69.30%,16.97%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.27%,94.50%,69.70%,3.55%,3.47,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,-2.88%,16.71%,12.86%,59.00%,28.98%,18.74%,-0.21,0.92,3.23%,4.07%,1.17%,6.47%,20.25%,-7.50%,22.68%,-7.50%,63.12%,53.41,-3.51%,3.50%,8171.97,1.38,22.56,-0.13%,11273638,2/23/2022 4:30:00 PM,27.56,2/8/1990,22.56,0.00%,59.0,81,1.06,22.56,22.45,21.22,19.11,14.28,24.39,30.0,22.16,56.666666666666664,True
1840,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,255588.92,16.28,14.32,,1.64,1.87,42.37,,4.05%,279.00%,8.13,-291.90%,-11.93%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-62.87%,67.60%,0.35%,1.22%,1.86,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,-3.12%,4.33%,18.31%,36.88%,32.89%,12.82%,1.15,3.45,2.36%,2.65%,-1.56%,4.80%,19.51%,-5.05%,19.57%,-5.05%,42.58%,50.57,-3.00%,2.31%,12467.57,1.56,132.4,-0.76%,19423182,1/28/2022 8:30:00 AM,141.26,6/24/1921,132.6,0.15%,63.0,88,1.16,132.4,134.76,126.63,110.9,92.86,139.44,10.0,6.69,53.666666666666664,True
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35283.63,12.59,9.45,1.17,2.96,3.75,15.54,9.93,0.84%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.04%,86.00%,-6.71%,2.69%,1.4,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,0.78%,14.20%,34.09%,102.41%,159.58%,19.57%,2.85,2.89,6.18%,5.73%,0.64%,9.83%,48.97%,-6.65%,48.16%,-6.65%,185.79%,54.31,-8.40%,4.97%,12320.18,1.89,52.67,-3.85%,23284103,2/15/2022 4:30:00 PM,56.02,3/17/1992,53.0,0.63%,75.0,99,2.13,52.67,52.55,48.16,36.46,20.14,58.03,25.0,6.36,66.33333333333333,True
2432,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1558.29,6.22,6.04,,1.29,1.37,6.8,3.49,,0.00%,6.79,214.60%,19.98%,54.40%,,0.90%,-56.00%,76.10%,36.74,36.08,2.50%,-7.97%,88.30%,-2.15%,2.35%,2.39,21.10%,46.30%,18.70%,15.9,15.9,0.95,0.95,,56.00%,39.80%,-4.37%,6.24%,6.75%,32.76%,42.48%,3.10%,1.51,1.96,3.59%,4.58%,0.21%,2.21%,15.56%,-11.80%,16.14%,-11.80%,49.70%,49.72,3.50%,-0.63%,354.93,1.07,42.23,2.85%,381357,2/3/2022 4:30:00 PM,50.6,10/30/2014,42.23,0.00%,69.0,92,1.24,42.23,42.22,41.38,36.57,29.31,47.88,21.0,19.82,60.666666666666664,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,64647.89,21.18,10.3,0.29,4.16,2.92,15.06,12.81,2.74%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.51,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-3.42%,8.84%,30.81%,65.70%,67.28%,23.30%,1.8,4.41,3.73%,4.04%,-1.70%,9.05%,29.77%,-6.30%,35.78%,-6.30%,86.71%,52.17,-6.36%,4.79%,4403.02,1.06,109.53,-1.87%,4657706,2/25/2022 8:30:00 AM,117.52,10/4/1989,111.36,1.68%,69.0,95,1.36,109.53,111.79,100.97,86.19,62.81,116.97,18.0,7.29,60.666666666666664,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40864.48,24.39,18.56,1.52,1.17,1.2,13.82,,3.67%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.73,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.30%,2.89%,8.95%,19.06%,43.16%,1.12%,0.47,0.91,1.70%,2.55%,-0.32%,2.84%,15.33%,-5.38%,12.49%,-5.38%,52.29%,51.71,-0.26%,0.31%,10640.25,1.08,41.65,0.05%,11446754,,49.78,7/6/1943,41.66,0.02%,66.0,94,1.31,41.65,41.87,40.58,36.17,27.35,44.02,18.0,19.52,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,31901.42,,19.2,,3.71,15.29,7.4,10.37,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.71,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,3.81%,17.35%,16.85%,43.29%,28.17%,13.26%,1.52,8.79,4.17%,4.77%,7.64%,12.82%,21.99%,-5.99%,35.70%,-5.99%,49.65%,62.31,-1.46%,-0.69%,2686.05,1.13,204.68,-2.15%,3047499,2/10/2022 4:30:00 PM,213.5,7/20/2005,204.68,0.00%,53.0,87,1.13,204.68,191.82,182.13,167.95,136.77,217.72,13.0,4.31,51.0,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22881.52,66.44,7.09,1.09,4.13,2.02,50.07,7.96,1.56%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.01,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-1.87%,8.51%,25.31%,77.33%,80.30%,18.71%,2.33,6.44,4.69%,5.27%,-0.70%,6.82%,30.66%,-6.24%,34.74%,-6.24%,103.06%,51.73,-5.16%,2.69%,2913.92,1.45,128.03,-2.62%,4219568,2/22/2022 4:30:00 PM,145.85,10/12/2012,129.5,1.15%,72.0,97,1.56,128.03,129.37,120.21,98.21,65.27,136.55,24.0,13.92,64.33333333333333,True
2825,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33018.57,12.96,12.45,,6.34,1.65,0.87,,2.48%,31.20%,3.73,-45.10%,13.85%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.9,0.20%,-6.59%,83.20%,-0.80%,1.57%,1.97,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,0.21%,7.30%,10.98%,27.05%,37.77%,10.98%,1.35,1.38,2.07%,2.92%,2.52%,4.87%,14.90%,-4.56%,19.72%,-4.56%,44.70%,55.26,0.79%,-0.58%,5411.37,1.23,48.33,0.21%,6662128,1/20/2022 8:30:00 AM,51.68,3/17/1980,48.33,0.00%,72.0,90,1.2,48.33,47.29,46.18,42.09,34.35,50.64,18.0,6.93,60.0,True
3175,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1639.12,13.39,12.95,0.89,1.61,4.9,7.47,11.63,,0.00%,3.86,-241.30%,19.98%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-22.01%,64.20%,2.73%,4.47%,4.44,5.40%,38.60%,,1.9,1.9,3.39,3.39,44.80%,9.30%,8.60%,-2.56%,19.99%,3.21%,8.58%,122.54%,2.39%,2.63,2.68,5.98%,5.51%,5.66%,7.35%,9.77%,-12.78%,25.98%,-12.78%,144.17%,54.37,-0.79%,0.00%,189.34,2.28,51.74,-0.79%,430934,2/17/2022 4:30:00 PM,69.0,1/4/1999,51.74,0.00%,75.0,99,1.96,51.74,49.31,48.29,47.18,21.19,59.32,33.0,33.36,69.0,True
3478,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,805.24,11.83,11.08,1.48,3.78,1.31,0.96,5.65,3.30%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.22%,91.10%,0.90%,1.62%,2.57,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,1.44%,6.50%,13.62%,40.70%,52.69%,12.71%,1.12,0.95,2.99%,3.85%,0.34%,6.51%,24.51%,-7.45%,25.36%,-7.45%,66.81%,54.87,-0.34%,-0.07%,188.96,0.71,26.69,-0.41%,133910,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.69,0.00%,59.0,95,1.35,26.69,26.66,25.15,21.46,16.17,28.84,19.0,8.36,57.666666666666664,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28891.29,19.29,13.44,0.31,1.89,4.19,9.49,30.38,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-3.91%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-2.78%,14.23%,42.74%,63.77%,50.24%,37.56%,2.44,1.32,4.31%,4.57%,-0.97%,14.34%,33.25%,-8.33%,49.35%,-8.33%,76.56%,54.39,-5.10%,2.76%,11202.97,1.31,31.46,-2.48%,14707292,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.5,0.13%,63.0,93,1.27,31.46,31.91,27.67,23.65,17.82,34.32,3.0,2.16,53.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29176.67,51.95,15.85,,3.9,5.15,12.06,19.69,1.07%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.81,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,-0.91%,7.05%,23.40%,40.63%,37.52%,26.80%,1.81,3.76,3.81%,4.37%,1.16%,9.75%,15.53%,-2.99%,37.40%,-2.99%,54.26%,57.25,-2.99%,3.08%,2603.42,1.52,93.87,0.00%,3957120,1/26/2022 8:30:00 AM,112.38,5/24/1962,93.87,0.00%,63.0,92,1.23,93.87,93.05,85.83,81.31,61.93,97.39,9.0,19.72,54.666666666666664,True
