date,CBRE,LKQ,RJF,portfolio
2022-02-14,538.8251106189495,212.41772740319576,1831.8493766957831,2583.092214717928
2022-02-15,548.5361660796513,216.8027712019632,1880.0382788860675,2645.377216167682
2022-02-16,557.6985421768287,219.647112124744,1887.233161667055,2664.5788159686276
2022-02-17,547.5486018270096,188.20123335850968,1823.4832398647334,2559.2330750502524
2022-02-18,546.9450880138199,194.24547477307306,1815.7862816419045,2556.9768444287974
2022-02-22,544.092106013585,190.01845410054753,1819.8021192339327,2553.912679348065
2022-02-23,526.9743814456093,179.70769376685556,1788.6800800098583,2495.362155222323
2022-02-24,514.8492707321486,181.44590294577245,1793.1977377294936,2489.492911407415
2022-02-25,541.1294132556603,189.74192116458156,1878.8670248360052,2609.738359256247
2022-02-28,531.363523345293,185.47540224545293,1834.6938325806318,2551.5327581713777
2022-03-01,524.1762757533985,181.16937000980644,1718.0698647306597,2423.4155104938645
2022-03-02,537.61808299257,187.25312474088767,1770.1072460323585,2494.978453765816
2022-03-03,523.3532985664708,185.63342537169487,1738.9852068082841,2447.9719307464497
2022-03-04,492.19021108777554,177.57442677233388,1671.3868058945482,2341.1514437546575
2022-03-07,474.35922009056196,169.31790680012787,1586.0522357492641,2229.729362639954
2022-03-08,465.5260181248121,168.0932501766251,1555.432144309914,2189.051412611351
2022-03-09,481.54646768245635,178.12749264426586,1604.2903527655362,2263.9643130922586
2022-03-10,482.1499814956461,175.59918290405412,1611.1506462424134,2268.8998106421136
2022-03-11,480.4491926721251,174.0189817814644,1608.4734211810612,2262.9415956346506
