no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2180,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,32632.4,28.3,9.32,1.13,3.66,3.68,14.06,11.86,0.90%,26.40%,1.73,3855.60%,55.22%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.73%,90.50%,-1.79%,2.61%,1.55,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,-1.75%,24.82%,25.49%,94.60%,160.71%,11.08%,3.0,2.01,3.94%,4.31%,4.43%,12.10%,51.96%,-6.46%,36.79%,-6.46%,221.30%,60.56,0.87%,-1.47%,1.8,10826.83,1.22,48.63,-0.61%,13230212,11/2/2021 4:30:00 PM,52.55,3/17/1992,48.6,-0.06%,75.0,99,2.27,48.63,46.93,44.09,33.24,16.11,51.99,30.0,8.06,68.0,True
2259,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1825.32,6.65,7.5,0.51,1.26,1.42,11.54,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.60%,-33.70%,,-0.07%,15.71%,10.76,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,7.33%,12.51%,29.44%,39.79%,100.40%,5.83%,1.4,1.97,4.46%,2.86%,3.30%,6.48%,27.42%,-6.08%,15.79%,-6.08%,118.45%,58.53,-2.92%,0.00%,2.2,420.01,1.17,63.81,-2.92%,489976,11/3/2021 4:30:00 PM,69.0,7/9/1999,63.81,0.00%,63.0,97,1.66,63.81,61.98,60.0,50.2,29.21,67.94,17.0,8.13,59.0,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,59396.35,20.33,10.54,0.27,3.83,2.81,13.84,11.77,2.85%,31.00%,5.17,-122.20%,15.25%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,88.00%,-0.32%,0.87%,1.19,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,2.87%,25.15%,19.31%,45.00%,80.97%,18.35%,1.94,3.23,3.25%,3.29%,8.67%,14.16%,29.50%,-4.16%,28.30%,-4.16%,114.16%,68.99,-0.23%,-1.32%,2.0,4277.47,1.13,103.5,-1.55%,4829347,11/4/2021 4:30:00 PM,114.06,10/4/1989,103.69,0.18%,69.0,97,1.62,103.5,96.1,91.82,82.01,50.08,107.99,13.0,10.2,59.666666666666664,True
2521,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1148.13,,5.31,,3.68,1.35,2870.33,6.63,,,-0.42,156.50%,115.17%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.54%,72.50%,,2.83%,2.52,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,-3.30%,34.90%,29.09%,29.84%,123.34%,23.31%,2.51,0.89,7.31%,7.00%,5.91%,15.77%,32.60%,-14.14%,39.32%,-14.14%,159.60%,55.25,-0.61%,-2.22%,2.2,418.91,1.35,13.11,-2.82%,564406,11/4/2021 8:30:00 AM,19.66,4/18/1994,13.11,0.00%,63.0,99,2.01,13.11,12.53,11.34,9.91,5.05,15.27,31.0,49.96,64.33333333333333,True
2651,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,89110.11,31.84,11.08,,0.66,2.45,1.92,8.25,1.78%,13.90%,0.7,363.40%,6.02%,-16.80%,,-3.20%,-23.80%,-4.80%,3995.0,3914.51,0.10%,8.72%,53.90%,-0.18%,1.84%,0.66,1.10%,8.40%,-2.40%,1.2,1.0,2.66,3.95,10.10%,1.00%,2.10%,-7.80%,13.56%,45.59%,58.21%,106.72%,8.09%,1.03,1.11,5.65%,4.29%,-4.14%,3.36%,38.06%,-16.31%,16.31%,-16.31%,112.46%,45.84,-1.59%,-2.00%,2.5,108359.09,1.38,21.65,-3.56%,150059571,2/3/2022 4:30:00 PM,21.14,6/1/1972,21.39,-1.20%,53.0,97,1.61,21.65,22.69,20.98,15.73,10.36,25.87,17.0,-2.36,55.666666666666664,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,21871.03,65.24,7.39,1.07,3.94,1.98,47.86,7.6,1.59%,82.70%,1.93,269.40%,51.41%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.99%,89.40%,0.76%,2.82%,1.84,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,1.09%,22.73%,13.31%,58.44%,107.37%,16.56%,2.45,4.94,3.90%,3.98%,4.59%,9.35%,31.75%,-7.47%,28.30%,-7.47%,117.19%,57.25,-1.27%,-1.77%,1.9,2766.28,0.95,121.91,-3.02%,2631587,11/1/2021 4:30:00 PM,137.03,10/12/2012,121.77,-0.11%,72.0,97,1.72,121.91,117.41,111.61,92.76,56.13,131.75,22.0,12.4,63.666666666666664,True
2689,FBP,First BanCorp.,Financial,Banks - Regional,USA,3153.78,13.19,8.58,0.92,3.97,1.5,1.17,8.77,2.55%,21.70%,1.19,-39.70%,35.00%,35.50%,14.40%,2.70%,181.20%,17.50%,206.72,202.02,1.30%,-2.77%,97.00%,1.62%,1.77%,2.09,1.30%,11.60%,17.10%,,,0.09,0.09,,96.80%,32.10%,-0.06%,19.47%,16.28%,31.46%,56.01%,14.01%,1.23,0.47,3.23%,2.78%,3.37%,7.79%,17.61%,-8.12%,22.70%,-8.12%,71.96%,56.34,-2.37%,-0.45%,2.0,1711.24,0.77,15.27,-2.80%,1321969,1/26/2022 8:30:00 AM,23.3,1/13/1987,15.25,-0.13%,69.0,93,1.33,15.27,14.87,14.19,13.0,8.88,16.62,12.0,52.59,58.0,True
2718,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,65097.35,16.77,12.34,0.58,3.07,4.85,8.49,9.96,0.68%,8.50%,2.63,344.60%,15.78%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-8.36%,78.10%,0.18%,2.15%,1.82,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,2.71%,16.19%,13.65%,27.43%,42.57%,5.81%,2.04,1.53,3.81%,3.22%,2.48%,8.45%,14.60%,-6.52%,22.55%,-6.52%,75.08%,58.27,-2.92%,0.93%,2.1,17284.09,1.01,43.19,-2.02%,17394370,1/26/2022 8:30:00 AM,43.04,7/10/1995,43.0,-0.44%,66.0,89,1.24,43.19,42.4,39.96,37.79,24.71,46.2,19.0,-0.35,58.0,True
3423,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,USA,6150.57,21.38,8.59,2.34,0.38,1.48,5.18,11.69,,0.00%,1.05,-301.50%,43.93%,-46.60%,9.13%,-5.60%,,42.40%,283.0,280.45,0.20%,-32.69%,86.40%,0.56%,3.05%,2.21,1.40%,7.50%,-10.40%,1.2,0.7,1.66,1.92,22.20%,4.50%,1.70%,1.49%,16.83%,18.06%,41.71%,96.76%,5.49%,1.95,1.06,5.55%,4.13%,-0.81%,-0.09%,16.10%,-10.72%,18.22%,-12.66%,109.85%,48.7,-3.16%,-0.18%,2.2,3868.99,0.98,21.74,-3.33%,3788683,11/5/2021 8:30:00 AM,24.29,8/5/1927,21.68,-0.28%,63.0,97,1.61,21.74,22.0,21.73,18.74,10.36,24.89,17.0,11.73,59.0,True
3475,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,780.74,10.07,11.74,1.26,3.61,1.28,0.93,14.17,3.08%,16.50%,2.58,30.00%,-19.15%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.20%,-0.04%,1.28%,2.34,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,1.21%,14.09%,29.82%,46.18%,105.94%,9.76%,1.19,0.74,2.97%,2.63%,3.33%,7.09%,22.55%,-5.04%,19.54%,-5.04%,112.08%,58.78,-1.89%,-0.19%,2.3,164.02,0.7,25.45,-2.08%,115284,1/25/2022 4:30:00 PM,24.33,5/14/1997,25.16,-1.14%,59.0,98,1.76,25.45,24.78,23.8,20.79,12.0,26.8,17.0,-4.4,58.0,True
4003,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,504.5,10.76,10.81,,3.78,1.35,1.16,8.54,0.48%,5.10%,4.69,19.10%,-1.48%,8.80%,,27.00%,40.60%,0.60%,9.94,9.21,5.60%,1.91%,71.20%,-0.03%,0.62%,1.26,1.10%,13.30%,12.40%,,,0.28,0.28,,58.30%,35.00%,0.24%,16.47%,54.15%,60.83%,65.85%,7.36%,0.75,1.54,3.64%,2.92%,6.63%,13.05%,45.52%,-2.43%,24.08%,-2.43%,85.88%,65.09,0.50%,2.73%,1.8,45.48,3.12,52.14,3.25%,141954,1/19/2022 4:30:00 PM,56.2,12/28/2004,52.14,0.00%,75.0,94,1.41,52.14,49.29,46.29,35.91,28.05,53.56,18.0,7.79,62.333333333333336,True
4473,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1958.1,,4.84,,1.89,6.31,17.59,6.16,,,-0.41,-630.90%,777.88%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,0.10%,0.00%,78.00%,0.88%,5.44%,2.64,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-4.33%,33.53%,5.74%,81.89%,58.99%,27.75%,3.35,0.24,5.42%,5.58%,9.39%,16.19%,40.72%,-10.22%,45.36%,-10.22%,143.89%,59.07,0.92%,-1.58%,2.0,9159.56,1.33,4.39,-0.68%,12191642,11/8/2021 8:30:00 AM,6.09,5/11/2011,4.36,-0.68%,69.0,95,1.48,4.39,4.06,3.79,3.13,1.8,4.89,32.0,38.72,65.33333333333333,True
4700,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,27400.99,,12.11,,2.27,,12.44,19.66,1.22%,,-4.82,-113.40%,3179.30%,39.90%,24.02%,103.10%,-132.80%,119.20%,253.6,250.63,0.10%,-0.98%,93.20%,0.37%,1.25%,1.93,-3.30%,356.80%,7.70%,0.9,0.8,,,8.20%,-7.90%,-10.00%,-2.55%,7.89%,0.04%,28.41%,61.64%,6.81%,1.39,3.3,3.59%,2.88%,-0.52%,0.90%,14.92%,-8.16%,8.63%,-8.16%,82.44%,48.21,-1.63%,-0.26%,1.6,1624.21,0.89,106.29,-1.88%,1449921,11/4/2021 8:30:00 AM,126.0,4/4/1994,106.3,0.01%,81.0,94,1.37,106.29,106.88,105.31,92.66,58.26,115.73,22.0,18.54,65.66666666666667,True
4724,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1042.63,,2.98,,0.94,4.88,20.28,2.65,,,-22.42,-153.00%,145.39%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,14.76,1.80%,-67.03%,76.00%,0.17%,15.68%,3.24,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,-5.10%,17.62%,-4.30%,11.67%,164.47%,15.37%,4.08,5.37,7.32%,7.81%,-1.56%,1.90%,8.37%,-13.85%,31.56%,-32.11%,197.92%,48.87,-0.49%,-2.38%,2.5,715.28,0.82,67.39,-2.85%,586809,11/2/2021 4:30:00 PM,91.7,12/15/2011,67.3,-0.13%,53.0,99,2.38,67.39,68.64,66.0,62.34,22.62,99.26,15.0,36.07,55.666666666666664,True
4958,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,4696.05,12.62,8.71,0.27,5.27,5.4,19.17,11.63,0.75%,0.00%,1.7,12250.00%,1.40%,,46.69%,,1205.00%,134.20%,174.76,161.65,5.10%,-69.08%,,0.45%,12.35%,11.74,19.70%,47.60%,-196.60%,2.0,2.0,0.56,0.56,86.70%,49.60%,33.10%,2.14%,15.88%,4.69%,52.78%,133.91%,13.67%,2.4,0.98,4.82%,4.65%,2.07%,3.45%,25.63%,-10.33%,18.86%,-10.33%,143.81%,51.66,-2.57%,-2.00%,2.3,1701.16,0.71,20.48,-4.52%,1211094,11/2/2021 8:30:00 AM,22.71,6/29/2017,20.48,0.00%,59.0,98,1.97,20.48,20.16,19.78,16.34,8.4,22.84,14.0,10.89,57.0,True
5050,MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA,1253.78,188.84,16.91,60.53,9.13,2.15,87.68,14.98,2.45%,722.20%,0.12,-669.70%,9.75%,,3.12%,,284.80%,81.80%,45.2,44.72,1.20%,-20.49%,86.50%,0.15%,1.73%,2.84,0.10%,0.10%,-10.90%,5.3,5.3,0.11,0.11,,0.40%,0.30%,1.87%,11.14%,6.77%,20.16%,72.24%,8.35%,,0.85,4.40%,3.65%,2.08%,1.87%,13.11%,-7.94%,14.82%,-11.69%,77.98%,52.69,-1.72%,-0.96%,1.8,272.19,1.62,22.24,-2.67%,442151,11/3/2021 4:30:00 PM,26.9,4/18/2019,22.01,-1.03%,75.0,95,1.44,22.24,21.87,21.85,19.99,12.8,25.49,9.0,20.95,59.666666666666664,True
5092,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,44175.04,97.54,17.35,2.23,0.43,1.64,3.34,,3.16%,16.30%,0.75,-716.80%,144.19%,-39.20%,43.80%,-0.60%,156.30%,85.90%,633.0,590.89,0.10%,0.17%,79.40%,-0.16%,2.82%,2.6,10.40%,36.60%,-18.20%,2.0,1.5,0.96,0.97,8.10%,2.80%,8.90%,0.91%,17.45%,9.76%,35.63%,58.87%,14.63%,2.02,1.82,2.58%,2.41%,5.55%,10.32%,18.23%,-5.13%,20.89%,-5.13%,70.11%,63.35,-0.87%,-1.00%,1.8,6408.74,1.11,71.99,-1.85%,7121424,2/2/2022 8:30:00 AM,78.07,6/23/2011,72.45,0.64%,75.0,93,1.36,71.99,68.64,65.38,60.98,42.32,75.88,14.0,8.45,60.666666666666664,True
5117,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,14182.71,,9.75,,3.16,1.4,,10.37,1.26%,,-0.05,-409.20%,50.58%,6.10%,13.00%,-8.60%,158.10%,92.00%,789.0,766.09,0.25%,-7.85%,75.40%,0.49%,2.83%,1.29,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,2.36%,26.07%,16.53%,60.91%,121.58%,16.32%,2.96,0.71,3.91%,3.80%,6.80%,12.70%,36.00%,-6.65%,30.69%,-6.65%,159.44%,61.58,-0.74%,-1.47%,2.2,16855.18,1.04,18.68,-2.20%,17472079,11/3/2021 4:30:00 PM,20.79,11/26/1965,18.68,0.00%,63.0,98,1.95,18.68,17.64,16.6,13.77,7.2,20.01,21.0,11.3,60.666666666666664,True
5157,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,4919.94,19.01,6.98,1.83,3.72,3.08,67.3,5.68,0.45%,3.10%,2.34,-781.60%,56.28%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.40%,0.80%,90.60%,0.07%,9.45%,6.92,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,6.16%,22.89%,3.44%,39.50%,164.96%,20.42%,4.27,2.35,5.72%,5.42%,5.94%,6.04%,25.17%,-9.69%,28.07%,-9.69%,208.56%,55.26,-0.74%,-2.81%,2.1,1499.16,1.04,42.89,-3.53%,1558226,10/26/2021 4:30:00 PM,51.47,2/2/2012,43.19,0.70%,66.0,99,2.48,42.89,40.79,40.41,34.36,13.9,47.49,18.0,20.0,61.0,True
5411,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1686.38,,3.77,,7.4,,843.19,5.02,1.37%,,-6.36,-978.70%,57.37%,33.10%,36.30%,15.00%,102.50%,178.00%,65.86,63.67,4.30%,-16.98%,59.40%,0.63%,14.30%,8.73,-31.90%,178.60%,-117.10%,0.5,0.5,,,8.10%,,,0.73%,21.85%,-5.69%,39.36%,101.99%,13.56%,2.34,1.17,4.81%,5.29%,3.89%,6.36%,18.74%,-12.83%,29.15%,-18.84%,139.11%,54.36,-2.67%,-0.56%,1.7,1042.31,0.99,22.62,-3.21%,1032027,11/5/2021 8:30:00 AM,32.92,1/10/2007,22.57,-0.22%,78.0,98,1.79,22.62,21.92,21.23,19.1,9.46,27.87,21.0,45.53,65.66666666666667,True
5578,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,USA,2610.33,3.12,6.0,1.04,1.85,2.96,5.82,5.3,1.48%,2.60%,43.29,885.80%,41.16%,,3.00%,6.50%,,48.30%,19.81,18.75,0.10%,6.18%,94.70%,-0.06%,5.87%,4.14,33.50%,98.90%,-229.30%,1.1,1.1,1.15,0.0,63.80%,,61.80%,-0.68%,12.69%,25.60%,45.91%,236.96%,7.24%,,6.04,4.73%,4.72%,1.48%,4.99%,33.59%,-7.78%,19.63%,-7.78%,300.01%,53.59,-0.10%,-1.55%,2.1,265.62,0.94,132.88,-1.65%,250383,11/3/2021 4:30:00 PM,158.75,11/20/2020,132.88,0.00%,66.0,99,2.86,132.88,131.55,126.73,100.88,34.58,144.1,13.0,19.47,59.333333333333336,True
