no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
2624,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40366.46,24.92,18.97,1.56,1.16,1.23,13.65,,3.17%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-26.43%,82.60%,0.34%,1.35%,1.2,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,2.23%,6.33%,11.71%,21.58%,51.83%,3.33%,0.47,1.02,2.59%,2.56%,0.99%,4.41%,17.19%,-3.32%,14.95%,-3.32%,54.75%,59.18,1.16%,-1.24%,10928.8,1.21,42.56,-0.09%,13252600,,49.78,7/6/1943,42.56,0.00%,66.0,94,1.35,42.56,42.23,40.84,36.38,27.71,44.02,18.0,16.96,59.333333333333336,True
2635,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,29598.88,,18.37,,3.44,14.65,6.87,9.63,,,-2.14,90.50%,38.94%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.01,0.40%,-42.34%,97.10%,2.43%,5.12%,2.68,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-6.24%,14.53%,22.72%,33.64%,21.63%,8.52%,1.52,9.55,4.94%,4.60%,0.41%,6.44%,16.47%,-9.93%,30.02%,-9.93%,43.39%,52.4,0.78%,-2.67%,2845.69,1.28,196.11,-1.91%,3631919,2/10/2022 4:30:00 PM,215.96,7/20/2005,196.07,-0.02%,53.0,81,1.08,196.11,196.4,185.02,168.51,136.77,217.72,12.0,10.12,48.666666666666664,True
2665,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23529.48,11.37,8.47,0.4,3.46,2.06,35.98,6.53,1.45%,14.30%,12.14,141.40%,-11.41%,50.00%,28.59%,66.80%,218.90%,162.90%,180.18,176.65,0.20%,-10.18%,89.50%,-1.45%,3.22%,1.92,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,5.04%,7.35%,28.49%,80.17%,87.48%,28.05%,2.3,6.89,6.40%,4.85%,6.44%,13.58%,39.56%,1.14%,45.34%,1.14%,111.58%,63.07,4.42%,-0.77%,2967.94,1.27,138.1,3.62%,3780661,2/22/2022 4:30:00 PM,148.42,10/12/2012,137.66,-0.32%,72.0,98,1.67,138.1,130.22,122.27,99.26,65.93,138.47,25.0,7.47,65.0,True
2820,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,31126.14,12.83,12.34,,5.97,1.63,0.82,,2.51%,31.20%,3.73,-45.10%,13.63%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.65,0.20%,-6.86%,83.20%,-0.88%,1.33%,1.59,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-0.81%,8.16%,12.62%,21.24%,32.89%,9.85%,1.34,1.6,3.48%,2.79%,0.42%,3.08%,13.44%,-5.53%,18.50%,-5.53%,39.27%,51.98,1.85%,-2.33%,5702.95,1.38,47.84,-0.52%,7889174,1/20/2022 8:30:00 AM,51.88,3/17/1980,47.84,0.00%,72.0,89,1.19,47.84,47.81,46.5,42.2,34.35,50.64,16.0,8.44,59.0,True
3166,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,62408.24,20.3,16.8,1.85,1.62,3.7,38.93,30.46,2.03%,40.20%,11.55,5.00%,15.10%,6.00%,10.95%,4.70%,-2.70%,-1.80%,278.27,260.82,0.10%,-0.76%,86.80%,-0.55%,0.90%,1.94,6.40%,20.30%,12.00%,1.4,1.0,0.61,0.67,16.70%,10.80%,8.50%,8.63%,12.28%,21.24%,17.39%,40.34%,12.46%,1.0,5.17,2.85%,2.15%,9.25%,11.31%,17.29%,2.74%,18.99%,2.74%,43.73%,80.58,1.69%,1.13%,1210.55,2.71,234.45,2.84%,3284004,1/26/2022 8:30:00 AM,240.87,4/25/1952,234.43,-0.01%,63.0,91,1.25,234.45,215.67,211.2,200.11,163.12,234.99,29.0,2.74,61.0,True
3545,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,30575.7,55.93,17.06,,4.09,5.55,12.64,20.63,0.99%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-33.36%,84.30%,-2.07%,2.23%,2.29,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,7.66%,12.69%,32.90%,44.68%,54.22%,36.51%,1.77,3.97,4.59%,3.81%,7.58%,16.27%,23.97%,3.55%,47.92%,3.55%,63.18%,71.54,4.31%,-0.66%,2710.39,1.54,101.06,3.63%,4174404,1/26/2022 8:30:00 AM,112.54,5/24/1962,101.4,0.34%,63.0,95,1.38,101.06,94.44,87.43,81.63,61.93,101.65,9.0,11.36,55.666666666666664,True
4854,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,39874.7,30.7,11.85,2.37,0.16,,14.48,9.92,0.68%,19.20%,8.96,-667.60%,-2.88%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-64.24%,88.90%,-2.70%,4.07%,5.65,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,1.53%,7.79%,24.07%,36.71%,58.25%,10.62%,0.7,6.84,2.46%,2.36%,2.26%,7.67%,26.97%,-2.75%,20.14%,-2.75%,62.37%,63.05,1.50%,-1.63%,1056.78,1.48,274.96,-0.15%,1560889,2/2/2022 4:30:00 PM,302.34,11/10/1994,270.76,-1.53%,72.0,95,1.41,274.96,269.73,256.22,216.96,169.75,282.73,13.0,9.96,60.0,True
5053,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,17313.61,27.27,15.72,1.33,0.62,6.74,2.27,8.48,,0.00%,11.25,0.30%,13.48%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-9.03%,96.10%,-1.35%,1.49%,2.89,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-2.54%,11.25%,4.94%,14.19%,38.08%,-3.52%,0.77,11.69,4.14%,3.66%,0.62%,2.03%,10.07%,-6.47%,16.40%,-6.47%,46.67%,51.97,-2.03%,-1.60%,299.81,6.11,306.87,-3.60%,1832568,2/9/2022 4:30:00 PM,342.5,7/2/2003,306.87,0.00%,56.0,90,1.23,306.87,306.06,300.62,279.0,209.22,328.11,11.0,11.61,52.333333333333336,True
5076,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,46633.23,37.35,14.91,1.24,0.39,1.79,4.3,33.03,2.98%,15.40%,2.08,111.90%,5.73%,-1.80%,30.11%,13.80%,171.60%,96.30%,601.0,590.89,0.20%,-5.84%,74.70%,-6.27%,2.86%,2.47,11.00%,37.10%,7.50%,1.7,1.3,0.95,0.97,9.00%,3.40%,8.10%,1.10%,8.30%,26.93%,29.74%,38.81%,21.69%,1.88,2.49,3.62%,3.04%,0.93%,8.66%,22.51%,-4.32%,29.87%,-4.32%,55.15%,58.2,2.99%,-1.22%,6822.31,1.18,77.87,1.74%,8029261,2/2/2022 8:30:00 AM,85.33,6/23/2011,77.6,-0.35%,75.0,91,1.24,77.87,77.46,71.97,63.66,50.19,81.39,16.0,9.58,60.666666666666664,True
5100,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16147.09,18.64,12.06,,2.94,1.64,,7.87,1.06%,18.10%,1.21,165.50%,-22.94%,19.80%,-2.04%,10.10%,295.20%,120.40%,775.0,728.77,0.30%,-27.72%,77.30%,-3.46%,3.33%,1.29,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,3.16%,13.65%,43.69%,87.84%,101.43%,37.39%,2.73,1.07,5.89%,4.57%,6.32%,18.89%,50.51%,-2.67%,57.83%,-2.67%,132.58%,65.61,4.11%,-0.96%,18833.09,1.36,22.56,3.11%,25626613,2/16/2022 4:30:00 PM,23.07,11/26/1965,22.5,-0.27%,63.0,98,1.8,22.56,21.35,19.12,15.05,9.7,23.18,13.0,2.26,58.0,True
5134,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,22414.29,13.21,12.48,2.6,5.69,1.45,0.51,11.29,2.63%,32.60%,13.79,38.80%,29.84%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.41,0.40%,-0.95%,88.50%,1.03%,5.33%,5.22,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-0.07%,7.92%,18.34%,28.17%,18.15%,18.65%,0.94,6.23,3.63%,2.74%,1.40%,7.17%,18.72%,-2.52%,28.79%,-2.52%,41.86%,56.08,2.76%,-3.11%,1310.54,1.06,182.23,-0.44%,1386015,1/20/2022 8:30:00 AM,188.91,3/17/1980,181.81,-0.23%,53.0,79,1.05,182.23,180.23,170.67,153.58,128.46,186.95,17.0,3.67,49.666666666666664,True
5328,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11464.67,22.24,18.74,6.32,2.34,2.12,136.16,15.25,3.25%,65.40%,1.3,771.10%,6.56%,4.40%,3.52%,1.80%,97.40%,16.30%,395.7,391.12,0.30%,0.00%,98.20%,0.47%,3.74%,2.78,2.30%,10.60%,5.80%,0.7,0.5,1.7,1.81,71.60%,20.60%,10.80%,1.69%,3.43%,15.77%,16.56%,31.50%,4.78%,0.31,0.66,2.38%,2.28%,0.47%,3.26%,12.06%,-4.17%,10.53%,-4.17%,37.04%,57.69,0.94%,-1.10%,5258.74,1.12,28.93,-0.17%,5890551,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.93,0.00%,72.0,88,1.17,28.93,28.78,28.06,25.83,21.11,30.19,17.0,5.43,59.0,True
5750,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,41032.73,,16.56,,1.83,3.88,14.85,5.43,0.09%,2.50%,-0.79,113.30%,-28.39%,29.10%,,20.70%,196.80%,89.40%,936.8,931.85,0.10%,0.00%,73.20%,3.62%,3.89%,2.06,2.00%,16.60%,8.60%,1.2,1.0,2.79,2.8,59.40%,19.50%,6.80%,10.54%,17.36%,47.24%,70.42%,58.21%,50.85%,2.06,2.26,7.61%,5.19%,10.14%,24.37%,43.69%,1.33%,67.87%,1.33%,102.27%,68.86,14.36%,-1.29%,17587.99,2.84,43.73,12.88%,49998535,2/24/2022 4:30:00 PM,44.83,7/2/1962,43.75,0.05%,53.0,95,1.41,43.73,40.01,35.47,30.53,21.62,43.78,-0.0,2.52,49.333333333333336,True
6244,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,57336.28,29.11,11.62,0.49,3.21,2.52,79.08,25.2,0.96%,374.00%,8.23,-126.30%,-4.80%,7.50%,58.82%,19.50%,889.30%,167.20%,244.0,241.38,0.30%,-3.91%,89.00%,2.38%,2.43%,2.5,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,4.05%,13.55%,35.88%,64.49%,68.03%,33.51%,1.6,9.79,5.74%,3.97%,8.15%,17.35%,40.38%,0.77%,45.43%,0.77%,86.55%,68.22,4.25%,0.24%,2347.46,1.76,239.6,4.50%,4133395,2/16/2022 4:30:00 PM,243.7,12/22/1987,238.78,-0.34%,72.0,96,1.44,239.6,225.59,208.16,175.87,133.73,240.97,26.0,1.71,64.66666666666667,True
6463,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,21911.3,9.71,10.66,0.39,5.37,1.38,0.75,9.4,2.81%,25.30%,2.49,141.90%,9.77%,23.60%,25.10%,1.40%,-29.00%,-0.50%,950.0,949.44,0.10%,-2.64%,77.20%,0.54%,2.22%,2.12,1.50%,14.50%,19.60%,,,0.14,0.14,,,58.80%,2.07%,5.59%,3.07%,15.63%,13.46%,10.96%,1.34,0.94,4.06%,3.18%,0.22%,3.22%,10.18%,-5.40%,19.46%,-5.40%,34.24%,51.96,3.20%,-3.50%,9964.41,1.29,24.19,-0.41%,12837516,1/20/2022 8:30:00 AM,26.93,3/17/1980,24.19,0.00%,59.0,75,1.01,24.19,24.19,23.48,21.96,18.02,25.57,20.0,11.33,51.333333333333336,True
6507,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,21726.05,15.13,11.93,1.77,2.08,2.63,2.64,10.22,1.24%,13.90%,7.25,71.00%,22.22%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.47%,75.10%,-2.27%,1.75%,2.59,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,1.04%,8.66%,11.27%,15.03%,35.90%,9.21%,1.08,3.76,3.88%,3.08%,-0.42%,4.09%,14.78%,-6.58%,17.88%,-6.58%,44.45%,52.57,0.93%,-3.25%,1253.89,1.49,109.65,-2.35%,1864359,1/26/2022 4:30:00 PM,133.88,7/1/1983,109.65,0.00%,72.0,90,1.21,109.65,110.39,105.58,95.64,75.91,117.37,16.0,22.1,59.333333333333336,True
6620,RTX,Raytheon Technologies Corporation,Industrials,Aerospace & Defense,USA,147217.36,39.87,17.71,2.46,2.29,2.05,18.8,74.35,1.99%,77.60%,2.58,212.80%,20.99%,-15.90%,16.20%,2.40%,360.80%,3.80%,1459.57,1355.06,0.10%,-1.61%,80.30%,-0.46%,0.79%,1.83,2.40%,5.40%,3.40%,1.2,0.9,0.43,0.43,19.50%,6.70%,6.00%,9.99%,15.03%,23.73%,20.26%,38.11%,19.34%,1.35,2.75,3.95%,2.50%,9.65%,14.12%,17.35%,4.50%,28.87%,4.50%,42.66%,75.77,3.74%,0.90%,5837.66,2.86,102.7,4.67%,16714587,1/25/2022 8:30:00 AM,105.39,9/5/1934,102.96,0.25%,72.0,90,1.23,102.7,94.28,90.38,87.61,72.74,102.96,10.0,2.62,57.333333333333336,True
6721,SBNY,Signature Bank,Financial,Banks - Regional,USA,20134.68,27.23,13.67,4.31,10.08,2.66,0.69,21.4,0.65%,17.60%,12.67,-8.00%,28.21%,6.50%,6.32%,11.80%,48.50%,15.40%,59.28,58.67,0.50%,0.00%,98.30%,5.39%,2.11%,1.12,0.80%,10.30%,15.60%,,,0.07,0.07,,80.50%,34.80%,2.88%,16.33%,5.81%,31.07%,54.15%,6.62%,1.8,15.96,5.53%,4.21%,4.52%,4.37%,20.78%,-7.97%,19.69%,-7.97%,67.42%,55.36,1.56%,-2.97%,1107.35,0.73,344.89,-1.46%,807769,1/18/2022 8:30:00 AM,429.71,3/23/2004,342.15,-0.79%,78.0,95,1.38,344.89,332.15,331.29,286.08,206.0,374.76,17.0,24.59,63.333333333333336,True
7678,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,32492.16,8.68,11.52,1.16,0.66,1.82,10.99,16.94,1.99%,16.80%,10.67,48.00%,-6.33%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.61,1.30%,-4.92%,85.80%,0.19%,1.34%,1.63,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,0.42%,2.93%,13.92%,18.02%,35.19%,6.31%,0.77,2.42,2.24%,2.28%,-1.03%,2.05%,14.13%,-8.00%,10.32%,-8.00%,37.64%,50.16,1.22%,-1.96%,2340.24,1.39,92.66,-0.76%,3255133,2/7/2022 8:30:00 AM,101.64,3/17/1980,91.92,-0.80%,63.0,90,1.21,92.66,93.69,90.93,81.25,68.26,100.72,14.0,9.69,55.666666666666664,True
8063,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,33766.43,,11.54,,0.36,1.94,9.65,71.24,4.69%,,-1.09,-160.10%,2.83%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.16%,79.30%,0.66%,3.18%,3.26,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-3.70%,1.87%,22.79%,24.44%,7.34%,11.18%,1.92,3.06,3.68%,3.42%,-3.96%,2.70%,11.62%,-10.94%,28.22%,-10.94%,41.90%,45.33,-0.36%,-1.25%,3972.05,1.57,83.51,-1.60%,6225985,1/27/2022 8:30:00 AM,94.95,11/1/1984,83.51,0.00%,72.0,70,0.96,83.51,87.06,81.62,74.84,58.85,93.77,22.0,13.7,54.666666666666664,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,37102.15,25.19,21.14,12.59,3.49,3.41,173.37,23.98,5.24%,170.80%,1.24,-75.90%,7.95%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1212.02,0.20%,-8.54%,87.40%,1.76%,2.20%,2.85,2.50%,10.00%,3.10%,0.6,0.5,1.82,2.0,62.10%,22.50%,10.80%,5.60%,6.50%,10.76%,27.10%,32.60%,20.12%,1.29,0.85,3.86%,2.55%,3.64%,9.66%,15.69%,0.84%,25.82%,0.84%,39.02%,66.42,2.59%,-0.65%,9346.01,1.19,31.28,1.92%,11146040,2/21/2022 4:30:00 PM,32.91,7/2/1962,31.27,-0.03%,66.0,88,1.18,31.28,30.26,28.63,27.07,22.59,31.31,17.0,5.21,57.0,True
