no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
405,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,106781.1,18.05,13.77,1.4,0.77,3.04,19.45,22.48,1.01%,24.10%,24.72,-2.60%,13.47%,13.90%,12.86%,9.00%,602.40%,14.90%,243.4,241.16,0.20%,-0.24%,92.70%,0.37%,0.77%,1.67,4.50%,12.30%,9.10%,,,0.61,0.64,,4.60%,3.10%,0.94%,-2.61%,5.60%,17.61%,53.43%,-3.73%,1.05,11.72,2.41%,2.82%,0.53%,1.68%,10.90%,-5.06%,13.73%,-5.06%,56.01%,51.52,0.12%,-1.34%,1.9,1119.39,0.9,446.26,-1.22%,1012621,1/26/2022 8:30:00 AM,490.26,10/30/2001,443.27,-0.67%,72.0,95,1.34,446.26,444.26,439.35,402.73,286.04,470.02,18.0,9.86,61.666666666666664,True
444,APR,"Apria, Inc.",Healthcare,Medical Instruments & Supplies,USA,1324.19,18.63,20.33,,1.16,56.48,6.12,17.45,,0.00%,2.0,195.30%,8.65%,18.20%,,0.30%,268.70%,3.80%,35.31,34.63,2.00%,-93.43%,89.20%,-12.57%,2.84%,1.65,10.50%,,14.00%,1.2,1.2,15.2,16.55,70.40%,9.30%,6.50%,0.22%,23.53%,1.83%,15.85%,,14.36%,,0.62,0.51%,0.88%,1.97%,12.84%,15.81%,-1.06%,33.67%,-6.80%,85.75%,66.69,-0.05%,0.05%,1.8,598.31,0.59,37.28,0.00%,352020,11/4/2021 4:30:00 PM,38.33,2/11/2021,37.28,0.00%,75.0,95,1.38,37.28,36.88,33.18,32.23,20.07,40.0,11.0,2.82,60.333333333333336,True
450,APTS,Preferred Apartment Communities,Real Estate,REIT - Residential,USA,907.04,,,,1.94,0.86,16.61,8.32,4.01%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.37,1.90%,-0.03%,53.00%,0.04%,1.15%,1.02,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,6.14%,-6.23%,38.87%,50.34%,126.88%,-3.27%,1.24,0.72,4.25%,3.87%,1.20%,8.83%,39.86%,-9.34%,35.85%,-9.34%,137.36%,56.15,2.64%,-0.53%,2.3,578.72,1.02,17.47,2.10%,587767,11/8/2021 4:30:00 PM,15.42,4/1/2011,17.47,0.00%,59.0,99,1.92,17.47,17.23,16.12,12.53,7.36,19.27,15.0,-11.73,57.666666666666664,True
463,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,6208.5,,6.52,,1.76,1.35,,4.4,,,-3.24,-319.20%,98.33%,-27.40%,,-2.50%,12.20%,40.30%,313.79,273.59,0.90%,-38.02%,77.90%,0.49%,7.27%,2.9,-7.80%,-18.60%,-11.40%,0.3,0.3,0.48,0.48,64.40%,-34.60%,-28.80%,6.73%,20.90%,1.80%,53.74%,177.72%,19.66%,4.0,1.16,6.23%,6.20%,9.28%,15.04%,31.33%,-4.95%,36.15%,-4.95%,194.51%,61.19,0.34%,-0.10%,2.2,6863.03,1.08,20.94,0.24%,7379151,2/16/2022 4:30:00 PM,27.62,10/10/2013,20.94,0.00%,63.0,99,2.4,20.94,19.3,18.25,16.0,7.24,22.03,18.0,31.9,60.0,True
473,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA,1617.0,103.14,2.63,,0.92,3.87,7.71,,0.95%,0.00%,1.02,-268.30%,114.86%,30.20%,,-10.60%,139.00%,55.50%,15.3,14.99,1.40%,-0.80%,,0.77%,31.81%,9.75,1.80%,10.00%,-41.40%,1.5,1.1,1.01,1.35,18.80%,3.10%,1.80%,7.24%,15.25%,17.66%,58.44%,112.51%,14.98%,0.84,5.4,6.61%,5.69%,8.20%,16.12%,39.56%,-6.11%,42.78%,-6.11%,169.11%,65.33,-1.51%,0.95%,2.0,488.98,1.54,105.0,-0.58%,751352,10/26/2021 8:30:00 AM,126.83,10/5/2016,105.0,0.00%,69.0,98,1.84,105.0,97.66,90.9,75.52,39.02,111.83,7.0,20.79,58.0,True
700,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,40737.37,19.55,17.15,1.4,2.69,,42.39,14.09,,0.00%,103.26,32.30%,10.63%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.40%,-46.79%,94.30%,-0.78%,2.16%,2.75,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,3.46%,-0.75%,11.59%,23.86%,65.41%,-3.71%,0.9,54.08,2.59%,2.61%,1.57%,1.98%,19.20%,-4.33%,11.73%,-4.33%,77.21%,53.76,-0.27%,-0.29%,2.3,161.67,1.09,2018.7,-0.56%,175788,12/7/2021 8:30:00 AM,2195.06,4/2/1991,2018.7,0.00%,59.0,96,1.42,2018.7,1985.31,1982.19,1696.18,1139.18,2110.0,15.0,8.74,56.666666666666664,True
711,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,391682.11,13.56,12.76,0.57,8.22,1.63,0.45,,1.74%,23.90%,3.56,-32.00%,16.21%,7.40%,23.89%,0.80%,69.00%,7.40%,8430.7,8103.31,0.11%,-2.31%,72.90%,0.17%,0.93%,1.5,0.90%,10.50%,7.30%,,,1.11,2.03,,89.10%,54.90%,5.25%,2.33%,2.01%,20.25%,49.15%,8.52%,1.37,1.34,2.54%,2.91%,2.95%,5.67%,12.23%,-3.59%,13.37%,-3.59%,51.92%,61.32,2.70%,1.25%,2.4,50536.4,1.18,48.28,3.98%,59527139,1/19/2022 8:30:00 AM,51.32,6/5/1979,48.28,0.00%,56.0,93,1.26,48.28,46.91,45.7,43.07,32.4,50.08,20.0,6.3,56.333333333333336,True
876,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,USA,8114.87,,,,26.38,,15.59,,,,-13.76,-19.70%,52.40%,,,,19.70%,666.70%,65.39,56.1,6.20%,-3.63%,92.90%,0.16%,8.01%,6.48,-94.40%,202.60%,-198.10%,2.0,1.9,,,78.60%,,,2.77%,5.89%,-11.41%,5.32%,50.53%,-4.83%,1.08,6.81,4.85%,5.84%,5.62%,8.24%,13.48%,-7.31%,33.81%,-13.43%,109.62%,55.52,0.61%,-0.14%,1.8,692.68,0.55,131.16,0.47%,380989,11/9/2021 8:30:00 AM,154.91,5/4/2017,130.5,-0.50%,75.0,93,1.28,131.16,124.18,121.59,115.86,62.57,151.51,8.0,18.11,58.666666666666664,True
915,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,50948.13,15.62,10.74,1.24,16.88,1.34,0.25,,2.20%,31.20%,3.96,-15.10%,21.03%,7.20%,12.65%,4.30%,-2.80%,-15.50%,844.09,823.81,0.10%,0.00%,86.10%,-0.20%,0.86%,1.63,0.70%,8.50%,2.80%,,,0.66,0.66,,93.70%,,5.69%,2.71%,4.66%,16.27%,47.06%,6.42%,1.07,1.8,2.58%,3.31%,1.74%,5.29%,13.57%,-4.22%,14.26%,-4.22%,50.13%,59.19,1.54%,0.16%,2.1,4314.24,1.0,61.81,1.71%,4299451,1/18/2022 8:30:00 AM,68.59,12/4/1969,60.4,-2.28%,66.0,93,1.27,61.81,60.78,58.76,54.5,41.4,64.53,28.0,10.97,62.333333333333336,True
929,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,27705.72,,15.53,,1.35,1.34,6.4,57.24,2.71%,,-0.36,2200.00%,34.91%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.47,6.17%,-42.61%,93.10%,0.52%,6.43%,6.18,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,-2.10%,3.54%,6.62%,25.48%,20.43%,10.52%,1.4,1.05,3.51%,4.27%,-1.11%,5.10%,11.08%,-6.37%,18.23%,-6.37%,41.81%,51.53,0.95%,-0.08%,2.0,8628.54,0.88,26.59,0.87%,7618966,1/20/2022 8:30:00 AM,32.14,10/3/1961,26.3,-1.09%,69.0,78,1.04,26.59,26.92,25.35,23.97,18.75,28.4,3.0,20.87,50.0,True
1039,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,7238.97,8.08,9.43,1.62,3.41,1.24,0.4,11.28,1.94%,16.70%,11.45,-14.70%,7.55%,-7.40%,5.00%,5.50%,54.00%,3.30%,80.13,78.58,1.20%,-10.03%,87.30%,0.31%,1.82%,2.77,1.20%,13.90%,22.90%,,,0.12,0.13,,92.30%,38.80%,5.01%,7.17%,12.15%,22.76%,49.64%,12.84%,1.02,3.07,3.45%,3.65%,1.31%,9.14%,16.73%,-6.95%,24.22%,-6.95%,52.23%,58.57,2.34%,0.13%,1.8,516.01,1.2,92.57,2.48%,620687,1/27/2022 8:30:00 AM,108.42,11/4/1982,92.57,0.00%,75.0,93,1.28,92.57,91.54,84.95,79.41,61.05,99.49,51.0,17.12,73.0,True
1061,BRKL,"Brookline Bancorp, Inc.",Financial,Banks - Regional,USA,1327.47,11.7,12.99,1.95,4.26,1.38,4.97,12.0,2.90%,35.30%,1.48,-45.20%,6.24%,-3.20%,6.00%,7.60%,56.00%,-3.70%,78.0,75.1,2.40%,-0.90%,84.30%,0.05%,1.85%,4.3,1.20%,10.80%,20.40%,,,0.16,0.16,,89.80%,33.20%,1.05%,3.11%,5.44%,14.53%,34.11%,6.61%,0.65,0.51,2.52%,3.31%,0.76%,5.42%,10.07%,-2.71%,15.22%,-2.71%,36.39%,59.19,0.29%,0.41%,2.0,323.53,0.6,17.26,0.70%,192707,1/26/2022 4:30:00 PM,19.0,3/25/1998,17.3,0.23%,69.0,86,1.13,17.26,17.13,16.38,15.69,12.82,17.74,13.0,10.08,56.0,True
1237,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,USA,412.0,14.28,11.28,,3.17,1.02,,,,,1.09,176.40%,3.80%,,,,,20.30%,26.46,25.36,2.99%,1.22%,38.18%,,0.42%,1.7,,,,,,,,,,,0.91%,0.06%,-1.02%,32.06%,43.11%,1.17%,,0.43,2.41%,2.70%,-0.68%,2.21%,11.31%,-5.41%,10.50%,-5.41%,55.39%,52.38,1.43%,0.13%,2.0,61.9,0.85,15.57,1.57%,52531,,18.5,2/28/2007,15.57,0.00%,69.0,89,1.18,15.57,15.66,15.22,14.0,10.02,16.46,42.0,18.82,66.66666666666667,True
1280,CCB,Coastal Financial Corporation,Financial,Banks - Regional,USA,605.53,25.07,15.87,,8.01,3.67,0.89,36.26,,0.00%,1.96,14.60%,62.89%,36.30%,,20.50%,59.80%,19.50%,12.0,9.61,2.90%,0.00%,55.80%,0.51%,2.08%,3.98,1.10%,14.50%,23.30%,,,0.17,0.0,,89.00%,28.80%,4.83%,-4.22%,26.59%,59.11%,123.67%,-2.75%,1.22,2.11,3.83%,4.30%,-2.07%,2.10%,37.01%,-9.52%,25.84%,-9.52%,134.20%,50.25,0.59%,0.23%,1.7,50.15,0.79,49.23,0.82%,39754,,63.38,7/18/2018,49.23,0.00%,78.0,99,1.92,49.23,50.08,48.26,36.05,21.38,54.41,7.0,28.74,61.333333333333336,True
1337,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,821.48,,4.74,,0.66,1.73,5.07,4.18,,,-1.93,-113.30%,1153.66%,-15.30%,,-6.50%,,25.70%,34.48,33.81,1.96%,0.00%,80.10%,-2.32%,4.41%,3.38,-2.80%,-12.70%,2.50%,0.7,0.6,1.34,1.46,92.50%,7.10%,-5.70%,14.60%,3.80%,3.62%,8.90%,166.30%,7.18%,2.46,1.43,6.32%,6.77%,5.22%,6.59%,12.78%,-9.82%,27.37%,-32.82%,181.39%,57.07,1.67%,0.55%,2.0,440.9,1.07,24.34,2.23%,469873,2/8/2022 8:30:00 AM,29.33,11/14/2017,24.5,0.66%,69.0,99,2.3,24.34,23.17,22.85,21.66,8.65,36.23,32.0,20.5,66.66666666666667,True
1351,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1456.08,,4.28,,0.75,4.59,25.28,,,,-2.92,-51.40%,396.90%,-20.30%,,-3.80%,10.60%,48.00%,90.1,49.84,0.90%,0.00%,57.90%,0.49%,8.46%,3.31,-18.60%,-64.00%,-9.10%,1.1,0.4,1.03,1.22,2.80%,-1.20%,-13.50%,4.16%,-1.75%,25.04%,41.94%,38.91%,-1.69%,2.5,0.93,5.08%,6.10%,-1.68%,5.46%,15.89%,-11.04%,31.93%,-16.94%,56.69%,51.76,2.97%,-0.06%,2.0,1274.52,0.95,16.28,2.91%,1211704,2/24/2022 4:30:00 PM,18.33,3/29/1996,16.15,-0.80%,69.0,82,1.08,16.28,16.52,15.47,14.05,10.39,19.6,8.0,12.59,53.0,True
1364,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,15482.63,54.43,6.76,0.87,3.04,5.49,20.45,16.51,1.60%,86.40%,1.38,-33.80%,138.47%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.91%,95.30%,1.02%,1.77%,1.22,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,5.57%,8.83%,28.31%,62.50%,73.99%,6.05%,1.0,3.25,4.82%,5.00%,8.86%,12.42%,33.77%,-0.99%,31.11%,-0.99%,78.08%,61.7,2.22%,-0.23%,2.1,3117.07,1.13,75.06,1.98%,3515699,11/3/2021 4:30:00 PM,73.42,8/11/2005,74.51,-0.73%,66.0,97,1.5,75.06,69.24,66.96,56.25,42.15,75.81,13.0,-2.18,58.666666666666664,True
1366,CFB,"CrossFirst Bankshares, Inc.",Financial,Banks - Regional,USA,824.76,11.98,11.45,,4.27,1.25,2.6,10.13,,0.00%,1.33,-58.80%,6.97%,,,,167.20%,-2.50%,50.99,44.05,0.70%,-2.66%,48.30%,-0.04%,0.69%,2.86,0.80%,6.90%,15.10%,,,0.0,0.0,,68.20%,22.60%,4.03%,0.88%,6.60%,14.95%,33.92%,2.43%,,0.49,2.50%,3.26%,2.14%,5.19%,12.02%,-2.80%,15.87%,-2.80%,39.04%,59.89,1.33%,0.19%,2.4,105.98,1.34,15.99,1.52%,141549,1/24/2022 4:30:00 PM,18.0,8/15/2019,15.99,0.00%,56.0,85,1.12,15.99,15.65,15.22,14.29,11.5,16.45,13.0,12.57,51.333333333333336,True
1372,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,23080.43,10.47,10.65,,4.76,1.08,1.46,,2.89%,34.70%,5.16,-41.70%,19.22%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,97.60%,-0.03%,2.79%,2.48,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,4.55%,6.02%,13.00%,22.92%,35.33%,14.39%,1.38,1.63,2.73%,3.23%,1.46%,8.31%,14.32%,-5.18%,24.08%,-5.18%,37.79%,61.28,1.81%,0.23%,2.0,4764.29,0.87,54.05,2.04%,4123553,1/19/2022 8:30:00 AM,60.18,9/24/2014,54.05,0.00%,69.0,87,1.15,54.05,53.28,49.97,47.34,39.26,57.0,13.0,11.34,56.333333333333336,True
1419,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,7958.56,27.33,7.23,5.01,2.02,2.17,9.37,10.89,2.61%,9.20%,2.45,,-3.36%,,5.45%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,17.46%,12.68%,10.16,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,-2.06%,2.75%,2.10%,21.69%,,3.81%,,2.75,3.40%,4.46%,-1.96%,3.00%,14.29%,-9.07%,18.03%,-9.07%,67.45%,49.6,-1.50%,0.46%,2.0,1297.64,0.93,66.98,-1.05%,1200342,11/2/2021 4:30:00 PM,96.64,2/10/2021,66.98,0.00%,69.0,94,1.29,66.98,68.33,65.09,58.71,40.0,73.66,30.0,44.28,64.33333333333333,True
1475,CIVI,"Civitas Resources, Inc.",Energy,Oil & Gas E&P,USA,4811.79,17.16,5.61,1.14,9.97,1.25,119.1,21.04,3.23%,20.60%,3.34,52.70%,94.50%,-49.30%,15.00%,-5.70%,739.60%,222.60%,30.85,26.48,0.70%,-2.58%,83.00%,108.09%,16.08%,4.96,4.90%,6.20%,4.70%,0.6,0.6,0.11,0.11,89.90%,33.10%,15.70%,8.38%,8.69%,6.84%,51.56%,142.34%,16.99%,1.7,2.83,4.81%,5.34%,5.31%,7.96%,22.48%,-3.44%,23.20%,-3.96%,150.28%,60.48,3.43%,1.35%,1.8,858.94,1.19,57.29,4.83%,1021856,,72.83,12/15/2011,57.29,0.00%,75.0,99,1.97,57.29,54.48,53.14,46.91,23.74,59.65,17.0,27.13,63.666666666666664,True
1489,CLBK,"Columbia Financial, Inc.",Financial,Banks - Regional,USA,2334.16,24.27,24.35,,8.64,2.14,6.88,20.92,,0.00%,0.88,6.60%,6.67%,15.30%,,12.60%,49.90%,-9.30%,102.98,41.06,0.30%,0.00%,16.50%,1.07%,1.93%,6.05,0.90%,8.20%,13.90%,,,0.73,0.73,,86.40%,30.90%,0.05%,3.58%,11.67%,16.40%,35.63%,2.73%,0.32,0.49,1.97%,2.35%,2.50%,4.99%,14.99%,-1.81%,18.59%,-1.81%,36.67%,61.9,0.61%,0.24%,1.5,131.3,0.65,21.43,0.85%,85518,1/25/2022 4:30:00 PM,23.0,4/20/2018,21.43,0.00%,84.0,87,1.15,21.43,20.93,20.45,18.65,15.68,21.83,17.0,7.33,62.666666666666664,True
