no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1037,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,7470.47,8.81,11.07,1.76,3.55,1.3,0.41,11.08,1.86%,15.50%,10.96,-14.70%,-21.42%,-7.40%,5.00%,5.50%,54.00%,3.30%,80.13,78.57,1.20%,-10.14%,87.70%,0.84%,1.37%,2.36,1.30%,15.30%,23.20%,,,0.12,0.13,,98.30%,43.00%,5.30%,21.73%,21.23%,37.69%,59.98%,17.78%,1.09,2.52,2.97%,2.74%,13.07%,16.34%,23.77%,-1.97%,29.67%,-1.97%,78.91%,76.47,-1.63%,-0.23%,1.8,456.03,2.63,96.63,-1.86%,1199983,1/27/2022 8:30:00 AM,104.33,11/4/1982,96.63,0.00%,75.0,93,1.33,96.63,86.42,83.34,78.2,54.01,99.49,50.0,7.97,72.66666666666667,True
1185,BY,"Byline Bancorp, Inc.",Financial,Banks - Regional,USA,1073.73,12.71,16.61,1.27,4.4,1.31,6.35,7.65,1.25%,10.40%,2.26,-35.30%,-29.07%,30.70%,10.00%,23.50%,96.20%,7.90%,37.2,22.59,0.70%,-7.17%,44.20%,0.35%,1.42%,2.93,1.30%,10.90%,19.90%,,,0.14,0.14,,94.60%,35.70%,0.24%,5.08%,17.93%,26.11%,73.34%,5.08%,1.33,0.71,2.15%,2.57%,3.70%,5.00%,17.56%,-1.41%,14.23%,-1.41%,96.98%,61.14,0.17%,-0.73%,2.4,109.47,0.89,28.74,-0.55%,96911,10/28/2021 4:30:00 PM,30.2,6/30/2017,28.74,0.00%,56.0,95,1.44,28.74,27.83,27.41,24.48,14.59,29.15,17.0,5.08,56.0,True
1278,CCB,Coastal Financial Corporation,Financial,Banks - Regional,USA,610.08,25.97,26.78,,8.07,3.8,0.9,26.88,,0.00%,1.96,14.60%,-9.16%,36.30%,,20.50%,59.80%,19.50%,12.0,9.61,2.60%,0.00%,55.70%,0.47%,1.95%,4.11,1.20%,16.20%,17.40%,,,0.17,0.0,,93.60%,32.20%,-3.97%,18.85%,52.27%,80.25%,136.16%,0.77%,1.25,2.05,2.99%,4.61%,-0.34%,8.90%,47.95%,-6.25%,33.53%,-6.25%,160.12%,56.42,-1.75%,-0.31%,1.7,45.62,2.19,51.01,-2.05%,99743,,63.38,7/18/2018,51.01,0.00%,78.0,99,1.96,51.01,51.33,47.08,34.6,19.61,54.41,3.0,24.25,60.0,True
1335,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,849.38,,5.01,,0.69,1.83,5.24,4.32,,,-1.93,-113.30%,1153.66%,-15.30%,,-6.50%,,25.70%,34.48,33.81,1.96%,0.00%,79.90%,-2.65%,4.71%,3.05,-2.80%,-12.70%,2.50%,0.7,0.6,1.34,1.46,92.50%,7.10%,-5.70%,8.23%,17.83%,-27.82%,41.44%,167.32%,13.47%,2.54,1.35,6.28%,5.56%,7.70%,10.51%,24.26%,-1.34%,29.24%,-28.87%,222.53%,61.04,-1.19%,2.11%,2.0,522.7,0.89,25.77,0.90%,464552,2/8/2022 8:30:00 AM,29.33,11/14/2017,25.77,0.00%,69.0,99,2.22,25.77,24.1,23.36,20.82,7.99,36.23,32.0,13.81,66.66666666666667,True
1362,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,14448.52,49.49,6.49,0.79,2.83,4.99,19.09,15.4,1.76%,86.40%,1.38,-33.80%,139.65%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.02%,95.30%,0.97%,2.03%,1.57,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,1.16%,6.13%,11.94%,45.37%,51.70%,-3.57%,1.06,2.51,4.20%,3.60%,-1.92%,4.57%,24.99%,-8.72%,19.21%,-8.72%,71.18%,52.36,2.66%,0.06%,2.1,2759.17,1.12,68.25,2.72%,3083103,11/3/2021 4:30:00 PM,72.42,8/11/2005,68.5,0.37%,66.0,91,1.26,68.25,69.76,65.46,54.72,39.87,74.77,6.0,6.11,54.333333333333336,True
1417,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,8005.03,28.34,7.17,4.89,2.03,2.25,9.43,10.95,2.52%,9.20%,2.45,,-0.14%,,5.80%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,18.01%,12.11%,10.48,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,-1.04%,13.22%,9.94%,36.73%,,7.67%,,2.58,4.81%,3.79%,4.96%,8.31%,21.47%,-5.69%,22.41%,-5.69%,73.68%,57.48,-4.84%,2.07%,2.0,1201.47,1.22,69.47,-2.87%,1464206,11/2/2021 4:30:00 PM,95.27,2/10/2021,68.34,-1.63%,69.0,91,1.28,69.47,66.62,64.22,57.32,40.0,73.66,33.0,37.14,64.33333333333333,True
1467,CIO,"City Office REIT, Inc.",Real Estate,REIT - Office,USA,846.32,19.28,,2.14,5.15,2.53,47.81,37.12,4.13%,58.80%,1.0,52.10%,-100.00%,35.10%,9.00%,23.90%,-197.00%,8.70%,43.55,42.34,0.10%,-3.19%,78.60%,-0.23%,0.70%,0.82,3.90%,13.40%,3.20%,,,1.81,1.81,64.60%,18.60%,27.00%,-4.34%,8.75%,1.79%,55.04%,98.57%,-1.72%,1.55,0.55,2.29%,2.62%,-2.29%,3.92%,27.93%,-10.69%,21.12%,-10.69%,108.16%,48.36,-1.12%,-2.00%,2.3,359.58,1.12,19.38,-3.10%,401251,11/3/2021 8:30:00 AM,21.83,4/15/2014,19.31,-0.36%,59.0,97,1.65,19.38,19.88,18.68,15.19,9.31,21.7,13.0,12.64,56.333333333333336,True
1552,CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,1572.64,6.0,3.18,,2.5,1.03,5.55,,3.49%,18.90%,2.2,-130.60%,71.93%,-16.10%,,-1.30%,506.10%,100.40%,123.31,53.79,77.90%,0.00%,27.50%,-0.86%,2.19%,1.89,7.40%,18.60%,2.10%,1.1,1.0,1.43,1.61,73.10%,47.30%,42.90%,3.69%,11.40%,-8.85%,29.44%,51.44%,4.27%,1.43,0.4,3.12%,3.06%,5.22%,6.11%,7.27%,-4.97%,17.66%,-21.11%,71.30%,61.01,-0.98%,-0.45%,1.3,621.43,1.14,13.19,-1.42%,705835,10/27/2021 8:30:00 AM,18.5,11/4/2010,13.3,0.83%,91.0,91,1.26,13.19,12.6,12.42,12.31,7.7,16.72,16.0,40.26,66.0,True
1580,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,USA,1429.0,11.87,11.99,1.19,4.79,1.47,3.31,12.29,1.42%,12.90%,3.08,-13.80%,-4.69%,5.60%,10.00%,16.90%,29.20%,-0.30%,39.65,35.53,3.00%,-5.99%,73.90%,-0.08%,0.77%,2.19,1.60%,12.90%,19.60%,,,0.15,0.15,,85.10%,41.10%,3.66%,12.58%,12.75%,44.59%,67.63%,11.62%,1.28,1.1,4.11%,3.12%,8.22%,8.33%,23.60%,-1.32%,18.69%,-1.32%,87.23%,70.89,-0.98%,-0.27%,1.6,124.72,2.45,36.51,-1.24%,306003,1/27/2022 8:30:00 AM,39.0,6/4/1996,36.51,0.00%,81.0,94,1.39,36.51,33.96,33.75,29.59,19.5,37.0,14.0,6.82,63.0,True
1635,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,111268.97,26.04,11.22,,3.07,2.64,10.59,19.31,1.74%,51.00%,3.36,-139.20%,32.70%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-10.42%,80.40%,0.11%,1.13%,1.95,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,8.00%,22.05%,17.46%,60.66%,90.24%,21.24%,1.55,2.32,3.01%,2.78%,15.24%,18.45%,38.70%,0.74%,32.47%,0.74%,120.43%,77.75,-0.89%,1.80%,1.8,7651.01,1.4,87.51,0.89%,10721208,2/3/2022 8:30:00 AM,92.73,1/13/1978,87.54,0.03%,75.0,96,1.58,87.51,76.88,74.16,63.27,39.7,89.11,12.0,5.97,61.0,True
1687,CRC,California Resources Corporation,Energy,Oil & Gas E&P,USA,3513.62,0.52,8.39,0.04,2.26,3.37,18.59,12.42,1.56%,0.00%,83.93,,-13.87%,19.30%,14.00%,-8.30%,-43.20%,43.80%,81.6,79.72,0.84%,-92.26%,98.66%,0.06%,3.96%,4.31,116.50%,362.10%,125.40%,0.7,0.6,0.56,0.0,55.80%,,,2.84%,3.01%,2.14%,71.38%,76.18%,1.80%,,2.01,5.04%,4.80%,1.39%,1.36%,24.69%,-7.19%,18.73%,-7.84%,99.54%,51.48,-2.58%,1.18%,2.0,732.15,0.88,43.48,-1.43%,643718,11/11/2021 8:30:00 AM,57.6,10/28/2020,43.48,0.00%,69.0,95,1.46,43.48,42.94,42.87,34.97,21.79,47.18,8.0,32.47,57.333333333333336,True
1793,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2255.36,8.22,11.29,0.82,3.13,2.05,2.03,7.27,,0.00%,8.8,82.30%,-29.20%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.57,6.70%,-25.45%,86.50%,3.00%,4.27%,2.74,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,1.23%,11.08%,55.59%,96.52%,217.32%,10.72%,1.57,3.52,5.92%,5.25%,8.18%,17.20%,61.68%,-4.93%,34.84%,-4.93%,245.16%,61.18,-3.12%,0.00%,2.1,461.08,1.09,72.38,-3.12%,500471,1/24/2022 4:30:00 PM,73.25,2/21/2012,72.38,0.00%,66.0,99,2.63,72.38,67.67,62.05,44.97,20.97,76.13,21.0,1.2,62.0,True
2180,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33586.09,29.13,9.6,1.17,3.76,3.79,14.47,12.2,0.87%,26.40%,1.73,3855.60%,55.22%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.73%,90.50%,-1.79%,2.61%,1.54,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,3.84%,24.78%,28.46%,108.28%,167.93%,14.32%,3.0,1.98,4.04%,4.33%,10.75%,16.96%,58.77%,-2.12%,41.66%,-2.12%,232.73%,70.05,-1.41%,1.37%,1.8,10860.22,1.06,50.36,-0.06%,11491341,11/2/2021 4:30:00 PM,52.55,3/17/1992,50.52,0.32%,75.0,99,2.09,50.36,46.03,43.89,32.97,16.11,51.99,29.0,4.35,67.66666666666667,True
2259,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1852.54,6.75,7.62,0.52,1.27,1.44,11.71,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.60%,-32.44%,,-0.07%,15.71%,10.86,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,9.67%,13.39%,28.98%,42.82%,104.76%,7.41%,1.4,1.95,4.68%,2.86%,9.31%,11.84%,33.93%,-1.33%,21.05%,-1.33%,128.38%,73.96,-0.95%,-0.10%,2.2,415.82,1.4,66.71,-1.05%,583775,11/3/2021 4:30:00 PM,69.0,7/9/1999,66.71,0.00%,63.0,97,1.7,66.71,61.44,59.8,49.94,29.21,67.94,17.0,3.43,59.0,True
2422,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1570.64,3.64,7.66,,1.44,1.41,6.86,3.82,,0.00%,11.95,214.60%,-20.99%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-9.67%,90.40%,0.18%,2.44%,2.52,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,1.90%,9.39%,20.52%,37.10%,68.91%,6.10%,1.53,1.3,2.69%,2.96%,5.52%,8.13%,22.06%,-1.56%,20.72%,-1.56%,97.46%,64.05,-0.73%,-0.82%,2.0,344.52,0.72,43.46,-1.54%,248347,10/28/2021 4:30:00 PM,46.5,10/30/2014,43.46,0.00%,69.0,94,1.4,43.46,41.43,40.32,35.64,22.01,44.43,20.0,6.99,61.0,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,59701.44,20.43,10.59,0.28,3.85,2.82,13.91,11.83,2.84%,31.00%,5.17,-122.20%,15.25%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,88.00%,-0.32%,0.87%,1.21,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,7.76%,22.60%,21.07%,51.23%,81.05%,18.96%,1.94,3.14,3.48%,3.23%,13.52%,17.30%,32.81%,-0.33%,30.99%,-0.33%,118.65%,76.56,-1.78%,1.85%,2.0,4207.07,1.47,105.67,0.04%,6163682,11/4/2021 4:30:00 PM,114.06,10/4/1989,106.33,0.63%,69.0,95,1.45,105.67,94.17,91.49,81.69,50.08,107.99,11.0,7.94,58.333333333333336,True
2521,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1237.5,,5.73,,3.96,1.46,3093.75,7.14,,,-0.42,156.50%,115.17%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.54%,72.50%,,2.83%,2.59,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,16.04%,40.21%,38.08%,45.84%,134.89%,32.91%,2.51,0.85,7.80%,6.72%,21.54%,29.50%,47.94%,-3.96%,54.52%,-3.96%,187.92%,68.05,-0.34%,1.11%,2.2,407.8,2.25,14.54,0.76%,918011,11/4/2021 8:30:00 AM,19.66,4/18/1994,14.81,1.86%,63.0,98,1.95,14.54,12.19,11.29,9.86,5.05,15.27,31.0,35.21,64.0,True
2638,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,USA,1798.73,80.88,14.56,4.04,1.73,24.7,9.4,12.63,,0.00%,0.17,101.40%,21.79%,15.40%,20.00%,14.20%,231.60%,13.50%,128.32,127.09,1.20%,-23.52%,85.40%,0.28%,4.98%,4.6,2.40%,52.10%,6.60%,0.9,0.9,4.11,4.47,58.20%,5.10%,2.30%,-4.82%,3.44%,36.93%,37.34%,74.40%,-11.91%,1.9,0.63,2.97%,4.27%,-7.34%,0.81%,22.04%,-16.71%,25.61%,-16.71%,98.99%,43.68,-1.28%,-1.96%,2.2,1374.75,0.97,13.83,-3.22%,1330005,1/27/2022 8:30:00 AM,16.0,4/9/1999,13.83,0.00%,63.0,95,1.45,13.83,14.93,13.77,11.36,6.95,16.61,19.0,15.69,59.0,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,21911.04,65.36,7.4,1.07,3.95,1.99,47.95,7.62,1.59%,82.70%,1.93,269.40%,51.41%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.99%,89.40%,0.76%,2.82%,1.85,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,3.78%,19.60%,15.27%,68.10%,109.83%,16.77%,2.45,4.96,4.22%,4.02%,10.42%,13.48%,36.86%,-2.63%,32.54%,-2.63%,124.37%,64.54,-3.61%,1.12%,1.9,2741.08,1.61,125.94,-2.53%,4413832,11/1/2021 4:30:00 PM,137.03,10/12/2012,126.0,0.05%,72.0,98,1.74,125.94,115.23,111.25,92.28,56.13,131.75,22.0,8.81,64.0,True
2689,FBP,First BanCorp.,Financial,Banks - Regional,USA,3258.17,13.63,8.86,0.95,4.1,1.55,1.21,9.06,2.46%,21.70%,1.19,-39.70%,35.00%,35.50%,14.40%,2.70%,181.20%,17.50%,206.72,202.02,1.30%,-2.77%,97.00%,1.62%,1.77%,2.11,1.30%,11.60%,17.10%,,,0.09,0.09,,96.80%,32.10%,3.18%,22.21%,19.96%,43.76%,60.22%,17.78%,1.23,0.44,2.64%,2.77%,12.18%,15.16%,25.45%,-1.04%,30.41%,-1.04%,82.77%,75.05,-1.04%,0.06%,2.0,1694.76,0.88,16.23,-0.98%,1492690,1/26/2022 8:30:00 AM,23.3,1/13/1987,16.23,0.00%,69.0,93,1.33,16.23,14.62,14.14,12.96,8.88,16.62,12.0,43.56,58.0,True
2694,FC,Franklin Covey Co.,Industrials,Consulting Services,USA,702.87,37.16,40.11,2.48,2.96,8.34,13.7,16.12,,0.00%,1.29,241.80%,57.50%,15.70%,15.00%,2.30%,517.30%,26.90%,14.25,12.37,8.10%,0.00%,56.40%,0.22%,0.87%,1.95,8.20%,24.80%,13.90%,1.0,1.0,0.27,0.38,77.70%,5.80%,7.70%,-6.32%,11.29%,15.52%,33.14%,96.68%,3.56%,1.69,1.91,4.28%,3.42%,1.91%,3.35%,24.60%,-8.59%,16.61%,-8.59%,101.55%,52.14,-2.38%,-1.21%,1.5,54.82,1.2,48.01,-3.56%,65960,1/6/2022 4:30:00 PM,63.5,6/3/1992,48.01,0.00%,84.0,97,1.63,48.01,47.35,46.54,38.62,23.82,52.52,22.0,32.26,67.66666666666667,True
