date,AZO,DRE,LOW,ZTS,portfolio
2022-02-17,530.7672293266556,422.3767589016739,388.52848877915164,817.8655940170922,2159.5380710245736
2022-02-18,538.3091320885386,421.6596494137589,386.61876183248665,810.452403281949,2157.0399466167332
2022-02-22,518.932912150085,420.38479147913347,372.5560994038005,805.2843451412749,2117.1581481742937
2022-02-23,503.05848426931004,415.84310818734207,373.4241643317134,792.4065376098631,2084.732294398229
2022-02-24,503.19586179154,417.675714568678,370.50747888972063,808.8849990013226,2100.2640542512613
2022-02-25,522.7823576384591,429.4681884577269,380.52492908414433,824.8128101776534,2157.5882853579838
2022-02-28,522.4347042077636,422.297093578577,383.78886169029374,820.3224803508218,2148.843139827456
2022-03-01,509.44527274300617,421.26126200825297,384.55276306545545,815.6203967847297,2130.879694601444
2022-03-02,526.7467635396808,424.6077830835265,396.9834591910669,830.5739209916233,2178.9119268058976
2022-03-03,528.5915718557645,431.4601558802674,392.8514616570045,829.7266474830063,2182.6298368760426
2022-03-04,530.2765855402359,437.5157234709857,389.01462951072307,833.8356783758029,2190.6426168977478
2022-03-07,521.5683770477721,434.40825915502427,385.87221221903707,796.7697247000873,2138.6185731219207
2022-03-08,518.4338491134241,427.4762210351865,387.60834207486306,768.3878073845467,2101.9062196080204
2022-03-09,528.370104504905,433.2130665434957,392.1570203111698,803.0815503670793,2156.82174172665
2022-03-10,523.699166075304,434.3285634369166,389.1882266015621,801.5565485446199,2148.772504658403
2022-03-11,522.7711319714707,427.31685999398195,385.7854269192371,784.9086065962796,2120.7820254809694
