,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
18,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,34250.57,84.0,26.0,81,1.23,302.46,337.11,11.46,0.02%,1.73%,12.01%,16.20%,56.98%,55.64%,305.11,,258.88,182.83,312.15,63.666666666666664,True
24,APA,APA Corporation,Energy,Oil & Gas E&P,11024.86,71.5,15.0,92,1.59,28.61,33.98,18.77,3.43%,1.63%,61.73%,37.35%,103.77%,101.62%,28.34,,21.17,12.2,31.14,59.5,True
25,ARCB,ArcBest Corporation,Industrials,Trucking,2775.91,84.0,24.0,96,2.01,109.85,127.56,16.12,-3.22%,22.92%,67.84%,39.44%,157.92%,157.44%,107.9,,73.73,39.84,116.79,68.0,True
28,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,1378.63,94.0,19.0,96,2.02,48.17,58.0,20.41,-2.57%,5.66%,39.26%,49.74%,147.79%,140.97%,48.75,,34.26,17.46,50.95,69.66666666666667,True
33,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,5510.87,91.5,16.0,81,1.23,59.41,62.64,5.44,-2.48%,6.18%,16.83%,14.34%,54.31%,47.49%,58.26,,49.84,36.36,61.46,62.833333333333336,True
38,BANC,"Banc of California, Inc.",Financial,Banks - Regional,1340.85,81.5,13.0,78,1.17,21.28,24.0,12.78,-1.98%,2.01%,21.12%,21.46%,48.09%,44.66%,21.33,,18.52,13.18,22.09,57.5,True
41,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,3017.43,79.0,16.0,84,1.29,66.39,74.67,12.47,-1.70%,10.96%,19.75%,32.67%,64.21%,58.45%,65.59,,52.38,38.15,68.87,59.666666666666664,True
44,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,9553.2,76.5,14.0,82,1.26,67.71,74.16,9.53,12.91%,13.11%,20.61%,52.50%,56.66%,81.63%,63.13,,50.46,36.07,74.09,57.5,True
45,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,49254.17,76.5,23.0,76,1.14,58.92,62.72,6.45,1.50%,-0.30%,6.20%,13.09%,44.80%,38.83%,59.07,,51.31,38.94,60.52,58.5,True
46,BLD,TopBuild Corp.,Industrials,Engineering & Construction,9139.39,79.0,19.0,80,1.21,278.98,295.78,6.02,1.72%,13.11%,28.17%,39.14%,53.13%,51.55%,267.15,,214.76,161.35,284.01,59.333333333333336,True
47,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,14306.37,94.0,14.0,90,1.5,73.71,82.07,11.34,6.44%,25.44%,42.43%,63.26%,98.73%,80.62%,66.43,,49.71,34.42,74.15,66.0,True
52,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,2437.71,76.5,18.0,84,1.29,30.46,31.75,4.24,0.20%,12.61%,11.74%,35.38%,64.83%,57.99%,30.26,,24.27,17.45,30.88,59.5,True
59,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,1143.79,81.5,15.0,94,1.77,27.37,40.0,46.15,-0.55%,18.74%,15.24%,0.33%,107.51%,74.89%,26.31,,23.44,11.17,29.36,63.5,True
63,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,48150.13,79.0,17.0,76,1.14,55.69,59.35,6.57,-0.77%,3.65%,-2.95%,22.91%,41.45%,47.64%,54.58,,48.35,34.21,58.89,57.333333333333336,True
64,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,2069.83,89.0,17.0,89,1.44,65.13,68.5,5.17,2.58%,5.59%,35.24%,23.80%,80.92%,78.15%,62.06,,51.05,32.76,65.96,65.0,True
66,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,34857.86,79.0,18.0,85,1.32,104.24,126.17,21.04,3.67%,-0.33%,11.32%,19.01%,69.61%,66.20%,103.61,,89.5,58.74,107.88,60.666666666666664,True
71,CDW,CDW Corporation,Technology,Information Technology Services,27001.62,79.0,18.0,78,1.17,199.79,206.12,3.17,2.33%,6.01%,0.87%,19.51%,46.02%,51.60%,190.59,,178.08,125.46,203.82,58.333333333333336,True
73,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,21985.48,81.5,19.0,77,1.16,51.04,54.53,6.84,1.98%,2.86%,16.80%,1.90%,45.58%,42.73%,48.95,,45.89,32.58,51.54,59.166666666666664,True
77,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,11143.18,74.0,16.0,92,1.56,22.77,30.51,33.99,6.30%,-11.16%,-4.73%,12.72%,109.86%,56.39%,22.53,,20.55,10.89,26.51,60.666666666666664,True
79,CLH,"Clean Harbors, Inc.",Industrials,Waste Management,5940.18,84.0,42.0,76,1.15,110.99,122.5,10.37,2.79%,-2.25%,9.84%,19.98%,46.91%,45.85%,109.09,,96.1,71.5,118.89,67.33333333333333,True
84,COP,ConocoPhillips,Energy,Oil & Gas E&P,103106.01,86.5,13.0,86,1.35,74.83,89.11,19.08,3.97%,-2.86%,35.73%,34.76%,68.50%,87.12%,73.4,,59.49,38.77,77.98,61.833333333333336,True
85,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9868.86,76.5,17.0,87,1.37,63.74,79.33,24.46,0.33%,17.02%,10.76%,12.99%,71.02%,51.76%,62.3,,54.14,34.41,69.26,60.166666666666664,True
88,CR,Crane Co.,Industrials,Specialty Industrial Machinery,6257.14,81.5,18.0,76,1.14,104.88,126.0,20.14,0.01%,3.33%,3.29%,8.66%,44.66%,35.05%,105.45,,95.03,69.22,108.67,58.5,True
90,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10185.71,79.0,18.0,97,2.23,171.65,193.88,12.95,-2.56%,11.29%,19.95%,68.58%,186.70%,173.94%,173.72,,119.04,58.28,183.88,64.66666666666667,True
91,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12516.77,84.0,16.0,81,1.24,237.6,255.29,7.45,-1.00%,3.30%,12.39%,23.41%,55.84%,52.13%,234.53,,193.1,143.52,243.99,60.333333333333336,True
92,CSR,Centerspace,Real Estate,Real Estate Services,1511.56,86.5,16.0,75,1.13,104.03,112.1,7.76,1.42%,0.38%,6.45%,48.13%,44.05%,47.27%,101.69,,84.5,66.91,108.19,59.166666666666664,True
96,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1922.89,79.0,21.0,98,2.56,58.93,65.75,11.57,3.73%,23.44%,50.33%,55.65%,261.42%,224.15%,57.49,,38.85,16.81,61.48,66.0,True
100,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1503.93,86.5,27.0,80,1.21,36.78,40.6,10.39,0.25%,5.42%,12.03%,5.96%,55.65%,52.11%,37.05,,33.11,22.23,38.35,64.5,True
101,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11797.05,94.0,15.0,83,1.27,426.04,476.33,11.8,-2.47%,12.78%,0.69%,25.63%,64.18%,48.56%,419.27,,370.09,252.85,451.49,64.0,True
105,DIOD,Diodes Incorporated,Technology,Semiconductors,4812.31,79.0,17.0,82,1.26,108.63,117.67,8.32,0.95%,15.70%,15.65%,44.40%,64.04%,54.09%,105.8,,85.01,64.86,113.98,59.333333333333336,True
106,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,11412.45,76.5,21.0,93,1.66,127.3,153.17,20.32,-5.72%,2.36%,-1.66%,34.40%,125.02%,136.14%,131.45,,102.76,51.51,147.39,63.5,True
108,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22638.19,79.0,13.0,80,1.21,59.91,60.81,1.5,3.06%,7.73%,19.60%,29.87%,57.74%,49.89%,57.43,,48.35,37.54,60.07,57.333333333333336,True
110,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,32570.76,86.5,24.0,97,2.36,45.09,49.97,10.82,6.62%,8.62%,57.10%,72.84%,203.39%,193.60%,42.53,,29.06,13.78,45.56,69.16666666666667,True
111,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,58666.83,91.5,15.0,90,1.46,598.58,638.88,6.73,-8.09%,5.82%,15.77%,65.39%,91.04%,61.90%,628.07,,461.06,312.01,659.45,65.5,True
114,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1736.96,76.5,19.0,86,1.35,58.88,67.75,15.06,-0.29%,12.47%,26.14%,26.79%,64.42%,51.17%,57.8,,45.93,29.21,60.75,60.5,True
116,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products,1652.56,84.0,46.0,76,1.14,31.78,36.7,15.48,-2.81%,-0.03%,5.83%,11.43%,42.70%,26.16%,31.9,,28.69,21.0,33.38,68.66666666666667,True
117,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,6824.58,74.0,17.0,75,1.13,128.62,142.8,11.02,0.05%,7.07%,6.67%,2.65%,45.55%,40.63%,128.11,,118.58,85.2,135.98,55.333333333333336,True
118,ENPH,"Enphase Energy, Inc.",Technology,Solar,32711.47,79.0,28.0,88,1.4,255.1,261.25,2.41,0.09%,47.07%,47.94%,79.26%,87.55%,45.38%,245.25,,169.95,108.88,282.46,65.0,True
120,ENVA,"Enova International, Inc.",Financial,Credit Services,1479.22,81.5,20.0,88,1.42,40.12,44.5,10.92,-2.07%,22.32%,24.91%,6.25%,81.95%,61.97%,38.76,,34.5,20.81,43.47,63.166666666666664,True
129,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,12003.08,86.5,15.0,90,1.47,82.94,99.64,20.14,0.10%,0.00%,13.54%,10.59%,78.52%,63.56%,82.72,,75.24,42.51,87.77,63.833333333333336,True
130,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6661.94,86.5,14.0,87,1.37,164.33,175.13,6.57,2.49%,15.47%,5.27%,10.94%,70.68%,62.14%,158.24,,141.97,90.85,166.42,62.5,True
131,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1723.03,76.5,17.0,95,1.82,13.58,15.5,14.14,4.38%,42.05%,27.03%,18.91%,130.56%,97.10%,11.92,,10.42,5.55,13.9,62.833333333333336,True
132,FAF,First American Financial Corporation,Financial,Insurance - Specialty,8345.91,74.0,19.0,80,1.21,76.85,82.4,7.22,0.96%,3.43%,9.85%,20.59%,52.42%,48.85%,75.18,,65.14,47.75,78.46,57.666666666666664,True
133,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,21862.45,86.5,26.0,96,2.03,114.2,131.62,15.25,6.49%,2.25%,56.27%,43.94%,142.26%,135.95%,110.19,,85.67,39.3,117.71,69.5,True
135,FBNC,First Bancorp,Financial,Banks - Regional,1722.34,74.0,21.0,75,1.13,48.11,53.0,10.16,-1.39%,0.19%,17.69%,8.90%,40.22%,42.21%,49.14,,43.25,31.08,50.92,56.666666666666664,True
139,FE,FirstEnergy Corp.,Utilities,Utilities - Diversified,21227.35,71.5,21.0,75,1.13,38.91,42.5,9.23,-0.44%,3.21%,0.96%,2.75%,45.95%,27.12%,38.87,,36.98,26.27,39.94,55.833333333333336,True
143,FITB,Fifth Third Bancorp,Financial,Banks - Regional,30908.69,81.5,19.0,85,1.31,44.6,48.58,8.92,0.90%,-0.42%,14.95%,5.66%,63.61%,61.77%,44.23,,39.65,25.27,45.92,61.833333333333336,True
146,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,7854.9,74.0,17.0,92,1.57,183.44,190.14,3.65,-2.00%,18.52%,22.39%,19.06%,107.84%,73.53%,178.73,,150.71,85.29,190.29,61.0,True
148,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,54644.69,76.5,19.0,96,2.08,333.24,367.7,10.34,-2.38%,3.29%,7.45%,54.04%,181.00%,124.36%,336.66,,253.17,120.14,355.35,63.833333333333336,True
157,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2014328.64,91.5,16.0,83,1.27,2934.35,3279.44,11.76,-1.57%,5.04%,3.23%,22.14%,65.89%,67.50%,2959.11,,2546.35,1699.0,3037.0,63.5,True
158,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1957101.99,89.0,16.0,83,1.27,2922.4,3269.41,11.87,-1.30%,4.89%,3.31%,23.69%,65.68%,66.74%,2946.17,,2515.86,1694.0,3019.33,62.666666666666664,True
159,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3711.95,84.0,23.0,84,1.3,204.29,266.67,30.54,8.12%,8.24%,26.14%,26.45%,55.64%,55.78%,197.69,,169.31,115.19,211.79,63.666666666666664,True
161,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6313.13,76.5,15.0,92,1.56,22.01,23.57,7.09,-3.21%,14.16%,43.86%,11.22%,93.41%,101.74%,22.19,,17.9,9.95,24.89,61.166666666666664,True
166,HLIT,Harmonic Inc.,Technology,Communication Equipment,1147.4,76.5,39.0,85,1.31,11.32,12.5,10.42,4.52%,28.78%,20.55%,61.95%,71.52%,53.18%,10.59,,8.54,6.31,11.63,66.83333333333333,True
167,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2910.34,79.0,20.0,78,1.18,84.26,87.93,4.36,-2.10%,8.25%,24.96%,20.92%,51.06%,47.82%,83.22,,68.75,52.35,86.99,59.0,True
169,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1265.85,71.5,18.0,85,1.31,57.33,62.0,8.15,3.80%,18.25%,17.67%,10.61%,68.77%,63.66%,55.39,,51.24,30.05,70.89,58.166666666666664,True
171,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6479.45,84.0,32.0,85,1.33,269.08,287.0,6.66,-3.99%,1.63%,13.62%,48.25%,74.03%,46.93%,272.73,,212.65,146.81,288.02,67.0,True
175,INTU,Intuit Inc.,Technology,Software - Application,169816.68,84.0,16.0,90,1.49,684.0,734.87,7.44,7.71%,12.39%,23.77%,58.29%,98.15%,80.07%,632.13,,491.87,348.13,716.86,63.333333333333336,True
177,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50548.42,89.0,17.0,80,1.22,265.36,300.22,13.14,0.34%,3.62%,2.66%,11.75%,54.28%,48.11%,258.52,,235.1,165.52,272.25,62.0,True
179,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,4065.25,81.5,26.0,82,1.25,16.1,16.93,5.16,1.13%,1.64%,14.35%,8.86%,56.31%,52.46%,15.72,,14.54,9.66,16.35,63.166666666666664,True
181,JBL,Jabil Inc.,Technology,Electronic Components,9250.63,86.5,25.0,80,1.22,61.96,73.0,17.82,-3.40%,0.70%,2.24%,10.09%,57.54%,45.69%,63.06,,56.47,38.15,65.79,63.833333333333336,True
182,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55214.32,79.0,22.0,85,1.33,78.89,83.39,5.7,-0.88%,7.96%,5.51%,19.13%,69.07%,69.33%,76.67,,67.75,44.91,81.15,62.0,True
184,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6581.14,81.5,22.0,84,1.29,47.18,50.67,7.4,3.28%,9.24%,21.82%,15.67%,65.25%,52.54%,44.41,,38.93,27.58,47.43,62.5,True
187,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4426.17,96.5,15.0,90,1.5,81.11,97.75,20.52,0.93%,7.59%,16.97%,22.67%,97.97%,86.46%,80.81,,68.89,39.43,84.68,67.16666666666667,True
188,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15160.7,74.0,18.0,82,1.25,24.38,25.21,3.4,2.31%,4.73%,12.77%,16.26%,58.00%,62.43%,23.63,,21.04,14.03,24.95,58.0,True
190,KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials,3906.65,76.5,17.0,91,1.52,60.01,83.8,39.64,-2.71%,9.09%,-10.07%,16.32%,94.08%,88.65%,58.29,,55.92,29.9,75.29,61.5,True
192,KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,4971.06,79.0,39.0,77,1.16,22.37,24.77,10.73,1.27%,5.42%,11.85%,5.92%,44.04%,49.53%,21.73,,20.66,14.3,23.14,65.0,True
198,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17582.37,94.0,17.0,83,1.28,59.43,65.89,10.87,-0.34%,8.07%,15.26%,16.32%,61.49%,68.64%,57.79,,49.18,34.11,60.05,64.66666666666667,True
201,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,176320.59,84.0,19.0,82,1.26,252.63,267.2,5.77,2.81%,9.33%,22.84%,30.38%,63.03%,57.39%,239.35,,199.34,149.31,256.39,61.666666666666664,True
203,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,6147.41,71.5,27.0,93,1.63,71.44,76.12,6.55,6.72%,13.04%,13.74%,4.98%,104.11%,92.20%,66.27,,60.17,33.58,76.35,63.833333333333336,True
204,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,922.69,106.5,14.0,96,2.13,26.31,32.5,23.53,-0.87%,25.76%,13.11%,8.54%,169.57%,65.37%,24.38,,21.67,9.11,30.0,72.16666666666667,True
207,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,11022.22,86.5,14.0,89,1.44,135.01,144.3,6.88,1.72%,4.55%,10.68%,37.40%,87.95%,69.62%,132.6,,108.36,71.96,139.95,63.166666666666664,True
208,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,25393.56,76.5,21.0,84,1.3,112.61,114.17,1.39,-2.16%,11.40%,32.87%,24.40%,62.47%,53.25%,111.7,,89.4,64.92,127.75,60.5,True
209,MATX,"Matson, Inc.",Industrials,Marine Shipping,3670.63,81.5,28.0,76,1.15,87.5,96.0,9.71,-1.64%,2.18%,15.59%,37.43%,42.37%,53.59%,89.03,,73.35,55.41,94.54,61.833333333333336,True
213,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3478.63,81.5,18.0,87,1.38,60.33,100.0,65.76,0.82%,15.38%,37.90%,30.30%,75.58%,71.83%,57.92,,44.99,32.34,63.07,62.166666666666664,True
215,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,18469.12,71.5,13.0,76,1.15,307.0,324.29,5.63,-0.24%,2.52%,16.23%,22.66%,49.63%,44.35%,304.08,,259.17,196.08,316.04,53.5,True
217,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,41331.37,86.5,13.0,80,1.21,64.55,74.81,15.89,1.53%,-5.73%,11.12%,5.13%,52.06%,56.07%,64.76,,58.88,38.3,68.78,59.833333333333336,True
218,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,25037.4,86.5,14.0,84,1.3,552.58,603.29,9.18,-1.95%,5.59%,13.41%,61.30%,81.36%,50.88%,550.35,,417.85,301.51,580.0,61.5,True
220,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13796.06,74.0,18.0,96,2.05,16.83,19.8,17.65,4.60%,-0.12%,46.09%,39.21%,160.93%,152.32%,16.57,,12.71,5.76,17.59,62.666666666666664,True
222,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2523417.29,91.5,13.0,80,1.21,337.91,360.03,6.55,-0.36%,8.96%,12.98%,35.54%,58.01%,51.92%,335.62,,275.33,209.11,349.67,61.5,True
223,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,44965.4,86.5,21.0,78,1.17,261.29,270.27,3.44,3.67%,6.30%,7.50%,28.34%,52.03%,53.65%,251.58,,216.09,163.16,261.85,61.833333333333336,True
224,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5443.13,79.0,16.0,99,3.13,44.47,49.93,12.28,6.90%,-2.37%,64.22%,46.81%,281.39%,268.74%,43.27,,31.24,10.16,47.23,64.66666666666667,True
225,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1880.03,94.0,13.0,78,1.17,91.53,102.5,11.99,-1.71%,27.39%,32.48%,15.61%,47.72%,43.64%,89.25,,73.87,57.25,95.6,61.666666666666664,True
227,MXL,"MaxLinear, Inc.",Technology,Semiconductors,5366.02,79.0,17.0,94,1.74,68.91,71.1,3.18,-3.20%,31.36%,33.96%,81.87%,126.23%,80.44%,67.97,,44.93,30.11,72.8,63.333333333333336,True
229,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,35038.54,71.5,19.0,83,1.27,208.6,215.62,3.37,-0.64%,3.53%,9.12%,25.68%,63.90%,57.15%,209.47,,176.8,123.27,214.96,57.833333333333336,True
234,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2311.57,99.0,18.0,79,1.19,111.24,130.0,16.86,2.15%,25.69%,31.29%,20.04%,52.47%,47.30%,103.32,,89.93,69.95,112.41,65.33333333333333,True
237,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5639.65,76.5,41.0,89,1.45,63.31,66.14,4.47,2.61%,3.35%,13.09%,38.29%,85.66%,75.71%,62.36,,50.37,33.01,64.98,68.83333333333333,True
239,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,1758.02,84.0,26.0,79,1.19,115.28,131.14,13.76,5.81%,10.64%,12.64%,25.58%,55.36%,46.33%,110.26,,97.54,69.75,117.06,63.0,True
242,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6373.22,79.0,13.0,81,1.23,37.14,42.5,14.43,-1.64%,11.63%,10.11%,14.21%,55.53%,59.47%,36.86,,31.47,21.81,38.37,57.666666666666664,True
246,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,10143.16,86.5,17.0,96,2.05,60.04,72.69,21.07,-3.84%,3.41%,25.42%,21.93%,157.46%,144.46%,60.86,,45.75,21.3,64.76,66.5,True
247,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,7877.96,81.5,20.0,85,1.31,179.78,185.22,3.03,-0.97%,5.29%,16.26%,29.12%,66.85%,49.79%,179.19,,148.66,101.94,187.29,62.166666666666664,True
250,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4581.54,86.5,40.0,92,1.6,92.65,105.0,13.33,2.42%,24.23%,27.90%,32.24%,107.83%,94.85%,87.64,,71.01,43.73,94.96,72.83333333333333,True
252,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4858.38,91.5,56.0,85,1.32,27.0,32.0,18.52,1.85%,0.33%,3.89%,41.96%,69.70%,72.63%,27.2,,21.84,14.31,28.6,77.5,True
253,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,44227.75,76.5,17.0,75,1.13,646.51,695.25,7.54,0.86%,-1.80%,7.70%,22.19%,43.98%,42.85%,638.25,,565.14,424.03,669.09,56.166666666666664,True
258,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5849.06,86.5,34.0,97,2.39,55.7,67.0,20.29,0.54%,4.27%,41.84%,34.64%,195.49%,171.31%,55.16,,42.3,16.5,59.0,72.5,True
263,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1531.18,81.5,15.0,93,1.63,96.24,125.2,30.09,-7.95%,15.11%,7.64%,-1.57%,113.11%,92.10%,98.35,,85.51,40.57,113.5,63.166666666666664,True
264,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,114507.36,84.0,14.0,79,1.19,154.51,156.66,1.39,2.75%,5.66%,18.29%,32.22%,56.37%,55.04%,148.87,,123.57,93.08,154.87,59.0,True
265,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional,88861.78,74.0,16.0,76,1.15,208.63,213.22,2.2,3.05%,-3.44%,9.23%,7.47%,48.90%,40.02%,206.86,,189.29,137.77,217.6,55.333333333333336,True
267,POWI,"Power Integrations, Inc.",Technology,Semiconductors,6384.28,76.5,13.0,76,1.14,104.97,115.83,10.35,-1.33%,3.78%,-0.32%,28.40%,49.96%,28.23%,104.07,,90.8,69.21,110.66,55.166666666666664,True
268,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4598.99,91.5,25.0,97,2.31,139.49,149.83,7.41,-3.39%,13.23%,23.41%,93.95%,193.05%,192.74%,139.2,,90.88,43.51,153.28,71.16666666666667,True
270,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,17095.5,86.5,16.0,86,1.35,121.98,133.75,9.65,2.94%,1.90%,20.07%,27.62%,72.70%,69.37%,118.99,,98.56,66.75,124.69,62.833333333333336,True
271,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,47301.86,84.0,26.0,86,1.34,190.25,226.12,18.85,5.55%,-0.86%,29.52%,25.21%,70.86%,67.05%,185.03,,160.43,98.59,196.64,65.33333333333333,True
272,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4819.58,86.5,19.0,83,1.27,133.84,145.94,9.04,3.24%,12.79%,7.36%,42.82%,60.63%,57.74%,129.58,,109.55,78.41,140.68,62.833333333333336,True
