no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
1348,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,1013.21,46.39,5.77,,0.79,1.49,6.76,5.86,,0.00%,0.63,357.60%,-25.52%,-8.20%,,1.10%,511.80%,12.10%,34.48,33.66,2.00%,0.00%,86.00%,4.93%,4.82%,3.64,1.30%,5.80%,10.00%,0.9,0.7,0.91,1.0,91.90%,9.10%,2.70%,-2.16%,40.97%,22.33%,34.20%,138.42%,27.87%,2.38,1.71,5.24%,6.32%,11.52%,19.11%,28.06%,-8.54%,51.96%,-19.85%,235.72%,61.3,3.31%,0.11%,445.73,0.72,29.04,3.42%,320625,2/8/2022 8:30:00 AM,33.33,11/14/2017,29.04,0.00%,69.0,99,2.21,29.04,26.43,24.54,22.76,8.65,36.23,31.0,14.77,66.33333333333333,True
1375,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,16610.53,17.55,12.55,0.28,2.54,5.45,21.94,28.2,1.61%,56.60%,4.25,-33.80%,-51.56%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.09%,92.20%,-2.28%,2.07%,1.34,3.80%,15.00%,8.90%,1.8,1.4,1.18,1.18,36.50%,13.60%,7.00%,3.13%,8.95%,14.57%,65.11%,53.22%,5.23%,1.02,4.08,5.89%,5.92%,2.31%,6.58%,29.40%,-3.61%,24.42%,-3.61%,72.47%,55.16,0.50%,0.38%,3299.75,1.04,74.48,0.88%,3429171,2/15/2022 4:30:00 PM,76.79,8/11/2005,74.3,-0.24%,66.0,96,1.42,74.48,72.95,70.15,57.66,43.19,77.27,14.0,3.1,58.666666666666664,True
1576,CNC,Centene Corporation,Healthcare,Healthcare Plans,USA,47902.13,35.85,12.87,3.35,0.38,1.79,3.57,16.73,,0.00%,2.27,-0.60%,16.82%,16.60%,10.69%,37.30%,2.30%,11.40%,583.24,576.76,1.90%,-1.36%,95.30%,0.74%,1.04%,1.63,1.00%,2.80%,4.70%,,,0.7,0.71,,1.20%,0.60%,-3.25%,4.93%,9.81%,25.97%,37.07%,-1.27%,0.52,2.17,1.96%,2.74%,0.60%,0.59%,12.77%,-6.29%,9.25%,-6.29%,40.07%,50.6,-0.72%,0.75%,3675.7,0.48,81.35,0.02%,1769232,2/8/2022 8:30:00 AM,96.16,12/13/2001,81.52,0.21%,69.0,93,1.27,81.35,81.11,80.93,72.2,58.08,86.81,19.0,18.21,60.333333333333336,True
1610,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10135.41,24.84,14.13,1.59,1.81,3.76,55.69,27.76,0.52%,0.00%,7.69,141.20%,11.77%,,15.60%,28.60%,88.80%,12.70%,51.56,42.23,0.60%,-14.14%,85.20%,0.81%,1.72%,2.71,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,-6.36%,8.76%,3.85%,16.37%,67.61%,6.98%,,6.77,2.76%,3.46%,-3.23%,4.50%,11.74%,-8.34%,23.92%,-8.34%,81.27%,47.7,-2.18%,0.44%,268.55,1.12,191.09,-1.75%,301848,1/18/2022 4:30:00 PM,215.67,11/24/2020,191.09,0.00%,100.0,97,1.56,191.09,198.21,183.27,171.2,106.8,208.48,15.0,12.86,70.66666666666667,True
1648,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3832.91,3.06,6.92,,1.16,1.22,5.24,,,0.00%,16.45,8.30%,30.02%,21.80%,-8.54%,240.20%,80.90%,-0.30%,78.94,74.96,1.60%,-7.83%,85.80%,-3.59%,3.30%,2.6,5.90%,46.20%,6.10%,,,3.15,3.98,,51.00%,41.80%,-2.21%,20.87%,20.10%,31.03%,60.75%,21.08%,1.49,1.68,2.41%,3.83%,15.21%,18.14%,28.11%,-3.74%,34.45%,-3.74%,73.72%,69.32,0.92%,0.54%,950.71,0.95,50.38,1.47%,907616,2/11/2022 8:30:00 AM,59.14,3/28/2012,50.38,0.00%,66.0,97,1.49,50.38,44.19,42.82,39.41,30.0,52.34,18.0,17.39,60.333333333333336,True
1649,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,118357.02,14.54,11.33,8.19,2.58,2.56,21.62,12.71,1.72%,32.50%,6.07,342.80%,-13.67%,32.60%,1.78%,13.70%,376.60%,175.40%,1318.95,1317.17,0.10%,-19.84%,78.80%,-1.93%,1.30%,2.08,9.30%,18.30%,10.80%,1.3,1.2,0.41,0.44,48.20%,25.10%,17.60%,-1.62%,6.28%,23.07%,59.67%,61.83%,22.24%,1.43,3.25,3.29%,3.52%,-2.56%,7.32%,30.43%,-7.06%,33.93%,-7.06%,84.90%,50.45,0.26%,0.19%,8196.32,0.9,88.23,0.46%,7347170,2/3/2022 8:30:00 AM,102.29,1/13/1978,88.3,0.08%,75.0,97,1.5,88.23,90.6,82.56,67.94,47.85,94.93,10.0,15.94,60.666666666666664,True
1683,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9938.11,18.54,10.04,0.34,1.85,3.61,38.08,14.59,,0.00%,3.61,72.10%,11.21%,-15.90%,54.49%,-2.90%,79.40%,23.60%,149.72,144.02,0.70%,-40.42%,92.50%,0.91%,3.64%,2.87,7.40%,22.30%,-1.30%,1.2,0.6,0.35,0.36,65.80%,12.00%,10.40%,-4.20%,19.03%,4.65%,10.65%,40.20%,3.22%,2.47,2.97,3.25%,4.79%,3.66%,6.89%,16.56%,-7.42%,30.22%,-7.42%,51.40%,55.33,-1.51%,1.13%,1822.13,1.43,67.0,-0.40%,2601461,2/2/2022 8:30:00 AM,84.76,12/15/2011,68.49,2.22%,66.0,93,1.3,67.0,65.15,62.71,57.53,44.25,72.37,16.0,26.51,58.333333333333336,True
1754,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1949.17,27.7,15.43,,1.89,4.26,8.68,18.98,1.69%,47.00%,2.13,-28.70%,8.05%,-0.60%,-5.00%,5.70%,20.10%,7.80%,31.76,31.56,2.10%,0.00%,96.59%,2.82%,4.44%,5.16,5.00%,15.20%,9.70%,1.1,1.1,0.32,0.85,48.00%,11.30%,6.40%,-0.79%,3.76%,11.02%,24.77%,25.46%,2.45%,0.84,1.59,2.26%,2.93%,1.11%,2.21%,17.05%,-4.13%,9.36%,-4.13%,38.63%,53.16,-1.71%,0.77%,271.45,0.92,59.03,-0.96%,249466,2/1/2022 4:30:00 PM,67.0,2/28/1996,59.03,0.00%,100.0,88,1.17,59.03,58.54,57.83,50.49,42.58,61.58,19.0,13.5,69.0,True
1792,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,19050.3,26.56,6.79,0.36,11.33,3.99,249.68,63.86,1.94%,47.80%,0.87,-69.30%,16.97%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.27%,94.50%,69.70%,3.55%,3.48,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,1.27%,18.84%,10.73%,63.03%,24.82%,22.16%,-0.21,0.91,3.63%,3.95%,3.39%,9.36%,23.52%,-4.84%,26.21%,-4.84%,67.82%,58.52,1.98%,0.89%,8143.82,1.15,23.21,2.88%,9347754,2/23/2022 4:30:00 PM,27.56,2/8/1990,23.5,1.25%,59.0,85,1.12,23.21,22.59,21.27,19.14,14.28,24.39,30.0,18.74,58.0,True
1840,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,261669.79,16.67,14.66,,1.68,1.91,43.38,,3.95%,279.00%,8.13,-291.90%,-11.93%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-62.87%,67.60%,0.35%,1.22%,1.84,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,0.96%,6.58%,19.00%,38.54%,31.21%,15.51%,1.15,3.51,2.49%,2.59%,0.59%,7.05%,22.23%,-2.79%,22.41%,-2.79%,45.97%,57.5,2.11%,0.26%,12603.22,1.28,135.55,2.38%,16127162,1/28/2022 8:30:00 AM,141.26,6/24/1921,135.48,-0.06%,63.0,90,1.22,135.55,134.91,126.97,111.03,92.86,139.44,10.0,4.21,54.333333333333336,True
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35873.14,12.8,9.6,1.19,3.01,3.82,15.8,10.09,0.82%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.20%,86.00%,-6.71%,2.69%,1.38,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,4.14%,10.80%,34.54%,96.63%,155.86%,21.57%,2.85,2.87,6.20%,5.27%,1.90%,11.19%,50.87%,-7.72%,50.63%,-7.72%,190.57%,56.86,0.56%,1.10%,12473.85,0.99,53.55,1.67%,12348418,2/15/2022 4:30:00 PM,56.02,3/17/1992,53.51,-0.07%,75.0,99,2.23,53.55,52.67,48.36,36.6,20.14,58.03,26.0,4.61,66.66666666666667,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,65120.08,21.33,10.38,0.29,4.2,2.95,15.17,12.91,2.72%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.53,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-0.51%,7.84%,30.20%,64.93%,57.98%,24.20%,1.8,4.34,3.71%,3.81%,-1.30%,9.35%,30.49%,-5.68%,36.77%,-5.68%,80.27%,53.8,-0.03%,0.76%,4346.77,1.06,110.33,0.73%,4604541,2/25/2022 8:30:00 AM,117.52,10/4/1989,110.55,0.20%,69.0,96,1.42,110.33,111.96,101.39,86.32,62.81,116.97,18.0,6.52,61.0,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40197.31,23.99,18.26,1.5,1.15,1.18,13.59,,3.73%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.71,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.84%,2.42%,6.48%,17.47%,42.96%,-0.53%,0.47,0.92,1.71%,2.46%,-2.14%,0.98%,13.29%,-6.93%,10.65%,-6.93%,49.80%,44.78,-1.80%,0.17%,10797.59,0.76,40.97,-1.63%,8161290,,49.78,7/6/1943,41.0,0.07%,66.0,94,1.33,40.97,41.94,40.63,36.22,27.35,44.02,18.0,21.5,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,30958.47,,18.64,,3.6,14.83,7.18,10.07,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.68,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-6.28%,15.92%,14.66%,35.46%,22.02%,9.91%,1.52,8.93,3.92%,4.63%,3.55%,9.06%,18.27%,-8.77%,31.69%,-8.77%,45.23%,55.65,-3.97%,1.06%,2715.83,1.15,198.63,-2.96%,3129318,2/10/2022 4:30:00 PM,213.5,7/20/2005,195.8,-1.42%,53.0,85,1.13,198.63,193.04,182.76,168.07,136.77,217.72,12.0,7.49,50.0,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23154.96,67.23,7.18,1.1,4.18,2.04,50.67,8.05,1.54%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.01,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,1.31%,8.49%,22.84%,74.61%,75.56%,20.13%,2.33,6.56,4.91%,5.05%,0.15%,7.78%,31.92%,-5.12%,36.35%,-5.12%,105.49%,53.75,0.00%,1.20%,2906.79,1.36,129.56,1.20%,3942654,2/22/2022 4:30:00 PM,145.85,10/12/2012,129.54,-0.02%,72.0,98,1.63,129.56,129.49,120.57,98.44,65.27,136.55,25.0,12.57,65.0,True
2825,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,32226.07,12.65,12.15,,6.18,1.61,0.85,,2.54%,31.20%,3.73,-45.10%,13.85%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.9,0.20%,-6.59%,83.20%,-0.80%,1.57%,1.95,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-4.48%,3.72%,6.82%,22.71%,30.12%,8.31%,1.35,1.43,2.55%,2.86%,-0.25%,2.15%,12.07%,-6.85%,16.84%,-6.85%,37.48%,48.14,-2.96%,0.58%,5490.07,1.49,47.17,-2.40%,8189425,1/20/2022 8:30:00 AM,51.68,3/17/1980,46.9,-0.57%,72.0,90,1.21,47.17,47.4,46.24,42.12,34.35,50.64,18.0,9.56,60.0,True
3175,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1562.77,12.77,12.35,0.85,1.53,4.68,7.13,11.09,,0.00%,3.86,-241.30%,19.98%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-22.01%,64.20%,2.73%,4.47%,4.34,5.40%,38.60%,,1.9,1.9,3.39,3.39,44.80%,9.30%,8.60%,-12.69%,10.09%,-1.30%,1.34%,107.36%,-2.37%,2.63,2.68,5.80%,5.31%,0.03%,2.16%,4.55%,-16.84%,20.11%,-16.84%,132.80%,48.26,-3.12%,-1.58%,193.79,2.07,49.33,-4.66%,401744,2/17/2022 4:30:00 PM,69.0,1/4/1999,49.33,0.00%,75.0,99,1.93,49.33,49.53,48.34,47.21,21.19,59.32,33.0,39.87,69.0,True
3478,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,786.23,11.55,10.82,1.44,3.69,1.28,0.94,5.52,3.38%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.22%,91.10%,0.90%,1.62%,2.57,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-3.01%,2.24%,7.95%,37.45%,46.49%,10.05%,1.12,0.97,3.35%,3.70%,-2.25%,3.63%,21.42%,-9.64%,22.40%,-9.64%,61.16%,48.2,-3.09%,0.75%,188.65,0.64,26.06,-2.36%,121624,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.06,0.00%,59.0,95,1.36,26.06,26.69,25.22,21.49,16.17,28.84,20.0,10.97,58.0,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,29093.33,19.42,13.54,0.31,1.9,4.22,9.56,30.59,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-3.91%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-2.58%,10.81%,42.13%,58.00%,42.25%,38.52%,2.44,1.29,3.73%,4.23%,-0.73%,14.48%,33.94%,-7.69%,50.39%,-7.69%,77.80%,55.58,0.60%,0.10%,11221.87,0.64,31.68,0.70%,7226499,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.55,-0.41%,63.0,94,1.32,31.68,31.97,27.83,23.7,17.82,34.32,2.0,1.45,53.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29198.43,51.99,15.86,,3.91,5.16,12.07,19.7,1.06%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.77,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,0.80%,5.86%,21.04%,37.76%,36.54%,26.89%,1.81,3.76,3.43%,4.18%,0.96%,9.45%,15.54%,-3.54%,37.50%,-3.54%,51.69%,57.42,-0.94%,1.02%,2642.06,0.87,93.94,0.07%,2292039,1/26/2022 8:30:00 AM,112.38,5/24/1962,93.94,0.00%,63.0,93,1.27,93.94,93.17,86.13,81.37,61.93,97.39,9.0,19.63,55.0,True
3734,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4607.42,12.55,9.92,1.57,4.55,1.29,1.28,8.62,2.00%,25.10%,4.3,-114.60%,3.09%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-1.02%,79.90%,1.28%,1.86%,3.65,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-3.99%,-0.83%,4.37%,18.54%,33.51%,7.90%,1.51,1.84,2.65%,3.16%,-0.75%,2.88%,11.35%,-9.78%,19.77%,-9.78%,46.66%,49.41,-1.06%,0.72%,438.18,1.01,53.97,-0.35%,441868,1/18/2022 4:30:00 PM,64.39,6/4/1991,53.97,0.00%,72.0,91,1.24,53.97,54.39,52.55,48.49,36.8,59.82,13.0,19.31,58.666666666666664,True
