no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35283.63,12.59,9.45,1.17,2.96,3.75,15.54,9.93,0.84%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.04%,86.00%,-6.71%,2.69%,1.4,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,0.78%,14.20%,34.09%,102.41%,159.58%,19.57%,2.85,2.89,6.18%,5.73%,0.64%,9.83%,48.97%,-6.65%,48.16%,-6.65%,185.79%,54.31,-8.40%,4.97%,12320.18,1.89,52.67,-3.85%,23284103,2/15/2022 4:30:00 PM,56.02,3/17/1992,53.0,0.63%,75.0,99,2.13,52.67,52.55,48.16,36.46,20.14,58.03,25.0,6.36,66.33333333333333,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,64647.89,21.18,10.3,0.29,4.16,2.92,15.06,12.81,2.74%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.51,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-3.42%,8.84%,30.81%,65.70%,67.28%,23.30%,1.8,4.41,3.73%,4.04%,-1.70%,9.05%,29.77%,-6.30%,35.78%,-6.30%,86.71%,52.17,-6.36%,4.79%,4403.02,1.06,109.53,-1.87%,4657706,2/25/2022 8:30:00 AM,117.52,10/4/1989,111.36,1.68%,69.0,95,1.36,109.53,111.79,100.97,86.19,62.81,116.97,18.0,7.29,60.666666666666664,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40864.48,24.39,18.56,1.52,1.17,1.2,13.82,,3.67%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.73,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.30%,2.89%,8.95%,19.06%,43.16%,1.12%,0.47,0.91,1.70%,2.55%,-0.32%,2.84%,15.33%,-5.38%,12.49%,-5.38%,52.29%,51.71,-0.26%,0.31%,10640.25,1.08,41.65,0.05%,11446754,,49.78,7/6/1943,41.66,0.02%,66.0,94,1.31,41.65,41.87,40.58,36.17,27.35,44.02,18.0,19.52,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,31901.42,,19.2,,3.71,15.29,7.4,10.37,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.71,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,3.81%,17.35%,16.85%,43.29%,28.17%,13.26%,1.52,8.79,4.17%,4.77%,7.64%,12.82%,21.99%,-5.99%,35.70%,-5.99%,49.65%,62.31,-1.46%,-0.69%,2686.05,1.13,204.68,-2.15%,3047499,2/10/2022 4:30:00 PM,213.5,7/20/2005,204.68,0.00%,53.0,87,1.13,204.68,191.82,182.13,167.95,136.77,217.72,13.0,4.31,51.0,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22881.52,66.44,7.09,1.09,4.13,2.02,50.07,7.96,1.56%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.01,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-1.87%,8.51%,25.31%,77.33%,80.30%,18.71%,2.33,6.44,4.69%,5.27%,-0.70%,6.82%,30.66%,-6.24%,34.74%,-6.24%,103.06%,51.73,-5.16%,2.69%,2913.92,1.45,128.03,-2.62%,4219568,2/22/2022 4:30:00 PM,145.85,10/12/2012,129.5,1.15%,72.0,97,1.56,128.03,129.37,120.21,98.21,65.27,136.55,24.0,13.92,64.33333333333333,True
2825,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33018.57,12.96,12.45,,6.34,1.65,0.87,,2.48%,31.20%,3.73,-45.10%,13.85%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.9,0.20%,-6.59%,83.20%,-0.80%,1.57%,1.97,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,0.21%,7.30%,10.98%,27.05%,37.77%,10.98%,1.35,1.38,2.07%,2.92%,2.52%,4.87%,14.90%,-4.56%,19.72%,-4.56%,44.70%,55.26,0.79%,-0.58%,5411.37,1.23,48.33,0.21%,6662128,1/20/2022 8:30:00 AM,51.68,3/17/1980,48.33,0.00%,72.0,90,1.2,48.33,47.29,46.18,42.09,34.35,50.64,18.0,6.93,60.0,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28891.29,19.29,13.44,0.31,1.89,4.19,9.49,30.38,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-3.91%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-2.78%,14.23%,42.74%,63.77%,50.24%,37.56%,2.44,1.32,4.31%,4.57%,-0.97%,14.34%,33.25%,-8.33%,49.35%,-8.33%,76.56%,54.39,-5.10%,2.76%,11202.97,1.31,31.46,-2.48%,14707292,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.5,0.13%,63.0,93,1.27,31.46,31.91,27.67,23.65,17.82,34.32,3.0,2.16,53.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29176.67,51.95,15.85,,3.9,5.15,12.06,19.69,1.07%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.81,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,-0.91%,7.05%,23.40%,40.63%,37.52%,26.80%,1.81,3.76,3.81%,4.37%,1.16%,9.75%,15.53%,-2.99%,37.40%,-2.99%,54.26%,57.25,-2.99%,3.08%,2603.42,1.52,93.87,0.00%,3957120,1/26/2022 8:30:00 AM,112.38,5/24/1962,93.87,0.00%,63.0,92,1.23,93.87,93.05,85.83,81.31,61.93,97.39,9.0,19.72,54.666666666666664,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40672.8,30.04,11.68,2.32,0.16,,14.77,10.12,0.70%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.68,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-0.62%,9.07%,21.77%,32.95%,48.96%,8.22%,0.71,6.4,1.76%,2.51%,1.61%,6.63%,25.04%,-4.86%,18.99%,-4.86%,58.85%,57.89,-0.67%,0.00%,1046.36,1.79,269.0,-0.67%,1870568,2/2/2022 4:30:00 PM,300.87,11/10/1994,269.0,0.00%,72.0,95,1.34,269.0,265.76,253.03,215.5,169.34,282.73,13.0,11.85,60.0,True
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17124.95,9.5,5.67,1.36,1.56,1.61,20.32,29.05,1.02%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.12,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-0.96%,12.41%,21.90%,41.36%,49.64%,12.47%,1.65,1.99,4.08%,4.92%,1.87%,8.20%,22.07%,-7.07%,27.79%,-7.07%,58.44%,53.8,-3.52%,1.78%,5082.02,1.51,44.19,-1.80%,7697340,2/22/2022 4:30:00 PM,48.33,1/26/1988,41.4,-6.31%,56.0,92,1.24,44.19,43.63,41.01,36.24,28.05,47.55,20.0,9.37,56.0,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,46520.77,36.27,14.48,1.2,0.38,1.69,3.52,31.33,3.07%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.66,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-4.46%,6.97%,25.46%,33.10%,35.61%,18.19%,1.91,2.37,3.10%,3.23%,-0.84%,7.06%,19.60%,-7.07%,26.13%,-7.07%,50.69%,51.05,-3.61%,1.87%,6867.48,0.71,75.63,-1.80%,4870162,2/2/2022 8:30:00 AM,85.33,6/23/2011,75.65,0.03%,75.0,90,1.2,75.63,76.53,70.89,63.32,50.19,81.39,16.0,12.83,60.333333333333336,True
5110,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16831.8,17.76,11.97,,3.07,1.57,,8.2,1.11%,18.10%,1.22,165.50%,-22.34%,19.80%,-5.09%,10.10%,295.20%,120.40%,775.0,765.83,0.30%,-6.46%,72.60%,-3.36%,3.18%,1.31,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,1.84%,19.34%,41.08%,91.15%,93.55%,31.55%,2.78,1.05,5.31%,5.00%,4.10%,16.77%,46.06%,-4.26%,51.12%,-4.26%,136.32%,60.5,-6.41%,5.53%,18610.6,1.47,21.6,-1.23%,27293349,2/16/2022 4:30:00 PM,22.76,11/26/1965,21.68,0.37%,63.0,98,1.64,21.6,20.91,18.61,14.84,9.7,23.18,17.0,5.37,59.333333333333336,True
5144,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23599.76,13.24,12.63,2.61,5.99,1.45,0.53,11.89,2.63%,32.60%,13.79,38.80%,28.79%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.06,0.40%,-0.91%,88.70%,0.87%,4.86%,4.94,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,1.21%,14.04%,16.03%,33.36%,14.56%,18.89%,0.94,5.27,2.08%,2.80%,3.12%,8.91%,19.25%,-2.33%,29.05%,-2.33%,42.14%,59.46,0.35%,-0.21%,1259.81,1.07,182.59,0.13%,1350985,1/20/2022 8:30:00 AM,188.91,3/17/1980,183.36,0.42%,53.0,77,1.02,182.59,177.87,168.26,153.22,128.46,186.95,17.0,3.46,49.0,True
5337,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11184.05,25.25,19.56,7.17,2.38,2.34,290.49,15.64,3.10%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,-1.64%,98.10%,0.42%,4.10%,3.11,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-0.18%,3.01%,12.45%,11.92%,25.43%,2.72%,0.3,0.61,1.93%,2.30%,-0.75%,1.93%,10.07%,-6.06%,10.39%,-6.06%,34.34%,50.25,-0.60%,0.28%,5147.48,1.02,28.36,-0.32%,5228187,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.48,0.42%,72.0,88,1.15,28.36,28.64,27.87,25.78,21.11,30.19,17.0,7.55,59.0,True
5364,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,15948.14,17.37,14.33,1.4,5.8,,8.95,22.91,1.84%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.55,0.10%,-0.16%,99.70%,2.88%,4.60%,6.14,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-7.80%,4.30%,8.72%,4.66%,37.07%,4.62%,0.62,0.84,2.90%,3.26%,-1.51%,2.13%,3.88%,-12.08%,13.82%,-12.08%,40.03%,46.36,-2.65%,-0.18%,4341.06,1.3,27.18,-2.82%,5660755,2/3/2022 4:30:00 PM,29.26,6/23/1989,27.18,0.00%,66.0,90,1.19,27.18,27.65,26.68,26.2,19.41,30.92,16.0,7.65,57.333333333333336,True
5756,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36061.42,,10.9,,1.61,3.93,17.51,5.83,0.10%,,-0.79,155.00%,61.88%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,931.85,0.10%,0.00%,73.10%,3.41%,3.75%,2.04,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-7.06%,13.54%,31.59%,63.27%,47.05%,32.18%,2.09,1.99,4.89%,5.38%,-2.31%,11.24%,26.98%,-11.20%,47.10%,-11.20%,77.24%,50.92,-6.54%,3.64%,17124.04,1.21,38.32,-3.13%,20743692,2/24/2022 4:30:00 PM,44.08,7/2/1962,38.56,0.63%,53.0,92,1.23,38.32,39.44,34.61,30.23,21.62,43.16,5.0,15.03,50.0,True
6253,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,53730.94,27.11,10.83,,3.01,2.35,74.11,23.62,1.03%,374.00%,8.23,-126.30%,-4.76%,7.50%,,19.50%,889.30%,167.20%,244.0,242.6,0.40%,0.16%,88.50%,2.30%,2.46%,2.61,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,-0.38%,7.87%,28.63%,55.94%,56.27%,22.72%,1.63,9.36,5.19%,4.10%,0.78%,9.81%,29.59%,-6.04%,33.68%,-6.04%,72.20%,54.78,-7.00%,2.84%,2285.82,1.55,223.2,-4.36%,3542448,2/16/2022 4:30:00 PM,242.39,12/22/1987,224.0,0.36%,72.0,95,1.34,223.2,222.33,204.06,174.44,133.73,240.97,26.0,8.6,64.33333333333333,True
6516,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22674.29,15.0,12.05,1.76,2.17,2.61,2.76,10.67,1.25%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.13%,74.90%,-2.39%,1.61%,2.48,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-0.66%,10.80%,10.82%,19.17%,37.17%,8.33%,1.1,3.25,2.04%,3.14%,0.66%,4.18%,14.32%,-7.34%,16.92%,-7.34%,43.28%,51.49,0.22%,0.00%,1203.0,1.23,108.76,0.22%,1483459,1/26/2022 4:30:00 PM,133.88,7/1/1983,108.76,0.00%,72.0,90,1.2,108.76,108.6,104.62,95.23,75.91,117.37,15.0,23.1,59.0,True
7683,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,33847.83,8.66,11.49,1.15,0.68,1.82,11.45,17.65,1.99%,16.80%,10.67,48.00%,-6.33%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.61,1.30%,-4.72%,85.80%,0.16%,1.19%,1.47,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,-2.57%,2.79%,13.41%,16.23%,35.56%,6.06%,0.77,2.32,1.76%,2.36%,-0.92%,2.48%,14.23%,-8.22%,12.03%,-8.22%,37.50%,48.89,0.02%,0.16%,2311.66,1.0,92.44,0.18%,2301685,2/7/2022 8:30:00 AM,101.64,3/17/1980,92.44,0.00%,63.0,91,1.21,92.44,93.39,90.38,80.99,67.32,100.72,11.0,9.95,55.0,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35223.58,,11.78,,0.37,2.0,10.07,74.31,4.57%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.21,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-4.32%,8.26%,24.28%,36.02%,13.23%,14.29%,1.94,2.98,2.97%,3.82%,-0.26%,7.23%,14.91%,-8.46%,31.80%,-8.46%,45.86%,52.0,-3.29%,2.35%,3970.53,0.91,85.84,-1.01%,3631957,1/27/2022 8:30:00 AM,94.95,11/1/1984,86.0,0.19%,72.0,74,0.99,85.84,86.43,80.36,74.73,58.85,93.77,22.0,10.61,56.0,True
8275,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,222474.36,11.16,11.37,,5.6,1.33,0.45,,1.45%,11.50%,4.96,-89.80%,23.19%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,71.90%,-2.31%,0.92%,1.21,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,-4.44%,3.00%,13.23%,16.11%,48.84%,15.21%,1.16,1.68,2.53%,2.89%,-1.68%,3.57%,13.47%,-8.33%,19.52%,-8.33%,53.85%,47.18,-0.58%,-0.05%,29958.02,0.9,55.28,-0.63%,26884758,1/14/2022 8:30:00 AM,63.08,12/10/1962,55.49,0.37%,63.0,94,1.3,55.28,56.32,53.49,48.76,35.93,60.3,25.0,14.11,60.666666666666664,True
