,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
24,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,2572.47,76.5,16.0,92,1.59,47.04,53.0,12.67,-11.78%,3.50%,3.32%,0.24%,81.23%,101.96%,44.25,,38.24,18.69,48.97,61.5,True
25,APA,APA Corporation,Energy,Oil & Gas E&P,10970.91,71.5,15.0,90,1.47,26.53,33.98,28.08,-3.88%,0.89%,57.03%,39.01%,121.38%,100.63%,28.23,,21.06,12.2,31.14,58.833333333333336,True
26,ARCB,ArcBest Corporation,Industrials,Trucking,2783.49,84.0,23.0,96,2.01,110.15,127.56,15.81,-3.33%,22.62%,65.59%,43.22%,189.03%,158.14%,106.76,,73.47,39.5,116.79,67.66666666666667,True
29,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,1395.23,94.0,18.0,95,1.92,47.96,58.0,20.93,-1.95%,4.95%,39.93%,53.01%,168.00%,143.87%,48.39,,34.03,17.46,50.95,69.0,True
36,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,5573.95,91.5,16.0,80,1.21,60.09,62.64,4.24,-1.35%,7.78%,19.08%,16.88%,64.77%,49.18%,57.97,,49.75,36.36,61.46,62.5,True
40,BAC,Bank of America Corporation,Financial,Banks - Diversified,396621.67,71.5,13.0,81,1.24,46.28,47.58,2.81,0.89%,-0.02%,12.69%,12.99%,73.42%,56.71%,47.17,,40.9,27.92,48.69,55.166666666666664,True
41,BANC,"Banc of California, Inc.",Financial,Banks - Regional,1355.35,81.5,13.0,76,1.16,21.39,24.0,12.2,-1.38%,3.81%,19.97%,23.83%,56.21%,46.23%,21.24,,18.5,13.18,22.09,56.833333333333336,True
44,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,3061.06,79.0,16.0,83,1.29,67.35,74.67,10.87,-0.82%,11.19%,19.88%,30.95%,75.34%,60.74%,65.22,,52.29,38.15,68.87,59.333333333333336,True
45,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,1297.5,74.0,14.0,82,1.25,53.66,54.33,1.25,4.28%,16.27%,17.86%,24.70%,65.98%,69.38%,50.4,,44.03,29.65,54.46,56.666666666666664,True
47,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,9794.47,76.5,14.0,82,1.25,69.42,74.16,6.83,12.75%,15.66%,22.52%,55.16%,59.22%,86.21%,62.7,,50.34,36.07,74.09,57.5,True
48,BLD,TopBuild Corp.,Industrials,Engineering & Construction,9172.8,79.0,20.0,79,1.19,279.91,295.78,5.67,1.13%,12.00%,27.27%,38.96%,48.71%,52.11%,264.0,,214.18,161.35,284.01,59.333333333333336,True
49,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,14236.5,94.0,14.0,90,1.5,71.8,82.07,14.3,6.30%,21.97%,40.01%,62.39%,99.43%,79.74%,64.87,,49.41,34.42,73.36,66.0,True
53,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,2432.91,76.5,18.0,83,1.27,30.27,31.75,4.89,-0.33%,12.26%,11.23%,35.59%,65.58%,57.68%,29.91,,24.16,17.45,30.88,59.166666666666664,True
59,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,1161.76,81.5,14.0,93,1.65,28.0,40.0,42.86,1.94%,17.10%,13.01%,4.71%,125.47%,77.64%,25.83,,23.32,11.17,29.36,62.833333333333336,True
63,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,2065.06,89.0,17.0,87,1.37,63.55,68.5,7.79,0.32%,3.49%,31.22%,27.19%,87.32%,77.74%,61.59,,50.83,32.76,65.96,64.33333333333333,True
73,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,11113.82,74.0,16.0,92,1.62,22.6,30.51,35.0,5.82%,-10.66%,-7.72%,20.03%,128.70%,55.98%,22.78,,20.49,10.12,26.51,60.666666666666664,True
80,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9918.41,76.5,17.0,85,1.33,64.02,79.33,23.91,-2.00%,20.66%,6.86%,17.33%,77.40%,52.52%,61.27,,53.95,34.41,69.26,59.5,True
82,CPT,Camden Property Trust,Real Estate,REIT - Residential,17076.4,74.0,36.0,83,1.29,166.47,169.85,2.03,1.53%,6.13%,16.20%,33.25%,69.89%,67.71%,163.62,,134.66,94.59,167.95,64.33333333333333,True
83,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10131.71,79.0,19.0,97,2.28,175.54,193.88,10.45,-5.38%,9.70%,18.73%,58.90%,174.50%,172.49%,171.91,,118.12,58.28,183.88,65.0,True
84,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12586.31,84.0,16.0,80,1.22,238.67,255.29,6.96,-0.05%,3.28%,13.44%,24.22%,60.36%,52.98%,233.35,,192.19,143.52,243.99,60.0,True
88,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1910.16,79.0,21.0,98,2.45,57.39,65.75,14.57,1.23%,22.37%,46.46%,58.95%,278.12%,222.00%,56.3,,38.53,16.81,61.48,66.0,True
93,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1508.02,86.5,27.0,79,1.2,36.66,40.6,10.75,-1.07%,4.39%,10.32%,9.08%,65.53%,52.52%,36.81,,33.01,22.23,38.35,64.16666666666667,True
94,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11793.17,94.0,15.0,83,1.29,431.06,476.33,10.5,-0.65%,10.40%,-1.37%,24.45%,65.45%,48.51%,414.38,,369.07,252.85,451.49,64.0,True
96,DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,1650.99,74.0,30.0,97,2.27,46.21,47.0,1.71,-1.82%,29.08%,46.55%,60.15%,206.78%,182.73%,45.32,,32.31,15.41,52.33,67.0,True
98,DIOD,Diodes Incorporated,Technology,Semiconductors,4774.65,79.0,17.0,83,1.27,108.31,117.67,8.64,-1.97%,14.55%,14.97%,43.76%,70.38%,52.88%,104.35,,84.71,63.72,113.98,59.666666666666664,True
99,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,12062.41,76.5,22.0,94,1.77,134.55,153.17,13.84,-2.54%,5.20%,8.25%,42.58%,138.56%,149.59%,131.19,,102.51,51.51,147.39,64.16666666666667,True
101,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22343.45,79.0,13.0,79,1.2,58.77,60.81,3.47,2.39%,6.16%,19.53%,28.01%,53.82%,47.94%,57.03,,48.17,37.54,59.33,57.0,True
103,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,31378.88,86.5,23.0,96,2.09,41.14,49.97,21.46,0.02%,6.84%,50.57%,68.02%,208.84%,182.86%,42.16,,28.81,13.78,44.79,68.5,True
104,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,57825.9,91.5,15.0,91,1.53,618.06,638.88,3.37,-8.95%,3.81%,14.00%,66.34%,83.75%,59.58%,624.85,,459.12,311.01,659.45,65.83333333333333,True
107,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1746.1,76.5,19.0,83,1.28,59.12,67.75,14.6,0.07%,12.21%,26.69%,29.29%,68.39%,51.96%,57.17,,45.67,29.21,60.75,59.5,True
109,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,6955.1,74.0,17.0,76,1.15,130.64,142.8,9.31,0.89%,8.00%,7.07%,6.28%,50.70%,43.32%,126.96,,118.23,85.2,135.98,55.666666666666664,True
112,ENVA,"Enova International, Inc.",Financial,Credit Services,1475.91,81.5,20.0,88,1.4,39.64,44.5,12.26,-2.17%,13.69%,23.97%,6.46%,83.88%,61.61%,37.94,,34.38,20.81,43.47,63.166666666666664,True
120,EVR,Evercore Inc.,Financial,Capital Markets,6761.09,84.0,19.0,81,1.24,149.37,172.12,15.23,-2.67%,-7.50%,8.28%,2.00%,64.22%,36.70%,152.78,,138.52,90.29,164.63,61.333333333333336,True
121,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,12168.06,86.5,15.0,87,1.38,82.4,99.64,20.92,0.74%,-0.02%,12.44%,13.82%,90.48%,65.81%,82.47,,75.07,42.51,87.77,62.833333333333336,True
122,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6663.97,86.5,14.0,84,1.3,161.46,175.13,8.47,1.32%,13.01%,4.73%,13.05%,74.63%,62.19%,155.82,,141.5,90.85,165.69,61.5,True
123,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1698.92,76.5,17.0,94,1.76,13.36,15.5,16.02,3.88%,39.04%,23.30%,17.66%,130.07%,94.34%,11.53,,10.39,5.55,13.9,62.5,True
124,FAF,First American Financial Corporation,Financial,Insurance - Specialty,8383.92,74.0,19.0,79,1.19,77.27,82.4,6.64,1.74%,3.32%,10.76%,20.57%,54.55%,49.53%,74.81,,64.93,47.75,78.46,57.333333333333336,True
125,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,21094.77,86.5,26.0,93,1.74,105.47,131.62,24.79,0.01%,0.71%,46.90%,40.75%,147.67%,127.67%,109.93,,85.23,39.3,117.71,68.5,True
130,FITB,Fifth Third Bancorp,Financial,Banks - Regional,31075.02,81.5,19.0,82,1.26,44.16,48.58,10.01,0.02%,-1.62%,14.13%,7.61%,72.40%,62.64%,44.16,,39.53,25.27,45.92,60.833333333333336,True
133,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,7934.97,74.0,17.0,92,1.63,184.99,190.14,2.78,-1.33%,16.42%,19.45%,19.83%,114.16%,75.30%,175.62,,150.25,84.58,190.29,61.0,True
135,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53700.17,76.5,19.0,96,2.17,330.8,367.7,11.15,-3.97%,-1.33%,7.01%,51.81%,179.71%,120.48%,335.79,,251.47,115.71,355.35,63.833333333333336,True
139,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,1483.88,89.0,30.0,97,2.32,49.98,65.8,31.65,-2.71%,-1.04%,-5.93%,23.77%,208.09%,152.64%,51.32,,40.74,16.07,54.86,72.0,True
144,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2014870.81,91.5,15.0,83,1.29,2935.14,3279.44,11.73,-1.56%,5.75%,2.66%,20.61%,69.19%,67.54%,2958.82,,2542.15,1699.0,3037.0,63.166666666666664,True
145,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1952574.88,89.0,15.0,83,1.29,2926.04,3269.41,11.73,-1.42%,6.06%,2.61%,22.49%,68.77%,66.36%,2939.8,,2507.47,1694.0,3019.33,62.333333333333336,True
146,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3735.21,84.0,22.0,80,1.22,205.96,266.67,29.48,-2.80%,1.24%,24.37%,27.49%,64.76%,56.76%,195.65,,168.8,115.19,211.79,62.0,True
148,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6419.26,76.5,15.0,91,1.53,22.38,23.57,5.32,-3.16%,7.91%,45.42%,17.48%,109.35%,105.13%,22.03,,17.86,9.95,24.89,60.833333333333336,True
153,HLIT,Harmonic Inc.,Technology,Communication Equipment,1128.14,76.5,39.0,84,1.31,11.13,12.5,12.31,1.18%,26.19%,17.41%,61.77%,68.89%,50.61%,10.48,,8.53,6.31,11.63,66.5,True
154,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2927.96,79.0,21.0,78,1.18,85.08,87.93,3.35,-2.36%,8.43%,25.21%,22.39%,54.97%,48.72%,82.51,,68.48,52.35,86.99,59.333333333333336,True
156,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1273.35,71.5,18.0,84,1.31,57.11,62.0,8.56,0.26%,19.28%,14.52%,10.08%,70.77%,64.63%,54.55,,51.11,30.05,70.89,57.833333333333336,True
160,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6296.68,84.0,32.0,86,1.35,268.66,287.0,6.83,-7.85%,-1.38%,10.02%,42.87%,69.91%,42.79%,272.18,,212.11,146.81,288.02,67.33333333333333,True
165,INTU,Intuit Inc.,Technology,Software - Application,166497.31,84.0,16.0,90,1.49,661.63,734.87,11.07,3.85%,11.30%,20.70%,51.45%,95.33%,76.55%,625.48,,489.04,342.52,716.86,63.333333333333336,True
167,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50531.28,89.0,17.0,80,1.21,267.49,300.22,12.24,-0.85%,3.12%,2.54%,10.71%,55.53%,48.05%,257.51,,234.32,165.52,272.25,62.0,True
169,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,4072.82,81.5,26.0,79,1.2,15.98,16.93,5.94,0.44%,0.56%,13.51%,9.95%,65.01%,52.75%,15.66,,14.51,9.66,16.2,62.166666666666664,True
171,JBL,Jabil Inc.,Technology,Electronic Components,9232.71,86.5,26.0,81,1.23,62.25,73.0,17.27,-4.23%,-0.61%,1.88%,10.82%,61.13%,45.40%,62.97,,56.29,38.15,65.79,64.5,True
172,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55431.29,79.0,22.0,85,1.33,79.65,83.39,4.7,-0.61%,7.10%,5.42%,20.11%,73.49%,69.99%,76.01,,67.48,44.91,81.15,62.0,True
174,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6539.29,81.5,22.0,82,1.26,46.35,50.67,9.32,2.87%,7.79%,20.86%,15.84%,69.30%,51.57%,43.98,,38.77,27.58,47.42,61.833333333333336,True
177,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4422.9,96.5,15.0,91,1.55,81.55,97.75,19.87,-0.75%,7.66%,16.47%,25.12%,109.43%,86.32%,80.19,,68.64,38.9,84.68,67.5,True
178,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15036.33,74.0,19.0,80,1.21,24.14,25.21,4.43,2.59%,4.22%,9.91%,16.47%,54.90%,61.09%,23.5,,20.97,14.03,24.95,57.666666666666664,True
185,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17638.58,94.0,17.0,81,1.24,58.83,65.89,12.0,0.97%,5.35%,13.84%,17.90%,66.30%,69.18%,57.3,,48.96,34.11,60.05,64.0,True
188,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,175818.07,84.0,19.0,82,1.26,252.35,267.2,5.88,2.91%,8.67%,22.18%,30.12%,63.93%,56.94%,237.27,,198.6,149.31,256.39,61.666666666666664,True
190,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,6085.46,71.5,27.0,92,1.6,72.2,76.12,5.43,5.66%,7.05%,13.12%,5.88%,100.40%,90.26%,65.34,,59.88,33.58,76.35,63.5,True
191,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,917.43,106.5,14.0,97,2.18,27.46,32.5,18.35,1.00%,20.66%,13.05%,8.19%,171.93%,64.42%,23.82,,21.58,9.11,30.0,72.5,True
194,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,10824.65,86.5,13.0,89,1.44,132.8,144.3,8.66,0.78%,2.01%,9.75%,34.55%,83.81%,66.58%,132.05,,107.88,71.43,139.95,62.833333333333336,True
196,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,25422.87,76.5,21.0,82,1.26,112.11,114.17,1.84,-2.57%,12.16%,31.26%,24.85%,65.07%,53.43%,110.52,,89.06,64.92,127.75,59.833333333333336,True
201,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3509.19,81.5,18.0,86,1.36,60.02,100.0,66.61,1.48%,17.83%,36.30%,32.19%,79.63%,73.34%,57.08,,44.76,32.34,63.07,61.833333333333336,True
202,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,18439.04,71.5,13.0,76,1.15,302.89,324.29,7.07,-0.58%,2.99%,15.71%,21.81%,47.92%,44.11%,303.16,,258.17,196.08,316.04,53.5,True
204,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,24732.01,86.5,14.0,88,1.42,557.86,603.29,8.14,-5.23%,4.41%,12.95%,61.00%,71.16%,49.04%,547.84,,416.12,300.55,580.0,62.833333333333336,True
206,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13533.74,74.0,18.0,95,1.88,15.66,19.8,26.44,-1.26%,-1.61%,39.92%,38.74%,167.59%,147.53%,16.55,,12.63,5.76,17.59,62.333333333333336,True
208,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2521699.63,91.5,15.0,81,1.23,339.83,360.03,5.94,-0.54%,9.59%,11.81%,34.27%,60.72%,51.82%,333.5,,274.38,208.86,349.67,62.5,True
209,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,44246.06,86.5,21.0,76,1.15,255.62,270.27,5.73,1.20%,4.55%,6.54%,26.87%,51.79%,51.19%,250.45,,215.33,163.16,258.78,61.166666666666664,True
210,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5366.02,79.0,16.0,98,2.78,41.81,49.93,19.42,-1.26%,-2.16%,58.61%,44.64%,312.42%,263.52%,43.31,,30.99,10.16,47.23,64.33333333333333,True
211,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1914.12,94.0,13.0,76,1.16,92.49,102.5,10.82,0.09%,28.34%,33.41%,19.90%,53.25%,46.25%,87.14,,73.64,57.25,95.6,61.0,True
213,MXL,"MaxLinear, Inc.",Technology,Semiconductors,5320.86,79.0,17.0,94,1.76,69.07,71.1,2.94,-5.00%,27.53%,30.43%,84.48%,123.59%,78.92%,66.32,,44.58,29.69,72.8,63.333333333333336,True
215,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34922.64,71.5,19.0,83,1.27,207.69,215.62,3.82,-1.92%,3.18%,8.50%,25.66%,64.99%,56.63%,208.84,,176.15,123.27,214.96,57.833333333333336,True
219,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2314.06,99.0,18.0,77,1.17,109.83,130.0,18.36,1.01%,24.97%,30.06%,23.00%,57.42%,47.46%,101.0,,89.57,69.95,112.41,64.66666666666667,True
222,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5534.54,76.5,41.0,88,1.41,62.01,66.14,6.66,1.21%,1.55%,12.92%,36.16%,83.44%,72.44%,62.17,,50.12,33.01,64.98,68.5,True
224,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,1754.36,84.0,25.0,79,1.19,113.77,131.14,15.27,3.32%,9.94%,12.78%,27.19%,55.10%,46.03%,109.07,,97.38,69.75,116.0,62.666666666666664,True
227,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6308.02,79.0,13.0,80,1.21,37.14,42.5,14.43,-2.67%,10.59%,8.34%,15.63%,60.59%,57.84%,36.44,,31.33,21.81,38.37,57.333333333333336,True
231,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,10170.19,86.5,17.0,96,1.98,59.56,72.69,22.04,-5.02%,3.79%,27.41%,26.02%,167.32%,145.11%,60.51,,45.43,21.3,64.76,66.5,True
232,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,8046.23,81.5,21.0,85,1.32,183.23,185.22,1.09,2.05%,8.97%,17.65%,32.54%,71.70%,52.99%,177.96,,148.16,101.94,187.29,62.5,True
235,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4529.13,86.5,40.0,91,1.56,89.72,105.0,17.03,0.58%,22.77%,25.88%,33.26%,112.46%,92.62%,85.85,,70.68,42.97,94.96,72.5,True
237,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4860.18,91.5,56.0,87,1.38,28.38,32.0,12.76,1.39%,0.63%,4.65%,40.68%,72.37%,72.70%,27.18,,21.76,14.31,28.6,78.16666666666667,True
242,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5665.29,86.5,34.0,96,2.16,52.33,67.0,28.03,-6.64%,0.48%,32.82%,30.47%,210.95%,162.79%,54.92,,42.03,16.5,59.0,72.16666666666667,True
243,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1148.43,81.5,17.0,75,1.14,31.87,34.25,7.47,-6.83%,33.88%,38.12%,77.33%,40.69%,43.43%,27.94,,20.34,16.44,33.78,57.833333333333336,True
246,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1628.07,81.5,16.0,94,1.78,103.82,125.2,20.59,-5.79%,19.02%,5.41%,5.31%,132.78%,104.25%,96.76,,85.29,40.57,113.5,63.833333333333336,True
247,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,113077.04,84.0,15.0,79,1.19,150.9,156.66,3.82,2.08%,5.16%,16.89%,29.84%,53.25%,53.10%,148.02,,123.11,93.08,152.61,59.333333333333336,True
248,POOL,Pool Corporation,Consumer Cyclical,Leisure,22547.04,74.0,14.0,85,1.32,559.22,566.71,1.34,-2.12%,10.41%,15.78%,30.71%,68.07%,50.76%,537.07,,437.44,305.47,582.27,57.666666666666664,True
249,POWI,"Power Integrations, Inc.",Technology,Semiconductors,6411.64,76.5,13.0,77,1.17,105.34,115.83,9.96,-3.20%,2.30%,0.87%,28.36%,51.25%,28.78%,103.57,,90.64,69.01,110.66,55.5,True
250,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4507.66,91.5,24.0,97,2.26,138.76,149.83,7.98,-4.79%,9.63%,22.07%,87.67%,190.89%,186.93%,137.65,,90.12,43.51,153.28,70.83333333333333,True
251,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16934.32,86.5,16.0,85,1.33,120.57,133.75,10.93,1.12%,0.26%,18.24%,28.13%,75.34%,67.77%,118.65,,98.11,66.75,124.69,62.5,True
252,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,46757.36,84.0,26.0,82,1.26,180.48,226.12,25.29,2.73%,-2.40%,26.09%,25.13%,79.96%,65.12%,185.15,,159.85,98.59,196.64,64.0,True
253,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4700.03,86.5,19.0,80,1.22,130.5,145.94,11.83,0.94%,7.83%,5.74%,39.89%,60.66%,53.82%,128.28,,109.3,78.41,140.68,61.833333333333336,True
256,RF,Regions Financial Corporation,Financial,Banks - Regional,23648.94,71.5,20.0,76,1.16,24.05,25.93,7.82,1.40%,1.53%,17.49%,7.71%,59.78%,52.54%,24.08,,21.23,15.07,24.78,55.833333333333336,True
257,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20671.73,86.5,18.0,80,1.22,98.64,118.62,20.26,1.13%,-1.26%,7.78%,13.53%,66.96%,57.90%,99.81,,88.62,60.39,103.46,61.5,True
258,RMBS,Rambus Inc.,Technology,Semiconductors,2911.68,74.0,16.0,84,1.3,26.87,28.83,7.29,10.59%,15.87%,14.25%,40.17%,67.96%,54.30%,24.37,,21.89,15.5,27.78,58.0,True
260,ROG,Rogers Corporation,Technology,Electronic Components,5056.27,96.5,18.0,86,1.34,270.32,277.6,2.69,0.02%,38.53%,30.14%,43.42%,78.24%,73.93%,252.11,,197.72,146.02,273.0,66.83333333333333,True
266,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,159837.83,79.0,15.0,83,1.28,81.92,91.62,11.84,1.38%,0.06%,11.21%,15.95%,71.93%,56.37%,81.67,,71.4,48.51,84.49,59.0,True
268,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1427.64,89.0,52.0,88,1.42,57.48,72.0,25.26,-1.73%,13.66%,29.02%,27.56%,92.53%,55.49%,56.78,,48.57,30.35,60.75,76.33333333333333,True
272,SIVB,SVB Financial Group,Financial,Banks - Regional,44290.21,74.0,20.0,92,1.59,741.2,808.81,9.12,-2.30%,-1.17%,28.90%,27.19%,111.38%,90.11%,739.28,,585.74,337.83,763.22,62.0,True
274,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3816.39,76.5,45.0,85,1.32,39.09,41.73,6.75,-2.52%,1.62%,12.75%,12.78%,68.88%,25.80%,39.77,,34.74,21.21,41.35,68.83333333333333,True
278,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2112.59,81.5,20.0,87,1.38,78.29,88.0,12.4,1.72%,8.98%,28.81%,30.60%,76.78%,62.82%,74.58,,59.99,41.84,80.14,62.833333333333336,True
280,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,13499.35,76.5,26.0,86,1.35,67.03,80.41,19.96,3.26%,0.60%,-4.27%,10.77%,86.13%,83.05%,65.03,,58.75,33.77,74.37,62.833333333333336,True
281,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,22720.4,71.5,14.0,86,1.35,101.62,105.43,3.75,-2.01%,13.93%,16.91%,4.95%,78.46%,63.42%,97.36,,86.28,57.04,116.93,57.166666666666664,True
