no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,56853.94,19.46,10.09,0.26,3.66,2.69,13.24,11.27,2.98%,31.00%,5.17,-122.20%,15.25%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,88.00%,-0.32%,0.87%,1.18,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-1.34%,16.54%,13.28%,42.01%,90.08%,13.28%,1.94,3.42,3.81%,3.35%,4.71%,10.78%,25.65%,-6.82%,24.74%,-6.82%,108.22%,60.34,-1.86%,-0.93%,2.0,4292.97,0.87,100.63,-2.77%,3734421,11/4/2021 4:30:00 PM,114.06,10/4/1989,100.37,-0.26%,69.0,97,1.6,100.63,96.77,91.89,82.15,50.08,107.99,13.0,13.35,59.666666666666664,True
2521,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1032.38,,4.78,,3.31,1.22,2580.96,5.96,,,-0.42,156.50%,115.17%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.54%,72.50%,,2.83%,2.49,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,-13.42%,20.94%,22.53%,23.15%,113.93%,10.88%,2.51,0.93,8.42%,7.31%,-3.22%,6.96%,22.35%,-20.56%,28.91%,-20.56%,140.20%,48.19,-5.90%,-1.68%,2.2,423.66,1.71,12.13,-7.48%,722830,11/4/2021 8:30:00 AM,19.66,4/18/1994,12.14,0.08%,63.0,98,1.87,12.13,12.63,11.34,9.94,5.05,15.27,31.0,62.08,64.0,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,20527.9,61.23,6.94,1.0,3.7,1.86,44.92,7.14,1.70%,82.70%,1.93,269.40%,51.41%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.99%,89.40%,0.76%,2.82%,1.83,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-4.91%,12.48%,8.32%,50.81%,85.11%,9.40%,2.45,5.24,4.89%,4.04%,0.49%,5.72%,27.20%,-10.44%,24.17%,-10.44%,110.21%,51.17,-1.27%,-1.97%,1.9,2782.23,1.13,117.99,-3.22%,3145034,11/1/2021 4:30:00 PM,137.03,10/12/2012,117.57,-0.36%,72.0,97,1.62,117.99,118.03,111.71,92.97,56.13,131.75,22.0,16.14,63.666666666666664,True
3475,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,752.8,9.71,11.32,1.21,3.48,1.23,0.9,13.66,3.19%,16.50%,2.58,30.00%,-19.15%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.20%,-0.04%,1.28%,2.36,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,-5.08%,11.87%,22.78%,44.27%,101.04%,5.83%,1.19,0.77,3.58%,2.61%,1.12%,5.31%,20.51%,-6.49%,17.71%,-6.49%,108.83%,54.16,-0.04%,-1.49%,2.3,162.1,1.26,25.06,-1.53%,204154,1/25/2022 4:30:00 PM,24.33,5/14/1997,25.06,0.00%,59.0,98,1.76,25.06,24.9,23.82,20.82,12.0,26.8,17.0,-2.91,58.0,True
4003,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,501.9,10.71,10.76,,3.77,1.35,1.16,8.49,0.48%,5.10%,4.69,19.10%,-1.48%,8.80%,,27.00%,40.60%,0.60%,9.94,9.21,5.60%,1.91%,71.20%,-0.03%,0.62%,1.21,1.10%,13.30%,12.40%,,,0.28,0.28,,58.30%,35.00%,-4.85%,13.20%,40.61%,67.63%,54.63%,6.80%,0.75,1.72,4.21%,3.09%,1.94%,8.53%,39.89%,-6.20%,19.56%,-6.20%,79.11%,55.95,-2.45%,-1.23%,1.8,47.45,2.26,50.24,-3.64%,107085,1/19/2022 4:30:00 PM,56.2,12/28/2004,50.24,0.00%,75.0,94,1.35,50.24,49.57,46.43,35.99,28.05,53.56,18.0,11.86,62.333333333333336,True
4473,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1878.36,,4.64,,1.82,6.06,16.88,5.91,,,-0.41,-630.90%,777.88%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,0.10%,0.00%,78.00%,0.88%,5.44%,2.64,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-5.57%,22.19%,6.80%,89.29%,58.21%,22.54%,3.35,0.26,6.99%,5.68%,4.46%,11.74%,35.62%,-13.29%,40.40%,-13.29%,135.56%,54.3,-0.47%,-2.96%,2.0,9162.09,1.47,4.24,-3.42%,13500550,11/8/2021 8:30:00 AM,6.09,5/11/2011,4.24,0.00%,69.0,94,1.38,4.24,4.1,3.8,3.13,1.8,4.89,32.0,43.63,65.0,True
4860,MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,USA,1109.53,16.93,15.51,,6.89,1.63,0.59,58.09,,0.00%,6.05,30.90%,8.10%,53.80%,,34.40%,38.60%,25.30%,10.64,9.64,1.70%,1.26%,78.40%,3.20%,4.61%,3.61,1.00%,13.30%,23.70%,,,0.15,0.15,,88.40%,33.00%,-8.71%,4.30%,10.84%,52.43%,159.37%,-3.83%,1.25,4.77,6.22%,4.02%,-3.84%,1.51%,29.89%,-11.51%,18.02%,-11.51%,173.20%,46.96,2.72%,1.05%,2.0,123.25,2.13,102.45,3.80%,262656,1/20/2022 4:30:00 PM,122.5,11/8/2017,102.45,0.00%,69.0,99,2.27,102.45,106.65,100.93,79.12,38.24,115.78,18.0,19.57,62.0,True
4958,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,4345.76,11.68,8.06,0.25,4.88,5.0,17.74,10.76,0.81%,0.00%,1.7,12250.00%,1.40%,,46.69%,,1205.00%,134.20%,174.76,161.65,5.10%,-69.08%,,0.45%,12.35%,11.82,19.70%,47.60%,-196.60%,2.0,2.0,0.56,0.56,86.70%,49.60%,33.10%,-5.75%,6.38%,-3.69%,44.89%,117.89%,5.19%,2.4,1.0,5.64%,4.78%,-1.51%,0.33%,21.45%,-13.09%,15.21%,-13.09%,136.31%,47.56,-2.02%,-1.07%,2.3,1689.86,0.89,19.85,-3.08%,1507559,11/2/2021 8:30:00 AM,22.71,6/29/2017,19.85,0.00%,59.0,98,1.9,19.85,20.2,19.76,16.39,8.4,22.84,14.0,14.41,57.0,True
5117,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,13440.16,,9.24,,2.99,1.32,,9.82,1.33%,,-0.05,-409.20%,50.58%,6.10%,13.00%,-8.60%,158.10%,92.00%,789.0,766.09,0.25%,-7.85%,75.40%,0.49%,2.83%,1.28,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,-2.53%,14.85%,11.87%,57.39%,122.09%,10.23%,2.96,0.74,4.46%,3.79%,2.63%,9.00%,31.40%,-9.55%,26.63%,-9.55%,151.39%,55.09,-1.79%,-1.34%,2.2,16925.59,1.07,18.1,-3.10%,18095701,11/3/2021 4:30:00 PM,20.79,11/26/1965,18.12,0.11%,63.0,98,1.94,18.1,17.74,16.62,13.81,7.2,20.01,21.0,14.86,60.666666666666664,True
5411,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1568.76,,3.51,,6.89,,784.38,4.67,1.47%,,-6.36,-978.70%,57.37%,33.10%,36.30%,15.00%,102.50%,178.00%,65.86,63.67,4.30%,-16.98%,59.40%,0.63%,14.30%,8.65,-31.90%,178.60%,-117.10%,0.5,0.5,,,8.10%,,,-4.40%,10.19%,-10.20%,32.97%,110.05%,5.64%,2.34,1.2,5.62%,5.26%,-0.81%,2.42%,13.83%,-13.94%,24.12%,-21.99%,129.81%,49.18,-2.47%,-1.46%,1.7,1051.99,0.96,21.74,-3.89%,1013877,11/5/2021 8:30:00 AM,32.92,1/10/2007,21.32,-1.93%,78.0,98,1.83,21.74,22.01,21.17,19.14,9.46,27.87,21.0,51.43,65.66666666666667,True
5612,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1322.26,10.49,9.67,1.31,2.94,1.32,0.48,,1.78%,11.60%,2.58,43.70%,-3.32%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.87,0.80%,0.00%,95.20%,0.53%,1.57%,3.14,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,-9.75%,5.17%,3.32%,23.41%,41.27%,1.81%,1.35,0.97,4.91%,2.88%,-4.06%,1.57%,10.10%,-12.58%,13.54%,-12.58%,69.00%,44.66,-2.06%,-0.47%,2.0,244.45,1.51,27.04,-2.52%,368867,1/19/2022 8:30:00 AM,32.67,3/26/1987,27.04,0.00%,69.0,89,1.23,27.04,28.23,26.62,24.58,16.0,30.93,9.0,20.82,55.666666666666664,True
5654,OMI,"Owens & Minor, Inc.",Healthcare,Medical Distribution,USA,3438.9,13.94,13.08,0.71,0.36,3.62,86.4,30.25,0.02%,0.30%,3.15,471.90%,-16.56%,-3.40%,19.60%,-2.80%,-23.20%,14.40%,73.22,72.77,2.40%,-17.40%,95.90%,-0.02%,7.92%,8.11,6.60%,28.50%,10.70%,1.7,0.6,1.08,0.0,16.20%,3.70%,2.40%,-4.72%,2.22%,24.34%,-6.23%,58.98%,0.76%,0.32,2.25,5.82%,4.99%,-2.10%,2.26%,10.73%,-10.75%,13.45%,-10.84%,85.88%,48.99,-3.37%,-0.59%,2.2,710.01,1.55,43.83,-3.94%,1097607,11/3/2021 8:30:00 AM,56.75,11/1/1982,42.5,-3.03%,63.0,94,1.39,43.83,44.75,42.88,39.61,23.58,49.16,18.0,29.48,58.333333333333336,True
5759,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,8976.58,,4.42,,1.31,2.52,1122.07,5.77,1.53%,,-2.26,1417.10%,55.30%,5.70%,,6.60%,95.30%,50.30%,261.1,258.64,0.93%,0.23%,74.40%,0.26%,2.38%,2.04,-4.10%,-14.80%,-53.20%,0.4,0.4,1.27,1.27,51.80%,-7.60%,-8.50%,-5.27%,14.76%,-4.43%,34.15%,113.94%,8.87%,3.54,1.74,6.23%,4.59%,0.22%,4.02%,19.40%,-11.24%,24.29%,-11.24%,136.63%,49.89,-1.64%,-1.53%,2.1,3028.49,1.46,36.69,-3.14%,4417287,11/2/2021 4:30:00 PM,48.93,8/21/2001,36.69,0.00%,66.0,98,1.87,36.69,36.82,35.28,30.79,15.51,41.34,22.0,33.36,62.0,True
5767,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,30314.59,,11.59,,1.35,3.47,14.72,4.9,0.12%,,-0.79,155.00%,33.58%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.02,0.10%,2.28%,70.90%,0.35%,3.61%,2.21,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-1.17%,18.01%,2.90%,26.98%,57.05%,16.42%,2.28,1.49,4.67%,4.30%,4.71%,8.80%,17.51%,-8.78%,29.56%,-8.78%,73.43%,55.49,-2.57%,-0.89%,2.5,15267.17,1.18,33.75,-3.43%,18062522,11/4/2021 4:30:00 PM,41.96,7/2/1962,33.75,0.00%,53.0,94,1.37,33.75,32.47,31.02,28.77,19.46,37.0,6.0,24.33,51.0,True
5870,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5129.87,129.21,5.38,4.75,4.01,2.08,51.35,4.15,0.89%,53.90%,0.42,-733.00%,18.42%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,96.12,0.90%,-7.56%,,0.02%,7.38%,8.26,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-1.96%,11.36%,7.25%,40.81%,117.27%,10.72%,3.14,2.63,5.52%,4.79%,2.42%,3.85%,19.90%,-7.66%,22.75%,-7.66%,153.50%,53.36,-1.60%,-2.05%,2.0,859.41,2.13,54.01,-3.62%,1831597,11/4/2021 4:30:00 PM,70.13,3/17/1980,52.8,-2.24%,69.0,98,1.88,54.01,52.99,52.21,45.55,21.53,59.0,25.0,29.85,64.0,True
6266,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,48547.29,40.66,10.15,,3.39,2.18,66.96,14.03,1.11%,59.00%,5.09,-126.30%,52.71%,7.50%,,19.50%,889.30%,167.20%,244.0,242.62,0.30%,0.21%,86.80%,0.33%,2.85%,3.37,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,-0.19%,16.29%,11.52%,48.23%,60.42%,13.76%,1.77,6.1,3.38%,2.83%,5.38%,11.17%,25.59%,-6.81%,23.92%,-6.81%,82.73%,61.23,-3.20%,-0.58%,1.9,2053.73,1.38,206.91,-3.76%,2825857,11/3/2021 4:30:00 PM,231.55,12/22/1987,204.79,-1.02%,72.0,94,1.38,206.91,197.65,187.3,167.23,115.15,222.04,26.0,11.91,64.0,True
6587,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1188.79,,3.44,,2.82,2.54,33.68,19.85,,,-8.5,-538.50%,97.52%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.30%,33.21%,59.70%,2.13%,7.35%,3.63,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,-5.35%,9.22%,-11.70%,62.95%,155.61%,6.54%,3.22,1.9,6.31%,6.57%,-2.31%,1.32%,23.96%,-14.53%,22.98%,-18.78%,192.06%,47.74,-2.35%,-2.33%,2.0,421.8,0.78,28.68,-4.62%,327660,,46.4,11/15/2016,28.67,-0.03%,69.0,99,2.23,28.68,29.46,28.27,23.21,9.82,35.31,13.0,61.79,60.333333333333336,True
6649,RVI,Retail Value Inc.,Real Estate,REIT - Retail,USA,66.09,,,,0.73,0.12,0.14,1.08,36.83%,,-0.71,-304.10%,,-16.80%,,-10.70%,44.70%,-24.70%,21.12,17.3,17.70%,-50.20%,68.00%,-0.16%,2.44%,0.33,-4.10%,-7.20%,-10.90%,,,0.0,0.0,67.00%,12.00%,-46.60%,1.29%,1.45%,26.19%,39.41%,118.56%,0.82%,1.87,0.13,5.86%,3.91%,1.19%,3.74%,33.41%,-8.43%,10.83%,-8.43%,122.82%,54.53,3.96%,0.00%,2.0,1298.08,0.38,3.15,3.96%,498390,11/3/2021 4:30:00 PM,28.0,6/26/2018,3.15,0.00%,69.0,98,1.91,3.15,3.11,3.04,2.37,1.41,3.44,28.0,788.89,65.0,True
6778,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,164846.05,33.93,22.96,1.34,8.94,3.55,4.8,21.68,0.81%,27.30%,2.63,-20.60%,19.10%,15.60%,25.30%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-1.94%,87.70%,0.08%,0.99%,2.65,0.90%,10.50%,0.80%,,,0.41,8.8,97.60%,38.90%,26.90%,-4.48%,7.22%,8.46%,31.35%,52.74%,6.06%,1.0,2.54,3.41%,2.42%,-0.13%,5.81%,17.92%,-6.71%,16.66%,-6.71%,75.71%,52.02,-2.05%,-0.39%,2.0,6006.39,1.59,89.2,-2.44%,9563230,1/18/2022 8:30:00 AM,101.86,9/22/1987,88.93,-0.30%,69.0,93,1.33,89.2,89.55,84.47,75.76,50.77,95.62,19.0,14.19,60.333333333333336,True
7508,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,1743.25,7.61,6.34,0.63,2.16,1.27,5.9,,2.72%,0.00%,4.83,37.90%,7.17%,-6.40%,12.00%,4.10%,299.20%,33.80%,49.41,44.08,76.40%,0.00%,57.80%,0.82%,3.93%,4.26,3.80%,18.20%,4.10%,0.8,0.8,3.35,3.59,87.60%,48.10%,30.30%,-5.75%,5.16%,-1.29%,23.65%,79.46%,2.77%,1.24,1.36,4.72%,3.24%,-1.44%,2.10%,10.36%,-10.09%,13.94%,-11.01%,110.92%,48.19,-1.42%,-1.06%,2.0,406.37,1.21,36.7,-2.47%,492303,11/4/2021 4:30:00 PM,50.0,10/10/2007,36.7,0.00%,69.0,97,1.57,36.7,37.33,35.89,33.3,17.4,41.24,26.0,36.24,64.0,True
7648,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,12549.44,47.03,19.61,8.25,0.89,5.81,54.9,6.36,0.72%,28.70%,1.18,-405.10%,44.43%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.66,0.70%,-4.89%,88.50%,-0.07%,1.37%,2.31,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,-2.91%,9.69%,-0.45%,30.41%,92.74%,6.14%,2.79,1.58,2.93%,2.68%,1.98%,3.56%,19.42%,-4.94%,16.57%,-4.94%,108.07%,54.56,-0.45%,0.25%,1.7,1340.97,1.03,55.45,-0.20%,1384930,11/4/2021 8:30:00 AM,67.71,12/7/2010,55.45,0.00%,78.0,97,1.68,55.45,54.6,53.51,46.55,26.65,58.33,18.0,22.11,64.33333333333333,True
