no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
476,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA,1674.44,106.81,2.69,,0.95,4.01,7.98,,0.92%,0.00%,1.02,-268.30%,117.81%,30.20%,,-10.60%,139.00%,55.50%,15.3,14.99,1.40%,-0.80%,,5.27%,31.81%,9.47,1.80%,10.00%,-41.40%,1.5,1.1,1.01,1.35,18.80%,3.10%,1.80%,2.95%,10.78%,31.05%,59.76%,134.48%,19.06%,0.91,5.49,5.40%,5.75%,9.47%,17.67%,42.35%,-2.77%,47.85%,-2.77%,178.67%,68.23,0.17%,0.18%,2.0,503.72,1.13,108.73,0.34%,569016,2/15/2022 8:30:00 AM,127.33,10/5/2016,108.73,0.00%,69.0,99,2.04,108.73,99.8,93.02,76.69,39.02,113.74,7.0,17.11,58.333333333333336,True
586,ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA,1031.06,10.71,7.73,0.54,2.09,4.02,6.17,,,0.00%,6.53,138.40%,6.31%,100.30%,20.00%,29.70%,14.10%,31.50%,15.12,5.74,7.70%,-9.02%,19.20%,14.81%,4.87%,2.96,10.10%,79.20%,9.50%,,,3.8,3.8,75.30%,38.20%,27.10%,13.10%,-1.02%,-10.65%,50.08%,150.63%,-1.92%,1.55,3.91,5.36%,6.29%,6.14%,8.18%,29.01%,-6.27%,29.61%,-23.95%,174.74%,57.29,-0.72%,-1.67%,2.0,94.42,0.59,69.95,-2.39%,55868,,98.0,4/23/1999,70.19,0.35%,69.0,99,2.18,69.95,65.95,64.87,54.41,25.46,91.98,19.0,40.1,62.333333333333336,True
686,AXP,American Express Company,Financial,Credit Services,USA,149958.12,19.56,17.22,0.57,3.5,6.29,5.49,17.94,0.88%,20.00%,9.99,-52.90%,17.14%,-5.70%,34.57%,2.20%,73.70%,23.30%,786.0,766.95,0.10%,-38.77%,87.10%,0.05%,1.21%,2.22,3.70%,28.40%,2.10%,,,1.41,4.96,68.60%,21.40%,16.20%,6.23%,11.48%,7.78%,16.02%,52.37%,19.50%,1.15,5.2,2.50%,3.12%,11.23%,15.72%,16.53%,-1.62%,30.44%,-1.62%,55.07%,74.49,-0.56%,0.11%,2.4,4204.14,1.07,195.51,-0.45%,4510522,1/25/2022 8:30:00 AM,195.52,4/4/1972,195.0,-0.26%,56.0,93,1.31,195.51,176.82,169.81,167.99,126.08,198.72,11.0,0.01,53.333333333333336,True
713,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,386047.04,13.78,12.96,0.58,8.1,1.66,0.44,,1.71%,23.90%,3.56,-32.00%,16.11%,7.40%,23.89%,0.80%,69.00%,7.40%,8430.7,8103.31,0.10%,-1.64%,72.90%,0.26%,0.93%,1.48,0.90%,10.50%,7.30%,,,1.11,2.03,,89.10%,54.90%,5.64%,-0.33%,3.85%,16.37%,49.18%,10.25%,1.41,1.33,2.49%,2.84%,4.59%,6.94%,13.51%,-2.06%,15.17%,-2.06%,50.69%,63.38,-1.17%,0.71%,2.4,51042.92,0.92,49.05,-0.47%,47014248,1/19/2022 8:30:00 AM,51.61,6/5/1979,49.0,-0.10%,56.0,92,1.28,49.05,46.91,45.96,43.26,32.91,50.11,19.0,5.22,55.666666666666664,True
877,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,USA,8963.62,,,,29.14,,17.22,,,,-13.76,-19.70%,52.40%,,,,19.70%,666.70%,65.39,56.1,6.20%,-3.45%,92.70%,-0.11%,8.01%,6.83,-94.40%,202.60%,-198.10%,2.0,1.9,,,78.60%,,,5.33%,6.76%,14.65%,21.74%,60.97%,-0.22%,1.05,7.11,4.92%,5.67%,10.28%,12.04%,17.80%,-2.83%,40.28%,-9.25%,119.75%,60.46,1.97%,-2.22%,1.8,657.92,1.09,137.5,-0.30%,719885,11/9/2021 8:30:00 AM,159.3,5/4/2017,137.0,-0.36%,75.0,96,1.43,137.5,125.38,123.23,117.04,62.57,151.51,8.0,15.85,59.666666666666664,True
916,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,51533.2,16.04,11.02,1.27,17.07,1.37,0.26,,2.14%,31.20%,3.96,-15.10%,20.99%,7.20%,12.65%,4.30%,-2.80%,-15.50%,844.09,823.94,0.10%,0.00%,85.80%,-0.45%,0.86%,1.63,0.70%,8.50%,2.80%,,,0.66,0.66,,93.70%,,4.44%,0.63%,7.29%,15.63%,50.65%,9.28%,1.1,1.75,2.21%,3.26%,4.32%,7.40%,15.98%,-1.64%,17.33%,-1.64%,52.65%,64.52,0.32%,-0.61%,2.1,4335.05,1.39,63.47,-0.30%,6032706,1/18/2022 8:30:00 AM,68.62,12/4/1969,63.47,0.00%,66.0,93,1.31,63.47,60.84,59.27,54.8,41.58,64.63,29.0,8.11,62.666666666666664,True
930,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,28198.72,,15.99,,1.37,1.38,6.51,58.26,2.62%,,-0.36,2200.00%,35.22%,-27.10%,50.90%,5.60%,103.70%,0.90%,851.0,829.2,0.10%,-98.96%,93.30%,0.73%,6.43%,6.2,-0.10%,-0.20%,-70.90%,1.6,1.2,0.4,0.4,19.70%,3.00%,-0.20%,4.10%,1.78%,13.95%,28.52%,21.79%,14.05%,1.52,1.08,3.64%,4.46%,1.29%,7.22%,13.93%,-3.38%,20.54%,-3.38%,46.35%,57.1,-0.04%,-0.72%,2.0,8606.26,0.86,27.44,-0.76%,7380492,1/20/2022 8:30:00 AM,32.14,10/3/1961,27.44,0.00%,69.0,79,1.06,27.44,27.13,25.67,24.12,18.75,28.4,5.0,17.13,51.0,True
1040,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,7256.69,8.13,9.15,1.63,3.42,1.25,0.4,11.31,1.93%,16.70%,11.45,-14.70%,7.39%,-7.40%,5.00%,5.50%,54.00%,3.30%,80.13,78.58,1.40%,-8.75%,87.40%,0.43%,1.82%,2.7,1.20%,13.90%,22.90%,,,0.12,0.13,,92.30%,38.80%,3.10%,0.60%,11.29%,20.31%,50.74%,13.52%,1.07,2.91,2.68%,3.45%,1.48%,8.78%,16.84%,-6.39%,24.97%,-6.39%,52.56%,58.28,-0.13%,-0.09%,1.8,529.31,1.0,93.13,-0.21%,527912,1/27/2022 8:30:00 AM,112.08,11/4/1982,93.13,0.00%,75.0,93,1.3,93.13,91.79,85.92,79.81,61.25,99.49,49.0,20.35,72.33333333333333,True
1060,BRK-B,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,777235.51,,25.07,,2.89,0.0,,,,,,28.40%,8.50%,,23.30%,,-65.70%,12.00%,2430.0,1189.67,0.19%,0.00%,66.74%,,0.74%,1.83,,,,,,,,,,,1.47%,0.02%,12.10%,10.20%,33.40%,6.97%,,6.2,1.65%,2.13%,1.62%,5.52%,11.10%,-1.78%,16.40%,-1.78%,34.37%,60.61,-0.17%,-0.62%,2.4,4828.04,1.45,319.85,-0.78%,6979939,11/8/2021 8:30:00 AM,340.5,5/9/1996,319.3,-0.17%,56.0,86,1.15,319.85,314.72,303.97,288.13,238.03,325.63,21.0,6.46,54.333333333333336,True
1076,BRT,BRT Apartments Corp.,Real Estate,REIT - Residential,USA,399.59,13.79,,,13.87,1.8,13.5,,4.29%,57.10%,1.56,245.70%,-117.20%,-23.50%,,-22.20%,473.00%,5.50%,17.26,14.4,17.70%,-0.83%,46.10%,0.15%,0.21%,0.62,7.40%,14.70%,-4.00%,,,0.83,0.83,55.90%,-35.40%,93.90%,1.23%,1.95%,6.82%,20.77%,42.40%,-10.55%,1.33,0.95,4.91%,4.57%,1.02%,1.99%,11.24%,-11.32%,16.95%,-11.32%,45.29%,51.47,5.20%,-0.68%,2.2,49.36,2.73,21.46,4.48%,134789,11/8/2021 4:30:00 PM,21.75,5/23/1973,22.0,2.52%,63.0,91,1.24,21.46,21.24,21.09,19.31,14.77,24.2,12.0,1.35,55.333333333333336,True
1238,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,USA,415.44,14.4,11.38,,3.2,1.02,,,,,1.09,176.40%,3.80%,,,,,20.30%,26.46,25.36,2.99%,1.22%,38.18%,,0.42%,1.71,,,,,,,,,,,2.41%,-1.44%,-2.30%,25.50%,45.24%,2.01%,,0.41,2.31%,2.77%,0.45%,2.80%,11.84%,-4.62%,11.43%,-4.62%,56.69%,53.41,-0.32%,-0.57%,2.0,61.6,1.2,15.7,-0.88%,73736,,18.5,2/28/2007,15.7,0.00%,69.0,91,1.26,15.7,15.62,15.3,14.05,10.02,16.46,42.0,17.83,67.33333333333333,True
1273,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,3945.93,41.55,10.97,2.99,1.09,4.2,23.49,171.56,2.11%,,1.69,199.60%,11.21%,13.30%,13.88%,7.20%,110.50%,37.20%,56.7,56.14,1.10%,0.00%,92.40%,-0.49%,1.91%,2.94,-1.70%,-6.00%,15.60%,1.2,0.8,0.76,1.23,22.30%,8.50%,-1.50%,12.83%,19.22%,22.72%,26.31%,43.91%,24.73%,1.57,2.29,3.77%,3.85%,17.58%,22.58%,24.47%,0.40%,37.56%,0.40%,47.70%,76.65,2.53%,-1.29%,2.0,364.73,4.18,70.1,1.21%,1525240,1/31/2022 4:30:00 PM,74.67,8/23/1968,70.1,0.00%,69.0,91,1.24,70.1,60.18,57.54,56.38,47.59,71.08,8.0,6.52,56.0,True
1278,CC,The Chemours Company,Basic Materials,Specialty Chemicals,USA,5873.12,15.19,7.82,0.56,0.96,5.87,5.7,10.72,2.82%,41.90%,2.33,517.30%,10.72%,36.00%,27.00%,-2.80%,177.70%,36.30%,165.11,160.69,0.40%,-32.57%,78.00%,-0.32%,4.78%,6.28,5.40%,44.40%,8.00%,1.9,1.3,3.84,3.86,21.30%,8.10%,6.50%,5.85%,-0.28%,13.32%,2.99%,29.03%,5.69%,1.93,1.3,3.91%,3.77%,4.24%,6.84%,8.27%,-3.33%,22.90%,-8.75%,52.23%,60.01,-0.59%,-1.00%,2.1,1222.16,1.23,35.47,-1.58%,1505134,2/10/2022 4:30:00 PM,41.75,6/19/2015,32.9,-7.25%,66.0,84,1.12,35.47,34.0,33.32,32.78,23.3,38.87,21.0,17.71,57.0,True
1281,CCB,Coastal Financial Corporation,Financial,Banks - Regional,USA,585.39,22.76,15.52,,7.04,3.66,0.86,35.05,,0.00%,2.16,14.60%,64.84%,36.30%,,20.50%,59.80%,19.50%,12.0,8.72,3.20%,0.00%,57.30%,3.23%,2.29%,4.13,1.10%,14.50%,23.30%,,,0.17,0.0,,81.00%,26.20%,0.57%,-7.13%,12.61%,62.56%,118.27%,-2.98%,1.25,1.88,2.60%,4.06%,-0.89%,1.29%,35.03%,-9.74%,25.54%,-9.74%,125.90%,49.29,0.97%,-1.30%,1.7,48.3,0.92,49.11,-0.34%,44354,,63.38,7/18/2018,49.11,0.00%,78.0,99,1.85,49.11,49.42,48.59,36.47,22.3,54.41,6.0,29.06,61.0,True
1338,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,1019.66,,5.88,,0.82,2.15,6.29,5.18,,,-1.93,-113.30%,1153.66%,-15.30%,,-6.50%,,25.70%,34.48,33.81,1.96%,0.00%,80.20%,-2.25%,4.41%,3.38,-2.80%,-12.70%,2.50%,0.7,0.6,1.34,1.46,92.50%,7.10%,-5.70%,26.96%,22.74%,26.96%,31.61%,185.19%,33.11%,2.51,1.71,6.89%,7.24%,28.11%,31.13%,37.92%,3.18%,58.19%,-16.56%,249.48%,74.79,3.03%,0.72%,2.0,440.83,2.24,30.23,3.78%,987110,2/8/2022 8:30:00 AM,29.33,11/14/2017,30.23,0.00%,69.0,99,2.48,30.23,23.82,23.22,22.02,8.65,36.23,31.0,-2.98,66.33333333333333,True
1352,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1598.34,,4.8,,0.82,5.14,27.75,,,,-2.92,-51.40%,396.90%,-20.30%,,-3.80%,10.60%,48.00%,90.1,49.84,0.90%,0.00%,58.70%,1.91%,8.46%,3.34,-18.60%,-64.00%,-9.10%,1.1,0.4,1.03,1.22,2.80%,-1.20%,-13.50%,15.36%,4.89%,34.19%,46.47%,23.64%,10.21%,2.62,1.04,6.55%,6.53%,10.31%,16.43%,29.63%,-3.80%,47.89%,-6.89%,75.65%,64.35,-0.11%,-0.98%,2.0,1262.85,1.65,18.25,-1.08%,2079369,2/24/2022 4:30:00 PM,18.33,3/29/1996,18.14,-0.60%,69.0,81,1.08,18.25,16.61,15.78,14.09,10.39,19.6,9.0,0.44,53.0,True
1365,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,15511.73,53.49,6.65,0.85,3.04,5.4,20.49,16.54,1.63%,86.40%,1.38,-33.80%,147.57%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.45%,94.80%,0.39%,1.77%,1.22,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,0.22%,6.65%,17.14%,50.44%,70.90%,4.21%,1.05,3.37,4.59%,5.20%,5.54%,9.24%,30.27%,-2.92%,28.84%,-2.92%,74.99%,57.84,1.78%,-0.78%,2.1,3108.82,1.3,73.76,0.99%,4032036,2/15/2022 4:30:00 PM,73.42,8/11/2005,73.76,0.00%,66.0,96,1.49,73.76,70.18,67.78,56.74,42.43,76.43,14.0,-0.46,58.666666666666664,True
1367,CFB,"CrossFirst Bankshares, Inc.",Financial,Banks - Regional,USA,805.57,12.03,11.5,,4.17,1.26,2.54,9.9,,0.00%,1.33,-58.80%,6.97%,,,,167.20%,-2.50%,50.99,44.04,0.50%,-3.79%,48.30%,-0.07%,0.69%,3.02,0.80%,6.90%,15.10%,,,0.0,0.0,,68.20%,22.60%,1.97%,1.84%,4.22%,18.18%,34.39%,2.88%,,0.44,1.80%,3.05%,2.34%,4.76%,12.18%,-2.64%,16.38%,-2.64%,39.65%,57.76,-0.31%,-0.37%,2.4,100.24,2.41,16.06,-0.68%,241485,1/24/2022 4:30:00 PM,18.0,8/15/2019,16.06,0.00%,56.0,86,1.15,16.06,15.71,15.37,14.32,11.66,16.5,13.0,12.08,51.666666666666664,True
