,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
18,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,7318.81,79.0,15.0,90,1.48,174.26,213.67,22.62,-1.37%,6.66%,4.75%,10.80%,104.55%,74.93%,179.08,,159.85,86.94,191.62,61.333333333333336,True
19,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,34421.56,84.0,26.0,80,1.21,301.31,337.11,11.88,-1.53%,2.00%,11.47%,18.86%,65.42%,56.42%,304.47,,258.0,182.83,312.15,63.333333333333336,True
21,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,824.93,81.5,55.0,94,1.82,69.63,91.0,30.69,-5.06%,-0.09%,49.64%,36.10%,140.71%,181.54%,72.55,,49.07,25.08,80.93,76.83333333333333,True
22,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,908.66,76.5,15.0,91,1.58,31.88,33.0,3.51,2.01%,14.87%,28.61%,33.43%,128.06%,103.75%,28.9,,22.43,13.43,32.67,60.833333333333336,True
24,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,2572.47,76.5,16.0,92,1.59,47.04,53.0,12.67,-11.78%,3.50%,3.32%,0.24%,81.23%,101.96%,44.25,,38.24,18.69,48.97,61.5,True
25,APA,APA Corporation,Energy,Oil & Gas E&P,10970.91,71.5,15.0,90,1.47,26.53,33.98,28.08,-3.88%,0.89%,57.03%,39.01%,121.38%,100.63%,28.23,,21.06,12.2,31.14,58.833333333333336,True
26,ARCB,ArcBest Corporation,Industrials,Trucking,2783.49,84.0,23.0,96,2.01,110.15,127.56,15.81,-3.33%,22.62%,65.59%,43.22%,189.03%,158.14%,106.76,,73.47,39.5,116.79,67.66666666666667,True
27,ARES,Ares Management Corporation,Financial,Asset Management,24959.41,81.5,13.0,90,1.49,85.58,90.12,5.3,-1.87%,2.38%,16.58%,56.74%,91.24%,81.89%,86.35,,65.58,44.16,90.08,61.5,True
29,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,1395.23,94.0,18.0,95,1.92,47.96,58.0,20.93,-1.95%,4.95%,39.93%,53.01%,168.00%,143.87%,48.39,,34.03,17.46,50.95,69.0,True
31,ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,4486.32,86.5,19.0,97,2.22,48.57,55.5,14.27,0.79%,8.40%,14.92%,37.10%,202.31%,133.33%,46.2,,36.43,15.57,51.08,67.5,True
32,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,1242.43,89.0,15.0,91,1.53,16.05,19.67,22.55,-2.67%,16.73%,17.84%,64.78%,96.69%,62.78%,16.12,,11.71,7.72,19.05,65.0,True
33,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,5072.49,76.5,14.0,97,2.21,110.08,116.75,6.06,3.91%,17.85%,22.03%,42.70%,199.70%,167.77%,103.22,,81.05,36.73,118.49,62.5,True
34,ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,1022.22,81.5,19.0,99,3.28,66.12,86.5,30.82,-11.99%,-6.00%,25.61%,66.09%,345.85%,168.45%,77.1,,44.97,14.84,91.98,66.5,True
35,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,1513.29,71.5,38.0,97,2.25,34.44,42.5,23.4,-0.61%,19.67%,30.60%,11.46%,185.34%,117.01%,31.5,,28.34,11.58,40.48,68.83333333333333,True
36,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,5573.95,91.5,16.0,80,1.21,60.09,62.64,4.24,-1.35%,7.78%,19.08%,16.88%,64.77%,49.18%,57.97,,49.75,36.36,61.46,62.5,True
40,BAC,Bank of America Corporation,Financial,Banks - Diversified,396621.67,71.5,13.0,81,1.24,46.28,47.58,2.81,0.89%,-0.02%,12.69%,12.99%,73.42%,56.71%,47.17,,40.9,27.92,48.69,55.166666666666664,True
41,BANC,"Banc of California, Inc.",Financial,Banks - Regional,1355.35,81.5,13.0,76,1.16,21.39,24.0,12.2,-1.38%,3.81%,19.97%,23.83%,56.21%,46.23%,21.24,,18.5,13.18,22.09,56.833333333333336,True
44,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,3061.06,79.0,16.0,83,1.29,67.35,74.67,10.87,-0.82%,11.19%,19.88%,30.95%,75.34%,60.74%,65.22,,52.29,38.15,68.87,59.333333333333336,True
45,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,1297.5,74.0,14.0,82,1.25,53.66,54.33,1.25,4.28%,16.27%,17.86%,24.70%,65.98%,69.38%,50.4,,44.03,29.65,54.46,56.666666666666664,True
47,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,9794.47,76.5,14.0,82,1.25,69.42,74.16,6.83,12.75%,15.66%,22.52%,55.16%,59.22%,86.21%,62.7,,50.34,36.07,74.09,57.5,True
48,BLD,TopBuild Corp.,Industrials,Engineering & Construction,9172.8,79.0,20.0,79,1.19,279.91,295.78,5.67,1.13%,12.00%,27.27%,38.96%,48.71%,52.11%,264.0,,214.18,161.35,284.01,59.333333333333336,True
49,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,14236.5,94.0,14.0,90,1.5,71.8,82.07,14.3,6.30%,21.97%,40.01%,62.39%,99.43%,79.74%,64.87,,49.41,34.42,73.36,66.0,True
51,BPOP,"Popular, Inc.",Financial,Banks - Regional,6911.3,89.0,52.0,82,1.26,84.21,102.0,21.13,1.64%,1.25%,11.08%,6.68%,71.97%,52.86%,83.13,,75.42,48.42,85.59,74.33333333333333,True
53,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,2432.91,76.5,18.0,83,1.27,30.27,31.75,4.89,-0.33%,12.26%,11.23%,35.59%,65.58%,57.68%,29.91,,24.16,17.45,30.88,59.166666666666664,True
54,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,674.7,81.5,18.0,95,1.95,32.02,51.5,60.84,3.07%,33.43%,50.07%,57.69%,170.62%,141.02%,29.08,,20.94,12.18,33.49,64.83333333333333,True
55,BWB,"Bridgewater Bancshares, Inc.",Financial,Banks - Regional,539.85,81.5,19.0,79,1.2,18.56,21.0,13.15,-1.21%,8.85%,15.68%,8.04%,64.86%,50.60%,18.65,,16.68,11.3,20.05,59.833333333333336,True
57,BX,Blackstone Inc.,Financial,Asset Management,174848.11,79.0,18.0,95,1.89,145.52,148.73,2.21,0.90%,4.26%,21.75%,57.97%,146.19%,124.53%,142.74,,102.94,59.11,149.78,64.0,True
58,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,749.79,74.0,15.0,96,2.12,73.55,96.33,30.97,1.41%,46.03%,22.45%,47.40%,182.00%,158.58%,64.08,,49.53,24.01,76.94,61.666666666666664,True
59,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,1161.76,81.5,14.0,93,1.65,28.0,40.0,42.86,1.94%,17.10%,13.01%,4.71%,125.47%,77.64%,25.83,,23.32,11.17,29.36,62.833333333333336,True
61,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,423.56,81.5,41.0,80,1.21,15.6,18.75,20.19,2.95%,7.14%,32.97%,5.45%,87.72%,49.72%,15.64,,13.48,8.65,16.4,67.5,True
62,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,4275.56,79.0,19.0,78,1.18,37.37,44.33,18.62,-7.14%,3.76%,27.59%,29.14%,55.26%,13.96%,36.33,,28.82,22.63,39.76,58.666666666666664,True
63,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,2065.06,89.0,17.0,87,1.37,63.55,68.5,7.79,0.32%,3.49%,31.22%,27.19%,87.32%,77.74%,61.59,,50.83,32.76,65.96,64.33333333333333,True
64,CBNK,"Capital Bancorp, Inc.",Financial,Banks - Regional,388.22,89.0,19.0,93,1.71,27.51,30.25,9.96,2.47%,12.07%,18.17%,27.15%,122.69%,99.35%,26.85,,21.84,11.6,28.16,67.0,True
65,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,2066.0,99.0,17.0,78,1.18,38.82,44.5,14.63,-0.18%,8.18%,19.13%,19.74%,58.76%,48.14%,38.52,,33.37,23.92,40.62,64.66666666666667,True
69,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,2365.93,91.5,15.0,92,1.62,37.39,39.38,5.32,-4.63%,20.38%,40.82%,80.51%,110.01%,67.20%,36.53,,24.56,16.55,42.01,66.16666666666667,True
70,CG,The Carlyle Group Inc.,Financial,Asset Management,20242.63,76.5,13.0,91,1.53,56.49,67.58,19.63,-5.15%,1.55%,15.43%,31.01%,103.49%,79.68%,58.02,,45.49,27.95,60.62,60.166666666666664,True
72,CIVB,"Civista Bancshares, Inc.",Financial,Banks - Regional,396.04,86.5,16.0,76,1.15,25.39,28.42,11.93,2.96%,2.06%,11.52%,10.18%,58.07%,46.89%,24.99,,23.06,16.08,25.9,59.5,True
73,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,11113.82,74.0,16.0,92,1.62,22.6,30.51,35.0,5.82%,-10.66%,-7.72%,20.03%,128.70%,55.98%,22.78,,20.49,10.12,26.51,60.666666666666664,True
74,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,918.87,81.5,24.0,97,2.2,66.94,74.0,10.55,-0.06%,30.45%,44.78%,79.71%,184.66%,168.77%,62.81,,41.15,22.91,72.0,67.5,True
77,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,1375.36,91.5,14.0,88,1.4,34.64,38.4,10.85,-0.03%,6.15%,21.70%,28.51%,94.92%,76.30%,34.26,,27.98,17.6,35.5,64.5,True
80,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9918.41,76.5,17.0,85,1.33,64.02,79.33,23.91,-2.00%,20.66%,6.86%,17.33%,77.40%,52.52%,61.27,,53.95,34.41,69.26,59.5,True
82,CPT,Camden Property Trust,Real Estate,REIT - Residential,17076.4,74.0,36.0,83,1.29,166.47,169.85,2.03,1.53%,6.13%,16.20%,33.25%,69.89%,67.71%,163.62,,134.66,94.59,167.95,64.33333333333333,True
83,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10131.71,79.0,19.0,97,2.28,175.54,193.88,10.45,-5.38%,9.70%,18.73%,58.90%,174.50%,172.49%,171.91,,118.12,58.28,183.88,65.0,True
84,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12586.31,84.0,16.0,80,1.22,238.67,255.29,6.96,-0.05%,3.28%,13.44%,24.22%,60.36%,52.98%,233.35,,192.19,143.52,243.99,60.0,True
85,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,901.1,94.0,15.0,88,1.4,52.64,63.75,21.11,4.94%,23.08%,24.30%,44.36%,87.27%,72.80%,49.69,,39.82,27.15,53.32,65.66666666666667,True
87,CUBE,CubeSmart,Real Estate,REIT - Industrial,10881.2,71.5,17.0,84,1.3,53.71,57.38,6.83,1.03%,0.56%,5.54%,25.05%,67.09%,60.28%,54.37,,46.17,31.44,56.64,57.5,True
88,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1910.16,79.0,21.0,98,2.45,57.39,65.75,14.57,1.23%,22.37%,46.46%,58.95%,278.12%,222.00%,56.3,,38.53,16.81,61.48,66.0,True
89,CURO,CURO Group Holdings Corp.,Financial,Credit Services,753.49,91.5,15.0,91,1.53,18.86,26.25,39.18,7.14%,-2.00%,13.90%,14.04%,102.17%,29.80%,17.73,,16.21,7.67,20.81,65.83333333333333,True
93,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1508.02,86.5,27.0,79,1.2,36.66,40.6,10.75,-1.07%,4.39%,10.32%,9.08%,65.53%,52.52%,36.81,,33.01,22.23,38.35,64.16666666666667,True
94,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11793.17,94.0,15.0,83,1.29,431.06,476.33,10.5,-0.65%,10.40%,-1.37%,24.45%,65.45%,48.51%,414.38,,369.07,252.85,451.49,64.0,True
95,DELL,Dell Technologies Inc.,Technology,Computer Hardware,42497.72,79.0,18.0,79,1.2,55.13,78.05,41.57,-3.58%,-3.89%,5.74%,8.29%,55.55%,47.25%,55.77,,49.67,34.09,58.29,58.666666666666664,True
96,DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,1650.99,74.0,30.0,97,2.27,46.21,47.0,1.71,-1.82%,29.08%,46.55%,60.15%,206.78%,182.73%,45.32,,32.31,15.41,52.33,67.0,True
98,DIOD,Diodes Incorporated,Technology,Semiconductors,4774.65,79.0,17.0,83,1.27,108.31,117.67,8.64,-1.97%,14.55%,14.97%,43.76%,70.38%,52.88%,104.35,,84.71,63.72,113.98,59.666666666666664,True
99,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,12062.41,76.5,22.0,94,1.77,134.55,153.17,13.84,-2.54%,5.20%,8.25%,42.58%,138.56%,149.59%,131.19,,102.51,51.51,147.39,64.16666666666667,True
101,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22343.45,79.0,13.0,79,1.2,58.77,60.81,3.47,2.39%,6.16%,19.53%,28.01%,53.82%,47.94%,57.03,,48.17,37.54,59.33,57.0,True
103,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,31378.88,86.5,23.0,96,2.09,41.14,49.97,21.46,0.02%,6.84%,50.57%,68.02%,208.84%,182.86%,42.16,,28.81,13.78,44.79,68.5,True
104,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,57825.9,91.5,15.0,91,1.53,618.06,638.88,3.37,-8.95%,3.81%,14.00%,66.34%,83.75%,59.58%,624.85,,459.12,311.01,659.45,65.83333333333333,True
107,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1746.1,76.5,19.0,83,1.28,59.12,67.75,14.6,0.07%,12.21%,26.69%,29.29%,68.39%,51.96%,57.17,,45.67,29.21,60.75,59.5,True
109,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,6955.1,74.0,17.0,76,1.15,130.64,142.8,9.31,0.89%,8.00%,7.07%,6.28%,50.70%,43.32%,126.96,,118.23,85.2,135.98,55.666666666666664,True
112,ENVA,"Enova International, Inc.",Financial,Credit Services,1475.91,81.5,20.0,88,1.4,39.64,44.5,12.26,-2.17%,13.69%,23.97%,6.46%,83.88%,61.61%,37.94,,34.38,20.81,43.47,63.166666666666664,True
113,EQBK,"Equity Bancshares, Inc.",Financial,Banks - Regional,600.59,76.5,14.0,78,1.18,34.7,37.5,8.07,-1.77%,2.94%,11.41%,8.32%,64.66%,62.30%,34.15,,30.82,19.91,36.0,56.166666666666664,True
115,ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls,1242.58,81.5,35.0,93,1.66,23.74,26.5,11.63,1.89%,14.68%,16.39%,25.90%,109.53%,66.06%,21.9,,19.63,10.62,24.99,69.83333333333333,True
116,ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,6032.34,79.0,23.0,86,1.36,24.94,28.17,12.95,-1.89%,9.96%,6.24%,8.00%,84.07%,40.16%,24.57,,21.97,13.59,26.92,62.666666666666664,True
119,EVC,Entravision Communications Corporation,Communication Services,Broadcasting,683.01,94.0,14.0,96,2.08,7.88,12.5,58.63,-6.63%,-1.15%,12.32%,71.08%,173.85%,181.82%,8.36,,5.72,2.66,9.34,68.0,True
120,EVR,Evercore Inc.,Financial,Capital Markets,6761.09,84.0,19.0,81,1.24,149.37,172.12,15.23,-2.67%,-7.50%,8.28%,2.00%,64.22%,36.70%,152.78,,138.52,90.29,164.63,61.333333333333336,True
121,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,12168.06,86.5,15.0,87,1.38,82.4,99.64,20.92,0.74%,-0.02%,12.44%,13.82%,90.48%,65.81%,82.47,,75.07,42.51,87.77,62.833333333333336,True
122,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6663.97,86.5,14.0,84,1.3,161.46,175.13,8.47,1.32%,13.01%,4.73%,13.05%,74.63%,62.19%,155.82,,141.5,90.85,165.69,61.5,True
123,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1698.92,76.5,17.0,94,1.76,13.36,15.5,16.02,3.88%,39.04%,23.30%,17.66%,130.07%,94.34%,11.53,,10.39,5.55,13.9,62.5,True
124,FAF,First American Financial Corporation,Financial,Insurance - Specialty,8383.92,74.0,19.0,79,1.19,77.27,82.4,6.64,1.74%,3.32%,10.76%,20.57%,54.55%,49.53%,74.81,,64.93,47.75,78.46,57.333333333333336,True
125,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,21094.77,86.5,26.0,93,1.74,105.47,131.62,24.79,0.01%,0.71%,46.90%,40.75%,147.67%,127.67%,109.93,,85.23,39.3,117.71,68.5,True
126,FC,Franklin Covey Co.,Industrials,Consulting Services,673.81,81.5,21.0,92,1.6,46.89,54.0,15.16,-4.52%,11.30%,16.79%,57.30%,113.33%,110.55%,45.91,,35.1,21.24,50.92,64.83333333333333,True
127,FCBC,"First Community Bankshares, Inc.",Financial,Banks - Regional,617.95,81.5,15.0,79,1.19,35.77,37.0,3.44,6.61%,11.61%,18.74%,19.67%,68.80%,69.74%,33.89,,30.28,20.86,36.44,58.5,True
129,FISI,"Financial Institutions, Inc.",Financial,Banks - Regional,537.81,81.5,19.0,76,1.15,32.59,36.75,12.76,2.69%,2.02%,5.79%,5.79%,60.29%,47.82%,32.57,,30.64,19.94,33.65,58.833333333333336,True
130,FITB,Fifth Third Bancorp,Financial,Banks - Regional,31075.02,81.5,19.0,82,1.26,44.16,48.58,10.01,0.02%,-1.62%,14.13%,7.61%,72.40%,62.64%,44.16,,39.53,25.27,45.92,60.833333333333336,True
131,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,13959.8,89.0,22.0,80,1.22,130.82,150.43,14.99,-5.07%,-4.02%,8.85%,30.91%,53.89%,40.89%,134.53,,112.29,77.96,145.89,63.666666666666664,True
132,FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,4904.13,89.0,32.0,84,1.31,67.28,74.62,10.91,-0.25%,8.65%,31.24%,34.68%,70.25%,54.99%,65.86,,51.7,38.02,69.13,68.33333333333333,True
133,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,7934.97,74.0,17.0,92,1.63,184.99,190.14,2.78,-1.33%,16.42%,19.45%,19.83%,114.16%,75.30%,175.62,,150.25,84.58,190.29,61.0,True
135,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53700.17,76.5,19.0,96,2.17,330.8,367.7,11.15,-3.97%,-1.33%,7.01%,51.81%,179.71%,120.48%,335.79,,251.47,115.71,355.35,63.833333333333336,True
139,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,1483.88,89.0,30.0,97,2.32,49.98,65.8,31.65,-2.71%,-1.04%,-5.93%,23.77%,208.09%,152.64%,51.32,,40.74,16.07,54.86,72.0,True
140,GDYN,"Grid Dynamics Holdings, Inc.",Technology,Information Technology Services,2409.11,89.0,36.0,99,3.02,37.66,38.43,2.04,-3.39%,45.69%,50.58%,138.51%,278.87%,198.89%,34.4,,21.51,9.51,40.5,74.66666666666667,True
144,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2014870.81,91.5,15.0,83,1.29,2935.14,3279.44,11.73,-1.56%,5.75%,2.66%,20.61%,69.19%,67.54%,2958.82,,2542.15,1699.0,3037.0,63.166666666666664,True
145,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1952574.88,89.0,15.0,83,1.29,2926.04,3269.41,11.73,-1.42%,6.06%,2.61%,22.49%,68.77%,66.36%,2939.8,,2507.47,1694.0,3019.33,62.333333333333336,True
146,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3735.21,84.0,22.0,80,1.22,205.96,266.67,29.48,-2.80%,1.24%,24.37%,27.49%,64.76%,56.76%,195.65,,168.8,115.19,211.79,62.0,True
148,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6419.26,76.5,15.0,91,1.53,22.38,23.57,5.32,-3.16%,7.91%,45.42%,17.48%,109.35%,105.13%,22.03,,17.86,9.95,24.89,60.833333333333336,True
149,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,841.42,96.5,48.0,81,1.23,34.13,38.4,12.51,-0.52%,1.33%,20.96%,11.18%,63.27%,63.27%,34.58,,29.39,18.86,36.29,75.16666666666667,True
150,HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,654.52,89.0,20.0,75,1.14,21.98,26.0,18.29,1.69%,3.54%,13.41%,25.44%,49.46%,54.55%,21.56,,18.29,13.06,23.3,61.333333333333336,True
153,HLIT,Harmonic Inc.,Technology,Communication Equipment,1128.14,76.5,39.0,84,1.31,11.13,12.5,12.31,1.18%,26.19%,17.41%,61.77%,68.89%,50.61%,10.48,,8.53,6.31,11.63,66.5,True
154,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2927.96,79.0,21.0,78,1.18,85.08,87.93,3.35,-2.36%,8.43%,25.21%,22.39%,54.97%,48.72%,82.51,,68.48,52.35,86.99,59.333333333333336,True
155,HUBS,"HubSpot, Inc.",Technology,Software - Application,36368.36,84.0,18.0,93,1.68,783.35,846.91,8.11,-11.60%,-6.51%,9.93%,49.39%,103.07%,90.01%,815.86,,600.32,347.78,866.0,65.0,True
156,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1273.35,71.5,18.0,84,1.31,57.11,62.0,8.56,0.26%,19.28%,14.52%,10.08%,70.77%,64.63%,54.55,,51.11,30.05,70.89,57.833333333333336,True
158,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,5967.42,81.5,19.0,92,1.63,28.2,38.74,37.38,-7.77%,-6.65%,35.91%,14.23%,109.98%,63.99%,30.27,,22.04,11.87,32.95,64.16666666666667,True
160,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6296.68,84.0,32.0,86,1.35,268.66,287.0,6.83,-7.85%,-1.38%,10.02%,42.87%,69.91%,42.79%,272.18,,212.11,146.81,288.02,67.33333333333333,True
161,INBK,First Internet Bancorp,Financial,Banks - Regional,462.82,86.5,18.0,83,1.29,45.4,52.8,16.3,4.33%,32.62%,56.09%,38.64%,77.96%,62.67%,41.68,,33.61,24.45,46.45,62.5,True
162,INBX,"Inhibrx, Inc.",Healthcare,Biotechnology,1479.77,89.0,13.0,83,1.27,39.9,54.2,35.84,-10.22%,1.70%,37.17%,99.44%,50.80%,19.65%,42.99,,28.05,14.27,50.97,61.666666666666664,True
165,INTU,Intuit Inc.,Technology,Software - Application,166497.31,84.0,16.0,90,1.49,661.63,734.87,11.07,3.85%,11.30%,20.70%,51.45%,95.33%,76.55%,625.48,,489.04,342.52,716.86,63.333333333333336,True
166,INVE,"Identiv, Inc.",Technology,Computer Hardware,505.89,81.5,14.0,97,2.4,22.29,28.75,28.98,-6.82%,25.10%,28.29%,42.96%,223.07%,160.35%,22.37,,16.1,6.6,25.25,64.16666666666667,True
167,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50531.28,89.0,17.0,80,1.21,267.49,300.22,12.24,-0.85%,3.12%,2.54%,10.71%,55.53%,48.05%,257.51,,234.32,165.52,272.25,62.0,True
169,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,4072.82,81.5,26.0,79,1.2,15.98,16.93,5.94,0.44%,0.56%,13.51%,9.95%,65.01%,52.75%,15.66,,14.51,9.66,16.2,62.166666666666664,True
171,JBL,Jabil Inc.,Technology,Electronic Components,9232.71,86.5,26.0,81,1.23,62.25,73.0,17.27,-4.23%,-0.61%,1.88%,10.82%,61.13%,45.40%,62.97,,56.29,38.15,65.79,64.5,True
172,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55431.29,79.0,22.0,85,1.33,79.65,83.39,4.7,-0.61%,7.10%,5.42%,20.11%,73.49%,69.99%,76.01,,67.48,44.91,81.15,62.0,True
174,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6539.29,81.5,22.0,82,1.26,46.35,50.67,9.32,2.87%,7.79%,20.86%,15.84%,69.30%,51.57%,43.98,,38.77,27.58,47.42,61.833333333333336,True
177,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4422.9,96.5,15.0,91,1.55,81.55,97.75,19.87,-0.75%,7.66%,16.47%,25.12%,109.43%,86.32%,80.19,,68.64,38.9,84.68,67.5,True
178,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15036.33,74.0,19.0,80,1.21,24.14,25.21,4.43,2.59%,4.22%,9.91%,16.47%,54.90%,61.09%,23.5,,20.97,14.03,24.95,57.666666666666664,True
