,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
24,BKE,"The Buckle, Inc.",Consumer Cyclical,Apparel Retail,1958.19,66.5,19.0,42.0,86.9,45.18,60.0,32.8,-5.77%,-9.07%,7.65%,-3.96%,30.72%,-10.04%,49.41,44.96,42.69,57.1,25.15,42.5,True
25,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,16303.38,86.5,17.0,61.21,85.62,70.22,95.0,35.29,-1.48%,4.83%,43.89%,94.02%,110.31%,-5.29%,68.31,60.8,50.13,74.15,34.42,54.9,True
26,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,3351.19,76.5,15.0,55.0,196.51,121.28,139.0,14.61,-3.47%,-1.11%,21.27%,45.22%,110.01%,-7.46%,122.2,106.84,83.05,134.5,39.27,48.83,True
33,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,2613.27,81.5,14.0,56.45,59.71,71.95,100.25,39.33,-5.92%,-9.59%,17.80%,20.66%,65.12%,-11.40%,71.27,66.75,66.73,83.2,40.82,50.65,True
34,CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software - Infrastructure,1173.94,94.0,39.0,57.55,0.0,62.47,79.25,26.86,5.65%,3.31%,-10.38%,,,2.35%,62.94,61.37,61.37,69.31,34.81,63.52,True
36,CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,1433.84,74.0,31.0,47.54,235.09,30.55,32.67,6.94,-4.25%,-14.22%,-4.70%,-13.79%,64.24%,-23.51%,32.73,27.68,23.31,34.51,8.52,50.85,True
40,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,239081.25,69.0,17.0,57.82,41.28,529.84,555.83,4.91,-4.39%,-5.64%,18.08%,27.68%,43.29%,-7.38%,524.33,487.03,415.43,560.8,306.99,47.94,True
42,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9581.39,71.5,17.0,45.03,67.38,58.97,80.61,36.7,-8.11%,-3.94%,15.62%,19.58%,31.76%,-7.52%,63.22,56.36,54.36,69.26,34.41,44.51,True
45,CPT,Camden Property Trust,Real Estate,REIT - Residential,17665.39,71.5,37.0,47.44,67.17,162.55,180.14,10.82,-2.39%,-3.99%,7.65%,17.97%,73.82%,-5.56%,165.28,158.8,136.24,171.56,94.59,51.98,True
47,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,8126.98,74.0,15.0,44.15,178.52,162.74,203.88,25.28,7.44%,-14.02%,1.84%,16.58%,76.68%,5.22%,174.46,157.33,120.33,183.89,58.97,44.38,True
49,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,2194.54,71.5,21.0,54.04,281.34,56.68,70.38,24.17,-0.30%,25.14%,59.15%,83.59%,217.78%,6.61%,58.18,50.33,39.32,61.48,15.28,48.85,True
50,CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,2774.25,66.5,15.0,64.31,65.26,302.88,345.67,14.13,-7.03%,-8.92%,21.92%,33.32%,54.26%,-11.06%,288.16,259.09,234.77,315.86,170.86,48.6,True
56,DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,1548.08,66.5,29.0,49.29,186.8,45.16,47.0,4.07,-2.79%,-3.17%,13.17%,30.87%,128.01%,-11.24%,47.73,40.97,32.95,52.33,15.49,48.26,True
58,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,33423.02,79.0,30.0,46.93,209.5,40.84,51.64,26.44,7.06%,21.53%,32.28%,96.15%,177.56%,13.28%,42.84,39.99,29.07,45.56,13.39,51.98,True
59,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1836.6,69.0,17.0,62.92,70.88,58.85,67.75,15.12,1.96%,5.60%,21.00%,31.44%,87.46%,-0.37%,58.56,53.88,46.31,60.75,29.21,49.64,True
60,EFX,Equifax Inc.,Industrials,Consulting Services,33422.66,69.0,15.0,48.25,66.96,277.56,300.53,8.28,-6.25%,-11.86%,2.69%,4.43%,43.73%,-10.58%,282.99,271.13,237.76,292.11,161.87,44.08,True
61,ENPH,"Enphase Energy, Inc.",Technology,Solar,21021.61,71.5,26.0,50.69,83.06,236.86,257.17,8.57,-5.04%,-30.09%,-13.82%,-9.69%,-26.71%,-18.40%,248.18,202.5,170.72,282.45,108.88,49.4,True
62,ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology,1476.46,64.0,2.0,49.94,114.27,84.24,90.0,6.84,-0.04%,-4.48%,-0.42%,64.73%,48.60%,-7.26%,88.93,76.09,55.9,102.0,40.32,38.65,True
63,ENVA,"Enova International, Inc.",Financial,Credit Services,1557.2,74.0,20.0,42.88,82.31,36.9,44.5,20.6,5.35%,12.92%,20.43%,30.98%,71.43%,4.76%,39.59,36.65,34.65,43.46,21.0,45.63,True
65,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,29597.06,69.0,16.0,54.69,77.42,199.54,221.29,10.9,-2.77%,-0.54%,17.77%,22.57%,89.26%,-6.62%,199.78,187.41,163.45,204.97,106.56,46.56,True
66,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1970.77,69.0,19.0,58.64,140.21,12.83,16.0,24.71,-3.11%,7.67%,41.68%,31.28%,86.57%,-8.85%,12.41,10.96,10.48,13.9,5.62,48.88,True
69,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,6657.09,66.5,16.0,47.29,101.41,173.2,190.14,9.78,-0.77%,-10.51%,3.30%,2.96%,24.02%,-8.26%,181.15,163.12,151.33,190.29,87.15,43.26,True
74,GMS,GMS Inc.,Industrials,Building Products & Equipment,2585.83,74.0,19.0,52.43,78.9,56.38,68.14,20.86,-6.29%,-4.16%,24.58%,21.03%,66.42%,-8.00%,58.06,50.94,46.25,61.08,26.77,48.48,True
75,GPRE,Green Plains Inc.,Basic Materials,Specialty Chemicals,1883.12,81.5,10.0,44.54,161.5,37.4,50.0,33.69,-7.37%,-3.37%,-0.94%,5.64%,89.82%,-0.23%,40.02,36.84,32.3,44.27,11.91,45.35,True
77,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6525.1,69.0,16.0,46.11,92.99,20.72,24.29,17.23,4.70%,10.72%,23.26%,39.96%,94.94%,6.61%,22.32,20.17,17.99,24.89,9.95,43.7,True
80,GXO,"GXO Logistics, Inc.",Industrials,Specialty Business Services,10253.06,74.0,24.0,45.51,0.0,92.02,103.0,11.93,4.05%,2.28%,11.70%,,,-2.59%,98.12,88.46,82.25,105.92,48.38,47.84,True
81,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,792.52,66.5,17.0,43.88,130.46,22.32,24.33,9.01,5.90%,20.47%,31.90%,42.83%,108.08%,9.84%,23.79,21.69,19.96,24.89,9.99,42.46,True
85,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1187.33,66.5,19.0,43.84,62.21,52.64,63.2,20.06,-8.69%,-6.20%,10.61%,8.54%,24.86%,-10.86%,55.67,51.86,51.39,70.89,30.05,43.11,True
88,IIIN,"Insteel Industries, Inc.",Industrials,Metal Fabrication,815.65,74.0,8.0,46.95,82.27,40.19,44.0,9.48,-3.36%,8.34%,9.15%,28.89%,72.12%,3.17%,41.63,38.7,34.75,44.3,21.04,42.98,True
92,INTU,Intuit Inc.,Technology,Software - Application,168883.19,79.0,20.0,56.88,85.3,663.89,739.45,11.38,-2.77%,-13.68%,7.91%,14.72%,58.17%,-10.25%,640.33,594.4,495.7,716.87,350.06,51.96,True
94,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,2555.72,69.0,47.0,47.47,90.22,24.01,26.19,9.08,-1.28%,-4.05%,12.72%,21.66%,80.33%,-7.36%,24.91,22.85,18.87,25.86,12.86,54.49,True
96,ITOS,"iTeos Therapeutics, Inc.",Healthcare,Biotechnology,1405.52,84.0,4.0,54.08,31.77,33.26,50.2,50.93,-2.60%,10.13%,54.63%,69.30%,27.40%,-12.22%,32.58,29.27,27.95,47.61,17.43,47.36,True
99,KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials,3854.57,69.0,18.0,51.05,89.36,58.62,83.8,42.95,-2.11%,2.04%,17.00%,11.01%,57.05%,-3.37%,58.36,57.21,56.05,75.29,30.77,46.02,True
106,LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,2115.89,76.5,14.0,49.59,91.92,154.22,211.71,37.28,-10.05%,-11.39%,-1.57%,9.39%,13.94%,-17.97%,159.76,145.19,135.8,219.75,82.25,46.7,True
108,LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,1873.49,91.5,3.0,40.39,103.5,26.12,36.33,39.09,-1.68%,0.52%,15.55%,5.06%,71.85%,-6.61%,28.47,26.0,24.06,31.6,13.01,44.96,True
110,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,6910.3,66.5,19.0,49.9,90.91,66.67,80.62,20.92,2.27%,1.71%,14.99%,38.70%,101.81%,-2.07%,67.34,64.7,60.53,76.35,33.58,45.13,True
112,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,9443.31,74.0,24.0,44.46,81.43,74.53,79.3,6.4,-3.17%,-11.01%,5.61%,29.65%,55.38%,-13.24%,80.72,72.23,57.47,85.45,37.38,47.49,True
113,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,12197.13,81.5,17.0,56.67,80.65,133.85,155.91,16.48,-1.50%,-0.05%,15.67%,25.94%,76.25%,-6.82%,132.5,126.43,109.1,139.95,72.61,51.72,True
118,MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Packaged Foods,1829.76,74.0,11.0,70.6,78.81,84.01,92.0,9.51,-2.32%,-0.26%,26.44%,35.41%,64.53%,-1.42%,74.35,69.33,65.85,81.51,42.43,51.87,True
119,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3300.43,74.0,17.0,45.9,68.9,54.92,100.0,82.08,-1.01%,2.56%,35.25%,41.38%,49.59%,-2.78%,58.4,50.35,45.26,63.07,32.34,45.63,True
121,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,21664.4,74.0,17.0,54.5,72.98,555.2,603.29,8.66,-2.52%,-6.48%,-3.66%,18.29%,15.63%,-9.00%,552.77,518.49,420.32,580.03,301.51,48.5,True
123,MXL,"MaxLinear, Inc.",Technology,Semiconductors,5432.64,71.5,16.0,59.03,115.46,68.65,75.6,10.12,-3.85%,-7.74%,42.88%,63.70%,80.67%,-11.47%,68.6,58.31,45.38,72.8,30.18,48.84,True
125,MYRG,MYR Group Inc.,Industrials,Engineering & Construction,1732.3,69.0,18.0,44.44,116.53,109.02,120.67,10.69,-4.87%,-7.05%,-3.73%,10.62%,60.05%,-10.00%,113.69,107.53,90.1,121.21,50.75,43.81,True
130,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,6098.89,69.0,40.0,46.39,80.64,60.61,69.05,13.93,-0.73%,1.89%,14.87%,24.27%,82.03%,-4.12%,62.2,59.15,50.72,64.98,33.01,51.8,True
131,NVDA,NVIDIA Corporation,Technology,Semiconductors,723891.72,74.0,9.0,58.75,143.82,314.35,341.2,8.54,1.43%,-0.58%,33.72%,47.63%,106.91%,-4.80%,306.18,254.76,192.6,346.47,115.66,47.25,True
132,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,1901.6,76.5,26.0,68.52,79.89,128.0,137.71,7.59,-8.87%,-2.81%,20.44%,30.12%,33.02%,-12.47%,114.09,106.46,97.99,133.26,69.75,57.01,True
136,NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,2066.58,74.0,41.0,47.01,68.31,73.47,76.71,4.41,-1.77%,2.31%,22.78%,33.68%,91.54%,-4.45%,76.01,69.84,57.43,80.52,39.13,54.0,True
138,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,7504.85,74.0,20.0,50.73,68.81,176.39,193.22,9.54,-3.58%,-6.42%,4.02%,10.08%,41.03%,-7.94%,179.5,168.15,149.32,187.29,101.94,48.24,True
141,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4977.15,79.0,42.0,66.72,112.98,94.07,107.0,13.75,-0.16%,5.58%,38.53%,47.07%,79.75%,-3.97%,89.71,80.35,71.47,96.06,44.41,62.57,True
144,OXM,"Oxford Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,1659.78,64.0,15.0,40.98,71.25,95.62,124.0,29.68,-3.76%,-0.67%,4.69%,0.97%,32.37%,-5.71%,101.79,95.56,91.85,114.47,54.67,39.99,True
147,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1105.09,74.0,19.0,60.71,35.61,30.36,34.25,12.81,-6.92%,-6.61%,23.54%,56.96%,27.78%,-12.02%,29.73,25.8,20.56,33.78,16.44,51.24,True
150,PIPR,Piper Sandler Companies,Financial,Capital Markets,3112.04,74.0,19.0,41.33,88.8,163.39,192.8,18.0,2.63%,6.29%,18.12%,47.07%,79.90%,-1.34%,176.14,159.0,129.75,188.28,86.52,44.78,True
152,POOL,Pool Corporation,Consumer Cyclical,Leisure,21266.23,66.5,18.0,58.25,60.1,552.22,566.71,2.62,-3.13%,-8.79%,16.45%,11.52%,37.22%,-9.40%,550.24,499.2,442.91,582.26,305.47,47.58,True
159,RMBS,Rambus Inc.,Technology,Semiconductors,3132.35,66.5,17.0,68.65,71.12,27.24,29.83,9.51,0.47%,-0.25%,28.62%,22.50%,40.98%,-4.59%,25.35,23.69,22.04,27.99,15.81,50.72,True
163,SAIA,"Saia, Inc.",Industrials,Trucking,7769.72,69.0,23.0,44.02,89.74,316.15,336.6,6.47,-3.26%,-13.17%,14.42%,39.65%,51.23%,-16.02%,345.14,293.87,242.63,365.49,171.16,45.34,True
164,SBNY,Signature Bank,Financial,Banks - Regional,21992.94,81.5,13.0,42.13,169.45,305.01,378.28,24.02,7.33%,23.82%,22.87%,47.02%,138.10%,13.15%,323.07,303.83,257.0,342.02,113.29,45.54,True
165,SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,Apparel Retail,1077.68,86.5,13.0,44.23,113.84,37.73,57.5,52.4,-0.55%,0.13%,17.72%,12.42%,79.70%,-3.28%,40.85,36.4,33.25,46.21,17.68,47.91,True
167,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1568.15,81.5,46.0,56.18,85.79,58.4,86.17,47.55,4.00%,7.24%,23.70%,19.77%,70.57%,-9.87%,58.15,52.49,48.88,60.75,31.0,61.23,True
171,SITM,SiTime Corporation,Technology,Semiconductors,5109.34,81.5,12.0,61.79,243.2,302.44,327.67,8.34,0.44%,-6.37%,17.26%,116.06%,94.53%,-14.22%,275.17,244.42,157.79,319.54,75.81,51.76,True
175,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2134.72,91.5,26.0,42.59,70.1,71.87,92.5,28.7,0.52%,4.26%,15.53%,39.75%,52.71%,-1.49%,75.74,70.49,60.56,80.14,42.33,53.36,True
179,TBK,"Triumph Bancorp, Inc.",Financial,Banks - Regional,2922.87,64.0,43.0,52.92,180.26,125.72,130.86,4.09,0.10%,-7.25%,8.86%,56.33%,96.70%,-2.91%,128.48,114.39,89.54,135.58,44.58,53.31,True
182,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1197.62,84.0,19.0,67.34,302.99,38.82,47.0,21.07,-8.67%,-2.74%,13.08%,13.56%,77.67%,-14.69%,35.16,31.79,29.03,41.86,9.69,56.78,True
194,VREX,Varex Imaging Corporation,Healthcare,Medical Devices,1198.64,91.5,5.0,49.44,71.16,28.27,41.0,45.03,-5.21%,8.85%,12.06%,12.36%,63.58%,-6.05%,28.4,27.7,25.94,30.56,15.65,48.65,True
195,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,1614.13,99.0,26.0,41.74,578.36,122.67,155.0,26.36,-7.58%,-9.72%,8.53%,72.42%,357.65%,-15.09%,142.51,115.26,71.64,158.98,17.79,55.58,True
196,WD,"Walker & Dunlop, Inc.",Financial,Mortgage Finance,4822.14,84.0,10.0,51.02,75.84,142.48,171.2,20.16,2.33%,3.38%,20.12%,49.72%,66.02%,-0.31%,146.57,131.39,110.82,156.78,77.77,48.34,True
198,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2836.92,86.5,18.0,57.55,171.84,141.29,160.0,13.24,-3.36%,3.53%,27.65%,89.37%,113.48%,-7.79%,142.67,121.11,87.55,151.65,51.36,54.02,True
201,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,31042.25,74.0,8.0,52.22,60.87,435.41,457.0,4.96,-0.67%,-8.99%,-0.24%,7.88%,34.65%,-14.44%,431.23,425.66,370.5,475.34,253.85,44.74,True
