no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5105.36,23.6,17.68,1.22,1.57,4.97,37.27,23.41,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-16.23%,96.60%,-0.08%,2.06%,1.94,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-2.51%,-0.05%,-3.48%,12.06%,59.80%,58.89%,0.26,4.87,2.86%,3.62%,-2.90%,1.32%,13.38%,-11.49%,18.17%,-11.49%,65.37%,48.61,2.20%,-0.47%,1.7,498.47,0.76,110.3,1.72%,377467,11/4/2021 4:30:00 PM,133.33,11/13/2001,111.2,0.82%,78.0,88,1.27,110.3,113.69,108.9,97.29,66.7,124.62,17.0,20.88,61.0,True
366,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,854.52,20.66,15.27,,3.47,1.38,3.99,20.89,,0.00%,1.47,-103.50%,19.76%,-16.20%,,4.60%,,-0.80%,37.13,18.07,1.10%,-7.26%,40.70%,6.76%,1.59%,3.62,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,-1.24%,0.87%,18.01%,36.60%,89.19%,99.14%,1.38,1.26,3.76%,3.90%,3.49%,10.82%,34.18%,-4.04%,31.00%,-4.04%,130.02%,59.09,3.64%,-0.07%,2.2,79.13,1.63,31.35,3.57%,129215,,33.17,8/29/2018,31.35,0.00%,63.0,93,1.49,31.35,30.35,28.31,23.37,13.63,32.67,15.0,5.81,57.0,True
381,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,39985.77,53.69,38.38,2.94,14.42,10.52,11.81,43.73,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-88.82%,65.90%,0.99%,1.71%,1.84,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,8.66%,1.40%,47.79%,46.16%,90.64%,81.96%,1.17,4.03,2.45%,2.83%,2.99%,14.26%,41.57%,-2.25%,53.57%,-2.25%,100.12%,63.56,0.48%,-1.28%,2.3,2097.17,1.09,131.12,-0.80%,2282287,11/1/2021 4:30:00 PM,127.28,6/6/2014,131.22,0.08%,59.0,94,1.5,131.12,127.27,114.74,92.62,65.52,134.14,16.0,-2.93,56.333333333333336,True
394,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,101631.36,19.3,15.05,1.44,0.76,2.96,18.51,12.08,1.05%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.42%,0.84%,1.79,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,6.55%,-0.15%,17.35%,11.71%,38.10%,33.93%,1.05,9.24,2.00%,2.08%,3.91%,5.01%,12.67%,-1.35%,19.32%,-1.35%,51.71%,62.2,0.37%,0.53%,1.9,1138.01,0.81,433.94,0.91%,925643,10/20/2021 8:30:00 AM,468.78,10/30/2001,433.94,0.00%,72.0,78,1.1,433.94,417.81,413.3,385.17,286.04,439.9,13.0,8.03,54.333333333333336,True
448,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5531.88,109.4,47.67,6.78,3.78,9.52,37.84,53.5,,0.00%,0.42,-56.00%,19.92%,32.00%,16.14%,5.20%,-16.00%,11.00%,121.25,119.12,0.30%,-25.20%,,-0.77%,1.58%,2.26,2.80%,9.60%,3.70%,1.7,1.3,1.26,1.3,31.50%,4.20%,3.50%,-0.55%,1.78%,21.65%,36.96%,92.00%,69.09%,1.84,1.63,2.39%,4.00%,-2.09%,5.54%,30.54%,-8.02%,23.16%,-8.02%,106.45%,50.42,1.23%,-1.64%,2.2,832.97,0.78,45.42,-0.44%,651829,11/16/2021 8:30:00 AM,47.8,11/2/2017,45.42,0.00%,63.0,93,1.49,45.42,46.38,43.03,34.79,22.0,49.38,13.0,5.24,56.333333333333336,True
456,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2683.02,16.56,11.89,0.71,0.74,2.83,5.73,12.29,0.30%,4.80%,6.41,78.10%,14.72%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.15,0.70%,-7.22%,92.50%,-0.48%,5.35%,3.35,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,3.22%,-3.98%,56.20%,78.96%,137.34%,148.63%,1.53,5.08,4.20%,4.28%,-2.78%,4.68%,36.09%,-10.75%,27.40%,-10.75%,152.89%,49.74,-0.26%,-1.49%,1.9,401.14,1.07,104.24,-1.74%,428583,11/2/2021 8:30:00 AM,127.56,5/13/1992,104.24,0.00%,72.0,97,1.96,104.24,107.13,99.54,76.59,41.22,116.79,26.0,22.37,65.0,True
568,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,5060.04,8.98,12.81,0.35,1.73,5.84,8.78,9.95,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.53,0.90%,-14.35%,96.60%,-1.15%,2.25%,2.36,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,1.25%,5.37%,26.20%,49.26%,152.15%,167.11%,2.43,4.76,3.53%,4.43%,-1.64%,7.38%,28.20%,-9.17%,28.86%,-9.17%,171.42%,51.42,-0.54%,-1.47%,2.2,433.27,1.31,107.62,-1.99%,568642,11/18/2021 8:30:00 AM,126.25,6/10/2016,106.96,-0.61%,63.0,97,1.93,107.62,109.3,100.18,83.93,39.65,118.49,15.0,17.31,58.333333333333336,True
631,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,236336.47,41.44,19.12,2.81,8.61,10.5,21.28,34.33,2.32%,121.50%,15.0,-2.10%,16.39%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.02%,82.30%,0.03%,1.15%,2.5,6.00%,19.10%,7.30%,2.4,2.2,1.65,1.66,61.40%,23.10%,16.70%,10.03%,11.93%,23.87%,32.06%,53.19%,41.98%,0.96,15.79,2.57%,2.27%,7.64%,13.80%,25.53%,-4.63%,30.06%,-4.63%,51.46%,67.53,-0.47%,-0.61%,2.0,1845.38,1.81,614.91,-1.09%,3332682,12/9/2021 4:30:00 PM,653.93,8/6/2009,616.72,0.29%,69.0,82,1.17,614.91,570.94,540.23,489.81,412.99,644.75,14.0,6.35,55.0,True
684,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,40873.94,19.23,17.12,1.37,2.7,,34.9,13.24,,0.00%,103.26,32.30%,11.56%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-77.85%,93.50%,0.02%,2.10%,2.5,14.80%,-139.10%,63.10%,0.9,0.2,,,52.60%,19.30%,14.00%,5.64%,5.26%,27.01%,41.56%,71.91%,67.54%,0.86,48.01,3.73%,2.31%,5.49%,9.84%,26.85%,-1.44%,22.35%,-1.44%,79.86%,65.42,0.84%,-0.16%,2.2,175.12,0.86,1999.54,0.68%,150549,12/7/2021 8:30:00 AM,2148.53,4/2/1991,2010.0,0.52%,63.0,91,1.35,1999.54,1896.07,1820.61,1576.41,1111.71,2028.66,17.0,7.45,57.0,True
770,BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA,5423.08,58.27,39.74,2.43,7.07,6.04,60.26,49.48,0.35%,20.00%,2.86,6.20%,15.56%,6.60%,24.00%,5.00%,15.50%,13.00%,32.19,32.13,0.77%,-8.23%,91.10%,1.33%,1.31%,3.67,8.00%,10.90%,9.00%,2.9,2.1,0.12,0.12,30.80%,16.00%,12.20%,2.31%,2.08%,21.05%,25.05%,49.19%,44.69%,0.56,3.58,1.62%,2.18%,0.50%,4.23%,19.96%,-4.84%,12.67%,-4.84%,56.04%,55.96,-0.13%,-0.38%,2.0,114.51,0.84,165.86,-0.51%,95906,10/29/2021 8:30:00 AM,166.33,6/3/1986,165.86,0.00%,69.0,83,1.18,165.86,164.99,159.1,138.26,106.29,174.29,28.0,0.28,60.0,True
819,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1221.99,34.73,,4.57,5.11,4.65,102.69,26.8,4.35%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-10.63%,46.40%,-0.09%,0.96%,4.32,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,-3.07%,-1.42%,13.91%,7.29%,53.06%,59.72%,1.07,1.6,2.28%,2.87%,-1.85%,3.06%,12.62%,-6.81%,13.18%,-6.81%,71.16%,49.76,0.44%,-0.14%,2.3,28.82,2.12,50.75,0.30%,60972,11/4/2021 4:30:00 PM,54.33,8/19/1993,50.75,0.00%,59.0,82,1.17,50.75,51.72,49.24,45.06,29.65,54.46,14.0,7.05,51.666666666666664,True
887,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9413.5,22.18,19.84,4.26,0.58,15.88,111.14,18.4,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.90%,-13.31%,98.70%,-3.43%,5.51%,5.7,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-2.55%,8.76%,15.74%,40.55%,77.28%,78.51%,0.44,2.66,3.92%,4.38%,-0.72%,6.55%,26.90%,-11.16%,25.20%,-11.16%,82.48%,52.45,0.57%,-1.65%,2.2,1310.79,0.7,65.82,-1.10%,912052,11/18/2021 8:30:00 AM,78.21,6/28/2018,65.82,0.00%,63.0,92,1.41,65.82,66.26,61.76,51.86,36.38,74.09,18.0,18.82,57.666666666666664,True
922,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,8933.93,28.81,20.2,1.27,2.84,5.77,27.25,25.12,,0.00%,9.54,33.50%,27.77%,28.80%,22.63%,11.00%,36.80%,21.30%,32.76,32.55,0.10%,-19.75%,97.80%,-0.55%,3.10%,4.82,10.70%,21.90%,13.60%,1.8,1.5,0.43,0.45,28.30%,14.20%,10.10%,-1.14%,4.13%,25.67%,46.89%,65.59%,49.33%,1.53,8.06,2.31%,3.06%,-1.67%,6.88%,23.56%,-4.77%,33.74%,-4.77%,61.15%,51.34,-0.80%,-0.82%,2.1,209.42,1.32,270.45,-1.62%,275746,11/2/2021 8:30:00 AM,295.78,6/17/2015,270.45,0.00%,66.0,84,1.19,270.45,274.82,252.96,218.85,174.3,284.01,20.0,9.37,56.666666666666664,True
925,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,14490.57,10.5,12.02,0.56,0.81,2.86,64.49,17.69,,0.00%,7.38,40.30%,-28.69%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.52,1.00%,-0.50%,,-1.08%,4.29%,3.69,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,5.53%,14.79%,48.04%,78.60%,116.49%,89.76%,2.26,3.08,4.27%,3.60%,5.45%,18.53%,48.45%,-5.32%,49.31%,-5.32%,116.99%,63.99,0.62%,-1.64%,1.5,2192.01,1.3,76.64,-1.03%,2853222,11/4/2021 8:30:00 AM,91.07,6/22/2005,76.64,0.00%,84.0,96,1.68,76.64,72.64,64.64,51.62,35.32,80.95,16.0,18.83,65.33333333333333,True
1002,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,3332.44,26.12,23.39,1.48,2.82,7.07,84.37,26.68,,0.00%,4.41,22.80%,-8.22%,40.60%,17.60%,9.40%,533.00%,69.50%,29.55,29.49,0.60%,-35.26%,,-1.74%,5.71%,4.14,13.90%,31.60%,13.20%,1.6,0.3,0.14,0.14,36.80%,15.10%,11.20%,-5.11%,-3.25%,35.15%,56.31%,187.73%,165.57%,2.85,5.95,6.33%,4.56%,-4.54%,6.51%,39.09%,-11.23%,36.39%,-11.23%,202.56%,48.67,4.96%,-1.22%,2.1,406.32,1.52,119.39,3.68%,618664,10/27/2021 4:30:00 PM,132.1,10/30/2014,119.39,0.00%,66.0,98,2.3,119.39,125.28,112.18,85.86,39.75,134.5,14.0,10.65,59.333333333333336,True
1139,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,USA,665.28,12.48,11.65,1.25,1.06,3.01,3.07,6.62,,0.00%,2.62,-273.40%,-0.53%,-19.10%,10.00%,-6.70%,170.60%,55.00%,21.71,13.56,7.10%,8.79%,44.90%,1.34%,2.07%,3.13,4.30%,25.70%,-10.10%,,,2.64,2.64,75.10%,6.60%,8.70%,6.40%,3.02%,33.85%,63.78%,142.52%,141.98%,1.83,1.55,4.58%,4.82%,4.48%,16.30%,49.49%,-3.23%,43.35%,-3.23%,169.14%,61.27,1.89%,-1.16%,2.0,89.97,1.48,32.97,0.70%,132948,11/3/2021 4:30:00 PM,51.5,11/19/1997,32.97,0.00%,69.0,97,1.94,32.97,31.57,28.35,22.06,12.25,33.9,19.0,56.2,61.666666666666664,True
1159,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,USA,777.98,3.26,7.18,0.13,0.19,2.78,3889.92,7.76,,0.00%,24.69,552.90%,-57.09%,53.30%,25.00%,10.10%,-17.10%,11.40%,9.72,9.31,0.90%,-34.58%,83.80%,2.61%,3.87%,2.16,20.40%,139.10%,19.60%,3.1,1.5,1.74,1.76,17.00%,8.60%,5.80%,-0.19%,11.03%,57.58%,89.60%,216.16%,175.53%,1.75,3.98,4.38%,4.61%,3.69%,24.81%,52.21%,-7.89%,72.33%,-7.89%,229.15%,61.3,-1.51%,-0.47%,2.3,167.14,0.8,79.03,-1.97%,134205,11/2/2021 4:30:00 PM,96.33,12/14/2004,79.03,0.00%,59.0,99,2.49,79.03,76.14,63.29,51.92,24.35,85.25,15.0,21.89,57.666666666666664,True
1251,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,USA,1913.58,25.04,19.65,1.67,1.78,2.71,708.73,13.92,,0.00%,1.49,11.30%,7.78%,16.30%,15.00%,5.10%,12.30%,18.60%,52.42,49.49,0.80%,-14.85%,99.10%,1.81%,0.62%,1.87,5.00%,11.20%,8.20%,1.2,1.2,0.26,0.26,15.10%,7.70%,7.50%,1.53%,-5.12%,15.56%,13.21%,45.11%,40.10%,0.72,0.9,2.18%,2.36%,-1.37%,0.63%,9.60%,-8.47%,13.04%,-8.47%,47.25%,49.23,0.27%,-0.54%,1.3,165.28,1.09,37.18,-0.27%,180306,10/28/2021 8:30:00 AM,44.5,4/27/1995,37.18,0.00%,91.0,81,1.15,37.18,37.69,36.94,33.92,25.25,40.62,17.0,19.69,63.0,True
1275,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2628.45,6.41,5.19,0.71,0.66,1.69,5.34,27.99,0.75%,2.40%,12.5,69.30%,10.18%,26.70%,9.06%,33.90%,124.10%,20.60%,33.76,29.85,2.80%,-17.45%,87.30%,-0.90%,6.32%,6.18,14.30%,29.60%,10.80%,,,0.63,0.76,25.40%,15.60%,10.60%,-0.71%,13.04%,22.61%,25.88%,86.20%,83.10%,1.95,3.06,4.20%,3.77%,3.57%,12.87%,15.99%,-8.65%,30.62%,-8.65%,92.60%,58.01,-0.98%,-0.95%,1.7,305.67,1.03,78.62,-1.92%,314630,10/27/2021 4:30:00 PM,100.25,6/18/2014,78.62,0.00%,78.0,92,1.41,78.62,75.83,69.62,67.77,40.82,86.07,16.0,27.51,62.0,True
1292,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,49713.26,74.22,51.69,4.08,16.71,19.12,49.04,52.91,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.87,0.60%,-19.05%,88.30%,0.25%,0.97%,2.18,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,3.90%,3.89%,11.64%,42.23%,55.36%,34.96%,1.08,5.68,2.07%,3.05%,-3.61%,2.32%,18.57%,-7.38%,20.72%,-7.38%,49.06%,46.96,-1.22%,-3.20%,2.3,1213.76,2.01,176.06,-4.38%,2435619,10/25/2021 4:30:00 PM,175.42,6/10/1987,176.06,0.00%,59.0,81,1.14,176.06,182.24,171.91,148.45,118.11,190.09,20.0,-0.36,53.333333333333336,True
1298,CDW,CDW Corporation,Technology,Information Technology Services,USA,26001.3,26.95,22.3,2.06,1.28,31.43,106.08,28.96,1.04%,22.20%,7.12,9.20%,9.95%,18.30%,13.10%,7.30%,43.30%,11.40%,137.3,133.3,0.20%,-29.87%,94.30%,-1.54%,1.27%,2.27,11.10%,93.00%,18.50%,1.4,1.2,4.82,4.86,17.20%,7.20%,5.00%,-1.35%,1.82%,-0.89%,12.18%,46.71%,45.50%,1.09,5.04,1.83%,2.53%,-2.28%,0.76%,5.27%,-5.41%,10.13%,-6.93%,51.20%,46.36,-0.83%,-0.25%,2.1,747.21,1.14,189.69,-1.07%,849274,11/3/2021 8:30:00 AM,207.38,6/27/2013,189.69,0.00%,66.0,81,1.14,189.69,194.01,188.21,180.18,125.46,203.82,17.0,9.33,54.666666666666664,True
