no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
4155,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,Ireland,55573.56,37.82,20.19,1.94,2.35,3.22,41.6,47.38,1.36%,46.90%,2.1,150.60%,19.45%,13.90%,19.45%,2.60%,-37.20%,7.40%,711.8,694.97,0.20%,-23.05%,92.10%,-1.68%,0.83%,1.85,3.90%,9.30%,7.70%,1.1,0.9,0.43,0.44,34.10%,11.90%,6.90%,-0.49%,3.51%,15.69%,16.09%,71.83%,-2.41%,1.1,1.53,1.46%,1.71%,0.64%,2.81%,12.83%,-2.96%,10.67%,-2.96%,72.86%,53.43,-2.25%,-0.16%,2.1,3124.08,1.15,79.35,-2.41%,3588960,11/5/2021 8:30:00 AM,85.05,11/14/1967,79.35,0.00%,66.0,90,1.33,79.35,78.92,77.29,70.43,45.91,81.77,22.0,7.18,59.333333333333336,True
4327,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,15062.38,13.39,36.36,2.91,12.45,1.36,31.15,154.17,2.77%,39.20%,1.84,181.30%,-59.40%,2.40%,4.60%,-1.90%,966.00%,41.90%,546.84,421.64,2.04%,-0.12%,93.10%,33.96%,4.74%,5.26,6.50%,12.90%,2.90%,,,0.76,0.76,68.90%,29.90%,71.80%,2.29%,6.27%,12.91%,18.92%,71.53%,-0.28%,1.51,0.63,1.84%,2.25%,5.02%,5.06%,13.71%,-1.48%,12.26%,-1.48%,72.19%,63.47,0.04%,-0.32%,2.3,3800.94,0.91,24.58,-0.28%,3473646,11/5/2021 8:30:00 AM,26.05,11/22/1991,24.88,1.22%,59.0,89,1.32,24.58,23.49,23.43,21.65,14.28,24.95,20.0,5.98,56.0,True
4573,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,16951.18,17.03,14.7,0.51,1.32,2.92,42.09,11.49,1.71%,7.20%,3.44,20.40%,3.16%,8.80%,33.50%,10.10%,51.60%,8.20%,294.03,289.67,0.30%,-0.21%,99.90%,-0.91%,1.97%,3.55,8.30%,17.80%,8.50%,1.8,0.8,0.4,0.4,40.60%,11.20%,8.10%,-0.03%,2.07%,14.90%,18.50%,68.81%,-2.37%,1.62,1.31,1.97%,2.12%,1.88%,2.13%,14.26%,-2.69%,8.64%,-2.69%,71.83%,54.76,-2.74%,0.38%,1.5,1605.55,0.64,58.61,-2.37%,1031092,10/28/2021 8:30:00 AM,65.89,10/3/2003,58.61,0.00%,84.0,88,1.3,58.61,57.63,57.43,51.37,34.11,60.43,19.0,12.42,63.666666666666664,True
4616,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA,171881.57,22.19,19.8,1.33,1.81,,,34.49,1.25%,22.50%,11.51,41.20%,8.02%,23.20%,16.70%,8.70%,198.70%,2.70%,690.0,673.18,0.05%,0.00%,77.50%,-2.62%,1.17%,2.44,16.60%,,28.80%,1.2,0.4,,,33.10%,12.40%,8.60%,0.71%,2.04%,24.94%,31.20%,59.32%,-1.15%,1.29,5.04,1.56%,1.93%,0.71%,4.30%,21.77%,-2.96%,13.81%,-2.96%,69.39%,56.76,-1.42%,0.28%,1.9,3226.38,1.64,255.51,-1.15%,5291972,11/17/2021 8:30:00 AM,274.36,12/19/1979,255.55,0.02%,72.0,86,1.23,255.51,254.05,245.54,210.2,150.84,263.31,17.0,7.38,58.333333333333336,True
4696,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,26843.41,,147.37,,7.06,,5.8,34.97,,,-4.19,62.10%,124.70%,22.50%,,-23.80%,107.80%,677.40%,216.89,150.39,1.70%,0.00%,73.30%,2.41%,9.02%,5.9,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,0.79%,13.95%,23.65%,42.60%,71.42%,1.21%,1.3,4.62,2.28%,4.22%,8.38%,10.12%,31.40%,-5.17%,22.98%,-5.17%,83.88%,65.29,0.46%,0.75%,2.2,2298.17,0.94,121.14,1.21%,2160599,11/4/2021 4:30:00 PM,115.0,12/14/2005,120.95,-0.16%,63.0,89,1.32,121.14,112.79,110.42,92.37,65.88,127.75,21.0,-5.07,57.666666666666664,True
5408,NVDA,NVIDIA Corporation,Technology,Semiconductors,USA,746928.49,92.99,57.84,2.36,30.77,31.64,38.7,110.51,0.05%,4.90%,3.24,52.50%,19.92%,44.90%,39.37%,27.20%,83.10%,50.30%,2499.0,2398.01,0.30%,-15.08%,67.00%,0.42%,0.97%,0.56,23.60%,40.70%,18.70%,7.1,6.5,0.46,0.46,64.40%,35.30%,33.80%,-2.66%,-6.24%,52.65%,45.52%,129.69%,2.41%,1.34,14.73,3.40%,5.21%,1.26%,2.81%,42.89%,-13.06%,36.40%,-13.06%,160.42%,52.14,1.08%,1.32%,2.0,41945.39,0.93,301.21,2.41%,39060775,11/17/2021 4:30:00 PM,342.16,1/22/1999,301.33,0.04%,69.0,96,1.77,301.21,297.17,294.46,211.66,115.67,346.47,13.0,13.6,59.333333333333336,True
5911,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,USA,122299.73,62.39,71.51,,26.62,3.76,209.02,136.25,1.53%,92.80%,2.64,-18.50%,0.61%,4.20%,-6.05%,15.10%,141.50%,9.30%,739.44,735.53,0.52%,-8.26%,96.70%,-0.62%,1.43%,4.64,3.50%,6.10%,2.20%,,,0.53,0.53,73.50%,27.50%,42.80%,-0.60%,6.79%,30.02%,34.57%,71.70%,-2.06%,0.81,3.51,2.00%,2.04%,1.94%,7.12%,26.04%,-2.96%,16.13%,-2.96%,77.16%,61.65,-2.11%,0.06%,1.9,2269.12,1.51,164.9,-2.06%,3432502,1/19/2022 8:30:00 AM,164.74,11/21/1997,164.9,0.00%,72.0,89,1.32,164.9,162.28,154.34,131.15,93.08,169.93,17.0,-0.1,59.333333333333336,True
5971,POOL,Pool Corporation,Consumer Cyclical,Leisure,USA,22037.51,37.24,33.01,2.19,4.32,22.4,263.92,96.7,0.58%,18.40%,14.77,40.20%,10.54%,25.40%,17.00%,10.70%,55.60%,23.90%,40.1,38.84,0.60%,-38.09%,95.20%,0.52%,3.57%,5.8,28.80%,76.30%,35.90%,2.3,0.8,0.36,0.37,30.10%,15.30%,11.80%,-1.90%,-1.16%,26.23%,18.45%,54.18%,-2.78%,0.85,15.44,2.90%,2.85%,-0.93%,0.88%,17.73%,-5.50%,19.23%,-5.50%,80.13%,48.68,-2.78%,0.00%,2.3,238.64,1.19,550.25,-2.78%,284521,10/21/2021 8:30:00 AM,566.71,10/13/1995,550.25,0.00%,59.0,83,1.19,550.25,555.7,546.48,468.43,305.47,582.27,17.0,2.99,53.0,True
7175,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,24942.73,16.52,12.21,0.76,2.17,42.54,25.17,36.36,2.37%,38.50%,6.85,41.60%,4.45%,45.50%,21.88%,-0.90%,164.50%,34.60%,226.0,221.78,0.30%,-75.19%,85.50%,0.51%,4.49%,4.22,18.50%,239.00%,25.30%,1.3,0.9,8.14,8.55,28.50%,15.90%,14.10%,-0.40%,7.66%,34.49%,32.15%,88.35%,0.16%,1.06,3.01,1.94%,2.81%,5.11%,11.47%,24.79%,-3.22%,41.73%,-3.22%,94.97%,66.45,0.12%,0.04%,2.4,2358.94,0.6,113.16,0.16%,1421714,10/22/2021 8:30:00 AM,105.2,12/11/2002,112.81,-0.31%,56.0,92,1.45,113.16,108.04,102.14,90.87,58.04,116.93,14.0,-7.03,54.0,True
7604,TXT,Textron Inc.,Industrials,Aerospace & Defense,USA,16625.32,22.45,18.99,0.87,1.31,2.83,7.62,12.28,0.10%,2.30%,3.4,-61.50%,21.35%,-11.60%,25.90%,-2.80%,62.90%,9.30%,223.66,219.36,0.47%,-0.18%,86.80%,-2.22%,2.22%,4.42,5.00%,12.90%,3.80%,2.5,1.3,0.62,0.62,16.20%,6.70%,6.10%,-0.84%,4.98%,8.99%,13.42%,64.60%,-1.11%,1.74,1.85,1.58%,2.14%,1.74%,2.03%,10.57%,-2.37%,10.46%,-2.37%,72.09%,54.67,-1.52%,0.41%,2.1,1099.57,1.15,76.34,-1.11%,1267748,10/28/2021 8:30:00 AM,86.0,12/22/1947,76.34,0.00%,66.0,87,1.27,76.34,75.24,74.85,69.15,44.36,78.19,23.0,12.65,58.666666666666664,True
