,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
25,ARCB,ArcBest Corporation,Industrials,Trucking,2783.49,84.0,23.0,96,1.99,109.85,127.56,16.12,-3.33%,22.62%,65.59%,43.22%,189.03%,158.14%,107.9,,73.73,39.84,116.79,67.66666666666667,True
26,ARES,Ares Management Corporation,Financial,Asset Management,24959.41,81.5,13.0,89,1.45,84.36,90.12,6.83,-1.87%,2.38%,16.58%,56.74%,91.24%,81.89%,86.43,,65.75,44.16,90.08,61.166666666666664,True
28,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,1395.23,94.0,19.0,96,2.0,48.17,58.0,20.41,-1.95%,4.95%,39.93%,53.01%,168.00%,143.87%,48.75,,34.26,17.46,50.95,69.66666666666667,True
29,ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,4486.32,86.5,19.0,97,2.18,47.11,55.5,17.81,0.79%,8.40%,14.92%,37.10%,202.31%,133.33%,46.63,,36.66,15.57,51.08,67.5,True
30,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,1242.43,89.0,15.0,91,1.56,16.42,19.67,19.79,-2.67%,16.73%,17.84%,64.78%,96.69%,62.78%,16.27,,11.74,7.72,19.05,65.0,True
31,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,5072.49,76.5,14.0,96,2.15,113.01,116.75,3.31,3.91%,17.85%,22.03%,42.70%,199.70%,167.77%,104.35,,81.3,38.75,118.49,62.166666666666664,True
32,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,1513.29,71.5,38.0,97,2.18,34.17,42.5,24.38,-0.61%,19.67%,30.60%,11.46%,185.34%,117.01%,31.79,,28.4,11.58,40.48,68.83333333333333,True
33,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,5573.95,91.5,16.0,81,1.23,59.41,62.64,5.44,-1.35%,7.78%,19.08%,16.88%,64.77%,49.18%,58.26,,49.84,36.36,61.46,62.833333333333336,True
38,BANC,"Banc of California, Inc.",Financial,Banks - Regional,1355.35,81.5,13.0,76,1.15,21.28,24.0,12.78,-1.38%,3.81%,19.97%,23.83%,56.21%,46.23%,21.33,,18.52,13.18,22.09,56.833333333333336,True
41,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,3061.06,79.0,16.0,84,1.29,66.39,74.67,12.47,-0.82%,11.19%,19.88%,30.95%,75.34%,60.74%,65.59,,52.38,38.15,68.87,59.666666666666664,True
44,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,9794.47,76.5,14.0,82,1.25,67.71,74.16,9.53,12.75%,15.66%,22.52%,55.16%,59.22%,86.21%,63.13,,50.46,36.07,74.09,57.5,True
45,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,49329.41,76.5,23.0,75,1.13,58.92,62.72,6.45,-0.24%,-0.66%,6.19%,14.45%,53.07%,39.04%,59.07,,51.31,38.94,60.52,58.166666666666664,True
46,BLD,TopBuild Corp.,Industrials,Engineering & Construction,9172.8,79.0,19.0,80,1.22,278.98,295.78,6.02,1.13%,12.00%,27.27%,38.96%,48.71%,52.11%,267.15,,214.76,161.35,284.01,59.333333333333336,True
47,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,14236.5,94.0,14.0,91,1.52,73.71,82.07,11.34,6.30%,21.97%,40.01%,62.39%,99.43%,79.74%,66.43,,49.71,34.42,74.15,66.33333333333333,True
49,BPOP,"Popular, Inc.",Financial,Banks - Regional,6911.3,89.0,52.0,84,1.29,86.22,102.0,18.3,1.64%,1.25%,11.08%,6.68%,71.97%,52.86%,83.46,,75.65,48.42,87.15,75.0,True
51,BRT,BRT Apartments Corp.,Real Estate,REIT - Residential,354.83,71.5,13.0,77,1.16,19.89,21.75,9.35,-1.37%,-2.71%,3.47%,8.32%,45.10%,27.63%,19.95,,18.37,13.02,21.7,53.833333333333336,True
52,BSIG,BrightSphere Investment Group Inc.,Financial,Asset Management,2432.91,76.5,18.0,84,1.3,30.46,31.75,4.24,-0.33%,12.26%,11.23%,35.59%,65.58%,57.68%,30.26,,24.27,17.45,30.88,59.5,True
54,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,674.7,81.5,18.0,95,1.9,32.17,51.5,60.09,3.07%,33.43%,50.07%,57.69%,170.62%,141.02%,29.81,,21.11,12.25,33.49,64.83333333333333,True
55,BWB,"Bridgewater Bancshares, Inc.",Financial,Banks - Regional,539.85,81.5,19.0,79,1.2,18.61,21.0,12.84,-1.21%,8.85%,15.68%,8.04%,64.86%,50.60%,18.79,,16.72,11.59,20.05,59.833333333333336,True
58,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,749.79,74.0,15.0,97,2.17,74.33,96.33,29.6,1.41%,46.03%,22.45%,47.40%,182.00%,158.58%,66.77,,49.86,24.01,76.94,62.0,True
59,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,1161.76,81.5,15.0,94,1.71,27.37,40.0,46.15,1.94%,17.10%,13.01%,4.71%,125.47%,77.64%,26.31,,23.44,11.17,29.36,63.5,True
61,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,423.56,81.5,41.0,80,1.22,15.74,18.75,19.12,2.95%,7.14%,32.97%,5.45%,87.72%,49.72%,15.75,,13.53,9.2,16.4,67.5,True
62,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,2065.06,89.0,17.0,89,1.45,65.13,68.5,5.17,0.32%,3.49%,31.22%,27.19%,87.32%,77.74%,62.06,,51.05,32.76,65.96,65.0,True
63,CBNK,"Capital Bancorp, Inc.",Financial,Banks - Regional,388.22,89.0,19.0,94,1.75,27.99,30.25,8.07,2.47%,12.07%,18.17%,27.15%,122.69%,99.35%,27.06,,21.98,11.6,28.16,67.33333333333333,True
64,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,34724.09,79.0,17.0,85,1.31,104.24,126.17,21.04,0.05%,-1.01%,9.90%,17.71%,73.70%,65.56%,103.61,,89.5,58.74,107.88,60.333333333333336,True
65,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,2066.0,99.0,17.0,80,1.21,39.14,44.5,13.69,-0.18%,8.18%,19.13%,19.74%,58.76%,48.14%,38.86,,33.49,23.92,40.62,65.33333333333333,True
69,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,2365.93,91.5,15.0,92,1.58,36.55,39.38,7.74,-4.63%,20.38%,40.82%,80.51%,110.01%,67.20%,36.87,,24.65,16.55,42.01,66.16666666666667,True
70,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,21899.33,81.5,19.0,75,1.14,51.04,54.53,6.84,1.23%,1.05%,14.50%,3.56%,52.90%,42.17%,48.95,,45.89,32.58,51.54,58.5,True
71,CG,The Carlyle Group Inc.,Financial,Asset Management,20242.63,76.5,13.0,91,1.53,57.2,67.58,18.15,-5.15%,1.55%,15.43%,31.01%,103.49%,79.68%,58.12,,45.59,28.12,60.62,60.166666666666664,True
73,CIVB,"Civista Bancshares, Inc.",Financial,Banks - Regional,396.04,86.5,16.0,76,1.15,25.4,28.42,11.89,2.96%,2.06%,11.52%,10.18%,58.07%,46.89%,25.09,,23.12,16.08,25.94,59.5,True
74,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,11113.82,74.0,16.0,92,1.57,22.77,30.51,33.99,5.82%,-10.66%,-7.72%,20.03%,128.70%,55.98%,22.53,,20.55,10.52,26.51,60.666666666666664,True
75,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,918.87,81.5,23.0,97,2.17,66.53,74.0,11.23,-0.06%,30.45%,44.78%,79.71%,184.66%,168.77%,64.07,,41.47,22.91,72.0,67.16666666666667,True
76,CLH,"Clean Harbors, Inc.",Industrials,Waste Management,5905.4,84.0,42.0,75,1.14,110.99,122.5,10.37,2.45%,-3.45%,8.60%,18.47%,50.16%,44.99%,109.09,,96.1,71.5,118.89,67.0,True
78,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,1375.36,91.5,14.0,88,1.41,34.6,38.4,10.98,-0.03%,6.15%,21.70%,28.51%,94.92%,76.30%,34.52,,28.09,17.6,35.5,64.5,True
81,COP,ConocoPhillips,Energy,Oil & Gas E&P,101659.25,86.5,13.0,85,1.32,74.83,89.11,19.08,1.57%,-3.58%,31.70%,33.13%,72.75%,84.50%,73.4,,59.49,38.77,77.98,61.5,True
82,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,9918.41,76.5,17.0,85,1.32,63.74,79.33,24.46,-2.00%,20.66%,6.86%,17.33%,77.40%,52.52%,62.3,,54.14,34.41,69.26,59.5,True
85,CR,Crane Co.,Industrials,Specialty Industrial Machinery,6281.6,81.5,18.0,75,1.13,104.88,126.0,20.14,-1.56%,12.62%,3.72%,9.65%,53.57%,35.58%,105.45,,95.03,69.22,108.67,58.166666666666664,True
86,CRAI,"CRA International, Inc.",Industrials,Consulting Services,772.21,81.5,18.0,93,1.67,102.83,125.0,21.56,5.59%,-2.66%,9.98%,28.08%,136.89%,106.01%,102.75,,85.78,45.26,116.71,64.16666666666667,True
87,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,10131.71,79.0,18.0,97,2.21,171.65,193.88,12.95,-5.38%,9.70%,18.73%,58.90%,174.50%,172.49%,173.72,,119.04,58.28,183.88,64.66666666666667,True
88,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,12586.31,84.0,16.0,81,1.23,237.6,255.29,7.45,-0.05%,3.28%,13.44%,24.22%,60.36%,52.98%,234.53,,193.1,143.52,243.99,60.333333333333336,True
89,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,901.1,94.0,16.0,89,1.44,53.86,63.75,18.36,4.94%,23.08%,24.30%,44.36%,87.27%,72.80%,50.67,,40.0,27.15,55.02,66.33333333333333,True
91,CUBE,CubeSmart,Real Estate,REIT - Industrial,10881.2,71.5,17.0,84,1.3,55.06,57.38,4.21,1.03%,0.56%,5.54%,25.05%,67.09%,60.28%,54.49,,46.35,31.44,56.64,57.5,True
92,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,1910.16,79.0,21.0,98,2.54,58.93,65.75,11.57,1.23%,22.37%,46.46%,58.95%,278.12%,222.00%,57.49,,38.85,16.81,61.48,66.0,True
93,CURO,CURO Group Holdings Corp.,Financial,Credit Services,753.49,91.5,15.0,91,1.52,18.49,26.25,41.97,7.14%,-2.00%,13.90%,14.04%,102.17%,29.80%,17.82,,16.23,7.67,20.81,65.83333333333333,True
94,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,3898.68,81.5,21.0,76,1.15,45.41,56.0,23.32,-0.02%,15.72%,8.58%,2.94%,43.90%,66.68%,41.74,,39.72,25.69,49.2,59.5,True
97,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,1508.02,86.5,27.0,77,1.17,36.78,40.6,10.39,-1.07%,4.39%,10.32%,9.08%,65.53%,52.52%,37.05,,33.11,22.23,38.35,63.5,True
98,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11793.17,94.0,15.0,81,1.24,426.04,476.33,11.8,-0.65%,10.40%,-1.37%,24.45%,65.45%,48.51%,419.27,,370.09,252.85,451.49,63.333333333333336,True
99,DELL,Dell Technologies Inc.,Technology,Computer Hardware,42497.72,79.0,21.0,82,1.26,57.3,78.05,36.21,-3.58%,-3.89%,5.74%,8.29%,55.55%,47.25%,55.83,,49.83,34.09,58.29,60.666666666666664,True
102,DIOD,Diodes Incorporated,Technology,Semiconductors,4774.65,79.0,17.0,83,1.28,108.63,117.67,8.32,-1.97%,14.55%,14.97%,43.76%,70.38%,52.88%,105.8,,85.01,64.86,113.98,59.666666666666664,True
103,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,12062.41,76.5,21.0,93,1.64,127.3,153.17,20.32,-2.54%,5.20%,8.25%,42.58%,138.56%,149.59%,131.45,,102.76,51.51,147.39,63.5,True
105,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,22343.45,79.0,13.0,78,1.19,59.91,60.81,1.5,2.39%,6.16%,19.53%,28.01%,53.82%,47.94%,57.43,,48.35,37.54,60.07,56.666666666666664,True
106,DSKE,"Daseke, Inc.",Industrials,Trucking,669.07,76.5,18.0,77,1.16,10.54,12.38,17.46,1.06%,9.59%,10.28%,51.22%,52.98%,80.90%,9.94,,7.98,4.97,10.71,57.166666666666664,True
107,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,31378.88,86.5,23.0,97,2.3,45.09,49.97,10.82,0.02%,6.84%,50.57%,68.02%,208.84%,182.86%,42.53,,29.06,13.78,45.56,68.83333333333333,True
108,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,57825.9,91.5,15.0,90,1.48,598.58,638.88,6.73,-8.95%,3.81%,14.00%,66.34%,83.75%,59.58%,628.07,,461.06,311.01,659.45,65.5,True
111,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,1746.1,76.5,19.0,85,1.31,58.88,67.75,15.06,0.07%,12.21%,26.69%,29.29%,68.39%,51.96%,57.8,,45.93,29.21,60.75,60.166666666666664,True
113,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,6955.1,74.0,17.0,75,1.13,128.62,142.8,11.02,0.89%,8.00%,7.07%,6.28%,50.70%,43.32%,128.11,,118.58,85.2,135.98,55.333333333333336,True
114,ENPH,"Enphase Energy, Inc.",Technology,Solar,32121.61,79.0,27.0,88,1.42,255.1,261.25,2.41,-0.43%,39.61%,44.87%,75.13%,86.34%,42.76%,245.25,,169.95,108.88,282.46,64.66666666666667,True
116,ENVA,"Enova International, Inc.",Financial,Credit Services,1475.91,81.5,20.0,88,1.4,40.12,44.5,10.92,-2.17%,13.69%,23.97%,6.46%,83.88%,61.61%,38.76,,34.5,20.81,43.47,63.166666666666664,True
117,EQBK,"Equity Bancshares, Inc.",Financial,Banks - Regional,600.59,76.5,14.0,81,1.23,34.61,37.5,8.35,-1.77%,2.94%,11.41%,8.32%,64.66%,62.30%,34.31,,30.92,19.91,36.0,57.166666666666664,True
118,ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls,1242.58,81.5,34.0,92,1.6,22.53,26.5,17.62,1.89%,14.68%,16.39%,25.90%,109.53%,66.06%,22.19,,19.71,10.62,24.99,69.16666666666667,True
119,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,1013.0,79.0,30.0,96,2.0,10.58,17.16,62.19,-3.59%,4.99%,30.50%,14.50%,185.64%,101.50%,11.01,,9.17,3.53,13.15,68.33333333333333,True
122,EVR,Evercore Inc.,Financial,Capital Markets,6761.09,84.0,19.0,81,1.24,148.63,172.12,15.8,-2.67%,-7.50%,8.28%,2.00%,64.22%,36.70%,152.14,,138.84,90.29,164.63,61.333333333333336,True
123,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,12168.06,86.5,15.0,88,1.41,82.94,99.64,20.14,0.74%,-0.02%,12.44%,13.82%,90.48%,65.81%,82.72,,75.24,42.51,87.77,63.166666666666664,True
124,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,6663.97,86.5,14.0,86,1.35,164.33,175.13,6.57,1.32%,13.01%,4.73%,13.05%,74.63%,62.19%,158.24,,141.97,90.85,166.42,62.166666666666664,True
125,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,1698.92,76.5,17.0,94,1.82,13.58,15.5,14.14,3.88%,39.04%,23.30%,17.66%,130.07%,94.34%,11.92,,10.42,5.55,13.9,62.5,True
126,FAF,First American Financial Corporation,Financial,Insurance - Specialty,8383.92,74.0,19.0,79,1.2,76.85,82.4,7.22,1.74%,3.32%,10.76%,20.57%,54.55%,49.53%,75.18,,65.14,47.75,78.46,57.333333333333336,True
127,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,21094.77,86.5,26.0,95,1.94,114.2,131.62,15.25,0.01%,0.71%,46.90%,40.75%,147.67%,127.67%,110.19,,85.67,39.3,117.71,69.16666666666667,True
128,FBMS,"The First Bancshares, Inc.",Financial,Banks - Regional,885.98,81.5,15.0,75,1.14,41.99,45.5,8.36,0.10%,-0.36%,6.13%,8.24%,47.73%,35.72%,41.59,,38.34,27.25,42.89,57.166666666666664,True
129,FC,Franklin Covey Co.,Industrials,Consulting Services,673.81,81.5,21.0,92,1.6,46.91,54.0,15.11,-4.52%,11.30%,16.79%,57.30%,113.33%,110.55%,46.17,,35.19,21.24,50.92,64.83333333333333,True
130,FCBC,"First Community Bankshares, Inc.",Financial,Banks - Regional,617.95,81.5,15.0,80,1.22,36.05,37.0,2.64,6.61%,11.61%,18.74%,19.67%,68.80%,69.74%,34.32,,30.4,20.86,36.73,58.833333333333336,True
132,FE,FirstEnergy Corp.,Utilities,Utilities - Diversified,21243.72,71.5,21.0,75,1.13,38.91,42.5,9.23,-1.62%,4.20%,-0.15%,3.62%,40.53%,27.21%,38.87,,36.98,26.17,39.94,55.833333333333336,True
133,FISI,"Financial Institutions, Inc.",Financial,Banks - Regional,537.81,81.5,19.0,78,1.18,32.66,36.75,12.52,2.69%,2.02%,5.79%,5.79%,60.29%,47.82%,32.72,,30.72,19.94,33.65,59.5,True
134,FITB,Fifth Third Bancorp,Financial,Banks - Regional,31075.02,81.5,19.0,84,1.29,44.6,48.58,8.92,0.02%,-1.62%,14.13%,7.61%,72.40%,62.64%,44.23,,39.65,25.27,45.92,61.5,True
135,FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,13959.8,89.0,22.0,82,1.25,132.64,150.43,13.41,-5.07%,-4.02%,8.85%,30.91%,53.89%,40.89%,134.53,,112.45,77.96,145.89,64.33333333333333,True
136,FOCS,Focus Financial Partners Inc.,Financial,Capital Markets,4904.13,89.0,32.0,85,1.31,67.23,74.62,10.99,-0.25%,8.65%,31.24%,34.68%,70.25%,54.99%,66.41,,51.84,38.02,69.13,68.66666666666667,True
137,FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Recreational Vehicles,7934.97,74.0,17.0,92,1.59,183.44,190.14,3.65,-1.33%,16.42%,19.45%,19.83%,114.16%,75.30%,178.73,,150.71,85.29,190.29,61.0,True
138,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,2048.16,84.0,27.0,88,1.42,49.07,50.0,1.9,9.37%,28.50%,46.84%,36.28%,88.17%,65.55%,44.01,,36.95,25.28,52.17,66.33333333333333,True
139,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,53700.17,76.5,19.0,96,2.15,333.24,367.7,10.34,-3.97%,-1.33%,7.01%,51.81%,179.71%,120.48%,336.66,,253.17,119.0,355.35,63.833333333333336,True
149,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2014870.81,91.5,16.0,83,1.28,2934.35,3279.44,11.76,-1.56%,5.75%,2.66%,20.61%,69.19%,67.54%,2959.11,,2546.35,1699.0,3037.0,63.5,True
150,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,1952574.88,89.0,16.0,83,1.28,2922.4,3269.41,11.87,-1.42%,6.06%,2.61%,22.49%,68.77%,66.36%,2946.17,,2515.86,1694.0,3019.33,62.666666666666664,True
151,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,3735.21,84.0,22.0,83,1.27,204.29,266.67,30.54,-2.80%,1.24%,24.37%,27.49%,64.76%,56.76%,197.69,,169.31,115.19,211.79,63.0,True
153,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,6419.26,76.5,15.0,91,1.54,22.01,23.57,7.09,-3.16%,7.91%,45.42%,17.48%,109.35%,105.13%,22.19,,17.9,9.95,24.89,60.833333333333336,True
154,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,841.42,96.5,48.0,82,1.26,34.42,38.4,11.56,-0.52%,1.33%,20.96%,11.18%,63.27%,63.27%,34.68,,29.48,18.86,36.29,75.5,True
155,HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,654.52,89.0,20.0,77,1.16,22.36,26.0,16.28,1.69%,3.54%,13.41%,25.44%,49.46%,54.55%,21.67,,18.37,13.06,23.3,62.0,True
158,HLIT,Harmonic Inc.,Technology,Communication Equipment,1128.14,76.5,39.0,84,1.3,11.32,12.5,10.42,1.18%,26.19%,17.41%,61.77%,68.89%,50.61%,10.59,,8.54,6.31,11.63,66.5,True
159,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2927.96,79.0,21.0,77,1.17,84.26,87.93,4.36,-2.36%,8.43%,25.21%,22.39%,54.97%,48.72%,83.22,,68.75,52.35,86.99,59.0,True
160,HUBS,"HubSpot, Inc.",Technology,Software - Application,36368.36,84.0,18.0,93,1.63,802.76,846.91,5.5,-11.60%,-6.51%,9.93%,49.39%,103.07%,90.01%,813.55,,603.87,347.78,866.0,65.0,True
161,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,1273.35,71.5,18.0,85,1.32,57.33,62.0,8.15,0.26%,19.28%,14.52%,10.08%,70.77%,64.63%,55.39,,51.24,30.05,70.89,58.166666666666664,True
163,IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,6296.68,84.0,32.0,84,1.29,261.49,287.0,9.76,-7.85%,-1.38%,10.02%,42.87%,69.91%,42.79%,272.01,,212.35,146.81,288.02,66.66666666666667,True
164,INBK,First Internet Bancorp,Financial,Banks - Regional,462.82,86.5,18.0,86,1.35,46.75,52.8,12.94,4.33%,32.62%,56.09%,38.64%,77.96%,62.67%,42.27,,33.68,24.45,46.9,63.5,True
165,INTU,Intuit Inc.,Technology,Software - Application,166497.31,84.0,16.0,90,1.48,670.63,734.87,9.58,3.85%,11.30%,20.70%,51.45%,95.33%,76.55%,628.58,,490.43,345.01,716.86,63.333333333333336,True
166,INVE,"Identiv, Inc.",Technology,Computer Hardware,505.89,81.5,14.0,98,2.42,22.13,28.75,29.91,-6.82%,25.10%,28.29%,42.96%,223.07%,160.35%,22.56,,16.16,6.6,25.25,64.5,True
167,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,50531.28,89.0,17.0,80,1.21,265.27,300.22,13.18,-0.85%,3.12%,2.54%,10.71%,55.53%,48.05%,257.96,,234.73,165.52,272.25,62.0,True
169,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,4072.82,81.5,26.0,81,1.24,16.13,16.93,4.96,0.44%,0.56%,13.51%,9.95%,65.01%,52.75%,15.68,,14.52,9.66,16.2,62.833333333333336,True
171,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,55431.29,79.0,22.0,85,1.32,79.2,83.39,5.29,-0.61%,7.10%,5.42%,20.11%,73.49%,69.99%,76.31,,67.61,44.91,81.15,62.0,True
173,KBR,"KBR, Inc.",Industrials,Engineering & Construction,6539.29,81.5,22.0,83,1.28,46.88,50.67,8.08,2.87%,7.79%,20.86%,15.84%,69.30%,51.57%,44.16,,38.85,27.58,47.42,62.166666666666664,True
176,KFY,Korn Ferry,Industrials,Staffing & Employment Services,4422.9,96.5,15.0,90,1.47,81.05,97.75,20.6,-0.75%,7.66%,16.47%,25.12%,109.43%,86.32%,80.47,,68.76,39.43,84.68,67.16666666666667,True
177,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15036.33,74.0,18.0,80,1.22,24.18,25.21,4.26,2.59%,4.22%,9.91%,16.47%,54.90%,61.09%,23.55,,21.01,14.03,24.95,57.333333333333336,True
