no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
1194,BYD,Boyd Gaming Corporation,Consumer Cyclical,Resorts & Casinos,USA,7759.42,17.45,12.47,0.4,2.3,5.37,13.59,12.02,0.85%,0.00%,4.07,-185.80%,10.63%,17.91%,43.90%,-0.20%,261.20%,29.30%,114.09,82.31,1.60%,-0.85%,69.40%,1.57%,3.67%,2.64,5.20%,25.80%,1.80%,1.3,1.2,2.18,2.21,57.50%,18.70%,10.00%,3.70%,22.86%,16.24%,12.18%,14.20%,8.19%,1.95,2.67,4.41%,3.85%,7.30%,11.61%,14.69%,-2.45%,29.93%,-2.45%,40.81%,63.44,2.16%,-1.48%,1141.72,0.8,70.94,0.65%,912961,2/3/2022 4:30:00 PM,80.8,10/15/1993,70.31,-0.89%,72.0,76,1.02,70.94,66.72,63.77,61.91,50.38,72.72,14.0,13.9,54.0,True
1278,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA,4029.65,43.37,11.32,3.66,1.11,5.23,22.51,,2.02%,81.90%,1.69,199.60%,11.62%,13.30%,11.86%,7.20%,-252.90%,29.80%,56.8,56.15,1.10%,-4.65%,92.40%,-0.55%,2.65%,3.57,3.10%,11.30%,15.60%,1.2,0.8,0.9,1.65,22.30%,7.00%,2.70%,-1.27%,34.86%,31.04%,32.92%,44.27%,30.18%,1.39,2.36,3.12%,3.50%,7.81%,19.87%,28.26%,-2.28%,43.20%,-2.28%,53.73%,68.42,0.59%,-1.81%,416.77,1.55,73.16,-1.23%,647382,1/31/2022 4:30:00 PM,77.33,8/23/1968,73.15,-0.01%,69.0,93,1.29,73.16,68.74,61.38,57.1,47.59,74.87,9.0,5.7,57.0,True
1345,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,1017.49,49.11,6.11,,0.8,1.58,6.79,5.89,,0.00%,0.63,357.60%,-25.52%,-8.20%,,1.10%,511.80%,12.10%,34.48,33.66,2.00%,0.00%,86.00%,5.22%,4.90%,3.68,1.30%,5.80%,10.00%,0.9,0.7,0.91,1.0,91.90%,9.10%,2.70%,6.74%,47.86%,32.90%,32.84%,179.71%,35.36%,2.31,1.72,6.10%,5.97%,12.79%,23.59%,34.16%,-3.18%,60.86%,-15.15%,255.38%,65.77,2.91%,0.91%,448.06,1.13,30.74,3.85%,504318,2/8/2022 8:30:00 AM,33.33,11/14/2017,30.78,0.13%,69.0,99,2.5,30.74,27.73,25.05,23.0,8.65,36.23,30.0,8.43,66.0,True
1573,CNC,Centene Corporation,Healthcare,Healthcare Plans,USA,46610.9,36.41,13.07,3.4,0.37,1.82,3.47,16.28,,0.00%,2.27,-0.60%,16.69%,16.60%,10.69%,37.30%,2.30%,11.40%,583.24,576.13,1.90%,-1.41%,95.50%,0.87%,1.24%,1.97,1.00%,2.80%,4.70%,,,0.7,0.71,,1.20%,0.60%,0.68%,8.33%,11.80%,29.13%,39.11%,0.27%,0.51,2.35,2.65%,2.74%,1.06%,1.98%,14.23%,-4.83%,10.95%,-4.83%,42.25%,53.97,1.99%,-3.01%,3618.43,0.75,82.62,-1.08%,2718470,2/8/2022 8:30:00 AM,95.33,12/13/2001,82.62,0.00%,69.0,91,1.24,82.62,82.02,81.01,72.4,58.37,86.81,19.0,15.38,59.666666666666664,True
1607,CNXC,Concentrix Corporation,Technology,Information Technology Services,USA,10084.45,25.99,14.78,1.67,1.8,3.93,55.41,27.62,0.50%,0.00%,7.69,141.20%,11.77%,,15.60%,28.60%,88.80%,12.70%,51.56,43.26,0.60%,-14.76%,85.20%,0.85%,1.33%,2.17,7.90%,15.80%,12.30%,1.6,1.6,0.31,0.31,35.30%,10.20%,7.20%,1.36%,11.37%,15.79%,16.95%,56.47%,11.91%,,6.96,3.55%,3.32%,0.11%,8.47%,16.47%,-4.12%,29.63%,-4.12%,79.90%,57.61,2.23%,-1.53%,265.25,0.81,199.89,0.67%,214979,1/18/2022 4:30:00 PM,215.67,11/24/2020,199.89,0.00%,100.0,95,1.4,199.89,200.11,184.88,171.86,117.93,208.48,15.0,7.89,70.0,True
1645,COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA,3676.03,3.09,6.98,,1.11,1.13,4.11,1.42,,0.00%,16.46,418.00%,30.02%,35.50%,-8.54%,261.20%,4.90%,-33.80%,74.56,72.29,1.90%,-7.63%,87.40%,-3.73%,5.27%,3.96,6.80%,44.00%,13.70%,,,2.28,2.72,,49.90%,42.70%,-0.80%,27.91%,21.81%,31.01%,56.45%,22.16%,1.45,1.69,3.04%,3.70%,12.47%,17.66%,28.38%,-2.88%,35.66%,-2.88%,67.51%,68.78,0.28%,-0.72%,962.09,0.79,50.83,-0.45%,759080,2/11/2022 8:30:00 AM,59.14,3/28/2012,50.05,-1.53%,66.0,95,1.4,50.83,45.73,43.41,39.68,30.53,52.34,18.0,16.35,59.666666666666664,True
1646,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,118491.52,15.63,12.18,4.02,2.59,2.75,21.65,12.72,1.50%,32.50%,6.07,342.80%,-13.67%,32.60%,3.89%,13.70%,376.60%,175.40%,1315.13,1298.37,0.10%,-21.00%,80.10%,-1.96%,1.13%,1.77,9.30%,18.30%,10.80%,1.3,1.2,0.41,0.44,48.20%,25.10%,17.60%,5.84%,5.80%,33.08%,67.65%,80.81%,31.42%,1.43,3.58,5.14%,3.67%,4.57%,13.92%,39.21%,-0.07%,44.00%,-0.07%,98.79%,64.74,4.62%,-0.66%,8273.47,1.82,94.86,3.93%,15092283,2/3/2022 8:30:00 AM,103.56,1/13/1978,94.96,0.11%,75.0,97,1.61,94.86,91.0,83.79,68.48,47.85,95.07,4.0,9.17,58.666666666666664,True
1680,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9573.02,18.75,10.16,0.34,1.79,3.65,36.68,14.06,,0.00%,3.61,72.10%,11.68%,-15.90%,54.49%,-2.90%,79.40%,23.60%,149.72,144.02,0.70%,-41.42%,92.40%,0.88%,4.56%,3.49,7.40%,22.30%,-1.30%,1.2,0.6,0.35,0.36,65.80%,12.00%,10.40%,-0.10%,21.40%,10.06%,16.01%,40.36%,4.36%,2.43,3.07,3.84%,4.58%,2.05%,7.70%,17.46%,-6.40%,31.66%,-6.40%,53.07%,55.7,1.91%,-3.62%,1882.75,1.37,67.74,-1.78%,2584151,2/2/2022 8:30:00 AM,84.76,12/15/2011,67.74,0.00%,66.0,91,1.25,67.74,66.91,62.99,57.74,44.25,72.37,15.0,25.13,57.333333333333336,True
1751,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1943.56,27.32,16.14,,1.86,4.47,8.32,23.99,1.62%,43.90%,2.26,24.20%,8.05%,3.50%,-5.00%,6.60%,31.20%,5.60%,31.63,31.28,2.20%,-0.22%,96.59%,2.96%,5.08%,5.77,5.40%,16.60%,11.80%,1.1,1.1,0.31,0.86,48.10%,11.90%,6.90%,4.88%,10.53%,19.27%,27.78%,32.93%,7.12%,0.8,1.69,2.96%,2.99%,4.53%,6.43%,21.84%,-0.29%,14.34%,-0.29%,44.95%,64.71,0.88%,-0.73%,275.34,1.49,61.72,0.15%,409831,2/1/2022 4:30:00 PM,67.0,2/28/1996,61.72,0.00%,100.0,89,1.19,61.72,59.28,58.07,50.74,42.58,62.67,19.0,8.55,69.33333333333333,True
1788,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18587.94,13.68,9.12,0.18,5.39,4.01,243.62,83.28,1.93%,59.90%,1.71,-69.30%,-18.64%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.40%,94.50%,73.35%,4.18%,3.99,5.90%,11.90%,1.70%,1.0,0.9,0.41,0.41,76.20%,11.20%,7.90%,3.28%,11.15%,11.10%,54.12%,27.73%,22.79%,-0.2,1.04,6.08%,4.19%,2.43%,9.24%,23.60%,-4.35%,26.86%,-4.35%,68.69%,57.75,2.78%,-0.04%,8377.4,1.77,23.33,2.73%,14809431,2/23/2022 4:30:00 PM,27.48,2/8/1990,23.33,0.00%,59.0,83,1.1,23.33,22.86,21.42,19.22,14.28,24.39,30.0,17.79,57.333333333333336,True
2064,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,30926.55,23.98,18.98,1.61,1.19,4.41,44.09,87.51,,0.00%,5.92,62.90%,33.72%,34.90%,14.90%,10.50%,-30.50%,3.90%,224.9,221.94,1.34%,-0.67%,97.00%,10.53%,2.09%,1.79,6.60%,19.00%,14.20%,1.3,0.2,0.45,0.45,29.80%,7.40%,5.30%,-0.53%,10.74%,0.69%,56.32%,43.18%,1.11%,0.74,4.52,3.93%,2.98%,4.17%,4.42%,25.96%,-1.65%,14.93%,-4.88%,68.62%,59.05,1.03%,-0.04%,2597.55,1.27,142.08,0.99%,3289176,3/2/2022 8:30:00 AM,154.26,3/7/1995,142.08,0.00%,53.0,92,1.28,142.08,137.08,136.1,112.96,84.26,149.37,7.0,8.57,50.666666666666664,True
2264,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1602.9,6.68,6.6,0.51,1.1,1.4,10.13,,,0.00%,9.88,68.50%,19.93%,29.90%,13.00%,6.60%,116.10%,-10.30%,24.29,24.02,0.40%,-46.57%,,-8.63%,21.30%,10.94,7.40%,26.70%,12.90%,,,2.0,2.0,77.60%,42.90%,24.10%,-7.90%,2.28%,11.64%,37.45%,94.49%,6.25%,1.31,2.19,4.16%,2.90%,-3.53%,2.30%,22.87%,-9.19%,14.93%,-9.19%,107.39%,44.52,-0.35%,-0.93%,467.64,1.12,65.99,-1.27%,524636,2/23/2022 4:30:00 PM,77.5,7/9/1999,65.99,0.00%,63.0,98,1.73,65.99,68.44,64.65,53.82,33.5,72.67,17.0,17.44,59.333333333333336,True
2435,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,69006.01,22.22,11.17,0.3,4.45,3.03,13.25,11.71,2.61%,24.80%,5.17,864.80%,-4.21%,43.20%,73.84%,20.10%,483.80%,104.40%,584.0,582.89,0.30%,1.79%,87.80%,-0.51%,1.20%,1.55,12.60%,21.80%,17.70%,2.1,2.0,0.23,0.23,60.80%,39.30%,30.00%,2.96%,4.71%,34.51%,68.88%,83.27%,29.37%,1.78,4.96,6.00%,4.00%,2.64%,12.37%,35.21%,-1.75%,42.46%,-1.75%,87.77%,60.69,5.54%,1.50%,4489.82,1.73,114.92,7.12%,7781777,2/25/2022 8:30:00 AM,118.33,10/4/1989,114.2,-0.63%,69.0,97,1.58,114.92,112.22,102.87,86.76,62.81,116.97,18.0,2.97,61.333333333333336,True
2477,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,8498.63,,6.96,,2.77,0.87,74.55,13.99,2.16%,,-4.28,3.60%,116.25%,6.90%,5.00%,17.20%,,206.50%,377.9,374.31,0.50%,0.00%,91.80%,-0.79%,4.46%,2.15,-5.70%,-12.90%,-6.00%,0.5,0.5,0.45,0.55,29.30%,,-37.70%,3.67%,14.10%,10.24%,24.27%,25.49%,6.10%,1.08,0.99,4.60%,4.32%,4.96%,5.18%,11.60%,-6.83%,20.52%,-6.83%,47.29%,58.34,3.17%,-1.45%,7763.04,1.79,23.14,1.67%,13894741,2/9/2022 4:30:00 PM,31.59,6/5/1950,23.14,0.00%,69.0,85,1.12,23.14,22.15,22.04,20.75,15.71,24.84,17.0,36.52,57.0,True
2624,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40366.46,24.92,18.97,1.56,1.16,1.23,13.65,,3.17%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-26.43%,82.60%,0.34%,1.35%,1.2,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,2.23%,6.33%,11.71%,21.58%,51.83%,3.33%,0.47,1.02,2.59%,2.56%,0.99%,4.41%,17.19%,-3.32%,14.95%,-3.32%,54.75%,59.18,1.16%,-1.24%,10928.8,1.21,42.56,-0.09%,13252600,,49.78,7/6/1943,42.56,0.00%,66.0,94,1.35,42.56,42.23,40.84,36.38,27.71,44.02,18.0,16.96,59.333333333333336,True
2635,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,29598.88,,18.37,,3.44,14.65,6.87,9.63,,,-2.14,90.50%,38.94%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.01,0.40%,-42.34%,97.10%,2.43%,5.12%,2.68,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-6.24%,14.53%,22.72%,33.64%,21.63%,8.52%,1.52,9.55,4.94%,4.60%,0.41%,6.44%,16.47%,-9.93%,30.02%,-9.93%,43.39%,52.4,0.78%,-2.67%,2845.69,1.28,196.11,-1.91%,3631919,2/10/2022 4:30:00 PM,215.96,7/20/2005,196.07,-0.02%,53.0,81,1.08,196.11,196.4,185.02,168.51,136.77,217.72,12.0,10.12,48.666666666666664,True
2665,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23529.48,11.37,8.47,0.4,3.46,2.06,35.98,6.53,1.45%,14.30%,12.14,141.40%,-11.41%,50.00%,28.59%,66.80%,218.90%,162.90%,180.18,176.65,0.20%,-10.18%,89.50%,-1.45%,3.22%,1.92,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,5.04%,7.35%,28.49%,80.17%,87.48%,28.05%,2.3,6.89,6.40%,4.85%,6.44%,13.58%,39.56%,1.14%,45.34%,1.14%,111.58%,63.07,4.42%,-0.77%,2967.94,1.27,138.1,3.62%,3780661,2/22/2022 4:30:00 PM,148.42,10/12/2012,137.66,-0.32%,72.0,98,1.67,138.1,130.22,122.27,99.26,65.93,138.47,25.0,7.47,65.0,True
2820,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,31126.14,12.83,12.34,,5.97,1.63,0.82,,2.51%,31.20%,3.73,-45.10%,13.63%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.65,0.20%,-6.86%,83.20%,-0.88%,1.33%,1.59,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-0.81%,8.16%,12.62%,21.24%,32.89%,9.85%,1.34,1.6,3.48%,2.79%,0.42%,3.08%,13.44%,-5.53%,18.50%,-5.53%,39.27%,51.98,1.85%,-2.33%,5702.95,1.38,47.84,-0.52%,7889174,1/20/2022 8:30:00 AM,51.88,3/17/1980,47.84,0.00%,72.0,89,1.19,47.84,47.81,46.5,42.2,34.35,50.64,16.0,8.44,59.0,True
3161,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,940.44,6.48,9.02,0.65,0.4,1.55,3.33,4.31,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.50%,-3.78%,9.08%,7.64,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-4.05%,2.20%,1.62%,-2.20%,33.70%,-0.03%,2.01,3.23,5.43%,4.72%,-1.89%,1.32%,4.52%,-8.29%,14.15%,-12.98%,57.62%,48.5,0.00%,-0.62%,162.91,1.3,64.15,-0.62%,211140,3/10/2022 8:30:00 AM,72.67,1/5/1950,64.15,0.00%,53.0,89,1.19,64.15,65.45,63.35,61.44,40.7,73.72,17.0,13.28,53.0,True
3166,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,62408.24,20.3,16.8,1.85,1.62,3.7,38.93,30.46,2.03%,40.20%,11.55,5.00%,15.10%,6.00%,10.95%,4.70%,-2.70%,-1.80%,278.27,260.82,0.10%,-0.76%,86.80%,-0.55%,0.90%,1.94,6.40%,20.30%,12.00%,1.4,1.0,0.61,0.67,16.70%,10.80%,8.50%,8.63%,12.28%,21.24%,17.39%,40.34%,12.46%,1.0,5.17,2.85%,2.15%,9.25%,11.31%,17.29%,2.74%,18.99%,2.74%,43.73%,80.58,1.69%,1.13%,1210.55,2.71,234.45,2.84%,3284004,1/26/2022 8:30:00 AM,240.87,4/25/1952,234.43,-0.01%,63.0,91,1.25,234.45,215.67,211.2,200.11,163.12,234.99,29.0,2.74,61.0,True
3168,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1633.32,11.14,14.25,0.74,1.49,5.4,7.45,11.59,,0.00%,5.11,-241.30%,20.99%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-67.65%,64.20%,2.99%,6.79%,6.21,5.40%,38.60%,,1.9,1.9,3.39,3.39,45.30%,8.60%,8.00%,9.17%,30.60%,16.33%,7.94%,134.18%,12.67%,2.62,3.03,4.99%,5.20%,13.34%,17.25%,20.31%,-4.03%,38.62%,-4.03%,168.66%,63.76,0.44%,10.10%,205.55,12.9,56.93,10.59%,2652405,2/17/2022 4:30:00 PM,69.0,1/4/1999,56.93,0.00%,75.0,99,2.09,56.93,50.81,48.75,47.41,21.19,59.32,33.0,21.2,69.0,True
