no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1415,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,7931.11,28.6,7.02,2.38,2.01,2.27,9.34,10.85,2.50%,9.20%,2.45,,1.50%,,12.00%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,18.36%,12.11%,10.53,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,5.03%,13.56%,9.51%,39.81%,,8.65%,,2.54,4.67%,3.62%,7.48%,9.59%,23.14%,-4.83%,23.52%,-4.83%,75.25%,61.05,-4.34%,0.23%,2.0,1196.05,0.87,70.1,-4.12%,1035899,11/2/2021 4:30:00 PM,94.4,2/10/2021,70.1,0.00%,69.0,91,1.26,68.27,67.03,64.27,57.43,40.0,73.66,33.0,38.27,64.33333333333333,True
1464,CIO,"City Office REIT, Inc.",Real Estate,REIT - Office,USA,874.58,19.95,,2.22,5.33,2.62,49.41,38.36,3.99%,58.80%,1.0,52.10%,-100.00%,35.10%,9.00%,23.90%,-197.00%,8.70%,43.55,42.34,0.10%,-3.20%,78.60%,-0.23%,0.70%,0.82,3.90%,13.40%,3.20%,,,1.81,1.81,64.60%,18.60%,27.00%,-5.74%,14.38%,8.55%,60.79%,106.70%,1.67%,1.54,0.56,2.90%,2.66%,2.23%,7.91%,33.15%,-7.60%,25.31%,-7.60%,115.36%,57.67,0.55%,0.50%,2.3,360.23,0.79,20.05,1.06%,285464,11/3/2021 8:30:00 AM,21.83,4/15/2014,20.15,0.50%,59.0,97,1.64,19.29,19.92,18.71,15.23,9.31,21.7,13.0,13.17,56.333333333333336,True
1550,CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,1604.07,5.87,3.11,,2.55,1.01,5.66,,3.56%,18.90%,2.2,-130.60%,71.93%,-16.10%,,-1.30%,506.10%,100.40%,123.31,53.79,77.90%,0.00%,27.60%,-0.44%,2.19%,1.86,7.40%,18.60%,2.10%,1.1,1.0,1.43,1.61,73.10%,47.30%,42.90%,1.49%,12.95%,-7.52%,22.49%,38.97%,2.06%,1.44,0.39,2.44%,3.05%,4.07%,3.74%,5.29%,-6.99%,15.17%,-22.79%,67.66%,58.32,0.23%,-0.23%,1.3,633.37,0.77,12.91,0.00%,485894,10/27/2021 8:30:00 AM,18.5,11/4/2010,12.91,0.00%,91.0,91,1.26,13.16,12.67,12.42,12.33,7.7,16.72,16.0,40.58,66.0,True
1578,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,USA,1438.58,11.88,12.01,1.19,4.82,1.47,3.34,12.37,1.42%,12.90%,3.08,-13.80%,-4.82%,5.60%,10.00%,16.90%,29.20%,-0.30%,39.65,35.53,3.00%,-5.96%,73.90%,-0.08%,0.77%,2.26,1.60%,12.90%,19.60%,,,0.15,0.15,,85.10%,41.10%,3.37%,14.76%,14.29%,45.29%,65.19%,11.71%,1.28,0.94,2.47%,2.73%,9.76%,8.72%,24.18%,1.61%,18.79%,1.61%,87.38%,75.16,2.67%,-0.03%,1.6,120.63,1.57,36.54,2.64%,189453,10/28/2021 8:30:00 AM,38.6,6/4/1996,36.54,0.00%,81.0,94,1.37,35.8,34.19,33.76,29.65,19.5,37.0,14.0,7.82,63.0,True
1633,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,107349.69,24.89,10.62,,2.97,2.53,10.21,18.63,1.82%,51.00%,3.36,-139.20%,33.64%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.83,0.10%,-10.33%,80.40%,0.04%,1.13%,1.94,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,6.54%,18.31%,13.23%,50.67%,74.68%,15.85%,1.59,2.19,2.67%,2.72%,12.18%,13.95%,33.20%,-1.09%,26.58%,-1.09%,110.63%,72.52,-0.38%,-0.55%,1.8,7680.88,0.88,83.62,-0.92%,6775327,2/3/2022 8:30:00 AM,91.8,1/13/1978,83.39,-0.28%,75.0,96,1.57,87.08,77.81,74.39,63.44,39.7,89.11,13.0,5.42,61.333333333333336,True
1685,CRC,California Resources Corporation,Energy,Oil & Gas E&P,USA,3586.22,0.53,8.87,0.13,2.3,3.44,18.97,12.67,1.53%,0.00%,83.93,,-17.61%,19.30%,4.00%,-8.30%,-43.20%,43.80%,81.6,79.72,0.84%,-91.85%,98.60%,-1.62%,3.96%,4.29,116.50%,362.10%,125.40%,0.7,0.6,0.56,0.0,55.80%,,,2.07%,4.95%,3.38%,67.89%,73.54%,3.82%,,1.97,4.40%,4.75%,3.84%,3.25%,27.90%,-5.36%,21.08%,-6.01%,103.49%,55.43,0.57%,0.52%,2.0,737.23,1.22,44.34,1.09%,899850,11/11/2021 8:30:00 AM,56.0,10/28/2020,44.34,0.00%,69.0,95,1.45,43.13,43.16,42.81,35.06,21.79,47.18,8.0,29.84,57.333333333333336,True
1790,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2261.61,8.16,11.17,0.82,3.14,2.03,2.04,7.29,,0.00%,8.8,82.30%,-29.41%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.57,6.70%,-25.25%,86.60%,3.07%,4.27%,2.8,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,-1.06%,23.38%,61.76%,96.98%,218.07%,9.87%,1.58,3.32,5.47%,5.23%,9.07%,17.51%,61.92%,-5.66%,33.79%,-5.66%,242.49%,62.89,2.45%,0.59%,2.1,450.09,1.13,71.82,3.06%,507372,10/27/2021 4:30:00 PM,70.38,2/21/2012,72.99,1.63%,66.0,99,2.56,70.27,68.32,62.27,45.16,20.97,76.13,21.0,0.15,62.0,True
2176,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33248.87,28.71,9.46,1.15,3.73,3.73,14.33,12.08,0.89%,26.40%,1.73,3855.60%,55.19%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.70%,90.40%,-1.83%,2.61%,1.56,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,2.63%,23.05%,28.98%,101.72%,160.45%,12.69%,3.03,1.94,3.87%,4.35%,11.58%,16.30%,57.92%,-2.97%,39.63%,-2.97%,227.97%,68.39,-0.38%,-0.14%,1.8,10738.84,1.0,49.64,-0.52%,10690807,11/2/2021 4:30:00 PM,51.64,3/17/1992,49.78,0.28%,75.0,99,2.07,49.7,46.6,44.01,33.11,16.11,51.99,29.0,3.9,67.66666666666667,True
2255,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1898.63,6.47,7.3,0.5,1.31,1.38,12.0,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.74,0.70%,-27.80%,,-0.05%,15.72%,11.53,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,5.27%,9.56%,24.72%,37.57%,92.39%,2.99%,1.42,1.76,3.08%,2.60%,6.02%,8.11%,29.09%,1.35%,23.02%,1.35%,119.00%,70.34,2.58%,0.78%,2.2,391.77,3.43,63.97,3.38%,1342788,11/3/2021 4:30:00 PM,67.75,7/9/1999,63.97,0.00%,63.0,97,1.7,66.8,61.83,59.95,50.08,29.21,67.94,17.0,1.42,59.0,True
2418,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1589.5,3.66,7.72,,1.46,1.42,6.94,3.87,,0.00%,11.95,214.60%,-20.99%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-9.63%,90.40%,0.20%,2.44%,2.55,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,6.31%,13.53%,21.57%,35.10%,64.35%,6.93%,1.55,1.29,2.61%,3.03%,7.44%,9.92%,23.30%,0.18%,27.40%,0.18%,99.00%,68.36,1.18%,0.89%,2.0,340.89,0.66,43.8,2.07%,223497,10/28/2021 4:30:00 PM,44.5,10/30/2014,43.8,0.00%,69.0,93,1.35,41.88,41.63,40.35,35.68,22.01,44.43,20.0,6.27,60.666666666666664,True
2428,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,58073.7,19.72,10.28,0.27,3.74,2.72,13.53,11.51,2.94%,31.00%,5.17,-122.20%,14.57%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.89%,87.90%,-0.36%,0.87%,1.21,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,6.78%,19.58%,15.24%,41.21%,69.82%,14.83%,1.98,3.06,3.41%,3.26%,11.78%,13.94%,28.73%,-1.45%,26.44%,-1.45%,111.06%,72.38,0.49%,-1.24%,2.0,4202.94,0.83,102.0,-0.75%,3468623,11/4/2021 4:30:00 PM,113.03,10/4/1989,102.4,0.39%,69.0,95,1.44,104.84,95.23,91.68,81.85,50.08,107.99,11.0,7.81,58.333333333333336,True
2517,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1261.6,,5.6,,4.04,1.4,3154.0,7.28,,,-0.42,156.50%,112.67%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.35%,72.50%,,2.83%,2.65,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,3.70%,42.38%,33.30%,44.14%,130.81%,28.06%,2.54,0.83,8.70%,6.84%,21.20%,26.28%,43.45%,-7.46%,48.88%,-7.46%,177.43%,65.5,-3.38%,-0.82%,2.2,398.62,1.54,14.01,-4.17%,612568,11/4/2021 8:30:00 AM,18.41,4/18/1994,14.01,0.00%,63.0,98,1.85,13.81,12.39,11.33,9.89,5.05,15.27,31.0,33.33,64.0,True
2647,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,100067.74,35.49,12.57,,0.74,2.73,2.16,9.26,1.60%,0.00%,0.7,363.40%,4.70%,-16.80%,,-3.20%,-23.80%,-4.80%,3995.0,3914.51,0.10%,8.64%,53.90%,-0.18%,1.84%,0.71,1.10%,8.40%,-2.40%,1.2,1.0,2.66,3.95,10.10%,1.00%,2.10%,2.29%,24.79%,61.94%,83.84%,146.02%,20.46%,1.06,1.0,4.50%,3.95%,15.19%,21.98%,61.97%,0.28%,41.12%,0.28%,159.54%,72.68,1.54%,0.69%,2.5,101805.85,1.81,25.02,2.25%,184045131,10/27/2021 4:30:00 PM,20.23,6/1/1972,25.29,1.08%,53.0,98,1.9,22.87,22.61,20.95,15.68,9.97,25.87,20.0,-11.54,57.0,True
2658,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22874.15,64.39,7.28,1.06,4.13,1.96,50.05,7.95,1.61%,82.70%,1.93,269.40%,51.72%,-27.70%,60.66%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.48%,89.00%,0.28%,2.82%,1.85,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,0.35%,19.23%,14.01%,58.35%,100.36%,15.05%,2.47,4.77,3.63%,3.95%,10.94%,12.35%,35.56%,-1.28%,30.58%,-1.28%,121.06%,66.02,-0.09%,-0.31%,1.9,2751.74,0.95,124.08,-0.39%,2611989,11/1/2021 4:30:00 PM,135.03,10/12/2012,123.9,-0.15%,72.0,98,1.74,125.46,116.55,111.48,92.53,56.13,131.75,22.0,7.63,64.0,True
2685,FBP,First BanCorp.,Financial,Banks - Regional,USA,3181.12,13.43,8.73,0.93,4.0,1.53,1.18,8.85,2.50%,21.70%,1.19,-39.70%,35.00%,35.50%,14.40%,2.70%,181.20%,17.50%,206.72,202.02,1.30%,-2.79%,96.00%,0.49%,1.77%,2.09,1.30%,11.60%,17.10%,,,0.09,0.09,,96.80%,32.10%,3.69%,22.70%,19.05%,40.47%,54.44%,16.11%,1.25,0.41,2.91%,2.70%,12.94%,14.26%,24.13%,-0.81%,28.57%,-0.81%,80.18%,76.15,0.95%,0.25%,2.0,1705.92,0.57,16.0,1.20%,972206,10/25/2021 8:30:00 AM,23.3,1/13/1987,16.0,0.00%,69.0,93,1.32,16.08,14.79,14.17,12.99,8.88,16.62,12.0,44.95,58.0,True
2690,FC,Franklin Covey Co.,Industrials,Consulting Services,USA,657.77,53.06,44.46,3.54,2.93,9.04,13.88,17.45,,0.00%,0.96,241.80%,57.77%,15.70%,15.00%,2.30%,80.50%,40.60%,14.16,12.37,8.10%,0.00%,56.50%,0.28%,0.87%,1.97,6.00%,18.80%,13.90%,1.0,1.0,0.3,0.41,77.10%,3.40%,5.70%,11.48%,17.19%,22.40%,43.67%,107.19%,9.99%,1.73,1.87,4.56%,3.45%,9.80%,10.42%,33.08%,-2.91%,23.85%,-2.91%,114.06%,64.56,1.70%,0.36%,1.5,54.28,1.26,50.99,2.06%,68565,1/6/2022 4:30:00 PM,63.5,6/3/1992,50.99,0.00%,84.0,97,1.62,47.7,47.61,46.59,38.71,23.82,52.52,22.0,33.12,67.66666666666667,True
2715,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,62999.14,16.86,12.49,0.58,2.98,4.88,8.21,9.64,0.68%,8.50%,2.63,344.60%,15.60%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-8.66%,78.10%,0.16%,2.15%,1.78,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,9.56%,16.98%,19.59%,33.75%,38.81%,6.41%,2.07,1.46,3.47%,3.11%,8.54%,12.80%,18.25%,-2.30%,25.79%,-3.68%,79.70%,66.35,-0.67%,-0.99%,2.1,17627.89,1.3,44.33,-1.65%,22840806,10/21/2021 8:30:00 AM,42.56,7/10/1995,44.31,-0.05%,66.0,86,1.16,44.24,42.21,39.89,37.75,24.71,46.2,18.0,-3.8,56.666666666666664,True
2813,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33574.74,13.7,14.76,,6.42,1.69,0.88,,2.42%,30.30%,3.62,-45.10%,-10.17%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.83,0.20%,-1.57%,84.10%,0.28%,1.77%,2.77,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,2.42%,14.89%,14.17%,36.10%,52.24%,13.75%,1.42,1.09,2.07%,2.18%,10.20%,11.95%,20.97%,-0.54%,22.71%,-0.54%,75.36%,76.23,-0.08%,0.77%,1.9,4313.98,1.27,49.54,0.69%,5476871,1/20/2022 8:30:00 AM,49.36,3/17/1980,49.54,0.00%,72.0,91,1.26,48.54,46.34,44.68,41.18,28.25,50.64,17.0,1.69,60.0,True
3423,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,USA,6731.79,22.29,9.0,2.44,0.42,1.54,5.67,12.8,,0.00%,1.05,-301.50%,43.27%,-46.60%,9.13%,-5.60%,,42.40%,283.0,280.45,0.20%,-31.64%,86.10%,0.29%,3.05%,2.28,1.40%,7.50%,-10.40%,1.2,0.7,1.66,1.92,22.20%,4.50%,1.70%,4.92%,14.33%,23.49%,50.42%,97.89%,9.99%,1.97,1.02,4.81%,4.25%,10.68%,8.21%,26.00%,-5.79%,27.51%,-5.79%,126.35%,64.66,1.78%,1.36%,2.2,3750.93,1.59,23.45,3.17%,5959225,11/5/2021 8:30:00 AM,24.29,8/5/1927,23.43,-0.09%,63.0,97,1.67,22.74,21.93,21.76,18.73,10.36,24.89,17.0,6.82,59.0,True
3475,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,804.41,10.23,11.93,1.28,3.72,1.3,0.96,14.6,3.03%,16.50%,2.58,30.00%,-19.15%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.20%,-0.07%,1.28%,2.37,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,3.04%,19.73%,31.34%,49.24%,105.29%,11.49%,1.21,0.69,2.14%,2.93%,10.80%,12.15%,27.92%,1.11%,24.00%,1.11%,120.00%,76.1,1.50%,0.00%,2.3,161.7,0.56,26.4,1.50%,90389,10/26/2021 4:30:00 PM,24.33,5/14/1997,26.5,0.38%,59.0,97,1.69,26.2,24.64,23.77,20.77,12.0,26.8,17.0,-7.14,57.666666666666664,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,27620.65,142.92,19.03,,4.21,4.98,11.42,13.87,1.10%,155.80%,0.63,-641.90%,133.20%,0.90%,,-6.40%,146.60%,51.80%,308.1,277.65,10.17%,-0.06%,86.10%,0.10%,1.92%,2.7,1.00%,3.60%,-18.00%,1.4,1.3,1.46,1.55,72.60%,19.20%,3.00%,6.29%,18.94%,0.74%,18.65%,42.07%,22.40%,1.96,3.08,3.81%,3.62%,15.66%,14.52%,15.16%,-1.54%,32.63%,-2.35%,69.59%,70.15,-1.03%,-0.03%,2.2,1976.57,1.51,90.61,-1.06%,2977546,1/26/2022 8:30:00 AM,107.21,5/24/1962,90.61,0.00%,63.0,89,1.22,91.5,81.96,79.87,79.08,53.43,94.51,11.0,17.17,54.333333333333336,True
