no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
1060,BRK-B,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,765425.68,,24.69,,2.85,0.0,,,,,,28.40%,8.50%,,23.30%,,-65.70%,12.00%,2430.0,1189.67,0.19%,0.00%,66.74%,,0.74%,1.84,,,,,,,,,,,0.67%,1.64%,9.49%,10.28%,33.95%,5.35%,,6.24,1.74%,2.14%,0.59%,5.17%,10.22%,-2.43%,15.18%,-2.43%,34.78%,58.98,0.62%,-0.14%,2.4,4804.71,0.65,316.51,0.48%,3128759,11/8/2021 8:30:00 AM,340.5,5/9/1996,317.15,0.20%,56.0,87,1.16,316.51,314.49,301.54,287.39,235.35,324.4,22.0,7.58,55.0,True
1365,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,15785.12,54.43,6.76,0.87,3.1,5.49,20.85,16.83,1.60%,86.40%,1.38,-33.80%,147.57%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-37.45%,94.80%,0.39%,1.77%,1.21,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,5.57%,8.83%,28.31%,62.50%,73.99%,6.05%,1.05,3.25,4.82%,5.00%,4.65%,8.21%,28.81%,-4.42%,26.57%,-4.42%,71.91%,55.52,-3.82%,0.37%,2.1,3126.37,1.14,72.46,-3.46%,3567564,2/15/2022 4:30:00 PM,73.42,8/11/2005,72.51,0.07%,66.0,96,1.44,72.46,69.41,67.11,56.38,42.15,75.98,14.0,1.32,58.666666666666664,True
1372,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA,22575.6,10.47,10.65,,4.65,1.08,1.43,,2.89%,34.70%,5.16,-41.70%,19.66%,7.50%,-2.76%,6.80%,74.50%,-4.50%,426.09,424.13,0.10%,0.00%,97.20%,-0.38%,2.79%,2.47,1.00%,9.10%,12.90%,,,0.32,0.32,,91.80%,39.50%,4.55%,6.02%,13.00%,22.92%,35.33%,14.39%,1.47,1.63,2.73%,3.23%,1.78%,8.53%,14.57%,-4.86%,24.49%,-4.86%,38.13%,62.0,0.28%,0.06%,2.0,4781.72,0.71,54.23,0.33%,3403829,1/19/2022 8:30:00 AM,60.37,9/24/2014,54.23,0.00%,69.0,88,1.17,54.23,53.28,50.03,47.38,39.26,57.0,13.0,11.32,56.666666666666664,True
1585,CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Gas,USA,17702.62,20.15,19.86,11.2,2.19,2.09,16.96,,2.44%,39.90%,1.38,-229.10%,-5.90%,2.10%,1.80%,0.10%,-22.30%,7.80%,628.87,627.73,0.23%,-1.15%,93.90%,0.17%,2.12%,2.98,2.50%,13.10%,6.80%,1.7,1.6,1.91,2.04,,16.30%,11.10%,0.11%,1.83%,5.25%,5.32%,30.33%,-0.07%,0.93,0.56,2.12%,2.11%,1.68%,2.27%,7.97%,-1.54%,9.05%,-1.54%,45.42%,57.65,0.90%,-0.22%,2.1,4462.61,0.63,28.08,0.68%,2828741,2/22/2022 8:30:00 AM,29.71,8/16/1943,28.08,0.00%,66.0,88,1.17,28.08,27.64,27.48,26.03,19.31,28.52,34.0,5.8,62.666666666666664,True
1639,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,119852.69,15.14,11.96,8.52,2.62,2.77,11.4,56.35,1.65%,146.30%,6.07,-139.20%,-11.44%,6.80%,1.78%,-8.60%,526.20%,158.20%,1332.29,1317.82,0.10%,-10.18%,80.40%,0.07%,1.25%,2.04,2.30%,4.60%,-2.40%,1.9,1.8,0.42,0.45,48.20%,5.90%,4.00%,2.97%,21.44%,25.66%,63.05%,107.40%,27.28%,1.45,3.04,3.93%,3.54%,7.18%,19.16%,41.82%,-2.10%,41.08%,-2.10%,111.38%,71.78,2.75%,-1.55%,1.8,8067.84,1.04,92.94,1.16%,8420130,2/3/2022 8:30:00 AM,98.74,1/13/1978,93.39,0.48%,75.0,98,1.73,92.94,87.33,78.46,65.9,45.1,94.93,14.0,6.24,62.333333333333336,True
1780,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18671.6,26.8,6.94,0.36,11.1,4.02,244.71,62.59,1.92%,47.80%,0.87,-69.30%,14.61%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.40%,58.30%,5.49%,3.52%,3.47,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,8.28%,13.25%,8.59%,48.54%,37.71%,23.26%,-0.21,0.93,3.79%,4.51%,8.17%,12.26%,25.88%,-4.37%,26.16%,-4.37%,67.75%,64.86,-0.26%,-0.68%,2.3,8094.48,1.03,23.2,-0.94%,8314353,2/23/2022 4:30:00 PM,27.4,2/8/1990,23.2,0.00%,59.0,86,1.14,23.2,21.53,20.71,18.81,14.28,24.26,30.0,18.1,58.333333333333336,True
1824,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,143517.08,18.94,13.1,3.3,0.5,1.93,11.18,11.41,2.03%,34.80%,5.73,7.60%,0.74%,3.30%,5.74%,11.90%,29.20%,10.00%,1321.0,1317.79,0.10%,-21.68%,78.80%,0.02%,1.29%,2.65,3.30%,10.50%,7.40%,0.9,0.7,0.76,0.79,39.70%,4.40%,2.70%,-0.71%,2.53%,14.82%,33.53%,50.30%,5.17%,0.79,2.37,2.41%,2.36%,3.66%,8.19%,22.69%,-0.67%,23.25%,-0.67%,60.85%,64.44,0.63%,0.21%,2.1,6404.53,0.85,109.41,0.85%,5449895,2/9/2022 8:30:00 AM,113.41,10/1/1952,109.5,0.08%,66.0,94,1.31,109.41,105.81,101.46,89.35,68.02,110.15,12.0,3.66,57.333333333333336,True
1828,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,258695.15,16.71,14.68,,1.66,1.92,42.89,,3.94%,279.00%,8.13,-291.90%,-11.20%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-52.99%,67.60%,0.39%,1.19%,1.88,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,4.03%,11.18%,19.71%,33.28%,52.23%,15.79%,1.16,3.13,2.26%,2.35%,6.38%,13.36%,26.83%,1.13%,25.12%,1.13%,56.31%,72.01,2.48%,-0.50%,2.2,12005.9,1.53,138.55,1.96%,18417835,1/28/2022 8:30:00 AM,140.78,6/24/1921,138.85,0.22%,63.0,94,1.32,138.55,130.92,122.64,109.43,89.81,139.42,13.0,1.61,56.666666666666664,True
2179,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35887.63,30.58,9.69,1.22,4.02,3.98,15.46,13.04,0.83%,19.80%,1.73,3855.60%,62.60%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.25,0.50%,-3.19%,90.30%,-1.98%,2.68%,1.48,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,2.56%,13.43%,29.01%,105.06%,214.28%,20.02%,2.9,2.54,4.83%,5.42%,4.34%,15.11%,55.51%,-5.14%,47.93%,-5.14%,213.32%,63.63,-0.28%,-0.25%,1.8,11624.31,0.89,52.59,-0.53%,10293961,2/15/2022 4:30:00 PM,54.95,3/17/1992,52.69,0.19%,75.0,99,2.45,52.59,50.59,46.12,35.01,18.03,55.44,31.0,4.49,68.33333333333333,True
2431,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,65401.38,21.98,10.74,0.3,4.21,3.04,15.23,12.96,2.64%,31.00%,5.17,-122.20%,22.50%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.87%,87.90%,-0.45%,1.07%,1.37,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,3.65%,21.47%,27.99%,64.03%,108.13%,28.00%,1.82,4.07,3.85%,4.02%,8.04%,20.61%,39.31%,-1.58%,42.17%,-1.58%,110.61%,75.56,1.50%,-0.62%,2.0,4524.6,0.73,114.69,0.87%,3282587,2/25/2022 8:30:00 AM,116.12,10/4/1989,115.0,0.27%,69.0,98,1.69,114.69,106.98,96.05,84.34,57.32,116.53,16.0,1.25,61.0,True
2620,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,42840.65,25.48,17.71,1.59,1.23,1.26,14.49,,3.52%,89.40%,1.71,-33.30%,-12.53%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.71%,82.20%,-0.15%,1.87%,1.84,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,6.46%,7.13%,12.79%,28.22%,39.73%,5.67%,0.47,1.05,3.51%,2.40%,7.08%,10.05%,22.61%,-0.86%,18.30%,-0.86%,59.56%,74.24,1.25%,-0.97%,2.1,9907.36,1.45,43.64,0.28%,14387339,11/3/2021 8:30:00 AM,53.65,7/6/1943,43.64,0.00%,66.0,90,1.22,43.64,40.93,39.76,35.66,27.35,44.02,19.0,22.94,58.333333333333336,True
2631,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,27829.86,,25.75,,3.84,17.47,5.53,11.5,,,-6.83,-604.10%,694.26%,-39.80%,22.80%,-4.90%,244.20%,96.90%,151.02,144.79,0.40%,-37.83%,96.80%,-0.70%,6.53%,3.65,-4.40%,-70.70%,-23.70%,0.9,0.9,4.81,5.28,80.50%,-9.40%,-13.20%,6.28%,2.21%,17.62%,24.46%,31.05%,2.54%,1.59,6.96,3.85%,4.22%,4.27%,7.63%,12.54%,-1.80%,24.21%,-2.35%,36.98%,59.49,1.27%,-0.17%,2.5,2593.45,1.01,187.35,1.10%,2631310,2/10/2022 4:30:00 PM,193.42,7/20/2005,187.35,0.00%,53.0,85,1.13,187.35,180.05,174.29,166.53,136.77,191.85,12.0,3.24,50.0,True
2661,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23441.97,68.53,7.5,1.12,4.23,2.08,51.3,8.15,1.51%,82.70%,1.93,269.40%,57.68%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.81%,89.80%,0.99%,3.51%,2.23,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,2.59%,11.81%,17.12%,64.97%,104.90%,22.45%,2.36,5.98,4.19%,4.92%,3.46%,12.51%,36.24%,-4.07%,37.00%,-4.07%,106.47%,60.68,-0.63%,-0.80%,1.9,2832.97,0.73,130.18,-1.42%,2069762,2/22/2022 4:30:00 PM,143.06,10/12/2012,130.35,0.13%,72.0,98,1.65,130.18,126.26,116.02,95.82,63.05,135.7,22.0,9.89,64.0,True
2816,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,31575.78,12.7,12.23,,6.06,1.62,0.83,,2.53%,31.20%,3.73,-45.10%,13.62%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.84,0.20%,-1.59%,83.90%,0.06%,1.37%,1.83,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,6.45%,1.96%,7.64%,25.47%,47.50%,8.70%,1.38,1.44,3.02%,3.26%,2.84%,7.45%,16.06%,-4.58%,19.69%,-4.58%,51.71%,61.69,1.88%,0.19%,1.9,5093.73,1.31,48.32,2.07%,6679065,1/20/2022 8:30:00 AM,51.58,3/17/1980,48.34,0.04%,72.0,93,1.3,48.32,46.96,45.05,41.68,31.85,50.64,20.0,6.75,61.666666666666664,True
3164,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,59241.65,18.37,15.22,1.68,1.54,3.76,18.87,22.76,2.24%,38.90%,11.55,-8.20%,15.02%,3.40%,10.95%,3.60%,5.60%,1.50%,278.6,263.95,0.10%,-0.73%,86.20%,-0.66%,0.68%,1.65,6.40%,21.20%,12.20%,1.5,1.1,0.73,0.87,38.80%,11.00%,8.50%,-0.25%,0.94%,7.13%,6.64%,33.67%,1.83%,1.04,4.68,2.18%,2.22%,0.75%,3.10%,7.07%,-1.89%,12.45%,-1.89%,35.01%,56.77,-0.54%,0.47%,2.2,1088.08,0.96,212.12,-0.08%,1045335,1/26/2022 8:30:00 AM,237.53,4/25/1952,212.54,0.20%,63.0,87,1.16,212.12,210.54,206.0,198.24,157.11,216.21,30.0,11.98,60.0,True
3475,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,27945.58,19.58,13.51,0.31,1.83,5.03,10.62,33.19,0.56%,111.10%,1.63,-158.60%,33.31%,-33.80%,62.70%,-9.40%,,29.70%,894.0,892.16,0.40%,-4.09%,80.20%,2.44%,1.87%,1.57,0.70%,2.70%,-14.70%,2.4,1.8,1.61,1.61,37.20%,5.60%,0.90%,1.85%,26.85%,30.26%,59.70%,68.28%,39.66%,2.49,1.13,3.01%,4.08%,11.20%,27.71%,41.38%,0.31%,56.52%,0.31%,82.46%,78.08,2.72%,-0.91%,2.2,10623.44,1.17,32.51,1.78%,12433738,1/24/2022 8:30:00 AM,31.7,9/15/1948,32.82,0.95%,63.0,95,1.42,32.51,29.56,25.64,23.06,17.82,32.85,7.0,-2.49,55.0,True
3548,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,28494.87,52.92,15.95,,3.81,5.25,11.78,19.23,1.05%,,1.81,-641.90%,16.29%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.22,10.17%,-1.28%,86.10%,0.05%,2.42%,2.77,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,5.09%,18.31%,16.44%,30.75%,67.95%,29.18%,1.83,3.91,3.99%,4.56%,5.17%,15.92%,18.60%,-1.58%,39.39%,-1.58%,67.42%,65.52,-0.38%,-0.04%,2.2,2424.76,1.29,95.23,-0.42%,3132958,1/26/2022 8:30:00 AM,110.83,5/24/1962,96.3,1.12%,63.0,95,1.38,95.23,90.98,82.42,80.44,57.36,96.76,12.0,16.38,56.666666666666664,True
3577,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,24569.87,11.76,8.87,1.0,1.12,1.39,105.9,6.94,2.18%,22.60%,6.0,-16.20%,14.83%,11.10%,11.71%,5.00%,8.00%,10.00%,345.6,339.31,0.10%,-33.40%,94.30%,0.16%,0.65%,1.28,2.80%,12.00%,8.80%,,,0.28,0.0,,12.90%,9.70%,-0.96%,0.23%,-1.97%,6.20%,39.81%,2.14%,1.02,1.82,2.76%,2.58%,-1.62%,0.90%,3.43%,-4.63%,8.28%,-10.16%,44.51%,46.89,-0.11%,-0.30%,2.1,1717.07,1.8,70.23,-0.41%,3097964,2/3/2022 4:30:00 PM,82.62,12/15/1995,70.23,0.00%,66.0,90,1.22,70.23,71.3,69.58,67.91,48.6,78.17,12.0,17.64,56.0,True
4684,LNC,Lincoln National Corporation,Financial,Insurance - Life,USA,12154.2,9.68,6.71,0.27,0.63,0.63,4.65,,2.52%,22.30%,7.39,-44.70%,25.34%,-12.10%,35.47%,5.00%,-17.50%,-2.20%,187.28,164.63,0.60%,-27.74%,80.20%,-0.59%,2.15%,2.33,0.40%,6.60%,3.00%,,,0.3,0.31,,10.00%,7.30%,4.35%,0.90%,-0.36%,6.22%,40.07%,4.82%,2.01,2.89,4.59%,4.13%,1.27%,3.90%,5.20%,-3.90%,15.94%,-7.76%,43.07%,53.93,-0.17%,0.17%,2.5,1515.43,1.03,71.55,0.00%,1568049,2/2/2022 4:30:00 PM,82.08,8/20/1969,71.55,0.00%,53.0,89,1.19,71.55,70.58,68.87,68.05,51.05,77.57,19.0,14.72,53.666666666666664,True
4859,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40829.85,29.65,11.83,2.47,0.16,,14.83,10.16,0.71%,19.20%,8.96,-667.60%,-3.70%,-37.30%,11.99%,4.50%,99.90%,9.60%,152.68,152.54,0.05%,-62.55%,88.40%,-1.22%,1.45%,2.2,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,2.85%,7.38%,19.04%,32.83%,45.07%,6.84%,0.73,6.58,2.35%,2.64%,6.32%,11.69%,28.07%,-0.53%,25.52%,-0.53%,59.56%,73.89,1.43%,0.32%,1.9,1007.34,1.32,270.2,1.75%,1334500,2/2/2022 4:30:00 PM,292.29,11/10/1994,270.2,0.00%,72.0,93,1.28,270.2,255.16,242.8,211.35,169.34,271.63,16.0,8.18,60.333333333333336,True
5067,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,16271.89,9.43,5.78,1.35,1.48,1.6,19.31,27.6,1.03%,5.30%,4.65,160.60%,45.70%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.46,0.65%,-93.39%,80.50%,0.49%,2.01%,1.43,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,10.21%,12.38%,12.96%,39.19%,58.52%,11.56%,1.71,1.83,5.15%,4.67%,7.67%,14.68%,24.59%,-0.07%,32.36%,-0.07%,66.08%,64.77,0.79%,0.64%,2.4,5298.27,1.28,44.46,1.44%,6759438,2/22/2022 4:30:00 PM,47.88,1/26/1988,44.46,0.00%,56.0,94,1.33,44.46,41.51,38.93,35.74,26.77,44.82,18.0,7.69,56.0,True
