no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
2664,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23795.3,11.33,8.12,1.12,3.5,2.05,36.38,6.61,1.45%,14.30%,12.17,141.40%,-9.29%,50.00%,10.12%,66.80%,218.90%,162.90%,180.18,176.52,0.20%,-13.55%,91.00%,-1.41%,3.22%,2.08,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,3.40%,5.21%,29.47%,79.97%,61.60%,27.77%,2.31,6.47,4.25%,4.72%,5.00%,10.87%,37.66%,-3.02%,36.60%,-3.02%,109.01%,60.75,2.45%,0.28%,2738.21,1.13,137.8,2.74%,3083590.0,2/22/2022 4:30:00 PM,149.39,10/12/2012,138.0,0.15%,72.0,96,1.45,137.8,131.65,124.94,100.4,65.93,142.09,25.0,8.41,64.33333333333333,True
3051,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,54089.57,92.34,56.29,5.28,16.18,69.89,21.2,44.93,,0.00%,3.63,24.70%,20.28%,81.90%,17.50%,21.20%,34.40%,28.80%,162.9,131.31,11.60%,-0.30%,70.10%,-2.45%,1.79%,1.49,10.70%,61.70%,35.90%,1.6,1.5,1.26,0.0,76.60%,19.50%,18.20%,3.23%,8.25%,7.14%,6.87%,100.19%,-6.66%,1.17,16.54,5.18%,5.27%,5.59%,5.54%,12.90%,-9.77%,27.63%,-9.77%,108.19%,56.64,-0.24%,-0.02%,1581.89,0.77,335.46,-0.26%,1215484.0,2/3/2022 4:30:00 PM,363.2,11/18/2009,334.73,-0.22%,63.0,98,1.79,335.46,319.63,317.77,297.78,166.08,371.77,14.0,8.27,58.333333333333336,True
3543,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,31271.65,55.96,17.69,1.19,4.18,4.95,11.53,12.94,0.99%,55.00%,1.81,117.80%,12.47%,15.90%,47.10%,9.40%,369.00%,69.30%,308.3,278.01,0.30%,-32.89%,84.30%,-2.03%,2.23%,2.23,2.90%,9.70%,8.40%,1.4,1.3,1.29,1.38,70.50%,24.90%,7.50%,3.74%,8.67%,31.15%,41.95%,34.82%,36.66%,1.77,3.79,3.72%,3.63%,5.71%,13.49%,23.58%,-1.77%,40.42%,-1.77%,63.36%,69.66,0.37%,-0.16%,2788.22,1.24,101.17,0.21%,3452455.0,1/26/2022 8:30:00 AM,113.17,5/24/1962,101.17,0.00%,63.0,91,1.22,101.17,96.16,89.68,81.96,61.93,102.99,9.0,11.86,54.333333333333336,True
4852,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,41968.64,31.47,12.14,2.43,0.16,,15.24,10.45,0.67%,19.20%,8.96,-667.60%,-2.88%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.63%,89.00%,-2.62%,4.07%,5.57,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,2.34%,9.04%,27.86%,36.28%,60.94%,13.38%,0.7,7.05,2.58%,2.40%,3.45%,8.92%,29.20%,-0.32%,20.18%,-0.32%,66.02%,67.5,2.87%,-2.21%,1072.91,1.3,281.82,0.59%,1391411.0,2/2/2022 4:30:00 PM,302.34,11/10/1994,281.82,0.00%,72.0,95,1.42,281.82,273.13,259.66,218.54,175.41,282.73,12.0,7.28,59.666666666666664,True
5050,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18343.35,28.76,16.58,1.4,0.66,7.11,2.4,8.98,,0.00%,11.25,0.30%,13.48%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-15.76%,96.10%,-1.34%,1.49%,1.52,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,1.66%,9.46%,12.36%,18.69%,47.41%,1.74%,0.78,12.87,5.60%,4.01%,4.70%,7.47%,15.68%,-1.36%,22.75%,-1.36%,54.68%,61.63,5.72%,-2.54%,569.07,0.98,323.63,3.03%,559011.0,2/9/2022 4:30:00 PM,342.5,7/2/2003,323.5,-0.04%,56.0,94,1.32,323.63,310.4,301.44,280.08,216.83,328.11,11.0,5.83,53.666666666666664,True
5073,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,43730.12,37.14,14.83,1.54,0.36,1.78,4.03,30.97,2.98%,15.40%,2.09,111.90%,6.03%,-1.80%,24.05%,13.80%,171.60%,96.30%,601.0,563.13,0.20%,-7.27%,81.40%,-6.08%,3.00%,2.51,11.00%,37.10%,7.50%,1.7,1.3,0.95,0.97,9.00%,3.40%,8.10%,1.55%,-0.98%,22.74%,34.25%,35.61%,21.47%,1.9,2.59,3.79%,3.11%,0.03%,6.72%,21.65%,-4.49%,26.19%,-4.49%,54.87%,56.18,1.79%,-1.31%,6734.82,0.99,77.73,0.47%,6663570.0,2/2/2022 8:30:00 AM,86.43,6/23/2011,77.73,0.00%,75.0,90,1.21,77.73,77.75,73.12,63.99,50.19,81.39,17.0,11.19,60.666666666666664,True
5131,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23310.38,12.77,12.03,2.51,5.92,1.4,0.53,11.74,2.72%,32.60%,13.79,38.80%,29.89%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.41,0.40%,-0.89%,88.50%,0.95%,5.33%,5.1,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-3.72%,0.23%,16.92%,26.52%,12.71%,14.74%,0.94,6.54,3.95%,2.98%,-2.53%,2.24%,14.63%,-5.74%,20.34%,-5.74%,37.18%,48.79,1.01%,-3.43%,1342.71,0.98,176.22,-2.45%,1319103.0,1/20/2022 8:30:00 AM,188.91,3/17/1980,176.22,0.00%,53.0,74,0.98,176.22,180.84,172.9,153.81,128.46,186.95,20.0,7.2,49.0,True
6238,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,57825.35,29.3,11.78,0.5,3.24,2.54,79.76,25.42,0.95%,374.00%,8.23,-126.30%,-5.37%,7.50%,58.82%,19.50%,889.30%,167.20%,244.0,241.41,0.40%,-8.56%,89.00%,2.37%,2.43%,2.44,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,5.18%,9.36%,38.07%,65.86%,53.49%,34.38%,1.61,8.72,2.99%,3.76%,6.68%,15.05%,39.84%,-1.85%,40.11%,-1.85%,87.77%,66.5,1.03%,0.26%,2403.0,1.47,241.16,1.29%,3524039.0,2/16/2022 4:30:00 PM,245.91,12/22/1987,241.89,0.30%,72.0,94,1.32,241.16,229.22,213.37,177.54,133.73,245.71,25.0,1.97,63.666666666666664,True
7828,UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,USA,457830.51,27.58,20.22,1.9,1.59,6.53,21.42,31.34,1.16%,30.60%,18.08,12.80%,14.12%,20.10%,14.51%,9.20%,85.00%,12.60%,940.0,935.66,0.10%,-15.38%,89.50%,0.26%,0.62%,1.75,8.20%,24.90%,16.50%,,,0.59,0.64,,8.30%,6.00%,4.81%,3.93%,11.80%,17.69%,43.66%,-0.70%,0.87,12.01,2.59%,2.30%,4.31%,4.40%,14.02%,-2.08%,11.87%,-2.08%,49.89%,64.57,3.74%,-1.21%,3310.94,1.26,498.65,2.48%,4163984.0,1/19/2022 8:30:00 AM,527.2,10/17/1984,497.41,-0.25%,75.0,92,1.26,498.65,478.53,477.84,437.78,345.6,509.23,14.0,5.73,60.333333333333336,True
8057,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,34459.07,,11.88,,0.36,2.0,9.85,72.7,4.56%,,-1.09,-160.10%,2.83%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.18%,79.30%,0.67%,3.18%,3.34,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,1.31%,-0.73%,20.81%,31.87%,8.79%,14.47%,1.95,3.26,4.36%,3.45%,-0.80%,4.26%,14.84%,-8.31%,23.93%,-8.31%,46.10%,53.36,3.11%,-0.95%,3865.58,1.52,85.98,2.13%,5875375.0,1/27/2022 8:30:00 AM,94.95,11/1/1984,86.1,0.14%,72.0,71,0.95,85.98,86.72,82.76,74.91,58.85,93.77,21.0,10.43,54.666666666666664,True
8135,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,60001.51,26.44,15.88,2.24,7.92,6.02,7.97,24.91,,0.00%,9.03,-12.50%,6.81%,85.00%,11.80%,34.80%,29.70%,27.30%,254.58,253.81,0.20%,-4.49%,92.70%,-0.88%,1.28%,1.86,18.60%,24.80%,22.50%,4.5,4.3,0.05,0.05,88.10%,36.70%,30.90%,3.63%,-5.88%,16.73%,19.80%,12.59%,8.68%,0.59,5.97,2.43%,2.13%,1.59%,3.45%,17.09%,-6.38%,11.18%,-6.38%,35.33%,59.66,2.25%,-0.97%,1755.93,1.16,238.66,1.26%,2032727.0,1/26/2022 4:30:00 PM,272.97,7/24/1991,243.26,1.93%,66.0,75,0.99,238.66,234.68,231.1,203.96,176.36,254.93,1.0,14.38,47.333333333333336,True
