no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2180,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,32632.4,28.3,9.32,1.13,3.66,3.68,14.06,11.86,0.90%,26.40%,1.73,3855.60%,55.22%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.73%,90.50%,-1.79%,2.61%,1.54,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,-1.75%,24.82%,25.49%,94.60%,160.71%,11.08%,3.0,2.01,3.94%,4.31%,6.30%,13.14%,53.55%,-5.89%,37.64%,-5.89%,223.28%,62.11,-3.76%,0.95%,1.8,10896.4,1.12,48.93,-2.84%,12160759,11/2/2021 4:30:00 PM,52.55,3/17/1992,48.77,-0.33%,75.0,99,2.08,48.93,46.56,43.99,33.1,16.11,51.99,29.0,7.4,67.66666666666667,True
2259,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1825.32,6.65,7.5,0.51,1.26,1.42,11.54,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.60%,-33.70%,,-0.07%,15.71%,10.78,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,7.33%,12.51%,29.44%,39.79%,100.40%,5.83%,1.4,1.97,4.46%,2.86%,6.98%,9.91%,31.61%,-3.25%,19.27%,-3.25%,125.03%,68.18,-1.25%,-0.22%,2.2,419.05,0.72,65.73,-1.47%,301972,11/3/2021 4:30:00 PM,69.0,7/9/1999,65.73,0.00%,63.0,97,1.7,65.73,61.77,59.93,50.08,29.21,67.94,17.0,4.97,59.0,True
2422,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1476.32,3.42,7.2,,1.36,1.33,6.44,3.59,,0.00%,11.95,214.60%,-20.99%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-9.85%,90.40%,0.18%,2.44%,2.49,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,-4.51%,6.10%,14.33%,26.35%,60.57%,-0.27%,1.53,1.43,3.67%,3.09%,-1.41%,1.31%,14.61%,-8.06%,12.35%,-8.06%,85.60%,48.09,-5.96%,-0.05%,2.0,348.7,1.19,40.85,-6.01%,414302,10/28/2021 4:30:00 PM,46.5,10/30/2014,42.72,4.58%,69.0,93,1.36,40.85,41.58,40.33,35.67,22.01,44.43,20.0,13.83,60.666666666666664,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,59396.35,20.33,10.54,0.27,3.83,2.81,13.84,11.77,2.85%,31.00%,5.17,-122.20%,15.25%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,88.00%,-0.32%,0.87%,1.2,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,2.87%,25.15%,19.31%,45.00%,80.97%,18.35%,1.94,3.23,3.25%,3.29%,11.64%,16.27%,31.83%,-2.65%,30.32%,-2.65%,117.54%,74.63,-1.55%,1.05%,2.0,4244.95,1.15,105.13,-0.51%,4902731,11/4/2021 4:30:00 PM,114.06,10/4/1989,105.13,0.00%,69.0,95,1.48,105.13,95.24,91.69,81.85,50.08,107.99,12.0,8.49,58.666666666666664,True
2521,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1148.13,,5.31,,3.68,1.35,2870.33,6.63,,,-0.42,156.50%,115.17%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.54%,72.50%,,2.83%,2.56,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,-3.30%,34.90%,29.09%,29.84%,123.34%,23.31%,2.51,0.89,7.31%,7.00%,10.66%,19.48%,36.82%,-11.65%,43.36%,-11.65%,167.13%,58.33,-8.54%,1.44%,2.2,412.23,1.66,13.49,-7.22%,684575,11/4/2021 8:30:00 AM,19.66,4/18/1994,13.42,-0.52%,63.0,98,1.9,13.49,12.38,11.32,9.89,5.05,15.27,31.0,45.74,64.0,True
2651,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,89110.11,31.84,11.08,,0.66,2.45,1.92,8.25,1.78%,13.90%,0.7,363.40%,6.02%,-16.80%,,-3.20%,-23.80%,-4.80%,3995.0,3914.51,0.10%,8.72%,53.90%,-0.18%,1.84%,0.67,1.10%,8.40%,-2.40%,1.2,1.0,2.66,3.95,10.10%,1.00%,2.10%,-7.80%,13.56%,45.59%,58.21%,106.72%,8.09%,1.03,1.11,5.65%,4.29%,0.07%,7.50%,43.59%,-13.22%,20.60%,-13.22%,125.18%,50.44,-8.96%,1.15%,2.5,106636.4,1.43,22.45,-7.92%,152103981,2/3/2022 4:30:00 PM,21.14,6/1/1972,22.31,-0.62%,53.0,98,1.76,22.45,22.59,20.95,15.68,10.19,25.87,19.0,-5.84,56.666666666666664,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,21871.03,65.24,7.39,1.07,3.94,1.98,47.86,7.6,1.59%,82.70%,1.93,269.40%,51.41%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.99%,89.40%,0.76%,2.82%,1.84,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,1.09%,22.73%,13.31%,58.44%,107.37%,16.56%,2.45,4.94,3.90%,3.98%,9.09%,13.00%,36.23%,-4.58%,32.30%,-4.58%,123.96%,64.11,-1.02%,0.85%,1.9,2759.74,0.76,125.71,-0.18%,2097802,11/1/2021 4:30:00 PM,137.03,10/12/2012,125.62,-0.07%,72.0,98,1.76,125.71,116.56,111.48,92.53,56.13,131.75,23.0,9.0,64.33333333333333,True
2689,FBP,First BanCorp.,Financial,Banks - Regional,USA,3153.78,13.19,8.58,0.92,3.97,1.5,1.17,8.77,2.55%,21.70%,1.19,-39.70%,35.00%,35.50%,14.40%,2.70%,181.20%,17.50%,206.72,202.02,1.30%,-2.77%,97.00%,1.62%,1.77%,2.09,1.30%,11.60%,17.10%,,,0.09,0.09,,96.80%,32.10%,-0.06%,19.47%,16.28%,31.46%,56.01%,14.01%,1.23,0.47,3.23%,2.78%,7.44%,11.13%,21.20%,-5.48%,26.24%,-5.48%,76.91%,63.94,-3.38%,0.18%,2.0,1710.21,0.9,15.71,-3.20%,1535598,1/26/2022 8:30:00 AM,23.3,1/13/1987,15.71,0.00%,69.0,93,1.33,15.71,14.77,14.17,12.98,8.88,16.62,12.0,48.31,58.0,True
2694,FC,Franklin Covey Co.,Industrials,Consulting Services,USA,700.23,37.02,39.96,2.47,2.95,8.3,13.65,16.06,,0.00%,1.29,241.80%,57.50%,15.70%,15.00%,2.30%,517.30%,26.90%,14.25,12.37,8.10%,0.00%,56.40%,0.22%,0.87%,1.93,8.20%,24.80%,13.90%,1.0,1.0,0.27,0.38,77.70%,5.80%,7.70%,-6.60%,10.92%,16.37%,31.04%,94.83%,3.17%,1.69,1.87,4.14%,3.37%,1.01%,2.78%,23.84%,-8.93%,16.18%,-8.93%,100.80%,51.48,-1.30%,0.94%,1.5,55.38,0.89,47.83,-0.37%,49542,1/6/2022 4:30:00 PM,63.5,6/3/1992,48.33,1.05%,84.0,97,1.66,47.83,47.61,46.59,38.71,23.82,52.52,22.0,32.76,67.66666666666667,True
2718,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,65097.35,16.77,12.34,0.58,3.07,4.85,8.49,9.96,0.68%,8.50%,2.63,344.60%,15.78%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-8.36%,78.10%,0.18%,2.15%,1.82,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,2.71%,16.19%,13.65%,27.43%,42.57%,5.81%,2.04,1.53,3.81%,3.22%,5.43%,11.08%,17.11%,-4.59%,25.08%,-4.59%,78.69%,64.09,-2.46%,2.03%,2.1,17260.38,1.04,44.08,-0.47%,17892316,1/26/2022 8:30:00 AM,43.04,7/10/1995,44.15,0.16%,66.0,88,1.21,44.08,42.2,39.88,37.75,24.71,46.2,19.0,-2.36,57.666666666666664,True
2816,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,32208.02,13.26,14.23,,6.16,1.64,0.85,,2.50%,30.30%,3.62,-45.10%,-9.79%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.83,0.20%,-1.58%,84.10%,0.25%,1.77%,2.72,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,-2.20%,13.51%,9.20%,30.07%,53.11%,10.15%,1.4,1.24,2.87%,2.27%,4.34%,7.57%,16.63%,-5.27%,18.83%,-5.27%,69.81%,58.79,-3.73%,0.42%,1.9,4400.85,1.82,47.97,-3.33%,8027379,1/20/2022 8:30:00 AM,50.39,3/17/1980,47.97,0.00%,72.0,92,1.3,47.97,46.31,44.67,41.18,28.25,50.64,16.0,5.04,60.0,True
3423,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,USA,6150.57,21.38,8.59,2.34,0.38,1.48,5.18,11.69,,0.00%,1.05,-301.50%,43.93%,-46.60%,9.13%,-5.60%,,42.40%,283.0,280.45,0.20%,-32.69%,86.40%,0.56%,3.05%,2.22,1.40%,7.50%,-10.40%,1.2,0.7,1.66,1.92,22.20%,4.50%,1.70%,1.49%,16.83%,18.06%,41.71%,96.76%,5.49%,1.95,1.06,5.55%,4.13%,3.41%,3.20%,20.26%,-9.64%,22.29%,-9.64%,117.08%,53.95,-3.23%,0.61%,2.2,3856.77,0.71,22.49,-2.64%,2747446,11/5/2021 8:30:00 AM,24.29,8/5/1927,22.67,0.80%,63.0,97,1.67,22.49,21.92,21.76,18.72,10.36,24.89,17.0,8.0,59.0,True
3475,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,780.74,10.07,11.74,1.26,3.61,1.28,0.93,14.17,3.08%,16.50%,2.58,30.00%,-19.15%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.20%,-0.04%,1.28%,2.35,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,1.21%,14.09%,29.82%,46.18%,105.94%,9.76%,1.19,0.74,2.97%,2.63%,6.39%,9.55%,25.33%,-3.02%,22.08%,-3.02%,116.58%,66.03,-2.48%,0.76%,2.3,162.98,0.78,25.99,-1.74%,126566,1/25/2022 4:30:00 PM,24.33,5/14/1997,25.99,0.00%,59.0,98,1.75,25.99,24.63,23.76,20.77,12.0,26.8,17.0,-6.39,58.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,27896.31,143.9,19.25,,4.25,5.01,11.53,14.0,1.10%,155.80%,0.63,-641.90%,128.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,277.65,10.17%,-0.06%,86.10%,0.08%,1.92%,2.65,1.00%,3.60%,-18.00%,1.4,1.3,1.46,1.55,72.60%,19.20%,3.00%,1.32%,27.38%,1.25%,19.57%,46.53%,23.23%,1.92,3.1,3.28%,3.47%,12.71%,14.48%,15.51%,-3.47%,33.53%,-3.47%,70.75%,69.03,-1.90%,0.89%,2.2,2013.41,1.27,91.23,-1.03%,2559007,1/26/2022 8:30:00 AM,107.38,5/24/1962,91.23,0.00%,63.0,90,1.25,91.23,81.94,79.86,79.08,53.43,94.51,11.0,17.7,54.666666666666664,True
4003,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,504.5,10.76,10.81,,3.78,1.35,1.16,8.54,0.48%,5.10%,4.69,19.10%,-1.48%,8.80%,,27.00%,40.60%,0.60%,9.94,9.21,5.60%,1.91%,71.20%,-0.03%,0.62%,1.28,1.10%,13.30%,12.40%,,,0.28,0.28,,58.30%,35.00%,0.24%,16.47%,54.15%,60.83%,65.85%,7.36%,0.75,1.54,3.64%,2.92%,4.06%,9.82%,41.23%,-5.50%,20.18%,-5.50%,80.04%,59.83,-3.86%,-0.21%,1.8,44.98,1.47,50.5,-4.07%,66035,1/19/2022 4:30:00 PM,56.2,12/28/2004,50.5,0.00%,75.0,94,1.41,50.5,48.9,46.12,35.83,28.05,53.44,18.0,11.29,62.333333333333336,True
4473,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1958.1,,4.84,,1.89,6.31,17.59,6.16,,,-0.41,-630.90%,777.88%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,0.10%,0.00%,78.00%,0.88%,5.44%,2.64,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-4.33%,33.53%,5.74%,81.89%,58.99%,27.75%,3.35,0.24,5.42%,5.58%,11.76%,17.39%,41.99%,-8.30%,46.36%,-8.30%,145.56%,60.06,-9.61%,2.52%,2.0,9146.12,1.55,4.42,-7.34%,14160707,11/8/2021 8:30:00 AM,6.09,5/11/2011,4.4,-0.45%,69.0,93,1.35,4.42,4.01,3.78,3.12,1.8,4.89,32.0,37.78,64.66666666666667,True
4543,LAND,Gladstone Land Corporation,Real Estate,REIT - Industrial,USA,1088.75,,,,16.11,1.88,16.37,115.82,1.72%,,-0.35,-54.90%,42.90%,-38.00%,-0.06%,36.80%,-37.30%,40.00%,34.21,32.8,7.47%,0.00%,39.90%,0.71%,2.18%,1.94,-0.80%,-2.20%,,,,1.35,1.35,88.30%,42.90%,-14.40%,-1.42%,1.72%,36.92%,32.91%,92.27%,-7.17%,0.57,1.08,3.33%,3.21%,-3.93%,3.91%,26.24%,-10.66%,29.99%,-10.66%,106.05%,47.48,-2.79%,0.00%,2.4,368.49,0.69,31.34,-2.79%,254890,,28.07,1/29/2013,31.34,0.00%,56.0,97,1.63,31.34,32.66,30.27,24.89,15.21,35.08,9.0,-10.43,54.0,True
